dates,satname,nzd0169-0000,nzd0169-0001,nzd0169-0002
2000-11-09 21:56:21.390000,L7,316.53,306.39,272.05
2001-01-12 21:56:30.696000,L7,,284.59,212.34
2001-03-17 21:56:16.575000,L7,,286.68,208.07
2001-03-24 22:01:59.719000,L7,,,202.46
2002-10-14 21:53:43.769000,L7,,,207.98
2002-12-01 21:54:16.937000,L7,,308.97,256.44
2003-01-25 22:00:18.779000,L7,,303.22,210.39
2003-03-23 21:54:40.711000,L7,305.01,302.24,292.59
2003-08-06 21:42:51.203000,L5,259.26,233.70,249.88
2003-10-25 21:44:04.226000,L5,318.25,266.17,280.99
2003-11-17 21:50:09.452000,L5,289.45,242.50,243.47
2004-02-14 21:44:57.678000,L5,254.48,,
2004-05-20 21:46:44.438000,L5,252.86,,
2005-01-22 21:58:02.481000,L5,247.05,,
2005-11-22 22:00:23.113000,L5,231.55,,
2006-02-19 21:56:39.909000,L5,247.28,,
2006-12-11 22:06:52.177000,L5,,224.96,194.72
2008-11-14 21:55:28.444000,L5,225.69,265.54,222.19
2010-12-31 21:55:56.533000,L5,218.74,268.76,239.36
2013-12-14 22:13:21.591000,L8,200.34,316.74,222.62
2014-01-31 22:13:16.756000,L8,277.49,312.89,267.12
2014-02-09 22:06:57.254000,L8,200.76,314.96,220.76
2014-03-20 22:12:13.789000,L8,,,214.72
2014-04-05 22:12:22.648000,L8,,250.58,220.17
2015-01-02 22:11:50.958000,L8,,,212.58
2015-02-12 22:05:51.250000,L8,198.58,252.84,
2016-03-02 22:05:55.525000,L8,,306.33,
2016-08-16 22:12:17.658000,L8,,,220.48
2017-04-06 22:05:33.966000,L8,,,212.17
2017-08-03 22:11:47.949000,L8,,,213.73
2017-12-02 22:06:10.894000,L8,194.11,285.63,221.10
2019-02-07 22:05:47.667000,L8,,,213.55
2019-02-14 22:11:33.473000,L8,,,215.53
2019-11-06 22:06:24.678000,L8,,312.20,
2019-11-29 22:12:32.100000,L8,220.80,249.29,219.93
2020-01-16 22:11:59.041000,L8,272.19,319.75,230.13
2020-02-01 22:11:53.781000,L8,212.84,173.42,222.33
2020-02-10 22:06:04.888000,L8,190.70,308.12,220.93
2020-04-21 22:11:45.778000,L8,,250.34,220.43
2020-09-21 22:06:18.848000,L8,,,220.46
2021-01-11 22:06:14.248000,L8,211.62,277.88,225.65
2021-02-03 22:12:20.196000,L8,223.66,314.37,221.72
2021-02-12 22:06:07.348000,L8,213.40,309.88,224.81
2021-02-19 22:12:15.899000,L8,,,218.80
2021-11-18 22:12:08.776000,L8,,,222.39
2022-01-29 22:12:05.530000,L9,,,221.97
2022-02-22 22:11:50.626000,L8,,,221.03
2022-03-02 22:11:50.022000,L9,,,219.39
2022-10-21 22:06:29.540000,L9,,,220.07
2023-02-25 22:11:52.258000,L8,193.43,311.34,223.77
2023-03-21 22:12:19.147000,L9,,249.01,218.83
2023-09-05 22:11:46.771000,L8,265.33,315.55,221.73
2023-12-19 22:06:15.197000,L8,202.50,308.40,225.41
2024-01-12 22:06:18.916000,L9,210.72,308.75,227.55
2024-01-28 22:05:54.259000,L9,270.00,309.22,229.97
2024-01-28 22:06:18.213000,L9,205.79,306.37,
2024-02-04 22:12:07.739000,L9,,306.48,222.32
2024-02-05 22:06:08.032000,L8,212.06,310.73,225.03
2024-12-28 22:12:14.654000,L8,,257.83,224.03
2025-02-23 22:05:55.493000,L8,,,223.41
2025-05-30 22:05:06.698000,L8,219.07,306.60,227.79
2025-11-05 22:12:10.440000,L9,208.76,310.67,226.13
