dates,nzd0432-0000,nzd0432-0001,nzd0432-0002,nzd0432-0003,nzd0432-0004,nzd0432-0005,nzd0432-0006,nzd0432-0007,nzd0432-0008,nzd0432-0009,nzd0432-0010,nzd0432-0011,nzd0432-0012,nzd0432-0013
2013-09-16 22:21:57+00:00,288.7866666666667,289.135,311.3666666666666,311.14000000000004,314.1433333333334,286.5725,288.5233333333333,311.34666666666664,259.68,305.50333333333333,308.21333333333337,298.1225,302.32,303.4866666666667
2013-09-23 22:28:04+00:00,284.0475,288.988,308.94,308.6625,311.225,286.646,283.1625,308.6425,268.98249999999996,302.52,305.855,295.322,299.9575,301.88
2013-12-21 22:21:27+00:00,278.72999999999996,292.45,305.3875,304.0,306.1775,292.09749999999997,275.7575,304.05,282.42999999999995,298.34749999999997,300.4575,288.7625,294.8875,297.99
2014-02-07 22:20:57+00:00,276.6525,287.90999999999997,302.7633333333333,301.08666666666664,303.0833333333333,288.29999999999995,270.57,299.03249999999997,290.1875,292.29999999999995,294.925,284.52,289.88,293.55
2014-03-02 22:26:45+00:00,275.174,287.354,302.9175,300.975,302.265,287.8225,270.8175,299.71999999999997,291.454,291.812,294.33000000000004,284.498,290.654,294.452
2014-05-14 22:19:32+00:00,270.745,276.57,302.15500000000003,298.89,299.49,285.58,266.57,305.3125,296.4475,297.565,299.17499999999995,291.1575,295.985,300.705
2014-05-30 22:19:34+00:00,270.745,276.57,304.00666666666666,301.01666666666665,302.6766666666667,290.24333333333334,273.1466666666667,306.064,298.38,298.404,300.378,291.154,296.464,297.33000000000004
2014-07-01 22:19:46+00:00,266.37,268.355,305.54499999999996,302.95500000000004,304.43,292.98,278.93000000000006,308.235,305.23400000000004,304.758,306.496,298.24,302.654,303.86199999999997
2014-07-17 22:19:52+00:00,261.434,263.662,305.54499999999996,302.95500000000004,304.43,292.98,278.93000000000006,315.946,312.51666666666665,310.4033333333333,311.65000000000003,303.3383333333333,307.29333333333335,309.58666666666664
2014-09-03 22:20:06+00:00,255.83,249.4325,306.15,304.67999999999995,306.975,298.355,278.07500000000005,322.87750000000005,320.81800000000004,317.38,317.63800000000003,308.87,312.194,313.76800000000003
2014-10-21 22:20:13+00:00,259.6425,255.85999999999999,303.08,301.68333333333334,303.8533333333333,291.27,270.0466666666667,318.35,314.52500000000003,313.1516666666667,313.61,304.4483333333333,308.40000000000003,309.9483333333333
2014-11-06 22:20:13+00:00,261.62399999999997,259.38166666666666,299.9325,297.98249999999996,300.4825,285.2525,263.9725,312.6716666666667,308.3557142857143,307.96000000000004,308.4485714285714,304.4483333333333,308.40000000000003,302.7742857142857
2014-12-24 22:20:05+00:00,265.594,266.1333333333333,296.29249999999996,295.345,297.12,279.895,255.94250000000002,305.92600000000004,299.2633333333333,301.79,303.65500000000003,299.91999999999996,303.288,299.23499999999996
2014-12-31 22:26:11+00:00,264.964,270.84499999999997,295.606,294.21999999999997,297.194,278.982,256.35600000000005,303.38,289.63166666666666,293.2633333333333,297.285,292.532,295.798,293.1566666666667
2015-01-16 22:26:11+00:00,270.502,277.36499999999995,295.2783333333333,294.4483333333333,297.5316666666667,279.9216666666667,257.2716666666667,294.34999999999997,279.37333333333333,283.855,289.54,282.914,286.238,284.8516666666667
2015-02-10 22:19:50+00:00,274.28,279.07428571428574,295.39142857142855,295.17,297.7657142857143,280.9585714285714,259.20285714285717,295.35571428571427,281.77285714285716,285.11428571428576,290.02,282.8233333333333,286.3533333333333,285.96857142857147
2015-02-17 22:25:59+00:00,273.7757142857143,279.5275,295.25874999999996,295.1625,297.35125,280.36125,259.09625,294.87625,280.8875,284.74125000000004,289.605,282.68857142857144,285.89285714285717,285.39875
2015-02-26 22:19:46+00:00,274.3925,280.2055555555555,295.3333333333333,295.6088888888889,297.6722222222222,280.4688888888889,258.55333333333334,294.9377777777778,280.4577777777778,284.9088888888889,289.7633333333333,282.58875,285.77875,286.01777777777784
2015-04-15 22:19:22+00:00,276.32444444444445,286.8755555555556,296.1555555555555,296.4344444444444,298.49,281.25,257.14125,295.55444444444447,281.10999999999996,285.61888888888893,290.3022222222222,283.24,286.31875,286.66333333333336
2015-05-01 22:19:12+00:00,275.0188888888889,287.53875000000005,296.0575,296.52750000000003,298.59999999999997,281.76874999999995,257.59142857142854,297.6933333333333,284.72,287.89666666666665,292.62333333333333,285.79625,288.55125000000004,288.66555555555556
2015-05-24 22:25:14+00:00,273.5,289.0457142857143,296.8528571428571,297.9057142857143,299.7757142857143,283.84999999999997,259.565,303.0888888888889,292.18666666666667,294.49666666666667,299.49,291.2611111111111,294.38,298.0177777777778
2015-07-11 22:25:41+00:00,275.07375,294.57666666666665,301.97166666666664,303.31333333333333,304.5783333333333,291.46666666666664,270.408,308.30125000000004,302.2625,301.505,305.245,296.04749999999996,299.61125000000004,302.73875
2015-08-05 22:19:36+00:00,275.88714285714286,296.69,303.59833333333336,304.01666666666665,305.1666666666667,290.31166666666667,272.5475,309.865,303.48625,303.38374999999996,306.49375000000003,297.0675,301.055,303.96125
2015-08-21 22:19:45+00:00,277.76833333333326,305.58500000000004,308.996,308.32000000000005,310.572,297.714,287.93,314.7957142857143,309.85857142857145,308.94,312.16285714285715,301.93,306.40285714285716,309.2628571428572
2015-09-06 22:19:50+00:00,275.25,309.0775,311.15400000000005,309.674,312.022,301.134,298.6766666666667,316.88571428571424,313.7,310.8157142857143,314.3157142857143,303.69428571428574,308.4157142857143,310.83
2015-09-13 22:26:05+00:00,275.25,309.0775,307.9466666666667,306.87666666666667,309.6583333333333,294.6616666666667,285.305,313.65125,311.6225,307.68875,311.38,301.115,305.365,310.83
2015-10-08 22:20:00+00:00,273.83142857142855,302.944,306.2442857142857,305.49285714285713,308.11285714285714,293.59857142857146,280.622,311.80555555555554,310.0422222222222,305.9111111111111,309.6433333333333,299.77777777777777,304.03666666666663,308.76125
2016-01-03 22:26:15+00:00,275.812,297.29,303.4371428571429,302.8342857142857,305.8014285714285,287.72999999999996,276.585,304.46714285714285,298.5442857142857,296.7557142857143,302.20285714285717,292.07714285714286,295.68,299.22166666666664
2016-02-13 22:19:56+00:00,275.218,291.48400000000004,299.3383333333333,299.725,302.6016666666667,284.4633333333333,270.6516666666667,300.32,293.2316666666667,292.0133333333333,297.11666666666673,288.11,291.295,294.476
2016-02-20 22:26:03+00:00,270.038,288.572,297.15333333333336,297.6333333333333,300.32,280.88,267.87,297.6166666666667,290.5566666666667,289.15000000000003,294.52833333333336,285.6816666666667,288.3333333333333,292.302
2016-02-29 22:19:53+00:00,266.59999999999997,288.572,297.15333333333336,297.6333333333333,300.32,280.88,267.87,297.9857142857143,291.34285714285716,289.6114285714286,294.38428571428574,285.2371428571429,288.3614285714286,291.61999999999995
2016-03-07 22:26:02+00:00,267.89000000000004,286.162,296.5316666666667,296.705,299.1716666666667,279.035,266.25666666666666,296.7428571428572,290.3257142857143,288.84714285714284,293.2857142857143,284.3128571428571,286.84285714285716,289.57
2016-03-16 22:19:48+00:00,270.40857142857146,287.135,298.2716666666667,298.25,300.0116666666667,283.86,273.2083333333333,298.7085714285714,290.55428571428575,289.9857142857143,294.15142857142854,284.55428571428575,287.68857142857144,290.1557142857143
2016-04-17 22:19:33+00:00,271.37714285714287,283.0883333333333,298.71999999999997,298.462,300.246,283.188,275.47200000000004,300.6671428571429,291.43,291.88,295.6042857142857,285.2042857142857,288.48285714285714,290.7642857142857
2016-04-24 22:25:40+00:00,271.37714285714287,283.5057142857143,300.26166666666666,299.7916666666667,301.675,284.8433333333333,277.89000000000004,301.31374999999997,292.645,292.825,296.81375,286.07124999999996,289.5725,291.65999999999997
2016-09-08 22:20:12+00:00,278.81,270.6275,305.55333333333334,304.4166666666667,305.71333333333337,292.7366666666666,286.5966666666667,306.97249999999997,300.945,298.78499999999997,302.225,290.53499999999997,295.4625,296.6925
2016-11-18 22:26:30+00:00,271.32,264.33000000000004,300.4,304.65,297.375,290.2,271.06500000000005,299.92499999999995,300.42,296.98,295.875,286.77,290.11,293.03
2016-12-04 22:26:29+00:00,273.66999999999996,273.84999999999997,298.5333333333333,300.66499999999996,297.8533333333333,288.8966666666667,269.55333333333334,298.2,294.21500000000003,289.885,293.74666666666667,285.29,288.23333333333335,291.18666666666667
2017-01-14 22:20:09+00:00,278.55333333333334,276.8725,300.405,300.82666666666665,299.2625,289.055,268.0375,300.0025,294.67333333333335,291.30333333333334,294.84749999999997,285.765,290.06,290.0825
2017-02-15 22:19:55+00:00,278.60749999999996,279.358,300.93999999999994,300.1225,299.36800000000005,288.686,267.168,300.114,295.1675,291.6225,294.666,284.976,290.13,290.71999999999997
2017-04-20 22:19:23+00:00,275.044,279.30600000000004,299.59,298.61333333333334,297.85,287.3975,263.2325,301.906,297.3275,293.575,296.082,285.786,291.198,291.964
2017-05-06 22:19:19+00:00,275.044,279.30600000000004,301.01599999999996,299.5075,299.476,288.608,262.226,302.78000000000003,297.726,293.76,296.09,285.75,291.18666666666667,290.64166666666665
2017-06-07 22:19:38+00:00,268.1275,268.8525,305.2733333333333,300.45,303.08666666666676,290.0633333333333,261.7933333333333,312.5,307.756,303.52,305.8,295.37,301.274,300.146
2017-07-09 22:19:47+00:00,267.288,265.1,305.2733333333333,300.45,303.08666666666676,290.0633333333333,261.7933333333333,315.305,311.5466666666667,307.2183333333333,309.625,299.20166666666665,304.71999999999997,304.23
2017-08-01 22:26:08+00:00,262.03,269.014,304.9,305.3666666666667,308.54,295.46666666666664,265.19666666666666,317.47499999999997,314.26,309.21,312.335,301.225,306.3066666666667,307.8233333333333
2017-09-18 22:26:19+00:00,258.915,271.09800000000007,305.615,307.36999999999995,310.28333333333336,297.2,263.7033333333333,318.08,314.72999999999996,309.50166666666667,312.42,302.785,306.9266666666667,308.5783333333333
2017-11-05 22:26:27+00:00,258.29,276.345,304.41499999999996,308.07666666666665,311.3533333333333,295.36000000000007,261.4266666666667,318.002,315.5,310.23199999999997,312.43,305.43999999999994,308.514,312.59
2018-02-25 22:25:54+00:00,271.02,293.0,302.06666666666666,301.83,304.3666666666666,289.01000000000005,259.2366666666667,304.32,298.02333333333337,294.2266666666667,293.3666666666666,289.47666666666663,294.3666666666667,296.99333333333334
2018-03-06 22:19:38+00:00,270.24333333333334,288.3533333333333,300.9175,299.1125,301.6425,287.27250000000004,258.39,301.535,297.13,293.71500000000003,292.9275,287.3875,292.6075,294.235
2018-04-30 22:25:20+00:00,272.21000000000004,273.95666666666665,302.3425,300.1,302.2925,289.6075,264.48,303.4175,298.425,295.6175,296.2725,288.6125,294.2475,295.5175
2018-05-16 22:25:09+00:00,272.21000000000004,273.95666666666665,309.50750000000005,309.21750000000003,308.2475,298.775,281.8475,308.9,306.525,302.8375,305.04,295.71,301.825,301.73
2018-06-01 22:24:57+00:00,272.3966666666667,269.84499999999997,309.50750000000005,309.21750000000003,308.2475,298.775,281.8475,308.9,310.45799999999997,307.212,308.392,299.048,305.13800000000003,306.63599999999997
2018-06-26 22:19:00+00:00,277.89250000000004,269.84499999999997,311.496,309.21750000000003,309.72799999999995,301.722,284.812,311.61,311.63166666666666,308.37,309.68666666666667,299.815,306.20666666666665,307.4733333333333
2018-07-28 22:19:15+00:00,277.89250000000004,269.84499999999997,311.496,309.21750000000003,309.72799999999995,301.722,284.812,311.61,311.63166666666666,304.5014285714286,307.21571428571434,297.46714285714285,304.53285714285715,307.4733333333333
2018-08-20 22:25:39+00:00,278.02,269.84499999999997,311.345,309.832,309.42,301.6066666666666,282.2866666666667,311.63,311.4414285714286,304.42125,307.475,297.57624999999996,304.92375,306.9114285714286
2018-08-29 22:19:32+00:00,274.994,259.005,314.14,313.0,311.526,304.59,285.318,312.92833333333334,312.82428571428574,305.53375000000005,309.27750000000003,298.935,306.03249999999997,308.3742857142857
2018-10-07 22:25:57+00:00,275.988,260.84749999999997,313.53,313.7625,312.75,305.668,285.814,314.06666666666666,312.9757142857143,305.4575,309.43875,299.485,306.235,309.2642857142857
2018-12-03 22:19:53+00:00,277.448,268.7366666666667,303.34,303.15,303.8075,292.6425,267.1075,307.88,305.22200000000004,297.7866666666667,301.615,291.8016666666667,300.32,300.166
2019-01-11 22:26:01+00:00,273.35600000000005,273.365,298.04999999999995,299.4833333333333,298.9225,285.03499999999997,259.27750000000003,302.32,300.662,293.41833333333335,297.37,288.5933333333333,295.93,294.928
2019-02-05 22:19:45+00:00,274.1616666666667,275.284,297.098,296.91499999999996,297.846,284.504,259.058,300.945,298.2283333333333,294.12333333333333,297.1483333333333,288.0933333333333,293.87833333333333,293.06333333333333
2019-02-28 22:25:51+00:00,276.03000000000003,284.192,294.602,292.84749999999997,296.12,281.494,258.532,296.34399999999994,293.716,289.32399999999996,292.032,283.716,288.6,288.518
2019-04-01 22:25:42+00:00,275.45666666666665,285.7416666666666,296.84,296.066,297.4883333333333,283.4866666666667,261.92333333333335,298.02666666666664,295.2616666666667,290.59999999999997,294.3333333333333,285.46999999999997,290.5133333333333,289.37
2019-04-17 22:25:36+00:00,275.816,280.4533333333333,298.5883333333333,296.58,298.10833333333335,283.97666666666663,265.59499999999997,299.16,296.2483333333333,292.11333333333334,295.97999999999996,286.29999999999995,291.78833333333336,289.90000000000003
2019-05-12 22:19:32+00:00,275.816,283.6328571428572,300.1542857142857,298.782,299.40000000000003,286.49857142857144,268.70285714285717,301.1671428571429,298.13142857142856,294.1657142857143,297.9785714285714,287.63142857142856,293.32142857142856,291.70428571428573
2019-05-19 22:25:47+00:00,275.816,286.22875,301.5,300.5133333333333,300.90250000000003,288.52,271.56125,302.47875,298.13142857142856,294.1657142857143,297.9785714285714,287.63142857142856,293.32142857142856,291.70428571428573
2019-06-04 22:25:55+00:00,275.43199999999996,290.425,305.2425,303.2642857142857,304.18125,293.705,278.895,305.93875,301.24571428571426,297.21857142857147,301.85857142857145,290.75142857142856,295.4542857142857,294.6271428571428
2019-06-29 22:19:53+00:00,275.43199999999996,290.425,305.2425,303.2642857142857,304.4511111111111,293.705,277.8888888888889,306.6788888888889,302.27,297.21857142857147,303.00125,291.4625,296.5775,294.6271428571428
2019-07-06 22:26:05+00:00,278.9866666666667,292.7266666666667,307.1555555555555,304.91999999999996,304.4511111111111,295.6877777777778,280.611,308.226,302.27,297.21857142857147,303.00125,291.4625,296.5775,294.6271428571428
2019-07-31 22:20:02+00:00,279.3583333333333,293.41125,308.26374999999996,306.74428571428564,305.49375,297.26375,282.3066666666667,309.7344444444445,304.86125000000004,298.7633333333334,304.76000000000005,292.4714285714286,298.20142857142855,296.1533333333333
2019-08-23 22:26:20+00:00,281.86333333333334,296.48249999999996,310.57375,309.89428571428573,307.20142857142855,299.70875,286.18555555555554,312.0733333333333,307.785,302.41,307.4871428571428,295.7628571428572,301.99285714285713,299.39666666666665
2019-09-01 22:20:11+00:00,283.37399999999997,295.11749999999995,310.6825,309.5242857142857,306.77,298.9175,284.6511111111111,312.0988888888889,307.54,303.295,307.4657142857142,295.79428571428576,301.41857142857145,299.06
2019-09-08 22:26:24+00:00,282.45166666666665,294.8722222222222,309.8533333333333,308.43125,306.32375,298.4766666666667,283.008,311.65999999999997,306.69,302.7557142857143,307.12874999999997,295.26500000000004,300.72875,299.1228571428572
2019-11-11 22:26:31+00:00,281.86833333333334,297.3357142857143,308.1842857142857,305.5514285714286,304.27333333333337,295.3542857142857,278.93625,310.54749999999996,302.11285714285714,301.34799999999996,304.285,294.08,298.79,294.96400000000006
2019-12-22 22:20:15+00:00,281.53999999999996,291.7716666666667,303.36833333333334,300.315,297.64,288.645,270.38571428571424,307.7485714285714,298.7528571428571,297.094,299.8333333333333,290.8066666666667,294.4916666666667,289.316
2020-02-24 22:19:58+00:00,275.7125,283.864,296.99,293.956,296.11199999999997,281.02599999999995,260.42199999999997,301.34000000000003,290.84399999999994,294.346,294.83799999999997,286.054,288.312,287.526
2020-03-11 22:19:52+00:00,276.24,285.105,295.785,292.9475,295.2875,280.015,263.26,301.1725,289.52,293.4125,293.615,284.87,286.8,285.61
2020-03-27 22:19:43+00:00,276.24,285.105,295.43,292.586,295.628,280.015,261.86199999999997,300.668,289.52,292.492,293.67999999999995,284.15,286.494,285.756
2020-04-28 22:19:28+00:00,277.65,289.206,297.8616666666667,295.11333333333334,297.9066666666667,284.44,266.97999999999996,302.81666666666666,293.04,294.4816666666667,296.74666666666667,286.2366666666667,289.3616666666667,288.82
2020-05-05 22:25:35+00:00,277.65,289.206,299.0657142857143,296.46714285714285,299.1485714285714,286.7,261.9871428571428,302.81666666666666,294.4116666666667,295.14,297.6642857142857,287.54428571428576,290.7257142857143,290.25714285714287
2020-05-30 22:19:28+00:00,279.78999999999996,288.696,301.4642857142857,291.76714285714286,301.27571428571434,283.71666666666664,264.7257142857143,305.2733333333333,300.46999999999997,296.6014285714286,300.1171428571428,289.0842857142857,292.49571428571426,293.92428571428576
2020-06-22 22:25:53+00:00,272.15000000000003,281.2,302.92833333333334,280.24,302.7683333333334,273.5683333333333,266.31,311.9116666666667,308.00333333333333,303.0585714285714,306.92999999999995,295.24285714285713,299.3457142857143,301.9485714285715
2020-07-01 22:19:46+00:00,271.182,276.945,302.92833333333334,272.7625,302.7683333333334,267.31,266.31,314.73,310.7714285714286,306.4725,310.05,298.77,301.77375,304.55125
2020-07-08 22:26:00+00:00,268.00333333333333,273.1042857142857,302.92833333333334,266.35,302.7683333333334,261.3775,266.31,317.32625,314.08125,309.19444444444446,312.90777777777777,302.46444444444444,305.37777777777774,308.2277777777778
2020-07-17 22:19:52+00:00,268.00333333333333,273.1042857142857,303.65142857142854,270.27000000000004,303.64,259.8611111111111,266.55285714285714,316.5988888888889,312.9288888888889,308.668,312.209,301.639,304.906,307.339
2020-08-25 22:26:16+00:00,265.656,275.3957142857143,304.92285714285714,271.149,304.5514285714286,260.8911111111111,268.1,317.46444444444444,313.46333333333337,309.41,313.156,302.5,305.918,307.866
2020-09-19 22:20:15+00:00,265.228,276.42857142857144,304.91285714285715,271.563,304.9971428571429,260.9311111111111,267.55571428571426,317.64444444444445,313.6711111111111,309.495,313.441,302.781,306.101,308.25899999999996
2020-10-21 22:20:19+00:00,266.1466666666667,277.135,304.84142857142854,271.40600000000006,304.63,263.128,267.2457142857143,317.2033333333333,309.904,309.286,313.16999999999996,302.758,305.802,308.024
2021-02-17 22:26:14+00:00,274.92333333333335,293.73749999999995,299.315,297.22749999999996,299.655,288.5425,269.21,302.75250000000005,291.9225,294.2725,298.045,286.865,289.28,292.2675
2021-03-30 22:19:46+00:00,268.05333333333334,286.88499999999993,294.53499999999997,292.04999999999995,295.06499999999994,284.13000000000005,260.0,298.75666666666666,287.78333333333336,291.0433333333333,293.37000000000006,283.52666666666664,285.5533333333333,287.8666666666666
2021-05-17 22:19:36+00:00,266.71000000000004,299.16999999999996,305.155,302.615,303.29999999999995,294.645,283.865,305.37333333333333,298.94,298.01,300.2966666666667,289.92,292.97999999999996,295.50666666666666
2021-05-24 22:25:51+00:00,266.71000000000004,304.1033333333333,307.7633333333333,306.25666666666666,305.4433333333333,297.5833333333333,289.69,306.9425,298.94,298.01,300.2966666666667,289.92,292.97999999999996,295.50666666666666
2021-06-02 22:19:45+00:00,267.92,304.1033333333333,307.7633333333333,306.25666666666666,305.4433333333333,297.5833333333333,289.69,306.9425,298.94,298.01,300.2966666666667,289.92,292.97999999999996,295.50666666666666
2021-06-09 22:25:58+00:00,275.345,307.89,311.7425,309.6575,309.7625,301.625,294.695,310.01599999999996,303.695,302.6375,304.7475,294.4775,297.5275,300.48749999999995
2021-07-11 22:26:04+00:00,274.052,297.592,311.7425,309.6575,309.7625,301.625,294.695,310.01599999999996,306.932,305.796,308.374,297.988,301.072,303.53
2021-08-12 22:26:18+00:00,273.855,290.67833333333334,311.7425,309.6575,309.7625,301.625,294.695,311.43,307.6433333333334,306.6266666666666,309.425,298.93833333333333,302.395,304.42
2021-09-13 22:26:27+00:00,273.382,287.96666666666664,311.65500000000003,310.285,310.4675,301.6425,296.1775,311.40166666666664,311.24,309.524,312.826,301.932,305.754,307.998
2021-09-22 22:20:17+00:00,273.382,287.06,309.842,307.748,308.626,298.61,290.54200000000003,310.62142857142857,308.99499999999995,307.65500000000003,310.58166666666665,300.25333333333333,302.73333333333335,306.18666666666667
2021-09-29 22:26:31+00:00,279.986,288.26125,308.0933333333333,306.61333333333334,307.435,296.93666666666667,289.56333333333333,310.78000000000003,308.86999999999995,307.735,310.91333333333336,300.5133333333333,303.09,307.24333333333334
2021-10-08 22:20:23+00:00,278.82166666666666,288.06888888888886,306.4057142857143,304.86571428571426,306.4057142857143,294.1871428571429,285.4242857142857,308.6625,306.0585714285714,305.44571428571425,308.2857142857143,298.4042857142857,300.34285714285716,305.23857142857145
2021-11-21 22:22:10+00:00,279.24285714285713,282.07875,301.755,301.47166666666664,303.91333333333336,289.1616666666667,276.34999999999997,305.58714285714285,303.82142857142856,302.43285714285713,305.36857142857144,295.75,297.3057142857143,303.7085714285714
2021-12-11 22:20:20+00:00,277.348,276.7685714285714,302.07666666666665,303.33666666666664,300.152,289.8816666666667,269.678,306.1542857142857,305.04714285714283,302.82571428571424,305.29714285714283,296.61,298.7085714285714,306.46285714285716
2022-01-11 22:26:24+00:00,277.928,280.35571428571427,300.7285714285714,301.4971428571429,298.53333333333336,287.61,269.28000000000003,304.6175,298.73857142857145,298.3514285714286,300.6857142857143,292.11857142857144,293.95285714285717,301.48
2022-01-12 22:20:13+00:00,278.4533333333333,281.57,299.88125,300.3775,297.7371428571428,287.01125,268.26142857142855,303.8777777777778,297.4225,297.315,299.7375,290.90749999999997,292.89,299.14625
2022-01-19 22:26:22+00:00,277.22285714285715,281.5444444444445,300.0488888888889,299.71555555555557,297.74,286.7988888888889,268.29125,302.73,297.1666666666667,296.4422222222222,298.96555555555557,290.41,292.1922222222222,297.25
