dates,satname,nzd0372-0000,nzd0372-0001,nzd0372-0002,nzd0372-0003,nzd0372-0004,nzd0372-0005,nzd0372-0006,nzd0372-0007,nzd0372-0008,nzd0372-0009,nzd0372-0010,nzd0372-0011,nzd0372-0012,nzd0372-0015,nzd0372-0016,nzd0372-0017,nzd0372-0018,nzd0372-0019,nzd0372-0020,nzd0372-0022,nzd0372-0023,nzd0372-0024,nzd0372-0025,nzd0372-0026,nzd0372-0035,nzd0372-0036,nzd0372-0037,nzd0372-0038,nzd0372-0039,nzd0372-0040,nzd0372-0041,nzd0372-0042,nzd0372-0043,nzd0372-0044,nzd0372-0045,nzd0372-0046,nzd0372-0047,nzd0372-0048,nzd0372-0049,nzd0372-0050,nzd0372-0051,nzd0372-0052,nzd0372-0053,nzd0372-0054,nzd0372-0055,nzd0372-0056,nzd0372-0013,nzd0372-0014,nzd0372-0021,nzd0372-0027,nzd0372-0028,nzd0372-0029,nzd0372-0030,nzd0372-0031,nzd0372-0032,nzd0372-0033,nzd0372-0034,nzd0372-0057,nzd0372-0058,nzd0372-0059,nzd0372-0060,nzd0372-0061,nzd0372-0062,nzd0372-0063,nzd0372-0064,nzd0372-0065,nzd0372-0066,nzd0372-0067
2017-03-03 22:19:25.504000,L8,268.77,283.70,291.25,279.73,273.72,269.50,273.35,268.34,253.94,257.51,259.78,263.55,266.68,272.09,274.60,277.32,275.83,277.68,280.72,284.56,285.08,287.62,287.16,286.71,280.17,282.92,283.56,278.87,290.43,285.88,295.11,290.31,285.61,295.37,286.37,289.80,283.01,280.58,281.55,278.81,282.34,282.56,279.17,278.11,275.59,268.25,268.80,272.02,285.52,286.37,287.38,288.90,287.10,288.21,285.11,285.45,282.26,256.49,239.43,234.55,,,,,,,,
2017-03-28 22:13:00.546000,L8,269.37,288.99,297.54,284.87,289.76,281.43,285.58,279.20,272.85,270.94,264.02,266.05,271.43,275.51,272.51,276.64,277.78,284.11,282.44,290.99,287.01,288.50,288.92,286.44,296.39,303.11,303.60,309.70,287.57,303.36,299.22,309.91,302.17,299.09,305.94,299.17,298.11,302.11,301.26,308.01,298.67,302.30,302.57,297.70,287.93,282.84,270.25,273.11,282.62,290.71,291.75,289.39,294.43,295.03,288.15,303.10,288.32,165.36,254.19,260.75,250.43,256.44,249.03,,,,,
2017-04-20 22:18:59.237000,L8,275.09,291.34,298.19,284.90,276.42,277.48,276.50,270.77,257.96,259.02,262.66,264.52,265.87,270.05,266.95,269.90,270.72,274.34,277.47,282.36,286.12,286.92,286.17,290.41,282.97,287.41,285.45,284.35,289.22,287.08,288.34,287.10,285.58,291.26,284.24,284.68,283.29,281.17,285.10,280.51,282.93,281.64,280.97,280.82,277.55,273.80,267.48,269.47,279.89,287.18,289.61,288.98,287.29,288.61,289.55,287.24,287.31,265.60,255.72,259.54,254.88,247.54,234.80,,,,,
2017-06-07 22:19:15.026000,L8,259.50,283.10,290.00,280.97,270.29,270.05,268.73,259.33,250.38,247.12,254.64,257.44,260.62,266.90,261.80,269.26,266.49,267.54,271.69,278.88,281.61,284.80,282.42,285.17,279.47,280.15,281.77,279.92,282.16,283.77,282.18,285.04,282.54,281.35,280.77,280.32,280.97,277.30,277.43,276.68,277.10,279.11,277.65,276.43,275.81,270.36,264.90,265.00,278.51,283.76,281.18,282.84,282.34,283.27,281.31,280.68,280.32,262.66,253.22,254.73,243.92,242.41,211.55,,,,,
2017-06-16 22:13:07.683000,L8,257.12,282.14,289.61,280.53,271.74,268.56,270.57,258.59,251.97,251.69,255.27,258.07,261.37,265.83,260.87,264.84,268.30,270.90,272.84,280.37,280.32,279.52,282.50,283.64,280.54,283.72,285.49,282.00,284.48,286.87,284.39,284.87,285.50,284.40,287.32,283.34,283.20,287.00,282.05,280.58,285.12,279.96,282.95,286.11,319.59,290.92,264.66,264.86,277.32,282.56,285.55,285.38,286.13,288.59,284.39,284.87,284.92,272.58,258.13,259.28,251.91,262.25,235.37,,257.66,286.29,299.87,264.96
2017-07-25 22:19:30.661000,L8,,,,,,,,,,,,,,232.59,227.58,226.54,231.72,230.22,233.89,242.72,235.55,234.07,237.55,241.04,235.26,226.78,244.60,234.90,223.75,258.37,252.75,247.35,251.12,255.70,260.98,255.93,253.27,249.28,242.98,251.25,245.90,244.14,239.88,228.03,228.62,227.60,,232.51,238.87,252.71,252.42,258.11,261.09,258.80,259.97,249.49,245.58,,,,,,,,,,,
2017-08-03 22:13:23.788000,L8,230.33,227.34,241.52,224.03,242.18,239.40,252.92,243.43,236.13,235.68,239.04,239.03,242.34,243.36,242.77,241.36,224.85,232.00,240.63,244.61,240.57,232.26,262.16,263.02,242.65,243.15,259.92,243.91,234.39,260.58,257.90,237.87,,,,,,,,,,,,,,,247.66,248.49,241.38,262.21,266.58,267.58,265.67,266.47,259.99,259.57,257.94,,,,,,,,,,,
2017-11-30 22:19:44.301000,L8,279.22,292.99,298.89,286.28,277.86,278.04,278.50,277.16,262.77,263.51,264.33,269.18,271.60,276.41,274.91,276.92,278.24,276.09,281.57,283.90,286.54,288.61,287.01,290.64,284.17,289.73,287.28,283.29,291.89,288.90,296.20,293.83,291.33,294.55,289.19,292.80,288.39,284.81,288.25,283.21,288.26,288.00,283.63,288.05,280.54,279.60,272.75,273.51,283.95,287.23,288.72,287.75,286.34,291.16,286.77,287.82,287.44,271.06,254.40,256.99,247.23,238.65,,,,,,
2018-01-26 22:13:21.037000,L8,280.54,294.90,302.40,289.54,283.30,281.90,283.51,276.42,264.53,263.33,266.17,267.96,272.91,276.06,277.13,278.77,280.74,280.93,283.21,286.91,286.62,289.83,289.05,289.13,287.80,290.01,287.79,286.35,292.71,291.38,295.60,297.09,293.82,293.97,294.26,291.66,290.20,287.91,287.03,286.33,286.85,287.12,286.39,282.17,282.97,276.45,273.54,276.04,284.57,290.51,287.53,287.91,292.10,288.28,288.82,290.35,286.42,271.30,201.64,258.31,195.10,242.05,,,,,,
2018-02-02 22:19:27.675000,L8,,,,517.70,546.24,298.76,292.37,284.63,275.58,273.72,275.01,278.59,278.54,316.57,304.76,321.15,322.46,319.25,323.52,294.89,286.32,308.83,309.04,310.25,297.65,295.84,299.52,290.33,299.28,304.12,333.61,323.88,320.90,298.84,300.54,299.03,295.29,305.44,308.49,307.71,309.77,291.78,292.99,291.62,291.86,285.37,278.60,280.33,285.61,307.62,290.62,306.97,323.58,336.15,312.64,336.61,292.35,284.87,274.18,280.15,266.24,259.73,233.59,,,,,
2018-02-18 22:19:22.544000,L8,274.39,290.14,294.22,282.76,272.73,273.26,271.48,266.54,259.95,254.78,260.18,264.21,263.96,266.39,267.84,269.82,271.92,274.29,275.61,282.83,279.85,281.80,282.07,280.77,281.83,282.88,282.33,280.14,283.30,288.95,285.18,284.94,289.56,284.14,285.58,282.30,281.07,282.69,279.20,280.16,279.67,279.53,280.93,278.76,280.66,273.45,267.25,268.29,275.40,283.99,282.91,284.36,286.37,284.59,284.90,285.45,283.46,269.26,261.79,259.49,255.80,247.52,245.34,,,,,
2018-04-07 22:18:58.809000,L8,280.20,295.85,310.17,285.45,274.71,271.22,265.77,275.43,256.82,257.96,260.55,266.77,265.92,274.38,265.73,265.44,270.79,275.82,279.17,282.69,283.32,282.86,283.75,281.82,282.22,285.44,284.45,281.80,288.99,286.72,289.55,295.36,285.50,291.48,285.73,287.73,282.82,280.91,283.57,279.42,282.44,281.68,280.10,281.77,278.44,275.99,268.96,274.38,279.89,286.20,286.91,288.41,286.74,288.69,286.26,286.35,286.73,267.06,255.43,259.45,254.15,245.89,236.85,,,,,
2018-05-02 22:12:33.692000,L8,264.34,285.09,290.77,281.00,273.41,269.03,265.16,265.11,253.61,252.95,261.02,261.04,261.47,266.34,268.50,268.72,271.34,277.44,277.15,281.76,280.62,280.76,283.26,283.52,283.21,283.68,285.52,281.84,283.68,286.27,284.11,284.24,288.42,283.39,282.98,284.80,281.44,281.53,279.97,278.77,280.79,280.12,279.37,281.79,278.05,276.84,266.52,266.12,278.73,281.50,284.84,286.00,284.96,286.34,284.95,284.06,284.53,268.22,255.72,258.88,255.78,245.26,184.35,,,,,
2018-06-19 22:12:21.473000,L8,260.23,278.08,287.17,281.89,275.13,270.17,265.52,266.47,252.09,255.20,266.00,266.05,265.45,271.22,273.44,268.28,276.07,279.97,278.73,283.74,282.49,283.76,285.67,287.14,284.02,284.32,285.61,284.00,284.27,289.96,286.06,284.09,289.67,284.47,283.34,289.34,281.23,282.78,281.44,278.75,281.12,281.12,279.76,281.98,280.59,278.64,273.27,273.20,283.13,284.40,286.30,287.67,286.09,287.48,287.14,284.64,285.16,275.42,264.52,261.97,267.16,260.73,247.83,,,,,
2018-08-06 22:12:46.122000,L8,260.54,275.73,283.83,278.71,270.55,270.60,269.07,258.24,257.47,254.94,260.99,266.03,264.21,264.61,263.21,268.12,271.22,273.05,274.70,277.34,279.09,281.91,282.82,284.51,280.17,282.97,281.87,281.73,283.12,282.77,283.50,282.84,283.63,285.97,283.85,282.95,284.08,280.53,279.70,279.61,277.23,278.03,279.49,277.61,277.52,272.43,267.10,267.58,278.05,286.23,285.75,285.43,288.11,285.22,286.47,284.14,280.74,264.40,252.41,246.16,240.46,237.93,188.96,,,,,
2018-08-22 22:12:54.367000,L8,258.92,278.34,284.79,277.44,271.87,270.01,266.11,258.58,251.34,249.27,257.68,258.40,261.08,265.22,266.51,264.99,266.69,270.89,272.62,277.83,279.80,280.25,282.94,284.89,281.37,282.74,283.99,277.91,281.02,282.75,282.76,281.41,282.44,283.75,281.33,280.93,280.23,278.37,279.48,277.19,278.03,280.02,279.31,278.74,277.76,270.27,265.09,265.68,276.39,291.93,285.09,288.19,285.35,284.80,285.45,283.87,283.22,263.18,266.48,257.16,253.20,245.83,238.66,,,,,
2018-08-29 22:19:08.064000,L8,261.89,282.09,285.69,279.28,270.85,268.50,269.54,260.17,257.47,251.93,257.35,259.33,258.75,261.80,265.03,265.00,270.93,272.40,271.36,270.57,271.32,280.59,275.11,278.03,278.50,277.97,282.37,278.27,281.11,283.50,284.75,282.70,284.74,283.19,281.99,280.83,278.48,282.43,280.04,280.67,280.58,279.27,280.61,278.21,277.06,268.11,264.72,265.08,275.96,273.21,278.61,283.43,286.98,283.51,284.38,285.63,282.26,262.99,262.51,257.34,245.25,250.11,235.84,,,,,
2018-09-07 22:13:00.241000,L8,325.99,252.51,282.22,256.52,277.52,275.94,283.01,279.45,259.02,257.78,276.09,265.41,274.88,260.75,250.67,254.69,268.41,262.70,277.16,275.68,268.44,279.43,275.56,279.61,275.69,279.32,279.24,268.96,276.95,283.12,281.10,280.00,274.44,277.87,277.05,276.04,275.36,275.20,267.35,273.83,257.12,257.90,269.81,271.83,,,263.65,263.29,272.76,277.33,281.72,282.34,280.02,280.15,280.01,279.16,279.73,,,,,,,,,,,
2018-09-14 22:19:12.891000,L8,271.90,284.29,292.89,286.31,275.51,281.62,276.10,269.98,261.61,258.26,263.42,264.10,264.15,270.00,269.47,274.17,274.63,273.63,277.51,281.36,280.50,285.54,284.73,286.19,284.63,284.57,287.57,280.84,284.86,287.26,285.08,287.72,285.48,285.09,291.27,282.28,286.13,281.93,280.92,284.12,281.03,287.18,282.11,281.10,285.29,280.86,269.34,268.30,281.21,288.02,285.15,287.58,286.01,285.33,288.68,285.10,287.15,268.99,257.70,261.31,258.56,246.62,242.52,,,,,
2018-11-10 22:13:20.844000,L8,276.68,281.34,283.58,282.27,285.31,293.32,287.81,281.17,273.96,271.80,273.68,276.24,277.51,281.63,281.50,284.65,284.70,286.86,288.19,288.73,288.08,287.82,293.94,292.27,288.63,296.25,299.30,284.66,296.70,305.19,303.62,305.01,304.84,300.75,301.92,303.28,298.71,300.23,296.78,290.17,295.74,296.22,298.18,298.28,285.02,284.64,278.97,281.78,285.87,289.21,292.95,297.01,291.19,300.88,295.40,291.88,299.81,274.11,266.01,269.52,263.24,255.84,228.23,,,,,
2019-01-04 22:19:27.588000,L8,305.66,316.59,322.52,308.92,300.35,305.26,291.64,296.71,290.24,298.01,305.05,310.55,308.66,304.24,293.67,315.73,321.39,296.54,309.43,307.88,308.62,310.98,313.84,312.33,287.03,288.02,295.82,303.17,310.00,309.49,317.63,305.69,311.59,314.45,305.21,303.31,305.51,312.32,307.04,317.69,335.63,329.27,282.22,301.10,281.25,278.06,314.75,301.21,312.32,309.67,311.12,316.28,311.65,313.19,307.64,309.07,304.91,276.26,277.69,259.85,256.34,260.59,251.52,,,,,
2019-02-05 22:19:21.355000,L8,262.58,272.88,278.76,277.10,272.98,274.31,270.58,259.00,257.52,251.03,259.51,261.50,261.88,265.71,265.59,269.69,271.61,270.00,273.66,273.79,274.29,278.45,278.18,277.10,278.42,277.33,277.84,276.04,279.51,281.55,282.23,281.50,280.90,275.94,280.12,275.33,275.81,276.69,277.54,273.14,273.92,276.93,274.05,274.48,277.51,268.99,266.16,265.89,273.53,279.00,280.46,279.76,283.04,282.45,282.50,281.28,281.72,235.26,264.73,,,,,,,,,
2019-02-14 22:13:09.296000,L8,270.92,277.17,284.32,280.86,278.58,281.88,280.06,272.82,263.35,259.10,265.53,269.57,272.08,273.32,273.85,276.52,275.96,277.19,280.14,282.20,282.96,286.82,285.57,286.50,285.30,287.70,285.53,284.14,286.62,285.00,289.78,292.06,285.71,289.18,288.72,282.61,288.43,283.65,281.57,282.09,282.46,285.33,287.06,281.02,282.99,278.38,275.86,275.35,281.15,287.33,286.52,286.86,289.55,287.63,286.40,288.63,285.77,270.56,261.11,258.79,260.16,261.74,231.34,,,,,
2019-03-02 22:13:05.126000,L8,261.42,276.72,282.43,278.24,275.37,278.39,274.14,266.35,261.53,257.45,261.47,266.17,266.76,273.30,274.86,277.58,278.20,277.66,280.71,278.31,280.55,282.23,283.68,286.14,285.43,285.21,283.84,282.24,285.02,284.84,286.51,285.59,284.84,287.13,285.20,284.12,287.10,282.00,283.00,280.90,281.16,284.41,281.78,280.80,280.72,275.64,271.91,272.59,278.39,286.38,286.22,287.78,287.24,286.70,288.16,287.84,285.10,271.15,263.82,259.05,252.38,253.99,235.37,,,,,
2019-05-05 22:12:52.815000,L8,250.99,263.59,276.28,271.79,270.75,269.71,270.92,259.81,253.58,248.32,255.81,261.55,260.60,262.69,262.76,270.24,267.33,269.81,272.57,274.84,275.94,278.51,279.21,278.42,279.83,279.20,278.71,278.74,279.23,281.77,283.51,282.94,282.49,281.03,279.93,278.63,277.93,276.46,276.13,275.33,276.17,276.24,276.77,274.61,274.80,267.97,263.70,265.43,271.57,276.69,282.98,283.98,285.28,282.86,282.56,283.83,279.53,262.29,253.47,252.80,251.52,246.76,239.04,,,,,
2019-05-12 22:19:08.478000,L8,248.55,258.74,267.90,260.43,264.87,261.76,262.57,510.16,479.40,244.16,247.26,263.78,268.61,254.96,263.48,433.51,441.95,506.59,294.53,,,,,,278.62,280.20,280.96,284.61,284.23,286.97,286.74,281.99,289.49,281.24,282.97,280.48,279.32,278.17,276.94,279.44,282.14,278.81,277.50,276.33,278.76,275.43,270.67,267.68,265.61,229.86,260.58,256.55,277.13,274.66,282.53,281.40,280.22,263.31,254.02,252.26,230.21,221.55,445.95,313.61,293.30,196.02,,
2019-06-06 22:13:11.112000,L8,217.50,202.50,216.49,208.02,218.67,224.33,226.74,213.30,203.60,210.42,221.18,173.85,190.15,229.98,227.80,224.59,232.63,223.89,230.14,233.68,233.65,238.53,238.30,229.72,226.78,225.30,217.35,233.44,214.06,232.22,238.70,239.68,236.83,236.11,240.46,230.41,225.72,223.08,,,,,,,,,223.90,224.39,218.56,239.19,237.90,251.08,239.18,244.35,235.90,242.09,240.30,,,,,,,,,,,
2019-06-29 22:19:29.514000,L8,249.34,261.92,275.59,271.65,271.92,267.90,271.64,257.66,252.58,249.41,255.78,261.22,257.37,260.69,265.38,269.03,266.15,271.61,270.19,274.09,272.52,278.81,279.94,279.24,280.84,280.48,281.27,280.04,279.98,283.43,281.99,280.77,282.49,280.77,280.33,279.13,278.14,278.70,276.81,276.86,278.43,276.52,277.89,276.11,278.98,275.64,262.67,264.20,272.00,279.42,277.25,280.95,282.98,280.75,282.01,282.53,280.45,267.04,259.11,258.56,248.65,244.72,239.36,,,,,
2019-07-24 22:13:24.827000,L8,243.78,259.28,271.80,269.41,269.89,269.84,270.67,256.92,252.73,247.98,253.65,257.32,254.46,260.21,263.22,269.47,267.70,269.48,272.66,275.93,276.08,279.06,279.52,339.30,414.50,405.45,398.34,402.77,279.10,279.32,282.84,282.51,281.43,282.24,280.92,279.76,279.62,278.30,277.65,277.90,276.87,278.12,278.87,275.80,278.19,272.55,261.57,263.75,274.37,345.08,356.66,282.76,283.57,282.81,282.13,283.08,400.11,267.60,254.51,258.34,251.26,244.99,245.17,,,,,
2019-07-31 22:19:38.682000,L8,253.20,270.28,276.77,268.40,269.56,267.30,281.94,255.25,250.02,251.68,255.85,271.93,255.14,261.99,261.50,267.27,274.54,270.18,277.88,284.32,281.77,279.55,286.33,280.44,279.93,281.65,289.42,291.43,292.06,284.85,286.22,289.11,309.40,302.66,280.84,278.19,278.39,278.99,277.65,279.58,280.25,277.90,275.90,275.70,276.18,271.17,259.99,264.52,284.79,277.11,285.28,285.40,285.45,285.09,280.32,284.03,279.72,268.77,253.32,254.09,249.84,248.34,236.94,,,,,
2019-09-17 22:19:53.101000,L8,257.58,275.13,278.10,278.18,273.42,273.45,265.96,256.75,255.85,249.88,260.72,261.85,262.68,265.54,271.08,270.50,272.65,271.79,276.02,271.74,279.15,280.57,280.32,281.37,282.29,282.25,284.05,280.41,282.81,285.17,283.76,285.54,284.21,282.86,281.33,279.73,280.02,278.29,278.68,284.04,282.04,282.49,283.58,281.53,281.74,277.61,265.78,266.56,274.74,283.99,284.87,286.79,285.89,285.09,286.29,285.33,284.88,268.00,264.60,261.71,257.14,251.69,238.15,,,,,
2019-10-12 22:13:48.022000,L8,263.32,278.88,278.82,277.23,274.65,275.33,273.27,272.54,295.73,298.58,311.31,297.17,284.89,269.63,267.36,273.01,282.28,359.67,353.55,288.68,283.24,294.54,285.23,289.45,283.83,284.17,287.27,283.13,284.51,283.52,290.77,285.99,293.16,302.35,284.00,302.55,302.98,298.67,285.01,279.85,280.02,287.80,281.85,278.72,280.77,277.29,276.66,272.49,278.41,284.80,285.57,286.90,285.66,286.14,286.48,286.56,284.92,269.14,262.78,259.17,258.64,255.19,228.28,,,,,
2019-10-19 22:19:59.334000,L8,269.04,283.38,285.23,284.14,280.36,279.12,273.78,271.67,269.96,318.84,317.68,276.81,272.10,274.47,278.62,277.89,279.12,281.83,282.68,285.72,284.90,289.54,286.83,288.56,286.05,288.34,288.98,282.34,294.48,288.49,288.15,294.98,286.72,289.22,286.63,285.20,286.99,281.07,287.14,288.53,285.62,285.55,281.72,284.33,282.73,279.52,273.63,272.38,284.34,289.15,287.71,291.13,289.84,289.44,292.84,287.97,289.23,170.68,199.22,183.67,187.36,191.68,187.74,,,,,
2019-10-28 22:13:48.433000,L8,291.26,288.96,289.40,288.79,294.08,295.34,284.64,279.02,272.13,261.24,264.37,265.14,264.78,281.64,278.83,284.62,295.12,287.38,290.89,286.50,286.80,282.83,286.77,293.19,312.69,308.89,311.04,295.33,293.21,307.93,300.41,305.45,304.53,304.93,293.89,286.91,291.21,287.29,288.99,288.88,279.12,280.88,280.43,288.44,290.51,278.71,272.50,278.29,290.90,288.19,281.79,286.01,291.42,299.71,303.21,315.68,309.38,280.10,291.37,295.44,323.71,326.65,243.22,,,,,
2019-12-22 22:19:51.609000,L8,263.02,271.69,278.96,273.81,272.98,270.81,265.68,265.78,257.78,257.42,267.94,269.37,273.62,270.47,272.92,278.04,280.21,280.25,283.42,284.40,283.65,286.66,286.44,286.69,284.85,290.92,287.47,283.41,306.25,310.20,317.73,303.95,304.94,302.62,301.02,283.07,282.67,280.95,281.50,280.74,281.27,287.94,281.68,280.90,279.66,276.93,274.88,273.70,284.15,290.29,288.08,291.66,289.54,289.15,296.59,288.82,309.28,266.70,253.87,259.01,254.12,247.69,,,,,,
2020-01-16 22:13:34.872000,L8,276.03,283.40,287.91,289.81,286.85,287.95,281.15,277.28,272.11,261.81,271.93,271.85,273.34,277.44,277.61,280.83,282.59,284.97,287.46,288.59,288.29,288.41,296.30,291.59,288.08,293.03,301.84,285.61,299.23,303.79,302.67,305.29,301.73,297.85,302.32,299.78,296.66,299.98,293.40,293.58,295.11,292.47,294.00,291.71,286.19,288.88,276.99,275.71,285.77,289.37,295.16,290.00,293.45,299.04,289.19,296.43,299.16,275.94,266.22,276.38,262.15,261.16,235.80,,,,,
2020-01-23 22:19:43.708000,L8,262.04,273.71,278.64,275.37,272.55,273.31,267.39,261.66,257.57,248.31,261.94,261.55,263.89,268.04,266.13,270.66,272.84,272.67,279.78,279.93,281.03,283.55,284.93,283.96,280.74,282.25,284.05,280.14,283.25,286.63,284.51,286.17,283.58,282.94,284.18,281.58,280.86,279.99,279.03,278.07,278.97,277.57,277.60,278.02,277.84,274.78,266.54,266.18,279.05,282.36,282.26,282.49,283.69,283.97,282.74,282.97,284.28,174.18,255.90,255.51,254.60,248.47,,,,,,
2020-02-08 22:19:38.701000,L8,304.60,333.32,318.30,294.98,300.06,293.70,298.08,283.67,287.05,283.64,283.28,294.60,281.71,294.05,286.26,285.08,280.94,286.95,287.41,311.77,313.25,308.07,289.21,290.10,294.05,307.57,296.43,307.53,306.38,296.63,299.12,305.02,293.99,294.26,292.44,295.40,296.92,282.62,296.35,293.83,285.35,292.59,298.63,300.53,294.21,290.78,278.01,288.34,296.59,285.10,287.45,286.88,286.37,286.35,286.73,287.38,290.68,267.48,256.27,260.39,262.78,253.28,248.62,208.65,201.90,175.56,228.56,270.68
2020-02-24 22:19:34.962000,L8,255.96,260.23,272.24,268.61,273.26,272.11,269.71,258.06,255.39,247.20,259.09,261.86,261.07,264.28,262.02,265.33,269.17,270.25,271.02,275.74,278.35,282.00,283.30,283.14,283.77,282.50,284.94,281.46,283.61,288.37,282.55,284.25,285.99,281.38,285.28,281.14,280.04,278.89,277.44,276.95,277.10,277.31,277.78,276.58,277.52,271.13,264.54,265.46,271.89,282.39,283.89,285.10,286.31,284.46,283.42,284.95,285.18,264.52,253.85,253.99,251.60,247.50,227.98,,,,,
2020-03-04 22:13:20.890000,L8,261.06,272.78,280.19,273.71,277.57,282.86,281.83,274.15,267.24,260.28,265.83,269.65,269.90,269.78,270.35,274.18,273.50,277.56,279.82,281.63,282.34,285.28,285.20,284.73,284.89,285.74,284.39,284.87,289.44,285.75,290.54,290.94,285.41,288.09,287.55,282.63,282.68,280.84,280.81,280.20,281.92,281.70,282.02,280.22,278.54,275.79,271.84,269.95,279.69,285.20,285.34,286.13,287.93,286.04,286.26,286.96,284.72,266.40,200.28,258.90,255.54,258.85,235.90,,,,,
2020-03-27 22:19:19.905000,L8,261.00,271.03,277.80,277.80,274.96,271.32,269.76,266.43,254.75,256.16,260.49,262.63,263.66,266.47,265.42,270.82,269.72,272.34,277.86,278.44,281.01,282.62,282.84,282.38,282.04,284.87,283.35,283.24,285.12,283.32,285.25,285.66,284.36,285.51,282.14,283.52,280.40,280.31,280.28,278.14,280.36,278.86,279.44,280.56,278.22,277.09,265.23,267.94,277.22,281.96,285.08,283.64,283.40,285.27,283.29,285.10,282.83,268.26,197.84,258.15,257.32,255.99,238.31,,,,,
2020-04-28 22:19:04.733000,L8,253.90,264.56,270.93,270.96,272.00,268.71,267.97,259.87,252.22,253.64,257.47,260.14,260.02,264.91,266.96,268.02,268.42,272.21,272.68,276.63,275.91,281.22,281.15,280.52,280.50,281.68,280.85,281.48,283.32,282.41,284.59,282.35,283.22,283.77,280.57,281.35,278.63,279.23,278.73,276.33,279.25,277.21,277.96,277.62,275.86,269.80,263.73,266.92,273.79,279.00,281.33,284.46,283.85,285.39,281.40,283.26,282.47,263.52,252.35,207.53,254.30,251.58,242.37,,,,,
2020-05-30 22:19:04.718000,L8,254.68,265.56,276.03,274.06,269.65,269.37,264.72,258.56,255.08,247.87,258.57,260.52,256.94,263.96,264.10,264.12,268.74,269.24,271.50,273.37,275.74,277.37,280.52,280.46,279.93,279.18,281.96,280.05,280.73,283.12,281.10,282.08,282.54,280.31,281.38,279.12,278.44,278.16,276.57,276.73,276.11,277.66,277.41,276.65,277.83,274.17,265.30,263.12,272.58,281.32,280.81,284.18,283.59,282.63,283.47,282.70,282.58,265.02,263.51,258.21,261.63,259.08,242.81,,,,,
2020-07-01 22:19:22.742000,L8,243.76,259.36,268.03,266.47,266.09,266.00,265.44,257.29,250.23,248.43,251.87,257.00,254.05,257.30,263.19,263.07,260.50,269.44,268.48,274.36,272.41,274.22,274.69,275.03,276.71,277.79,276.83,272.84,275.45,279.40,279.80,278.54,282.08,280.64,279.70,279.63,277.10,277.02,275.78,274.80,276.41,275.41,276.46,275.65,275.36,271.19,258.29,261.13,270.31,275.28,276.80,281.74,282.03,279.66,279.06,280.05,278.24,263.43,255.58,252.89,253.81,191.96,243.00,,,,,
2020-07-17 22:19:28.765000,L8,222.73,220.41,228.90,218.31,229.86,230.59,228.52,217.54,214.63,222.40,231.58,222.90,229.50,235.29,230.24,236.66,236.33,227.12,236.15,240.83,236.09,247.03,240.97,241.34,230.59,223.73,240.43,231.37,227.21,254.26,254.92,257.09,249.95,256.87,258.90,255.14,254.16,238.03,240.60,245.20,244.66,239.04,233.35,229.28,228.03,229.61,235.00,233.94,233.90,250.54,246.49,260.64,252.70,252.41,253.62,249.41,244.50,228.25,,,,,,,,,,
2020-07-26 22:13:20.488000,L8,219.04,211.81,220.59,209.27,227.29,223.55,215.60,214.90,205.27,220.78,228.85,215.87,223.89,233.33,229.63,228.73,223.97,225.51,231.55,235.07,223.89,241.04,237.89,235.10,222.41,215.24,234.42,229.84,208.08,219.27,248.64,240.54,236.90,251.52,251.33,257.52,242.50,229.11,236.25,232.55,232.02,201.30,226.81,219.27,223.17,225.13,229.21,227.23,225.06,246.67,242.21,259.97,241.07,245.51,240.57,245.48,238.70,217.77,,,,,,,,,,
2020-08-11 22:13:23.493000,L8,223.13,224.09,231.60,219.60,234.14,228.80,228.48,215.10,211.85,224.11,234.73,221.21,227.22,234.22,231.29,235.09,230.64,222.97,238.82,243.18,233.93,240.44,240.03,239.27,233.17,226.00,241.08,232.97,229.20,251.31,250.71,257.27,248.97,256.40,260.12,256.76,253.85,252.99,242.19,238.22,253.97,231.28,241.35,238.28,230.04,239.20,234.14,235.10,235.72,251.02,260.84,259.58,255.34,260.81,248.15,253.62,244.94,228.32,,,,,,,,,,
2020-09-19 22:19:51.801000,L8,259.94,271.70,280.26,278.43,274.62,271.28,268.89,260.90,254.11,255.25,260.21,264.64,263.78,266.17,263.04,266.20,270.43,272.24,273.72,278.97,277.84,279.69,277.09,280.03,284.18,285.88,284.35,284.70,282.37,284.24,283.04,284.50,285.68,285.78,283.84,286.09,281.71,280.57,281.54,280.00,284.44,280.91,281.38,279.94,277.43,273.22,264.62,266.34,276.94,282.51,283.81,283.12,284.35,283.95,285.01,285.02,284.57,173.25,254.85,256.82,254.31,263.66,235.01,,,,,
2020-10-14 22:13:44.927000,L8,267.33,282.50,280.13,273.78,294.55,291.64,289.18,277.23,271.51,274.49,271.83,270.94,274.64,272.77,269.75,275.33,283.38,284.78,282.57,292.82,309.16,314.75,311.84,313.18,310.91,307.76,314.83,307.15,292.27,293.88,300.03,308.77,312.63,320.24,308.04,303.10,300.60,302.09,289.76,298.86,299.15,314.04,318.85,314.67,282.82,278.35,286.70,275.46,294.70,288.90,288.19,291.41,303.26,306.40,311.67,313.40,318.81,173.32,253.23,256.80,255.32,259.85,237.40,,,,,
