dates,nzd0162-0000,nzd0162-0001,nzd0162-0002,nzd0162-0003,nzd0162-0004,nzd0162-0005,nzd0162-0006,satname
1999-12-09 21:58:57+00:00,320.35,,,353.62,,355.9,359.32,L7
2000-03-30 21:58:09+00:00,320.35,,,353.62,302.77,338.155,344.625,L7
2000-12-11 21:56:00+00:00,,,,,285.32,324.35,342.13,L7
2001-01-12 21:56:30+00:00,295.92,,,338.14,285.32,324.35,343.61,L7
2001-03-01 21:55:57+00:00,298.265,339.86,,340.935,285.32,324.35,345.9266666666667,L7
2001-06-21 21:55:05+00:00,291.47333333333336,321.42,320.52,337.24666666666667,284.39,293.63,347.825,L7
2001-08-24 21:54:24+00:00,288.24666666666667,324.75,327.90999999999997,337.59999999999997,284.39,310.375,339.18,L7
2001-10-11 21:53:46+00:00,292.97,317.195,327.90999999999997,334.53499999999997,284.39,310.375,327.8,L7
2002-01-31 21:54:50+00:00,296.92,326.605,339.08000000000004,339.2,287.21,331.13,335.445,L7
2002-02-16 21:54:54+00:00,301.2925,330.4566666666667,339.08000000000004,336.095,311.995,331.13,331.24,L7
2002-05-23 21:54:18+00:00,302.07500000000005,329.98,342.86,332.99,312.4266666666667,328.06,316.3533333333333,L7
2002-08-27 21:54:00+00:00,,319.15,332.81,333.89,319.01,315.27,297.66999999999996,L7
2002-10-14 21:53:43+00:00,312.69,331.46,332.81,333.89,319.01,315.27,297.66999999999996,L7
2002-12-01 21:53:52+00:00,306.3,329.99333333333334,335.91499999999996,334.71,331.135,320.23,312.2,L7
2003-01-18 21:54:30+00:00,302.7766666666667,333.32,340.75,339.66,331.135,320.23,312.2,L7
2003-07-21 21:42:33+00:00,,349.53,,,,,,L5
2004-09-25 21:50:07+00:00,,341.62,340.82,345.27,345.8,,,L5
2005-01-15 21:51:45+00:00,321.24,329.945,332.66499999999996,328.015,345.8,318.09,333.48,L5
2005-02-16 21:52:13+00:00,321.24,329.945,335.5566666666667,332.01666666666665,343.95500000000004,329.635,333.48,L5
2005-10-30 21:53:39+00:00,292.26,329.74,333.08,331.4,,,359.12,L5
2006-02-19 21:56:39+00:00,299.53499999999997,320.8,325.725,325.30499999999995,312.18,316.07,346.925,L5
2006-12-13 21:54:31+00:00,,313.76,338.66,333.27,335.97,345.97,359.64,L5
2007-01-30 21:54:48+00:00,308.7,314.5,330.74,325.12,335.97,345.97,348.205,L5
2008-12-25 21:50:10+00:00,,349.66,349.13,347.39,358.14,,,L5
2009-12-12 21:56:13+00:00,,,,310.98,317.92,324.77,348.32,L5
2010-01-13 21:56:25+00:00,330.67,310.82,323.39,316.58500000000004,320.025,328.935,349.255,L5
2010-10-28 21:55:27+00:00,300.8,307.39,318.4,313.49,307.38,318.65,341.86,L5
2010-12-31 21:55:32+00:00,300.8,307.39,318.4,313.315,302.515,318.87,340.33500000000004,L5
2011-02-01 21:55:35+00:00,300.8,307.39,318.4,310.71999999999997,301.01,313.69,339.3,L5
2013-04-11 22:07:51+00:00,,320.04,316.65,327.35,297.42,316.48,332.51,L8
2013-06-30 22:08:00+00:00,285.14,317.555,320.645,328.33000000000004,295.69500000000005,307.635,332.51,L8
2013-09-02 22:08:04+00:00,285.14,318.62666666666667,322.4633333333333,328.30333333333334,297.9066666666667,311.1666666666667,333.84000000000003,L8
2013-10-20 22:07:26+00:00,305.36,319.7466666666666,325.26,327.90000000000003,300.71666666666664,312.54,336.14,L8
2013-11-05 22:07:22+00:00,305.36,321.3075,326.6725,328.4975,307.855,316.09250000000003,337.77333333333337,L8
2013-12-07 22:07:14+00:00,313.25333333333333,320.746,325.746,327.97799999999995,306.062,316.494,338.005,L8
2014-02-09 22:06:33+00:00,328.02,322.11,325.494,327.294,312.6,321.096,337.976,L8
2014-02-25 22:06:20+00:00,328.5925,322.7683333333333,326.07500000000005,327.8,315.6933333333333,321.75,338.0516666666667,L8
2014-03-29 22:05:52+00:00,328.5925,323.44666666666666,325.415,327.77500000000003,315.715,322.3,338.3333333333333,L8
2014-04-30 22:05:46+00:00,329.59666666666664,323.45599999999996,325.49,328.102,317.688,322.64,337.4066666666667,L8
2014-05-16 22:05:09+00:00,329.59666666666664,321.15600000000006,322.198,326.83599999999996,308.9440000000001,318.544,334.6233333333334,L8
2014-08-20 22:06:06+00:00,330.31,320.45,320.0475,327.0775,303.66999999999996,316.23749999999995,332.795,L8
2014-11-08 22:05:52+00:00,,316.04,315.2633333333334,323.9633333333333,290.4866666666667,312.43,330.355,L8
2015-02-28 22:05:24+00:00,,319.395,317.5,323.985,296.485,320.455,337.40999999999997,L8
2015-04-01 22:05:01+00:00,,319.8333333333333,317.93,324.3566666666666,297.53999999999996,320.58,337.2366666666667,L8
2015-10-26 22:06:07+00:00,,334.02,342.14,339.8,,331.3,344.36,L8
2016-03-02 22:05:31+00:00,,334.02,342.14,331.09000000000003,292.9,323.53499999999997,335.975,L8
2016-05-21 22:05:38+00:00,,319.13,324.77,323.375,295.49,311.36,323.98,L8
2016-07-24 22:06:01+00:00,,319.13,319.71,324.85999999999996,295.77,312.9433333333333,331.01,L8
2016-10-12 22:05:57+00:00,,321.81,322.09999999999997,325.3566666666666,299.9866666666667,314.93,334.58,L8
2017-01-16 22:05:47+00:00,328.94,321.05,319.21666666666664,325.33666666666664,301.44666666666666,319.95,344.0233333333333,L8
2017-02-01 22:05:40+00:00,328.525,320.1566666666667,320.29,324.6333333333334,300.1766666666667,321.50333333333333,343.67333333333335,L8
2017-03-05 22:05:50+00:00,328.525,321.18,320.5525,325.37750000000005,301.005,321.58000000000004,341.93,L8
2017-05-24 22:05:34+00:00,328.525,318.425,318.84,325.7075,297.2525,317.27,343.14000000000004,L8
2017-08-28 22:05:44+00:00,,318.86,320.68499999999995,326.4,297.015,313.15,329.445,L8
2017-12-02 22:05:46+00:00,332.59,321.21,322.19,321.01,315.35,322.08,328.65999999999997,L8
2018-03-08 22:05:15+00:00,332.59,320.655,318.815,321.58,305.015,319.51,333.495,L8
2018-04-25 22:04:50+00:00,332.59,320.655,318.815,322.78,302.23333333333335,317.77,329.87,L8
2018-08-31 22:05:35+00:00,,317.815,314.155,322.6333333333333,295.84,312.99,328.6433333333334,L8
2018-10-02 22:05:23+00:00,322.81,318.845,317.20500000000004,323.06,298.51,314.43333333333334,329.7633333333333,L8
2018-10-18 22:05:29+00:00,322.81,332.64000000000004,331.5133333333333,328.6375,298.51,324.12,329.7633333333333,L8
2019-01-06 22:05:29+00:00,321.895,328.4775,331.5133333333333,322.835,297.88,324.175,332.6033333333333,L8
2019-01-22 22:05:26+00:00,321.895,327.064,328.9875,322.822,297.4175,323.154,333.48,L8
2019-05-14 22:05:12+00:00,320.98,318.70000000000005,321.41,312.37,295.40500000000003,316.78999999999996,330.68333333333334,L8
2019-07-17 22:05:35+00:00,,320.42,313.185,325.34000000000003,292.36,319.07,330.45500000000004,L8
2019-09-19 22:06:20+00:00,,318.74,300.55499999999995,325.12,292.385,315.85,329.88,L8
2019-11-06 22:06:00+00:00,,327.05,300.55499999999995,332.3833333333334,292.385,315.85,329.88,L8
2019-11-22 22:06:21+00:00,,326.9625,303.85999999999996,330.6625,296.3633333333333,319.58000000000004,335.525,L8
2019-12-08 22:06:20+00:00,341.74,327.966,306.53999999999996,330.732,305.7675,321.66,336.7966666666666,L8
2020-02-10 22:05:40+00:00,341.74,329.42600000000004,313.7925,332.142,317.465,323.9475,336.7966666666666,L8
2020-08-20 22:06:05+00:00,,309.18,313.51,322.98,295.73,303.81,,L8
2020-09-21 22:06:18+00:00,,309.18,313.51,322.98,295.73,303.81,335.31,L8
2020-11-08 22:05:55+00:00,310.85,313.58500000000004,313.51,322.98,293.755,309.45,332.85,L8
2021-04-01 22:05:24+00:00,310.85,321.495,321.08,328.74,296.37,318.21,333.37,L8
2021-05-03 22:05:32+00:00,310.85,321.495,321.08,328.74,296.37,318.21,329.17,L8
2021-05-19 22:05:40+00:00,,320.94,320.475,328.65999999999997,299.585,316.29999999999995,325.92,L8
2021-09-24 22:05:56+00:00,,323.0233333333333,323.63,329.09666666666664,308.99,318.84666666666664,330.8175,L8
2021-12-29 22:05:53+00:00,330.54,324.45,324.46000000000004,327.245,312.61,321.93,339.77,L8
2022-01-22 22:05:54+00:00,321.12,318.73,324.46000000000004,321.2966666666667,304.93333333333334,320.22,337.51666666666665,L9
2022-02-15 22:05:42+00:00,321.3566666666666,319.7525,322.04333333333335,322.105,304.5175,319.8175,336.6875,L8
2022-02-23 22:05:44+00:00,321.3566666666666,318.946,322.04333333333335,322.105,302.796,318.994,334.914,L9
2022-03-11 22:05:39+00:00,321.3566666666666,318.75333333333333,322.04333333333335,322.105,301.545,318.5516666666667,333.72666666666663,L9
2022-10-21 22:06:05+00:00,,320.43,323.96,323.94,301.29,318.32,332.61,L9
2022-11-30 22:06:11+00:00,,311.855,323.255,321.4,300.805,317.75,332.675,L8
2023-03-14 22:05:47+00:00,,316.1133333333333,322.46666666666664,323.19,301.82,319.95666666666665,335.80333333333334,L9
2023-03-22 22:05:52+00:00,,316.1133333333333,322.46666666666664,323.19,301.82,319.95666666666665,330.51750000000004,L8
2023-03-30 22:05:59+00:00,,317.77,321.055,324.07,301.14750000000004,320.3275,331.41,L9
2023-04-07 22:05:40+00:00,,317.77,321.055,324.07,301.14750000000004,317.828,329.6566666666667,L8
2023-05-09 22:05:22+00:00,,316.88333333333327,320.08666666666664,330.46,309.5425,317.705,329.066,L8
2023-08-21 22:05:28+00:00,,320.81,318.71666666666664,331.6575,308.165,316.685,329.136,L9
2023-10-08 22:05:46+00:00,,316.84000000000003,319.18,333.06,310.44,317.46000000000004,334.63,L9
2023-11-25 22:05:56+00:00,336.48,318.93333333333334,321.24333333333334,324.7833333333333,307.6333333333333,320.17333333333335,336.06666666666666,L9
2023-12-19 22:05:51+00:00,334.295,319.2875,321.015,324.6625,311.175,320.8225,336.2425,L8
2024-01-12 22:05:54+00:00,332.65000000000003,319.48,320.304,323.9,309.98,321.01,336.85,L9
2024-01-28 22:05:54+00:00,331.26,317.855,320.304,323.9,306.38166666666666,320.74833333333333,335.945,L9
2024-03-08 22:05:29+00:00,331.26,318.1366666666667,319.148,323.59799999999996,306.94166666666666,321.72499999999997,335.6666666666667,L8
2024-03-16 22:06:11+00:00,331.26,318.37857142857143,318.675,323.78,306.0014285714286,321.6985714285714,335.54285714285714,L9
2024-04-01 22:06:02+00:00,331.26,318.37857142857143,318.675,323.4542857142857,304.88125,321.13,334.95875,L9
2024-05-03 22:05:14+00:00,331.26,317.4171428571429,317.65000000000003,322.87428571428575,304.285,319.735,334.7857142857143,L9
2024-05-11 22:04:51+00:00,331.26,316.2625,316.90285714285716,323.03000000000003,303.37000000000006,319.735,334.7857142857143,L8
2024-06-20 22:05:06+00:00,328.22499999999997,312.80571428571426,314.3666666666667,322.57,295.94750000000005,318.25166666666667,333.558,L9
2024-06-28 22:04:55+00:00,328.22499999999997,312.1125,314.7628571428572,323.05375,295.2944444444445,317.0785714285715,333.558,L8
2024-07-22 22:05:28+00:00,327.09,311.43125,314.9114285714286,323.59375,293.89,315.6042857142857,328.118,L9
2024-09-08 22:05:24+00:00,,310.8283333333333,315.2866666666667,323.8014285714286,295.00374999999997,314.545,326.8725,L9
2024-09-24 22:05:25+00:00,,309.32,315.38,323.4128571428572,294.70624999999995,313.735,324.8925,L9
