dates,satname,nzd0366-0000,nzd0366-0001,nzd0366-0002,nzd0366-0003,nzd0366-0004,nzd0366-0005,nzd0366-0006,nzd0366-0007,nzd0366-0008,nzd0366-0009,nzd0366-0010,nzd0366-0011,nzd0366-0012,nzd0366-0013,nzd0366-0014,nzd0366-0015,nzd0366-0016,nzd0366-0017,nzd0366-0018,nzd0366-0019,nzd0366-0020,nzd0366-0021,nzd0366-0022,nzd0366-0023,nzd0366-0024,nzd0366-0025,nzd0366-0026,nzd0366-0027,nzd0366-0028,nzd0366-0029,nzd0366-0030,nzd0366-0031,nzd0366-0032,nzd0366-0033,nzd0366-0034,nzd0366-0035,nzd0366-0036,nzd0366-0037,nzd0366-0038,nzd0366-0039,nzd0366-0040,nzd0366-0041,nzd0366-0042,nzd0366-0043,nzd0366-0044,nzd0366-0045,nzd0366-0046,nzd0366-0047,nzd0366-0048,nzd0366-0049,nzd0366-0050,nzd0366-0051,nzd0366-0052,nzd0366-0053,nzd0366-0054,nzd0366-0055,nzd0366-0056,nzd0366-0057
2013-06-05 22:15:27.079000,L8,296.05,317.95,341.60,430.27,463.38,478.81,390.33,398.56,386.24,367.48,362.86,345.69,347.53,339.95,334.89,343.35,360.25,359.91,357.01,347.44,370.63,378.02,325.67,327.98,356.64,374.59,384.61,334.56,358.36,366.31,341.57,356.68,368.06,385.26,385.71,349.32,373.77,354.75,351.65,369.68,376.06,393.29,374.48,382.95,399.40,411.09,411.20,418.73,426.53,433.80,455.91,453.01,409.64,389.72,388.86,447.90,435.35,477.43
2013-06-28 22:21:33.030000,L8,242.20,249.41,314.51,332.12,345.68,342.37,333.65,324.60,320.81,314.36,304.94,302.79,298.40,295.29,283.11,283.40,283.00,281.40,280.64,280.60,281.81,281.23,282.04,285.36,291.59,295.44,298.88,298.96,304.16,309.43,307.99,310.73,307.73,305.04,302.10,298.13,295.56,292.55,292.28,287.92,290.38,289.94,292.13,297.88,307.50,333.62,321.87,323.43,329.62,336.62,336.45,341.63,337.21,336.44,335.43,331.58,321.16,324.19
2013-07-14 22:21:34.493000,L8,240.02,254.30,289.41,326.86,326.81,331.44,330.30,326.41,320.76,313.83,304.20,305.33,299.76,295.05,282.46,281.28,281.52,277.65,276.97,277.93,282.76,282.56,284.44,289.92,293.93,296.70,300.08,300.64,308.26,312.01,311.92,311.79,308.82,305.60,300.91,297.70,296.09,292.69,293.04,288.86,292.32,287.03,289.45,298.88,306.13,318.67,445.83,458.10,473.69,479.37,461.74,484.10,340.71,336.85,333.65,427.44,433.74,474.38
2013-09-16 22:21:33.422000,L8,262.68,289.89,298.30,321.78,354.72,386.66,387.80,381.44,382.30,371.49,337.88,331.04,320.86,304.43,307.20,307.70,316.37,321.53,319.84,330.88,343.01,334.36,378.03,371.17,344.77,336.60,342.02,339.55,335.04,337.32,347.43,341.47,351.70,349.93,356.22,347.62,342.61,339.88,342.14,373.59,328.46,335.57,331.04,340.87,351.22,343.96,354.56,370.43,374.89,371.63,371.19,363.70,367.32,373.58,383.76,372.06,381.84,384.78
2013-09-25 22:15:17.057000,L8,225.47,231.08,186.51,270.06,320.82,335.58,333.87,325.50,319.16,308.50,297.27,295.14,290.04,277.90,269.82,271.76,272.26,271.53,269.93,273.76,277.39,279.96,280.24,283.42,287.87,290.72,290.48,291.05,296.06,297.79,299.24,299.51,299.85,296.63,294.73,290.06,285.95,287.41,285.74,283.16,284.57,281.34,281.76,295.34,301.94,308.90,314.34,314.97,319.44,322.96,328.02,332.47,330.50,330.26,326.52,317.27,307.68,307.51
2013-10-18 22:21:25.531000,L8,,,,306.02,326.08,343.22,359.22,313.42,308.98,303.77,295.62,297.13,289.59,275.04,271.27,272.09,282.68,286.93,271.18,280.16,296.67,297.29,303.54,306.87,295.29,343.88,350.57,360.82,373.24,291.82,302.83,306.56,307.47,293.84,294.43,305.01,300.36,293.39,302.89,299.32,291.57,279.22,282.69,292.73,311.00,320.15,340.35,345.22,332.07,319.57,326.24,334.01,331.66,338.52,325.81,351.96,322.21,282.59
2013-11-12 22:15:08.029000,L8,224.46,226.75,196.94,263.20,307.79,326.50,327.83,319.49,317.77,307.60,299.43,296.35,290.62,274.46,271.31,272.02,269.49,269.10,267.22,268.95,273.90,275.80,270.91,284.19,287.41,291.10,292.32,292.97,294.78,297.73,298.06,299.37,297.56,294.44,291.26,288.79,284.16,282.55,284.71,285.23,283.15,280.12,284.25,290.98,295.91,309.97,316.01,312.53,316.67,320.90,328.97,331.61,329.36,328.24,327.49,318.41,304.19,301.71
2013-12-14 22:14:57.422000,L8,238.21,234.06,246.17,276.95,311.82,341.02,340.81,340.67,338.78,325.65,315.48,304.62,298.95,284.44,280.79,296.08,277.73,272.94,270.90,277.96,277.31,278.42,277.46,284.40,289.71,296.58,327.14,329.80,417.06,435.92,447.20,444.18,398.80,328.57,322.19,333.25,330.54,331.76,340.54,287.84,291.40,289.03,312.62,302.42,328.68,325.51,341.60,323.05,321.40,346.58,354.77,336.51,332.96,330.63,333.62,330.87,320.21,320.80
2013-12-21 22:21:03.131000,L8,240.54,230.83,190.03,243.14,317.15,333.08,327.93,323.06,331.41,327.40,311.40,302.56,292.46,281.97,268.95,276.25,352.93,266.20,264.24,267.95,270.99,276.08,270.84,284.24,289.17,292.96,297.49,294.00,296.67,333.93,380.77,387.88,304.83,308.90,473.24,480.48,529.62,436.59,463.80,383.61,390.14,363.73,366.22,348.50,350.93,310.47,311.51,312.24,317.98,320.09,326.31,332.22,334.66,330.55,325.85,319.83,310.49,302.25
2014-02-07 22:20:33.142000,L8,232.04,221.99,187.90,252.22,314.75,330.54,328.58,328.97,316.71,310.14,303.89,535.31,526.48,536.79,275.26,272.57,272.03,269.51,266.35,267.54,272.63,275.71,272.96,283.58,286.85,291.93,292.25,292.71,294.55,295.93,295.70,296.63,295.89,293.15,293.08,290.06,287.29,285.90,287.80,285.00,288.83,290.53,293.01,294.04,299.61,307.73,316.73,316.27,316.95,315.65,327.81,333.69,333.01,330.77,328.65,332.14,313.37,320.05
2014-02-16 22:14:14.638000,L8,221.27,219.17,240.29,265.65,310.35,328.86,330.75,331.36,326.10,308.38,301.25,297.85,295.56,287.81,279.08,274.27,272.78,269.51,268.26,270.53,273.22,276.32,277.12,285.56,289.77,292.93,295.62,293.09,294.32,296.71,298.06,298.47,297.94,294.47,294.27,291.35,290.77,289.16,288.91,285.33,289.21,287.72,291.21,298.23,298.63,308.03,314.16,315.45,317.76,320.17,327.20,334.14,332.10,329.05,327.16,326.56,316.28,318.40
2014-03-20 22:13:49.616000,L8,234.58,231.72,191.36,226.02,311.94,330.29,328.03,324.11,325.08,308.79,304.71,301.96,297.18,290.52,284.87,282.97,278.80,274.16,270.38,272.35,277.08,278.59,278.55,285.21,288.41,293.13,295.72,296.01,299.12,301.23,301.85,300.81,298.78,297.20,295.66,292.55,290.20,289.12,289.38,283.10,285.72,287.88,292.98,297.09,303.55,310.58,316.79,314.72,320.36,322.11,328.30,335.57,335.61,333.16,506.44,524.09,515.63,320.54
2014-04-05 22:13:34.516000,L8,236.52,235.48,201.20,235.68,311.10,331.67,330.45,327.04,321.95,312.34,305.54,303.30,301.63,296.15,283.03,284.95,281.72,277.15,272.71,477.72,486.06,494.79,502.81,509.08,518.04,295.21,297.48,297.96,302.08,301.76,305.91,306.13,300.21,297.65,296.89,293.64,292.96,292.03,291.57,285.16,287.89,289.69,294.41,298.51,303.17,311.47,316.39,316.52,320.85,324.67,329.66,336.19,338.71,338.04,333.91,327.78,320.27,329.37
2014-05-14 22:19:08.687000,L8,241.04,287.24,288.52,321.83,350.71,360.38,370.67,373.91,371.80,368.93,361.38,344.14,347.10,342.10,340.63,334.20,384.43,393.56,301.31,294.88,302.04,312.34,313.18,356.09,377.12,330.20,346.25,364.14,360.93,373.29,380.56,382.70,367.59,386.99,404.18,389.80,385.85,384.15,391.38,374.61,332.10,329.66,348.47,360.36,374.05,386.61,377.83,378.36,393.48,394.01,405.34,411.76,395.33,373.81,377.91,388.22,436.59,401.68
2014-05-30 22:19:10.974000,L8,,,,,,,259.65,298.11,283.45,281.55,276.02,258.21,251.62,263.81,254.42,254.84,254.63,254.80,253.94,253.55,257.36,256.70,251.82,239.89,247.90,218.91,195.21,275.16,274.72,272.36,276.98,278.82,277.04,265.31,237.60,253.89,265.26,263.91,263.68,198.48,244.29,232.88,177.25,252.11,272.66,282.22,288.16,289.64,287.07,284.88,295.92,297.56,293.05,216.04,,,,
2014-07-26 22:13:18.997000,L8,405.83,424.41,451.01,519.67,300.99,326.36,350.66,371.99,402.90,390.24,367.84,328.43,324.55,325.23,304.47,307.87,284.84,312.33,302.62,309.57,318.67,335.00,300.81,303.96,343.02,389.31,380.60,309.31,321.25,331.13,359.79,367.21,375.18,333.11,324.19,320.00,318.18,323.30,317.96,317.02,326.41,318.63,318.87,340.02,340.27,333.42,338.82,338.47,341.69,350.47,357.37,348.52,348.28,349.29,357.33,345.32,356.33,379.30
2014-09-03 22:19:42.686000,L8,220.19,212.05,183.06,215.18,282.97,309.52,320.04,323.61,321.97,320.69,314.04,307.42,298.92,287.33,280.52,281.30,274.97,272.51,269.59,271.49,275.23,273.49,274.56,283.84,289.17,296.27,300.10,300.26,302.21,300.56,299.38,298.59,297.84,295.02,294.33,291.27,287.97,286.14,287.86,285.06,282.59,281.85,284.13,291.11,297.10,307.66,311.50,310.10,310.76,307.85,314.30,320.50,313.10,315.66,318.78,315.75,309.57,320.79
2014-09-28 22:13:32.732000,L8,220.20,208.94,184.51,202.46,264.31,306.77,319.81,323.06,319.98,313.74,306.00,303.36,297.56,290.76,278.37,275.62,275.97,272.48,272.27,275.74,276.95,275.46,271.23,284.57,286.46,291.66,296.87,292.29,295.97,301.12,301.62,299.09,298.31,298.08,296.65,291.99,287.76,285.67,284.19,385.01,400.24,414.11,421.35,431.39,297.88,307.15,312.22,311.57,310.44,309.97,319.34,446.05,464.79,484.59,474.29,314.16,303.64,308.20
2014-10-14 22:13:38.532000,L8,,290.59,314.89,372.35,248.98,309.23,316.56,315.37,312.24,305.63,301.54,299.10,294.43,279.01,276.99,274.24,268.27,269.72,266.51,473.08,477.56,527.01,271.08,283.81,285.59,289.05,291.51,293.76,295.46,296.74,296.88,300.36,298.11,297.75,295.97,291.20,286.33,283.74,284.09,280.58,278.93,279.67,281.91,289.12,294.85,305.00,310.98,410.20,441.31,446.22,462.23,322.63,315.11,318.54,319.50,313.22,302.63,306.40
2014-11-06 22:19:49.237000,L8,297.76,425.65,366.18,422.26,411.50,300.34,291.93,297.34,280.65,365.01,396.75,441.27,486.17,269.55,260.18,316.84,366.66,278.44,411.50,472.41,261.55,263.76,261.52,278.35,283.63,285.84,285.14,287.31,289.51,293.37,326.01,291.65,339.31,318.62,217.56,201.67,269.29,285.19,276.98,275.87,273.24,267.87,268.63,279.77,289.95,316.02,315.41,306.89,317.92,383.12,319.57,337.81,274.45,248.57,313.09,302.21,275.90,
2014-11-22 22:19:45.715000,L8,,,,,241.39,301.56,329.35,350.60,361.24,357.37,354.95,339.50,325.78,304.80,292.01,299.71,291.72,288.99,285.18,289.30,287.98,285.44,289.08,301.21,309.78,313.63,348.96,331.76,328.20,327.64,323.31,324.06,323.57,311.45,310.56,313.18,326.18,328.43,351.44,317.96,311.39,295.97,304.66,304.79,312.74,316.75,331.81,342.74,329.92,317.97,336.71,344.05,349.16,345.91,346.61,351.58,349.31,359.02
2014-12-01 22:13:36.144000,L8,512.43,543.98,170.66,222.09,250.43,306.99,313.58,316.76,316.27,311.97,301.37,299.64,292.22,275.76,270.80,270.99,266.95,266.11,264.28,264.90,270.25,471.82,493.37,520.77,496.27,546.80,541.88,290.85,291.03,293.72,294.94,294.02,290.38,406.63,400.95,401.81,283.26,281.57,521.49,504.11,504.27,515.52,516.10,286.54,293.52,304.40,312.08,309.66,308.92,304.21,314.37,322.63,315.01,317.23,316.27,311.70,300.32,302.85
2015-01-25 22:19:32.598000,L8,,,305.77,386.36,216.00,302.50,312.50,313.05,309.00,305.41,304.04,298.15,291.94,278.56,275.11,275.65,271.63,265.85,263.41,264.15,269.63,271.19,269.72,281.15,284.05,288.31,291.75,293.16,297.33,293.00,292.70,295.00,290.30,287.97,288.52,287.29,282.93,280.33,279.32,275.97,277.59,492.41,505.88,510.80,508.07,302.04,308.95,307.70,309.45,310.12,317.42,324.02,316.00,317.83,315.95,311.79,298.74,301.38
2015-02-10 22:19:26.793000,L8,,284.65,310.61,371.99,415.41,299.03,312.36,315.59,311.95,310.74,304.67,298.43,291.45,280.56,276.95,271.01,271.61,268.67,264.55,265.07,269.01,268.49,267.21,278.52,284.05,460.94,471.59,483.92,512.53,531.06,513.37,555.27,293.64,290.18,520.85,535.93,542.59,281.44,278.65,277.54,278.36,278.61,278.93,288.26,295.75,306.16,313.06,310.37,311.29,307.05,314.62,324.82,317.07,318.12,315.60,313.13,301.13,303.52
2015-02-19 22:13:13.545000,L8,,,,,252.22,308.22,316.40,343.34,365.51,364.23,356.46,327.51,307.19,296.57,296.31,304.11,308.37,299.99,310.59,295.31,309.64,306.86,299.08,307.81,312.26,317.06,326.66,335.11,333.30,339.80,347.64,354.12,370.60,323.99,300.97,294.13,298.75,295.00,294.39,301.53,308.52,311.39,321.22,325.48,328.47,339.32,360.74,353.40,364.42,375.32,386.77,385.31,400.90,420.62,424.61,354.77,343.20,356.03
2015-02-26 22:19:22.786000,L8,,,271.38,321.49,520.07,301.12,313.39,318.67,323.91,322.39,309.44,302.64,292.83,280.31,276.06,275.18,273.70,275.38,271.39,270.67,275.63,273.26,273.41,280.98,283.81,288.29,290.97,294.65,299.56,302.54,308.62,314.72,311.57,492.71,495.91,502.71,511.20,284.00,280.89,279.98,279.85,279.95,283.26,290.45,295.91,306.37,311.79,313.51,315.83,316.70,323.63,331.11,326.64,324.50,320.26,313.36,301.10,305.44
2015-03-14 22:19:11.321000,L8,,,,,,290.84,307.52,312.94,311.69,306.08,302.03,296.69,289.15,278.14,271.99,272.03,268.20,268.68,266.03,265.91,269.93,269.27,267.85,277.94,281.79,284.65,287.65,288.44,291.06,293.92,293.78,296.49,291.72,289.57,292.51,287.33,284.44,284.39,281.80,278.32,278.09,278.10,277.61,283.86,291.48,303.20,307.65,516.01,528.01,511.90,311.78,324.06,315.35,317.53,315.77,313.14,300.13,295.02
2015-04-15 22:18:58.633000,L8,,,,,168.66,290.79,311.82,313.84,312.78,306.42,298.64,298.04,291.88,278.65,273.44,275.64,272.63,272.78,271.74,271.50,275.50,273.31,270.64,281.35,284.31,289.28,290.99,290.17,289.30,293.55,293.52,295.15,294.25,293.11,293.93,288.94,287.32,286.16,286.18,282.97,283.89,281.80,280.37,286.81,293.83,301.29,307.72,308.39,310.29,300.92,316.61,324.93,315.43,317.33,316.90,317.06,306.41,303.95
2015-05-26 22:12:28.969000,L8,,,,,,303.97,322.76,329.56,332.08,328.75,326.96,328.49,321.60,304.87,287.30,281.08,281.63,281.12,278.37,280.73,285.15,284.60,285.96,293.52,296.55,299.36,300.42,300.21,304.38,307.17,307.55,309.84,309.68,307.87,305.33,305.84,303.15,299.06,294.20,289.14,290.21,291.00,293.03,297.13,301.62,312.33,318.69,319.77,321.23,318.64,323.65,333.68,328.60,328.31,331.45,331.67,325.58,328.49
2015-07-20 22:19:10.496000,L8,,,,,,,,,203.03,273.68,266.09,258.87,246.93,261.13,250.75,246.12,248.20,243.19,246.65,248.10,241.47,225.78,241.95,237.72,205.47,,257.36,175.67,266.02,266.10,265.04,271.97,269.82,269.39,269.46,270.42,263.29,258.89,261.06,258.67,260.83,245.31,229.09,237.16,260.34,280.17,282.33,277.86,263.16,191.28,262.38,297.24,284.83,251.83,257.34,,,
2015-07-29 22:13:01.696000,L8,442.81,454.69,470.55,452.22,463.17,393.09,453.09,481.71,494.55,393.12,386.96,398.84,417.77,406.98,339.48,334.00,325.11,323.30,321.34,309.43,323.23,327.09,334.00,337.38,356.71,375.71,380.72,419.12,502.32,491.28,469.38,483.85,388.37,400.43,411.73,409.95,426.21,417.45,489.63,438.45,365.21,345.63,348.80,377.67,382.65,368.78,369.28,358.23,352.87,366.00,395.78,371.11,360.66,362.24,360.29,412.76,493.05,
2015-09-06 22:19:26.774000,L8,,274.70,288.43,279.00,352.36,398.21,305.88,308.99,312.25,313.88,317.30,318.33,307.99,290.60,276.68,269.40,267.35,264.86,262.04,266.55,273.53,271.89,275.13,492.70,538.94,532.64,289.06,290.05,488.21,525.65,489.47,535.18,550.64,515.14,509.36,294.14,292.39,288.98,285.54,282.17,281.44,279.72,282.81,290.52,299.62,305.79,312.92,310.89,309.58,285.53,306.86,325.21,317.00,312.95,319.65,316.27,304.39,304.90
2015-12-20 22:13:33.327000,L8,,,,,,284.52,295.99,299.42,304.27,306.89,307.59,307.81,304.33,287.50,284.36,275.69,266.25,262.30,263.22,266.78,272.19,275.27,271.62,281.59,283.32,288.24,290.32,289.91,292.39,294.90,290.81,291.54,289.77,287.20,290.02,286.71,284.34,282.44,287.51,290.41,294.21,292.27,301.69,298.24,306.64,310.33,311.16,310.25,388.49,399.39,453.59,457.28,463.18,464.36,346.60,317.72,308.33,298.58
2015-12-27 22:19:43.199000,L8,282.75,242.50,245.75,,238.73,296.17,304.78,312.56,329.37,358.34,356.21,361.96,370.10,355.58,430.48,314.68,315.33,306.20,309.23,323.93,327.66,329.15,349.68,346.07,301.44,302.48,349.60,317.60,325.44,334.22,335.37,338.95,313.47,319.76,336.05,342.24,345.83,359.14,351.28,363.98,360.85,369.69,383.91,399.79,409.03,410.84,384.98,393.59,399.84,407.33,419.43,361.97,423.55,431.81,432.29,385.82,433.49,404.11
2016-01-05 22:13:29.107000,L8,458.74,429.38,261.93,,250.77,304.08,305.71,312.41,319.36,338.16,340.30,347.62,374.41,379.81,312.52,308.08,317.14,310.16,281.27,337.52,341.91,339.16,346.69,364.86,364.42,370.46,308.45,369.67,362.04,303.79,302.27,299.68,300.10,299.60,300.91,342.47,353.93,354.69,315.99,322.44,341.06,382.73,388.23,392.05,400.84,397.90,385.23,374.03,348.29,320.03,324.74,326.69,332.94,346.98,331.33,340.81,353.91,390.32
2016-02-06 22:13:25.747000,L8,,,,,,284.43,294.81,300.91,309.16,314.90,306.88,329.57,324.25,305.27,323.41,400.63,419.61,435.59,296.70,309.72,289.26,314.42,267.01,304.65,323.90,323.93,328.61,299.34,316.10,312.51,306.39,296.73,305.51,314.76,310.62,293.34,302.91,307.01,287.66,311.55,280.52,280.97,281.39,277.35,282.61,289.54,292.00,293.29,293.33,288.23,305.05,304.93,293.81,295.92,304.33,309.27,297.85,292.44
2016-02-13 22:19:32.514000,L8,,281.96,294.96,333.05,396.73,415.15,297.63,301.25,307.62,309.41,310.23,303.95,301.51,291.09,279.60,271.72,266.55,271.70,264.68,263.94,269.69,272.05,268.87,280.07,284.92,290.40,292.72,290.21,289.64,291.06,291.84,292.34,290.08,288.66,289.80,285.88,282.24,282.69,279.52,279.37,283.72,284.82,288.28,284.64,309.68,306.51,326.07,306.63,306.78,295.47,306.28,315.42,309.76,310.43,318.72,315.04,301.15,296.88
2016-04-17 22:19:09.462000,L8,,,,,,259.88,275.26,281.31,279.56,279.96,279.59,280.58,269.95,261.58,247.77,247.78,248.15,238.64,219.23,194.33,249.43,247.77,247.57,237.87,234.82,210.82,196.97,,,,,,,259.90,273.51,270.77,267.56,264.37,265.22,265.77,264.20,251.12,249.83,266.42,273.16,288.53,293.27,292.55,270.14,215.76,266.05,297.54,286.30,210.69,,,,
2016-04-26 22:12:57.053000,L8,294.40,290.10,306.04,307.15,239.67,290.76,302.75,309.35,313.27,328.78,335.51,314.68,314.91,298.38,284.25,287.40,300.76,277.40,272.40,275.61,278.90,278.57,285.95,289.31,292.18,294.43,295.37,294.78,296.36,297.17,481.17,488.97,503.25,501.24,456.66,494.74,504.71,507.98,514.17,289.30,294.59,298.07,297.69,313.67,430.82,419.30,462.14,448.52,318.92,312.96,320.34,330.33,319.23,323.21,327.53,325.35,324.33,339.49
2016-06-04 22:19:16.236000,L8,,,,,,,268.19,272.09,215.81,279.19,272.11,260.74,250.12,263.28,254.55,249.68,246.28,240.71,249.50,248.45,251.55,240.97,,,,,261.17,270.82,273.65,266.33,270.21,275.06,275.95,273.99,272.90,273.92,274.98,273.68,269.57,268.40,270.10,256.01,242.14,261.69,275.63,285.53,293.57,292.52,278.94,233.01,274.12,303.03,290.16,284.53,293.60,278.02,252.97,
2016-06-13 22:13:06.505000,L8,,,,,,,,,,,245.23,257.99,257.97,262.90,260.13,248.95,241.67,214.73,249.40,250.11,253.23,242.44,179.21,205.79,216.38,228.40,247.23,254.02,247.79,261.46,270.36,274.35,274.32,266.99,258.62,264.48,,195.61,236.27,269.90,267.54,258.53,247.66,259.18,273.62,288.63,293.17,293.94,286.14,237.94,278.99,307.91,296.09,290.45,301.73,283.57,255.88,
2016-07-06 22:19:29.332000,L8,,,,,,285.09,300.79,307.85,310.35,312.24,310.93,307.76,299.76,293.96,281.79,278.69,276.19,271.79,269.67,271.23,274.79,272.83,273.97,281.22,283.95,283.58,288.82,292.85,293.84,293.10,292.89,293.35,292.81,292.81,291.33,292.46,287.86,290.50,291.73,286.60,290.93,287.84,285.35,292.16,303.89,305.43,307.66,308.98,317.15,305.98,316.39,324.61,316.86,313.71,323.34,318.04,307.54,300.53
2016-08-07 22:19:37.341000,L8,,,,,,280.88,293.87,303.28,309.52,308.33,310.25,306.36,301.94,296.16,282.16,276.14,271.71,268.32,266.79,503.48,498.64,503.87,493.23,278.78,281.91,281.13,287.11,287.26,287.79,292.02,293.23,292.11,291.52,291.10,289.37,284.92,282.69,284.34,283.00,284.59,286.40,284.09,285.46,289.44,294.27,297.48,305.62,508.87,515.29,513.11,303.30,315.55,310.28,307.24,316.62,313.85,301.95,300.88
2016-08-16 22:13:29.538000,L8,,,,,,285.89,301.95,315.81,335.82,315.49,312.31,329.71,317.17,368.33,369.32,281.98,292.77,417.45,441.94,449.82,297.30,299.89,430.51,445.16,440.61,454.39,315.49,315.35,317.24,322.46,323.11,325.55,318.28,322.80,320.67,330.90,332.82,356.55,354.66,312.63,312.15,310.23,322.51,286.43,289.02,307.37,331.23,502.92,506.51,341.34,345.08,337.29,336.46,347.61,362.85,372.37,331.32,285.59
2016-09-08 22:19:48.652000,L8,,,,,,,,,,,249.02,262.10,247.27,239.83,244.27,246.69,243.42,243.76,241.32,245.84,245.12,246.43,247.02,247.71,257.61,250.71,258.26,262.11,262.61,263.18,260.90,262.28,259.70,258.04,251.61,251.55,,,,,,,,,,,,,,,,,,,,,,
2016-12-29 22:19:49.454000,L8,,,,,197.56,277.45,293.32,313.32,309.04,316.09,313.65,317.21,321.02,335.20,320.88,283.77,273.68,277.80,280.52,289.13,319.69,298.65,338.59,320.84,319.63,339.56,341.08,304.55,291.71,304.56,289.52,293.55,295.77,291.15,291.81,296.35,291.42,289.44,305.69,305.61,296.51,305.09,299.12,305.11,314.55,332.34,333.75,329.61,328.68,330.68,338.22,349.66,358.76,340.35,347.38,331.39,320.95,322.40
2017-01-23 22:13:31.167000,L8,486.87,518.60,,,250.45,299.43,305.62,308.41,418.32,493.86,417.59,519.14,456.52,496.94,423.82,482.53,471.31,443.95,482.39,321.82,337.39,352.39,374.81,384.41,395.39,413.73,417.96,422.65,362.90,366.98,357.98,376.86,418.37,406.14,347.57,371.72,363.43,396.28,401.30,378.70,379.48,389.76,385.51,386.95,405.06,405.66,414.60,421.78,420.82,449.96,478.00,424.41,472.42,424.04,443.89,418.36,434.08,462.66
2017-02-15 22:19:31.641000,L8,312.18,,,,,269.46,280.75,288.39,302.99,309.45,308.69,304.59,295.30,283.52,277.77,273.62,268.16,262.34,321.24,317.65,330.87,359.24,365.58,378.81,380.35,376.93,526.47,280.42,280.08,279.97,285.11,284.55,285.88,284.05,282.86,282.89,281.54,281.05,280.55,280.90,279.43,281.06,282.80,285.93,293.76,298.90,306.66,307.30,310.22,306.79,316.06,316.68,312.28,310.01,317.03,317.26,311.59,277.55
2017-02-24 22:13:17.856000,L8,,,,,,267.89,282.15,288.76,300.24,306.01,307.73,300.47,293.55,285.71,276.39,272.91,265.25,259.76,262.86,266.68,264.97,270.54,282.51,369.39,303.53,292.56,289.83,285.58,281.24,278.93,491.60,490.33,409.46,461.61,495.54,449.35,502.92,525.93,525.26,551.05,463.87,344.77,323.29,301.10,402.21,418.12,397.78,317.78,310.26,303.05,312.23,313.46,309.78,310.81,316.64,312.93,297.39,319.39
2017-03-03 22:19:25.504000,L8,,,,,,268.36,279.74,288.66,300.42,311.64,308.01,304.38,291.72,283.40,276.64,272.85,270.16,265.40,258.78,258.24,264.58,266.04,272.73,286.75,284.94,288.57,291.77,291.78,284.36,281.97,285.01,283.72,284.69,282.58,282.72,282.58,281.00,279.96,279.70,279.02,279.23,280.67,281.03,287.72,292.91,301.89,310.29,306.64,308.34,312.66,317.45,317.18,314.72,317.09,320.03,317.60,312.14,313.30
2017-03-28 22:13:00.546000,L8,,,,,201.18,275.00,283.83,292.58,311.41,335.37,326.19,330.85,323.49,325.51,315.83,297.70,298.93,301.06,295.09,289.86,281.71,278.80,284.83,304.20,298.17,318.17,327.97,344.73,317.85,327.33,310.52,296.66,304.44,317.06,300.47,290.62,289.84,290.64,289.78,289.62,295.54,294.94,296.44,301.10,308.60,319.86,319.51,328.82,321.39,326.05,339.61,354.97,366.25,334.79,346.65,352.09,357.73,385.94
2017-04-20 22:18:59.237000,L8,,,,,,271.88,277.87,290.55,303.64,309.71,307.94,304.79,296.75,288.08,281.74,273.73,268.21,266.47,266.35,267.21,273.59,271.27,268.96,278.53,281.29,282.84,283.96,285.82,286.89,288.79,293.31,295.26,293.41,292.93,291.39,430.74,437.20,459.71,473.30,447.97,492.57,286.60,289.08,293.27,301.23,308.68,477.68,501.72,518.77,515.07,524.09,534.41,317.65,320.90,323.85,316.20,304.79,296.00
2017-06-07 22:19:15.026000,L8,,,,,,247.71,177.57,272.42,283.84,291.79,286.48,279.93,274.15,270.79,261.86,255.34,247.51,243.36,243.81,250.90,258.80,258.29,256.26,255.57,266.94,265.50,265.72,268.98,267.59,266.94,269.58,273.94,275.35,270.49,274.51,274.12,269.46,267.62,268.96,268.43,267.12,253.38,251.74,269.10,281.44,288.11,294.79,293.46,283.01,253.76,274.71,300.76,290.05,287.94,293.83,280.76,194.86,
2017-06-16 22:13:07.683000,L8,,,,,,,,267.91,207.19,285.02,278.37,268.02,266.58,265.91,260.65,252.98,249.70,243.88,244.63,250.13,247.49,,,,211.31,216.00,262.83,266.95,267.41,265.25,267.22,274.74,274.97,271.95,242.97,252.89,,,172.24,264.87,266.57,249.22,246.76,266.36,278.91,287.03,295.11,293.68,282.94,242.03,272.37,302.10,290.53,287.57,294.69,276.89,252.61,
2017-07-02 22:13:11.807000,L8,,,,,,273.64,274.56,286.56,293.43,303.38,318.11,314.62,303.90,305.92,233.86,281.41,251.17,257.74,260.50,,,,,,,,,265.88,286.93,289.47,288.93,290.96,291.75,290.69,287.24,285.84,283.20,282.83,281.58,282.69,284.27,283.78,280.62,289.54,298.25,304.69,311.52,309.36,306.66,298.51,313.97,320.38,313.47,312.40,320.24,314.24,299.41,263.54
2017-07-25 22:19:30.661000,L8,257.08,260.45,213.88,224.16,172.76,275.55,294.19,293.27,298.63,308.53,309.80,312.01,309.41,302.10,401.41,405.92,384.45,426.71,319.36,264.69,274.38,292.58,301.92,317.17,321.00,333.80,349.34,374.48,377.67,358.97,303.74,329.72,351.18,294.70,297.49,312.02,322.50,332.15,340.97,312.67,334.82,350.07,289.66,295.03,298.61,311.09,342.41,352.52,359.13,374.59,398.39,361.58,341.85,326.44,354.35,333.64,349.88,319.71
