dates,satname,nzd0182-0000,nzd0182-0006,nzd0182-0001,nzd0182-0005,nzd0182-0002,nzd0182-0003,nzd0182-0004
1999-09-27 22:05:12.911000,L7,,232.89,236.43,228.52,249.96,,
1999-11-14 22:05:06.309000,L7,246.15,280.73,,,,,
1999-12-25 21:58:52.197000,L7,240.14,251.94,243.96,238.40,,,
2001-01-03 22:02:36.401000,L7,254.72,266.27,260.06,,,,
2002-01-06 22:00:55.947000,L7,,245.25,,228.66,,,
2003-01-25 22:00:42.755000,L7,288.43,292.34,274.18,240.36,267.76,266.35,250.06
2003-10-25 21:44:04.226000,L5,221.95,244.76,215.68,232.22,216.98,229.83,206.20
2003-11-17 21:50:09.452000,L5,323.46,289.92,297.67,295.60,299.35,261.94,255.26
2003-12-03 21:50:19.675000,L5,192.36,232.61,221.75,199.46,194.50,200.74,182.62
2004-01-04 21:50:58.245000,L5,239.86,238.25,237.44,223.49,226.07,224.68,207.65
2004-02-14 21:44:57.678000,L5,235.01,237.35,217.04,247.21,213.31,223.78,206.03
2004-03-01 21:45:02.553000,L5,222.73,224.75,213.47,225.96,197.31,210.22,191.41
2004-07-14 21:54:07.355000,L5,238.71,,213.43,213.91,207.90,215.29,201.13
2004-07-30 21:54:52.116000,L5,249.46,,233.77,174.85,218.49,205.48,198.27
2004-08-24 21:49:18.016000,L5,230.72,,221.43,246.37,213.54,219.36,200.16
2004-09-16 21:55:41.721000,L5,206.18,224.02,217.02,215.58,198.86,206.53,200.62
2004-11-19 21:56:55.269000,L5,204.33,,219.01,190.77,213.94,202.22,205.01
2005-01-22 21:58:26.454000,L5,233.46,242.61,224.73,190.07,222.03,212.88,188.33
2005-02-07 21:58:39.182000,L5,226.66,228.15,231.27,215.73,226.47,206.95,208.35
2005-02-16 21:52:37.927000,L5,,231.16,,215.77,,,186.54
2005-02-23 21:58:55.594000,L5,228.05,211.24,222.34,208.86,218.87,211.37,204.50
2005-03-04 21:52:52.217000,L5,204.03,220.40,209.16,223.62,193.88,208.25,189.15
2005-09-19 22:00:20.901000,L5,225.57,207.07,229.79,199.83,226.28,223.22,203.49
2005-11-22 22:00:23.113000,L5,216.29,242.65,228.91,218.41,210.40,218.27,198.29
2006-02-03 21:56:19.035000,L5,207.49,235.13,207.95,226.06,195.19,204.52,189.50
2006-02-10 22:02:39.278000,L5,234.26,237.15,228.55,212.95,227.65,212.65,207.33
2006-02-19 21:56:39.909000,L5,234.29,234.27,217.42,232.05,209.14,218.07,201.63
2006-08-21 22:05:43.602000,L5,252.17,,245.99,228.54,254.81,243.04,232.70
2007-02-13 22:07:11.341000,L5,232.42,216.87,217.81,216.48,222.95,204.46,206.82
2007-09-25 22:04:48.945000,L5,222.65,250.36,218.69,241.84,225.19,236.60,225.09
2008-10-29 21:55:24.451000,L5,,249.56,211.33,232.04,236.84,243.48,223.38
2009-02-02 21:57:46.384000,L5,231.23,214.05,219.35,186.19,221.16,200.00,203.11
2009-11-26 21:56:28.873000,L5,213.61,248.12,215.34,228.22,214.39,220.13,194.95
2009-12-12 21:56:37.955000,L5,203.23,229.89,212.27,220.61,207.12,211.04,192.47
2010-01-29 21:56:53.427000,L5,205.40,,209.13,,195.42,193.48,
2010-12-22 22:02:05.586000,L5,239.66,256.21,229.98,224.95,229.20,225.25,213.95
2010-12-31 21:55:56.533000,L5,220.47,233.49,210.85,225.54,200.44,210.19,183.37
2011-01-07 22:01:44.406000,L5,,241.19,,194.84,,211.58,185.37
2011-02-17 21:56:00.979000,L5,,235.16,,223.01,,204.28,195.28
2011-03-28 22:01:38.376000,L5,229.37,223.11,218.33,235.37,218.11,226.24,208.84
2011-09-04 22:00:51.576000,L5,259.44,214.30,252.88,232.41,256.95,239.49,245.16
2013-04-11 22:08:15.067000,L8,259.22,,238.61,263.29,235.19,243.09,219.51
2013-08-08 22:14:13.655000,L8,243.24,,256.26,191.53,254.85,250.58,177.23
2013-09-02 22:08:04.598000,L8,254.02,235.60,242.10,250.09,241.94,250.46,235.53
2013-10-11 22:13:41.596000,L8,268.41,263.92,249.64,252.70,254.79,258.36,248.37
2013-10-11 22:14:05.547000,L8,251.34,243.78,257.17,192.25,258.28,252.38,192.68
2013-11-12 22:13:32.202000,L8,247.20,258.93,241.41,240.77,241.74,249.63,224.83
2013-11-12 22:13:56.157000,L8,263.17,265.15,261.76,233.05,261.85,258.64,226.72
2013-11-21 22:07:37.752000,L8,314.00,294.14,283.34,311.06,289.98,296.85,280.12
2013-12-14 22:13:21.591000,L8,238.78,253.25,235.68,251.49,226.52,238.80,213.74
2013-12-14 22:13:45.545000,L8,308.91,277.18,278.53,302.04,277.97,273.96,254.98
2013-12-30 22:13:13.343000,L8,199.28,,232.39,,215.09,212.00,191.46
2013-12-30 22:13:37.297000,L8,245.92,,248.57,,240.32,224.79,
2014-01-08 22:07:19.116000,L8,182.10,,231.05,,213.97,230.44,190.80
2014-01-24 22:07:09.509000,L8,226.64,,234.68,202.79,223.17,238.77,200.42
2014-01-31 22:12:52.806000,L8,198.11,248.07,234.17,224.70,219.36,235.37,191.04
2014-01-31 22:13:16.756000,L8,252.33,244.63,255.34,193.11,249.37,247.81,180.98
2014-03-04 22:12:46.982000,L8,,,247.01,,242.72,225.94,
2014-03-20 22:12:13.789000,L8,,,232.05,,207.56,197.21,176.45
2014-03-20 22:12:37.744000,L8,253.46,,257.12,221.54,253.71,250.19,185.20
2014-03-29 22:06:15.961000,L8,275.83,,242.19,,220.22,194.34,
2014-04-21 22:12:06.129000,L8,,,,234.09,,256.08,235.31
2014-04-30 22:05:46.536000,L8,195.37,,234.74,222.71,228.74,238.87,221.95
2014-05-07 22:11:26.052000,L8,193.90,,233.93,,227.30,240.13,226.28
2014-08-20 22:06:06.726000,L8,191.05,,236.64,225.03,237.04,242.53,222.49
2014-10-14 22:12:02.705000,L8,310.23,371.85,282.20,314.08,287.30,286.11,275.43
2014-11-08 22:06:16.124000,L8,196.33,249.62,236.72,229.39,241.62,252.01,231.66
2014-12-01 22:12:00.318000,L8,246.15,259.38,244.56,246.16,250.39,257.08,243.13
2014-12-01 22:12:24.268000,L8,251.48,257.73,257.23,196.15,263.70,261.06,194.84
2015-02-12 22:05:51.250000,L8,258.68,,238.34,220.69,235.21,234.94,194.82
2015-02-28 22:05:48.437000,L8,204.56,230.17,233.26,229.68,211.23,231.28,185.58
2015-03-07 22:11:30.209000,L8,,255.65,,254.30,,234.80,227.21
2015-03-07 22:11:54.164000,L8,,,,204.93,,215.16,178.99
2015-04-24 22:11:32.351000,L8,246.55,,253.07,198.04,253.20,248.94,178.60
2015-05-10 22:10:52.487000,L8,184.27,,238.05,220.08,237.70,242.79,224.40
2015-09-24 22:06:01.750000,L8,196.62,,237.70,230.44,243.09,249.48,234.81
2015-12-20 22:12:21.455000,L8,,,228.60,230.31,268.86,273.34,251.85
2016-03-02 22:05:55.525000,L8,309.90,285.71,277.69,324.17,280.39,288.49,276.58
2016-03-09 22:12:04.857000,L8,258.55,239.59,260.01,226.80,256.31,252.78,225.26
2016-08-16 22:11:53.694000,L8,195.79,,238.66,222.68,239.89,244.28,221.79
2016-09-10 22:06:15.488000,L8,261.85,245.02,244.88,245.47,245.71,252.79,235.18
2016-10-28 22:06:23.178000,L8,274.21,,257.23,233.90,258.82,270.07,252.26
2016-11-04 22:12:33.369000,L8,247.39,252.83,259.54,188.63,259.81,260.21,223.31
2016-11-20 22:12:09.409000,L8,253.06,261.93,248.19,244.79,250.77,257.94,244.91
2016-12-15 22:06:18.115000,L8,247.79,251.40,238.17,245.83,239.22,244.21,213.18
2017-01-16 22:06:11.085000,L8,,245.73,,243.46,,,
2017-02-08 22:12:10.910000,L8,258.46,252.62,259.34,,251.89,252.83,
2017-02-24 22:11:42.029000,L8,200.33,233.38,237.70,219.63,236.91,239.29,195.04
2017-08-03 22:12:11.903000,L8,249.80,,258.25,186.55,254.27,250.52,174.31
2017-08-12 22:06:04.307000,L8,260.60,,242.73,,239.64,245.15,
2017-08-19 22:11:53.133000,L8,,,,230.06,238.10,232.08,184.32
2017-11-16 22:06:16.377000,L8,261.30,255.79,246.30,245.93,249.15,255.97,240.93
2018-03-08 22:05:39.901000,L8,,237.01,,245.63,231.17,242.29,224.66
2018-03-31 22:11:39.851000,L8,257.31,226.24,260.09,226.53,256.28,252.79,221.55
2018-05-02 22:11:21.824000,L8,245.92,,255.60,194.59,252.10,250.68,176.80
2018-08-06 22:11:10.291000,L8,211.52,,242.73,213.75,240.90,248.70,232.35
2018-09-07 22:11:48.356000,L8,263.32,228.83,263.71,228.91,265.03,265.93,223.30
2018-09-16 22:05:39.825000,L8,280.22,,260.36,,254.99,232.24,
2018-10-18 22:05:53.709000,L8,309.25,291.12,286.87,319.50,290.52,298.01,278.96
2018-10-25 22:11:42.546000,L8,188.28,247.86,239.43,225.03,238.06,245.86,220.42
2018-12-05 22:05:56.093000,L8,,,237.44,209.29,232.78,235.93,185.04
2019-01-06 22:05:53.844000,L8,262.52,,238.48,,207.92,193.44,
2019-01-29 22:11:59.392000,L8,186.04,,238.21,,207.66,239.93,188.96
2019-02-14 22:11:33.473000,L8,256.36,246.03,242.13,242.17,221.58,232.08,195.81
2019-02-23 22:05:44.581000,L8,252.14,,233.66,,222.12,232.50,173.83
2019-03-02 22:11:53.254000,L8,251.81,236.47,257.37,222.39,248.31,247.51,
2019-04-12 22:05:30.743000,L8,263.32,,245.67,262.49,237.54,247.22,232.93
2019-04-19 22:11:38.574000,L8,261.72,,264.09,228.02,258.86,254.28,180.92
2019-07-24 22:12:12.946000,L8,247.70,,254.56,,254.01,251.25,172.35
2019-08-09 22:11:55.358000,L8,192.46,,241.57,216.69,230.07,244.79,183.51
2019-11-06 22:06:24.678000,L8,,242.06,240.36,222.31,226.76,242.61,192.81
2020-01-09 22:06:13.711000,L8,254.77,236.71,236.45,221.87,217.74,232.04,205.96
2020-01-16 22:11:59.041000,L8,249.57,240.72,239.15,221.50,221.64,233.79,199.05
2020-01-25 22:06:09.569000,L8,308.38,286.21,278.58,298.35,278.90,276.07,275.74
2020-02-10 22:06:04.888000,L8,254.23,221.21,236.37,224.52,212.79,198.10,192.94
2020-03-13 22:05:54.202000,L8,273.35,253.49,247.85,263.75,239.85,248.94,233.20
2020-04-21 22:11:45.778000,L8,248.83,,253.51,,250.67,247.44,
2020-05-16 22:05:27.607000,L8,268.03,,247.43,236.85,241.46,251.64,237.75
2020-08-20 22:06:05.973000,L8,253.90,,244.50,232.38,238.18,246.61,225.72
2020-08-27 22:12:20.322000,L8,248.37,,260.23,205.32,256.95,236.70,179.02
2020-12-01 22:12:33.941000,L8,269.01,262.84,266.23,229.88,268.53,263.55,241.40
2020-12-17 22:12:33.334000,L8,,208.55,,,,,
2020-12-26 22:06:20.557000,L8,,239.57,,235.51,,188.82,199.61
2021-01-11 22:06:14.248000,L8,255.04,,235.75,222.55,207.98,200.21,195.23
2021-02-12 22:06:07.348000,L8,253.02,224.38,236.28,227.19,204.70,196.88,192.93
2021-02-19 22:11:51.945000,L8,258.40,243.12,243.88,238.51,224.81,225.22,201.11
2021-03-16 22:05:51.916000,L8,262.00,238.74,225.96,241.67,234.99,245.05,227.53
2021-03-23 22:11:37.336000,L8,221.70,,242.30,,215.81,201.60,
2021-04-01 22:05:48.357000,L8,246.75,,236.47,,193.36,234.67,
2021-04-24 22:11:25.382000,L8,242.45,,240.05,230.26,232.87,244.94,229.64
2021-05-03 22:05:32.764000,L8,261.66,,244.75,242.95,240.47,248.02,233.00
2021-05-26 22:11:31.065000,L8,257.98,,243.03,223.36,238.36,249.08,236.25
2021-09-08 22:06:17.997000,L8,242.63,,238.82,231.63,214.29,239.71,218.67
2021-09-24 22:06:20.847000,L8,,241.60,,245.43,198.62,232.09,233.78
2021-11-06 22:12:48.299000,L9,254.18,264.29,259.75,261.61,257.55,263.65,254.63
2021-11-18 22:12:32.734000,L8,259.11,251.16,258.94,223.08,259.54,258.51,229.95
