dates,nzd0047-0000,nzd0047-0001,satname
1999-08-17 22:10:26+00:00,,317.32,L7
1999-09-27 22:04:25+00:00,313.56,317.32,L7
1999-10-04 22:10:38+00:00,313.56,309.855,L7
2000-01-17 22:04:11+00:00,313.90999999999997,308.31,L7
2000-04-29 22:09:53+00:00,314.26,323.15,L7
2000-05-24 22:03:22+00:00,313.1,321.13,L7
2000-10-15 22:01:32+00:00,312.03,315.7733333333333,L7
2001-03-24 22:01:35+00:00,313.305,300.12,L7
2001-06-28 22:00:45+00:00,328.32,314.725,L7
2001-08-15 22:00:14+00:00,323.0133333333333,313.4533333333333,L7
2001-10-02 21:59:40+00:00,318.76666666666665,310.63,L7
2001-10-18 21:59:42+00:00,324.28499999999997,314.8175,L7
2001-12-21 22:00:05+00:00,324.28499999999997,318.68600000000004,L7
2002-03-27 22:00:13+00:00,314.9533333333333,318.0775,L7
2002-07-17 21:59:44+00:00,299.4,310.63,L7
2002-11-13 22:05:30+00:00,296.53,320.95000000000005,L7
2003-01-09 21:59:45+00:00,313.27,317.9166666666667,L7
2005-06-06 22:05:05+00:00,347.61,309.38,L5
2006-02-10 22:01:51+00:00,327.65,293.39,L5
2006-09-13 22:11:23+00:00,346.48,301.17,L5
2006-09-29 22:11:34+00:00,340.745,301.665,L5
2006-11-25 22:06:19+00:00,324.8666666666667,307.04333333333335,L5
2006-12-02 22:12:34+00:00,318.89250000000004,307.38,L5
2013-04-25 22:19:21+00:00,340.23,322.61,L8
2013-05-20 22:13:26+00:00,333.55,317.81,L8
2013-06-28 22:19:33+00:00,339.47,321.71666666666664,L8
2013-07-07 22:13:24+00:00,337.495,320.725,L8
2013-09-25 22:13:17+00:00,334.26,319.692,L8
2013-10-02 22:19:28+00:00,335.35833333333335,322.13166666666666,L8
2013-10-27 22:13:07+00:00,334.045,322.29999999999995,L8
2013-12-14 22:12:57+00:00,332.7366666666667,320.77333333333337,L8
2014-01-15 22:12:33+00:00,329.182,320.22,L8
2014-02-07 22:18:33+00:00,328.045,318.68666666666667,L8
2014-02-23 22:18:20+00:00,327.7957142857143,318.4328571428572,L8
2014-03-27 22:17:50+00:00,330.5157142857143,319.8542857142857,L8
2014-04-05 22:11:34+00:00,327.82571428571424,316.34285714285716,L8
2014-05-30 22:17:11+00:00,327.38428571428574,315.68,L8
2014-07-17 22:17:28+00:00,329.5083333333333,317.26,L8
2014-07-26 22:11:19+00:00,329.33142857142855,317.12142857142857,L8
2014-10-14 22:11:38+00:00,330.0175,319.0325,L8
2015-02-19 22:11:13+00:00,326.14,315.66,L8
2015-03-30 22:17:01+00:00,330.9266666666667,315.0366666666667,L8
2015-04-24 22:10:44+00:00,330.46333333333337,305.84666666666664,L8
2015-05-10 22:10:28+00:00,333.765,306.52750000000003,L8
2015-06-27 22:10:46+00:00,333.3,305.886,L8
2015-07-04 22:17:02+00:00,333.52000000000004,306.4816666666666,L8
2015-07-20 22:17:10+00:00,333.3328571428571,306.7514285714286,L8
2015-07-29 22:11:01+00:00,332.505,306.36625,L8
2015-10-24 22:17:40+00:00,332.61833333333334,307.19666666666666,L8
2015-12-11 22:17:42+00:00,330.00666666666666,306.925,L8
2015-12-20 22:11:33+00:00,328.52142857142854,305.4414285714286,L8
2016-01-28 22:17:39+00:00,325.5975,303.9225,L8
2016-03-09 22:11:16+00:00,324.004,301.946,L8
2016-03-25 22:11:08+00:00,324.685,302.38166666666666,L8
2016-05-28 22:11:03+00:00,323.5816666666667,299.9216666666667,L8
2016-06-13 22:11:06+00:00,324.43333333333334,301.065,L8
2016-06-29 22:11:15+00:00,327.05333333333334,303.795,L8
2016-07-15 22:11:22+00:00,326.7642857142857,303.4871428571428,L8
2016-08-07 22:17:37+00:00,327.09000000000003,305.15999999999997,L8
2016-08-16 22:11:29+00:00,329.63125,308.1475,L8
2016-09-08 22:17:48+00:00,331.335,311.06375,L8
2016-09-24 22:17:49+00:00,330.47875,311.01,L8
2016-10-10 22:17:54+00:00,329.9144444444444,311.9788888888889,L8
2016-11-20 22:11:45+00:00,329.127,312.183,L8
2016-12-22 22:11:39+00:00,328.26,311.77555555555557,L8
2017-01-30 22:17:38+00:00,328.66625,314.36625000000004,L8
2017-03-03 22:17:25+00:00,326.2114285714286,312.8914285714286,L8
2017-03-28 22:11:00+00:00,325.285,311.935,L8
2017-04-20 22:16:59+00:00,329.3533333333333,314.06166666666667,L8
2017-05-06 22:16:55+00:00,333.61285714285714,317.3071428571429,L8
2017-07-09 22:17:23+00:00,340.18833333333333,323.2616666666667,L8
2017-07-25 22:17:30+00:00,338.90142857142854,321.96714285714285,L8
2017-09-27 22:17:48+00:00,342.954,326.026,L8
2018-01-10 22:11:30+00:00,329.6933333333333,317.0933333333333,L8
