dates,satname,nzd0047-0000,nzd0047-0001
1999-08-17 22:10:26.276000,L7,378.34,317.32
1999-09-27 22:04:25.056000,L7,313.56,304.76
1999-10-04 22:10:38.131000,L7,392.28,302.39
2000-01-17 22:04:11.868000,L7,314.26,305.22
2000-04-29 22:09:53.797000,L7,422.64,341.08
2000-05-24 22:03:22.722000,L7,311.94,317.09
2000-10-15 22:01:32.252000,L7,312.12,289.15
2000-10-22 22:07:50.487000,L7,366.96,325.74
2001-03-24 22:01:35.778000,L7,314.49,311.09
2001-06-28 22:00:45.094000,L7,342.15,318.36
2001-08-15 22:00:14.727000,L7,312.40,310.91
2001-09-23 22:06:03.238000,L7,417.50,335.77
2001-10-02 21:59:40.713000,L7,301.75,302.62
2001-10-18 21:59:42.412000,L7,340.84,327.38
2001-12-21 22:00:05.972000,L7,402.89,334.16
2002-02-14 22:06:29.522000,L7,393.48,404.66
2002-03-27 22:00:13.634000,L7,302.27,308.15
2002-07-17 21:59:44.793000,L7,296.53,313.11
2002-11-13 22:05:30.425000,L7,412.27,328.79
2003-01-09 21:59:45.950000,L7,330.01,311.85
2005-04-19 22:04:43.597000,L5,340.25,301.51
2005-06-06 22:05:05.724000,L5,347.61,309.38
2006-02-10 22:01:51.332000,L5,327.65,293.39
2006-08-28 22:11:11.674000,L5,367.58,342.84
2006-09-13 22:11:23.474000,L5,346.48,301.17
2006-09-29 22:11:34.525000,L5,335.01,302.16
2006-11-25 22:06:19.953000,L5,293.11,317.80
2006-12-02 22:12:34.352000,L5,300.97,308.39
2006-12-11 22:06:28.205000,L5,308.86,403.52
2013-04-25 22:19:21.025000,L8,340.23,322.61
2013-05-20 22:13:26.604000,L8,326.87,313.01
2013-06-05 22:13:27.306000,L8,324.53,309.35
2013-06-28 22:19:33.252000,L8,351.31,329.53
2013-07-07 22:13:24.262000,L8,331.57,317.75
2013-09-25 22:13:17.289000,L8,321.32,315.56
2013-10-02 22:19:28.820000,L8,340.85,334.33
2013-10-27 22:13:07.896000,L8,332.35,323.62
2013-11-12 22:13:08.247000,L8,314.24,310.25
2013-12-14 22:12:57.636000,L8,319.02,303.85
2013-12-30 22:12:49.393000,L8,320.19,296.80
2014-01-15 22:12:33.689000,L8,332.37,323.74
2014-01-31 22:12:28.855000,L8,328.51,316.77
2014-02-07 22:18:33.391000,L8,322.36,311.02
2014-02-23 22:18:20.398000,L8,326.30,316.91
2014-03-27 22:17:50.001000,L8,340.36,325.51
