dates,satname,nzd0538-0000,nzd0538-0001,nzd0538-0002,nzd0538-0003,nzd0538-0004,nzd0538-0005,nzd0538-0006,nzd0538-0007,nzd0538-0008,nzd0538-0009,nzd0538-0010,nzd0538-0011,nzd0538-0012,nzd0538-0013,nzd0538-0014,nzd0538-0015,nzd0538-0016,nzd0538-0017,nzd0538-0018,nzd0538-0019
2005-11-13 22:09:08.414000,L5,,,,,311.84,314.81,308.27,325.92,334.49,327.28,335.67,334.82,321.35,336.19,304.28,292.47,296.19,297.04,299.26,269.66
2006-02-17 22:11:22.491000,L5,331.51,308.34,317.79,312.53,328.21,328.05,333.54,344.25,347.10,330.50,330.72,339.63,346.03,343.14,319.24,310.64,314.62,318.13,321.47,297.41
2006-04-15 22:06:18.610000,L5,338.23,322.76,327.18,324.99,337.63,333.15,337.75,355.62,353.13,337.62,333.91,343.20,345.26,345.32,311.14,308.56,306.52,313.43,310.93,282.64
2006-04-22 22:12:36.093000,L5,,,,,,287.84,291.26,312.64,311.00,302.17,301.75,315.97,310.18,304.81,283.84,274.18,282.60,283.96,276.68,238.65
2006-06-25 22:13:31.961000,L5,329.14,328.30,330.35,328.54,332.33,332.38,340.36,352.25,349.60,344.44,336.94,345.88,354.24,346.34,317.03,309.64,306.52,305.95,303.34,276.64
2006-07-27 22:13:58.731000,L5,333.81,306.11,321.93,325.18,336.92,334.10,336.73,352.37,353.34,338.26,323.63,338.07,351.81,348.25,317.47,306.19,301.00,304.11,303.27,278.42
2006-08-05 22:07:55.109000,L5,,,,,,298.88,307.55,318.40,322.61,297.94,299.72,310.25,325.20,307.09,266.41,260.77,261.48,265.60,282.40,212.74
2006-08-28 22:14:23.601000,L5,332.62,314.89,322.90,315.36,343.78,337.52,348.88,359.02,356.62,346.07,340.22,343.71,343.99,338.82,305.78,298.87,291.64,298.72,302.92,281.16
2006-09-13 22:14:35.259000,L5,,,,,,304.85,312.64,326.94,327.43,286.96,278.78,293.59,315.81,294.26,254.06,,,,,
2006-10-08 22:08:40.914000,L5,,,,,,,,,,,,,403.28,382.33,311.03,304.32,300.09,309.95,309.98,280.52
2006-11-25 22:09:07.763000,L5,330.47,307.49,306.78,318.70,333.53,326.63,322.32,319.94,,,,321.94,329.84,340.98,323.39,315.44,316.79,320.76,314.24,216.62
2006-12-11 22:09:16.015000,L5,350.82,339.92,336.82,351.70,361.06,358.43,351.60,363.23,358.45,354.64,349.02,350.97,354.73,368.19,346.22,335.45,336.87,336.79,337.85,313.48
2007-09-09 22:07:45.163000,L5,,,,,,300.39,296.62,323.06,322.09,310.68,299.22,309.24,327.99,316.31,270.86,265.23,262.38,267.39,267.94,225.30
2008-11-14 21:57:52.281000,L5,342.51,324.27,330.58,327.60,342.21,334.49,337.16,351.40,351.65,340.49,338.65,349.25,,355.45,332.23,319.85,321.78,317.00,320.67,292.78
2008-12-23 22:05:16.170000,L5,,,,,,286.55,289.73,326.12,325.76,316.03,315.39,322.33,324.45,319.81,288.49,282.86,287.73,284.82,287.33,246.70
2009-01-17 21:59:44.398000,L5,,,,,,284.62,270.51,317.51,310.94,313.77,314.60,322.16,318.67,323.60,299.09,294.52,293.48,285.81,289.09,252.96
2010-02-05 22:05:29.575000,L5,,,,,,286.80,281.46,319.98,312.57,310.98,313.85,320.90,325.74,320.99,297.59,290.63,294.18,288.78,286.03,247.59
2010-10-26 22:10:38.745000,L5,326.42,293.40,318.27,329.33,343.04,327.98,335.40,342.25,338.51,329.10,323.56,336.26,368.77,356.24,333.80,325.83,325.33,325.52,323.37,266.35
2010-12-22 22:04:29.137000,L5,336.33,321.68,304.69,321.45,342.48,334.22,347.80,352.68,351.44,350.65,347.09,355.35,359.30,359.38,336.66,327.07,316.97,315.59,310.03,278.82
2011-02-08 22:04:35.159000,L5,,,,,,299.27,309.55,331.79,334.60,306.91,308.18,314.52,316.36,310.81,284.30,278.00,295.05,294.81,294.98,259.31
2011-03-12 22:04:31.079000,L5,,,,,,294.56,304.11,319.93,326.15,305.90,308.06,315.73,322.64,315.56,289.90,281.53,287.02,284.13,283.08,245.30
2013-05-11 22:22:42.945000,L8,311.51,294.88,291.80,296.48,314.13,350.17,353.21,360.47,364.54,354.60,346.01,347.62,351.72,314.25,335.62,332.10,330.27,321.29,309.70,285.16
2013-07-07 22:16:35.929000,L8,,,,,,,,,,288.96,285.98,302.91,317.87,288.76,261.56,254.66,246.88,264.40,,
2013-07-23 22:16:34.633000,L8,309.24,292.04,292.45,291.98,312.74,346.38,350.04,354.82,348.92,312.30,307.67,343.14,387.50,378.91,289.66,286.81,282.14,282.07,310.71,253.03
2013-09-25 22:16:28.938000,L8,,,,,292.23,287.70,295.39,305.03,304.68,289.81,285.91,295.18,313.46,293.34,267.90,,,,,
2013-10-02 22:22:40.460000,L8,,,,,295.22,291.48,298.84,310.62,308.73,290.18,290.50,298.98,312.35,296.73,272.58,266.91,266.79,268.77,263.61,
2013-10-18 22:22:37.411000,L8,,,,,,,,,,,283.30,293.99,306.74,286.65,267.58,257.76,263.37,267.17,263.70,
2013-11-03 22:22:32.045000,L8,307.10,280.38,288.60,293.05,312.86,310.12,317.55,333.59,332.11,313.95,318.39,323.15,329.36,317.24,299.63,297.98,297.31,293.74,294.47,266.29
2013-11-12 22:16:19.914000,L8,,,,,,289.99,294.66,312.44,308.41,296.71,297.04,304.42,311.26,302.89,280.73,274.10,274.83,276.39,275.59,227.66
2013-11-19 22:22:25.407000,L8,,,,,276.21,290.24,294.81,310.58,308.93,298.76,299.24,303.64,309.16,298.80,278.89,274.29,274.68,275.15,273.35,228.61
2014-02-23 22:21:32.043000,L8,,,,,294.36,292.62,299.02,312.01,312.78,303.00,299.70,303.24,312.00,300.93,277.98,273.86,275.44,276.45,276.12,233.15
2014-03-11 22:21:19.920000,L8,,,,,292.52,291.37,294.68,311.90,308.67,301.14,299.06,301.76,311.27,298.10,275.96,271.45,272.83,273.90,275.50,227.14
2014-03-20 22:15:01.497000,L8,304.36,282.49,290.66,289.19,300.71,305.02,306.35,326.35,326.81,310.54,310.90,321.69,327.01,313.44,296.44,291.70,291.74,289.55,310.34,259.42
2014-07-17 22:20:39.943000,L8,,,,,,284.47,291.51,302.78,303.77,286.33,276.14,294.87,312.79,279.48,,,,,,
2014-08-02 22:20:46.799000,L8,,,,,,289.16,292.78,309.65,307.17,295.07,286.22,298.51,314.46,288.11,260.43,,,,,
2014-08-18 22:20:51.886000,L8,,,,,,287.16,293.69,309.20,306.72,294.26,284.34,293.94,314.30,286.45,,,,,,
2014-09-19 22:20:54.477000,L8,,,,,278.93,287.54,292.73,304.62,305.00,286.21,275.86,289.76,311.45,287.58,,,,,,
2014-09-28 22:14:44.621000,L8,291.28,260.34,,,296.39,295.60,297.42,314.22,310.78,296.97,291.45,301.34,316.56,302.92,273.33,269.41,268.89,271.56,266.77,221.93
2015-03-14 22:20:23.206000,L8,,,,,274.09,288.90,291.64,310.32,309.01,299.02,297.01,303.26,312.79,302.91,282.21,275.53,276.64,276.88,272.83,230.10
2015-07-04 22:20:14.053000,L8,,,,,,285.63,291.08,303.26,307.65,290.94,288.05,302.59,317.20,282.84,262.44,253.02,249.05,266.06,,
2015-07-29 22:14:13.585000,L8,,,,,,278.33,282.17,296.28,279.67,260.15,282.50,297.36,310.98,282.12,,,,,,
2015-08-21 22:20:33.210000,L8,,,,,,285.17,289.64,305.02,304.69,290.73,283.09,294.91,312.41,284.74,,,,,,
2015-11-18 22:14:44.822000,L8,,,,,,267.04,290.79,309.73,308.81,301.29,298.25,302.16,310.18,302.84,279.96,272.89,275.41,274.99,271.94,225.75
2015-12-20 22:14:45.217000,L8,303.08,280.37,269.41,282.68,302.00,300.72,308.98,322.83,331.76,316.83,316.41,321.00,323.43,316.10,294.68,297.54,306.34,307.09,297.90,272.75
2016-01-05 22:14:40.992000,L8,,,,,,286.72,276.79,310.53,311.07,303.20,300.33,304.44,311.04,304.72,281.62,277.90,279.84,281.11,277.90,237.07
2016-03-16 22:20:36.438000,L8,,,,,,287.50,291.45,311.65,310.65,302.98,300.89,303.48,312.06,302.64,282.20,277.62,279.66,279.29,276.08,236.26
2016-04-26 22:14:08.933000,L8,306.14,271.72,230.18,293.49,302.87,305.44,308.06,322.58,329.59,314.31,311.21,318.28,326.91,313.19,294.01,295.47,296.45,291.57,295.33,264.73
2016-05-03 22:20:25.006000,L8,,,,,,,,,,282.04,292.59,298.36,306.04,289.61,270.28,269.41,271.47,271.53,268.89,205.06
2016-05-12 22:14:08.416000,L8,323.83,298.67,306.55,307.35,333.68,336.14,342.35,356.63,365.00,352.00,350.42,350.65,345.78,348.14,331.16,315.95,313.88,312.49,317.93,271.12
2016-06-04 22:20:28.125000,L8,305.06,281.11,296.48,288.22,311.83,314.20,338.02,356.04,343.44,330.55,316.21,326.49,347.03,306.85,330.64,314.10,320.39,305.08,311.72,259.52
2016-07-06 22:20:41.229000,L8,,,,,,286.24,287.05,309.44,305.57,289.56,286.61,299.86,310.93,284.65,,,,,,
2016-07-15 22:14:34.059000,L8,,,,,289.14,290.50,293.99,310.07,309.62,295.44,288.76,303.06,317.07,288.33,270.10,267.87,271.45,267.43,263.12,210.39
2016-09-01 22:14:48.072000,L8,,,,,293.85,288.96,275.39,304.47,280.63,287.92,282.59,294.20,311.91,285.68,,,,,,
2016-09-08 22:21:00.541000,L8,,,,,294.63,294.86,293.87,313.63,308.71,298.31,286.25,297.65,315.65,292.25,269.02,265.13,269.72,266.85,264.26,
2016-11-27 22:21:07.723000,L8,305.79,286.10,289.37,305.16,336.44,314.16,313.89,339.19,341.44,332.17,332.28,323.24,368.62,360.37,341.58,364.52,,,298.57,266.22
2017-01-30 22:20:50.623000,L8,,,287.70,292.71,315.75,347.20,352.78,357.19,360.03,312.17,341.77,345.50,334.82,316.70,291.92,286.51,292.18,303.87,305.12,281.88
2017-02-08 22:14:34.654000,L8,,,282.59,283.99,299.29,303.87,300.60,321.30,320.82,308.95,311.10,312.05,317.06,310.49,286.62,281.00,288.64,289.11,287.35,273.13
2017-04-04 22:20:20.280000,L8,,,,,,288.99,292.13,308.76,311.93,300.71,298.65,302.11,310.19,295.26,276.78,273.64,279.82,277.48,272.62,223.46
2017-04-20 22:20:11.117000,L8,,,,,,289.57,293.00,310.21,310.01,299.82,300.08,303.05,311.35,294.48,278.68,274.70,275.75,275.06,271.06,224.43
2017-05-06 22:20:07.089000,L8,,,,,295.93,295.36,295.84,315.31,315.67,304.28,303.32,308.24,316.04,295.73,281.07,277.03,280.52,279.14,278.60,227.78
2017-07-09 22:20:35.589000,L8,303.94,285.93,283.32,289.64,308.72,305.26,311.80,320.91,330.33,317.06,321.68,324.21,335.86,314.98,294.76,289.44,290.19,287.90,288.50,254.38
2017-08-03 22:14:35.682000,L8,,,,,,287.12,288.93,306.55,304.76,287.14,280.17,297.14,312.04,284.92,257.49,,,,,
2017-09-27 22:21:00.343000,L8,,,,,294.60,295.49,296.02,312.61,311.83,301.61,295.55,301.08,315.62,302.89,275.54,268.57,274.36,270.91,265.18,
2017-11-30 22:20:56.190000,L8,291.50,269.52,255.44,281.53,301.34,302.68,302.02,320.87,324.99,311.68,313.17,315.97,320.03,313.02,293.38,290.39,292.32,290.02,287.87,262.34
2017-12-25 22:14:47.702000,L8,,,,,,287.10,295.38,315.10,318.30,308.27,298.47,305.30,317.96,302.58,277.52,273.18,284.15,285.48,282.92,251.76
2018-01-01 22:20:56.342000,L8,306.60,291.61,292.15,294.70,307.82,312.66,339.37,351.73,354.78,342.52,340.23,346.19,343.40,333.02,333.11,320.86,325.16,320.55,315.25,277.14
2018-02-11 22:14:26.201000,L8,,,,,,260.83,252.61,310.01,312.96,303.05,301.15,304.65,312.37,302.77,284.71,279.43,281.26,278.00,272.44,233.39
2018-02-27 22:14:19.470000,L8,,,285.74,282.01,297.74,299.54,300.76,321.78,325.90,308.16,307.99,312.86,320.66,310.41,295.14,288.78,290.13,288.37,283.98,245.93
2018-03-06 22:20:26.446000,L8,298.65,286.92,287.97,289.74,300.71,305.20,303.95,340.42,346.11,338.08,322.72,323.42,331.94,315.06,332.74,323.44,318.06,309.91,302.77,259.04
2018-04-16 22:13:54.370000,L8,306.95,293.02,298.29,330.27,317.65,335.24,342.19,354.49,353.13,343.53,334.08,342.85,346.50,323.36,330.45,325.27,322.76,322.16,303.90,261.48
2018-05-18 22:13:34.690000,L8,,,,,,,,,,255.11,290.70,297.97,306.00,283.75,269.72,254.76,264.30,,,
2018-07-12 22:19:56.652000,L8,291.75,284.94,290.86,287.80,306.31,306.08,312.49,341.28,331.71,309.86,307.98,317.60,336.69,307.55,285.38,281.85,283.92,280.97,273.80,230.57
2018-07-21 22:13:49.390000,L8,293.10,275.66,288.18,291.02,302.37,307.51,309.43,332.97,335.16,333.18,308.43,320.31,338.65,306.79,282.54,281.31,284.69,280.54,281.38,256.39
2018-08-29 22:20:19.957000,L8,300.78,282.46,290.65,289.54,306.01,308.75,312.39,324.14,329.62,333.36,318.87,320.77,334.82,319.28,290.51,289.32,290.42,290.65,287.91,245.54
2018-09-07 22:14:12.130000,L8,,,,,294.16,294.60,296.71,314.56,315.90,298.59,289.68,299.83,318.46,297.27,270.49,264.44,267.72,267.30,260.25,
2018-11-10 22:14:32.733000,L8,296.45,282.82,285.27,287.37,302.47,307.10,308.39,331.19,332.93,313.87,311.56,320.55,327.72,317.97,296.24,294.06,292.26,290.72,292.40,251.93
2018-12-28 22:14:29.227000,L8,291.73,266.93,,278.04,298.16,301.75,301.51,320.50,327.10,312.94,313.28,311.90,320.50,311.38,290.73,290.61,293.68,290.80,286.55,258.22
2019-02-14 22:14:21.185000,L8,,,,,,286.20,281.67,311.21,312.63,302.38,302.67,305.77,312.27,301.85,280.65,276.87,280.13,277.93,273.17,231.56
2019-02-21 22:20:30.485000,L8,299.61,285.90,277.41,290.49,302.39,305.49,305.61,347.16,342.09,343.53,334.74,332.99,333.29,315.24,326.47,316.13,311.86,307.25,303.01,263.41
2019-03-02 22:14:17.011000,L8,,,,,,285.36,276.63,307.32,311.78,303.21,301.74,303.55,311.33,299.00,278.71,273.92,279.84,278.53,272.81,232.17
2019-05-28 22:20:29.609000,L8,,,,,,288.93,294.17,307.75,312.43,289.79,283.71,299.97,309.71,287.70,,,,,,
2019-09-10 22:14:51.565000,L8,,,,,288.80,289.78,293.88,310.32,309.81,291.35,284.66,296.14,312.16,291.86,254.95,254.22,263.28,261.20,,
2019-09-26 22:14:56.917000,L8,,,,,293.05,293.13,294.35,304.01,316.98,287.23,268.33,296.45,313.72,299.31,270.12,258.84,267.67,266.35,261.65,
2019-11-13 22:14:57.837000,L8,292.49,263.41,231.24,288.32,300.89,303.21,306.39,314.23,320.85,307.22,306.83,310.85,320.03,319.88,290.71,288.19,291.07,287.02,,
2019-11-29 22:14:55.870000,L8,,,,,,368.78,361.43,363.20,370.10,363.10,364.12,372.06,370.62,,,,,,,
2019-12-22 22:21:03.498000,L8,,,,,293.25,299.23,297.75,316.72,314.57,305.67,307.25,309.86,314.94,307.86,289.15,285.47,287.42,286.31,280.88,231.45
2020-01-23 22:20:55.593000,L8,,,228.46,282.17,296.66,304.00,305.60,322.67,351.12,330.03,322.56,328.17,330.97,313.73,306.72,300.74,309.14,313.27,280.08,267.14
2020-03-04 22:14:32.767000,L8,,,,,292.12,292.31,294.98,313.06,317.76,307.02,305.24,308.91,315.29,304.62,286.53,282.72,284.45,283.04,278.60,230.26
2020-04-12 22:20:24.358000,L8,,,,265.81,293.25,294.65,300.85,313.38,320.29,304.03,304.76,309.64,318.56,303.07,282.03,281.44,282.23,279.80,277.23,229.12
2020-05-14 22:20:12.530000,L8,,,,,,293.30,297.15,311.77,316.96,301.09,302.55,307.86,318.21,296.23,277.23,273.64,276.82,275.45,269.80,224.67
2020-05-30 22:20:16.612000,L8,,,,,,293.40,296.21,312.66,313.89,300.65,301.00,307.17,317.44,292.25,275.98,268.39,274.77,272.84,269.77,222.09
2020-07-10 22:14:27.456000,L8,,,,,,289.68,292.97,312.39,309.88,292.71,294.26,305.26,318.17,284.82,260.95,,,,,
2020-07-17 22:20:40.662000,L8,,,,,,,,296.21,278.91,262.43,274.86,290.88,308.25,274.70,,,,,,
2020-07-26 22:14:32.385000,L8,298.21,267.33,267.00,288.88,304.47,306.16,309.46,342.02,329.37,312.28,315.64,321.64,340.97,312.64,286.89,286.32,287.62,282.65,278.60,231.61
2020-08-27 22:14:44.105000,L8,,,,,294.01,298.04,299.49,315.49,317.11,300.89,291.89,301.17,318.16,294.98,270.85,265.16,269.43,269.15,259.74,222.40
2020-10-14 22:14:56.808000,L8,299.11,271.26,293.72,295.62,312.67,316.56,315.94,333.51,338.17,326.45,323.45,323.48,326.97,322.60,300.60,296.37,295.83,294.98,292.22,247.33
2021-02-19 22:14:39.648000,L8,,,,,,285.15,289.87,309.13,311.30,300.94,300.04,302.62,309.49,299.04,280.82,274.31,278.60,274.04,266.19,222.67
2021-03-30 22:20:34.287000,L8,302.75,268.97,286.35,285.97,313.66,320.65,318.78,350.13,343.63,328.98,321.10,327.56,336.57,316.98,322.19,306.76,306.87,303.87,305.03,272.78
2021-05-01 22:20:19.495000,L8,,,283.51,291.18,309.17,333.42,323.14,296.52,,,385.40,316.49,325.87,306.20,260.81,293.92,296.29,294.63,,
2021-05-17 22:20:24.395000,L8,,,,,,286.22,290.11,312.78,307.69,293.06,298.31,304.87,315.36,289.08,269.65,,,,,
2021-06-11 22:14:25.766000,L8,,,,284.96,303.21,313.42,311.85,332.16,331.70,313.62,311.06,323.24,338.20,305.17,293.10,290.14,290.08,285.14,285.30,232.78
2021-08-30 22:14:49.951000,L8,,,,,295.19,293.45,298.61,313.43,318.14,301.28,294.57,301.60,315.35,302.53,272.90,262.81,270.09,267.69,262.70,
2021-09-22 22:21:05.391000,L8,,,290.73,287.99,303.69,309.08,312.94,325.43,330.77,312.49,308.39,310.94,320.96,311.74,288.56,287.88,286.49,281.47,279.43,229.01
2021-11-02 22:15:01.893000,L8,,,,,,294.20,296.03,312.24,312.37,302.64,302.85,305.81,309.18,298.85,282.20,277.36,280.42,276.64,268.53,220.70
2021-11-18 22:14:56.496000,L8,295.04,274.90,231.64,281.51,300.64,308.81,311.09,322.90,329.54,317.04,313.74,320.90,320.66,312.68,296.94,294.32,294.26,290.24,289.88,254.31
2021-12-11 22:21:08.661000,L8,,,,,,,,,,,,,304.44,297.87,279.81,284.00,285.83,282.34,274.76,220.03
2021-12-12 22:14:55.412000,L9,,,226.02,259.44,299.15,310.90,308.93,328.26,330.61,320.29,321.27,320.14,320.18,313.87,300.32,294.90,300.59,296.00,293.36,260.11
2021-12-19 22:21:04.274000,L9,,,228.67,265.12,299.43,309.15,311.01,321.43,329.25,318.72,313.22,320.00,320.64,312.90,295.37,294.37,295.16,290.73,286.79,261.43
2021-12-20 22:14:55.954000,L8,302.26,287.83,292.62,303.05,320.25,322.43,324.85,338.96,343.89,339.04,333.21,329.45,332.75,325.76,310.47,306.25,307.10,303.25,302.16,269.14
2022-01-13 22:14:50.477000,L9,297.19,275.10,253.49,280.23,296.84,300.67,305.48,320.52,329.31,316.82,312.82,318.36,319.68,311.63,295.17,293.12,293.13,289.81,284.24,259.25
2022-01-28 22:20:55.692000,L8,293.89,265.76,,258.72,287.60,303.89,300.75,319.95,328.51,314.14,309.94,318.63,320.52,311.33,294.38,292.34,292.29,287.81,282.59,260.55
2022-02-06 22:14:44.088000,L8,296.30,263.51,228.54,265.86,295.13,301.45,306.17,320.66,329.49,317.61,314.38,320.97,321.56,313.33,295.12,292.67,292.85,289.55,287.09,257.27
2022-02-13 22:20:52.491000,L8,,,227.58,281.08,297.08,306.06,306.22,321.32,329.25,315.20,310.44,320.05,322.68,311.11,295.69,293.28,292.55,288.85,284.12,260.06
2022-02-22 22:14:38.338000,L8,,,,,,285.04,290.91,311.84,317.86,305.43,302.79,307.61,312.31,301.41,286.22,283.01,281.70,277.28,268.07,227.81
2022-03-01 22:20:48.516000,L8,300.76,268.14,282.98,285.93,303.23,310.29,313.91,327.85,333.82,321.16,318.41,321.54,326.64,313.74,302.06,297.14,297.79,290.73,285.83,259.89
2022-03-02 22:14:37.725000,L9,299.81,278.52,285.47,290.92,300.07,309.79,311.00,337.04,330.86,317.88,315.32,321.55,323.56,313.42,301.76,295.07,298.30,289.22,286.06,260.01
2022-03-09 22:20:49.257000,L9,,,,,,294.99,299.83,315.77,323.68,309.30,305.23,303.58,,,,,,,,
2022-04-02 22:20:31.499000,L8,301.89,268.69,232.93,291.15,305.09,313.38,317.09,358.32,366.01,340.87,362.11,375.38,353.28,313.55,336.58,337.55,329.71,325.40,316.12,270.74
2022-04-10 22:20:41.030000,L9,,,,,,287.95,291.25,314.81,321.81,307.18,304.18,310.96,314.69,301.80,285.72,286.35,284.74,279.42,272.11,256.55
2022-05-04 22:20:37.713000,L8,,,,,,290.59,294.03,314.68,317.98,303.04,302.32,307.76,314.77,292.85,285.74,283.40,280.75,276.92,272.48,227.59
2022-05-28 22:20:18.438000,L9,,,,,292.47,297.39,300.01,319.40,322.11,304.30,304.39,313.23,322.48,295.90,286.18,286.32,281.78,278.47,277.87,226.43
2022-06-05 22:20:51.340000,L8,,,,,,289.75,294.88,313.27,315.37,297.29,298.85,306.70,316.82,291.03,277.21,281.69,275.38,271.58,270.42,222.06
2022-07-15 22:20:36.379000,L9,308.49,311.40,338.21,327.12,318.96,328.21,351.62,358.28,361.07,347.74,336.28,342.95,353.00,348.56,331.55,329.17,305.80,310.97,312.47,255.82
2022-07-31 22:20:51.284000,L9,,,,,,285.40,292.07,314.82,316.63,292.86,289.12,302.29,320.30,284.11,261.30,,,,,
2022-08-08 22:21:16.880000,L8,,,,,,280.85,289.92,307.76,315.05,291.10,282.95,298.16,314.37,286.10,258.55,,,,,
2022-08-24 22:21:19.767000,L8,342.41,335.91,339.79,353.79,362.44,361.88,355.03,366.53,377.35,365.83,368.87,372.93,381.43,394.83,,,,,,
2022-08-25 22:14:50.743000,L9,297.70,267.45,289.17,290.85,303.49,309.31,313.16,335.02,332.04,312.53,309.19,314.85,332.34,311.27,288.85,287.27,284.87,277.53,272.87,233.64
