dates,satname,nzd0538-0000,nzd0538-0001,nzd0538-0002,nzd0538-0003,nzd0538-0004,nzd0538-0005,nzd0538-0006,nzd0538-0007,nzd0538-0008,nzd0538-0009,nzd0538-0010,nzd0538-0011,nzd0538-0012,nzd0538-0013,nzd0538-0014,nzd0538-0015,nzd0538-0016,nzd0538-0017,nzd0538-0018,nzd0538-0019
1999-11-05 22:13:40.966000,L7,313.25,310.74,284.33,321.56,318.36,373.28,361.82,388.31,371.78,359.30,361.48,354.05,368.40,390.93,385.78,338.42,347.87,344.84,355.81,
1999-12-07 22:13:41.663000,L7,334.15,321.26,324.80,332.91,320.27,339.15,330.61,344.10,332.91,325.02,317.50,,339.25,335.23,310.08,306.25,303.17,283.86,309.09,235.15
1999-12-16 22:07:33.708000,L7,,,,,,285.39,286.31,285.62,286.11,287.95,296.12,286.81,,,,,,,,
2000-09-20 22:11:14.930000,L7,328.69,276.08,252.98,282.38,338.46,287.68,288.91,313.96,284.63,291.86,296.15,339.61,332.74,301.82,270.51,265.58,266.74,267.63,269.50,226.64
2001-02-11 22:11:12.788000,L7,335.91,345.72,350.17,351.16,356.75,355.31,356.85,366.74,379.45,353.87,352.75,359.93,365.45,304.59,273.27,264.64,291.10,276.22,256.15,269.81
2001-02-20 22:05:00.525000,L7,299.65,333.79,274.92,343.06,349.02,288.72,371.03,387.25,391.07,370.63,366.01,371.12,378.42,393.11,330.10,324.34,320.82,334.63,332.02,
2002-01-29 22:09:33.112000,L7,320.02,308.91,315.47,311.52,,,,,,,,,,334.19,302.83,297.12,291.14,305.95,311.12,269.54
2002-03-11 22:03:31.366000,L7,,,,,,,355.70,412.78,392.95,379.38,366.51,375.44,376.76,,355.92,348.62,341.66,355.17,358.54,310.85
2002-04-12 22:03:25.302000,L7,,306.72,317.64,330.09,333.38,,384.39,392.53,401.37,377.91,361.14,372.61,370.69,346.47,302.78,300.37,305.30,275.88,,318.72
2002-09-10 22:08:43.416000,L7,335.67,348.21,343.38,289.35,345.11,330.86,369.92,390.63,381.52,358.53,351.60,356.00,361.32,367.94,367.98,262.41,271.63,277.68,269.52,225.93
2003-02-01 22:09:21.746000,L7,342.01,324.44,329.89,340.95,339.32,342.17,327.26,334.82,332.65,323.51,,,357.83,367.36,346.31,379.91,319.00,273.20,294.71,276.61
2003-03-21 22:09:27.545000,L7,,318.89,323.64,328.15,335.69,295.02,332.91,341.41,335.02,,,,350.06,363.85,308.63,318.54,322.33,328.40,352.68,311.03
2003-08-13 21:51:32.649000,L5,330.19,321.45,325.04,331.12,335.18,337.19,332.16,350.31,347.39,332.11,325.80,339.85,354.31,341.27,306.13,302.07,304.20,309.48,303.78,274.74
2003-10-07 21:58:35.519000,L5,342.12,317.32,326.07,325.96,334.40,322.26,326.87,341.47,343.18,327.22,327.28,336.92,347.66,348.58,309.69,306.31,305.52,305.79,309.47,271.88
2003-11-17 21:52:57.120000,L5,,,,,,,,,,,,316.24,320.61,308.22,299.82,293.56,297.32,303.79,295.13,261.04
2003-12-26 21:59:30.091000,L5,339.63,318.97,316.64,326.19,335.87,315.88,314.23,335.49,336.69,326.28,323.81,337.13,356.29,357.56,328.73,316.12,321.64,322.98,324.30,274.11
2004-01-20 21:53:24.777000,L5,322.94,298.86,305.91,298.84,318.08,313.73,326.34,343.71,346.62,334.02,331.37,335.67,348.82,338.99,310.88,306.00,317.52,318.07,313.88,280.65
2004-03-31 21:59:59.745000,L5,,,,,,283.88,289.64,310.31,310.90,300.70,313.86,321.60,328.76,315.34,296.56,289.36,289.39,279.66,283.79,247.02
2004-05-18 22:01:26.569000,L5,,,,,,286.26,291.98,304.49,305.00,300.97,302.16,312.81,314.85,296.57,274.28,269.16,275.78,278.22,279.05,231.44
2004-06-12 21:55:59.429000,L5,,,,,,297.81,298.83,322.01,314.50,309.58,307.54,317.83,329.63,287.32,271.42,269.09,271.39,263.37,280.39,224.00
2004-07-30 21:57:15.668000,L5,332.56,324.94,328.60,319.00,332.17,327.14,330.40,344.96,345.49,329.55,329.79,335.30,348.59,339.28,298.19,301.98,291.24,295.16,305.64,268.23
2005-01-13 22:06:52.927000,L5,337.42,321.53,327.85,324.31,340.63,337.72,336.52,337.51,335.80,325.56,324.23,329.72,336.97,333.45,325.99,318.37,323.43,321.60,325.09,292.50
2005-02-07 22:01:03.020000,L5,,,,,,292.60,289.26,319.78,326.65,321.54,316.87,314.52,321.70,329.29,281.88,,,,,
2005-02-14 22:07:21.106000,L5,,,,,,305.36,311.11,326.47,326.47,301.73,303.94,315.53,319.10,311.01,280.66,277.54,297.48,299.14,298.14,266.86
2005-06-15 22:02:10.206000,L5,,,,,,281.10,295.40,313.14,310.09,306.55,304.89,318.11,325.81,297.32,268.94,269.48,267.40,269.81,271.63,241.69
2005-06-22 22:08:22.866000,L5,334.27,328.50,334.82,324.87,335.98,340.52,344.21,353.56,354.77,342.58,346.24,350.51,362.68,361.74,312.95,309.01,309.16,317.26,310.76,279.51
2005-08-09 22:08:46.932000,L5,,,,,,291.14,308.31,320.56,318.16,309.85,303.27,316.84,314.38,296.99,260.21,257.86,264.89,258.13,258.89,216.77
2005-09-10 22:08:55.708000,L5,,,,,,304.20,309.56,321.45,323.76,305.79,301.19,303.87,309.85,299.79,263.47,260.45,260.05,268.08,272.34,234.56
2005-11-06 22:02:46.848000,L5,328.25,304.58,318.96,318.86,332.89,335.67,341.84,361.58,358.16,351.03,346.18,351.02,350.42,343.66,311.83,308.33,306.74,311.35,310.65,284.09
