dates,satname,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062,nzd0269-0065,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0070,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126,nzd0269-0064,nzd0269-0074,nzd0269-0080,nzd0269-0081,nzd0269-0063
2008-02-25 21:56:48.941000,L5,314.98,324.55,327.43,322.79,325.25,316.39,320.93,319.81,321.86,323.49,319.16,324.75,332.42,309.60,318.18,321.86,314.00,319.36,319.36,316.70,316.81,324.08,320.66,320.87,319.42,307.44,289.66,294.40,285.38,294.85,291.03,288.24,287.01,290.56,270.56,258.97,256.27,287.15,288.97,290.66,289.36,291.92,291.45,296.13,284.45,287.45,290.49,296.28,296.69,295.20,291.97,291.91,288.20,285.66,272.90,,,,,263.91,190.73,283.06,289.09,306.84,314.36,310.59,305.45,306.95,295.24,288.54,288.67,284.82,276.99,276.09,278.53,285.30,278.24,277.65,291.63,291.83,284.94,286.39,292.93,302.35,289.72,302.62,303.25,300.93,294.50,295.02,283.54,269.36,317.08,315.13,309.05,303.41,300.66,309.35,302.55,290.92,305.92,301.06,317.93,317.15,296.83,280.59,257.94,270.64,279.45,299.22,296.14,341.04,314.19,304.81,301.75,,,,,,,,304.08,,279.45,268.05,307.83
2009-11-26 21:56:52.561000,L5,326.57,338.97,342.97,337.83,339.69,337.40,330.60,331.95,327.31,321.61,323.25,322.50,337.61,327.10,322.79,331.33,323.32,321.95,323.16,312.17,321.89,322.20,321.14,329.19,325.89,323.65,311.63,320.49,315.03,317.92,307.88,296.36,297.70,295.86,281.26,263.07,271.99,305.88,306.76,309.45,310.76,304.21,308.74,307.13,296.50,306.81,310.56,310.47,305.54,313.12,307.98,314.41,304.11,302.44,290.36,236.93,,,198.63,273.51,174.06,180.47,207.84,221.46,325.58,321.58,319.31,311.41,313.37,300.84,301.14,299.40,289.03,292.53,299.06,291.23,291.64,287.05,297.55,308.95,305.54,311.72,312.73,330.08,325.36,327.56,331.35,329.54,338.48,312.01,314.59,320.33,337.39,341.44,332.80,331.92,337.04,339.50,328.24,330.13,337.88,341.05,348.95,360.87,381.07,300.57,285.07,296.71,310.08,326.31,336.53,341.00,348.89,350.80,334.20,351.17,360.07,349.66,321.22,322.61,321.34,329.72,239.55,,295.97,284.27,229.07
2010-01-13 21:57:13.219000,L5,361.67,402.84,370.40,377.56,388.25,385.48,407.95,367.49,379.88,382.90,363.71,361.74,349.60,355.72,349.62,335.60,330.76,352.44,338.49,360.32,330.02,338.32,353.18,342.45,348.34,368.88,358.74,377.90,407.95,422.77,320.50,311.38,307.00,317.87,339.16,337.25,329.68,358.00,322.77,317.98,368.16,410.45,304.95,314.15,301.10,323.92,333.91,335.10,328.80,359.38,359.15,359.82,314.19,313.13,324.97,237.79,260.39,514.77,542.63,331.51,168.95,183.62,213.90,212.21,191.43,368.04,359.84,340.23,316.74,322.11,328.29,343.81,339.87,309.84,316.94,302.16,310.46,305.67,317.95,342.64,345.37,336.15,354.48,353.84,417.58,333.17,321.90,375.80,361.44,370.81,358.56,363.23,382.32,386.62,394.55,398.25,385.21,373.10,340.02,389.49,378.11,340.73,349.43,349.26,354.61,324.32,327.96,330.38,359.25,354.20,383.30,451.51,412.91,461.53,353.57,359.35,339.80,344.79,359.63,340.17,340.82,342.73,237.61,334.95,304.21,323.10,231.03
2010-01-29 21:57:17.114000,L5,333.04,346.98,345.28,373.59,359.51,376.42,354.17,347.27,335.23,325.13,329.23,326.20,323.32,313.71,320.17,335.19,323.27,319.78,325.61,335.06,325.19,319.88,339.37,327.23,323.16,306.05,303.94,323.10,308.13,315.08,306.96,315.02,305.41,293.48,281.41,278.79,271.79,293.62,328.30,295.37,301.32,301.18,303.91,307.98,299.78,303.97,296.13,296.10,303.08,299.75,298.07,298.68,291.64,297.36,286.58,227.27,250.59,275.82,300.07,295.70,327.11,180.55,213.47,223.80,201.48,180.27,200.10,221.62,208.33,183.14,300.37,298.23,282.50,286.75,299.33,319.46,311.00,299.57,304.70,293.31,300.37,299.98,294.35,308.59,303.69,313.25,314.13,320.11,325.95,348.51,352.65,380.40,350.62,346.65,334.14,356.62,335.61,325.01,317.73,321.42,331.20,343.60,341.46,352.68,326.73,312.87,328.11,345.14,324.38,353.37,332.30,342.26,347.71,339.91,340.81,335.87,328.22,318.76,319.47,322.42,311.09,330.32,238.83,269.26,303.81,296.21,229.56
2010-12-31 21:56:20.363000,L5,296.90,324.58,325.92,321.25,312.06,310.81,306.26,311.70,309.31,299.31,302.14,304.17,322.12,305.91,311.45,313.18,305.17,300.90,299.02,303.42,300.56,294.10,292.94,299.97,304.08,289.00,277.54,288.65,283.94,280.17,269.04,261.85,260.75,255.20,255.72,254.16,249.25,279.83,275.84,279.29,285.72,283.42,273.61,284.97,273.79,282.93,274.82,266.01,277.01,280.74,285.19,288.72,280.18,272.34,261.27,,,,,255.47,272.79,277.53,267.33,,286.06,286.42,281.77,,,270.65,279.25,281.60,249.35,264.55,273.16,273.61,260.77,261.16,276.20,282.97,278.60,285.27,285.59,299.08,288.94,301.14,303.43,284.61,225.03,185.46,,,,309.28,189.52,198.44,274.96,298.72,290.09,286.01,294.54,302.79,,,,,241.79,277.73,288.51,290.90,297.12,268.78,,,,,,,,,,,,,267.68,255.10,
2011-01-16 21:56:21.862000,L5,341.92,355.72,349.75,337.29,338.98,330.90,332.02,333.27,347.22,360.07,363.82,339.81,342.09,343.03,339.63,325.65,316.07,319.44,316.65,317.29,325.12,332.26,342.39,341.12,340.87,330.14,332.77,327.46,301.76,308.90,299.40,298.54,304.78,295.92,293.13,298.42,291.34,305.61,303.88,311.64,299.96,299.86,301.29,300.02,296.23,303.19,312.51,309.34,313.35,316.74,311.01,313.93,307.06,291.16,283.13,242.49,,241.41,268.95,299.41,170.61,194.31,218.11,220.29,182.85,332.68,327.41,316.40,312.51,314.92,319.62,310.49,303.16,303.95,302.51,294.15,287.74,293.41,305.77,310.53,314.87,322.51,322.60,329.37,322.98,319.61,314.31,337.89,316.22,309.83,301.49,316.58,342.99,340.91,335.42,337.86,340.28,339.27,313.57,313.94,323.96,331.75,340.17,342.72,337.83,319.76,305.80,316.92,340.63,333.12,333.59,334.40,344.89,337.85,320.37,323.05,325.85,325.04,319.64,319.52,318.51,335.05,239.40,313.93,294.51,289.39,234.17
2013-05-13 22:08:23.242000,L8,345.45,353.14,356.19,356.69,359.32,355.84,372.43,377.25,385.06,406.64,449.03,420.06,413.99,410.34,422.16,405.86,428.25,431.98,402.17,404.31,413.16,451.11,411.60,388.06,355.79,390.61,416.93,409.45,418.00,469.81,444.89,403.35,394.06,416.79,426.68,422.79,424.49,413.56,408.37,354.43,340.97,383.21,382.17,367.23,393.04,393.34,416.17,405.31,421.93,400.01,437.95,430.79,430.61,446.98,446.58,439.37,464.11,423.00,405.81,384.83,376.70,355.49,363.58,437.64,438.31,431.49,386.31,410.54,418.10,429.76,417.48,387.38,354.79,391.05,367.28,366.68,395.01,376.54,402.49,447.64,424.49,425.49,410.31,415.45,439.86,447.67,481.22,442.53,428.72,393.06,423.82,406.98,391.36,402.45,392.46,391.33,375.74,408.26,386.25,414.38,426.30,454.37,450.66,425.04,466.69,377.13,341.83,373.76,376.44,379.21,425.43,438.93,435.47,459.51,407.72,446.70,419.81,366.74,387.79,374.64,375.73,381.48,433.13,374.19,372.78,381.85,407.99
2013-08-17 22:08:27.088000,L8,316.00,342.60,348.50,337.97,351.36,343.73,341.29,338.10,362.09,381.89,384.57,386.22,374.75,310.11,469.08,458.32,444.69,452.64,460.59,399.95,362.18,387.94,380.05,386.28,381.66,371.92,369.92,299.73,367.55,354.12,451.03,433.87,427.83,384.42,272.99,376.27,377.40,376.00,291.74,288.62,295.73,304.76,300.37,286.60,286.63,292.07,308.34,297.15,295.77,305.51,299.88,299.94,291.72,294.96,281.37,238.13,,,205.84,268.88,379.67,365.65,400.45,318.65,315.40,314.16,299.73,309.31,297.28,300.46,300.70,296.67,223.92,221.07,319.18,286.63,286.40,364.75,333.34,367.50,375.00,337.73,373.32,370.34,391.30,399.35,383.23,379.88,382.65,332.64,370.06,325.03,354.10,436.73,429.29,424.19,334.26,372.50,363.93,367.81,362.72,339.90,348.65,351.90,340.61,404.79,360.91,368.82,337.00,369.13,341.95,357.49,349.42,338.92,338.24,328.62,334.35,387.22,385.35,344.93,362.99,392.65,288.76,360.61,306.61,289.13,419.39
2013-09-02 22:08:28.553000,L8,369.74,361.92,356.97,355.44,354.28,347.51,341.95,357.07,352.17,382.08,394.46,407.06,407.64,405.83,400.67,396.23,396.83,394.65,430.40,425.19,433.10,410.64,384.77,444.82,443.18,413.37,404.25,427.74,421.85,432.00,417.69,417.23,417.57,404.28,417.28,396.63,396.85,395.90,397.82,339.77,368.28,372.01,371.33,372.37,340.56,339.64,399.62,402.94,432.78,422.11,434.13,427.55,465.19,466.57,445.01,495.17,540.43,473.31,489.68,332.07,350.29,442.26,438.22,429.47,404.61,398.65,384.92,375.60,375.95,374.43,354.86,347.14,341.47,332.62,366.72,388.23,369.50,369.62,383.20,395.76,426.89,414.93,432.54,423.44,453.30,478.87,437.36,438.79,421.62,420.66,399.01,392.46,392.63,391.16,367.61,352.50,346.72,474.88,493.18,437.78,466.23,478.06,423.56,406.93,388.21,389.23,349.45,355.51,369.46,360.77,418.91,363.91,529.86,441.92,378.51,384.50,485.33,353.88,402.76,385.66,426.30,425.33,480.50,350.70,409.12,375.37,444.31
2013-11-21 22:08:01.711000,L8,451.25,449.17,422.46,351.51,351.68,345.91,349.96,336.73,343.93,338.84,350.14,395.25,400.59,383.28,373.36,381.18,371.64,424.05,366.42,391.16,384.32,375.53,409.96,361.63,396.90,363.69,371.87,422.03,420.87,425.03,434.45,434.09,347.80,368.74,374.30,411.12,412.34,401.94,389.04,391.11,351.11,322.39,380.20,371.88,337.87,355.14,367.85,345.08,387.03,325.05,332.40,340.84,365.69,367.00,356.03,302.64,281.18,339.64,324.91,323.59,174.83,189.11,221.21,189.01,190.71,181.26,196.59,199.62,190.38,183.70,339.43,360.33,352.55,378.66,341.62,405.55,376.04,354.72,361.92,354.94,390.61,390.65,375.54,368.36,379.78,384.23,383.66,381.15,381.74,383.21,378.80,387.90,390.71,373.76,382.16,372.91,357.76,357.69,369.97,343.55,351.58,399.04,386.85,395.11,418.30,365.08,326.26,351.31,520.62,442.38,364.98,361.30,363.30,363.94,412.50,373.48,383.09,362.35,355.56,336.66,347.43,354.90,187.06,375.74,374.04,353.89,237.66
2014-01-24 22:07:33.459000,L8,317.40,317.62,337.47,332.05,327.46,320.57,309.22,309.64,379.88,396.21,409.12,405.03,411.54,447.02,412.00,439.20,442.09,405.44,436.06,459.14,455.43,469.09,456.73,498.01,506.96,495.75,487.81,479.58,491.83,484.97,304.51,304.11,307.17,305.84,279.52,449.69,439.14,424.26,417.64,419.84,422.68,396.04,390.77,383.36,446.18,456.17,455.50,461.63,473.19,466.97,301.56,308.30,294.17,491.76,479.10,496.09,507.24,,236.92,273.37,283.25,290.47,300.82,312.62,317.41,314.66,317.18,300.46,296.92,199.33,183.48,307.39,292.19,294.61,304.73,285.69,292.83,376.70,363.74,370.23,297.51,313.45,301.90,322.28,304.14,319.08,309.18,315.16,313.33,312.13,306.74,274.98,341.25,359.38,344.44,317.83,326.02,342.45,331.45,328.80,339.43,359.94,352.19,343.18,389.98,304.48,283.84,289.18,311.41,315.80,330.06,344.66,339.62,351.68,339.53,430.51,455.66,385.62,325.91,331.16,311.47,332.11,266.20,,289.90,290.66,296.22
2014-02-25 22:07:08.406000,L8,299.07,304.35,325.19,286.60,299.25,306.71,304.46,303.72,302.09,305.42,354.64,364.07,335.43,305.99,305.64,307.74,306.33,306.30,302.94,293.56,306.26,299.98,311.72,303.73,299.01,291.13,282.47,293.36,289.43,296.26,291.47,283.94,278.95,271.85,252.40,253.20,247.20,263.26,252.62,253.78,269.01,291.34,276.42,281.81,284.06,288.32,293.44,293.24,277.21,232.31,268.97,272.17,274.72,268.20,251.57,,,,,263.13,197.11,281.21,265.25,373.26,273.87,284.91,293.01,282.98,244.56,260.71,237.13,250.65,,,,,,322.69,333.11,276.02,277.71,,,,243.88,230.36,291.91,297.18,295.40,390.51,372.70,369.54,356.49,318.27,369.31,304.96,312.42,335.60,317.62,305.28,322.26,333.41,322.00,329.29,322.44,293.22,276.25,275.23,261.09,266.03,272.85,176.51,279.77,,281.41,279.49,307.94,297.57,304.57,298.23,278.83,,387.68,187.28,,,
2014-04-30 22:06:10.487000,L8,,,,,244.25,264.19,283.09,278.43,270.75,245.27,244.44,274.05,261.11,208.72,222.03,262.96,211.17,270.67,237.22,275.12,248.54,209.37,290.40,298.62,293.90,256.12,258.84,271.80,289.55,306.48,267.51,251.89,240.96,255.39,,,,241.00,235.77,219.63,261.57,258.68,253.57,256.93,212.66,201.72,245.90,243.42,249.32,244.55,265.51,263.62,267.64,249.53,231.21,,,,,,,,,,,,,,,,,,,,,,,,,,179.33,238.08,255.55,272.66,257.70,263.52,239.16,236.21,237.29,269.80,262.34,197.06,287.00,323.08,311.45,266.46,269.64,295.46,247.22,274.97,269.56,270.77,309.38,324.42,301.18,266.36,239.89,254.85,263.91,277.36,271.43,327.36,328.61,,,,,,,,,,,,,,
2014-06-01 22:06:02.776000,L8,532.23,483.39,448.76,359.29,355.41,387.95,364.36,394.97,388.95,420.30,420.99,544.95,501.84,426.02,461.93,459.01,459.16,445.99,474.66,464.98,519.81,494.90,507.54,504.54,450.94,518.60,452.47,439.56,429.43,437.59,450.99,452.36,446.32,478.73,452.33,443.01,424.36,430.79,424.63,390.16,375.11,455.65,438.43,429.70,434.64,446.36,438.22,447.11,439.00,470.28,475.55,517.71,489.75,463.95,534.67,530.86,350.34,381.02,502.58,508.86,520.26,397.14,436.54,457.00,405.08,376.59,433.68,437.73,375.68,386.49,465.39,398.98,391.40,357.51,359.13,373.03,370.35,440.03,421.15,422.15,421.16,405.82,417.42,420.48,420.61,420.23,399.20,421.86,393.80,427.76,404.63,397.14,428.20,409.13,410.15,400.41,412.47,408.10,408.64,384.01,445.86,431.03,424.15,441.53,465.81,440.50,409.69,373.05,420.63,532.50,510.23,478.81,526.82,481.09,415.07,420.59,483.45,378.07,371.99,422.53,397.89,412.73,442.61,381.24,404.66,381.63,443.76
2014-07-03 22:06:14.073000,L8,305.70,308.47,319.84,290.54,297.32,315.11,307.67,348.20,358.73,378.98,395.85,382.03,317.89,249.29,266.34,366.20,356.26,315.20,300.72,308.73,301.51,308.83,306.82,320.88,305.70,276.40,286.49,294.28,290.66,297.77,297.65,290.36,291.52,286.37,263.15,265.99,244.64,282.66,286.00,273.55,291.93,291.88,293.18,233.84,266.58,229.04,263.86,263.70,279.51,281.58,292.29,294.40,288.01,285.09,255.07,241.22,,,,200.45,279.17,288.22,296.98,316.23,219.58,313.37,295.26,311.18,293.43,293.50,296.18,184.95,224.66,287.67,279.64,285.63,284.25,367.42,354.91,349.64,371.10,368.67,389.35,432.46,429.19,421.80,413.13,400.43,373.39,390.50,398.57,388.26,385.96,356.13,314.44,317.78,337.83,333.93,335.82,297.19,351.57,349.08,353.92,349.19,334.32,305.24,278.04,282.10,295.09,300.31,308.73,359.84,336.81,324.50,294.29,325.84,313.70,324.43,313.32,328.05,294.26,,290.46,,287.38,282.98,304.86
2014-08-20 22:06:30.681000,L8,305.89,360.00,371.38,352.27,351.41,352.21,355.60,371.94,385.85,390.17,354.00,376.11,320.13,309.59,309.35,310.71,312.06,311.52,370.81,373.86,371.20,375.50,386.83,400.08,394.98,394.03,400.09,297.79,357.40,358.41,358.15,352.66,284.37,294.03,369.42,390.09,397.70,391.39,285.70,259.93,291.69,295.58,341.92,333.49,327.30,339.76,350.57,358.12,350.98,378.23,377.89,448.50,454.21,460.75,337.08,240.36,,,,270.11,282.10,290.51,295.82,344.86,314.54,204.39,214.07,307.75,293.25,331.35,297.35,295.06,227.57,319.05,370.07,327.97,326.51,336.96,343.04,347.14,363.55,371.06,377.99,368.80,373.74,329.04,308.05,432.91,426.93,432.68,441.96,441.24,358.54,355.32,365.12,360.74,347.36,338.40,334.64,360.98,356.56,349.77,347.59,341.20,421.06,411.09,352.85,358.16,352.12,356.42,371.72,356.92,349.45,337.16,336.68,324.72,318.40,369.45,328.21,377.31,375.26,393.92,340.99,377.14,330.09,315.65,304.52
2014-10-23 22:06:39.356000,L8,340.85,340.26,338.07,340.26,340.83,342.39,344.04,343.42,357.59,368.82,366.87,384.52,404.62,433.95,402.26,408.19,432.94,440.48,380.61,414.74,366.38,538.18,443.83,461.74,469.64,467.18,406.29,399.81,370.73,358.86,433.35,385.29,325.22,344.10,325.02,327.87,386.97,403.96,422.50,392.70,395.98,402.23,341.40,357.03,340.53,350.68,435.78,402.79,333.52,344.03,348.52,346.45,344.78,430.87,411.93,380.33,430.86,383.63,357.50,460.65,439.07,450.81,344.37,363.46,329.72,331.86,332.61,331.42,390.74,392.82,410.22,426.52,386.42,428.59,408.26,387.63,366.34,416.55,408.14,486.75,432.11,428.23,438.30,442.51,422.95,405.75,432.68,332.58,378.58,381.94,407.73,447.11,413.42,408.87,425.29,394.89,397.61,420.69,326.70,379.56,478.71,458.17,413.42,373.51,371.07,332.29,332.75,355.29,360.07,356.33,351.14,349.86,387.47,453.61,369.91,380.15,362.59,350.55,373.75,355.70,355.97,354.46,447.37,407.71,423.56,399.18,430.78
2015-01-27 22:06:23.288000,L8,310.95,415.20,470.65,466.71,485.35,474.35,537.88,443.97,,,,,431.15,465.45,448.39,496.12,447.45,316.80,421.96,319.20,458.58,482.69,433.91,481.03,504.12,472.96,428.39,473.24,464.79,462.36,463.19,463.68,416.78,461.03,456.14,452.72,456.45,436.44,417.58,480.93,377.87,405.88,411.63,,543.91,454.32,449.54,445.07,449.47,414.15,372.31,405.12,409.98,423.34,418.45,436.00,451.73,460.84,479.97,492.58,497.36,510.80,505.58,506.20,493.17,315.73,297.74,411.27,396.76,393.64,402.61,395.52,427.24,370.61,432.91,416.77,418.46,425.70,404.27,410.91,445.70,423.54,298.14,307.66,298.93,316.07,307.24,301.13,308.26,311.75,302.58,281.30,341.80,341.95,329.39,322.52,326.54,334.62,326.62,326.37,334.19,340.66,350.17,356.55,343.19,308.71,286.01,292.57,309.35,315.72,326.18,342.14,346.73,353.62,337.93,333.49,339.78,333.79,323.23,325.65,313.90,335.42,509.16,399.38,419.36,423.07,503.06
2015-02-12 22:06:15.200000,L8,305.49,311.56,334.47,339.61,303.00,326.36,368.72,377.29,378.06,369.32,377.33,365.96,379.08,374.97,414.26,415.00,382.17,439.59,449.36,414.67,315.81,322.89,308.32,320.12,307.60,300.29,298.62,299.42,297.85,304.54,302.14,301.16,305.73,284.53,280.67,263.44,245.94,287.23,289.93,285.08,283.47,297.32,297.42,285.09,292.78,291.50,304.73,302.83,427.11,431.75,414.40,420.43,417.78,422.72,416.54,423.80,436.60,452.68,457.02,465.94,474.51,482.19,484.01,319.89,322.21,315.63,208.23,295.21,293.46,296.28,295.82,299.21,274.95,288.79,286.04,288.63,285.48,294.92,298.73,304.22,302.44,293.86,296.79,304.64,299.09,308.07,308.22,306.09,309.76,310.27,301.11,252.80,337.93,340.50,325.37,321.33,324.19,330.08,324.04,325.17,330.80,339.06,349.18,354.24,341.31,313.06,285.16,346.79,352.70,315.37,323.33,340.69,340.61,337.18,330.60,330.63,351.92,323.69,318.47,326.44,309.67,327.96,317.19,415.78,289.18,289.41,493.35
2015-02-28 22:06:12.396000,L8,527.43,532.02,513.64,496.42,346.48,360.75,355.29,362.62,370.73,356.49,356.39,361.91,374.48,406.10,435.94,431.65,419.46,439.35,393.04,367.54,415.94,446.03,312.43,463.44,308.60,301.85,299.12,434.44,401.58,404.58,402.85,306.88,311.33,307.66,288.03,288.18,251.23,287.76,290.11,288.11,289.63,302.35,301.57,289.13,300.41,292.66,310.38,310.97,320.23,313.50,301.78,307.52,295.76,299.86,292.78,243.37,406.19,420.31,242.75,271.24,284.98,291.43,308.17,320.22,215.32,314.10,305.25,303.80,299.40,301.95,300.80,294.56,277.95,294.72,284.33,296.97,288.08,299.65,300.06,309.46,305.26,295.94,305.12,330.77,400.11,430.77,420.10,415.58,412.06,412.59,408.50,401.79,410.28,366.69,320.50,390.60,398.71,416.09,407.94,406.31,410.62,414.54,425.59,440.15,336.74,306.09,306.42,335.75,312.51,313.68,320.23,358.35,357.88,342.84,330.05,331.81,329.32,321.98,339.75,337.26,346.66,341.24,481.11,382.71,295.19,289.39,299.71
2015-04-01 22:05:49.742000,L8,301.11,328.38,334.48,338.34,336.58,345.48,341.34,465.02,472.00,477.45,497.75,348.83,352.94,357.57,360.31,346.35,327.39,328.09,327.11,333.75,342.75,349.69,357.70,359.08,348.63,332.85,325.18,323.02,325.24,331.41,332.59,322.86,345.60,331.92,362.56,354.42,354.51,331.00,323.52,322.96,329.54,318.34,322.19,325.81,330.88,335.22,348.26,359.30,301.76,319.71,320.24,320.74,359.80,296.49,278.00,244.79,,389.20,387.10,201.52,303.25,286.87,304.68,314.96,294.28,363.32,366.00,359.15,231.20,321.83,326.59,313.50,227.12,314.31,320.32,324.71,322.94,323.99,337.72,330.96,322.37,320.07,365.59,336.82,328.64,329.78,340.02,326.31,321.71,326.31,339.37,326.25,357.56,363.17,352.72,353.91,354.48,361.58,365.36,371.42,364.49,372.94,378.73,370.58,360.14,348.83,312.83,330.73,331.56,333.88,344.08,349.07,349.30,361.78,348.11,342.57,351.83,332.72,329.26,347.77,363.31,367.06,275.46,314.00,309.65,321.78,322.29
2015-06-04 22:05:36.569000,L8,240.46,225.23,207.55,226.75,230.78,270.43,313.07,302.13,224.19,255.47,238.50,224.71,,204.12,226.61,266.80,199.61,266.78,,227.26,211.57,203.86,281.23,288.50,243.81,249.17,253.53,263.62,257.66,264.86,269.04,262.33,268.55,256.37,,,,,,,,,,,213.59,188.07,236.29,225.91,246.54,236.64,261.82,,205.72,246.61,212.54,,,,,,,,,,,,,,,,,,,,,,,,,,188.83,229.13,254.13,294.35,259.49,311.49,272.71,274.90,269.27,241.95,270.90,206.09,182.67,293.44,282.35,262.70,270.61,287.82,273.77,266.32,273.80,265.04,303.36,319.23,302.90,271.91,226.66,237.45,249.55,277.74,,326.34,328.05,272.75,,274.06,280.59,294.34,311.62,307.93,276.02,,,,,,
2015-07-22 22:06:01.523000,L8,303.73,328.27,324.91,331.44,324.12,312.65,313.13,317.60,315.22,302.26,324.11,305.76,323.42,293.46,255.81,309.48,311.92,315.48,302.94,310.71,321.04,313.80,326.92,312.97,307.50,301.44,294.73,298.56,295.56,302.67,300.62,303.66,290.52,304.72,278.88,280.76,249.90,285.97,290.59,263.06,286.44,282.56,293.30,275.50,288.79,281.35,304.23,273.95,288.93,305.91,301.22,300.46,292.96,291.43,282.24,247.13,,,443.49,433.90,468.64,462.73,457.07,321.74,320.17,317.51,314.41,306.29,299.02,298.85,302.20,301.80,281.13,295.29,298.31,294.55,288.74,483.53,486.91,496.04,468.47,466.31,364.46,359.18,379.65,416.15,431.93,406.44,468.16,387.44,396.09,441.97,451.64,442.22,468.30,494.66,480.05,412.51,452.99,471.70,375.47,335.33,455.69,459.47,454.70,468.48,333.35,347.18,353.17,350.65,320.88,350.95,338.71,340.97,339.47,427.08,450.43,408.84,391.73,392.71,356.05,359.12,314.87,231.12,453.77,430.33,311.96
2015-09-24 22:06:25.709000,L8,308.25,310.69,351.16,362.06,362.63,362.73,370.99,334.67,382.53,398.48,330.35,307.48,350.83,358.15,344.30,358.05,353.06,312.86,308.38,308.05,308.26,319.92,317.21,312.58,305.74,294.19,375.38,318.35,347.76,332.91,315.63,305.61,303.85,304.94,262.59,262.95,245.40,283.69,287.98,251.59,286.46,275.66,290.43,286.78,303.08,420.42,439.37,449.18,328.19,331.26,344.52,307.31,289.38,287.61,281.50,,,,,272.71,284.71,290.23,299.73,430.44,427.93,427.30,424.87,417.00,414.95,416.61,422.83,423.04,277.73,294.75,297.92,371.33,361.73,334.73,334.83,343.97,344.19,347.64,375.61,389.22,408.01,405.54,404.41,405.92,401.76,386.58,375.84,385.22,388.23,389.65,390.02,387.89,387.91,378.40,379.93,377.65,393.80,339.17,345.96,352.18,339.20,315.29,328.87,345.87,338.89,345.16,368.23,360.05,346.46,355.20,340.70,328.26,345.56,346.18,351.35,358.15,357.88,359.82,439.35,356.87,298.40,335.41,304.70
2015-11-11 22:06:32.057000,L8,320.94,320.10,327.77,333.93,339.74,340.07,337.46,338.32,348.01,355.91,358.81,361.11,366.02,376.52,365.13,314.00,329.43,329.59,336.55,342.30,330.43,338.28,335.13,350.48,346.98,327.59,324.74,312.81,302.13,309.23,303.30,292.36,304.46,326.32,323.89,269.45,322.28,333.30,263.28,333.59,331.54,293.28,306.32,310.61,328.75,348.23,340.81,332.40,339.63,333.70,350.47,350.04,306.72,342.39,382.70,392.07,401.58,411.04,255.51,270.78,326.96,336.77,350.30,246.86,388.59,376.60,319.03,338.17,297.49,534.10,492.22,545.85,347.51,350.32,286.89,324.80,324.56,302.66,314.67,312.14,309.64,328.70,336.34,353.70,359.83,339.71,341.52,343.28,318.15,349.00,290.70,248.78,354.83,343.60,336.74,334.65,335.18,335.87,335.72,333.50,346.73,234.52,,,,,,,,,,,,,,,,,,,,,379.81,338.35,307.36,294.85,362.91
