dates,satname,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062,nzd0269-0065,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0070,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126,nzd0269-0064,nzd0269-0074,nzd0269-0080,nzd0269-0081,nzd0269-0063
2002-12-01 21:54:40.891000,L7,301.49,335.46,331.64,325.54,322.85,323.27,317.96,316.99,314.05,319.22,308.70,304.60,298.14,292.84,295.68,302.52,306.17,303.97,306.09,305.12,316.40,322.28,319.69,322.25,309.32,295.19,281.04,294.57,286.14,288.19,285.45,280.19,280.58,281.95,247.86,249.55,242.75,277.13,279.38,265.31,284.28,283.55,270.69,284.63,269.01,266.76,275.75,272.58,275.77,270.89,279.92,273.80,272.64,266.64,250.96,,,,,249.17,267.34,272.74,281.00,,295.78,299.42,388.96,375.75,361.84,367.38,365.11,366.68,354.44,370.29,376.53,,,,,274.43,274.72,278.21,279.83,290.44,274.70,294.92,293.73,293.76,300.47,297.53,275.13,227.86,315.27,333.98,309.30,303.68,322.01,318.65,297.98,300.65,307.29,325.53,320.02,327.19,325.30,288.71,271.67,269.05,295.84,293.15,309.98,316.01,324.88,317.99,316.20,313.16,315.86,305.81,321.92,390.24,368.54,365.85,,354.33,,,
2003-02-03 21:55:01.991000,L7,411.78,401.52,386.58,392.00,404.99,391.55,384.11,429.41,400.54,391.22,388.42,395.97,452.74,500.52,445.63,443.20,492.22,410.92,423.23,434.49,435.45,436.51,453.18,452.71,445.60,447.68,426.83,475.29,343.88,345.81,396.98,401.15,394.38,362.00,352.21,397.81,468.91,403.43,415.49,400.73,399.63,364.64,370.64,371.14,409.86,403.27,418.16,374.02,359.28,371.70,391.43,406.14,422.11,405.10,415.96,444.74,413.52,421.28,452.67,463.73,417.44,413.65,436.18,375.11,412.40,427.30,369.19,372.11,468.73,453.81,384.33,381.03,331.54,344.62,352.78,386.96,385.80,334.03,346.83,351.78,346.47,337.27,342.35,360.45,367.57,362.68,351.43,366.19,372.04,374.50,375.43,375.56,365.07,362.53,348.77,352.73,345.74,345.81,343.49,343.49,352.46,355.15,408.47,386.22,375.56,412.15,369.44,395.66,532.19,447.73,361.57,367.19,470.11,447.11,454.30,439.69,448.34,370.25,344.81,345.90,342.70,350.45,420.19,341.35,342.66,336.61,415.97
2003-02-19 21:55:06.528000,L7,,253.99,298.97,272.90,234.59,373.24,372.58,377.02,408.44,370.81,360.61,324.73,347.09,287.24,286.29,288.35,280.61,284.08,286.82,286.86,287.20,288.56,295.65,291.58,292.65,355.49,353.38,339.65,264.18,275.41,242.01,235.88,226.19,252.88,239.65,222.67,224.98,247.10,234.23,240.40,242.83,262.47,251.47,263.43,220.64,221.47,252.58,254.21,252.71,255.84,271.53,264.12,260.40,254.75,,,,,,,,,,,275.08,281.14,276.14,,,,,,,,,,,,,,333.12,342.99,347.11,351.51,341.63,267.87,271.90,268.06,283.24,346.90,347.33,348.14,283.23,296.72,274.47,285.80,282.38,331.47,333.10,319.93,324.97,324.96,304.15,308.84,296.38,241.91,249.37,251.67,265.26,271.07,290.52,340.07,307.29,286.69,286.89,285.76,299.86,253.00,321.97,337.16,328.47,337.02,,,,,
2003-03-07 21:55:10.647000,L7,282.47,302.89,313.90,297.42,301.77,308.21,402.65,339.53,,,,,182.26,311.43,330.93,339.03,472.01,472.12,387.65,238.54,251.26,346.96,,207.73,318.61,287.03,280.29,284.34,280.30,286.09,281.95,271.91,275.35,270.69,246.78,237.01,244.39,264.88,251.53,251.10,270.84,272.11,278.47,283.08,273.29,250.17,269.06,272.09,268.91,262.52,277.77,258.23,228.06,244.62,243.77,,,,215.56,485.71,425.69,425.66,518.32,327.57,298.37,309.71,287.72,301.55,352.11,328.83,379.84,407.24,343.42,,263.13,295.19,354.14,391.04,174.87,421.82,355.04,394.27,394.57,402.02,400.80,401.41,432.88,416.31,380.22,375.05,373.07,384.58,391.45,360.79,391.48,389.18,389.59,300.47,286.38,281.24,292.45,303.08,315.66,320.59,303.97,277.26,250.72,265.26,279.88,286.83,301.03,309.60,302.52,290.38,287.82,292.23,298.28,532.72,507.97,496.38,481.91,,380.37,394.53,374.99,367.12,321.11
2003-04-24 21:55:10.390000,L7,436.33,443.85,444.62,390.14,453.65,488.49,462.67,453.37,454.61,435.01,425.06,426.79,431.40,434.12,446.00,396.50,467.13,471.19,487.84,476.83,479.73,504.09,467.96,477.08,490.48,462.90,456.22,460.32,448.44,436.06,449.33,429.22,488.69,378.57,480.04,472.79,411.59,462.76,398.25,451.36,447.68,452.71,388.15,445.14,446.97,439.83,433.49,452.34,437.36,447.51,448.67,452.21,468.79,468.94,474.44,488.23,495.69,501.82,455.16,543.53,494.00,469.04,477.32,451.68,522.66,483.74,456.94,447.43,486.85,462.38,433.26,409.85,409.57,412.12,412.78,414.64,415.72,415.37,395.66,400.07,421.78,425.75,432.54,429.19,444.05,532.36,520.42,537.74,505.86,542.79,493.30,443.40,423.50,424.46,545.65,524.92,517.15,499.16,339.43,344.34,366.43,384.63,416.80,405.72,416.54,397.60,477.29,288.99,538.47,500.25,481.25,483.56,444.65,543.12,385.78,432.20,487.69,533.81,515.94,496.85,335.39,357.24,494.39,404.95,414.71,414.49,499.67
2003-07-21 21:42:57.544000,L5,312.00,338.72,340.94,348.31,347.17,333.13,330.30,324.84,329.93,320.49,321.09,314.49,310.41,250.95,259.89,314.26,312.41,308.57,309.17,319.14,324.55,329.27,324.64,329.01,330.66,302.59,290.83,301.09,300.94,294.46,296.94,294.01,297.60,308.16,268.99,264.58,254.02,281.40,289.26,285.62,292.95,296.68,287.38,274.46,266.09,243.58,267.32,271.36,267.94,265.90,293.78,287.36,275.50,269.89,264.32,226.01,,,,185.59,277.77,295.06,296.59,311.16,309.99,306.84,308.48,302.35,295.81,198.84,299.49,289.30,286.38,288.71,285.16,281.32,272.43,272.62,287.09,291.97,273.13,252.41,274.28,296.07,271.08,295.46,280.65,287.67,313.49,301.01,283.84,272.40,326.12,330.60,307.01,294.89,293.97,302.95,303.57,298.28,302.76,318.71,386.34,403.84,428.99,306.63,280.74,276.67,295.77,296.00,307.48,325.58,321.40,316.57,309.42,377.44,319.58,365.43,312.11,311.84,,,306.21,,286.36,273.50,320.67
2004-03-01 21:45:26.384000,L5,373.68,363.75,352.78,355.49,337.33,354.30,333.20,329.68,332.83,332.76,339.95,338.01,341.17,339.71,330.79,335.20,338.19,315.74,320.71,321.11,326.73,330.40,339.10,353.53,342.06,325.95,322.01,328.35,318.99,304.78,297.60,293.49,299.86,288.95,282.11,313.83,301.09,322.79,319.27,306.62,308.03,308.12,291.70,292.99,285.81,296.77,295.68,298.96,308.65,303.17,305.87,311.52,317.36,316.48,282.56,,,251.69,301.86,299.21,177.70,206.54,224.50,226.21,204.77,187.51,188.89,189.57,304.39,303.63,298.90,305.15,300.36,299.83,306.66,302.44,289.97,286.27,294.07,296.84,296.48,311.88,313.77,323.98,307.93,322.07,320.06,307.83,311.77,305.41,302.71,304.56,324.03,338.09,332.18,326.28,324.49,329.86,326.32,317.20,313.60,323.99,336.58,342.18,332.69,319.66,313.07,324.83,320.08,330.02,341.98,344.88,330.90,326.42,318.19,322.38,320.38,318.94,318.01,328.77,315.47,338.46,237.28,295.56,288.65,283.98,238.24
2004-03-17 21:45:32.199000,L5,319.24,337.40,346.02,325.17,339.66,346.63,334.81,338.77,334.53,336.73,326.22,324.94,320.81,313.54,315.21,315.34,316.63,318.04,322.77,328.95,326.90,339.32,337.33,335.99,347.27,357.04,394.59,339.12,295.90,301.95,301.43,293.25,297.71,290.17,283.49,271.37,261.79,293.96,291.17,291.74,293.11,290.10,290.59,296.96,286.39,289.40,294.08,296.98,285.71,278.30,289.34,290.73,293.16,287.49,267.04,,,,247.56,282.92,301.45,290.24,296.93,318.29,315.70,317.81,317.11,312.92,211.61,303.18,298.04,288.98,283.55,288.94,286.96,281.89,274.46,286.79,290.91,298.59,301.73,289.82,290.14,295.85,288.08,303.27,299.84,304.23,312.30,312.40,293.54,271.48,322.51,326.81,306.76,304.51,306.62,309.61,304.93,301.31,321.49,325.45,333.97,337.79,328.66,306.07,277.06,279.93,296.77,316.65,313.44,328.33,326.76,327.57,317.61,320.24,323.50,318.00,319.18,309.37,297.64,305.70,246.33,,295.89,285.69,313.98
2004-04-02 21:45:42.656000,L5,322.25,346.16,339.07,340.60,327.57,336.65,326.94,330.51,328.38,337.03,334.36,324.64,331.47,314.94,317.43,318.05,315.67,310.29,322.11,316.03,326.81,329.98,330.48,339.39,327.89,307.30,300.54,309.74,292.07,297.26,296.86,288.36,283.85,283.43,277.78,271.07,284.29,295.10,292.96,298.12,294.99,284.94,285.76,289.07,280.36,275.72,278.62,293.60,296.07,300.38,302.01,294.42,306.56,282.60,264.99,,,,241.02,278.08,184.11,290.64,229.94,312.31,311.28,305.84,306.26,294.95,296.61,299.39,294.54,301.28,295.10,283.77,284.38,279.71,273.56,278.88,289.08,291.23,285.12,295.61,295.45,300.70,301.95,298.61,292.63,297.13,298.52,299.94,284.87,280.19,323.40,323.37,309.49,313.58,306.84,318.20,302.00,295.12,306.29,318.11,330.66,333.54,327.97,306.21,281.68,286.59,315.73,305.42,319.03,321.84,322.09,324.11,314.34,314.20,315.07,316.24,315.47,322.75,309.77,317.32,256.97,,276.80,268.75,317.15
2004-04-18 21:46:13.246000,L5,377.90,358.11,358.35,368.12,355.58,363.61,340.99,365.87,383.07,375.09,351.34,405.76,374.22,360.69,347.84,332.84,359.25,335.71,363.16,368.64,348.66,367.04,374.60,360.07,366.92,370.62,354.06,343.73,313.93,333.63,343.75,300.48,337.72,328.58,300.65,339.19,303.81,320.76,334.80,313.05,325.61,336.25,312.70,354.35,387.42,362.40,334.11,346.16,328.36,338.47,326.24,319.05,320.17,312.39,321.27,262.60,,292.26,309.48,339.83,320.74,358.56,370.38,334.05,358.95,325.46,335.39,331.60,335.15,325.54,327.16,323.60,297.61,303.75,322.13,317.73,309.99,309.23,307.32,308.71,312.45,302.67,313.70,339.36,312.62,317.44,327.74,317.38,318.59,334.92,327.15,323.09,335.19,339.43,318.68,328.30,310.02,328.75,342.62,324.72,328.93,351.58,346.50,352.88,367.81,319.57,321.28,347.07,362.73,364.83,338.27,357.94,367.38,451.10,352.48,346.30,336.67,335.57,342.88,342.74,339.10,333.19,339.60,316.46,305.69,302.05,352.98
2004-05-20 21:47:08.268000,L5,,,,,,277.06,276.65,,239.38,261.66,263.52,196.57,198.07,217.79,231.74,245.71,174.58,,,,,206.99,228.30,237.17,266.11,240.30,,,,,185.22,250.23,193.08,257.52,,,,,,,,,,192.71,208.67,181.43,238.72,231.50,243.02,242.04,239.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.33,223.95,242.33,240.52,224.53,230.31,221.79,222.92,216.77,231.22,235.94,,275.62,275.75,271.80,261.75,260.38,276.22,254.51,261.00,268.26,242.77,281.72,289.14,288.35,250.39,220.02,,,,,,,,,,253.62,263.03,271.70,267.37,,,,,,,
2004-06-21 21:48:04.551000,L5,,,,,,,,,,,,,,,,,,,,,,200.10,238.09,290.17,284.18,262.99,250.39,274.04,257.68,265.61,265.33,264.10,253.85,245.71,181.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.59,262.30,189.64,,,259.56,259.17,238.97,,248.55,258.76,243.62,251.70,263.23,274.46,265.09,264.13,262.92,269.83,277.90,274.46,262.57,233.01,297.97,302.40,293.66,279.81,287.61,294.96,285.51,280.32,294.32,295.67,314.08,318.66,308.31,286.47,258.64,260.14,264.74,275.23,279.54,297.26,302.96,286.53,283.53,294.95,288.99,298.23,293.44,282.37,240.33,,,,259.59,,
2004-07-07 21:48:33.010000,L5,300.44,331.08,339.72,331.08,337.23,327.54,317.38,319.27,316.18,311.30,311.52,304.38,322.93,252.98,267.23,308.92,304.94,314.29,304.26,310.62,320.68,314.60,329.07,327.38,315.94,286.44,282.31,298.46,284.56,293.91,294.34,284.40,292.72,286.69,252.09,255.50,244.99,284.08,281.06,280.97,291.01,291.83,293.76,240.63,262.98,247.16,264.49,256.30,272.99,266.94,288.59,281.09,277.07,275.94,262.60,222.03,,,,269.48,181.12,277.98,293.94,313.02,310.37,307.52,293.64,296.12,295.63,294.75,290.88,287.34,283.27,279.13,277.55,276.50,273.56,268.19,278.38,283.59,264.01,259.87,279.48,298.86,266.96,296.30,277.60,294.77,293.30,292.64,277.90,255.12,314.08,326.09,308.28,292.19,294.55,309.36,297.83,291.68,305.03,313.57,331.37,351.86,325.68,297.18,275.38,271.01,284.70,295.42,306.93,314.63,316.92,306.88,300.77,314.90,308.30,321.95,309.24,306.12,,,297.46,,283.04,188.14,311.67
2004-07-23 21:48:56.995000,L5,310.90,341.94,328.95,341.36,334.61,328.90,327.28,324.84,328.42,327.65,319.49,317.54,316.85,243.83,268.41,314.25,307.41,314.62,304.64,315.44,325.52,334.39,335.76,326.21,323.09,294.15,287.25,298.48,300.65,300.92,302.55,293.74,296.75,289.05,271.32,268.05,257.62,285.84,283.36,286.96,288.43,295.93,291.65,250.13,264.45,252.98,265.43,263.07,272.33,267.13,293.10,292.89,285.60,281.67,260.01,237.03,,,,271.19,282.81,285.37,295.66,313.66,311.03,309.54,306.76,305.52,298.96,302.77,298.29,295.71,293.56,283.59,282.13,281.19,273.76,275.03,291.80,290.33,281.86,269.54,282.39,295.15,268.20,292.95,294.54,276.37,308.39,303.99,276.13,266.24,328.24,329.66,315.20,294.59,305.72,320.66,307.38,301.02,305.62,326.43,357.48,399.85,332.82,306.10,277.62,278.42,302.04,301.96,305.03,321.34,323.77,410.31,350.40,359.35,415.18,369.67,315.63,315.46,,,306.93,,284.72,260.02,306.19
2004-08-08 21:49:14.576000,L5,,,,,,,,,,,,,,,,,,,,,,,,,227.67,237.69,197.57,248.85,241.79,209.17,228.48,255.43,,,,,,,186.89,228.46,254.44,250.67,215.41,225.83,231.21,185.33,245.92,217.67,236.30,238.98,233.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:50:31.000000,L5,328.46,349.69,345.99,335.63,337.12,325.90,328.01,325.13,331.58,337.40,329.80,331.72,323.69,315.11,312.41,324.51,324.90,315.36,315.85,316.74,325.69,321.78,329.07,326.16,331.83,310.13,302.56,304.54,296.75,308.00,297.67,291.09,288.22,291.63,262.54,262.42,269.70,303.63,293.38,293.32,297.44,297.02,296.33,293.23,280.13,291.96,291.77,286.54,296.98,304.64,301.50,300.99,294.73,294.67,279.35,,,,233.15,276.24,283.13,298.59,310.69,319.31,320.35,310.68,307.95,295.58,297.24,292.65,291.32,290.48,290.60,286.21,292.62,285.07,278.96,279.68,294.47,291.33,294.63,298.40,302.90,306.81,298.12,315.55,307.20,308.60,304.50,305.47,288.26,292.86,326.94,322.24,321.63,311.94,311.37,325.24,313.16,311.13,315.42,325.89,331.25,336.30,323.35,297.93,275.70,304.11,306.61,315.56,316.05,325.34,332.81,322.02,316.81,316.44,317.53,312.07,304.18,308.36,306.21,311.32,305.55,,287.05,272.73,325.52
2005-01-31 21:52:45.327000,L5,407.20,402.49,377.24,374.48,362.61,346.59,349.66,354.57,382.55,367.62,380.79,380.15,366.77,366.65,368.61,348.36,362.74,348.73,389.82,377.87,381.11,377.72,354.12,367.82,389.20,373.67,348.92,397.78,378.81,344.79,360.16,341.23,348.35,351.76,340.43,347.88,358.03,342.05,362.07,367.53,362.69,335.94,349.21,351.38,329.61,354.71,339.17,321.61,319.84,318.53,329.91,329.90,347.65,325.67,325.75,243.19,328.47,259.99,294.93,351.53,348.77,349.85,361.23,362.38,349.50,361.47,367.21,372.40,322.36,327.52,328.80,347.54,334.89,302.38,317.03,309.73,305.85,329.74,341.51,320.64,316.61,325.09,331.43,333.47,346.49,363.40,350.89,368.56,374.33,347.49,378.84,347.31,345.56,361.64,343.37,349.18,352.22,342.55,328.81,337.28,338.20,364.79,389.59,395.93,397.27,313.57,312.12,317.40,320.87,333.26,344.92,349.17,359.09,351.43,349.75,371.83,377.36,335.34,334.10,327.35,330.45,338.25,379.01,347.65,334.59,326.43,352.30
2005-03-04 21:53:16.048000,L5,335.33,353.46,353.21,350.73,342.14,339.84,339.84,331.39,333.81,341.00,331.97,335.07,339.70,331.81,333.34,338.36,333.40,341.12,331.87,321.62,328.20,330.33,332.17,398.95,333.21,312.52,305.45,320.55,317.07,308.37,314.56,328.15,307.04,299.50,278.14,260.84,267.80,298.42,307.88,312.33,318.14,321.36,310.95,355.88,371.42,384.97,408.42,396.85,334.92,306.01,299.60,304.72,302.87,296.48,296.58,224.84,,,237.80,276.41,175.70,196.73,220.01,227.81,203.03,193.16,201.07,213.51,207.33,203.79,299.08,304.27,289.75,289.87,295.53,298.06,291.38,286.51,296.45,299.59,299.39,298.16,305.80,311.41,301.65,324.02,326.74,319.40,321.73,321.89,292.15,292.91,332.67,332.56,318.44,321.83,323.68,338.65,328.17,317.36,341.15,340.56,344.01,362.90,380.71,302.29,279.93,279.45,310.79,315.70,330.31,338.18,337.40,339.22,330.42,326.63,360.73,329.29,313.58,323.23,306.74,323.55,242.99,,289.31,298.62,244.86
2005-04-21 21:53:34.581000,L5,327.80,334.13,341.97,339.75,336.23,335.22,324.21,318.57,324.29,327.27,320.63,328.10,317.98,309.56,312.39,318.61,316.68,314.35,319.31,317.47,326.44,328.73,330.41,333.72,327.70,308.74,300.86,305.42,292.49,299.00,299.56,292.99,292.98,294.97,270.95,259.03,260.99,293.14,288.66,292.70,295.89,294.73,295.59,291.63,270.52,294.22,286.05,295.15,287.59,286.30,289.00,292.22,290.08,287.60,267.69,,,,,261.79,270.34,278.56,223.42,306.72,310.37,307.38,305.01,297.00,291.35,284.56,283.15,283.93,219.13,284.51,278.61,275.24,276.55,269.97,281.86,279.71,288.59,286.94,296.79,304.69,303.45,311.52,311.22,311.68,310.95,306.76,294.22,314.44,315.78,314.14,315.38,310.93,311.06,319.67,311.91,315.68,318.03,329.67,332.03,337.18,326.49,307.06,281.81,291.36,300.98,314.05,326.44,343.68,341.56,359.41,322.23,316.85,314.73,312.12,305.43,302.84,309.50,300.32,299.47,,279.35,263.60,315.66
2005-06-08 21:53:56.837000,L5,308.87,323.81,322.95,336.08,323.58,326.10,321.96,315.12,320.26,325.45,315.48,322.51,313.35,249.54,281.84,300.45,304.75,300.50,315.62,314.11,320.33,319.86,327.46,324.58,322.34,293.61,279.27,293.89,285.53,282.23,289.36,286.42,286.02,288.54,263.79,260.00,253.23,281.95,282.14,276.89,282.74,279.75,275.03,243.37,265.52,247.36,269.77,258.41,279.52,270.62,290.14,284.81,270.62,273.07,258.78,218.52,,,,267.15,276.48,284.65,293.24,303.30,305.63,299.99,294.38,292.77,295.96,287.25,287.35,294.30,285.35,271.84,276.63,268.80,275.78,267.37,290.96,284.13,278.13,261.15,280.13,298.96,273.14,300.19,284.11,278.01,292.48,283.54,281.45,252.74,314.59,317.55,302.22,294.78,295.85,299.42,289.52,292.66,292.34,308.63,319.85,335.42,314.99,297.63,269.65,277.16,300.18,292.98,301.35,312.29,310.34,306.90,291.54,308.88,305.75,309.69,304.86,299.24,213.04,,291.11,,273.90,259.40,300.37
2005-08-27 21:54:31.776000,L5,,,,306.03,319.67,275.04,283.07,257.10,198.60,290.92,304.98,317.11,307.56,291.05,295.67,297.71,216.04,213.82,201.98,242.71,,,,,,,191.07,178.37,274.53,271.87,208.96,258.25,276.01,276.47,254.82,204.15,,259.76,280.91,281.01,283.22,294.24,198.09,,178.59,254.55,252.76,286.04,,,,,,,,,,,,,251.27,256.03,,,,283.88,295.43,300.43,302.48,294.12,299.35,282.13,,,,,,,,240.66,275.29,292.68,291.67,294.39,281.08,293.20,292.06,297.16,298.33,306.19,288.00,248.33,330.02,321.48,301.94,296.98,292.65,306.25,290.22,288.96,310.10,324.10,332.03,337.46,322.08,296.44,264.38,263.44,284.67,276.00,299.56,313.16,319.80,320.27,313.55,313.48,317.12,313.95,309.52,305.86,287.40,268.16,,,,,
2005-09-28 21:54:32.218000,L5,321.30,338.49,336.61,331.22,329.00,322.57,325.12,330.95,333.76,343.69,331.04,337.53,324.69,314.46,311.29,321.87,316.13,323.73,340.30,326.26,327.56,330.33,331.39,336.49,327.36,303.74,296.32,302.21,289.94,299.75,301.16,296.43,301.16,296.22,273.37,258.54,266.24,287.38,288.89,288.26,292.62,296.44,294.04,297.81,284.44,295.60,295.86,294.11,300.80,303.38,294.16,294.64,289.68,285.70,274.27,,,,,275.55,286.21,293.46,302.33,316.98,314.11,200.02,307.29,303.55,304.48,300.63,297.45,295.87,280.34,275.65,287.85,281.52,274.19,279.95,291.63,295.60,298.67,304.90,300.99,309.20,297.97,316.09,310.25,308.47,310.19,309.00,291.38,271.94,331.88,339.97,319.98,315.75,315.50,319.56,308.50,308.21,321.55,328.67,335.86,341.51,331.96,299.02,278.41,275.80,303.56,311.44,318.92,323.54,329.59,326.28,321.21,320.65,324.25,320.34,314.25,316.60,303.71,312.97,301.20,,286.37,285.52,310.68
2005-10-30 21:54:27.218000,L5,367.94,367.96,345.77,341.80,336.74,334.69,328.40,342.33,352.67,365.93,356.71,354.76,371.29,355.28,316.22,335.41,322.16,315.40,327.04,327.73,353.68,350.41,352.02,362.60,354.44,357.83,307.36,304.36,293.99,307.26,303.19,304.18,311.32,320.46,307.49,325.86,292.84,306.28,317.17,318.28,287.12,287.98,287.30,290.00,286.18,320.57,328.95,327.92,504.56,,,,,,,254.46,434.51,234.38,272.26,304.79,324.37,344.19,349.32,320.37,323.17,312.29,309.75,308.46,332.30,327.87,331.57,319.52,318.84,309.05,291.42,295.75,291.12,298.02,318.95,330.04,324.65,342.04,339.10,365.31,378.51,368.62,386.30,355.52,370.79,378.70,386.62,414.98,396.53,350.75,339.26,335.24,341.95,326.95,320.59,334.15,322.67,337.46,334.71,370.43,359.55,337.76,352.43,362.26,460.33,539.26,373.28,332.20,351.63,337.47,327.85,327.66,344.07,336.32,338.70,338.84,325.66,341.30,356.53,306.92,285.27,289.58,357.96
2006-02-03 21:56:42.865000,L5,339.34,348.49,341.99,341.19,338.63,350.06,368.78,369.74,368.94,367.47,359.53,341.12,336.52,314.32,334.16,334.09,319.57,333.08,345.94,353.07,352.62,353.57,358.24,354.96,332.58,318.34,304.98,323.62,313.77,312.80,306.52,329.37,350.34,358.61,338.96,290.61,279.73,291.39,298.37,309.33,294.77,303.68,309.97,344.88,315.09,344.39,322.59,336.46,352.75,321.07,301.99,301.09,305.88,294.51,293.93,232.99,232.83,230.74,262.31,286.93,316.11,310.27,329.25,342.31,324.01,325.75,325.83,348.69,326.43,319.36,319.56,315.07,345.41,299.33,328.14,299.67,311.54,325.97,304.71,328.45,345.79,317.09,307.81,315.59,304.31,320.00,326.80,322.99,332.04,330.07,313.60,341.77,347.79,356.86,322.60,323.37,323.67,331.72,326.56,321.61,336.64,375.82,381.11,399.01,416.78,317.45,298.67,306.04,313.91,318.29,333.72,339.82,347.74,359.87,344.72,344.53,395.15,354.82,325.46,324.83,307.79,330.86,343.23,332.57,295.98,306.21,336.61
2006-06-27 21:59:12.342000,L5,293.61,314.72,318.57,320.51,321.24,309.17,314.02,318.85,317.79,323.69,317.15,310.14,317.68,250.50,255.02,302.85,302.24,310.72,308.03,312.23,319.17,314.98,322.51,325.03,309.75,280.47,278.81,292.23,284.25,292.39,288.94,288.78,282.27,281.60,246.04,254.71,245.42,276.78,280.29,277.69,285.59,287.08,285.14,239.74,264.50,255.07,264.09,257.24,271.43,267.72,283.13,272.04,278.38,264.50,257.61,211.68,,,,265.01,267.91,278.66,224.01,310.56,308.12,304.40,301.71,291.61,212.63,290.37,287.39,281.78,266.73,270.64,274.70,276.07,271.20,258.40,281.04,286.10,268.36,257.45,270.33,285.54,270.83,286.89,272.16,286.00,296.40,293.89,281.25,259.48,309.60,317.41,303.18,292.24,287.93,302.19,295.54,295.41,299.92,311.19,327.03,334.37,316.47,292.77,274.74,264.78,290.66,299.07,297.23,322.90,311.40,313.39,297.16,310.09,308.39,309.99,302.59,303.72,281.11,,290.57,,272.37,251.64,303.68
2006-11-02 22:00:44.654000,L5,333.23,342.65,346.07,337.40,334.61,335.96,336.37,331.06,335.71,335.93,336.98,335.18,340.33,326.29,333.73,337.99,315.97,322.34,317.64,320.40,330.84,330.80,338.97,349.15,334.12,321.13,320.38,320.28,302.26,299.88,301.75,300.26,297.49,299.61,288.36,282.84,280.06,307.64,296.06,309.14,300.09,298.84,299.94,298.48,298.66,308.00,307.12,312.14,317.29,319.41,311.79,313.46,306.51,299.48,280.47,210.58,,,,285.63,305.73,311.54,327.29,336.13,318.75,320.35,315.83,203.46,314.53,299.41,302.81,312.78,298.75,299.56,301.54,301.39,287.43,287.01,303.56,305.50,319.25,320.62,339.27,353.99,362.19,352.47,340.64,317.83,320.31,312.36,334.29,353.52,363.56,365.96,341.43,359.94,330.16,338.39,330.91,320.09,330.51,333.89,340.13,348.06,360.61,346.69,329.82,329.68,358.56,368.24,358.40,339.85,341.83,360.85,363.14,362.14,344.60,336.88,338.91,349.93,356.43,363.85,324.95,,301.30,288.97,327.40
