dates,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0064,nzd0269-0065,nzd0269-0070,nzd0269-0074,nzd0269-0080,nzd0269-0081,nzd0269-0063,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062,satname
2015-07-22 22:06:01+00:00,307.69,313.68,,,305.28,334.05,311.66,307.59000000000003,312.35,299.87,318.52,304.45,,290.37,,308.0,325.69500000000005,314.33,306.845,314.21500000000003,319.56,309.59,317.84000000000003,307.27666666666664,304.14,300.975,272.28499999999997,279.645,274.265,261.21,285.35,259.33,264.36,,,,,289.05,291.23,286.92,,278.7,291.26,273.58,,292.65,306.54,304.66,287.23,,257.8,297.24,291.6,265.255,280.0,320.4433333333333,315.5825,304.37333333333333,312.04,297.98,299.105,305.515,,,,,,,,,,,,328.89,305.37,311.07,313.45,313.23,322.35,317.26,291.65999999999997,287.1,336.85,337.4,300.4,323.32,322.09,305.95000000000005,322.28999999999996,323.35,329.21,337.59,343.4,333.07000000000005,326.8233333333333,296.6333333333333,307.23749999999995,293.19,310.865,314.77250000000004,323.11,339.7925,338.47,343.5825,332.54,331.65,328.75,306.03,317.7866666666667,324.45,316.28,,244.39,,,242.75,316.1366666666667,320.6033333333333,296.39,,,,237.74,272.405,283.105,291.805,302.065,L8
2015-09-24 22:06:25+00:00,,310.69,,,,,311.66,316.6166666666667,312.35,299.87,324.435,305.96500000000003,,290.37,,308.0,310.1,313.595,304.06,307.81,313.90999999999997,314.755,320.82,303.7433333333333,304.94,296.84000000000003,272.28499999999997,292.5466666666667,274.265,261.21,267.2,259.33,264.36,304.94,262.59,262.95,245.4,283.69,287.98,251.59,286.46,277.18,290.845,280.17999999999995,303.08,310.86,,309.24,287.23,,257.8,302.275,290.49,272.70666666666665,280.75,318.32,314.98,310.03,,297.49,301.21,,277.73,294.75,297.92,,,,,,,,,,,,,,,,269.05,,,,280.64,,,284.29,318.55,,,,345.96,334.675,320.21500000000003,268.86,330.51,,,312.4,319.09,336.735,332.21500000000003,338.13,338.27,328.26,,290.76,314.71500000000003,317.39,317.94,,244.39,,,,312.61,320.42,297.88,,298.4,,271.21999999999997,272.78,283.28,290.175,298.625,L8
2015-12-13 22:06:33+00:00,313.04,316.96500000000003,331.55,340.35,344.4,339.21,323.09000000000003,324.84000000000003,330.57000000000005,299.87,331.0,305.96500000000003,360.89,290.37,,308.0,317.62,317.58,309.23333333333335,316.5366666666667,313.90999999999997,324.92,330.69666666666666,325.26666666666665,304.94,296.84000000000003,292.45,307.89500000000004,304.59000000000003,300.85,,,,304.94,262.59,262.95,245.4,283.69,287.98,251.59,298.16999999999996,286.9066666666667,290.845,290.1233333333333,303.08,313.005,,309.24,287.23,,,302.275,291.6033333333333,299.30333333333334,290.46666666666664,318.32,309.815,310.03,,297.49,301.21,,277.73,294.75,297.92,321.65,316.14,307.85,,320.17,323.97,318.63,,,,,,,,,,,,,,336.3,329.96,,318.55,,334.72,350.34,352.47,352.18,342.765,,322.74333333333334,319.29,323.36,320.49,319.09,349.765,337.0,343.22,338.27,328.26,,,319.75,327.6,317.94,,244.39,,217.62,,294.695,320.42,261.48,290.95,305.715,,271.21999999999997,272.78,283.28,293.90000000000003,298.625,L8
2016-06-06 22:06:07+00:00,313.04,323.24,331.55,340.35,344.4,339.21,334.52,,348.79,260.44,344.13,,360.89,,,,325.14,325.55,319.58,333.99,,345.25,350.45,351.63,,,,,315.17,300.85,262.73,254.6,256.35,250.77,,,,,,,309.88,306.36,,310.01,,315.15,,,247.31,,262.36,,293.83,322.48,309.9,,304.65,,,,,,,,,321.65,316.14,307.85,,320.17,323.97,318.63,,,,,,,,,253.95,,,,276.03,336.3,329.96,285.8,,,334.72,350.34,358.98,,346.33,266.2,307.21,319.29,323.36,328.58,,351.68,,348.31,,,,,,,,,,,217.62,,276.78,,225.08,290.95,313.03,,,,,301.35,,L8
2016-08-09 22:06:27+00:00,,308.28,340.32,346.17,335.39,312.67,324.34,314.7,329.38,260.44,,309.1,325.46,295.17,269.52,307.96,306.25,314.62,313.45,295.12,320.45,301.65,333.51,311.6,309.09,299.27,276.67,297.15,295.74,,279.685,272.635,274.19,270.47,272.74,258.75,243.84,288.25,295.28,262.52,278.48,280.34,277.82,292.04,290.2,,,275.44,247.31,,282.83500000000004,307.1,308.31,292.63,282.11,,304.05,312.22,,,,,287.36,279.57,299.72,290.82,288.05,294.21,296.92,305.76,304.79,292.87,299.07,309.89,291.47,307.77,313.65,307.62,314.43,310.9,272.845,265.19,,344.37,276.03,,,285.8,326.09,303.19,,352.12,366.37,,,266.2,304.06,312.1,307.72,313.93,319.29,343.8,,,331.35,,,,,,,309.45,249.11,,,233.05,,,,,293.53,289.19,303.31,292.03,285.88,295.67,298.34,L8
2016-10-12 22:06:45+00:00,303.37,309.24,333.52,341.0,333.40999999999997,312.985,319.03,311.31,319.505,260.44,,309.1,325.46,295.17,269.52,307.96,306.25,314.62,313.45,295.12,320.45,301.65,333.51,322.345,309.09,299.27,276.67,297.695,295.74,,279.685,272.635,274.19,270.47,272.74,258.75,243.84,288.25,295.28,262.52,278.48,280.34,277.82,292.04,290.2,,,275.44,247.31,,282.83500000000004,307.1,300.21000000000004,292.63,282.11,,304.05,312.22,,,297.93,296.91,285.8,279.57,299.72,290.82,288.05,294.21,296.92,305.76,304.79,292.87,299.07,309.89,291.47,307.77,313.65,307.62,314.43,310.9,272.845,265.19,,344.37,276.03,,,285.8,326.09,303.19,,352.12,366.37,,,266.2,304.06,312.1,307.72,313.93,319.29,343.8,,,331.35,,,,,,,309.45,249.11,,,233.05,,,,,293.53,289.19,303.31,292.03,285.88,295.67,298.34,L8
2017-01-16 22:06:35+00:00,299.825,309.78666666666663,333.1766666666667,338.8433333333333,333.40999999999997,316.16333333333336,316.19666666666666,311.45,324.1933333333333,,,309.1,325.46,316.57500000000005,269.52,307.96,317.635,320.245,313.45,295.12,320.45,301.65,333.51,327.1133333333333,309.09,299.27,276.67,297.695,295.74,,298.02,290.67,292.03,290.17,277.69,260.28,243.84,288.25,295.28,262.52,278.48,280.34,277.82,292.04,290.2,,,275.44,,,303.31,307.1,300.21000000000004,292.63,282.11,,304.05,312.22,331.02,,297.93,296.91,285.8,279.57,292.55,292.395,295.82500000000005,294.21,303.865,305.76,304.79,292.87,299.07,309.89,291.47,307.77,313.65,307.62,314.43,310.9,291.74,265.19,,344.37,,,,,326.09,303.19,,352.12,366.37,358.77,349.15,328.67,312.16999999999996,312.1,307.72,313.93,319.29,343.8,,,331.35,336.01,,,,,,309.45,244.13,,,233.05,339.02,,,,297.5,294.61,301.06999999999994,292.03,285.88,295.67,298.34,L8
2017-04-06 22:05:57+00:00,301.46999999999997,313.9166666666667,327.61666666666673,335.84999999999997,322.065,319.2133333333333,311.93,312.81,317.3933333333334,,,311.25,324.46,323.8,299.95,313.0,316.75,318.71000000000004,310.19,318.68,,,,334.86999999999995,,,296.15,298.83000000000004,295.03,304.65,299.4,,,,276.23,266.84000000000003,251.78,286.08,288.82,283.92,288.56,283.82,283.49,285.6,288.66,286.85,,,,,,,292.11,,279.64,316.46,315.22,305.74,315.02,,297.93,297.23,281.62,299.03,290.425,293.97,303.6,,310.81,,,,,,,,,,311.28,,,,,,,,,,,,,,,358.59000000000003,349.15,328.67,320.28,,,,,,,,,336.01,,,,,,,239.15,,,,324.41499999999996,318.18,,,296.95000000000005,300.03,298.83,272.56,282.01,290.7,,L8
2017-04-22 22:05:48+00:00,301.1933333333333,312.4433333333333,328.06500000000005,335.86,312.7,322.16999999999996,311.03499999999997,315.255,321.27500000000003,,,311.25,319.255,314.97333333333336,298.2,310.54499999999996,312.29,318.71000000000004,310.19,318.68,,320.22,328.3,336.65,,,296.15,299.42,295.03,304.405,294.275,285.74,,286.38,272.26666666666665,264.7866666666667,249.62500000000003,284.42499999999995,286.655,269.2,282.125,280.475,283.49,285.6,288.66,286.85,,,,298.02,288.9,286.0,290.22,287.44,279.75,316.275,315.22,305.74,315.02,294.23,,306.24,279.70500000000004,299.03,290.425,288.81,295.065,292.4,303.435,301.72,291.82,290.87,295.9,307.19,291.92,307.19,306.26,306.57,309.445,309.05,,,,,,,,,,,322.96,336.66,344.57,355.66333333333336,342.82,316.315,300.585,279.49,305.29,309.53,,,,339.5,329.47,333.825,330.8,325.47,337.34,,313.19,,240.4,,,,320.33666666666664,316.46000000000004,,,293.92333333333335,292.775,298.83,270.885,280.315,290.895,,L8
2017-05-24 22:05:58+00:00,301.1933333333333,312.4433333333333,328.06500000000005,335.86,312.7,322.16999999999996,300.15666666666664,315.255,321.27500000000003,,,291.59000000000003,319.255,314.97333333333336,298.2,310.54499999999996,312.29,318.71000000000004,310.19,318.68,,320.22,312.46000000000004,336.65,,,296.15,299.42,295.03,304.405,284.94666666666666,274.29,270.34,272.525,272.26666666666665,264.7866666666667,249.62500000000003,284.42499999999995,286.655,269.2,270.24666666666667,269.78,268.57,285.6,288.66,286.85,,248.54,250.43,298.02,274.24,286.0,290.22,268.46,279.75,316.275,315.22,305.74,315.02,294.23,,306.24,279.70500000000004,299.03,290.425,288.81,295.065,292.4,303.435,301.72,291.82,290.87,276.75,297.78999999999996,277.39,297.15,291.195,294.645,297.59,309.05,271.8,,299.75,310.84,289.14,,,317.85,,285.51,322.96,336.66,324.825,346.125,337.39,304.32666666666665,300.585,259.745,305.29,296.08,282.97,331.59,319.6,339.5,329.47,318.73,311.45500000000004,307.255,320.6,297.1,313.19,,240.4,,,,320.33666666666664,316.46000000000004,,,293.92333333333335,292.775,298.83,270.885,280.315,290.895,,L8
2017-06-25 22:06:11+00:00,315.0525,322.1975,334.7166666666667,337.39,323.79999999999995,323.8233333333333,310.0025,315.255,333.59666666666664,,,311.27666666666664,319.255,314.97333333333336,298.2,323.4266666666667,316.25,323.1333333333334,322.77,318.68,,320.22,323.61,340.14,332.37,,296.15,309.86,295.03,304.405,284.94666666666666,285.9666666666667,283.48,284.3733333333333,271.655,266.27,249.62500000000003,284.42499999999995,294.8,278.6333333333333,276.36,277.905,268.57,285.6,288.66,286.85,,248.54,250.43,298.02,274.24,291.23,290.22,268.46,279.75,317.96999999999997,326.6,305.74,315.02,302.12,314.71,305.34999999999997,288.1933333333333,300.515,290.425,288.81,295.065,292.4,303.435,312.22,303.08,303.885,276.75,304.0333333333333,277.39,297.15,291.195,303.1933333333333,297.59,309.05,300.20500000000004,,299.75,310.84,289.14,,,317.85,328.17,285.51,329.355,336.66,333.0466666666667,346.56399999999996,337.66999999999996,308.83500000000004,303.02,259.745,305.29,304.5466666666667,292.175,339.85,319.6,337.445,329.005,320.475,315.43333333333334,314.46000000000004,319.73333333333335,312.96000000000004,317.59000000000003,,241.48000000000002,,,,323.7375,317.43333333333334,225.34,314.05,297.075,292.775,296.53499999999997,277.10999999999996,285.42,299.78,317.58,L8
2017-11-16 22:06:40+00:00,351.41999999999996,351.325,347.65,344.695,333.79499999999996,329.73,316.99,340.5,356.03999999999996,,351.65,327.49666666666667,,,,350.45500000000004,333.405,332.81,330.685,329.07,328.75,336.25,325.32666666666665,342.96000000000004,332.37,,,320.3,,317.01,285.74,286.08000000000004,283.48,283.36999999999995,269.82,270.72,,,311.09,297.5,270.595,275.3349999999999,253.65,305.84,,,,248.54,250.43,,259.58,296.46,,293.99,,321.36,268.035,,,310.01,314.71,303.57,317.595,311.875,,,309.3,,,322.72,314.34,316.9,257.6,302.4549999999999,262.86,287.11,276.13,301.505,273.88,350.59,317.0466666666667,,320.35,327.82,316.84000000000003,,,317.85,337.565,285.51,335.75,341.81,337.51666666666665,342.75666666666666,341.3533333333333,310.63000000000005,314.47,276.125,,302.055,292.175,339.85,319.6,335.39,334.77,307.12500000000006,319.3233333333333,318.6366666666667,321.5966666666667,323.6566666666667,321.99,,252.12,,,,333.94,319.38,218.66,314.05,312.78999999999996,,294.24,289.56,295.63,317.55,317.58,L8
2017-12-02 22:06:34+00:00,344.50666666666666,346.0,343.45666666666665,342.9266666666667,332.60999999999996,331.25333333333333,336.81666666666666,340.65,353.32666666666665,353.42,354.075,356.97333333333336,,,,350.45500000000004,333.405,332.81,328.49666666666667,326.73,333.075,334.18,337.1066666666667,340.55,326.17,,328.38,321.945,310.0,315.67499999999995,304.35,309.32,306.65999999999997,309.995,286.005,284.17,,290.48,304.83,295.96500000000003,301.81,307.455,304.5,304.62,299.55,295.91,,,,,,296.46,,322.04499999999996,,321.36,240.51666666666665,,,310.01,313.63,311.04999999999995,319.33666666666664,311.875,,,312.845,322.4,317.12,322.72,314.34,316.9,,330.735,,347.06,339.58,340.275,,345.2,341.95000000000005,,342.52,345.555,343.72,340.64,348.74,343.18,340.81,332.38,335.245,342.93,354.56666666666666,355.5566666666667,347.03666666666663,324.2033333333333,313.64000000000004,313.505,335.9,328.40999999999997,301.38,352.58500000000004,,335.39,338.48,332.735,335.6166666666666,333.06666666666666,331.6266666666667,336.23333333333335,327.5,342.49,257.7733333333333,,,,333.94,319.38,216.87333333333333,314.05,316.44,319.67,294.24,289.56,295.63,317.55,317.58,L8
2018-03-08 22:06:03+00:00,326.87333333333333,332.7933333333333,336.80333333333334,344.16499999999996,331.465,333.315,335.45500000000004,340.65,350.87,334.155,344.39000000000004,343.73,321.77,309.76,308.13,333.34000000000003,322.365,322.66999999999996,320.93666666666667,323.91,333.075,334.18,332.705,339.01000000000005,313.83000000000004,300.5,312.95,310.92999999999995,303.525,314.31,302.73,281.47,303.78499999999997,299.155,290.005,280.235,251.07,288.685,294.14,289.845,293.90999999999997,301.185,291.2,302.1266666666666,299.55,295.91,,,,,,,,322.04499999999996,,,191.78499999999997,,,,312.55,318.53,312.71999999999997,306.65999999999997,293.05,287.83,303.75666666666666,307.17999999999995,306.92,302.12,302.74,292.87,299.01,327.21500000000003,297.94,327.305,324.505,360.26,310.69,333.8066666666667,331.22666666666663,272.12,342.52,346.28000000000003,337.60999999999996,340.64,348.74,343.18,338.82666666666665,329.04499999999996,334.19,342.93,357.105,359.17500000000007,351.29999999999995,325.125,307.1933333333333,304.74,321.4,324.235,320.61,353.09000000000003,,341.68,340.1233333333334,335.515,341.4366666666667,331.9633333333333,334.0566666666667,339.94000000000005,333.32,329.545,264.84,,,237.35,,,212.64,,310.67,303.78499999999997,,,,,,L8
2018-04-25 22:05:38+00:00,326.87333333333333,327.26,333.38,341.6166666666666,331.1933333333333,331.83,331.95,335.91,336.7233333333333,326.33666666666664,341.03499999999997,335.345,323.04499999999996,307.51,303.97,327.0133333333333,318.5933333333333,320.0,318.1375,322.2975,328.1033333333333,332.27,325.37666666666667,335.1333333333334,312.09666666666664,300.89,307.9533333333333,307.32,301.59999999999997,312.32,300.6575,282.28000000000003,299.12666666666667,294.9266666666667,284.07,274.66,243.61,287.84,292.52,288.12666666666667,290.07666666666665,292.88,286.68666666666667,297.9225,296.51,295.91,,,,305.5,289.46,296.12,297.69,312.8666666666666,282.64,320.91,195.07000000000002,310.49,298.37,297.94,305.49,308.98,303.99249999999995,302.3633333333333,292.195,290.275,299.8675,302.6566666666667,304.52333333333337,303.055,303.52,294.405,298.04999999999995,320.5566666666667,297.075,327.305,315.8,360.26,310.69,333.8066666666667,331.22666666666663,272.12,342.52,340.14250000000004,332.6525,330.79999999999995,336.01,335.005,336.51,329.04499999999996,334.19,342.93,357.105,359.17500000000007,351.29999999999995,325.125,307.1933333333333,304.74,321.4,324.235,320.61,353.09000000000003,,341.68,340.1233333333334,335.515,341.4366666666667,331.9633333333333,334.0566666666667,339.94000000000005,333.32,333.3766666666667,259.25666666666666,,,225.885,310.62,319.17,212.64,,306.1275,299.30333333333334,303.72,269.46,278.36,288.34,292.97,L8
2018-06-28 22:05:28+00:00,303.73,311.25,325.58500000000004,336.52,301.7,328.86,307.345,326.43,308.43,312.79499999999996,327.99499999999995,310.555,323.04499999999996,307.51,303.97,314.65999999999997,308.54999999999995,313.18,311.205,317.865,298.81,328.45,293.52,327.38,295.76666666666665,300.89,297.73999999999995,299.18500000000006,297.4,306.5566666666667,286.32666666666665,270.5266666666667,290.34000000000003,278.27,275.01,254.84333333333333,234.12,286.52,289.495,284.975,280.655,272.87333333333333,265.67,291.225,293.47,,,240.23,249.01,305.5,289.46,278.0,282.625,294.51,282.64,300.005,213.16,310.49,298.37,297.94,280.495,299.43,281.56499999999994,292.66999999999996,280.09,277.81,286.89,292.785,298.225,303.055,303.52,294.405,284.6233333333333,299.01,285.49333333333334,287.63,293.7966666666666,,310.69,311.02,285.38,247.87,304.09,325.96000000000004,308.7333333333333,320.96,323.28,326.83,325.2366666666667,323.04499999999996,333.64,331.52,,329.01,312.2,279.16,288.55,269.895,306.9,295.32,320.61,331.89,329.06,341.68,333.47,331.27,321.89,317.23,322.395,320.61,333.63,328.82000000000005,248.09,,,225.885,310.62,319.17,,,278.92,289.12,303.72,269.46,278.36,288.34,292.97,L8
2018-10-18 22:06:17+00:00,,317.22,324.78,336.52,303.91,328.295,308.59,325.40999999999997,308.87,310.68,331.005,310.115,326.21000000000004,307.135,304.84000000000003,321.13,311.85,313.375,309.23,318.885,305.60999999999996,327.7,298.79,329.3,295.51666666666665,302.22,299.01,300.395,298.89,306.43666666666667,286.19,269.91,287.905,274.21000000000004,270.91499999999996,256.4833333333333,233.73666666666668,287.42499999999995,289.485,287.49,288.69500000000005,275.24666666666667,272.09999999999997,285.345,294.15,288.32,297.1,240.23,249.01,305.5,307.775,278.0,286.34,295.91499999999996,283.23,305.37000000000006,213.16,310.49,304.305,302.8,287.0233333333333,300.91499999999996,277.81,293.77,273.61,272.80000000000007,288.2,293.61,299.73,305.845,306.41499999999996,303.94,277.42999999999995,293.775,279.27,267.71,285.97999999999996,346.18,,,274.32,242.28,322.85,324.45,300.405,320.96,323.28,326.83,326.745,320.38,,331.52,,329.01,326.40999999999997,295.12,284.38,270.895,318.36,297.33500000000004,338.5,333.92,340.22,341.51,339.03,332.99,322.07500000000005,318.38,322.28,320.61,,341.3,248.09,,,214.42,304.815,319.17,,,273.77,290.34,303.72,269.46,278.36,288.34,292.97,L8
2018-12-21 22:06:18+00:00,,323.78,326.45,353.32,290.54,327.73,300.41499999999996,324.39,309.31,310.66,331.04,310.04,328.1,309.01,309.87,327.9,312.65,312.09,308.72,320.31,299.3349999999999,326.95,292.825,331.22,304.6566666666667,303.16,300.06,300.69,300.03,306.48,295.71,263.32000000000005,286.0,261.95,269.63,252.96999999999997,232.53000000000003,288.7,289.69,290.29,294.98,274.735,269.31999999999994,285.38,294.83,288.32,297.1,240.23,249.01,,326.09,259.88,280.66499999999996,297.32,296.985,297.6,224.68,,310.24,307.66,281.31999999999994,309.66499999999996,,,255.88,252.88,,,,307.7,308.53,311.94,257.77,280.31,262.33,267.71,273.57,346.18,,,274.32,242.28,322.85,325.81,283.03,,,,323.93,326.78,,337.13,,342.065,326.40999999999997,310.10999999999996,304.65999999999997,292.7166666666667,325.125,310.83666666666664,339.48,338.3766666666667,340.55,341.51,339.03,332.99,333.59999999999997,326.26,322.28,326.415,329.85,341.56,250.96,,,,299.01,319.17,,,255.04,,,,,,,L8
2019-02-07 22:06:11+00:00,,323.78,326.45,353.32,308.33,327.73,311.08,324.39,309.31,310.66,331.04,310.04,328.1,309.01,309.87,327.9,312.65,312.09,308.72,320.31,319.21,326.95,309.33,331.22,321.495,303.16,300.06,300.69,300.03,311.22,311.03999999999996,279.62,286.0,,269.63,267.77,249.92,301.32,289.69,290.29,294.98,296.86,297.19,285.38,294.83,288.32,297.1,,,,326.09,,293.77,297.32,296.985,316.1,,,310.24,307.66,308.28,309.66499999999996,,,,,,,,307.7,327.525,311.94,,,,,,346.18,,,,260.94,341.61,347.435,347.79,,,,,333.18,,342.74,,355.12,340.62,328.01666666666665,308.98333333333335,312.785,325.125,327.5,339.48,350.235,346.29499999999996,341.51,339.03,332.99,348.93499999999995,334.94,325.06,336.525,333.11,341.56,250.96,,,,299.01,319.17,,,,,,294.67,305.04,,,L8
2019-04-12 22:05:54+00:00,,323.78,326.45,346.0,307.57,319.65999999999997,310.525,317.935,309.595,309.925,329.605,309.49,324.22,309.01,306.47,321.85,308.54999999999995,313.2,308.04,318.065,320.385,323.625,317.27,321.805,316.17,302.88,298.62,300.155,297.005,307.515,303.90999999999997,281.005,284.985,285.87,265.99,267.31,246.91000000000003,294.55,286.32,271.865,291.52,284.64,291.21500000000003,283.16999999999996,294.525,288.03999999999996,297.1,,,,326.09,,293.77,292.73499999999996,292.0833333333333,316.1,,,310.24,307.66,308.28,309.66499999999996,279.78,289.56,289.93,285.27,286.9,292.69,297.19,305.775,319.1933333333333,307.48,294.8,314.66,297.87,311.46,308.59,327.86,309.79,311.14,301.24,257.76,341.61,347.22,338.365,,,,,333.18,,342.74,356.19,355.12,340.62,328.01666666666665,302.5075,312.785,325.125,322.8866666666667,332.7366666666667,347.05999999999995,346.29499999999996,338.655,337.87,332.99,348.93499999999995,342.06333333333333,321.82,332.66,323.54,325.575,250.96,,,,304.135,317.3,,,288.87,288.67,292.8,281.82000000000005,292.15,287.38,275.75,L8
2019-08-18 22:06:35+00:00,,,,338.68,306.81,311.59,309.97,311.48,309.88,309.19,328.17,308.94,320.34,,303.07,315.8,304.45,314.31,307.36,315.82,321.56,320.3,325.21,312.39,305.52,302.6,297.18,299.62,293.98,303.81,289.65,282.39,283.97,285.87,262.35,266.85,243.9,281.01,282.95,253.44,288.06,272.42,285.24,280.96,294.22,287.76,,,,,,,,288.15,282.28,,,,,,,,279.78,289.56,289.93,285.27,286.9,292.69,297.19,303.85,302.53,303.02,294.8,314.66,297.87,311.46,308.59,309.54,309.79,311.14,301.24,254.58,,346.79,328.94,,,,,,,,356.19,,,,303.28499999999997,,,313.66,319.25,340.71,,335.8,336.71,,,356.31,318.58,324.93,304.4,309.59,271.55,,,,309.26,315.43,183.94,,288.87,288.67,292.8,268.97,279.26,287.38,275.75,L8
2019-11-06 22:06:48+00:00,306.12,317.96,337.41,,,,,,,,,,,,,,,,,313.4,323.7,321.97,331.24,312.94,307.91,301.68,,,,,,,,288.98,270.78,,,,282.4,256.18,288.77,273.36,283.0,285.51,292.64,,,,,,294.69,305.49,295.48,296.29,,315.69,297.92,313.66,296.99,297.83,300.43,296.74,290.1,288.97,301.51,318.45,305.82,292.47,299.88,305.1,302.51,313.59,300.52,322.54,304.82,313.89,310.84,315.45,313.05,311.43,307.84,270.83,340.51,346.05,323.44,324.53,326.26,332.43,325.22,,,,,357.24,343.99,310.53,321.65,,,314.7,328.13,344.46,,341.62,333.52,333.42,341.19,322.05,317.63,,,,271.55,,,,311.12,315.64,183.94,,300.09,,298.89,,,,,L8
2019-11-22 22:06:45+00:00,303.03999999999996,315.345,327.415,316.0,303.81,306.79,306.27,307.23,305.44,311.66,312.86,308.62,316.54,300.96,301.56,316.43,304.61,308.27,302.09,312.225,315.895,321.83500000000004,319.91499999999996,318.685,306.19000000000005,300.33000000000004,294.24,294.84,295.52,305.95,291.13,277.9,283.47,285.77,251.47499999999997,260.5,238.32,,282.4,256.18,288.77,273.36,279.14,284.365,291.09000000000003,287.4,294.06,,,306.62,290.855,300.06,293.78499999999997,293.32,280.97,314.66999999999996,302.305,304.87,297.145,297.24,297.255,285.475,281.735,289.175,291.225,301.845,295.115,291.08500000000004,297.91499999999996,302.535,301.615,304.88,303.095,314.495,303.90999999999997,311.11,312.04999999999995,312.185,311.255,309.78499999999997,302.66499999999996,262.19000000000005,340.51,343.40999999999997,322.525,322.875,324.325,330.20500000000004,324.345,321.53,328.98,,350.9,355.5,340.14,306.92999999999995,312.51,,,311.96500000000003,323.66499999999996,343.575,,341.03499999999997,333.52,335.28,341.645,321.96000000000004,327.685,332.71,,,271.55,,,,311.12,315.19,183.94,,298.325,285.26,298.89,264.18,277.83,280.27,,L8
2020-02-10 22:06:28+00:00,303.03999999999996,323.88,327.415,334.71500000000003,303.81,331.485,329.06,307.23,323.20500000000004,325.58000000000004,331.98,308.62,316.54,300.96,301.56,316.43,324.53,319.99,321.93499999999995,316.75,315.895,321.83500000000004,319.91499999999996,318.685,306.19000000000005,300.33000000000004,294.24,294.84,295.52,305.95,309.645,277.9,283.47,285.77,251.47499999999997,260.5,238.32,,282.4,256.18,288.77,273.36,279.14,284.365,291.09000000000003,297.655,294.06,,,306.62,290.855,300.06,293.78499999999997,307.1566666666667,280.97,314.66999999999996,302.305,304.87,297.145,306.34666666666664,297.255,285.475,281.735,289.175,291.225,301.845,301.39000000000004,307.56333333333333,297.91499999999996,302.535,311.17333333333335,304.88,303.095,322.40000000000003,303.90999999999997,311.11,312.04999999999995,312.185,311.255,309.78499999999997,302.66499999999996,262.19000000000005,340.51,343.40999999999997,327.29333333333335,328.47,324.325,330.20500000000004,325.00333333333333,323.59,332.915,,350.9,354.01666666666665,344.3333333333333,309.53666666666663,311.775,331.21,331.24,311.96500000000003,323.66499999999996,343.575,,341.03499999999997,333.52,335.28,341.645,326.0933333333333,330.72333333333336,329.28499999999997,324.84,,271.55,,,,311.12,315.19,183.94,325.89,298.325,285.26,298.89,264.18,296.56,280.27,,L8
