dates,satname,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0058,nzd0244-0059,nzd0244-0030,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091,nzd0244-0028,nzd0244-0029,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0073,nzd0244-0078,nzd0244-0085,nzd0244-0086,nzd0244-0087
2013-04-11 22:08:15.067000,L8,,176.24,211.24,219.68,,,,,,,,,,,,,,,,,,,,,,,,412.36,423.77,343.93,281.83,400.20,367.43,357.10,387.92,,,,,300.77,302.14,290.30,291.31,284.20,287.18,289.89,295.01,295.80,299.70,,,,,,,377.95,342.07,,,,,,,,,,,,,324.58,388.06,,,,,,,,,,,,,,,,,,,,,
2013-05-13 22:07:59.284000,L8,159.59,189.27,204.93,245.52,247.39,262.11,262.40,245.09,,,,,,229.30,217.84,223.58,240.38,262.41,272.57,242.90,235.90,,,,,,,,,,,,,,,,,,,303.63,304.18,296.16,293.42,287.81,293.00,289.29,295.39,297.22,300.12,300.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:08:05.425000,L8,,169.29,185.54,223.46,222.79,244.53,246.91,235.83,,,,,,207.58,200.88,213.35,215.14,218.41,217.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:04.598000,L8,169.63,196.46,227.91,270.59,291.54,269.64,270.89,256.79,,,,,230.77,237.60,223.15,227.58,257.92,271.42,277.29,247.45,245.29,259.46,270.54,333.21,353.99,326.24,327.82,333.25,317.59,323.71,,283.41,296.89,290.53,299.04,338.08,325.65,318.27,322.54,313.49,312.11,303.06,304.55,301.93,303.06,299.53,302.95,306.95,312.33,313.06,317.78,328.31,339.99,330.93,335.48,327.15,333.85,324.79,,,,,,,,,,,,313.10,336.73,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:28.553000,L8,169.12,195.77,227.42,270.59,291.95,269.48,270.62,256.69,,,,,230.35,237.37,222.33,227.58,257.80,271.40,277.29,247.81,244.91,259.60,270.17,333.14,354.12,326.22,327.90,333.48,317.79,323.57,,282.82,296.58,290.64,299.11,338.18,325.93,318.44,322.78,313.60,312.10,303.12,304.59,301.98,303.18,299.87,303.06,307.13,312.46,313.20,317.77,328.50,340.56,330.94,335.88,327.34,334.00,324.57,,,,,,,,,,,,312.51,336.88,,,,,,,,,,,,,,,,,,,,,
2013-11-21 22:07:37.752000,L8,,,,272.99,262.65,276.50,274.82,259.02,254.29,271.23,253.23,223.71,238.27,247.35,254.06,245.33,275.06,285.62,285.75,265.63,250.65,264.89,273.27,338.45,336.22,337.42,335.70,332.29,320.75,325.66,274.68,295.49,300.31,299.60,304.74,333.10,336.31,329.31,324.43,315.27,308.59,309.62,313.45,316.07,305.40,303.29,321.58,324.18,322.35,321.33,330.71,330.52,335.20,339.21,341.84,327.34,361.61,349.79,,,,,,,,,,,,325.24,330.06,,,,,,131.06,70.89,66.13,50.57,61.95,,,,,,,103.17,,,,
2013-11-21 22:08:01.711000,L8,161.13,195.81,219.77,248.64,249.94,262.50,259.02,246.09,,,,,,229.47,219.23,224.32,235.66,258.43,258.24,239.99,232.11,,,,,,,,,,,,,,,317.37,315.07,319.64,315.97,307.19,296.98,301.64,305.22,296.44,292.85,284.46,299.33,304.36,311.69,311.80,313.72,317.55,327.85,326.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:07:09.509000,L8,171.32,206.10,228.55,256.34,258.18,273.92,273.48,291.79,254.80,254.92,257.75,,236.55,245.24,224.58,242.40,262.24,282.44,289.80,260.05,251.77,264.84,274.41,338.50,421.68,,,,,,274.11,291.70,299.17,302.49,309.32,354.16,344.74,330.26,318.11,315.99,316.11,309.29,307.98,309.67,314.24,314.77,315.27,317.74,323.04,324.03,328.50,332.89,332.45,332.70,332.51,,,356.19,,,,,,,,,,,,348.08,343.75,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:07:33.459000,L8,172.45,207.07,230.63,258.47,260.39,275.92,274.04,292.85,256.40,265.45,259.83,,238.45,246.47,225.72,244.15,264.05,284.08,290.89,260.27,253.02,266.41,275.25,339.24,423.94,,,,,,276.04,293.38,300.74,303.11,309.39,355.25,346.08,331.14,319.04,317.24,316.56,309.88,308.36,312.17,315.45,315.85,317.01,318.90,323.47,325.01,329.75,333.44,334.45,334.60,333.67,,,360.35,,,,,,,,,,,,348.44,344.54,,,,,,,,,,,,,,,,,,,,,
2014-02-09 22:06:57.254000,L8,174.77,211.23,237.76,261.56,260.64,283.43,285.83,298.15,260.03,276.13,268.01,230.82,247.72,249.45,255.97,252.62,287.24,296.69,305.01,290.78,255.82,265.07,274.20,339.34,336.09,335.88,329.67,338.45,333.24,328.20,279.67,299.01,303.30,304.00,310.35,343.61,340.48,331.54,328.17,319.64,318.36,315.62,308.57,311.62,308.40,316.10,317.11,318.18,322.36,332.37,332.29,331.71,340.84,336.25,336.72,325.99,329.99,356.04,,,,,,316.47,307.21,,,,,326.15,358.58,304.98,268.28,215.42,,,,113.29,159.75,56.87,58.31,167.70,165.07,178.44,190.58,230.94,232.35,,,,,
2014-02-25 22:06:44.447000,L8,157.91,186.50,207.00,236.50,242.67,258.03,257.51,242.08,,,,,,218.09,207.83,218.89,223.75,238.13,247.10,233.24,227.00,,,,,,,,,,,,,,,,,,,,,,,,349.44,378.85,314.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-25 22:07:08.406000,L8,163.03,188.44,209.67,239.43,246.28,262.28,259.12,243.70,,,,,,221.47,214.40,221.08,225.71,241.00,250.08,235.69,232.51,,,,,,,,,,,,,,,,,,,,,,,,351.17,380.17,319.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.62,128.20,135.16,,,,,,,,,189.71,,,,
2014-03-29 22:06:15.961000,L8,173.45,199.16,231.01,259.30,258.78,281.71,280.51,291.73,257.54,275.42,265.73,231.88,245.91,246.41,238.58,249.24,280.13,292.01,293.39,286.50,256.33,264.83,273.21,357.80,356.27,355.51,359.35,354.49,347.31,356.27,278.27,294.50,299.43,301.49,311.10,363.67,351.96,341.39,338.19,341.44,337.78,325.93,323.01,322.98,331.34,329.64,329.47,341.30,341.86,344.33,346.82,340.20,345.32,346.61,349.11,339.70,341.83,369.81,330.31,331.49,344.27,354.90,354.36,351.32,344.73,,,,,326.60,330.51,325.40,319.66,252.21,,195.84,118.77,161.27,157.75,59.44,42.28,,,,,,,158.35,,,,
2014-04-30 22:05:46.536000,L8,129.36,180.71,195.41,227.73,235.99,249.75,253.84,239.82,,,,,,212.77,202.66,215.69,217.77,224.77,236.39,220.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:10.487000,L8,104.47,168.42,187.78,220.73,220.17,243.14,245.58,233.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01 22:06:02.776000,L8,181.38,192.91,213.77,246.02,245.99,262.56,273.34,259.41,,,,,226.48,239.69,215.17,226.20,276.45,282.31,288.46,279.41,251.52,263.14,274.29,366.56,378.32,358.68,391.43,379.30,320.20,320.18,282.40,287.73,299.94,299.92,306.90,339.48,339.87,331.76,318.31,313.64,304.56,298.84,334.50,357.01,349.57,354.33,356.50,341.95,311.31,311.86,320.97,327.33,337.87,328.76,344.99,328.02,333.89,335.47,343.77,373.73,381.18,380.04,,,,,,,,313.84,329.81,,,,,,,,,,,173.29,167.79,197.41,208.92,251.74,247.44,,61.39,,,
2014-06-17 22:05:44.904000,L8,131.13,182.67,192.26,231.72,235.87,255.61,261.17,246.41,,,,,,221.21,204.53,221.39,227.30,242.32,251.76,238.44,,,,,,,,,,,,,,,,,,,,300.62,290.80,287.51,283.81,285.52,289.02,285.16,288.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:05:50.119000,L8,163.28,196.76,212.03,245.21,251.39,265.33,269.35,261.61,,,,,222.73,236.51,217.63,241.86,265.87,277.67,284.73,269.03,250.77,264.90,269.78,339.69,337.41,328.91,330.06,376.11,389.41,396.35,,284.01,294.14,300.15,304.05,345.75,344.64,335.26,325.81,316.39,309.97,304.40,303.14,307.27,331.52,302.92,308.78,308.92,316.15,314.25,323.02,330.36,332.51,340.62,335.61,387.21,361.62,350.65,381.29,,385.56,393.82,406.73,392.24,309.88,,,,,332.24,339.23,307.31,293.28,212.79,,,142.87,57.57,63.20,51.16,34.30,,,,,,,110.73,,,,
2014-07-03 22:06:14.073000,L8,158.03,192.94,210.13,243.06,247.55,263.58,268.79,260.85,,,,,,233.27,215.23,233.92,259.55,276.47,281.30,267.46,246.86,263.48,268.10,338.41,337.03,328.02,329.40,327.42,324.00,328.62,,280.90,291.53,299.83,301.97,345.18,343.07,334.19,324.62,315.74,308.99,303.63,302.28,305.77,330.33,301.69,306.89,306.88,315.16,313.37,321.99,329.64,331.32,337.82,334.16,331.16,327.36,349.25,379.91,,384.89,392.74,406.13,392.69,,,,,,328.66,326.08,,,,,,141.97,57.71,49.05,50.62,35.42,,,,,,,100.97,,,,
2014-08-20 22:06:06.726000,L8,169.89,201.06,213.98,252.38,250.78,265.32,267.30,259.20,,,,,,234.09,217.46,237.52,247.13,272.55,273.82,256.72,247.79,262.31,269.34,339.76,338.99,325.90,331.20,332.78,318.58,381.77,,281.85,291.11,298.19,290.60,319.59,330.45,332.68,325.49,315.99,313.91,303.83,304.53,300.92,311.97,303.00,306.37,310.08,315.67,312.79,324.14,336.33,330.69,336.44,331.13,389.20,388.00,321.68,373.74,365.49,382.99,392.80,403.01,390.75,,,,,,310.00,316.63,,,,,,107.13,51.54,56.07,42.88,25.80,,,,,,,101.03,,,,
2014-08-20 22:06:30.681000,L8,170.12,201.16,214.74,252.75,251.07,265.48,267.43,259.18,,,,,,234.30,217.72,237.86,246.72,272.57,274.17,256.73,248.08,262.43,269.49,339.80,339.00,325.96,331.22,332.73,318.61,396.37,,282.23,291.33,298.66,290.62,319.65,330.80,332.72,325.52,316.07,313.98,303.87,304.58,301.06,312.10,302.96,306.18,310.11,315.76,312.78,324.19,336.21,330.63,336.47,331.22,389.24,388.08,321.74,373.76,365.50,383.06,392.85,403.11,390.80,,,,,,309.79,316.51,,,,,,107.43,51.54,55.94,42.75,25.44,,,,,,,101.23,,,,
2014-11-08 22:06:16.124000,L8,164.98,201.26,225.85,253.34,254.23,267.54,266.47,250.64,,,,,,235.80,221.81,230.00,252.53,268.10,268.06,253.99,252.12,263.46,269.27,343.91,343.68,342.55,337.80,337.65,317.44,357.06,268.88,293.53,293.41,296.81,293.16,339.51,330.22,328.34,336.10,336.43,331.06,326.93,322.45,314.54,307.20,321.47,324.54,317.86,327.39,326.27,329.62,343.93,351.82,354.09,352.70,348.56,341.33,325.38,342.04,341.41,327.91,318.87,328.22,336.46,338.82,,,,,312.83,315.33,320.44,318.12,329.28,,,,,,,,,,,,,,,,,,
2014-11-08 22:06:40.082000,L8,166.07,201.98,227.28,254.12,254.85,267.99,266.88,250.60,,,,,,236.28,222.59,230.13,252.60,267.98,267.94,253.58,252.57,263.96,269.69,344.07,344.24,344.16,337.96,338.48,317.77,359.23,269.39,294.23,293.99,297.01,293.43,339.46,330.45,328.41,336.09,336.59,331.15,326.92,322.71,314.62,307.25,321.31,324.02,318.12,327.88,326.31,331.17,344.45,352.16,354.09,352.93,349.65,342.02,341.98,341.97,341.45,327.92,319.13,328.88,336.59,339.04,,,,,313.03,315.62,,,,,,,,,,,,,,,,,,,,,
2015-02-12 22:05:51.250000,L8,167.63,198.65,226.80,255.50,255.37,281.88,275.87,257.79,,,,,233.03,243.29,225.73,230.90,280.70,297.09,292.27,267.11,251.64,260.80,273.70,336.38,337.11,335.23,336.05,329.26,322.43,325.88,274.55,291.12,296.90,296.13,308.42,344.28,338.32,335.26,328.81,316.96,317.58,306.61,309.44,306.30,305.51,311.00,308.47,313.07,315.48,318.66,320.75,330.06,337.10,332.37,338.27,326.93,333.00,350.80,,,,,,,,,,,,326.54,345.57,,,,,,146.05,53.37,57.08,43.86,40.22,,,,,,,116.93,,,,
2015-02-12 22:06:15.200000,L8,167.52,197.07,225.05,251.42,253.34,275.80,274.70,253.09,,,,,230.19,238.98,223.52,228.50,275.41,292.87,286.58,252.53,249.92,258.57,272.07,334.08,333.13,331.33,332.48,326.24,318.22,322.76,272.54,288.11,294.67,292.89,304.45,342.00,334.08,320.51,325.49,312.78,316.13,304.55,308.02,304.50,303.50,307.19,305.02,311.27,312.63,316.90,319.37,327.86,334.61,329.00,335.08,324.41,330.09,347.45,,,,,,,,,,,,320.25,335.57,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:05:48.437000,L8,164.58,193.87,212.84,245.54,241.18,251.53,257.59,244.13,,,,,,229.27,217.53,225.33,252.44,263.49,270.13,249.67,247.16,258.62,269.07,,,,,,,,267.68,283.71,287.73,292.93,291.76,314.99,312.50,319.08,308.16,310.22,303.20,299.30,297.43,296.75,298.78,288.64,300.54,304.33,308.08,307.47,315.73,324.55,319.90,326.25,,,,319.67,,,,,,,,,,,,309.63,315.68,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:06:12.396000,L8,164.92,193.76,213.40,245.94,241.48,252.86,257.94,244.96,,,,,,229.96,217.32,225.90,252.76,263.99,272.00,250.45,247.71,259.12,269.43,333.12,326.03,318.12,321.40,323.44,317.00,316.84,268.20,283.99,288.99,293.75,292.56,315.68,313.05,319.24,308.27,310.97,304.25,300.35,298.42,297.89,299.27,290.59,301.63,304.93,309.36,308.09,316.42,325.40,321.29,327.28,323.34,,,320.88,,,,,,,,,,,,310.53,316.71,,,,,,,,,,,,,,,,,,,,,
2015-04-01 22:05:25.791000,L8,170.91,197.52,225.69,255.48,251.94,273.89,276.60,287.65,,,,,234.40,244.04,225.73,248.86,285.47,293.60,300.89,280.71,254.98,263.07,275.26,325.14,327.17,321.76,329.78,321.55,357.47,344.28,275.95,297.75,296.87,303.29,307.49,331.87,329.29,323.87,314.83,311.49,303.08,299.95,297.90,296.74,295.46,288.41,299.69,303.09,309.28,306.67,309.60,324.73,324.29,326.01,323.63,320.58,,361.51,,,,,,,,,,,,324.66,331.30,340.77,347.76,333.09,296.68,,,,,,,,,,,,,,,,,
2015-04-01 22:05:49.742000,L8,117.68,174.34,188.24,224.34,221.78,246.82,244.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:05:37.569000,L8,173.65,192.36,203.22,245.92,245.11,261.61,266.66,253.24,242.85,,,,,228.38,211.06,223.76,274.10,282.83,283.21,268.50,244.43,260.11,270.72,340.09,341.02,326.29,334.06,333.87,,,,,,,,346.34,331.91,326.61,321.89,314.35,309.39,298.99,307.13,298.16,301.72,300.23,303.69,313.11,314.86,315.71,319.50,330.78,332.17,329.86,334.84,,,318.22,,,,,,,,,,,,304.86,319.80,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:06:01.523000,L8,170.43,189.91,198.92,243.53,242.87,259.61,264.88,250.37,,,,,,225.12,205.54,222.47,228.11,279.43,277.50,265.27,240.05,259.03,268.98,,,,,,,,,,,,,340.70,327.24,324.12,318.60,312.68,307.82,297.66,305.41,296.40,299.52,297.86,301.83,310.96,309.66,313.56,317.96,328.88,329.89,327.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07 22:05:40.232000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.82,392.43,390.09,394.10,400.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:06:01.750000,L8,,163.58,169.14,220.59,210.04,235.45,237.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:06:25.709000,L8,167.59,198.78,211.67,253.87,251.64,265.31,266.05,255.24,,,,,,229.50,214.83,227.35,237.22,270.53,263.06,251.31,244.89,261.41,268.26,333.04,330.05,323.01,326.10,325.77,321.56,320.02,,288.65,288.33,295.38,289.63,318.56,321.59,325.73,312.28,311.35,304.80,300.54,301.02,298.91,299.49,292.83,304.15,309.24,316.98,312.84,320.82,324.36,325.06,329.88,328.08,324.03,,322.39,,,,,,,,,,,,307.14,315.78,,,,,,,,,,,,,,,,,,,,,
2015-10-26 22:06:07.756000,L8,,,,,,,,,,,,,,,,,,,,,,,,339.99,341.98,334.38,324.63,331.57,342.86,346.50,,,,,,,,,,304.36,296.00,294.94,292.57,301.90,302.27,298.80,310.19,310.11,328.42,333.21,317.25,321.33,324.84,326.42,327.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26 22:06:31.715000,L8,160.27,193.06,208.83,246.97,230.17,,,,,336.61,339.95,321.77,,,,,,,,,,,,349.10,346.88,343.40,330.55,337.80,349.97,353.10,,,,,,316.48,354.71,339.94,316.72,312.52,303.56,300.15,302.72,310.18,305.98,312.34,317.25,317.96,337.89,338.99,325.67,328.72,329.85,335.58,340.27,332.83,329.49,325.84,344.59,340.97,331.13,334.06,338.25,,,,,,,,323.89,,,,,,,,,,,,,,,,,,,,,
2015-12-13 22:06:33.519000,L8,167.41,196.51,214.76,256.28,261.81,281.00,270.25,289.35,361.24,367.27,357.58,346.93,327.98,242.55,233.22,229.07,241.55,275.64,,,,,,350.21,356.21,355.84,341.13,348.27,353.88,320.55,,,,386.26,349.65,358.73,343.97,342.81,333.82,315.83,308.36,302.83,315.85,316.67,308.35,302.83,308.97,313.35,327.42,345.07,348.86,330.79,332.17,330.59,342.62,345.08,347.30,346.16,340.04,329.90,352.26,333.92,323.50,324.20,312.40,,,,,394.59,387.31,322.16,330.66,246.19,202.00,214.75,179.36,,,85.33,84.92,106.39,,,,,,166.77,100.41,,,
2015-12-29 22:06:09.164000,L8,162.41,200.23,224.38,252.87,257.12,274.90,276.28,255.07,,,,,228.09,234.56,222.74,237.28,254.86,287.61,298.66,267.41,257.27,263.69,272.50,340.68,338.75,332.86,331.11,336.19,340.73,326.88,269.60,296.49,297.44,299.45,304.88,331.01,325.09,324.76,312.64,312.77,302.07,300.93,302.92,301.82,305.98,294.24,326.57,307.94,316.96,320.08,323.86,323.29,320.91,324.38,329.80,325.72,,329.25,,,,,,,,,,,,320.30,323.32,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:06:33.122000,L8,167.52,202.53,227.91,254.11,259.62,276.40,274.29,254.28,,,,,229.17,236.00,227.33,235.29,252.92,282.29,298.12,262.16,258.26,266.85,272.83,340.07,336.67,332.92,330.69,336.02,340.05,326.01,272.99,298.97,298.21,299.78,305.67,328.90,323.96,322.87,312.52,312.44,302.45,301.03,302.21,302.18,306.06,293.17,324.96,308.37,317.52,319.50,323.17,323.33,320.86,324.53,330.59,325.77,,331.28,,,,,,,,,,,,321.32,322.49,,,,,,,,,,,,,,,,,,,,,
2016-01-30 22:06:29.534000,L8,100.93,179.55,189.78,225.87,222.36,243.39,238.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:05:55.525000,L8,,,,,,,,,,,,,,,231.93,220.46,225.52,258.37,246.97,,,,,,,,,,,,,283.91,285.03,325.79,381.31,314.78,311.16,317.91,310.72,329.89,327.86,319.67,407.84,289.50,286.00,282.29,294.35,302.27,302.78,304.48,311.81,315.66,314.08,320.23,,,,329.78,,,,,,,,,,,,323.13,357.68,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:06:19.476000,L8,,,,,,,,,,,,,,,234.19,221.96,226.51,262.60,254.57,,,,,,,,,,,,,285.32,286.53,329.75,385.27,316.32,312.67,319.83,312.76,335.20,342.44,358.26,411.38,290.67,287.09,283.41,295.28,303.62,304.34,305.43,313.39,316.26,314.88,321.00,,,,332.53,,,,,,,,,,,,333.94,362.18,,,,,,,,,,,,,,,,,,,,,
2016-03-18 22:06:13.953000,L8,151.89,174.89,175.58,235.02,236.72,255.84,245.20,,,,,,,228.28,211.48,218.17,235.67,263.77,268.17,249.32,243.33,,,,,,,,,,,,,,,,,,,302.90,295.76,293.73,293.47,290.18,290.35,292.26,407.77,411.74,431.83,347.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21 22:05:38.418000,L8,,167.61,183.29,218.25,209.69,235.90,237.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21 22:06:02.377000,L8,135.31,188.29,206.42,239.14,240.29,261.23,264.96,375.44,358.04,330.29,319.69,311.19,309.90,228.61,213.77,229.17,238.09,268.05,278.28,225.27,,,,357.03,343.96,354.30,346.68,335.02,340.74,325.75,,,,,,,,,,,,,,283.83,303.03,308.75,309.22,310.20,313.45,322.94,347.53,336.38,349.39,355.54,355.78,328.69,338.89,,357.62,348.23,339.70,344.37,342.53,335.87,332.48,,,,,,,339.54,319.15,,,,,,,,,,,,,,,,,,,
2016-07-08 22:06:20.711000,L8,152.35,194.78,220.78,248.00,250.12,265.69,273.49,259.96,,,,,227.26,238.59,220.03,239.31,263.39,282.73,289.62,281.95,247.26,267.99,270.52,343.07,345.08,329.41,330.88,331.92,329.55,327.66,275.35,288.64,300.81,304.32,311.61,324.53,321.99,330.98,318.95,313.80,305.09,304.65,318.43,330.70,299.13,296.94,305.86,311.31,315.38,313.35,323.25,325.92,322.92,327.73,334.51,326.03,329.28,339.78,,,,,,,,,,,,323.10,328.71,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:06:15.488000,L8,166.98,193.07,211.51,247.85,249.12,263.91,264.45,251.83,,,,,,228.22,213.85,224.85,241.15,269.19,274.92,253.57,244.75,260.36,269.07,329.86,322.73,320.67,327.02,320.05,,,,288.75,289.05,296.81,295.88,319.10,313.13,325.50,309.19,305.85,296.52,298.53,299.39,293.07,297.06,289.77,307.22,307.91,315.21,313.56,316.16,322.91,317.56,327.08,326.55,,,325.60,,,,,,,,,,,,314.16,324.87,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:06:39.443000,L8,166.93,193.26,212.06,248.27,249.45,264.07,265.00,253.35,,,,,,228.90,213.74,225.33,243.12,270.73,276.95,255.83,245.13,260.59,269.47,331.05,323.39,321.33,327.57,320.88,319.60,317.27,,289.03,290.24,297.92,298.16,319.79,313.64,326.37,309.98,306.98,297.25,299.27,300.16,293.72,297.61,290.60,307.93,308.42,316.31,314.12,316.94,323.71,317.94,327.71,327.09,322.62,,326.60,,,,,,,,,,,,315.92,328.14,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:06:21.213000,L8,160.79,193.24,216.09,247.52,251.20,264.89,267.51,253.93,,,,,225.01,236.58,218.92,227.36,248.04,272.71,283.01,257.59,249.80,263.37,271.76,326.93,324.81,320.91,325.34,320.90,,,271.25,297.56,297.15,305.57,311.44,320.98,313.63,322.80,306.84,304.34,290.82,308.08,304.64,293.04,296.56,289.28,304.18,309.42,311.38,308.07,329.52,330.82,329.61,325.33,324.12,,,327.73,,,,,,,,,,,,326.97,330.53,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:06:45.172000,L8,162.14,195.75,219.51,248.78,252.83,266.48,269.16,256.54,,,,,227.61,239.04,221.41,228.85,253.09,274.36,287.02,259.87,252.37,266.12,273.72,329.10,326.49,322.32,326.37,323.93,,,273.38,300.08,300.09,308.02,313.91,323.38,317.62,324.16,307.90,306.02,291.75,308.90,303.09,294.48,297.60,290.94,305.62,310.73,312.83,309.05,330.31,331.11,333.71,326.84,325.41,,,329.19,,,,,,,,,,,,329.26,332.94,,,,,,,,,,,,,,,,,,,,,
2016-10-28 22:06:23.178000,L8,164.38,199.03,225.67,253.89,256.73,268.33,268.02,257.74,,,,,229.35,240.57,223.00,228.47,257.87,272.56,287.53,259.04,251.14,267.46,271.79,353.85,343.81,340.35,332.58,336.36,352.69,344.51,269.65,302.88,302.30,305.15,309.17,338.70,348.67,329.99,328.72,314.66,299.48,297.38,299.90,294.83,316.14,324.76,329.39,319.19,316.22,310.38,309.17,315.44,326.20,353.96,360.26,330.52,342.49,327.40,337.75,,,,,,,,,,,322.72,328.95,,,,,,,,,,,,,,,,,,,,,
2017-03-05 22:05:50.977000,L8,164.94,191.81,225.44,249.45,255.17,278.48,282.13,293.05,260.50,293.58,272.74,223.18,239.84,244.94,231.99,264.47,303.11,298.10,297.98,290.73,259.49,273.57,282.20,331.41,329.63,324.10,326.47,331.58,319.80,320.01,280.92,311.27,302.93,301.31,311.97,333.12,324.41,323.89,310.61,301.81,293.93,285.38,294.55,291.58,300.51,300.05,305.52,308.73,303.83,306.51,,,311.75,326.04,328.52,320.41,,340.87,,,,,,,,,,,,349.42,346.45,,256.07,253.35,204.31,236.33,201.02,159.01,66.83,54.41,42.17,,,,,,,194.19,,,,
2017-04-22 22:05:48.327000,L8,169.06,189.81,223.33,248.73,255.96,289.40,276.50,316.06,,,,,,,,,,298.17,300.13,308.85,256.45,267.95,281.22,330.87,329.38,323.28,320.77,327.91,323.43,321.11,281.00,310.39,308.56,303.99,318.24,338.61,323.76,321.14,313.68,304.72,294.27,284.54,290.60,289.81,291.32,296.34,302.74,309.14,306.18,,,,315.57,326.81,328.23,324.05,,342.25,,,,,,,,,,,,341.73,340.42,292.42,295.56,268.46,243.88,249.86,222.61,,,,,,,,,,,,,,,
2017-05-24 22:05:34.407000,L8,,160.62,171.25,214.97,199.89,234.39,231.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
