dates,satname,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0058,nzd0244-0059,nzd0244-0030,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091,nzd0244-0028,nzd0244-0029,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0073,nzd0244-0078,nzd0244-0085,nzd0244-0086,nzd0244-0087
2025-04-28 22:05:27.119000,L8,149.35,198.69,237.06,266.35,299.67,282.39,277.24,262.58,262.05,267.31,269.96,237.74,282.19,329.32,,,,,329.00,333.56,302.64,295.72,311.79,343.25,344.91,349.98,344.34,340.37,347.38,346.72,296.21,309.38,305.08,305.04,304.12,,,,,,289.46,301.70,303.44,311.02,318.83,318.50,326.16,327.65,328.43,322.60,342.75,,,346.04,344.47,340.10,351.37,,364.06,329.73,325.70,338.61,342.01,339.60,347.30,,,,,302.98,,348.35,348.02,342.11,,,,,,,,,,,,,,,,,,
2025-04-28 22:05:51.078000,L8,,,,,304.26,285.70,282.90,267.57,264.48,270.80,274.04,244.50,284.88,,,,,,333.59,340.56,328.74,299.39,315.23,344.52,346.70,351.89,346.35,344.88,348.23,347.81,298.39,311.83,307.48,308.06,306.66,,,311.61,307.71,305.79,290.81,307.11,305.45,315.16,319.67,319.21,328.19,329.19,329.90,323.94,345.17,,,348.19,345.66,341.60,352.80,,366.65,332.73,331.37,339.72,342.52,341.02,348.24,,,,,306.42,,350.12,348.70,329.57,,,,,,,,,,,,,,,,,,
2025-05-06 22:05:42.584000,L9,151.84,233.46,247.83,271.29,297.92,284.80,274.79,262.18,269.81,267.59,271.35,241.82,274.21,316.18,,,,,320.81,321.83,301.02,294.51,307.85,,,,,,,,297.90,306.28,306.75,300.95,302.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06 22:06:06.538000,L9,152.38,233.56,246.91,271.42,297.85,285.10,274.52,262.63,270.20,267.68,271.62,242.20,274.40,284.54,,,,,321.14,322.01,301.71,294.51,308.23,,,,,,,,297.96,306.34,306.75,301.22,302.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-30 22:05:30.657000,L8,105.32,168.84,195.77,225.62,217.36,232.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-07 22:05:29.079000,L9,149.93,201.79,248.19,272.02,294.93,302.98,276.44,261.82,262.67,267.63,269.45,234.86,271.03,314.47,,,,326.95,313.02,330.95,301.88,295.66,306.16,,,,,,367.22,382.39,294.36,304.63,306.50,300.38,303.18,,,,,,,,,,,,,,,,,,,,,388.47,390.46,,,,,,,,,,,,,301.63,,,,,,,,,,,,,,,,,,,,,,
2025-06-07 22:05:53.033000,L9,150.09,200.58,229.73,271.09,294.48,302.01,275.99,261.94,261.04,266.48,269.25,235.93,269.86,313.37,,,,326.72,312.59,329.45,301.41,295.35,305.68,,,,,,,382.86,293.55,304.77,307.03,300.43,304.08,,,,,,,,,,,,,,,,,,,,,388.20,389.76,,,,,,,,,,,,,302.47,,,,,,,,,,,,,,,,,,,,,,
2025-06-15 22:05:40.693000,L8,107.18,158.45,191.92,228.02,220.94,231.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-15 22:06:04.647000,L8,107.34,158.46,192.85,228.99,221.91,232.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25 22:06:18.368000,L9,139.66,188.06,221.23,250.64,254.62,263.65,261.66,248.49,,,,,228.91,248.57,224.07,229.27,273.93,274.55,283.71,270.70,251.98,262.77,286.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 22:05:57.944000,L8,148.21,192.53,246.04,269.11,294.09,274.95,270.73,256.59,250.91,257.28,262.45,234.79,243.49,276.63,315.26,,,303.42,309.52,307.83,295.58,288.09,305.29,,,,,,,,292.40,302.81,304.35,300.99,302.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.07,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 22:06:21.903000,L8,149.41,193.94,246.14,269.63,294.80,276.64,272.52,257.54,251.49,258.53,263.42,236.66,244.96,276.92,315.82,,,302.33,310.55,308.58,296.64,289.54,305.81,,,,,,,,293.00,303.48,305.02,301.95,303.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.44,,,,,,,,,,,,,,,,,,,,,,
2025-08-10 22:06:04.262000,L9,150.93,199.71,247.48,271.86,296.36,279.65,276.52,258.17,258.28,262.79,265.31,235.74,247.36,311.40,320.70,,,320.33,309.58,309.32,299.91,289.53,305.93,352.75,358.33,352.93,356.87,351.88,344.78,348.58,293.80,307.24,400.36,386.43,386.11,347.36,338.95,329.08,323.52,315.69,312.73,299.91,311.23,325.23,327.32,326.31,322.63,331.11,342.37,346.45,360.61,352.47,357.89,360.82,364.43,362.02,365.03,354.86,358.21,363.91,364.11,364.70,375.34,381.20,369.36,,,,,380.22,367.54,371.66,373.89,,,,,,,,,,,,,,,,,,,
2025-08-10 22:06:28.221000,L9,150.32,197.49,242.45,270.95,294.57,279.15,276.95,258.16,256.85,262.24,264.72,235.35,244.29,300.75,318.49,,,318.44,307.35,307.79,298.90,281.33,305.11,352.32,,352.47,357.21,351.63,346.06,349.58,292.63,401.30,399.98,386.44,387.19,347.62,338.73,329.40,323.88,316.58,314.42,300.06,311.74,325.01,326.92,326.15,323.87,331.95,342.55,347.40,360.09,353.15,358.52,361.50,342.22,362.53,365.87,355.34,323.49,343.15,343.83,338.49,350.51,356.75,348.00,,,,,381.81,368.93,351.28,353.36,,,,,,,,,,,,,,,,,,,
2025-08-26 22:06:33.318000,L9,140.82,188.69,220.39,256.25,259.35,267.61,260.56,250.71,,,,,234.05,272.08,310.47,256.24,287.13,287.69,310.65,308.87,294.09,289.83,307.83,,,,,,,,290.09,306.96,306.45,304.93,302.68,358.04,356.58,345.61,345.13,,,328.40,336.08,354.35,348.63,,,,,,,,,,,,,365.80,,,,,,,,,,,,310.18,374.00,,,,,,,,,,,,,,,,,,,,,
2025-09-03 22:06:09.070000,L8,147.43,199.19,239.13,267.17,262.62,271.26,267.47,252.45,250.09,254.85,256.30,231.18,268.67,269.82,288.30,274.90,292.00,285.00,298.04,283.85,287.19,283.26,306.49,,,,,,,,284.54,300.68,304.17,300.08,305.96,,,,,,,,,,,,,,,,,,,,,,,,,,326.99,338.77,347.71,343.30,344.37,,,,,302.93,,332.44,293.26,219.45,,,,,,,,,,,,,,,,,,
2025-09-19 22:06:15.328000,L8,149.06,200.65,248.25,268.26,264.93,270.08,269.06,253.16,,,,,236.34,274.66,279.21,252.12,283.87,286.13,295.25,286.32,273.98,279.25,296.67,,378.33,382.28,362.38,338.82,338.88,353.75,286.57,301.87,302.76,303.16,304.62,362.33,352.02,347.01,348.30,341.65,319.06,,,279.58,334.25,312.10,340.90,358.58,,,,,,,,366.22,365.45,364.30,354.96,351.51,354.02,364.63,345.08,,,,,,,305.32,,,,,,,,,,,,,,,,,,,,,,
2025-09-19 22:06:39.287000,L8,149.95,201.60,251.18,269.35,265.82,271.21,270.65,254.42,250.71,258.68,260.03,224.22,238.17,275.92,280.82,276.33,285.22,288.52,296.52,290.12,284.43,281.03,299.11,379.46,379.10,382.82,362.69,339.23,339.14,354.09,288.84,302.84,303.71,304.00,305.74,362.79,352.62,347.33,348.68,341.98,320.57,,,326.09,334.61,337.20,341.69,359.09,,,,,,,,366.65,365.79,353.25,355.78,353.29,354.34,364.84,374.45,,,,,,,306.30,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 22:06:16.755000,L8,150.09,196.04,239.90,265.37,263.01,270.32,269.30,253.86,248.70,254.99,254.34,223.15,232.93,275.12,256.64,277.87,283.16,285.80,294.85,287.68,269.42,283.31,299.08,,,316.33,340.26,347.93,353.74,335.52,289.53,303.95,306.13,303.45,304.88,,,,,,,286.42,294.81,289.71,299.34,298.84,324.87,340.43,350.75,350.13,,,,,,351.88,353.31,,350.70,345.35,346.47,349.97,364.89,364.89,,,,,,304.56,,,,,,,,,,,,,,,,,,,,,,
2025-10-21 22:06:39.309000,L8,154.13,202.99,242.81,271.65,264.92,277.03,270.80,254.40,253.59,262.31,260.91,229.31,234.64,273.87,282.94,286.70,293.17,290.68,296.76,292.35,282.70,287.46,306.99,367.49,,324.07,329.97,331.59,328.24,319.56,289.13,306.99,335.20,342.96,314.30,,,,,,311.17,299.45,299.48,303.10,305.71,316.14,296.72,326.21,333.30,339.21,349.49,349.82,342.02,352.81,359.41,340.97,338.31,334.15,329.08,,,,,,,,,,,319.43,332.11,,,,,,,,,,,,,,,,,,,,,
2025-11-06 22:06:19.899000,L8,148.86,232.47,258.08,263.85,265.72,277.05,269.00,254.33,251.50,260.27,261.10,,269.31,273.33,291.90,282.77,296.04,290.76,297.47,292.38,281.35,287.68,307.42,348.77,340.84,332.95,329.30,325.23,329.04,315.47,288.87,303.15,304.10,305.93,306.41,,,,,,,,294.53,302.19,301.42,302.23,310.44,306.74,290.44,327.15,348.59,346.31,358.27,354.58,356.50,,,,,,,334.35,357.55,363.65,353.86,,,,,305.16,,392.82,356.89,,,,,,,,,,,,,,,,,,,
2025-11-06 22:06:43.857000,L8,146.54,198.72,253.61,263.89,263.93,274.88,266.26,251.79,,,,,233.87,270.63,287.37,280.67,293.35,286.91,295.62,289.44,278.14,285.02,303.94,347.97,339.66,332.02,328.40,322.77,324.17,312.82,284.98,301.17,301.88,303.66,304.82,,,,,,,,293.07,301.24,300.63,298.48,310.23,306.24,,323.50,347.50,345.31,353.08,354.08,355.22,,,,,,,343.41,356.93,362.06,385.20,,,,,301.80,,389.92,356.95,,,,,,,,,,,,,,,,,,,
