dates,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0028,nzd0244-0029,nzd0244-0030,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0058,nzd0244-0059,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0073,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0078,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0087,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0085,nzd0244-0086,satname
2010-01-13 21:56:49.389,174.17,205.1825,229.325,244.56,256.43,259.244,258.43,244.372,242.298,250.3475,225.86,210.7575,210.8033333333333,222.98000000000002,211.28666666666666,221.755,243.8175,260.565,264.35249999999996,248.2625,239.885,254.3875,258.3025,262.33000000000004,278.70500000000004,281.8175,281.01,286.5825,304.3233333333333,316.08666666666664,320.28666666666663,323.05333333333334,319.57666666666665,321.72333333333336,312.05499999999995,312.3733333333334,293.5566666666667,289.54,292.905,289.61,291.025,284.33500000000004,283.89000000000004,303.89000000000004,314.25,303.41499999999996,319.13,317.62333333333333,319.56666666666666,320.7033333333333,322.5933333333333,322.60999999999996,328.0733333333333,322.39,329.03333333333336,328.75333333333333,326.17333333333335,324.53,324.81666666666666,330.8333333333333,319.18333333333334,321.6433333333334,324.39000000000004,322.82,321.94666666666666,297.53999999999996,287.2133333333333,221.3066666666667,204.16,,,,,,,,,,,,,,183.2,187.98333333333335,213.64000000000001,244.64,281.8966666666667,,,,,,L5
2010-01-13 21:57:13.219,174.17,203.32999999999998,225.754,243.22166666666666,253.22600000000003,258.495,257.185,242.20333333333335,240.32666666666668,250.3475,222.43,208.92600000000002,210.8033333333333,222.98000000000002,211.28666666666666,221.755,243.8175,260.565,264.35249999999996,248.2625,239.885,254.3875,258.3025,262.33000000000004,278.70500000000004,281.8175,281.01,286.5825,304.3233333333333,316.08666666666664,320.28666666666663,323.05333333333334,319.57666666666665,321.72333333333336,312.05499999999995,312.3733333333334,293.5566666666667,289.54,292.905,289.61,291.025,284.33500000000004,283.89000000000004,303.89000000000004,314.25,303.41499999999996,319.13,317.62333333333333,319.56666666666666,320.7033333333333,322.5933333333333,322.60999999999996,328.0733333333333,322.39,329.03333333333336,328.75333333333333,326.17333333333335,324.53,324.81666666666666,330.8333333333333,319.18333333333334,321.6433333333334,324.39000000000004,322.82,321.94666666666666,297.53999999999996,287.2133333333333,221.3066666666667,204.16,,,,,,,,,,,,,,183.2,187.98333333333335,213.64000000000001,244.64,281.8966666666667,,,,,,L5
2010-01-29 21:56:53.427,174.17,204.37,227.60500000000002,244.81714285714287,253.94833333333335,259.7285714285714,258.2142857142857,245.09714285714287,242.04285714285714,251.898,225.85333333333332,211.84333333333333,210.8033333333333,225.32,211.28666666666666,223.27399999999997,247.64000000000001,260.954,264.538,249.36999999999998,241.41799999999998,255.016,259.16400000000004,264.91,278.986,281.534,280.718,286.83000000000004,306.4,314.40250000000003,318.1775,321.4,321.5925,321.21500000000003,311.5333333333333,309.42,294.925,289.6325,292.3533333333333,288.8733333333333,290.3233333333333,283.87333333333333,286.365,302.1375,312.03,304.49333333333334,315.7375,314.99,319.34749999999997,319.51,321.9025,323.5275,327.4525,321.78499999999997,327.14250000000004,326.6225,324.415,323.6325,323.5025,330.68,319.955,325.115,324.4925,322.88,322.1275,298.51,286.42,219.5625,198.4433333333333,,,,,,,,,,,,,,183.2,191.7975,214.17000000000002,244.7375,280.99,,,,,,L5
2010-01-29 21:57:17.114,174.17,200.11285714285714,227.60500000000002,240.19,247.9457142857143,255.85625,254.79375,241.1025,238.66375,251.898,225.85333333333332,207.88000000000002,202.815,218.06000000000003,211.28666666666666,223.27399999999997,247.64000000000001,260.954,264.538,249.36999999999998,241.41799999999998,255.016,259.16400000000004,264.91,278.986,281.534,280.718,286.83000000000004,306.4,314.40250000000003,318.1775,321.4,321.5925,321.21500000000003,311.5333333333333,309.42,294.925,289.6325,292.3533333333333,288.8733333333333,290.3233333333333,283.87333333333333,286.365,302.1375,312.03,304.49333333333334,315.7375,314.99,319.34749999999997,319.51,321.9025,323.5275,327.4525,321.78499999999997,327.14250000000004,326.6225,324.415,323.6325,323.5025,330.68,319.955,325.115,324.4925,322.88,322.1275,298.51,286.42,219.5625,198.4433333333333,,,,,,,,,,,,,,183.2,191.7975,214.17000000000002,244.7375,280.99,,,,,,L5
2010-10-28 21:55:51.312,,199.88,222.49,241.66,238.11,244.62,236.57,218.77,214.02,,,192.31,198.45,214.83,198.65,210.51,210.95,224.27,227.36,214.55,215.11,226.19,234.78,231.52,254.4,273.71,278.25,266.41,272.93,272.69,282.58,273.6,293.78,301.19,283.33,277.23,269.84,276.37,293.83,285.9,291.31,281.92,290.63,294.91,296.0,298.18,304.16,311.24,315.67,317.06,321.96,322.39,325.57,319.81,322.93,326.53,313.24,315.33,318.31,313.76,310.8,317.08,319.17,318.92,310.93,290.18,273.7,200.18,,,,,,,,,,,,,,,,185.5,211.25,242.42,288.11,,,,,,L5
2010-12-31 21:55:56.533,,200.87,218.635,242.39,246.29500000000002,253.665,249.105,231.995,227.945,238.68,235.26,199.79000000000002,209.6,219.645,202.23000000000002,212.95499999999998,222.79,239.82999999999998,244.66,231.375,226.58,233.305,232.685,230.625,249.015,266.97,271.66999999999996,273.29,286.47,291.33500000000004,293.76,293.41,309.37,308.935,294.26,289.865,282.365,283.15,289.12,288.13,292.28999999999996,285.02,292.83,297.385,293.33000000000004,295.78,302.86,306.475,315.275,315.845,320.145,321.39,325.595,321.225,322.28999999999996,325.24,315.01,319.62,318.28499999999997,315.17499999999995,315.41499999999996,316.695,316.22,316.55,311.645,294.635,278.42499999999995,204.27,,,,,,,,,,,,,,,,182.66,207.06,236.96499999999997,277.375,,,,,,L5
2011-01-16 21:55:58.174,,202.24666666666667,218.46333333333334,244.91,249.51666666666665,259.15000000000003,254.07333333333335,234.5,231.59333333333333,239.2,228.11,203.76,215.00666666666666,224.4466666666667,209.79,218.16,232.58,246.4466666666667,252.06000000000003,236.33,227.92333333333332,237.29333333333332,239.50666666666666,238.17999999999998,255.88333333333333,271.16,276.70666666666665,279.47,292.2866666666667,297.56666666666666,303.15333333333336,303.05,313.59,310.8533333333333,299.5933333333333,294.22333333333336,286.18333333333334,285.5566666666667,290.74,289.56666666666666,292.7366666666667,285.41,292.83,298.35333333333335,297.1666666666667,296.88,306.00333333333333,308.4766666666667,316.2266666666667,316.37,320.1133333333333,323.95,326.09666666666664,322.21999999999997,323.18666666666667,325.93333333333334,319.76,318.7733333333333,319.25333333333333,316.7833333333333,315.2233333333333,316.59,316.7866666666667,317.56,315.04,295.21999999999997,280.57666666666665,203.99,,,,,,,,,,,,,,,,180.47333333333333,206.9766666666667,235.35666666666665,277.80333333333334,,,,,,L5
2011-01-16 21:56:21.862,,203.35,219.0125,246.39,251.8225,262.195,256.7775,235.9175,233.64,239.84,226.61666666666667,205.9525,218.045,227.22500000000002,214.41750000000002,221.045,238.1225,250.04000000000002,256.135,238.9775,228.875,239.495,243.0775,242.545,255.88333333333333,271.16,276.70666666666665,279.47,292.2866666666667,297.56666666666666,303.15333333333336,303.05,313.59,310.8533333333333,299.5933333333333,294.22333333333336,286.18333333333334,285.5566666666667,290.74,289.56666666666666,292.7366666666667,285.41,292.83,298.35333333333335,297.1666666666667,296.88,306.00333333333333,308.4766666666667,316.2266666666667,316.37,320.1133333333333,323.95,326.09666666666664,322.21999999999997,323.18666666666667,325.93333333333334,319.76,318.7733333333333,319.25333333333333,316.7833333333333,315.2233333333333,316.59,316.7866666666667,317.56,315.04,295.21999999999997,280.57666666666665,203.99,,,,,,,,,,,,,,,,180.47333333333333,206.9766666666667,235.35666666666665,277.80333333333334,,,,,,L5
2011-02-17 21:56:00.979,,201.844,217.776,245.81599999999997,252.39000000000001,264.268,258.53999999999996,238.67799999999997,236.69,241.10750000000002,228.9725,207.542,219.956,229.06599999999997,218.17399999999998,223.55,240.91799999999998,251.81199999999998,258.87,241.18800000000002,231.31800000000004,242.342,247.61599999999999,247.154,260.8825,274.55,278.735,281.8375,294.7075,300.7,307.0425,309.15,314.9675,313.0825,303.15999999999997,297.0575,290.16999999999996,287.2,291.12,289.0325,291.725,285.4525,293.3125,299.9775,297.8775,298.84000000000003,307.2325,309.735,317.87,315.78499999999997,319.025,323.2125,324.4125,321.1325,321.3325,324.115,319.9425,319.935,320.4675,318.435,318.115,316.84,318.205,318.89,315.1625,294.1975,282.9,207.16,,,,,,,,,,,,,,,,182.905,207.0975,234.20999999999998,277.3025,,,,,,L5
2013-04-11 22:08:15.067,,,,246.72,251.83,,302.49,250.7,245.03,,,221.69,249.21,,,,,,255.28,242.55,,,,,,,,,,,,,,,297.99,296.65,,,,,,,293.72,292.56,298.11,300.95,312.13,317.08,342.56,,,,343.69,,,,,,391.02,,325.21,,,,306.16,286.1,247.48,182.22,,,,,,,,,,,,,,,,193.99,219.01,280.57,275.99,,,,,,L8
2013-05-13 22:07:59.284,,191.93,206.73,251.07,253.36,270.66,285.95500000000004,253.2,246.34,246.76,241.31,221.69,249.21,,,,,282.41,270.21,248.325,225.47,251.93,274.52,237.45,274.65,293.84,298.08,304.05,,,,,326.19,316.75,305.70500000000004,300.78499999999997,307.89,,,,,,294.935,292.56,298.11,300.95,312.13,317.08,357.57,,325.32,320.97,334.71500000000003,,,,,357.16,377.28,,336.235,325.27,359.3,,322.85,296.07500000000005,266.83,214.41,,,,,,,,,,,,,,,189.42,207.23000000000002,229.415,272.78499999999997,286.46000000000004,,,,,,L8
2013-05-13 22:08:23.242,,191.93,206.73,235.50333333333333,234.24333333333334,252.085,268.03000000000003,243.99333333333334,235.42999999999998,223.18,217.1,207.075,219.38,192.26,183.73,204.21,211.28,249.8,270.21,248.325,225.47,251.93,274.52,237.45,274.65,293.84,298.08,304.05,,,,,326.19,316.75,305.70500000000004,300.78499999999997,307.89,,,,,,294.935,292.56,298.11,300.95,312.13,317.08,357.57,,325.32,320.97,334.71500000000003,,,,,357.16,377.28,,336.235,325.27,359.3,,322.85,296.07500000000005,266.83,214.41,,,,,,,,,,,,,,,189.42,207.23000000000002,229.415,272.78499999999997,286.46000000000004,,,,,,L8
2013-05-29 22:08:05.425,,191.93,191.115,229.835,228.1,247.45333333333335,260.11,241.575,233.5625,220.27666666666664,214.05666666666664,204.17666666666665,214.28666666666666,197.77499999999998,189.105,206.82,214.32999999999998,239.1,270.21,248.325,225.47,251.93,274.52,237.45,274.65,293.84,298.08,304.05,,,,,326.19,316.75,305.70500000000004,300.78499999999997,307.89,,,253.7,,,294.935,275.855,285.54,286.565,296.205,298.105,357.57,,325.32,320.97,334.71500000000003,285.05,,,,357.16,377.28,,336.235,325.27,359.3,,322.85,296.07500000000005,266.83,214.41,,,,,,,,,,,,,,,189.42,207.23000000000002,229.415,272.78499999999997,286.46000000000004,,,,,,L8
2013-05-29 22:08:29.376,,191.93,191.115,224.38000000000002,222.164,243.61,254.186,239.16199999999998,231.094,217.2825,209.7375,201.4925,210.3625,197.46666666666667,188.33333333333334,204.60333333333332,212.49333333333334,231.8175,270.21,248.325,225.47,251.93,274.52,237.45,274.65,293.84,298.08,304.05,,,,,326.19,316.75,305.70500000000004,300.78499999999997,307.89,,,253.7,,,294.935,275.855,285.54,286.565,296.205,298.105,357.57,,325.32,320.97,334.71500000000003,285.05,,,,357.16,377.28,,336.235,325.27,359.3,,322.85,296.07500000000005,266.83,214.41,,,,,,,,,,,,,,,189.42,207.23000000000002,229.415,272.78499999999997,286.46000000000004,,,,,,L8
2013-09-02 22:08:04.598,,193.37,201.4,232.68833333333336,234.51166666666666,249.766,257.6033333333333,241.83,233.87666666666667,222.01999999999998,214.05599999999998,203.952,210.3625,197.46666666666667,188.33333333333334,211.23000000000002,218.665,235.752,266.6266666666666,248.21333333333334,225.84,253.93,274.815,249.605,272.0,293.73,289.17999999999995,294.53999999999996,303.52,317.35,317.83,327.78,325.08500000000004,318.48,309.74,303.43666666666667,309.49,299.97,307.54,280.91499999999996,304.4,303.13,298.98,285.79,285.54,286.565,296.205,298.105,364.65000000000003,325.05,337.625,323.17,344.5133333333333,332.07,389.74,379.61,,367.375,359.3933333333334,334.12,328.3733333333333,319.86,338.245,319.89,320.36333333333334,295.75333333333333,273.67333333333335,224.11333333333334,185.85,,,,,,,,,,,,,,193.39499999999998,209.85666666666668,231.76,268.31,290.3066666666667,,,,,,L8
2013-09-02 22:08:28.553,,193.74333333333334,206.4375,238.55285714285714,243.30285714285714,253.78166666666667,260.02285714285716,243.76571428571427,235.8942857142857,225.18499999999997,216.93500000000003,205.61833333333334,210.3625,197.46666666666667,188.33333333333334,215.26799999999997,222.37399999999997,238.4466666666667,264.78499999999997,248.3,226.0,254.51333333333332,274.8433333333333,252.54999999999998,270.5733333333333,293.8533333333333,286.24666666666667,291.3833333333333,303.225,317.33000000000004,317.825,327.62,324.80333333333334,319.1033333333333,311.7475,304.6575,310.03666666666663,299.915,307.57500000000005,290.04,304.48,303.22,301.11,290.7575,285.54,286.565,296.205,298.105,368.205,325.03,341.7733333333333,323.92,349.3875,347.8066666666667,371.745,362.67,352.55,370.8433333333333,350.48,333.96000000000004,324.4275,318.06333333333333,331.26,319.975,319.18,295.8475,277.09000000000003,231.5125,197.095,,,,,,,,,,,,,,194.71666666666667,211.305,233.055,266.0625,292.24,,,,,,L8
2013-11-21 22:07:37.752,218.96,194.65,206.34,245.58,252.35999999999999,258.438,257.394,245.86999999999998,239.754,232.12199999999999,220.67399999999998,208.602,211.04,211.88,207.84,221.68,232.96999999999997,242.66199999999998,263.93,249.45000000000002,233.55666666666664,258.23333333333335,274.41333333333336,262.58666666666664,275.06333333333333,295.03333333333336,285.77333333333337,290.2733333333333,307.13,318.22,324.25,327.7033333333333,324.98,322.77,321.18666666666667,310.24333333333334,310.04333333333335,305.35333333333335,311.24666666666667,293.945,302.4266666666667,300.1433333333334,305.26,295.89500000000004,296.755,301.755,299.825,302.9,378.84,332.08666666666664,348.0,329.66,356.92333333333335,346.36249999999995,357.3233333333333,350.4433333333333,335.64,358.28666666666663,322.85333333333335,330.18333333333334,314.71666666666664,315.2733333333333,320.35333333333335,322.9066666666667,317.6666666666667,299.94666666666666,289.1666666666667,254.78,216.55666666666664,,396.71,,,,,,476.96,485.43,,,,,204.40666666666667,220.98000000000002,238.0666666666667,263.66,303.66,,192.72,191.0,237.96,235.5,L8
2013-11-21 22:08:01.711,215.28500000000003,194.65,206.34,248.41833333333332,253.63,260.54833333333335,259.39,247.29333333333332,241.75,235.57333333333335,222.93499999999997,210.62,215.56,217.15,213.3075,223.90166666666664,237.51333333333332,246.37833333333333,265.2725,249.40750000000003,236.2475,259.0925,273.7425,263.40250000000003,277.93,295.16,288.01750000000004,292.42499999999995,308.35249999999996,317.93,326.3375,327.28,324.8875,323.6975,322.525,310.855,309.045,307.96250000000003,312.845,295.534,301.0475,297.71500000000003,304.04499999999996,299.02000000000004,304.13000000000005,311.17333333333335,305.96999999999997,310.18666666666667,378.84,335.1625,346.1975,331.6175,353.0525,345.348,349.7625,343.89250000000004,329.1666666666667,348.27,322.1575,327.9,315.10249999999996,315.3875,321.6625,324.0625,317.905,301.4325,289.5525,256.995,225.0475,,395.81,,,,,,476.46,484.81,,,,,207.2975,222.9325,238.32999999999998,265.095,306.12,,190.135,189.38,235.335,218.525,L8
2014-01-24 22:07:09.509,215.28500000000003,194.65,221.76,268.78,278.4225,273.255,272.375,254.98250000000002,250.32999999999998,247.66750000000002,233.21499999999997,217.975,229.77499999999998,234.45666666666668,231.91,233.68400000000003,250.522,264.95,264.66999999999996,250.442,238.398,260.838,274.462,263.822,278.908,294.87,290.51599999999996,292.42499999999995,308.35249999999996,324.996,334.196,334.52,325.82,324.358,322.782,312.298,310.02,309.73,312.845,305.9925,305.45799999999997,297.71500000000003,304.04499999999996,308.9875,319.71000000000004,331.1366666666666,321.1166666666667,325.715,378.84,335.1625,346.1975,334.23400000000004,353.0525,360.4225,349.7625,343.89250000000004,328.7025,344.012,324.584,329.066,318.818,319.748,322.57800000000003,324.0625,317.905,301.4325,289.5525,259.198,231.43400000000003,,395.81,,,,,,476.46,484.81,,,,,206.248,224.53000000000003,238.394,265.204,306.57,,185.40333333333334,187.51,225.59666666666666,212.87333333333333,L8
2014-01-24 22:07:33.459,215.28500000000003,197.79666666666665,223.0233333333333,266.494,275.054,274.046,271.78200000000004,262.578,251.93,248.43200000000002,234.15,217.72999999999996,230.18666666666664,235.265,230.3125,234.17333333333332,251.24166666666667,267.27666666666664,264.48333333333335,251.40333333333334,240.59666666666666,262.4633333333333,275.2916666666667,264.795,280.25333333333333,295.05833333333334,292.485,292.42499999999995,308.35249999999996,330.2866666666667,339.9783333333333,339.56,326.84166666666664,324.99,323.355,313.50666666666666,310.9866666666667,311.0516666666667,313.012,308.554,308.7,303.576,309.11199999999997,313.832,323.75333333333333,331.85999999999996,323.495,330.1566666666667,368.1566666666667,337.15,344.91,336.175,353.0525,360.4225,349.7625,343.89250000000004,328.662,342.0433333333333,326.445,330.22333333333336,321.66166666666663,322.8433333333333,323.71166666666664,325.866,322.666,304.62,296.68600000000004,261.09666666666664,236.64166666666665,,395.81,,,,296.15,,476.46,484.81,,,,,206.275,225.96833333333333,238.66166666666666,266.5266666666667,307.4216666666667,,183.9525,186.86,221.1975,210.64,L8
2014-02-09 22:06:57.254,215.28500000000003,199.615,222.9425,264.6333333333333,272.27000000000004,274.26166666666666,273.935,267.37166666666667,252.38666666666666,249.19000000000003,234.57833333333335,218.49666666666667,230.375,235.234,229.17200000000003,234.17000000000002,252.66714285714286,270.17285714285714,264.89,251.85285714285715,240.4557142857143,262.71285714285716,274.99285714285713,265.8071428571429,281.68,295.4857142857143,293.15142857142854,293.532,308.992,328.14142857142855,337.82142857142856,337.8728571428572,327.05571428571426,324.9585714285714,322.34857142857146,313.2371428571428,311.55428571428575,309.3128571428571,310.66333333333336,306.6116666666667,307.13428571428574,303.94666666666666,307.63666666666666,313.19666666666666,321.4525,327.004,322.296,328.945,360.8425,336.95166666666665,342.5933333333333,335.3328571428571,349.358,353.328,344.274,343.89250000000004,328.662,342.0433333333333,326.445,329.62857142857143,320.6871428571429,321.7442857142857,323.6414285714286,325.665,324.33666666666664,304.955,295.91833333333335,262.2085714285714,239.04857142857145,,395.81,,,,296.15,,476.46,484.81,,,,,206.55714285714288,226.27714285714288,238.72285714285712,266.0814285714286,307.3014285714286,,184.004,187.10399999999998,222.82800000000003,215.596,L8
2014-02-25 22:06:44.447,215.28500000000003,197.024,219.006,260.76142857142855,268.1,272.4171428571429,272.3357142857143,267.37166666666667,250.92714285714285,246.26,232.48857142857145,217.22571428571428,227.592,231.96833333333333,225.89333333333335,232.88625000000002,250.09,270.17285714285714,262.4425,249.25875000000002,236.82625,261.09749999999997,272.38375,265.8071428571429,278.765,292.94875,290.95125,289.72666666666663,305.77833333333336,324.38125,334.01125,333.78499999999997,323.21375,322.55625,318.25,308.5625,311.55428571428575,305.27500000000003,307.76000000000005,303.1442857142857,307.13428571428574,303.94666666666666,307.63666666666666,313.19666666666666,321.4525,327.004,322.296,328.945,358.81399999999996,340.9971428571429,342.5933333333333,335.3328571428571,349.358,353.328,344.274,343.89250000000004,328.662,342.0433333333333,326.445,329.62857142857143,320.6871428571429,321.7442857142857,323.6414285714286,325.665,324.33666666666664,304.955,295.91833333333335,262.2085714285714,239.04857142857145,,395.81,425.83,316.81,,283.065,,476.46,480.77666666666664,472.29,,,,206.55714285714288,226.27714285714288,238.72285714285712,266.0814285714286,307.3014285714286,,184.004,187.10399999999998,222.82800000000003,215.596,L8
2014-02-25 22:07:08.406,215.28500000000003,195.625,216.76166666666666,257.955,265.21125,271.165,271.2,267.37166666666667,249.95999999999998,244.0475,231.0,216.33875,225.82333333333335,229.75571428571428,223.60857142857142,231.92999999999998,248.18888888888887,270.17285714285714,260.66777777777776,247.1188888888889,234.05666666666664,259.77777777777777,270.24888888888887,265.8071428571429,276.82,290.99444444444447,289.3211111111111,287.08142857142855,303.55571428571426,321.49888888888887,331.08444444444444,330.5855555555556,320.20000000000005,320.7122222222222,315.2322222222222,305.1677777777778,311.55428571428575,302.15222222222224,305.61125,300.46999999999997,307.13428571428574,303.94666666666666,311.40999999999997,313.19666666666666,321.4525,327.004,322.296,328.945,357.3516666666667,344.4225,342.5933333333333,335.3328571428571,349.358,353.328,344.274,343.89250000000004,328.662,342.0433333333333,326.445,329.62857142857143,320.6871428571429,321.7442857142857,323.6414285714286,325.665,324.33666666666664,304.955,295.91833333333335,262.2085714285714,239.04857142857145,,395.81,425.075,315.33000000000004,,277.78333333333336,,476.46,478.7625,472.12,,,,206.55714285714288,226.27714285714288,238.72285714285712,266.0814285714286,307.3014285714286,,184.004,187.10399999999998,222.82800000000003,215.596,L8
2014-03-29 22:06:15.961,215.28500000000003,197.214,216.004,253.0057142857143,255.47857142857146,271.00857142857143,271.8328571428571,276.632,251.6757142857143,246.82857142857142,230.89000000000001,217.16166666666666,225.82333333333335,229.75571428571428,223.60857142857142,232.11999999999998,251.32999999999998,277.56000000000006,261.0414285714285,246.78857142857146,236.28285714285713,260.91285714285715,268.89,268.82666666666665,280.56125,290.88,292.91125,291.5933333333333,306.68666666666667,322.69,334.8728571428572,331.4328571428572,319.0828571428572,320.8357142857143,314.5014285714286,304.2071428571429,318.49666666666667,302.7914285714286,309.2142857142857,303.2285714285714,308.196,311.546,317.66,316.965,328.04,327.004,322.296,328.945,346.6075,356.28428571428566,338.89,344.11833333333334,339.5566666666667,336.09,325.96,325.11500000000007,322.69,332.25,332.77,331.72166666666664,327.42333333333335,328.04833333333335,330.9766666666667,328.51,337.094,309.6225,300.2025,267.646,268.7133333333333,,379.93333333333334,405.86999999999995,321.68,,277.78333333333336,340.06,476.46,478.7625,472.12,,,,210.76666666666668,231.17166666666665,240.04000000000005,267.8833333333333,308.91333333333336,,185.52666666666667,188.005,224.78333333333333,215.596,L8
2014-04-30 22:05:46.536,215.28500000000003,197.214,210.75666666666666,248.23875000000004,251.26500000000001,267.46,268.38625,269.73333333333335,248.96375,242.88125,227.78428571428574,214.6242857142857,222.58285714285714,226.7175,219.695,229.22125000000003,246.77,277.56000000000006,254.58749999999998,241.0225,236.28285714285713,260.91285714285715,268.89,268.82666666666665,280.56125,290.88,292.91125,291.5933333333333,306.68666666666667,322.69,326.6975,331.4328571428572,319.0828571428572,320.8357142857143,314.5014285714286,304.2071428571429,318.49666666666667,302.7914285714286,309.2142857142857,303.2285714285714,308.196,311.546,317.66,316.965,328.04,327.004,322.296,328.945,346.6075,356.28428571428566,338.89,344.11833333333334,339.5566666666667,336.09,325.96,313.00333333333333,322.69,332.25,332.77,331.72166666666664,327.42333333333335,328.04833333333335,330.9766666666667,328.51,337.094,309.6225,300.2025,267.646,268.7133333333333,,379.93333333333334,405.86999999999995,321.68,,277.78333333333336,340.06,476.46,478.7625,472.12,,,,210.76666666666668,231.17166666666665,240.04000000000005,262.81428571428575,308.91333333333336,,185.52666666666667,188.005,224.78333333333333,215.596,L8
2014-04-30 22:06:10.487,215.28500000000003,197.214,206.8857142857143,244.4044444444445,247.88555555555558,264.63,265.63666666666666,264.7528571428571,246.7688888888889,239.79777777777775,225.40875000000003,212.68,220.09375,224.30888888888887,216.57888888888888,226.92444444444448,243.13555555555558,277.56000000000006,249.45555555555555,236.48444444444445,236.28285714285713,260.91285714285715,268.89,268.82666666666665,280.56125,290.88,292.91125,291.5933333333333,306.68666666666667,322.69,320.14,331.4328571428572,319.0828571428572,320.8357142857143,314.5014285714286,304.2071428571429,318.49666666666667,302.7914285714286,309.2142857142857,303.2285714285714,308.196,311.546,317.66,316.965,328.04,327.004,322.296,328.945,346.6075,356.28428571428566,338.89,344.11833333333334,339.5566666666667,336.09,325.96,306.655,322.69,332.25,332.77,331.72166666666664,327.42333333333335,328.04833333333335,330.9766666666667,328.51,337.094,309.6225,300.2025,267.646,268.7133333333333,,379.93333333333334,405.86999999999995,321.68,,277.78333333333336,340.06,476.46,478.7625,472.12,,,,210.76666666666668,231.17166666666665,240.04000000000005,258.96,308.91333333333336,,185.52666666666667,188.005,224.78333333333333,215.596,L8
2014-06-01 22:06:02.776,174.02,196.22333333333336,206.34875,239.8625,244.4675,262.97875,265.90625,266.66166666666663,245.07999999999998,237.05124999999998,224.51142857142858,210.05428571428573,217.62714285714284,222.73375,212.03125,225.07999999999998,237.6757142857143,283.0075,249.445,238.98874999999998,231.105,260.50333333333333,270.27,269.82,277.4785714285714,291.1,293.0585714285714,290.976,304.416,322.99666666666667,317.54,333.37333333333333,319.13166666666666,319.4016666666667,310.3616666666667,301.9816666666666,324.255,297.31166666666667,304.05333333333334,302.7966666666667,311.2325,324.43666666666667,326.0875,315.7,333.5933333333333,321.3425,323.605,331.1133333333333,345.70799999999997,360.67999999999995,345.5,353.546,334.58,324.95,322.32,288.19499999999994,327.905,341.18,340.85999999999996,336.6625,327.846,328.678,345.446,328.87,361.28249999999997,312.0,307.82666666666665,274.025,280.404,,362.675,404.19,321.68,,277.78333333333336,340.06,,472.715,472.12,,,,207.106,231.32799999999997,241.23000000000002,255.97714285714284,308.356,,183.22250000000003,190.73,221.44400000000002,213.315,L8
2014-06-17 22:05:44.904,308.58,196.22333333333336,206.34875,239.8625,244.4675,262.97875,265.90625,266.66166666666663,245.07999999999998,237.05124999999998,224.51142857142858,210.05428571428573,217.62714285714284,222.73375,212.03125,225.07999999999998,237.6757142857143,283.0075,252.84888888888887,241.8122222222222,230.00857142857143,260.92857142857144,271.3771428571428,269.82,277.4785714285714,291.1,293.0585714285714,290.976,304.416,329.0571428571429,325.6244444444444,333.37333333333333,319.13166666666666,319.4016666666667,310.3616666666667,301.9816666666666,339.72799999999995,297.31166666666667,319.3457142857143,318.3085714285714,330.688,324.43666666666667,334.07399999999996,309.645,348.22999999999996,321.3425,323.605,331.1133333333333,345.70799999999997,360.67999999999995,339.78499999999997,349.3,326.52,319.85,320.29999999999995,288.19499999999994,327.905,341.18,336.6125,337.776,331.3883333333334,331.59999999999997,345.8183333333333,328.08666666666664,361.28249999999997,312.33,304.97,274.418,279.92333333333335,,362.675,397.828,321.68,,277.78333333333336,340.06,,472.715,472.12,,426.09,,207.106,232.17333333333332,242.61666666666667,256.6025,307.52,,183.22250000000003,190.73,221.44400000000002,213.315,L8
