dates,nzd0133-0000,nzd0133-0001,nzd0133-0002,nzd0133-0003,nzd0133-0005,nzd0133-0006,nzd0133-0004,satname
1999-08-26 22:04:44+00:00,,,,300.73,338.63,,,L7
1999-09-27 22:04:48+00:00,,,,301.85,342.485,332.2,325.35,L7
1999-11-14 22:04:42+00:00,,,,314.3666666666667,343.9866666666667,333.105,337.035,L7
2000-05-24 22:03:46+00:00,,,,,,324.57,,L7
2001-02-13 21:56:03+00:00,,,315.23,305.39,,326.55,,L7
2001-03-24 22:01:59+00:00,257.68,,312.11,305.655,340.95,326.09000000000003,338.8,L7
2001-09-09 21:54:12+00:00,260.34000000000003,303.59,306.58000000000004,302.90999999999997,339.845,326.04499999999996,327.5,L7
2002-08-27 21:53:36+00:00,253.01,,298.08,306.04,337.51,326.88,321.74,L7
2002-11-06 21:59:41+00:00,253.01,267.6,288.17999999999995,306.04,333.065,324.03499999999997,321.74,L7
2003-01-18 21:54:06+00:00,251.565,267.6,288.17999999999995,305.385,336.51666666666665,326.0933333333333,336.32,L7
2003-08-13 21:48:45+00:00,,,,,332.8,317.91,,L5
2003-10-25 21:43:40+00:00,273.07,,271.81,296.09,338.74,329.025,273.39,L5
2003-11-17 21:50:09+00:00,273.07,,271.81,296.09,341.03333333333336,334.71,281.16999999999996,L5
2004-02-14 21:44:33+00:00,273.07,,271.81,296.09,344.6333333333334,344.0466666666667,290.34999999999997,L5
2004-04-18 21:45:25+00:00,273.07,,271.81,296.09,344.6333333333334,342.78000000000003,297.40749999999997,L5
2004-09-25 21:49:43+00:00,,,,,369.83,338.98,318.58,L5
2004-11-03 21:56:42+00:00,,,,,352.52,339.37,,L5
2004-11-19 21:56:55+00:00,,,,,345.67,333.235,272.83,L5
2005-01-15 21:51:45+00:00,,,,,346.3275,335.26,272.83,L5
2005-02-07 21:58:15+00:00,,,,,343.986,333.3575,272.385,L5
2005-03-11 21:58:44+00:00,,,,,344.29333333333335,334.738,272.385,L5
2005-04-12 21:58:55+00:00,,,,,337.94666666666666,334.738,272.385,L5
2005-05-23 21:53:00+00:00,,,,,340.23400000000004,335.74,284.975,L5
2005-06-08 21:53:09+00:00,,,,,339.4783333333333,333.83,287.2866666666667,L5
2005-07-26 21:53:30+00:00,,,,,337.48,332.00333333333333,283.4975,L5
2006-02-03 21:55:55+00:00,,,277.01,316.09,346.6,345.32,,L5
2006-05-17 22:03:57+00:00,,,277.01,316.09,345.16,345.32,263.57,L5
2006-06-27 21:58:24+00:00,,,277.01,316.09,343.49,333.47,284.77,L5
2008-12-25 21:50:10+00:00,,,,,346.75,347.15,,L5
2009-02-02 21:57:22+00:00,,,,,347.11,342.895,267.15,L5
2010-02-21 22:02:44+00:00,,,281.51,320.74,336.33,,337.88,L5
2011-01-07 22:01:44+00:00,264.72,,318.49,344.34,366.67,366.24,365.83,L5
2011-03-28 22:01:38+00:00,264.72,,318.49,344.34,366.67,351.265,349.52,L5
2011-09-04 22:00:27+00:00,,,274.44,293.61,342.74,339.065,335.61,L5
2013-04-11 22:07:51+00:00,,,221.02,305.0,335.67,333.5,303.77,L8
2013-04-27 22:07:23+00:00,,,231.425,305.0,335.67,335.3,303.77,L8
2013-05-13 22:07:59+00:00,,,231.425,305.0,333.745,332.59999999999997,303.77,L8
2013-05-20 22:13:50+00:00,,,233.84,307.04499999999996,333.745,333.64,299.19,L8
2013-05-29 22:07:41+00:00,,,235.7075,307.04499999999996,334.17,333.786,298.46666666666664,L8
2013-08-08 22:13:49+00:00,,,235.7075,307.04499999999996,334.17,333.40500000000003,298.46666666666664,L8
2013-08-17 22:08:03+00:00,,,235.7075,307.04499999999996,333.5325,332.4557142857143,298.46666666666664,L8
2013-09-02 22:08:04+00:00,275.16,,235.7075,319.8633333333333,339.96999999999997,336.435,298.46666666666664,L8
2013-10-11 22:13:41+00:00,275.16,220.89,240.8975,327.29499999999996,340.354,336.8542857142857,289.66,L8
2013-11-05 22:07:22+00:00,275.16,220.89,239.7225,327.29499999999996,339.48499999999996,336.81333333333333,289.66,L8
2013-11-21 22:07:13+00:00,275.16,220.89,240.07333333333335,345.5,339.97499999999997,337.836,287.185,L8
2013-12-14 22:13:21+00:00,275.16,220.89,239.45499999999998,345.5,339.89,337.86199999999997,277.35,L8
2013-12-30 22:13:13+00:00,275.16,220.89,239.45499999999998,345.5,338.9242857142857,337.86199999999997,277.35,L8
2014-01-24 22:07:09+00:00,275.16,220.89,234.79333333333332,345.5,338.9242857142857,337.33166666666665,277.35,L8
2014-02-16 22:12:38+00:00,275.16,220.89,234.79333333333332,345.5,340.14166666666665,339.668,276.675,L8
2014-03-20 22:12:13+00:00,,220.89,234.79333333333332,,335.4216666666666,332.738,276.675,L8
2014-04-05 22:11:58+00:00,,220.89,234.79333333333332,,335.33142857142855,332.7283333333333,276.675,L8
2014-04-30 22:05:22+00:00,,,231.3,,334.00857142857143,331.90142857142854,276.0,L8
2014-07-26 22:11:43+00:00,,212.2,231.74,264.38,333.50666666666666,330.27599999999995,284.7,L8
2014-10-30 22:11:58+00:00,,212.2,238.89,283.52,337.15,329.495,288.07,L8
2014-11-08 22:06:16+00:00,,214.685,236.24666666666667,288.05333333333334,335.985,330.51,283.30333333333334,L8
2014-12-01 22:12:00+00:00,280.57,214.685,236.24666666666667,299.545,342.24,338.6225,283.30333333333334,L8
2014-12-26 22:05:43+00:00,280.57,214.685,233.3075,299.545,340.84,336.76599999999996,283.30333333333334,L8
2015-01-02 22:11:50+00:00,280.57,214.685,233.3075,299.545,340.2,336.245,283.30333333333334,L8
2015-02-28 22:05:24+00:00,280.57,217.17,233.83,311.2666666666667,338.66833333333335,336.1383333333333,278.255,L8
2015-03-16 22:05:13+00:00,280.57,217.17,231.73000000000002,311.2666666666667,338.66833333333335,336.18,285.8,L8
2015-04-24 22:11:08+00:00,280.57,217.17,231.73000000000002,311.2666666666667,338.19,336.04,285.8,L8
2015-05-10 22:10:52+00:00,280.57,,226.05333333333337,317.80499999999995,339.072,336.86,301.7,L8
2015-05-19 22:04:40+00:00,280.57,,226.05333333333337,317.80499999999995,337.52,335.49125000000004,301.7,L8
2015-06-20 22:04:57+00:00,,,228.14000000000001,302.93499999999995,334.07399999999996,331.4125,301.7,L8
2015-08-07 22:05:40+00:00,,,229.35666666666668,302.93499999999995,332.40749999999997,330.9942857142857,301.7,L8
2015-08-23 22:05:24+00:00,,207.52,229.3775,302.93499999999995,332.40749999999997,330.9942857142857,301.7,L8
2016-02-22 22:11:42+00:00,,217.15,227.34,308.16,338.08,330.89,,L8
2016-03-09 22:11:40+00:00,,217.15,227.34,308.16,337.46500000000003,331.14,275.83,L8
2016-04-26 22:11:21+00:00,,217.15,227.55,304.855,336.1166666666667,332.25,277.765,L8
2016-05-12 22:11:20+00:00,,217.15,227.55,304.855,333.185,331.2125,277.765,L8
2016-05-21 22:05:14+00:00,,217.15,227.55,302.87,332.39,330.932,277.91,L8
2016-07-24 22:06:01+00:00,,217.15,227.55,302.87,331.34499999999997,329.87833333333333,277.91,L8
2016-08-16 22:11:53+00:00,,215.825,232.29333333333332,302.87,331.34499999999997,330.07000000000005,277.91,L8
2016-09-10 22:06:15+00:00,,214.5,234.76999999999998,301.0166666666667,327.366,329.44166666666666,278.3933333333334,L8
2016-10-28 22:06:23+00:00,,214.5,265.12,306.8533333333333,325.85249999999996,328.43600000000004,276.39,L8
2016-11-04 22:12:09+00:00,,216.89,269.3233333333333,305.22,326.318,329.6566666666667,272.7425,L8
2016-11-20 22:12:09+00:00,261.12,216.89,275.9125,310.5425,328.93,333.282,270.92333333333335,L8
2017-01-23 22:11:55+00:00,261.12,216.89,275.9125,311.57,330.2475,336.184,271.15749999999997,L8
2017-03-05 22:05:50+00:00,261.12,219.28,287.29,311.57,328.596,336.054,271.15749999999997,L8
2017-04-06 22:05:33+00:00,261.12,219.28,287.29,313.8125,329.556,336.414,269.1166666666666,L8
2017-05-24 22:05:34+00:00,,,,309.56,327.90999999999997,332.0,271.86,L8
2017-07-11 22:05:26+00:00,,213.3,,309.46666666666664,329.284,332.048,276.475,L8
2017-08-28 22:06:08+00:00,,213.3,,306.36,328.588,330.496,281.09,L8
2017-12-02 22:05:46+00:00,,213.3,,309.28,327.6933333333333,331.50666666666666,281.09,L8
2017-12-18 22:05:49+00:00,,213.3,,309.28,327.6933333333333,331.88,281.09,L8
2018-01-19 22:05:38+00:00,,,,,322.34666666666664,330.5375,,L8
2018-02-04 22:05:29+00:00,,,283.9,299.69,325.2025,331.86,317.24,L8
2018-03-08 22:05:15+00:00,,,283.9,299.69,324.3,330.242,317.24,L8
2018-04-25 22:04:50+00:00,,204.98,283.9,299.69,323.03,329.54333333333335,317.24,L8
2018-05-02 22:10:57+00:00,,204.98,283.9,299.69,315.40999999999997,329.1671428571429,317.24,L8
2018-08-31 22:05:11+00:00,,208.04500000000002,230.88,,302.075,325.41,,L8
2018-09-07 22:11:24+00:00,,210.04999999999998,234.31999999999996,310.53,309.74666666666667,328.84000000000003,279.31,L8
2018-09-16 22:05:15+00:00,,209.0675,234.9133333333333,285.93499999999995,313.63,329.8075,277.675,L8
2018-10-02 22:05:23+00:00,,209.0675,233.7,290.38333333333327,315.32399999999996,329.854,273.51,L8
2018-10-18 22:05:29+00:00,,210.888,235.13799999999998,290.38333333333327,315.32399999999996,329.854,262.04,L8
2018-11-03 22:05:57+00:00,,212.365,235.13799999999998,294.735,325.92499999999995,332.96250000000003,262.04,L8
2019-02-14 22:11:33+00:00,,212.365,235.13799999999998,294.735,325.92499999999995,330.528,262.04,L8
2019-03-02 22:11:29+00:00,,212.78333333333333,236.20249999999996,294.735,324.396,330.94166666666666,262.04,L8
2019-04-12 22:05:30+00:00,,218.17,240.89,285.03,326.07,331.0325,256.685,L8
2019-04-28 22:05:02+00:00,,,,285.03,325.27,331.0325,285.74,L8
2019-06-15 22:05:51+00:00,,,,262.27,324.1725,330.46750000000003,285.74,L8
2019-06-22 22:11:40+00:00,,,,262.27,325.216,330.608,285.74,L8
2019-07-17 22:05:59+00:00,,,,262.27,325.5783333333333,330.78000000000003,285.74,L8
2019-08-09 22:11:55+00:00,,,,262.27,325.84999999999997,331.21999999999997,285.74,L8
2019-11-06 22:06:24+00:00,,,,,327.848,332.48749999999995,267.53,L8
2019-11-22 22:06:21+00:00,,,236.07,293.99,328.49,332.48749999999995,266.68499999999995,L8
2020-01-09 22:06:13+00:00,,,236.07,306.745,330.702,337.57666666666665,266.68499999999995,L8
2020-01-16 22:11:59+00:00,,,236.07,308.7866666666667,331.614,339.3,264.57666666666665,L8
2020-03-13 22:05:30+00:00,,,236.07,310.425,331.294,337.8833333333334,267.6425,L8
2020-05-16 22:05:27+00:00,,,236.07,310.425,323.464,327.3725,267.68,L8
2020-06-08 22:11:24+00:00,,,,315.90333333333336,322.7,327.342,268.6,L8
2020-08-27 22:11:56+00:00,,,,315.34,314.25,320.65250000000003,276.84,L8
2020-10-07 22:06:21+00:00,263.08,,,310.51,316.45000000000005,323.04499999999996,,L8
2020-12-01 22:12:09+00:00,263.08,,,310.51,329.2866666666667,332.3125,,L8
2021-02-03 22:11:56+00:00,263.08,,,310.51,326.61999999999995,332.985,,L8
2021-02-12 22:05:43+00:00,263.08,,,310.51,326.61999999999995,332.238,,L8
2021-02-19 22:11:51+00:00,263.08,,,310.51,315.21,331.93333333333334,,L8
2021-03-23 22:11:37+00:00,263.08,,235.5,306.46000000000004,315.21,333.32166666666666,319.18,L8
2021-04-24 22:11:25+00:00,,,235.5,302.41,315.225,333.10999999999996,300.63,L8
2021-05-19 22:05:16+00:00,,,235.5,299.265,310.84000000000003,332.4114285714286,292.2866666666667,L8
2021-05-26 22:11:31+00:00,,,235.5,299.265,312.6016666666667,328.60625,288.37,L8
2021-06-11 22:11:38+00:00,,,235.5,299.265,312.19666666666666,327.93,288.37,L8
2021-07-13 22:11:43+00:00,,,235.5,299.265,313.0371428571429,327.7266666666667,288.37,L8
2021-11-06 22:12:48+00:00,,217.47,233.29,298.765,318.31399999999996,322.69200000000006,271.01,L9
2021-11-18 22:12:08+00:00,,216.8,232.41999999999996,301.41,324.5675,321.31000000000006,268.715,L8
2021-12-29 22:05:53+00:00,,223.83,232.41999999999996,301.41,326.3066666666666,329.27000000000004,262.53,L8
2022-01-21 22:11:59+00:00,,223.83,232.41999999999996,301.41,322.5933333333333,329.33,262.53,L8
2022-01-29 22:12:05+00:00,,223.83,232.41999999999996,301.41,323.425,329.2625,262.53,L9
2022-02-22 22:11:50+00:00,,223.83,229.55999999999997,301.42,325.73,329.604,262.53,L8
2022-02-23 22:05:44+00:00,,223.83,229.55999999999997,302.56,327.75666666666666,330.22833333333335,262.53,L9
2022-03-02 22:11:50+00:00,,223.83,229.55999999999997,302.56,327.50999999999993,329.6414285714286,262.53,L9
2022-03-11 22:05:39+00:00,270.39,233.6775,229.55999999999997,305.07,327.6175,330.18125,262.53,L9
2022-03-27 22:05:58+00:00,270.39,233.6775,229.3875,305.07,326.88666666666666,329.87888888888887,267.24,L9
2022-05-05 22:11:31+00:00,270.39,233.6775,229.3875,305.07,326.88666666666666,329.61,267.24,L9
2022-05-06 22:05:29+00:00,270.39,239.08,228.08666666666667,307.695,326.73777777777775,329.95799999999997,278.66,L8
2022-05-21 22:11:19+00:00,270.39,250.555,226.35499999999996,307.695,322.744,329.7490909090909,278.66,L9
2022-05-22 22:05:34+00:00,270.39,235.34666666666666,226.35499999999996,306.312,322.76454545454544,329.4475,277.45000000000005,L8
2022-06-07 22:06:07+00:00,270.39,235.34666666666666,228.47333333333333,306.312,322.76454545454544,329.3346153846154,277.45000000000005,L8
2022-06-14 22:11:59+00:00,270.39,235.34666666666666,228.47333333333333,306.312,322.87083333333334,329.2135714285714,277.45000000000005,L8
2022-06-15 22:05:39+00:00,270.39,225.20250000000001,228.47333333333333,305.8833333333333,323.0261538461539,328.9066666666667,277.45000000000005,L9
2022-07-01 22:05:54+00:00,270.39,220.97333333333336,228.47333333333333,305.8833333333333,322.7515384615384,328.54466666666667,281.8500000000001,L9
2022-07-16 22:12:03+00:00,270.39,220.97333333333336,228.47333333333333,305.8833333333333,323.26714285714286,325.985625,281.8500000000001,L8
2022-07-25 22:05:59+00:00,270.39,220.97333333333336,230.105,299.70714285714286,325.00928571428574,326.174375,280.52,L8
