dates,satname,nzd0133-0000,nzd0133-0001,nzd0133-0002,nzd0133-0003,nzd0133-0004,nzd0133-0005,nzd0133-0006
1999-08-26 22:04:44.971000,L7,263.05,185.04,319.33,307.96,295.50,349.44,349.61
1999-10-22 21:58:28.758000,L7,,,,,,352.20,402.26
1999-11-14 22:04:42.286000,L7,,,,,,349.85,357.38
2000-01-01 22:04:37.439000,L7,143.77,136.32,,,,409.60,388.68
2000-07-11 22:03:17.779000,L7,,371.69,364.64,375.01,383.69,381.98,
2000-08-12 22:02:54.094000,L7,,,,,,338.76,336.36
2000-09-22 21:56:05.544000,L7,371.88,384.91,378.55,386.84,387.13,396.75,393.72
2001-06-05 21:55:16.607000,L7,,,,,,336.95,324.79
2001-08-15 22:00:38.680000,L7,333.21,369.31,372.33,400.54,,,
2001-09-09 21:54:12.928000,L7,309.61,319.74,314.16,308.51,341.48,348.83,349.15
2001-09-25 21:54:04.740000,L7,308.89,323.71,313.58,299.86,343.40,349.58,369.04
2001-10-02 22:00:04.650000,L7,266.21,276.25,304.70,305.51,297.72,354.12,354.56
2001-10-11 21:53:46.024000,L7,341.72,373.87,371.99,380.08,382.12,380.40,381.12
2002-08-18 21:59:57.690000,L7,327.56,393.59,374.18,392.40,397.71,409.07,436.77
2002-10-14 21:53:19.813000,L7,,381.07,373.16,377.89,383.75,384.06,389.50
2002-12-01 21:53:52.985000,L7,338.39,361.58,366.95,375.27,379.72,377.49,389.82
2003-08-06 21:42:27.230000,L5,332.46,359.72,354.28,371.30,375.94,378.43,381.33
2003-09-30 21:49:30.432000,L5,,,,,305.15,368.02,369.43
2003-10-25 21:43:40.253000,L5,,,,,,353.98,349.45
2003-11-17 21:50:09.452000,L5,,,,,303.35,360.30,362.06
2004-02-14 21:44:33.705000,L5,,,,,304.65,355.85,358.06
2004-03-01 21:44:38.581000,L5,212.90,283.83,341.90,358.27,374.28,379.86,387.19
2004-04-18 21:45:25.586000,L5,,,,,315.06,362.51,354.35
2004-05-04 21:45:52.076000,L5,,,,,310.73,356.57,344.95
2004-05-20 21:46:20.465000,L5,,,,,311.11,354.73,345.29
2004-06-12 21:53:11.618000,L5,,,,,319.17,356.75,355.03
2004-07-23 21:48:09.192000,L5,,,,,,358.16,352.82
2004-07-30 21:54:28.143000,L5,,,,,295.49,360.42,343.75
2004-08-08 21:48:26.915000,L5,,,,,,350.91,348.77
2004-09-09 21:49:19.975000,L5,325.48,371.66,346.33,364.53,375.73,384.57,387.25
2004-09-16 21:55:41.721000,L5,175.15,339.42,315.31,293.72,319.70,365.50,365.06
2004-09-25 21:49:43.196000,L5,328.06,372.02,349.21,366.04,378.44,384.39,383.60
2004-10-18 21:56:23.891000,L5,,,,,,366.49,357.42
2004-11-19 21:56:55.269000,L5,312.85,333.06,310.71,288.73,327.37,355.55,356.19
2005-03-11 21:58:44.158000,L5,,,,,292.39,362.43,353.63
2005-03-27 21:58:51.619000,L5,,,274.53,298.50,358.21,366.55,365.41
2007-02-13 22:06:47.368000,L5,304.14,138.47,338.35,360.97,383.54,385.23,388.69
2010-02-21 22:02:44.773000,L5,286.81,,320.30,334.29,341.17,354.30,356.84
2010-11-13 21:55:25.438000,L5,,,,,350.18,377.76,382.14
2010-12-31 21:55:32.560000,L5,319.42,365.75,356.95,363.89,381.32,384.95,389.35
2011-03-28 22:01:38.376000,L5,314.74,121.82,356.68,375.60,383.06,390.18,385.48
2013-04-11 22:07:51.092000,L8,,,,,,333.63,331.55
2013-04-27 22:07:23.594000,L8,,,,,,336.79,342.39
2013-04-27 22:07:47.557000,L8,,,,,,332.51,332.37
2013-05-13 22:07:59.284000,L8,,,,,,334.08,335.31
2013-05-20 22:13:50.559000,L8,301.77,342.12,340.13,341.12,358.99,365.96,385.91
2013-05-29 22:07:41.466000,L8,,,,,,335.02,340.85
2013-05-29 22:08:05.425000,L8,,,,,,334.52,338.76
2013-06-05 22:13:51.261000,L8,,,,,,336.82,335.71
2013-06-30 22:07:36.163000,L8,,,,,,335.93,335.54
2013-06-30 22:08:00.117000,L8,,,,,,333.10,294.74
2013-07-07 22:13:48.209000,L8,,,,,,335.85,333.71
2013-08-17 22:08:03.120000,L8,,,,,,335.13,331.55
2013-09-02 22:07:40.639000,L8,,,,,,333.98,338.02
2013-09-02 22:08:04.598000,L8,,,,,,331.57,334.16
2013-09-25 22:13:41.239000,L8,,,,,,344.65,345.86
2013-10-11 22:13:41.596000,L8,263.41,321.42,,,334.65,346.05,348.38
2013-10-27 22:13:31.854000,L8,,,,,,337.22,340.25
2013-11-05 22:07:22.900000,L8,,,,,335.65,345.06,355.49
2013-11-05 22:07:46.855000,L8,,,,,,342.05,348.11
