dates,nzd0220-0000,nzd0220-0001,nzd0220-0002,nzd0220-0003,nzd0220-0004,nzd0220-0005,nzd0220-0006,nzd0220-0007,nzd0220-0008,nzd0220-0009,nzd0220-0010,nzd0220-0011,nzd0220-0012,nzd0220-0013,nzd0220-0014,nzd0220-0015,satname
1999-10-15 21:52:49+00:00,326.56,324.71,323.46,322.95,326.17,320.18,337.23,337.03,324.78,314.62,329.18,324.58,318.37,319.29,320.98,322.67,L7
2000-02-04 21:52:37+00:00,341.435,307.455,321.24,323.395,336.505,333.78,347.4,348.03999999999996,328.15999999999997,322.025,324.065,325.345,326.31,324.92,326.07500000000005,337.525,L7
2000-02-20 21:52:29+00:00,346.9466666666667,323.61999999999995,321.24,323.395,335.8566666666666,340.04,351.8066666666667,351.76,334.81666666666666,323.66333333333336,327.06,325.345,328.0833333333333,327.2033333333333,327.18666666666667,338.74,L7
2000-05-26 21:51:48+00:00,357.1400000000001,338.2,343.66999999999996,349.155,349.81333333333333,349.97,353.8833333333334,359.125,339.83500000000004,328.185,326.0,334.44,338.0466666666667,336.07666666666665,334.27000000000004,348.8766666666666,L7
2000-08-14 21:50:56+00:00,357.97,362.2,368.32,374.47,351.30000000000007,352.56,352.0400000000001,359.2,348.13,319.99,329.755,333.65999999999997,332.83,332.0366666666667,330.43,338.1766666666667,L7
2000-10-17 21:50:01+00:00,353.09,356.37,354.6,359.685,359.70500000000004,356.37,351.185,353.31,343.08,322.03499999999997,332.655,333.31333333333333,333.88,334.72333333333336,333.25333333333333,339.16,L7
2000-12-04 21:50:10+00:00,349.485,344.625,341.655,340.495,347.62,348.7,356.285,349.155,343.66999999999996,320.0,319.6666666666667,318.0,324.68,325.56,330.0833333333333,332.53333333333336,L7
2001-01-05 21:50:16+00:00,349.485,344.625,341.655,340.495,347.62,348.7,360.71333333333337,352.81666666666666,346.39333333333326,327.235,320.72249999999997,318.0,324.68,325.56,330.0833333333333,332.53333333333336,L7
2001-03-10 21:50:10+00:00,351.8566666666666,345.12000000000006,343.8333333333333,344.8433333333333,350.4466666666667,350.3633333333333,359.98,354.07,346.64,332.88,323.13,321.82666666666665,331.79333333333335,332.24333333333334,332.9266666666667,336.5833333333333,L7
2001-03-26 21:50:01+00:00,356.855,350.2,350.09749999999997,351.59749999999997,354.33500000000004,354.185,363.364,357.74,348.988,337.65,328.13199999999995,327.64750000000004,329.525,334.425,335.365,337.775,L7
2001-06-30 21:49:12+00:00,364.225,355.775,358.53999999999996,362.69999999999993,361.05000000000007,359.67,363.36,363.46333333333337,352.53333333333336,351.42,336.03999999999996,340.09999999999997,339.37666666666667,346.00333333333333,340.9266666666667,345.6433333333334,L7
2001-09-18 21:48:17+00:00,349.44500000000005,365.44,344.84000000000003,339.125,347.135,344.03,357.0833333333333,355.95500000000004,358.38,352.49,343.39,336.1666666666667,335.24666666666667,341.6933333333333,339.25666666666666,344.06333333333333,L7
2001-10-20 21:48:09+00:00,340.505,349.55,330.03,323.99,331.03,333.94000000000005,351.8500000000001,346.245,351.38,347.4066666666667,342.17499999999995,334.9766666666667,341.42,340.6033333333333,336.06333333333333,340.28333333333336,L7
2002-01-24 21:48:42+00:00,336.09666666666664,349.55,325.59,322.5733333333333,330.21,333.25666666666666,341.93666666666667,346.245,325.975,332.95666666666665,342.17499999999995,325.1666666666667,328.24,327.02000000000004,324.33,328.8833333333334,L7
2002-02-25 21:48:47+00:00,341.165,353.37,325.59,322.5733333333333,330.21,333.25666666666666,341.93666666666667,346.245,325.975,332.95666666666665,343.8433333333333,333.4425,328.24,327.02000000000004,324.33,328.8833333333334,L7
2002-04-14 21:48:38+00:00,345.8733333333334,353.37,315.87666666666667,325.59,328.80333333333334,330.39666666666665,326.18666666666667,353.0,310.91,322.5333333333333,338.0933333333333,333.7575,327.98333333333335,326.29333333333335,324.98,329.2633333333333,L7
2002-06-01 21:48:28+00:00,339.95,346.875,304.47666666666663,316.98333333333335,327.05333333333334,320.98,308.87333333333333,,290.675,310.88666666666666,330.96666666666664,329.8775,322.01,321.22,320.06333333333333,328.6166666666666,L7
2002-08-20 21:47:58+00:00,343.2833333333333,343.75,312.67,317.74666666666667,329.21333333333337,320.09,308.83,,281.0,310.62,327.6325,335.115,326.1033333333333,327.88000000000005,326.17333333333335,330.53,L7
2002-10-23 21:47:39+00:00,340.2766666666667,340.25,328.73,323.6566666666667,335.91333333333336,327.10333333333335,329.81333333333333,352.17,311.005,320.41333333333336,326.78,332.5466666666667,329.84,331.00333333333333,330.19666666666666,332.7133333333333,L7
2002-11-08 21:47:44+00:00,341.0075,340.51,332.7875,329.7125,337.09000000000003,329.8475,337.29,356.51,323.04,323.5825,330.7,331.3175,331.8125,331.7875,332.155,334.5675,L7
2002-11-24 21:48:02+00:00,343.25,341.272,336.164,331.668,338.93600000000004,331.816,342.738,356.2,329.09000000000003,327.78599999999994,332.764,336.63199999999995,332.828,332.434,334.92600000000004,334.36199999999997,L7
2002-12-26 21:48:11+00:00,345.372,342.45,343.854,335.6425,341.53499999999997,336.75,351.1075,356.2,329.09000000000003,333.09749999999997,334.8725,339.28499999999997,335.205,334.9225,339.07000000000005,335.935,L7
2003-01-11 21:48:14+00:00,345.372,342.45,343.854,335.6425,341.53499999999997,340.61833333333334,355.746,356.2,329.09000000000003,333.09749999999997,334.8725,339.28499999999997,335.205,334.9225,343.18600000000004,333.23400000000004,L7
2003-01-27 21:48:21+00:00,345.372,342.45,340.4533333333333,332.578,338.90199999999993,341.3357142857143,350.29833333333335,350.24,325.96400000000006,336.154,332.114,335.068,331.954,331.71,339.73333333333335,331.02500000000003,L7
2003-05-03 21:48:37+00:00,349.60249999999996,343.26,342.954,335.8966666666666,342.37,344.93,355.4025,335.39,326.2325,337.1225,336.2375,334.49,334.555,333.9575,341.38,332.962,L7
2003-08-15 21:36:48+00:00,339.83000000000004,344.17,353.17,324.82,340.28499999999997,332.145,339.47,316.21,314.40999999999997,322.53,328.735,321.82500000000005,327.185,325.565,320.105,328.65,L5
2003-08-31 21:37:06+00:00,339.83000000000004,344.17,353.17,313.575,334.52666666666664,327.5266666666667,335.58500000000004,321.50666666666666,317.33666666666664,321.18666666666667,324.71666666666664,319.74,322.89000000000004,319.9066666666667,316.39000000000004,323.5733333333333,L5
2003-11-19 21:38:14+00:00,323.48,351.3,349.15,313.575,335.3133333333333,331.2033333333333,347.8066666666667,347.10999999999996,333.08,325.94666666666666,323.1466666666667,318.33,319.02000000000004,313.3933333333334,312.6366666666667,318.55333333333334,L5
2004-01-22 21:38:40+00:00,323.48,351.3,349.15,313.575,335.3133333333333,331.2033333333333,346.1075,343.78,329.565,323.245,320.49,312.42,319.02000000000004,313.3933333333334,312.6366666666667,318.55333333333334,L5
2004-06-30 21:41:46+00:00,360.93,351.17,357.55,,365.93,366.58,360.02,333.79,319.02,336.195,330.985,316.975,338.64,337.5,339.58,340.81,L5
2004-09-02 21:43:21+00:00,360.93,329.75,334.045,317.22,365.93,366.58,355.315,335.25,323.5,338.845,331.25,320.23,323.2,321.065,321.935,324.53,L5
2004-10-20 21:44:28+00:00,358.655,333.71666666666664,336.71000000000004,329.505,356.17,356.905,358.4533333333334,346.34000000000003,339.24,342.6366666666667,337.45666666666665,329.77666666666664,331.18666666666667,328.8233333333333,329.09999999999997,332.2366666666667,L5
2004-12-07 21:45:24+00:00,358.655,333.71666666666664,335.8225,332.69666666666666,353.31,356.20666666666665,361.9375,353.78000000000003,345.6166666666666,343.5,339.77750000000003,334.235,334.2375,331.4525,329.265,331.2625,L5
2005-02-09 21:46:19+00:00,356.38,324.99,328.58,332.69666666666666,347.0,351.02,356.24,353.78000000000003,345.6166666666666,338.9166666666667,336.55333333333334,338.27750000000003,339.1675,333.1175,330.88,332.445,L5
2005-03-13 21:46:47+00:00,356.38,341.65,337.59999999999997,340.435,347.0,351.02,368.56,363.0450000000001,356.67499999999995,348.155,348.30500000000006,350.6366666666667,352.5375,342.6133333333334,346.555,340.51,L5
2005-03-29 21:46:54+00:00,337.77,315.395,328.6666666666667,332.46666666666664,334.7366666666666,336.8566666666667,360.4433333333333,355.9433333333333,346.97,339.19666666666666,337.05333333333334,350.6366666666667,352.5375,342.6133333333334,346.555,340.51,L5
2005-06-01 21:47:18+00:00,319.16,289.14,321.98,327.80499999999995,328.9,331.66999999999996,358.29999999999995,362.99333333333334,352.05,333.68499999999995,330.64500000000004,351.54,353.745,342.1266666666666,346.7925,339.79999999999995,L5
2005-07-19 21:47:39+00:00,319.16,289.14,310.8,316.53,310.21,305.38,342.225,353.44666666666666,343.0333333333333,322.44,312.125,337.15,344.57750000000004,330.47,338.63,345.53,L5
2005-11-08 21:48:04+00:00,333.19,293.29,306.51,314.5,319.86,308.145,339.08500000000004,350.6566666666667,341.53000000000003,322.865,314.945,323.27,323.16,317.6766666666667,316.41333333333336,329.115,L5
2005-11-24 21:48:28+00:00,344.775,313.12,320.91499999999996,335.18,338.985,308.145,349.7966666666667,355.27,346.43,331.91,326.5133333333333,329.11,326.19,321.41999999999996,320.5375,330.43666666666667,L5
2006-01-27 21:49:58+00:00,344.775,313.12,314.30333333333334,329.05333333333334,324.52,305.14,348.7266666666667,345.7166666666667,335.96,329.94,325.80999999999995,319.2266666666667,313.40999999999997,306.23999999999995,320.33000000000004,322.895,L5
2006-02-28 21:50:40+00:00,341.26,306.9666666666667,312.47,327.5825,323.875,309.29,347.61,343.96500000000003,334.0625,327.74,321.98249999999996,313.1775,307.91499999999996,299.6425,320.33000000000004,322.895,L5
2006-07-06 21:52:45+00:00,334.23,294.66,308.87000000000006,323.62333333333333,314.60999999999996,312.68666666666667,342.1033333333333,339.18,329.60999999999996,322.42,302.7833333333333,296.145,292.80499999999995,280.07000000000005,,,L5
2006-08-23 21:53:23+00:00,334.23,294.66,311.70666666666665,323.26,322.50333333333333,318.67,341.27666666666664,341.13,331.34999999999997,324.41333333333336,304.98333333333335,304.22,301.675,293.425,305.61,302.45,L5
2006-10-10 21:53:56+00:00,,,314.075,317.89,318.85999999999996,314.44,334.78,335.5266666666667,325.62,318.2266666666667,304.00666666666666,307.985,306.83500000000004,300.96000000000004,301.57500000000005,304.855,L5
2007-01-30 21:54:48+00:00,340.67,313.56,313.135,316.35999999999996,318.7633333333333,317.24,335.83,335.2633333333333,323.30333333333334,316.71666666666664,316.1933333333333,313.7633333333333,313.97333333333336,307.43666666666667,307.7266666666667,311.74666666666667,L5
2007-02-15 21:54:49+00:00,353.71500000000003,330.97,324.0733333333333,323.9575,326.54,326.0925,342.8075,341.5725,330.135,322.6975,322.4175,319.815,320.7075,315.365,314.9975,319.1825,L5
2011-01-09 21:49:46+00:00,340.82,313.84,326.31,332.33,327.74,333.76,347.12,346.07,,,304.88,289.48,301.03,298.31,308.83,303.71,L5
2011-01-25 21:49:47+00:00,339.84000000000003,315.27,326.495,331.90999999999997,327.20500000000004,334.34000000000003,345.63,344.01,334.47,325.03,311.325,300.21000000000004,307.96,301.02,308.03499999999997,310.655,L5
2011-10-24 21:47:48+00:00,364.73,351.16,354.84,362.58,359.65,363.78,369.99,369.45,362.65,344.39,344.32,344.57,343.13,339.15,339.27,340.75,L5
2013-06-23 22:01:46+00:00,349.15,347.05,349.49,360.3,352.97,359.0,368.56,361.39,355.11,345.86,334.0,337.57,334.6,334.18,331.23,328.52,L8
2013-07-09 22:01:50+00:00,349.15,347.05,349.49,360.3,338.63,344.82,356.07,349.245,340.685,329.13,334.0,337.57,334.6,334.18,331.23,328.52,L8
2013-07-25 22:01:49+00:00,349.15,347.05,335.78499999999997,345.895,333.95,340.1666666666667,351.9433333333333,345.4866666666667,335.8333333333333,324.7266666666667,316.3,327.945,325.275,323.775,331.23,328.52,L8
2013-09-27 22:01:43+00:00,345.655,344.055,336.19666666666666,345.1766666666667,335.685,342.195,352.8425,346.8825,336.885,326.7375,316.3,327.945,325.275,323.775,331.23,328.52,L8
2013-10-29 22:01:34+00:00,343.8733333333333,343.24333333333334,336.9125,344.4225,336.736,343.1,353.006,347.02,337.38,327.908,321.38000000000005,328.2866666666667,326.94666666666666,325.5133333333333,330.1,330.61,L8
2013-11-14 22:01:33+00:00,343.7475,342.1725,337.192,343.86800000000005,337.185,343.59999999999997,353.28999999999996,347.33500000000004,337.48833333333334,329.055,323.8675,329.0775,327.7,325.9075,329.33666666666664,328.98,L8
2013-12-16 22:01:21+00:00,344.628,342.592,337.4266666666667,343.3233333333333,337.44571428571425,343.90999999999997,352.9614285714286,347.0228571428571,337.65000000000003,328.98857142857145,325.2,328.92600000000004,327.99,325.908,328.445,329.085,L8
2014-03-06 22:00:25+00:00,343.442,341.742,338.816,342.93600000000004,340.01000000000005,346.408,353.494,348.22799999999995,339.1,332.068,330.68,328.925,329.6675,327.15250000000003,326.89750000000004,328.33,L8
2014-03-22 22:00:13+00:00,345.2716666666667,342.9216666666667,339.58666666666664,345.08,342.345,349.0783333333334,356.10666666666674,350.74,341.33666666666664,335.175,333.566,331.92600000000004,335.39,327.956,328.536,329.45799999999997,L8
2014-05-09 21:59:27+00:00,349.708,345.54200000000003,342.81800000000004,349.274,345.022,352.06,360.52000000000004,353.872,345.532,338.784,334.826,334.038,337.45399999999995,329.67400000000004,329.852,330.354,L8
