dates,satname,nzd0220-0000,nzd0220-0001,nzd0220-0002,nzd0220-0003,nzd0220-0004,nzd0220-0005,nzd0220-0006,nzd0220-0007,nzd0220-0008,nzd0220-0009,nzd0220-0010,nzd0220-0011,nzd0220-0012,nzd0220-0013,nzd0220-0014,nzd0220-0015
2013-07-09 22:01:50.636000,L8,,,,,324.29,330.64,343.58,337.10,326.26,312.40,,,,,,
2013-07-25 22:01:49.952000,L8,,,322.08,331.49,324.59,330.86,343.69,337.97,326.13,315.92,298.60,318.32,315.95,313.37,,
2013-09-27 22:01:43.236000,L8,342.16,341.06,337.02,343.74,340.89,348.28,355.54,351.07,340.04,332.77,332.43,332.21,330.98,328.56,330.72,328.52
2013-10-29 22:01:34.321000,L8,340.31,341.62,339.06,342.16,340.94,346.72,353.66,347.57,339.36,332.59,331.54,328.97,330.29,328.99,328.97,332.70
2013-11-14 22:01:33.487000,L8,343.37,338.96,338.31,341.65,339.43,346.10,354.71,348.91,338.03,334.79,331.33,331.45,329.96,327.09,327.81,325.72
2013-12-16 22:01:21.990000,L8,348.15,344.27,338.60,340.60,339.01,345.77,350.99,345.15,338.62,328.59,330.53,328.32,329.15,325.91,325.77,329.40
2014-01-01 22:01:14.509000,L8,,,,,,293.47,329.55,325.89,309.03,293.41,263.89,,,,,
2014-01-17 22:00:59.983000,L8,339.54,330.31,334.81,345.11,317.66,,347.01,344.80,334.31,327.62,327.55,326.52,325.05,321.53,321.69,323.90
2014-03-06 22:00:25.321000,L8,343.22,342.80,341.09,346.53,339.78,345.17,352.57,348.44,339.45,331.60,329.32,326.96,329.27,326.62,325.04,325.50
2014-03-22 22:00:13.558000,L8,354.42,348.82,343.44,355.80,354.02,362.43,369.17,363.30,352.52,350.71,345.11,343.93,358.28,331.17,335.09,333.97
2014-05-09 21:59:27.549000,L8,359.38,352.86,352.65,361.79,352.87,360.83,375.16,363.56,359.04,348.23,337.84,339.53,340.61,337.58,335.55,337.18
2014-05-25 21:59:22.796000,L8,348.57,345.31,344.12,354.48,346.92,358.59,365.95,359.00,353.08,342.09,334.30,335.67,333.61,332.44,333.01,330.04
2014-07-12 21:59:43.196000,L8,,,323.49,330.58,326.83,336.85,345.92,341.49,331.63,319.47,318.43,319.90,317.72,316.43,313.22,313.08
2014-07-28 21:59:47.112000,L8,357.63,352.39,357.98,364.24,357.25,363.18,375.75,369.70,358.89,350.87,345.50,342.85,342.57,339.54,334.00,338.37
2014-08-13 21:59:54.812000,L8,378.24,368.49,367.08,372.58,374.85,377.47,387.34,392.38,386.40,368.62,382.76,367.41,378.87,362.99,363.60,380.51
2014-09-14 21:59:59.788000,L8,380.75,373.91,380.19,385.91,376.81,394.35,390.23,376.78,379.19,387.23,383.95,375.17,,,,389.76
2014-12-03 22:00:01.875000,L8,,,,348.47,338.89,344.89,351.40,347.83,337.43,331.67,329.13,330.75,331.11,329.31,331.16,331.89
2015-01-04 21:59:53.956000,L8,349.20,346.39,344.25,344.63,341.50,348.16,358.04,352.66,345.95,334.11,333.96,332.77,331.69,332.88,330.74,333.77
2015-03-09 21:59:30.556000,L8,344.96,337.66,335.86,340.17,338.24,344.76,353.44,353.18,347.63,330.01,325.82,326.38,327.43,325.54,324.49,326.19
2015-05-12 21:58:53.078000,L8,353.27,349.82,351.67,361.90,353.42,360.02,368.66,364.84,354.95,346.74,342.54,341.46,337.71,339.62,340.98,345.60
2015-05-28 21:58:55.699000,L8,348.96,343.61,346.10,355.39,347.06,355.95,363.31,357.28,350.44,340.19,333.23,334.40,333.97,334.25,332.06,333.43
2015-08-16 21:59:34.814000,L8,352.48,347.52,342.96,358.56,346.78,355.31,357.90,354.41,349.32,338.25,332.12,331.69,331.87,333.89,330.66,331.00
2015-09-01 21:59:39.995000,L8,372.50,354.61,350.09,372.50,358.06,363.19,369.88,374.50,359.74,349.73,343.71,356.93,350.02,360.76,365.11,358.30
2015-10-03 21:59:52.450000,L8,,,,,312.96,334.16,344.70,338.07,317.99,,,,,,,
2015-10-19 21:59:54.006000,L8,343.90,338.46,336.55,340.81,342.98,347.74,356.98,348.82,341.29,337.76,334.76,335.42,332.50,332.73,330.51,329.55
2016-01-23 21:59:56.211000,L8,,,,,,,,,,,281.77,313.69,312.41,307.60,308.62,308.09
2016-02-24 21:59:45.021000,L8,343.22,335.86,335.75,342.79,338.83,345.07,353.16,350.60,338.38,329.83,326.68,328.57,327.45,325.78,325.19,326.29
2016-03-11 21:59:42.538000,L8,353.81,355.58,343.97,347.82,344.15,348.21,356.94,355.83,348.14,335.37,332.59,331.37,333.32,332.65,326.98,328.38
2016-05-14 21:59:24.184000,L8,346.59,342.49,343.67,351.44,345.67,352.25,361.81,353.49,346.14,339.87,333.38,335.32,334.15,333.45,331.78,331.42
2016-06-15 21:59:33.099000,L8,352.95,349.22,349.46,359.14,352.79,358.23,369.65,358.52,352.76,345.43,338.12,340.13,339.12,339.53,336.86,336.94
2016-07-01 21:59:42.515000,L8,357.23,349.47,350.81,358.50,352.84,359.04,372.22,360.12,354.79,349.49,337.88,340.70,340.57,339.47,337.78,339.98
2016-07-17 21:59:49.332000,L8,353.26,350.15,346.29,355.61,353.06,358.80,368.80,358.49,350.83,343.21,335.89,338.13,338.08,336.24,332.07,334.77
2016-08-18 21:59:57.052000,L8,347.51,342.77,343.74,348.62,345.22,355.46,360.35,355.38,344.45,337.66,331.90,333.57,332.42,332.21,328.64,328.74
2016-10-21 22:00:12.043000,L8,,,,,,,,,,,322.83,322.14,321.32,318.96,317.43,322.11
2016-11-22 22:00:11.776000,L8,339.33,336.53,334.69,338.50,339.56,343.16,353.91,344.85,336.45,329.37,329.56,330.93,330.42,328.17,328.97,327.23
2017-01-25 21:59:56.835000,L8,342.00,336.23,336.41,339.29,338.71,344.97,351.96,346.67,336.38,329.57,327.67,330.00,328.72,325.02,322.91,327.13
2017-02-10 21:59:48.586000,L8,374.97,371.28,371.00,378.40,377.28,372.71,388.71,374.17,372.93,364.41,338.96,341.11,335.15,336.35,335.15,334.31
2017-03-14 21:59:34.845000,L8,350.30,349.60,346.94,353.30,343.04,348.56,356.53,351.28,343.91,335.59,332.43,332.30,333.70,331.39,332.04,330.55
2017-03-30 21:59:26.304000,L8,381.41,381.64,378.85,379.18,374.18,376.67,382.28,379.81,366.45,362.92,349.76,354.72,357.25,349.32,352.04,354.95
2017-04-15 21:59:18.187000,L8,,,,,,330.48,340.29,331.89,324.23,320.22,321.73,323.75,321.52,317.40,316.50,318.78
2017-05-01 21:59:07.812000,L8,380.87,380.05,375.72,384.08,381.72,384.62,389.81,387.07,370.66,367.70,354.47,365.19,371.96,394.82,369.30,357.34
2017-08-05 21:59:51.079000,L8,,280.98,328.51,330.96,322.25,334.93,343.30,330.48,311.04,309.76,287.18,312.09,,,,
2017-08-21 21:59:55.958000,L8,,,,,,,334.48,327.43,308.02,308.25,297.92,297.32,308.55,305.54,302.32,308.85
2017-09-22 22:00:01.938000,L8,363.88,357.57,360.41,361.53,360.70,363.83,370.82,367.36,349.18,341.93,344.44,343.87,342.49,342.34,340.85,348.97
2017-12-11 22:00:00.576000,L8,379.62,385.31,386.22,382.94,377.53,373.91,370.79,370.43,366.78,358.60,343.01,349.55,379.61,355.24,361.04,351.88
2018-01-28 21:59:46.257000,L8,348.53,341.07,339.70,347.40,341.98,349.76,358.43,351.95,345.95,334.43,332.82,329.84,329.59,328.66,326.37,329.04
2018-03-17 21:59:24.088000,L8,342.07,327.36,335.67,339.93,338.05,346.59,358.81,351.46,337.86,330.95,331.43,329.89,328.13,325.50,324.50,325.70
2018-04-18 21:59:07.664000,L8,383.29,374.54,371.74,375.77,379.50,379.74,387.60,383.37,377.45,366.29,364.59,365.98,376.19,363.24,370.94,370.72
2018-05-20 21:58:47.763000,L8,335.91,344.69,342.18,367.79,351.37,362.12,367.00,359.74,347.51,340.16,335.10,317.06,316.60,299.47,330.60,344.27
2018-06-05 21:58:37.907000,L8,336.09,283.87,332.18,335.82,330.27,342.73,349.17,340.84,330.10,322.14,325.08,323.93,323.65,320.21,317.43,319.41
2018-06-21 21:58:49.257000,L8,337.30,297.71,331.63,336.59,329.02,342.42,349.00,340.26,330.63,322.64,326.56,324.99,322.85,319.39,317.10,319.06
2018-07-23 21:59:04.706000,L8,,,,,,329.98,342.94,336.09,327.15,319.12,319.36,317.08,313.34,288.16,304.16,314.27
2018-08-08 21:59:13.788000,L8,336.58,304.75,330.61,335.73,330.51,335.27,326.49,287.88,,,,,,,,
2018-08-24 21:59:21.762000,L8,345.92,343.35,341.61,352.44,348.27,353.42,358.44,354.51,343.46,335.85,336.05,333.00,332.43,330.79,331.38,331.32
2018-11-28 21:59:46.576000,L8,346.47,342.77,340.89,342.76,340.62,344.96,357.27,354.19,339.65,333.65,332.16,331.08,331.07,329.52,327.85,329.70
2019-03-04 21:59:30.951000,L8,345.94,344.07,341.72,346.40,342.71,348.52,355.19,351.18,341.56,334.44,332.96,330.58,328.84,328.80,324.28,330.46
2019-03-20 21:59:26.164000,L8,373.45,361.86,374.13,364.90,359.10,376.58,377.85,369.46,357.40,372.25,340.97,338.41,338.81,338.57,341.32,343.43
2019-05-23 21:59:30.770000,L8,350.45,347.66,347.89,353.88,354.52,358.68,363.45,359.08,351.48,343.54,337.86,335.24,336.48,334.79,332.22,334.03
2019-06-08 21:59:38.441000,L8,385.88,380.06,379.58,381.82,383.72,385.38,389.49,380.80,381.03,370.64,367.17,369.22,376.01,375.21,372.12,368.42
2019-06-24 21:59:43.906000,L8,350.44,348.93,347.55,356.68,355.56,360.03,365.28,359.35,353.20,345.73,341.13,338.55,339.40,337.76,336.97,334.29
2019-07-10 21:59:47.381000,L8,334.07,274.89,330.87,331.70,329.41,340.22,349.21,341.63,333.13,322.59,324.49,324.59,322.94,319.97,318.18,319.32
2019-07-26 21:59:52.236000,L8,,,,,,329.45,344.06,335.07,325.98,315.69,282.27,,,,,
2019-08-11 21:59:58.366000,L8,322.42,280.05,324.28,325.18,313.46,330.21,343.33,336.47,328.90,315.61,318.75,284.68,,,314.50,313.32
2019-08-27 22:00:02.527000,L8,343.11,344.08,342.49,343.51,344.49,348.78,356.48,353.34,345.07,337.28,334.98,332.35,333.06,332.39,327.82,328.28
2020-01-18 22:00:00.864000,L8,340.19,334.58,334.76,335.27,331.76,290.20,,,,,,,292.55,316.84,315.64,316.69
2020-02-03 21:59:55.286000,L8,345.93,344.93,342.67,344.03,341.90,346.01,354.90,351.94,341.93,334.22,333.64,329.82,331.70,328.20,325.03,329.26
2020-02-19 21:59:52.118000,L8,346.83,341.45,338.87,339.35,342.63,345.93,353.98,349.03,341.38,333.66,332.39,329.23,330.19,328.44,324.47,326.90
2020-05-09 21:59:15.004000,L8,345.55,344.81,343.96,348.11,344.63,350.02,358.75,352.74,344.81,336.66,334.13,330.35,332.42,332.56,328.08,328.04
2020-06-10 21:59:27.584000,L8,351.56,349.71,344.88,355.70,353.88,359.84,374.91,375.25,352.39,344.00,338.17,335.86,333.93,332.37,332.32,338.05
2020-07-28 21:59:47.467000,L8,360.46,353.98,349.23,386.50,393.81,369.15,370.71,379.64,350.76,345.98,343.79,347.15,338.82,334.96,332.12,333.28
2020-08-29 21:59:59.665000,L8,346.06,342.34,340.34,349.45,346.21,363.91,358.84,349.03,342.56,338.21,335.18,347.82,329.81,334.37,363.35,
2020-10-16 22:00:11.491000,L8,343.97,342.32,334.80,342.56,338.01,347.19,356.17,349.15,340.52,335.52,335.67,332.87,330.76,328.34,325.87,329.35
2020-12-03 22:00:12.476000,L8,381.54,374.92,368.84,375.46,379.43,373.43,384.26,375.93,373.18,366.08,354.74,364.82,376.19,358.62,355.58,385.97
2020-12-19 22:00:11.380000,L8,338.41,335.67,332.30,336.69,335.96,343.12,351.31,344.45,336.76,329.99,328.76,328.09,328.23,331.88,329.04,324.12
2021-02-05 21:59:58.204000,L8,,,,,,325.15,336.95,327.95,281.73,303.85,289.01,266.43,,,,
2021-02-21 21:59:53.544000,L8,350.59,347.68,344.97,349.00,347.85,351.20,357.68,353.59,351.77,340.68,336.65,333.67,332.34,329.45,326.75,328.01
2021-03-25 21:59:39.300000,L8,344.72,343.75,340.41,345.38,340.88,350.01,358.76,350.73,341.66,334.79,335.25,331.31,331.91,329.67,324.12,327.79
2021-06-29 21:59:44.847000,L8,344.61,342.97,342.26,350.84,344.76,355.10,362.49,355.79,346.21,338.88,336.99,334.44,332.14,331.40,327.39,326.39
2021-07-31 21:59:54.645000,L8,327.46,273.23,324.46,327.35,324.09,331.95,346.75,334.75,326.05,312.70,284.97,312.02,,,,
2021-09-01 22:00:05.226000,L8,345.82,345.85,343.58,352.08,346.77,353.46,362.58,356.08,348.73,340.15,335.61,335.86,332.39,331.59,326.98,328.55
2021-09-17 22:00:08.745000,L8,342.13,343.55,340.36,347.95,341.84,347.91,358.64,351.90,344.01,338.47,335.21,334.26,332.82,331.29,329.61,329.32
2021-10-19 22:00:17.158000,L8,342.11,341.62,338.94,343.41,339.53,345.47,355.31,346.99,340.75,334.55,334.18,332.14,331.65,330.18,324.45,325.79
2021-11-18 21:59:23.089000,L9,342.88,343.40,340.88,345.35,340.07,346.11,358.60,349.98,341.47,335.92,334.74,332.73,331.85,328.92,325.88,327.82
2021-12-22 22:00:09.882000,L8,344.93,335.78,333.25,336.90,335.90,344.32,353.23,344.67,339.98,331.03,327.73,327.52,326.48,322.91,319.16,323.48
2021-12-30 22:00:08.484000,L9,343.37,342.16,339.18,342.36,337.67,344.02,353.04,348.12,340.13,333.62,331.37,330.37,329.87,327.24,323.99,327.31
2022-01-07 22:00:05.789000,L8,369.33,378.54,370.79,389.61,379.84,372.53,403.31,,365.62,355.44,348.51,347.52,356.32,363.04,358.00,356.34
2022-01-15 22:00:05.815000,L9,,,,310.56,306.92,316.80,329.51,324.89,308.33,301.88,289.24,,,,,
2022-01-31 22:00:07.787000,L9,316.56,345.62,336.63,342.91,339.58,344.54,352.15,348.51,337.87,331.28,330.99,328.67,326.79,323.45,320.00,323.37
2022-02-16 22:00:02.239000,L9,340.65,342.15,340.00,344.88,340.61,344.61,353.88,348.62,339.50,333.34,330.74,330.07,328.15,326.18,322.52,324.58
2022-02-24 21:59:52.897000,L8,345.27,343.44,340.58,345.95,341.63,347.18,354.13,349.61,341.40,333.84,332.82,331.13,329.16,328.78,323.08,325.89
2022-03-28 21:59:36.245000,L8,347.70,344.15,346.25,351.59,344.54,351.37,361.37,355.60,348.70,341.72,338.25,337.49,339.10,334.01,330.46,334.80
2022-04-13 21:59:41.496000,L8,346.61,343.73,342.77,350.75,344.93,352.22,359.66,352.95,346.25,340.52,337.41,334.76,333.66,333.60,331.60,332.68
2022-04-29 21:59:37.379000,L8,,,,399.26,383.34,387.47,396.87,391.52,389.85,376.87,381.97,355.91,388.87,383.21,358.69,365.37
2022-05-07 21:59:32.291000,L9,,,,,,320.65,342.12,329.16,318.79,309.97,307.00,291.67,296.57,292.67,302.39,307.90
2022-05-23 21:59:21.876000,L9,349.84,348.09,346.37,358.33,352.10,356.83,366.39,359.20,351.82,345.95,339.95,338.76,338.27,334.42,331.43,332.25
2022-07-02 22:00:06.048000,L8,397.35,391.92,389.79,392.32,391.87,401.70,394.60,401.05,390.82,377.66,,368.97,379.85,377.67,372.38,355.39
2022-07-18 22:00:07.274000,L8,340.41,321.74,333.19,333.26,306.56,345.01,362.32,348.76,353.16,344.56,338.47,339.82,346.49,343.20,333.46,333.04
2022-08-03 22:00:18.311000,L8,,,,,,,,,,,,377.97,372.67,389.41,359.42,360.58
2022-08-11 22:00:01.791000,L9,367.33,360.47,374.31,375.09,379.50,374.64,380.48,370.07,364.14,356.39,352.56,348.17,344.47,346.20,344.86,340.94
2022-08-27 22:00:05.491000,L9,344.88,342.09,342.32,349.89,344.21,353.50,362.30,353.28,346.95,339.68,335.60,334.51,333.83,333.03,328.98,329.21
2022-09-12 22:00:07.391000,L9,321.13,277.18,322.65,323.81,312.67,327.35,341.64,333.47,324.51,313.85,319.08,317.63,315.09,310.86,312.77,313.91
2022-10-06 22:00:26.730000,L8,343.20,341.44,342.37,348.52,342.41,349.36,359.81,351.80,346.13,335.46,334.47,335.06,334.17,331.18,330.47,331.68
2022-10-22 22:00:27.201000,L8,346.23,341.32,342.83,346.97,340.12,346.40,358.37,350.45,342.52,335.37,335.69,333.91,331.69,331.65,325.88,328.05
2022-12-01 22:00:15.540000,L9,345.35,341.10,342.49,345.63,341.63,347.90,357.05,351.39,341.55,333.89,335.17,334.83,331.75,330.95,324.68,328.57
2022-12-25 22:00:15.054000,L8,373.37,369.54,370.98,371.15,367.39,378.40,397.07,402.95,362.57,358.85,351.72,352.07,353.75,351.53,345.72,353.32
2023-03-07 22:00:01.421000,L9,373.73,358.40,358.97,364.63,362.38,365.67,374.58,365.05,361.94,360.15,342.26,339.68,340.65,344.81,349.00,337.18
2023-03-15 21:59:48.555000,L8,346.50,341.74,343.84,348.57,343.23,353.83,360.40,352.29,346.19,340.14,338.82,336.27,337.26,335.60,330.65,334.19
2023-03-23 21:59:55.834000,L9,373.48,375.03,383.95,380.15,378.78,372.04,392.85,383.93,393.21,374.57,375.57,362.06,365.29,373.65,361.85,365.41
2023-04-08 21:59:46.634000,L9,347.68,341.87,344.07,351.04,347.54,360.36,360.50,356.39,348.28,341.45,342.55,331.95,334.19,332.32,328.50,330.44
2023-04-24 21:59:40.381000,L9,376.90,382.27,388.66,387.77,376.10,376.51,412.44,380.87,373.81,367.52,376.63,369.68,366.40,380.94,374.66,367.28
2023-06-11 21:59:13.590000,L9,352.30,351.95,353.46,365.75,360.92,363.81,377.81,365.16,358.75,352.50,342.75,342.72,341.37,336.22,337.30,335.84
2023-06-19 21:59:19.477000,L8,336.26,331.81,335.20,341.14,298.19,344.22,354.79,342.73,336.21,327.84,297.60,,,,,
