dates,satname,nzd0553-0000,nzd0553-0001,nzd0553-0002,nzd0553-0003,nzd0553-0004,nzd0553-0005,nzd0553-0006,nzd0553-0007,nzd0553-0008
1999-11-05 22:13:40.966000,L7,,167.58,245.81,331.98,359.99,353.16,351.51,337.32,333.16
1999-12-07 22:13:41.663000,L7,,158.37,240.22,276.86,322.70,337.97,334.76,327.36,318.33
1999-12-30 22:19:45.690000,L7,225.01,174.62,256.97,264.60,295.97,306.59,298.80,293.43,287.85
2000-04-20 22:19:15.385000,L7,217.73,260.58,252.16,269.52,305.93,321.27,306.35,303.97,267.78
2000-05-22 22:18:57.481000,L7,,,222.47,258.20,253.97,248.37,283.91,213.41,225.01
2000-05-31 22:12:42.435000,L7,,,234.34,270.04,316.10,306.35,292.66,,
2000-06-16 22:12:38.425000,L7,399.79,426.27,419.54,386.31,376.24,398.61,401.84,418.47,405.35
2000-09-04 22:11:34.434000,L7,,163.58,248.21,281.98,313.99,335.74,329.82,317.23,306.05
2000-09-20 22:11:14.930000,L7,,,225.96,266.91,288.43,326.03,297.42,313.50,307.47
2000-09-20 22:11:38.892000,L7,,,,,,,,196.42,260.08
2000-09-27 22:17:24.534000,L7,,,,,,,,214.08,242.92
2001-02-11 22:11:12.788000,L7,,,,,,,,,227.18
2001-02-27 22:11:06.137000,L7,,185.10,250.43,334.63,341.86,350.48,336.92,336.24,336.25
2001-03-22 22:17:09.568000,L7,214.70,194.14,246.70,270.51,303.46,316.20,311.41,305.35,288.56
2001-04-07 22:17:01.469000,L7,,,168.45,256.70,254.86,232.57,262.99,285.25,258.46
2001-04-16 22:10:54.636000,L7,,,229.72,189.31,325.45,340.90,332.65,317.99,311.59
2001-07-05 22:10:09.496000,L7,,156.02,190.98,270.19,256.23,341.12,291.34,303.14,211.38
2001-11-26 22:09:21.320000,L7,199.96,187.05,300.48,300.29,322.15,337.18,336.41,326.71,327.21
2002-01-29 22:09:33.112000,L7,299.81,308.94,281.21,379.70,370.13,394.97,406.98,415.53,511.75
2002-02-14 22:09:41.178000,L7,153.21,170.34,253.28,278.87,335.86,347.32,336.59,337.59,330.36
2002-05-21 22:09:53.053000,L7,,,,,271.29,265.17,275.17,284.48,166.52
2003-01-07 22:15:16.778000,L7,287.70,304.37,322.65,313.45,182.40,,,225.26,238.91
2003-02-01 22:09:21.746000,L7,312.03,316.00,370.53,469.72,512.72,527.03,527.42,,
2003-02-01 22:09:45.732000,L7,299.70,293.16,346.55,406.47,484.27,509.33,511.17,522.73,
2003-03-21 22:09:27.545000,L7,,,192.24,210.70,299.38,234.66,318.33,326.47,323.15
2003-03-21 22:09:51.505000,L7,300.49,339.45,354.30,346.28,351.93,350.97,357.36,336.81,327.89
2003-10-07 21:58:35.519000,L5,,,196.92,236.04,269.86,296.50,288.99,290.30,281.38
2003-12-26 21:59:30.091000,L5,,221.13,253.34,282.79,327.63,337.46,333.08,325.21,324.06
2004-01-27 21:59:38.149000,L5,,237.96,268.68,276.77,317.65,331.41,327.88,326.04,325.59
2004-05-02 22:00:57.398000,L5,,,,,266.81,294.75,284.60,288.25,
2004-05-09 22:07:21.512000,L5,,,,,383.29,278.19,264.13,,
2004-05-18 22:01:26.569000,L5,,,211.97,240.25,287.46,307.28,286.26,293.61,
2004-08-29 22:10:22.051000,L5,,,,235.10,264.07,277.85,261.75,257.61,
2004-11-01 22:11:49.961000,L5,,410.90,246.68,272.21,299.91,307.59,300.86,293.38,
2005-01-13 22:06:52.927000,L5,,173.32,269.89,283.06,329.55,341.20,336.47,330.17,323.61
2005-02-14 22:07:21.106000,L5,,248.28,278.59,287.72,330.27,343.44,339.63,317.47,312.75
2005-05-12 22:14:14.883000,L5,,242.83,271.48,294.25,307.70,323.37,328.46,311.20,289.46
2005-05-28 22:14:23.742000,L5,,,219.78,246.41,277.18,283.18,265.53,268.59,236.27
2005-08-09 22:08:46.932000,L5,,,221.73,262.19,301.00,310.16,299.44,298.16,220.66
2005-09-10 22:08:55.708000,L5,,235.65,252.88,279.54,311.85,325.26,322.67,317.40,311.36
2005-11-13 22:09:08.414000,L5,,229.92,256.24,273.09,311.95,326.09,320.53,314.20,318.18
2006-01-23 22:16:59.639000,L5,,,212.41,219.72,253.62,269.08,259.02,257.70,252.15
2006-02-08 22:17:21.928000,L5,,,,,,339.50,330.69,322.70,316.42
2006-02-17 22:11:22.491000,L5,,247.20,277.14,283.61,324.44,337.92,336.17,332.67,328.83
2006-04-22 22:12:36.093000,L5,289.50,306.39,324.55,325.17,340.37,351.32,352.88,337.87,340.63
2006-07-27 22:13:58.731000,L5,,,230.69,270.20,303.81,308.52,273.98,298.70,
2006-08-28 22:14:23.601000,L5,251.37,274.49,303.67,296.22,336.02,328.05,323.82,320.88,317.45
2006-12-09 22:21:36.590000,L5,,,,,,325.10,266.06,260.96,253.72
2007-02-04 22:15:45.266000,L5,,230.62,263.33,273.22,323.00,336.84,330.99,325.76,321.71
2008-10-27 22:10:37.958000,L5,,,,159.14,262.49,272.58,245.52,253.31,240.44
2010-11-02 22:16:48.420000,L5,,,,217.25,267.73,281.28,258.79,262.03,252.88
2010-11-27 22:10:35.713000,L5,,217.50,282.97,268.36,322.50,331.51,332.35,325.73,326.88
2011-01-21 22:16:54.354000,L5,176.69,210.50,256.64,280.04,308.25,315.49,303.53,280.15,273.59
2011-02-06 22:16:56.485000,L5,,232.19,250.19,284.74,326.72,341.75,328.22,296.80,288.96
2013-09-23 22:28:51.997000,L8,,228.33,271.60,230.59,294.64,304.01,284.03,285.07,271.44
2013-10-02 22:22:40.460000,L8,,,231.67,250.20,316.07,328.49,323.46,315.87,311.50
2013-11-19 22:22:25.407000,L8,,238.88,289.90,267.23,330.74,343.61,335.20,324.35,317.71
2013-11-26 22:28:34.840000,L8,,220.24,264.40,232.94,290.09,300.91,285.21,280.09,270.92
2013-12-28 22:28:23.669000,L8,,226.86,268.48,231.44,288.60,298.19,286.44,279.92,271.11
2014-02-23 22:21:32.043000,L8,,,,,,283.38,230.48,,247.95
2014-03-11 22:21:19.920000,L8,,234.78,292.03,251.16,320.96,332.46,327.41,317.79,316.44
2014-04-12 22:20:49.109000,L8,,,207.28,229.50,296.30,317.92,303.51,305.82,282.25
2014-05-05 22:26:35.984000,L8,,,188.13,196.72,254.33,266.11,244.60,250.71,241.49
2014-07-17 22:21:03.910000,L8,,,219.25,236.76,313.01,326.67,218.74,292.87,242.91
2014-08-18 22:20:51.886000,L8,,,222.33,238.82,288.20,204.30,191.78,307.98,
2014-08-18 22:21:15.849000,L8,,233.70,293.03,249.88,319.55,329.15,323.26,319.02,315.84
2014-09-19 22:20:54.477000,L8,,183.97,294.79,254.53,315.79,324.04,320.55,315.56,313.33
2014-09-19 22:21:18.444000,L8,,229.98,291.89,250.70,314.20,322.90,317.11,313.73,311.43
2014-10-12 22:27:11.441000,L8,186.69,234.06,274.63,236.34,296.37,305.41,291.62,286.71,278.02
2014-10-28 22:27:08.358000,L8,,223.48,270.24,237.80,292.15,301.63,287.15,281.45,272.24
2014-11-06 22:21:01.126000,L8,,229.60,287.33,253.17,317.90,329.34,319.10,314.95,311.00
2014-12-15 22:27:04.889000,L8,,223.72,270.11,233.42,288.45,298.28,285.57,280.45,271.45
2014-12-31 22:26:59.445000,L8,287.88,301.26,310.37,311.59,342.59,318.34,305.56,297.33,295.51
2015-01-16 22:26:59.157000,L8,275.67,279.00,296.87,317.57,302.04,313.74,309.44,302.18,305.63
2015-03-14 22:20:23.206000,L8,,236.77,290.64,257.31,316.54,326.01,322.60,314.29,312.00
2015-03-14 22:20:47.169000,L8,,236.00,289.72,256.03,316.06,326.16,322.35,314.16,311.79
2015-04-06 22:26:20.815000,L8,,229.56,270.77,234.58,298.25,304.98,290.60,286.25,275.15
2015-07-11 22:26:29.559000,L8,,,198.45,214.46,263.04,260.20,241.51,,
2015-08-21 22:20:33.210000,L8,,231.63,291.36,253.93,320.60,331.55,324.24,318.43,314.38
2015-08-21 22:20:57.178000,L8,,232.44,246.45,257.42,321.39,333.20,325.09,320.04,314.87
2015-09-29 22:26:59.056000,L8,299.75,298.95,302.08,299.15,308.14,317.34,311.45,296.41,284.47
2015-10-24 22:20:52.499000,L8,,234.49,292.07,256.92,316.94,325.68,317.66,317.59,312.98
2015-10-24 22:21:16.466000,L8,,228.97,288.89,249.41,314.06,322.35,315.62,315.71,311.05
2015-12-27 22:20:55.079000,L8,,234.92,292.38,275.35,319.57,333.92,329.03,318.32,315.50
2016-01-19 22:27:03.476000,L8,,226.54,269.58,234.57,286.74,295.86,282.60,277.24,269.33
2016-03-16 22:20:36.438000,L8,,253.07,292.41,267.93,322.57,332.11,323.65,314.70,313.28
2016-04-08 22:26:35.612000,L8,198.08,243.35,275.34,254.61,294.64,306.55,292.07,291.94,280.04
2016-05-03 22:20:25.006000,L8,,241.69,293.33,260.40,317.10,330.96,326.54,318.20,315.28
2016-05-03 22:20:48.969000,L8,,244.59,293.64,261.07,318.47,332.86,328.43,319.98,316.70
2016-05-10 22:26:31.116000,L8,202.25,241.00,276.56,253.32,297.13,307.45,288.26,288.24,277.25
2016-06-11 22:26:39.882000,L8,,,198.76,217.31,257.96,257.43,149.50,195.74,220.65
2016-07-06 22:20:41.229000,L8,,,211.19,230.61,285.64,284.41,270.61,276.69,240.96
2016-07-06 22:21:05.197000,L8,,,215.27,234.11,293.59,323.41,280.14,281.83,258.76
