dates,nzd0449-0000,nzd0449-0001,nzd0449-0002,nzd0449-0003,nzd0449-0004,nzd0449-0005,nzd0449-0007,nzd0449-0008,nzd0449-0010,nzd0449-0011,nzd0449-0012,nzd0449-0013,nzd0449-0014,nzd0449-0015,nzd0449-0016,nzd0449-0017,nzd0449-0064,nzd0449-0065,nzd0449-0066,nzd0449-0067,nzd0449-0006,nzd0449-0009,nzd0449-0018,nzd0449-0019,nzd0449-0020,nzd0449-0021,nzd0449-0022,nzd0449-0023,nzd0449-0082,nzd0449-0083,nzd0449-0084,nzd0449-0085,nzd0449-0086,nzd0449-0087,nzd0449-0088,nzd0449-0089,nzd0449-0090,nzd0449-0091,nzd0449-0092,nzd0449-0093,nzd0449-0094,nzd0449-0095,nzd0449-0096,nzd0449-0097,nzd0449-0098,nzd0449-0099,nzd0449-0100,nzd0449-0101,nzd0449-0102,nzd0449-0103,nzd0449-0104,nzd0449-0105,nzd0449-0106,nzd0449-0107,nzd0449-0108,nzd0449-0109,nzd0449-0110,nzd0449-0111,nzd0449-0112,nzd0449-0113,nzd0449-0114,nzd0449-0115,nzd0449-0116,nzd0449-0117,nzd0449-0118,nzd0449-0119,nzd0449-0120,nzd0449-0121,nzd0449-0122,nzd0449-0123,nzd0449-0124,nzd0449-0125,nzd0449-0126,nzd0449-0127,nzd0449-0128,nzd0449-0129,nzd0449-0130,nzd0449-0131,nzd0449-0132,nzd0449-0133,nzd0449-0134,nzd0449-0135,nzd0449-0136,nzd0449-0137,nzd0449-0138,nzd0449-0139,nzd0449-0140,nzd0449-0141,nzd0449-0142,nzd0449-0143,nzd0449-0144,nzd0449-0145,nzd0449-0146,nzd0449-0147,nzd0449-0148,nzd0449-0153,nzd0449-0154,nzd0449-0155,nzd0449-0156,nzd0449-0157,nzd0449-0158,nzd0449-0159,nzd0449-0160,nzd0449-0024,nzd0449-0025,nzd0449-0078,nzd0449-0079,nzd0449-0080,nzd0449-0081,nzd0449-0149,nzd0449-0026,nzd0449-0027,nzd0449-0028,nzd0449-0029,nzd0449-0030,nzd0449-0031,nzd0449-0032,nzd0449-0033,nzd0449-0034,nzd0449-0035,nzd0449-0036,nzd0449-0075,nzd0449-0076,nzd0449-0077,nzd0449-0150,nzd0449-0151,nzd0449-0152,nzd0449-0161,nzd0449-0037,nzd0449-0038,nzd0449-0039,nzd0449-0040,nzd0449-0041,nzd0449-0042,nzd0449-0043,nzd0449-0044,nzd0449-0045,nzd0449-0046,nzd0449-0047,nzd0449-0048,nzd0449-0049,nzd0449-0050,nzd0449-0051,nzd0449-0052,nzd0449-0053,nzd0449-0054,nzd0449-0055,nzd0449-0056,nzd0449-0057,nzd0449-0058,nzd0449-0059,nzd0449-0060,nzd0449-0061,nzd0449-0062,nzd0449-0063,nzd0449-0069,nzd0449-0070,nzd0449-0071,nzd0449-0072,nzd0449-0073,nzd0449-0162,nzd0449-0163,nzd0449-0164,nzd0449-0068,nzd0449-0074
2024-08-13 22:20:02+00:00,222.16,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.39,,208.29,243.64,268.34,258.79,217.26,260.39,,243.08,,187.46,240.46,232.37,,,,,,234.91,243.2,243.22,248.04,243.54,258.53,278.39,278.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.49499999999998,175.23333333333335,172.87,173.618,184.248,184.702,193.035,207.36999999999998,230.013,206.2225,,,,,,,,289.11,,,,,209.804,,,,,,,,,,,,195.9,183.49,,187.76285714285717,206.1977777777778,224.272,,,,,,,,,,,,,,,,,,230.76,,,,217.43,226.91,238.8,,280.46,,,243.48,233.4,216.55,196.98,212.43,,,,,207.22
2024-10-15 22:26:12+00:00,222.16,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.39,,208.29,243.64,268.34,258.79,217.26,260.39,,243.08,,187.46,240.46,232.37,,,,,,234.91,243.2,243.22,248.04,243.54,258.53,278.39,278.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.40666666666667,175.62333333333333,175.39000000000001,175.55625,187.20625,189.87875,198.74875,213.97750000000002,230.29125000000002,206.2225,,,,,,,,289.11,,,,,216.7175,,,,,,,,,,,,195.9,183.49,,198.20833333333334,211.57857142857142,231.20375,,,,,,,,,,,,,,,,,,230.76,,,,217.43,226.91,238.8,,280.46,,,243.48,233.4,216.55,196.98,212.43,,,,,207.22
2024-12-18 22:26:19+00:00,222.16,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.39,,208.29,243.64,268.34,258.79,217.26,260.39,,243.08,,187.46,240.46,232.37,,,,,,234.91,243.2,243.22,248.04,243.54,258.53,278.39,278.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.98749999999998,177.4725,181.305,187.91500000000002,200.46750000000003,206.1225,213.8725,234.15,233.64499999999998,203.95499999999998,,,,,,,,289.11,,,,,233.8775,,,,,,,,,,,,195.9,183.49,,231.78333333333333,235.73000000000002,250.4375,,,,,,,,,,,,,,,,,,230.76,,,,217.43,226.91,238.8,,280.46,,,243.48,233.4,216.55,196.98,212.43,,,,,207.22
2024-12-26 22:26:13+00:00,222.16,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.39,,208.29,243.64,268.34,258.79,217.26,260.39,,243.08,,187.46,240.46,232.37,,,,,,234.91,243.2,243.22,248.04,243.54,258.53,278.39,278.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.47199999999998,177.89600000000002,182.28400000000002,190.722,202.98000000000002,209.038,216.71400000000003,235.368,234.15,203.95499999999998,,,,,,,,289.11,,,,,235.02999999999997,,,,,,,,,,,,195.9,183.49,,236.72,238.68400000000003,251.71000000000004,,,,,,,,,,,,,,,,,,230.76,,,,217.43,226.91,238.8,,280.46,,,243.48,233.4,216.55,196.98,212.43,,,,,207.22
2025-01-03 22:26:15+00:00,222.16,223.5,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,267.39,,208.29,243.64,268.34,258.79,217.26,260.39,,243.08,,187.46,240.46,232.37,,,,,,234.91,243.2,243.22,248.04,243.54,258.53,278.39,278.35,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,180.98749999999998,177.32,182.085,193.4225,204.775,212.47000000000003,219.49750000000003,235.73999999999998,232.4575,195.37,,,,,,,,289.11,,,,,235.65499999999997,,,,,,,,,,,,195.9,183.49,,236.72,238.16500000000002,250.45500000000004,,,,,,,,,,,,,,,,,,230.76,,,,217.43,226.91,238.8,,280.46,,,243.48,233.4,216.55,196.98,212.43,,,,,207.22
2025-01-04 22:20:26+00:00,222.16,223.5,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,267.39,,208.29,243.64,268.34,258.79,217.26,260.39,,243.08,,187.46,240.46,232.37,,,,,,234.91,243.2,243.22,248.04,243.54,258.53,278.39,278.35,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,181.00799999999998,177.232,181.882,193.15,202.71800000000002,212.702,219.27200000000002,234.498,231.882,195.37,,,,,,,,289.11,,,,,234.794,,,,,,,,,,,,195.9,183.49,,238.58200000000002,237.42800000000003,250.36400000000003,,,,,,,,,,,,,,,,,,230.76,,,,217.43,226.91,238.8,,280.46,,,243.48,233.4,216.55,196.98,212.43,,,,,207.22
2025-01-11 22:26:16+00:00,,,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,181.515,177.72,182.005,193.51,203.0533333333333,213.02333333333334,219.57333333333335,234.65833333333333,232.07833333333335,195.37,,,,,,,,,,,,,235.755,,,,,,,,,,,,,,,240.42166666666665,237.765,251.14166666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19 22:26:22+00:00,,,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,181.36999999999998,177.38714285714286,181.43714285714285,192.66714285714286,201.34428571428572,212.60999999999999,219.42714285714285,233.66714285714286,231.53285714285715,195.37,,,,,,,,,,,,,235.04714285714286,,,,,,,,,,,,,,,241.3857142857143,234.04,251.12428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-20 22:20:25+00:00,,,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,181.16125,177.05875,181.04625,192.085,199.87625,212.1125,219.19125,232.81125,231.2,195.37,,,,,,,,,,,,,234.30625,,,,,,,,,,,,,,,241.87125,232.36125,250.75625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-27 22:26:12+00:00,,,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,181.21777777777777,177.29444444444442,180.8177777777778,191.63555555555556,198.67222222222222,211.87666666666667,219.19222222222223,232.8088888888889,231.51777777777775,195.37,,,,,,,,,,,,,234.13777777777776,,,,,,,,,,,,,,,242.5677777777778,232.74777777777777,251.01333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 22:26:20+00:00,,,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,181.64777777777778,177.67666666666665,181.12666666666667,192.58444444444444,198.83555555555554,213.27333333333334,221.1633333333333,233.8011111111111,231.75333333333336,195.37,,,,,,,,,,,,,236.18555555555557,,,,,,,,,,,,,,,248.87444444444444,236.06,253.05555555555554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21 22:20:19+00:00,,,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,181.833,177.84999999999997,180.86200000000002,192.09300000000002,197.842,213.47899999999998,222.269,235.411,232.01800000000003,195.37,,,,,,,,,,,,,236.75500000000002,,,,,,,,,,,,,,,249.103,237.51999999999998,253.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-08 22:26:14+00:00,,,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,181.4881818181818,177.36727272727273,180.04454545454544,191.04090909090908,196.67545454545458,211.8909090909091,220.35454545454547,234.45818181818183,231.41000000000003,195.37,,,,,,,,,,,,,235.84727272727275,,,,,,,,,,,,,,,248.5590909090909,237.51999999999998,252.96272727272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25 22:20:03+00:00,,,,,,168.75,191.9,191.48,,,,,,,172.13,186.77,,,,,176.4,191.49,183.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.15,202.14,194.14,198.2,197.75,187.81,185.22,210.71,217.5,226.68,,230.43,235.05,248.6,,354.13,256.37,233.74,268.77,232.43,238.6,242.36,256.81,292.0,,297.62,261.56,319.62,181.5725,177.30499999999998,180.10333333333335,190.53833333333333,195.98166666666668,211.97333333333336,220.3525,234.97083333333333,231.84,195.37,,,,,,,,,,,,,236.26833333333332,,,,,,,,,,,,,,,248.71,238.58727272727273,253.19583333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
