dates,nzd0482-0000,nzd0482-0001,nzd0482-0002,nzd0482-0003,nzd0482-0004,nzd0482-0005,nzd0482-0006,nzd0482-0007,nzd0482-0008,nzd0482-0009,nzd0482-0010,nzd0482-0011,nzd0482-0012,nzd0482-0013,nzd0482-0014,nzd0482-0015,nzd0482-0016,nzd0482-0017,nzd0482-0018,nzd0482-0019,nzd0482-0020,nzd0482-0021,nzd0482-0022,nzd0482-0023,nzd0482-0024,nzd0482-0025,nzd0482-0028,nzd0482-0029,nzd0482-0030,nzd0482-0031,nzd0482-0032,nzd0482-0033,nzd0482-0034,nzd0482-0035,nzd0482-0036,nzd0482-0037,nzd0482-0038,nzd0482-0039,nzd0482-0040,nzd0482-0041,nzd0482-0042,nzd0482-0043,nzd0482-0044,nzd0482-0045,nzd0482-0046,nzd0482-0047,nzd0482-0048,nzd0482-0049,nzd0482-0050,nzd0482-0051,nzd0482-0052,nzd0482-0053,nzd0482-0054,nzd0482-0055,nzd0482-0056,nzd0482-0057,nzd0482-0062,nzd0482-0063,nzd0482-0064,nzd0482-0065,nzd0482-0066,nzd0482-0067,nzd0482-0068,nzd0482-0069,nzd0482-0070,nzd0482-0071,nzd0482-0072,nzd0482-0073,nzd0482-0074,nzd0482-0075,nzd0482-0076,nzd0482-0077,nzd0482-0078,nzd0482-0079,nzd0482-0080,nzd0482-0081,nzd0482-0082,nzd0482-0083,nzd0482-0084,nzd0482-0085,nzd0482-0086,nzd0482-0087,nzd0482-0088,nzd0482-0089,nzd0482-0090,nzd0482-0091,nzd0482-0092,nzd0482-0093,nzd0482-0094,nzd0482-0095,nzd0482-0096,nzd0482-0097,nzd0482-0098,nzd0482-0099,nzd0482-0100,nzd0482-0101,nzd0482-0102,nzd0482-0103,nzd0482-0104,nzd0482-0105,nzd0482-0106,nzd0482-0107,nzd0482-0108,nzd0482-0109,nzd0482-0110,nzd0482-0111,nzd0482-0112,nzd0482-0113,nzd0482-0114,nzd0482-0115,nzd0482-0116,nzd0482-0117,nzd0482-0118,nzd0482-0119,nzd0482-0120,nzd0482-0121,nzd0482-0122,nzd0482-0123,nzd0482-0124,nzd0482-0125,nzd0482-0126,nzd0482-0127,nzd0482-0128,nzd0482-0129,nzd0482-0130,nzd0482-0131,nzd0482-0132,nzd0482-0133,nzd0482-0134,nzd0482-0135,nzd0482-0136,nzd0482-0137,nzd0482-0138,nzd0482-0139,nzd0482-0140,nzd0482-0141,nzd0482-0142,nzd0482-0143,nzd0482-0144,nzd0482-0145,nzd0482-0146,nzd0482-0147,nzd0482-0148,nzd0482-0149,nzd0482-0150,nzd0482-0058,nzd0482-0059,nzd0482-0060,nzd0482-0061,nzd0482-0026,nzd0482-0027,satname
2016-04-17 22:19:57+00:00,289.28,307.4825,315.02750000000003,308.1933333333333,305.5566666666667,303.05333333333334,302.46,303.25,304.0833333333333,295.08,307.96500000000003,299.95,316.355,331.82,321.93,320.07666666666665,315.53666666666663,317.41499999999996,316.72,310.43,317.0,318.76,313.37,299.26,305.05,292.87,298.56,297.23,285.7,301.1933333333333,302.93,307.42499999999995,298.81666666666666,295.83,297.84,284.87,,290.95,,,,,268.63,302.32666666666665,306.77,298.36,292.545,289.21000000000004,295.96,308.185,301.87666666666667,296.3,298.1325,299.27,296.325,307.05,301.4066666666667,301.6125,291.4925,302.895,302.04499999999996,301.37,292.1433333333334,271.03,302.55333333333334,299.15000000000003,294.53666666666663,286.2,288.89,295.145,306.98249999999996,307.345,296.90333333333336,314.3833333333334,315.21000000000004,316.26,309.805,313.79333333333335,314.77,294.845,312.86666666666673,307.10999999999996,309.74333333333334,305.45,318.9666666666667,322.5333333333333,323.54333333333335,323.78666666666663,334.27250000000004,327.65333333333336,317.0,325.3866666666667,325.355,331.71000000000004,318.9,323.80499999999995,327.435,330.05499999999995,341.99666666666667,343.19666666666666,339.49,282.62,343.78,330.6,337.57,335.6433333333334,332.9533333333334,346.15999999999997,358.7633333333333,343.3675,339.2833333333333,337.89000000000004,342.5933333333333,346.2033333333334,347.69,343.31333333333333,340.5266666666667,352.58,345.67,348.32,363.66,371.6166666666666,370.8666666666666,348.63333333333327,343.8866666666666,357.135,347.53666666666663,364.145,365.625,350.03999999999996,341.35999999999996,348.65,341.29,339.58,337.27666666666664,348.72,347.35999999999996,349.3566666666666,352.19500000000005,356.6225,355.355,347.1,366.36,354.5533333333333,362.5425,310.6933333333333,309.5325,308.0833333333333,305.55333333333334,290.675,300.51,L8
2016-05-12 22:13:44+00:00,289.28,307.4825,315.02750000000003,308.1933333333333,303.255,300.77750000000003,300.8075,300.84666666666664,302.3225,299.205,308.4633333333333,304.04999999999995,314.12333333333333,331.27,322.5,319.2525,315.125,317.16,313.99,305.55,311.46000000000004,313.23,310.375,297.53,304.305,291.3175,296.34000000000003,296.75,291.025,301.1933333333333,302.93,307.42499999999995,295.84749999999997,296.315,297.1,284.87,,290.95,,,,294.17,268.63,301.775,305.91,302.83000000000004,293.12666666666667,286.94,294.21,304.59999999999997,299.3225,295.48,296.6,297.948,293.48,302.8125,299.715,299.644,291.038,300.8066666666667,300.25,300.3,290.15999999999997,282.965,299.66499999999996,298.89250000000004,289.9325,284.31,292.11,295.0133333333333,306.938,302.02200000000005,293.39,310.445,311.22333333333336,307.25,308.12666666666667,307.22249999999997,310.545,294.845,312.86666666666673,305.4125,308.9625,302.046,316.96750000000003,319.9425,321.8425,321.515,332.856,325.6075,316.1566666666667,322.9075,321.40000000000003,328.78000000000003,320.26666666666665,314.3833333333333,322.902,328.1266666666666,337.6625,338.72749999999996,334.75,283.755,343.78,324.79333333333335,332.88,331.185,328.41,332.5133333333333,347.7125,342.326,338.2875,335.7325,342.25,344.435,347.0125,342.325,336.90250000000003,349.0775,341.028,344.976,355.98,358.9225,360.22,344.2175,339.98249999999996,352.10999999999996,347.95,352.12999999999994,363.24333333333334,351.495,341.3425,341.67,342.725,341.255,336.085,347.3675,348.1675,350.78,353.454,357.352,354.622,346.886,366.1233333333333,354.5533333333333,364.05,306.93,308.394,306.08000000000004,303.725,289.42,294.91999999999996,L8
2016-06-04 22:20:04+00:00,289.28,305.98,313.5766666666667,303.77,303.255,300.77750000000003,300.8075,300.84666666666664,302.3225,299.205,308.4633333333333,304.04999999999995,314.12333333333333,331.27,322.5,319.2525,315.5266666666667,317.16,313.99,305.55,311.46000000000004,313.23,310.375,297.53,304.305,291.3175,296.34000000000003,296.75,291.025,301.85249999999996,306.01250000000005,306.70666666666665,292.80999999999995,296.315,297.1,284.87,,290.95,,,,294.17,268.63,301.92,307.39,307.3,292.58500000000004,286.94,294.21,304.59999999999997,299.3225,295.48,295.3,296.17,290.14000000000004,299.3833333333334,299.715,298.2425,288.815,300.8066666666667,300.25,300.3,285.6766666666666,282.965,294.5933333333333,295.3866666666667,281.5466666666667,284.31,292.11,284.23,302.4975,297.8,293.39,310.445,311.22333333333336,307.25,308.12666666666667,307.22249999999997,310.545,292.57666666666665,312.86666666666673,305.4125,308.9625,296.26,316.96750000000003,319.9425,321.8425,317.7633333333333,330.35749999999996,325.6075,316.1566666666667,322.9075,321.40000000000003,322.88000000000005,320.26666666666665,314.3833333333333,318.2075,328.1266666666666,337.6625,338.72749999999996,334.75,283.755,343.78,324.79333333333335,332.88,331.185,328.41,332.5133333333333,343.23999999999995,339.40500000000003,338.2875,335.7325,342.25,344.435,347.0125,342.325,336.90250000000003,347.98,337.6025,340.955,353.41,355.45000000000005,357.60666666666674,338.5,333.49,349.06499999999994,343.57,345.75,360.31,346.31666666666666,336.7966666666666,338.23,339.52000000000004,338.84666666666664,333.3033333333333,347.3675,348.1675,350.78,351.9675,356.725,353.78000000000003,345.96000000000004,366.1233333333333,355.505,364.13,303.1366666666667,307.8225,303.92,303.725,289.42,294.91999999999996,L8
2016-06-29 22:14:02+00:00,289.28,305.98,313.5766666666667,303.77,301.108,299.386,299.648,299.8225,300.908,302.00333333333333,307.92,304.2233333333333,312.135,329.526,322.6825,319.502,314.935,317.0075,313.6575,305.49,310.31,312.26666666666665,310.46666666666664,296.548,305.348,292.304,298.95666666666665,297.84749999999997,291.025,299.774,303.416,306.7675,292.80999999999995,296.315,297.9633333333333,285.545,,290.95,,,,294.17,268.63,306.3475,307.39,307.3,292.58500000000004,286.38,295.056,304.2925,299.162,295.022,296.354,295.422,289.416,293.14250000000004,298.726,296.87600000000003,289.03599999999994,300.4325,300.075,299.5575,285.0475,288.2233333333333,292.5475,297.69,282.355,284.765,292.8333333333333,287.6566666666667,303.464,298.77200000000005,293.39,310.445,311.22333333333336,307.25,308.12666666666667,307.22249999999997,310.545,292.57666666666665,312.86666666666673,305.4125,308.9625,296.26,315.03000000000003,320.796,322.28200000000004,315.91499999999996,333.008,325.6075,316.1566666666667,322.9075,319.2175,321.27500000000003,320.26666666666665,308.6975,314.496,326.53499999999997,335.63,336.378,332.665,282.52,343.78,321.135,329.594,327.188,324.51800000000003,325.9275,335.81499999999994,338.298,332.604,337.584,343.594,347.746,347.408,341.974,340.668,350.925,332.104,337.602,345.7,345.035,349.425,336.07,338.0125,352.04999999999995,349.7325,339.0733333333333,347.09999999999997,349.8225,340.2025,342.35666666666674,342.1675,341.3075,330.21999999999997,345.342,350.604,352.424,351.158,356.91999999999996,351.65999999999997,345.808,364.97249999999997,358.76,365.678,301.1175,306.998,303.68,303.14,290.8375,295.13666666666666,L8
2016-07-06 22:20:17+00:00,289.28,305.98,313.5766666666667,303.77,301.108,299.386,299.648,299.8225,300.908,302.00333333333333,307.92,304.2233333333333,312.135,329.526,322.6825,319.502,314.935,317.0075,313.6575,305.49,310.31,312.26666666666665,310.46666666666664,296.548,305.348,292.304,298.95666666666665,297.84749999999997,291.025,299.774,303.416,306.7675,292.80999999999995,296.315,297.9633333333333,285.545,,290.95,281.02,,,294.17,268.63,306.3475,307.39,307.3,296.82,286.38,295.056,304.2925,299.162,295.022,296.354,295.422,289.416,293.14250000000004,298.726,296.87600000000003,289.03599999999994,300.4325,300.075,299.5575,285.0475,288.2233333333333,292.5475,297.69,282.355,284.765,292.8333333333333,287.6566666666667,303.464,298.77200000000005,293.39,310.445,311.22333333333336,307.25,308.12666666666667,307.22249999999997,310.545,292.57666666666665,312.86666666666673,305.4125,308.9625,296.26,315.03000000000003,320.796,322.28200000000004,315.91499999999996,333.008,325.6075,316.1566666666667,322.9075,319.2175,321.27500000000003,320.26666666666665,308.6975,314.496,326.53499999999997,335.63,336.378,332.665,282.52,343.78,321.135,329.594,327.188,324.51800000000003,325.9275,335.81499999999994,338.298,332.604,337.584,343.594,347.746,347.408,341.974,340.668,350.925,332.104,337.602,345.7,345.035,349.425,336.07,338.0125,352.04999999999995,349.7325,339.0733333333333,347.09999999999997,349.8225,340.2025,342.35666666666674,342.1675,341.3075,330.21999999999997,345.342,350.604,352.424,351.158,356.91999999999996,351.65999999999997,345.808,364.97249999999997,358.76,365.678,301.1175,306.998,303.68,303.14,290.8375,295.13666666666666,L8
2016-08-16 22:14:41+00:00,298.48499999999996,309.99,311.9050000000001,303.1366666666666,304.015,302.875,302.32,301.8233333333333,303.49,305.46500000000003,311.10333333333335,306.36,311.13,329.5475,323.62333333333333,320.4325,314.62333333333333,319.4166666666667,314.06333333333333,303.02,310.31,312.26666666666665,309.015,297.8325,305.7425,293.46,299.155,302.15333333333325,296.35,300.5225,306.80249999999995,309.40999999999997,293.8449999999999,296.8,298.025,286.22,,,281.02,,,293.385,268.63,312.68666666666667,304.19,307.3,299.78999999999996,285.58666666666664,294.5075,304.8,298.5125,296.24249999999995,299.97999999999996,296.68,292.43499999999995,293.14250000000004,297.135,295.89500000000004,291.10499999999996,299.16,298.57666666666665,299.72333333333336,286.68,296.82,293.99333333333334,301.41,287.22,288.53666666666663,294.805,294.63,310.59000000000003,303.6675,291.68,311.19,310.005,307.25,309.845,311.0333333333333,310.6466666666667,297.65500000000003,322.83500000000004,308.79333333333335,310.9933333333333,298.7266666666667,320.4975,322.1325,324.59250000000003,317.8133333333333,337.3725,328.54333333333335,318.67,327.29,320.68666666666667,321.64000000000004,329.41999999999996,305.52666666666664,312.9175,325.58,336.92,336.73249999999996,332.3233333333333,282.46999999999997,343.78,323.2633333333333,331.95500000000004,328.8475,328.28000000000003,325.9275,335.81499999999994,344.4875,338.21,343.70000000000005,348.505,351.54,353.005,345.37,346.28000000000003,350.925,335.3425,341.925,345.7,345.035,349.425,338.8433333333333,343.8766666666666,352.04999999999995,358.96333333333337,339.0733333333333,347.09999999999997,359.2166666666667,346.99,342.35666666666674,351.44000000000005,349.74333333333334,334.68666666666667,349.5725,356.6075,360.21999999999997,357.96,359.94249999999994,353.35249999999996,349.85499999999996,365.94,366.4599999999999,370.29499999999996,301.1175,308.3,304.59,302.90000000000003,291.8966666666666,292.45,L8
2016-09-01 22:14:24+00:00,292.92333333333335,307.06666666666666,311.32,302.97749999999996,302.798,300.856,300.35,301.8233333333333,303.922,305.46500000000003,311.2025,308.89000000000004,312.89250000000004,329.5475,325.8075,320.4325,314.62333333333333,319.4166666666667,312.84,303.8933333333333,309.815,312.26666666666665,310.23,295.666,305.7425,293.034,301.6766666666667,302.29499999999996,296.35,299.84399999999994,304.24399999999997,307.55,284.27666666666664,296.8,298.025,286.22,,,281.02,,,293.385,268.63,312.68666666666667,304.19,307.3,292.24,287.7875,294.5075,304.8,298.5125,297.09999999999997,299.338,295.37399999999997,290.45,289.06600000000003,295.592,293.27200000000005,290.38199999999995,301.635,300.295,298.3025,283.9875,288.07666666666665,291.8675,296.8175,282.6675,284.34499999999997,292.01,289.08666666666664,310.59000000000003,297.758,290.225,309.1625,312.84999999999997,304.79,307.82,304.09000000000003,306.14,294.71666666666664,313.47333333333336,306.06,309.475,292.865,315.532,321.89799999999997,321.00600000000003,316.26,335.34,329.24,316.81333333333333,321.75750000000005,317.425,319.575,324.7466666666666,303.05499999999995,310.448,325.3275,338.636,337.52799999999996,331.53999999999996,280.81,343.78,320.0775,328.788,326.192,324.492,321.32,331.118,337.754,331.004,341.8,345.212,347.62800000000004,349.482,342.05800000000005,342.098,350.925,330.22999999999996,337.85,340.544,336.666,343.218,336.0575,339.4475,351.09,356.475,334.495,339.1775,350.6125,340.61,342.35666666666674,341.13250000000005,339.53499999999997,329.4625,344.13800000000003,349.62,352.494,351.596,354.70799999999997,350.368,345.918,364.83,358.47666666666663,365.406,298.034,305.468,302.5675,301.31000000000006,291.8966666666666,292.45,L8
2016-09-08 22:20:36+00:00,292.6775,306.895,312.12,303.974,302.798,300.856,301.7733333333333,301.8233333333333,303.922,305.46500000000003,312.454,308.89000000000004,313.188,329.5475,325.8075,320.4325,314.62333333333333,319.4166666666667,312.68199999999996,303.8933333333333,309.174,312.38,310.23,296.895,305.7425,293.52666666666664,301.6766666666667,302.29499999999996,296.35,301.31666666666666,304.40166666666664,308.224,288.79499999999996,296.8,298.025,286.22,,,281.02,285.35,288.55,292.0933333333333,268.63,312.68666666666667,301.93,307.3,290.85249999999996,287.7875,294.5075,304.8,298.5125,297.09999999999997,300.7333333333333,296.165,291.3066666666667,290.5016666666667,296.02000000000004,293.19166666666666,290.30333333333334,301.416,300.295,298.3025,287.69,292.6425,293.878,298.12800000000004,286.156,287.37,294.9675,292.4175,311.046,299.14166666666665,292.36400000000003,309.634,314.73249999999996,304.79,309.71500000000003,307.76,310.204,296.775,315.3375,308.732,309.475,298.712,318.71666666666664,321.89799999999997,321.00600000000003,319.202,336.3433333333333,329.24,319.605,322.382,320.046,322.81800000000004,328.27,309.038,311.97166666666664,327.788,338.636,337.52799999999996,331.53999999999996,280.81,339.1066666666666,323.358,330.0183333333334,327.14500000000004,325.2716666666667,324.1333333333333,334.31333333333333,338.06166666666667,332.96166666666664,341.605,345.3,347.77333333333337,350.36833333333334,342.05800000000005,343.365,350.476,333.39166666666665,340.3833333333334,343.1383333333333,340.1116666666667,345.96000000000004,340.098,342.258,351.754,356.688,339.632,344.054,352.82,342.856,342.9475,342.976,340.296,333.012,344.95166666666665,349.955,352.60999999999996,351.4866666666667,353.1133333333333,350.3533333333333,346.62166666666667,365.596,358.90749999999997,365.33,299.32166666666666,306.56666666666666,304.518,301.31000000000006,295.33,292.45,L8
2016-12-29 22:20:37+00:00,286.87,303.79999999999995,312.335,305.23,297.93,292.78,300.67999999999995,,305.65,,314.48,313.95,316.275,,332.36,,,,310.60999999999996,305.64,307.4699999999999,312.72,312.66,295.02,,293.65999999999997,306.72,302.72,,302.905,299.59999999999997,306.44499999999994,283.74499999999995,,,,,,281.02,285.35,288.55,291.05499999999995,,,299.67,,289.70666666666665,294.39,,,,300.53,302.23999999999995,295.135,289.05,285.22,293.7900000000001,287.78499999999997,288.7,304.79999999999995,305.45,294.04,289.20500000000004,288.465,293.7049999999999,293.20500000000004,284.56,285.62,295.13,290.20500000000004,312.87,290.09,293.3900000000001,307.30000000000007,319.4599999999999,299.87,309.58500000000004,302.84999999999997,309.53999999999996,296.68333333333334,317.1433333333333,308.64000000000004,304.92,298.68999999999994,315.155,320.96,306.66,321.285,334.28499999999997,331.33,320.54,315.02,319.085,324.58500000000004,327.12,314.30500000000006,310.0799999999999,339.75666666666666,352.23,348.42499999999995,342.825,290.46000000000004,324.31,331.97,334.0233333333333,330.52666666666664,327.5733333333333,329.82666666666665,339.9266666666667,335.34,332.61333333333334,342.75333333333333,344.68,345.3866666666667,349.8933333333334,341.65999999999997,343.09999999999997,352.88,339.1066666666666,346.25,347.2033333333334,336.09,349.2266666666667,348.9566666666667,345.36000000000007,354.8333333333333,357.18666666666667,348.43666666666667,339.6233333333334,344.1266666666666,338.44666666666666,330.885,341.59,336.1566666666667,337.8766666666667,335.71000000000004,345.84666666666664,337.38999999999993,346.7266666666667,347.19,351.1666666666667,345.74,368.7033333333334,353.96333333333337,360.73,295.73,303.1,304.40999999999997,294.95,305.63,,L8
2017-01-14 22:20:33+00:00,286.87,303.79999999999995,312.335,305.23,297.93,300.975,300.67999999999995,,305.65,,314.48,313.95,316.275,,332.36,,,,310.60999999999996,305.64,307.4699999999999,312.72,312.66,295.02,,293.65999999999997,306.72,302.72,,305.3966666666667,299.59999999999997,306.44499999999994,283.74499999999995,,,,,,,285.35,288.55,291.05499999999995,264.99,,299.67,,281.91499999999996,294.39,,,,300.53,302.23999999999995,295.135,289.05,285.22,293.7900000000001,287.78499999999997,288.7,304.79999999999995,305.45,294.04,289.20500000000004,288.465,293.7049999999999,293.20500000000004,284.56,285.62,295.13,290.20500000000004,312.87,290.09,293.3900000000001,307.30000000000007,319.4599999999999,299.87,309.58500000000004,302.84999999999997,309.53999999999996,297.14,321.0225,308.64000000000004,304.92,298.68999999999994,315.155,320.96,306.66,321.285,334.28499999999997,331.33,320.54,315.02,319.085,324.58500000000004,327.12,314.30500000000006,310.0799999999999,339.75666666666666,352.23,348.42499999999995,342.825,296.8833333333334,317.87333333333333,334.70750000000004,337.53499999999997,332.5825,330.2575,333.3775,343.07,338.9975,336.52250000000004,344.0725,346.2075,347.105,351.315,344.0466666666666,343.22249999999997,351.1566666666667,341.985,349.26,347.3125,332.54249999999996,344.75,347.225,346.02750000000003,354.125,357.4625,350.8025,345.3175,346.7975,341.6875,335.88000000000005,343.8375,339.64250000000004,340.40000000000003,341.07666666666665,347.685,343.6033333333333,348.76250000000005,350.5375,352.70500000000004,347.185,371.0675,356.46000000000004,363.4175,295.73,303.1,304.40999999999997,294.95,305.63,,L8
2017-02-15 22:20:19+00:00,286.87,303.79999999999995,312.335,305.23,297.93,300.975,300.67999999999995,,305.65,,314.48,313.95,316.275,,332.36,,,,310.60999999999996,305.64,307.4699999999999,312.72,312.66,295.02,,293.65999999999997,306.72,302.72,,305.3966666666667,299.59999999999997,306.44499999999994,283.74499999999995,,,,,,,285.35,288.55,289.51,264.99,,299.67,,281.91499999999996,294.39,,,,300.53,302.23999999999995,301.69,289.05,285.22,293.7900000000001,287.78499999999997,288.7,304.79999999999995,305.45,294.04,289.20500000000004,288.465,293.7049999999999,301.95666666666665,284.56,285.62,295.13,290.20500000000004,321.345,290.09,293.3900000000001,307.30000000000007,319.4599999999999,299.87,309.58500000000004,302.84999999999997,309.53999999999996,297.14,321.0225,308.64000000000004,304.92,298.68999999999994,315.155,320.96,306.66,321.285,334.28499999999997,331.33,320.54,315.02,319.085,324.58500000000004,327.12,314.30500000000006,310.0799999999999,339.75666666666666,352.23,348.42499999999995,342.825,296.8833333333334,317.87333333333333,334.70750000000004,341.9,336.92600000000004,330.2575,333.3775,343.07,338.9975,336.52250000000004,344.0725,346.2075,347.105,351.315,344.0466666666666,343.22249999999997,351.1566666666667,341.985,349.26,347.3125,332.54249999999996,344.75,347.225,346.02750000000003,354.125,357.4625,356.88,352.566,354.104,348.592,344.1825,350.616,346.342,346.716,348.66999999999996,353.798,353.0175,355.678,350.5375,357.47200000000004,347.185,371.0675,356.46000000000004,363.4175,303.28666666666663,303.1,304.40999999999997,294.95,305.63,,L8
2017-04-20 22:19:47+00:00,288.3,305.68,310.28,307.11,309.54,305.855,303.99,,303.96,313.36,313.55,,309.56,325.78,324.04,,,308.46,308.7,,,,308.05,299.53,305.18,293.85,296.39,304.03,308.83,306.7,305.44,307.18,296.52,297.15,291.21,286.78,,,280.41,,,,267.31,,,,,,,,,310.37,306.72,308.275,293.51,291.69,304.55,300.83,292.74,305.24,302.15,306.42,300.55,303.22,294.51,309.56,299.03,297.37,299.34,302.47,317.365,293.92,293.75,315.14,,317.47,325.76,315.56,316.33,299.40333333333336,330.58666666666664,321.45,310.68,294.45,321.88,326.36,,333.91,336.22,349.48,346.22,322.58,347.5,332.24,333.75,313.99,310.82,352.24,354.05499999999995,356.14,347.98,302.7266666666667,315.6066666666666,336.03000000000003,344.8175,342.16499999999996,337.9866666666667,343.46333333333337,357.73,350.3933333333334,352.53,346.1166666666666,351.3433333333334,350.06333333333333,358.00333333333333,352.94000000000005,347.8,349.68666666666667,350.16333333333336,355.51666666666665,353.34666666666664,330.1433333333333,345.25,352.8866666666667,352.41333333333336,356.2633333333333,359.36666666666673,364.8575,360.955,361.59250000000003,354.605,344.5825,360.495,356.3475,354.7875,356.6266666666667,361.70500000000004,363.82,362.49249999999995,357.70666666666665,361.195,350.90000000000003,374.29333333333335,363.3033333333333,368.9866666666667,309.405,311.19,313.34,311.13,298.66,,L8
2017-05-06 22:19:43+00:00,294.8,305.68,310.28,307.11,309.54,305.855,303.99,,303.96,313.36,313.55,,309.56,325.78,324.04,,,308.46,308.7,,,,308.05,299.53,305.18,293.85,296.39,304.03,308.83,306.7,305.44,307.18,296.52,297.15,291.21,286.78,,,280.41,,,,271.43333333333334,,,,,,,,,310.37,311.14,310.96,302.91999999999996,298.265,304.55,306.02,299.71500000000003,305.24,302.15,306.42,300.55,311.11,301.43,309.56,308.21,297.37,299.34,308.94000000000005,317.76,302.47,299.07,315.14,,317.47,325.76,315.56,316.33,301.2,332.535,323.54499999999996,310.68,295.63,331.825,326.36,,333.91,341.19000000000005,347.295,344.765,322.58,345.88,339.995,333.75,325.84000000000003,326.51,352.24,354.05499999999995,356.14,347.98,310.5375,322.85249999999996,340.595,347.474,343.822,341.44,347.1775,358.8825,352.735,354.1575,346.1166666666666,351.3433333333334,350.06333333333333,358.00333333333333,354.8275,350.85,353.36749999999995,352.71999999999997,358.0625,357.44,339.1525,345.25,357.88,356.25,358.525,361.48,366.678,364.246,364.688,357.98400000000004,348.63199999999995,360.495,357.71999999999997,356.682,358.045,362.968,365.7425,364.21999999999997,357.70666666666665,361.195,354.82,376.39,364.52,370.8625,310.63,317.61,313.34,311.13,298.66,,L8
2017-05-22 22:19:54+00:00,293.6366666666667,305.44,309.945,304.795,309.54,305.855,303.99,,304.35,311.77,313.55,,309.56,325.78,324.04,,,308.46,308.7,,,,308.05,299.53,305.18,293.85,296.39,304.03,308.83,306.7,307.315,311.05,296.52,297.15,291.21,286.78,,,280.41,,,,271.44,,,,,,,,,310.37,309.84666666666664,310.0825,302.8633333333333,299.22666666666663,305.85,306.31333333333333,299.71500000000003,309.6,302.15,311.49,306.6,311.66,302.50666666666666,312.0833333333333,306.58666666666664,303.695,305.315,310.27000000000004,318.37,307.03,296.8233333333333,315.14,,317.47,325.76,324.245,316.33,302.046,332.152,323.54499999999996,312.78,294.21,333.8966666666667,331.595,,334.025,341.8333333333333,344.9533333333334,342.2166666666667,330.41999999999996,345.7033333333334,342.3,333.75,331.82666666666665,330.73333333333335,352.00666666666666,354.05499999999995,356.14,347.98,315.326,327.162,342.87800000000004,348.26,344.8416666666667,343.02,348.386,359.906,353.796,354.1575,348.3875,353.67,351.7125,358.00333333333333,355.62,350.85,353.36749999999995,352.71999999999997,359.546,359.946,346.448,345.25,360.694,358.81,359.974,362.998,367.77833333333336,366.0516666666667,366.36666666666673,359.27833333333336,350.945,361.712,358.0683333333333,357.56666666666666,358.54200000000003,363.10999999999996,366.274,364.16499999999996,359.045,361.162,356.02,377.514,364.52,372.218,308.8375,315.8333333333333,314.12,309.78999999999996,298.66,,L8
2017-06-07 22:20:02+00:00,293.6366666666667,305.44,309.945,303.07666666666665,309.54,305.855,303.99,,304.35,311.77,313.55,,309.56,325.78,324.04,,,308.46,308.7,,,,308.05,299.53,305.18,293.85,296.39,304.03,308.83,306.7,307.315,311.05,296.52,297.15,291.21,286.78,,,280.41,,,,271.44,,,,,,,,,310.37,309.84666666666664,310.0825,302.8633333333333,303.705,305.85,306.31333333333333,299.71500000000003,309.6,302.15,311.49,306.6,311.66,302.50666666666666,312.0833333333333,306.58666666666664,303.695,305.315,310.27000000000004,320.348,307.03,296.8233333333333,315.14,,317.47,325.76,324.245,316.33,302.046,332.152,323.54499999999996,312.78,294.21,333.8966666666667,331.595,,334.025,341.8333333333333,344.9533333333334,342.2166666666667,330.41999999999996,345.7033333333334,342.3,333.75,331.82666666666665,330.73333333333335,352.00666666666666,354.05499999999995,356.14,347.98,315.326,327.162,342.87800000000004,348.26,344.8416666666667,343.02,348.386,359.906,353.796,354.1575,348.3875,353.67,351.7125,358.00333333333333,355.62,350.85,353.36749999999995,352.71999999999997,359.546,359.946,346.448,345.25,360.694,358.81,359.974,362.998,367.77833333333336,366.0516666666667,366.36666666666673,359.27833333333336,350.945,361.712,358.0683333333333,357.56666666666666,358.19166666666666,363.10999999999996,366.274,364.16499999999996,359.045,361.162,356.02,377.514,364.52,372.218,308.8375,315.8333333333333,314.12,309.78999999999996,298.66,,L8
