dates,satname,nzd0482-0000,nzd0482-0001,nzd0482-0002,nzd0482-0003,nzd0482-0004,nzd0482-0005,nzd0482-0006,nzd0482-0007,nzd0482-0008,nzd0482-0009,nzd0482-0010,nzd0482-0011,nzd0482-0012,nzd0482-0013,nzd0482-0014,nzd0482-0015,nzd0482-0016,nzd0482-0017,nzd0482-0018,nzd0482-0019,nzd0482-0020,nzd0482-0021,nzd0482-0022,nzd0482-0023,nzd0482-0024,nzd0482-0025,nzd0482-0028,nzd0482-0029,nzd0482-0030,nzd0482-0031,nzd0482-0032,nzd0482-0033,nzd0482-0034,nzd0482-0035,nzd0482-0036,nzd0482-0037,nzd0482-0038,nzd0482-0039,nzd0482-0040,nzd0482-0041,nzd0482-0042,nzd0482-0043,nzd0482-0044,nzd0482-0045,nzd0482-0046,nzd0482-0047,nzd0482-0048,nzd0482-0049,nzd0482-0050,nzd0482-0051,nzd0482-0052,nzd0482-0053,nzd0482-0054,nzd0482-0055,nzd0482-0056,nzd0482-0057,nzd0482-0062,nzd0482-0063,nzd0482-0064,nzd0482-0065,nzd0482-0066,nzd0482-0067,nzd0482-0068,nzd0482-0069,nzd0482-0070,nzd0482-0071,nzd0482-0072,nzd0482-0073,nzd0482-0074,nzd0482-0075,nzd0482-0076,nzd0482-0077,nzd0482-0078,nzd0482-0079,nzd0482-0080,nzd0482-0081,nzd0482-0082,nzd0482-0083,nzd0482-0084,nzd0482-0085,nzd0482-0086,nzd0482-0087,nzd0482-0088,nzd0482-0089,nzd0482-0090,nzd0482-0091,nzd0482-0092,nzd0482-0093,nzd0482-0094,nzd0482-0095,nzd0482-0096,nzd0482-0097,nzd0482-0098,nzd0482-0099,nzd0482-0100,nzd0482-0101,nzd0482-0102,nzd0482-0103,nzd0482-0104,nzd0482-0105,nzd0482-0106,nzd0482-0107,nzd0482-0108,nzd0482-0109,nzd0482-0110,nzd0482-0111,nzd0482-0112,nzd0482-0113,nzd0482-0114,nzd0482-0115,nzd0482-0116,nzd0482-0117,nzd0482-0118,nzd0482-0119,nzd0482-0120,nzd0482-0121,nzd0482-0122,nzd0482-0123,nzd0482-0124,nzd0482-0125,nzd0482-0126,nzd0482-0127,nzd0482-0128,nzd0482-0129,nzd0482-0130,nzd0482-0131,nzd0482-0132,nzd0482-0133,nzd0482-0134,nzd0482-0135,nzd0482-0136,nzd0482-0137,nzd0482-0138,nzd0482-0139,nzd0482-0140,nzd0482-0141,nzd0482-0142,nzd0482-0143,nzd0482-0144,nzd0482-0145,nzd0482-0146,nzd0482-0147,nzd0482-0148,nzd0482-0149,nzd0482-0150,nzd0482-0058,nzd0482-0059,nzd0482-0060,nzd0482-0061,nzd0482-0026,nzd0482-0027
2018-03-06 22:20:02.483000,L8,281.60,304.87,316.06,310.90,302.71,304.25,298.34,304.55,,,312.71,309.53,314.99,325.74,322.32,321.03,320.18,313.67,316.74,307.55,319.43,311.92,314.24,303.56,298.86,291.82,296.00,298.24,300.43,294.76,290.97,302.28,291.74,288.06,289.99,285.57,293.25,287.74,287.04,300.39,300.03,296.80,266.78,298.33,301.06,301.00,291.56,289.22,296.53,307.22,304.49,302.25,298.21,294.36,288.17,289.95,303.74,300.79,296.73,303.69,304.87,304.63,298.40,275.79,,,,,,,,300.18,299.64,316.97,323.76,335.23,328.09,306.27,316.80,290.56,299.48,294.00,301.23,301.65,307.89,313.11,316.30,316.89,332.86,332.78,320.24,325.13,332.04,331.11,324.21,318.85,322.66,335.93,337.85,338.68,341.68,292.84,285.18,324.60,327.09,320.93,317.90,316.54,326.48,330.60,329.72,333.05,340.61,342.53,342.48,339.45,328.25,,323.52,333.13,332.42,319.23,333.38,334.72,330.05,336.16,345.49,332.04,329.20,332.44,327.82,316.33,322.31,337.76,329.67,332.27,342.72,335.43,339.84,344.28,340.96,332.92,366.39,349.84,353.75,301.21,,299.23,306.49,295.02,295.09
2018-03-15 22:14:10.086000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,298.48,297.41,304.22,289.94,300.37,298.80,289.44,294.08,294.65,277.68,291.21,285.05,281.79,296.40,294.98,296.84,,281.84,300.53,300.45,292.38,286.67,295.32,303.99,302.60,292.67,283.47,275.47,275.72,260.29,279.73,280.72,273.20,294.36,294.80,293.96,274.07,284.71,281.31,281.19,267.39,271.15,286.21,288.24,323.95,329.14,316.31,329.48,331.76,329.53,330.71,332.25,336.91,300.26,331.66,332.26,336.23,326.61,334.21,335.58,338.80,336.90,344.93,346.84,339.53,345.98,349.18,348.51,349.56,341.03,338.44,348.17,353.17,355.14,356.14,306.12,307.27,351.51,358.86,345.98,348.96,354.01,367.45,358.01,351.61,351.33,355.05,352.36,357.65,353.11,354.66,356.20,353.33,359.23,360.25,333.15,362.50,364.55,376.37,367.16,361.57,361.61,368.30,371.09,365.02,352.81,360.06,356.73,353.97,355.12,359.52,362.26,356.53,360.15,354.94,351.22,375.04,362.33,373.08,,285.33,287.21,284.33,,328.88
2018-03-31 22:13:39.641000,L8,294.22,316.48,325.61,328.00,312.30,315.33,318.72,317.02,284.73,291.03,324.13,321.78,328.29,345.16,340.99,337.21,334.73,335.11,327.16,327.10,326.85,334.93,333.36,285.81,303.84,296.98,307.67,313.32,331.77,294.49,298.03,315.96,318.61,323.50,317.80,309.45,313.97,315.06,289.30,319.77,319.43,320.78,281.52,335.11,337.93,328.79,317.96,311.91,322.12,325.36,329.33,316.36,312.13,311.59,314.13,292.52,311.55,317.95,312.23,326.33,321.46,321.31,326.88,318.61,316.20,321.00,314.18,315.59,304.46,313.54,325.77,324.70,318.33,340.88,344.26,340.88,344.84,338.77,343.25,296.21,326.45,330.53,321.05,319.16,334.57,337.05,336.64,331.08,346.60,343.06,341.98,345.36,346.79,347.14,347.55,334.86,327.90,345.97,356.53,353.83,348.16,297.41,322.28,347.83,342.18,334.08,333.00,344.00,352.42,347.20,344.03,348.91,349.03,352.32,352.07,354.16,350.43,350.89,351.07,349.26,351.30,329.06,355.89,359.25,358.16,361.03,357.99,362.35,372.46,402.06,402.91,392.47,392.87,390.54,,,395.54,363.65,358.23,360.32,358.52,349.58,377.88,366.74,380.82,304.12,323.88,325.66,322.49,312.57,312.84
2018-04-16 22:13:30.411000,L8,316.04,324.58,339.96,341.46,324.89,330.15,330.13,319.58,305.92,343.06,352.75,329.22,337.33,347.64,341.28,336.98,333.29,348.71,328.57,336.97,332.27,333.34,328.94,322.98,314.06,301.29,311.00,313.38,344.43,320.62,330.22,333.42,330.21,327.62,318.06,312.77,318.43,317.58,296.12,322.15,323.03,322.82,306.03,331.63,328.69,369.31,326.40,314.79,332.93,332.62,335.96,322.68,331.09,322.86,327.52,327.28,329.17,321.49,319.99,327.32,328.19,330.68,331.97,335.75,331.30,333.61,331.82,331.41,331.19,338.67,345.61,343.00,344.06,348.73,348.04,340.65,343.55,349.36,352.68,349.64,359.13,337.15,342.34,343.52,351.16,341.38,351.94,369.57,372.73,361.52,357.96,362.15,367.24,365.07,367.06,363.08,360.61,369.83,372.69,368.10,372.24,363.08,370.40,374.18,378.14,375.14,376.16,384.67,380.29,378.54,391.57,369.45,372.69,367.74,379.47,377.15,376.79,383.51,388.89,383.87,399.67,408.09,404.76,391.62,392.50,394.80,395.95,401.63,406.76,406.87,402.79,,,,,,,,395.85,385.82,380.99,391.82,405.02,388.65,396.99,329.52,328.52,336.07,335.92,314.95,325.64
2018-04-16 22:13:54.370000,L8,317.22,325.09,340.16,342.00,325.58,330.69,330.63,319.93,306.30,343.69,328.03,329.50,338.04,348.32,341.68,337.43,333.70,348.80,328.54,337.88,332.64,333.76,329.36,323.63,314.50,302.03,311.28,314.26,344.80,320.82,330.69,333.75,330.55,327.76,318.58,312.91,318.80,317.86,296.66,322.37,323.36,323.85,307.03,332.16,329.35,369.85,357.83,315.17,333.43,332.92,336.43,323.64,331.50,323.09,327.88,327.58,329.73,322.02,320.45,327.71,328.55,331.00,332.23,336.19,331.55,334.00,332.07,332.15,331.56,338.89,346.04,343.39,344.43,349.20,348.30,341.99,343.91,349.61,353.21,350.04,359.38,337.96,342.77,344.08,351.58,341.66,351.97,369.82,373.16,362.11,358.42,362.57,367.62,365.63,367.42,363.50,361.09,370.34,373.10,368.40,372.47,363.17,370.82,374.45,378.49,375.53,376.52,384.88,380.76,378.90,391.89,369.80,373.03,368.16,379.60,377.44,377.22,383.70,389.14,384.33,399.93,408.50,405.15,391.83,392.86,395.03,396.32,402.46,406.91,407.13,402.88,,,,,,,,396.58,386.32,380.89,391.79,405.01,388.36,396.65,329.84,329.00,336.59,336.47,315.26,326.62
2018-05-18 22:13:10.727000,L8,306.67,318.15,321.07,322.88,318.63,316.87,318.69,319.46,315.63,325.03,328.99,324.92,334.16,347.36,343.50,379.95,360.69,377.73,386.12,346.43,356.18,341.38,332.23,317.61,317.41,305.47,317.21,311.15,338.39,398.10,376.14,366.88,374.18,370.01,364.66,366.48,360.91,374.24,383.29,387.78,380.49,373.66,384.45,340.61,332.26,332.08,320.31,317.05,330.95,330.11,329.33,322.49,322.72,322.99,321.10,310.99,325.40,323.78,321.79,331.53,326.17,325.97,327.12,324.98,328.53,330.06,325.84,328.85,327.76,332.47,332.80,338.49,339.99,341.43,344.76,341.80,345.61,343.16,347.39,344.68,348.25,336.52,341.27,337.77,351.21,342.88,350.74,353.61,359.90,358.11,355.45,358.42,363.79,363.86,362.84,356.11,352.86,362.96,366.60,366.82,364.83,350.74,359.36,367.55,372.14,364.13,362.78,371.03,375.15,372.65,371.51,367.07,373.28,368.63,376.25,369.71,369.53,376.81,375.33,376.51,383.09,391.91,393.82,381.80,382.03,379.76,383.71,390.20,392.24,392.25,385.14,375.78,380.76,373.82,379.93,382.20,381.36,387.80,387.32,385.99,384.43,373.15,394.72,378.42,386.96,321.12,331.59,332.39,330.02,317.29,320.38
2018-05-18 22:13:34.690000,L8,306.79,318.24,321.10,323.14,318.89,316.92,319.14,319.63,316.15,325.28,329.43,325.06,334.50,347.66,344.05,379.82,360.65,377.57,386.28,347.08,356.71,341.51,332.60,318.22,317.87,305.80,317.02,311.79,338.64,398.27,376.12,366.85,374.29,370.17,365.13,366.68,361.16,374.57,383.32,387.83,380.68,373.78,384.72,341.19,332.49,332.37,320.55,317.63,331.14,330.32,329.61,322.92,323.24,323.41,321.77,311.40,325.75,324.15,322.03,331.70,326.64,326.62,327.82,325.27,328.87,330.86,326.49,329.47,328.17,332.94,333.39,338.84,340.57,341.80,345.19,342.58,345.98,344.05,347.75,345.05,348.80,337.19,341.99,338.41,352.00,343.27,351.12,354.16,360.60,358.78,355.91,358.97,364.49,364.50,363.63,356.59,353.25,363.83,367.23,367.33,365.29,351.64,360.25,368.37,372.72,364.70,363.47,371.49,375.60,373.43,372.10,367.84,373.81,369.25,376.53,370.21,370.04,376.79,376.06,377.35,383.96,392.93,394.36,382.60,382.77,380.27,384.45,390.76,392.86,392.94,385.85,376.33,381.52,374.74,380.44,382.76,382.05,388.44,387.91,387.28,384.89,374.10,395.24,379.03,387.14,321.61,332.33,333.00,330.88,317.80,320.59
2018-06-26 22:19:24.551000,L8,289.69,312.05,299.25,273.91,307.09,309.79,314.32,313.61,310.90,325.63,326.63,324.61,326.03,339.69,337.96,334.34,323.11,321.57,319.96,316.75,322.48,325.84,320.45,309.39,307.35,301.68,296.12,299.11,319.14,306.08,291.13,295.57,279.46,294.42,300.01,292.50,306.33,296.23,287.50,310.10,322.74,315.01,276.73,326.53,304.41,338.73,309.17,300.96,312.84,303.14,314.32,313.45,309.68,312.71,315.58,300.46,312.78,319.77,314.44,322.67,319.78,316.14,315.96,319.22,315.10,321.17,309.61,308.42,305.52,304.67,313.81,278.57,291.48,331.35,334.72,332.54,331.84,309.95,313.66,292.74,306.46,320.16,328.64,293.02,309.20,333.93,344.42,339.54,349.97,344.33,343.92,348.20,348.70,347.27,346.33,312.07,306.98,347.61,362.09,364.58,352.98,299.94,292.30,343.83,339.54,338.40,332.28,341.21,336.64,351.80,340.83,348.58,352.42,354.06,358.91,356.25,352.79,348.14,346.67,346.19,343.07,321.06,331.31,330.76,352.10,358.79,357.67,355.52,330.93,366.58,360.82,350.47,360.29,353.23,363.57,372.25,365.45,365.38,369.30,369.23,391.44,357.19,386.26,378.18,385.93,301.50,328.01,322.63,313.53,297.59,294.73
2018-07-12 22:19:32.680000,L8,315.00,324.97,314.10,313.85,339.32,327.73,333.45,328.37,334.37,341.73,345.42,343.65,341.72,357.74,354.04,349.54,341.44,336.62,342.87,332.84,338.36,343.74,349.10,340.78,332.94,327.62,331.32,335.40,350.64,336.05,346.40,340.10,335.44,333.17,332.25,318.87,368.45,329.32,286.37,329.59,354.67,339.77,330.49,341.07,339.56,336.07,328.50,325.27,335.47,344.38,342.06,342.45,337.14,328.41,327.99,331.51,346.33,331.53,327.47,341.80,343.33,345.92,347.51,350.82,348.10,350.98,349.75,348.97,352.07,346.63,354.17,355.17,349.82,355.31,355.88,351.23,351.64,356.41,360.66,359.27,372.53,356.54,360.22,354.39,373.16,367.69,378.96,378.37,381.14,378.66,379.70,388.99,392.22,397.27,397.93,398.31,392.26,402.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.01,344.65,350.84,341.08,333.82,334.82
2018-07-21 22:13:25.431000,L8,285.09,300.57,298.14,301.27,305.14,298.70,368.39,314.39,299.69,310.77,306.37,302.89,332.51,353.10,366.28,386.91,371.39,348.17,360.95,339.09,335.49,345.19,344.97,352.02,357.05,295.75,317.95,335.57,353.56,335.16,365.53,338.36,362.14,355.54,301.95,291.07,369.45,341.34,333.30,293.93,303.74,303.80,269.75,344.35,370.80,355.65,351.03,334.60,298.30,304.23,297.74,301.52,305.17,300.08,301.64,293.31,300.45,300.47,295.81,301.67,305.24,307.80,304.98,306.21,296.88,303.52,321.50,339.03,299.79,303.04,306.81,311.63,357.44,373.31,334.02,330.24,339.25,302.23,312.66,293.87,312.70,305.84,373.60,285.25,316.11,324.63,321.43,323.45,337.60,332.33,328.85,331.85,327.68,336.98,345.36,321.17,308.23,330.35,342.98,344.28,337.53,302.58,324.80,339.19,336.32,334.14,337.30,337.90,351.61,349.49,341.42,342.26,348.12,355.10,349.83,351.80,349.28,343.50,332.96,340.10,347.80,343.51,341.54,346.71,350.34,355.09,356.54,355.57,364.07,364.29,358.37,346.90,359.16,347.23,347.68,341.98,354.01,357.93,351.42,349.92,354.58,346.48,376.92,361.20,374.90,296.42,308.69,313.83,301.61,331.52,339.19
2018-07-21 22:13:49.390000,L8,285.25,300.80,298.58,302.03,305.51,299.18,368.83,314.39,300.35,311.23,306.49,303.31,333.35,354.91,366.65,387.83,371.67,381.85,361.41,339.69,335.99,345.77,345.88,352.63,357.71,348.83,319.75,336.34,354.06,326.88,366.60,356.16,362.59,355.88,302.57,383.87,369.72,342.49,334.67,353.17,352.37,353.74,355.69,344.91,336.70,356.37,351.50,335.75,298.88,304.82,298.72,301.77,305.86,301.43,303.31,293.61,302.31,302.44,296.21,301.88,306.26,308.86,305.88,306.85,298.18,303.85,293.94,339.40,300.46,304.61,307.39,312.14,357.35,374.95,334.31,331.35,340.39,303.30,313.39,294.16,313.78,306.47,318.74,286.36,317.04,325.69,321.77,324.62,338.30,333.50,329.59,332.87,329.12,338.11,346.12,322.13,308.71,331.03,344.06,344.98,338.89,302.90,326.41,340.25,337.06,334.96,338.23,339.15,353.26,349.93,342.34,343.33,349.21,355.71,350.83,352.44,350.48,344.74,334.45,341.08,349.33,344.59,341.68,347.75,351.45,355.77,357.41,356.38,365.23,365.09,357.94,348.50,359.68,348.09,348.33,342.98,354.87,359.01,352.29,351.43,355.49,347.16,377.35,361.56,375.00,296.66,309.10,314.48,302.05,332.06,340.76
2018-09-07 22:13:48.162000,L8,322.57,329.47,344.42,344.41,316.85,321.07,321.32,318.94,324.18,337.11,377.47,337.22,331.59,348.71,344.04,331.41,322.13,328.70,351.46,358.52,373.78,335.39,329.17,340.06,321.87,330.23,346.66,359.60,342.37,311.39,319.86,315.50,322.99,323.60,325.87,315.03,319.40,317.35,295.58,324.94,328.64,355.06,312.30,328.76,321.99,323.97,309.77,310.95,324.38,327.67,330.43,323.15,323.40,320.33,314.93,318.90,321.74,324.37,322.50,327.62,327.57,331.04,328.08,330.05,326.67,327.03,323.40,324.83,325.41,324.01,335.07,336.66,331.33,340.33,343.35,341.38,344.82,343.92,347.91,346.92,357.83,341.27,336.55,335.93,354.87,348.55,347.06,348.18,357.27,344.98,354.07,351.80,355.16,356.74,355.86,355.26,359.98,371.23,371.20,373.91,363.57,345.47,356.13,358.52,357.67,352.46,352.78,361.13,371.03,368.38,366.92,362.06,370.96,366.27,372.89,365.66,365.82,371.03,374.25,371.88,372.95,378.05,380.20,377.77,375.12,374.64,374.47,384.14,391.06,390.43,383.36,370.33,380.93,372.86,375.09,369.90,369.67,371.67,372.26,373.96,379.07,372.11,394.71,376.47,387.95,323.28,327.96,329.06,327.10,348.09,340.31
2018-09-07 22:14:12.130000,L8,323.53,330.80,345.91,346.25,318.14,322.00,322.29,319.66,325.18,337.76,380.29,338.19,333.02,349.56,345.25,332.41,323.30,329.72,352.43,359.33,374.75,336.32,330.69,341.17,322.74,335.55,347.72,360.25,387.05,349.22,321.02,316.52,324.60,324.26,326.70,316.11,322.01,318.27,296.97,326.28,329.36,355.86,312.84,329.89,323.63,325.13,311.26,312.67,325.25,328.23,332.10,324.13,324.83,321.34,315.78,320.11,322.36,325.19,323.29,329.01,328.72,331.82,328.82,331.55,327.25,328.52,324.46,326.45,326.65,325.30,336.29,337.45,332.13,341.07,344.20,342.45,345.44,344.65,348.74,347.49,358.66,342.16,338.05,336.59,355.56,349.41,347.65,350.20,357.91,345.61,355.23,352.61,355.89,357.52,356.53,356.17,360.87,372.45,372.68,374.29,364.60,346.46,357.29,359.19,359.20,353.54,353.27,361.99,371.70,369.01,367.94,362.85,371.47,367.10,373.39,366.27,366.65,371.94,375.34,373.53,374.05,379.24,381.05,378.77,375.75,375.37,375.41,384.49,391.91,391.05,384.05,371.02,381.54,373.44,375.69,370.56,370.29,372.11,372.71,374.36,379.58,372.50,394.75,376.51,387.95,324.11,328.96,329.73,327.97,349.58,341.59
2018-09-14 22:20:00.822000,L8,316.63,318.25,327.80,334.88,315.68,310.89,311.39,315.59,317.70,325.60,319.41,320.59,331.33,334.75,360.20,363.87,313.55,326.02,342.81,338.38,335.07,323.02,336.21,337.24,332.79,319.71,334.21,309.79,341.04,307.85,312.82,312.91,299.66,307.76,317.23,301.84,310.42,319.91,316.79,321.81,318.11,322.37,279.61,326.81,321.49,313.70,306.22,317.61,328.61,336.88,338.72,335.53,308.13,310.35,307.74,304.33,309.98,314.20,309.64,316.79,317.24,314.10,311.30,315.03,305.10,312.00,308.58,311.99,310.54,313.82,321.91,318.38,313.11,328.04,338.81,330.99,336.47,328.79,330.76,295.49,331.65,325.98,319.42,318.02,333.64,335.40,332.64,332.43,342.99,342.16,337.36,335.41,340.58,340.02,344.61,334.06,332.03,340.73,350.76,348.38,347.29,320.02,335.11,345.63,347.85,343.12,341.37,346.56,353.53,349.89,344.31,343.26,346.44,348.74,354.65,351.53,350.14,349.62,351.20,354.80,356.96,346.49,365.46,360.09,358.18,357.58,358.98,361.07,367.05,366.58,355.53,351.48,358.40,351.47,348.08,351.76,356.94,361.40,354.69,359.83,357.18,356.53,375.71,355.52,351.34,309.80,315.02,318.34,315.89,313.21,310.32
2018-09-30 22:20:07.683000,L8,,331.64,326.96,330.41,310.68,305.01,336.85,368.39,376.16,,,,,,328.61,320.04,314.43,329.44,319.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.50,294.16,267.56,284.71,291.86,294.97,292.78,301.72,303.32,302.52,311.80,,,,,,,,,,,,288.34,326.78,317.53,338.33,323.40,347.12,341.82,332.95,331.33,339.65,339.59,336.39,325.74,319.33,341.76,346.11,347.02,344.99,301.75,286.24,346.94,346.22,339.07,333.58,344.15,348.64,345.17,342.70,342.64,343.66,341.06,354.64,349.16,348.84,341.59,348.02,347.28,350.34,323.39,333.57,352.48,350.73,355.41,357.88,356.36,361.50,358.75,345.90,349.00,341.80,345.70,341.81,331.12,334.87,329.56,325.73,335.62,339.66,316.58,362.52,351.37,358.55,,,,,,
2018-11-10 22:14:08.770000,L8,312.05,322.24,337.98,344.81,318.89,320.41,320.81,320.76,326.44,332.65,333.33,328.29,333.07,345.88,321.19,295.74,305.61,334.32,327.59,326.67,328.66,333.29,327.73,327.31,319.69,309.93,319.61,325.45,332.46,327.88,330.52,321.29,320.13,322.99,298.58,313.66,314.05,312.36,305.68,320.33,325.46,321.15,306.33,319.84,338.20,280.35,272.89,306.26,318.35,325.74,332.68,321.23,319.27,317.80,314.16,299.93,319.27,320.46,318.34,330.06,327.46,326.08,325.06,325.73,325.55,323.29,323.81,320.23,326.20,331.47,333.01,326.03,326.23,342.46,345.74,338.04,343.80,341.00,346.95,339.33,338.28,330.75,321.38,328.18,340.29,341.53,344.43,340.83,351.44,344.90,345.69,350.38,353.39,353.27,352.11,340.80,343.07,350.64,360.93,356.45,354.61,299.78,329.54,348.82,347.67,340.25,342.38,348.37,358.08,353.76,349.12,350.51,352.37,352.96,358.47,353.42,351.41,352.05,352.44,355.04,362.68,360.82,369.07,361.77,358.03,357.74,360.39,361.07,360.00,359.70,349.28,350.32,351.72,351.59,350.56,352.78,356.34,360.90,353.97,358.75,357.98,352.30,381.17,366.12,379.93,301.42,322.57,322.37,325.93,315.75,316.82
2018-11-10 22:14:32.733000,L8,313.38,323.70,339.23,345.87,319.47,321.35,321.95,322.25,327.26,333.80,334.47,329.26,334.01,347.08,336.45,296.59,306.15,334.98,328.17,327.28,329.41,334.26,328.71,327.95,320.22,310.35,320.24,326.04,333.05,329.07,331.66,321.60,320.85,323.33,299.12,314.31,315.08,313.21,306.81,320.79,326.16,321.77,307.77,320.60,338.20,281.01,273.00,307.04,318.92,326.00,333.24,321.95,320.30,318.41,314.91,300.88,319.85,320.76,318.80,330.32,328.26,326.31,325.48,326.37,325.79,324.13,324.16,320.67,326.43,332.03,333.26,326.66,326.45,342.70,346.00,338.55,344.12,341.22,347.30,339.66,338.38,331.08,322.09,328.56,339.50,341.77,344.58,341.10,351.69,345.12,345.76,351.25,353.67,353.28,352.39,341.02,342.84,350.50,360.88,356.41,355.00,300.57,328.89,348.21,347.72,339.94,342.06,348.32,357.83,353.79,348.61,350.55,352.57,352.54,356.92,353.07,350.77,352.68,351.92,354.39,362.30,360.99,367.88,361.16,357.66,357.42,360.49,360.46,359.72,359.56,348.34,349.26,351.39,351.04,349.85,351.44,355.92,358.89,352.90,358.07,356.57,351.80,377.90,364.24,378.77,302.28,323.23,322.67,326.24,316.10,317.91
2018-12-28 22:14:29.227000,L8,,,,365.04,341.17,339.60,341.94,348.80,366.25,361.99,359.62,357.14,386.89,,,,,,,,,,,,378.78,332.20,355.20,352.73,387.31,372.62,374.63,378.60,370.07,358.99,376.96,353.51,350.53,356.68,365.75,359.79,348.10,355.52,353.71,360.75,354.85,363.19,354.24,356.69,357.18,366.22,362.57,377.19,385.44,,,,358.80,386.22,384.34,383.67,379.34,382.39,395.66,394.96,398.54,,,,391.84,373.51,374.76,376.12,381.93,391.64,394.68,393.01,,,,,,,,,,,,,,,,,,,,,,,388.50,380.91,387.02,394.32,389.07,381.25,396.19,,356.80,372.53,369.79,394.84,399.93,361.82,373.70,381.96,370.06,378.31,,390.28,390.72,361.53,364.46,367.21,406.99,397.55,403.44,,,,,,,,,,,,,,,,,,,,,,368.50,356.72,371.72,356.81,355.41
2019-01-04 22:20:15.514000,L8,328.26,335.26,343.46,354.80,331.04,324.56,322.82,323.30,331.52,336.36,337.80,334.03,328.09,346.53,345.15,336.57,331.82,337.70,329.80,330.78,333.52,339.85,336.20,327.26,325.42,316.48,319.86,331.01,351.08,361.96,380.22,377.19,343.09,387.51,384.57,369.76,382.46,383.63,386.96,387.95,398.17,325.89,326.66,324.50,349.62,322.05,319.01,326.87,319.03,326.27,327.33,327.94,333.48,330.95,327.01,330.70,328.89,332.58,322.23,333.47,330.31,329.38,332.28,342.42,337.97,333.20,328.06,324.69,324.87,339.28,328.86,332.07,333.19,342.67,344.08,339.22,345.20,353.52,354.07,348.99,359.00,345.24,351.77,355.75,360.30,356.41,358.86,365.64,366.53,360.35,354.29,355.80,365.13,360.01,367.18,363.64,364.10,368.64,377.55,373.32,373.93,364.92,373.99,383.44,379.91,371.88,372.70,372.94,380.41,380.29,385.10,376.63,374.08,377.91,384.18,381.98,377.21,379.23,387.78,393.72,391.04,399.81,394.79,386.75,390.62,389.58,391.33,397.58,401.52,399.62,392.71,384.39,384.64,382.54,386.95,391.50,390.98,403.40,,,,,,,,328.94,341.49,339.73,341.47,316.58,319.33
2019-01-13 22:14:03.173000,L8,284.22,303.56,317.83,316.79,292.30,291.44,291.70,294.85,297.39,302.11,305.03,302.79,296.85,300.54,313.78,312.12,312.50,306.20,307.88,298.45,300.76,307.21,317.34,295.82,298.01,289.84,298.03,300.09,294.25,297.05,300.21,305.09,301.42,295.41,302.37,264.15,290.74,292.42,290.31,294.70,295.68,302.89,265.18,295.67,302.28,297.78,288.35,285.35,294.24,302.39,298.48,301.35,298.18,297.08,293.18,291.61,301.30,296.93,293.68,306.77,310.35,312.16,304.08,306.29,293.72,307.94,334.62,,,,,,,,,,,,,,,,,,,,,,288.19,315.78,342.75,325.42,325.19,327.96,337.12,330.07,334.94,362.96,336.85,336.93,341.06,,,,,,299.48,357.24,350.24,319.76,357.68,352.50,328.59,340.64,345.26,335.31,333.13,337.10,347.46,315.57,299.25,356.99,342.83,293.09,354.43,339.84,351.03,352.63,354.50,355.94,347.51,326.57,335.22,345.76,345.98,347.75,346.20,366.91,364.71,366.13,348.78,337.31,373.54,354.32,360.44,286.34,307.34,310.73,307.26,292.86,294.29
2019-01-13 22:14:27.136000,L8,283.74,303.34,316.98,316.54,291.76,290.86,291.35,294.45,296.99,301.46,305.03,302.59,296.33,300.89,314.36,312.74,313.13,306.18,308.41,298.34,300.74,306.95,317.52,295.70,297.40,289.89,298.45,300.31,293.89,297.23,301.36,305.43,302.04,295.69,303.10,271.68,290.97,293.54,291.12,295.51,297.14,303.09,264.61,297.33,302.71,298.17,288.87,285.99,294.77,302.58,298.85,301.89,299.02,298.01,293.85,292.15,301.89,297.64,294.43,307.83,310.77,312.79,305.06,308.35,295.30,309.16,356.30,,,,,,,,,,,,,,,,,,,,,,297.40,340.96,346.20,327.55,327.30,330.19,338.60,331.66,337.15,364.83,338.64,338.93,345.24,,,,,,305.34,361.41,353.83,382.27,361.21,355.14,340.72,343.87,347.86,339.47,338.69,400.85,313.54,308.95,296.83,353.80,338.53,292.58,353.34,342.66,352.65,354.15,356.73,359.19,351.12,334.16,339.92,347.92,347.74,350.92,348.81,370.70,368.43,370.42,351.27,342.15,376.27,357.20,364.77,287.31,308.44,311.18,307.91,293.76,294.97
