dates,satname,nzd0326-0000,nzd0326-0001,nzd0326-0002,nzd0326-0003,nzd0326-0004,nzd0326-0005,nzd0326-0006,nzd0326-0007,nzd0326-0008,nzd0326-0009,nzd0326-0010,nzd0326-0011,nzd0326-0012
1999-08-21 21:47:20.968000,L7,305.90,310.82,281.91,292.13,309.50,298.82,344.03,336.31,338.40,303.33,328.93,340.28,352.20
1999-09-22 21:47:24.746000,L7,317.50,325.05,327.41,327.52,364.44,361.49,359.21,363.63,359.54,328.44,358.22,352.74,
1999-09-29 21:53:40.155000,L7,319.60,319.60,304.18,306.31,311.38,325.15,339.68,341.26,336.58,341.15,333.68,343.45,356.62
1999-10-24 21:47:44.121000,L7,320.83,316.95,307.79,311.16,319.66,321.88,337.10,341.37,339.50,319.34,343.09,342.18,356.77
2000-01-12 21:47:18.340000,L7,312.94,317.54,345.95,291.15,319.25,311.52,336.77,347.50,312.56,299.67,344.18,371.54,313.62
2000-01-19 21:53:25.812000,L7,330.44,323.97,312.08,330.31,334.26,339.95,349.58,354.06,348.53,353.21,360.06,350.47,368.56
2000-04-17 21:47:08.557000,L7,256.02,320.95,294.73,306.99,332.79,343.30,347.83,357.22,358.49,359.26,365.36,363.44,366.05
2000-05-19 21:46:55.786000,L7,,,,,,263.68,311.02,313.88,326.82,297.00,280.40,334.22,344.24
2000-07-29 21:51:50.349000,L7,,308.41,273.65,263.32,294.69,306.76,336.25,321.11,349.36,309.33,310.85,356.60,362.27
2000-08-07 21:45:32.940000,L7,,318.31,262.36,266.78,293.90,311.24,354.21,330.64,341.05,316.31,310.91,358.21,347.86
2000-08-14 21:51:44.223000,L7,232.85,318.66,295.45,291.45,309.33,310.61,336.61,343.23,343.98,311.72,316.52,347.02,364.86
2000-12-04 21:50:58.069000,L7,386.43,,317.04,312.96,320.25,308.51,318.28,349.79,348.52,341.95,344.12,339.31,350.26
2000-12-13 21:44:52.270000,L7,323.26,318.24,312.10,328.31,332.76,335.82,345.78,349.66,374.20,351.54,356.27,351.82,361.98
2001-01-05 21:51:04.492000,L7,351.76,339.95,334.91,356.58,357.27,359.31,370.20,366.49,364.09,375.82,383.77,368.74,369.00
2001-01-14 21:44:57.122000,L7,296.52,301.34,288.19,304.17,314.54,274.76,,,,,,328.45,296.83
2001-02-06 21:51:02.555000,L7,407.08,332.64,325.91,336.92,341.64,353.18,363.44,363.67,357.47,362.35,356.41,359.70,384.00
2001-04-04 21:44:30.925000,L7,,308.19,287.38,294.53,295.38,300.67,331.35,322.14,348.54,309.77,326.20,344.61,353.69
2001-05-13 21:50:33.259000,L7,,,,,,,296.48,305.73,332.82,284.62,,,
2001-05-22 21:44:18.615000,L7,,308.67,260.73,247.47,,301.01,334.76,318.05,359.86,311.79,332.80,344.64,354.47
2001-07-25 21:43:42.718000,L7,,,,,342.37,359.92,364.91,309.36,330.50,292.40,309.40,328.62,342.65
2001-09-02 21:49:17.229000,L7,465.52,332.85,317.32,,,,379.09,360.25,351.18,314.43,342.63,357.70,346.43
2001-09-11 21:43:02.212000,L7,274.40,319.05,288.41,306.81,315.21,309.71,335.50,325.87,336.02,317.77,337.00,350.47,353.67
2001-09-18 21:49:05.242000,L7,322.57,323.55,308.77,320.49,344.08,335.40,350.26,349.81,354.43,360.23,365.73,358.50,357.67
2002-01-17 21:43:40.748000,L7,326.42,319.51,313.74,324.13,332.20,324.63,336.41,338.52,347.24,348.11,352.40,346.92,346.57
2002-02-18 21:43:18.247000,L7,296.59,315.62,294.46,305.35,349.48,330.95,339.05,319.15,341.20,335.56,361.93,358.16,368.08
2002-02-25 21:49:35.857000,L7,320.16,317.55,308.94,315.38,316.81,315.94,338.57,345.24,345.51,342.98,352.22,346.58,388.73
2002-03-06 21:43:23.680000,L7,313.98,323.85,315.02,319.14,324.13,321.64,323.25,337.36,346.34,329.86,339.84,354.62,352.64
2002-03-06 21:43:47.645000,L7,324.77,327.42,319.58,323.09,327.17,326.41,324.77,341.43,352.27,333.37,346.04,359.39,355.88
2002-03-22 21:43:16.355000,L7,300.06,325.06,321.63,320.71,325.02,320.99,342.46,354.00,358.08,323.18,355.43,352.24,353.35
2002-04-07 21:43:17.050000,L7,244.40,319.61,286.85,299.96,311.50,306.79,327.89,323.89,333.08,310.83,321.62,340.52,356.15
2002-07-19 21:48:57.399000,L7,,,,,,283.95,311.09,308.48,330.26,293.82,268.71,331.98,338.23
2002-08-20 21:48:46.449000,L7,,,,,,278.97,304.18,312.62,319.88,297.89,307.74,323.54,333.41
2002-09-05 21:48:38.182000,L7,320.16,322.37,304.20,313.17,325.80,321.35,338.71,384.54,,,,,
2002-09-14 21:42:19.037000,L7,306.07,316.42,306.56,314.66,313.98,313.13,327.06,326.05,330.77,311.51,322.48,330.51,335.97
2002-09-14 21:42:42.988000,L7,306.58,323.66,307.50,314.37,319.53,315.83,334.32,335.54,334.95,315.89,325.42,337.92,346.96
2002-09-30 21:42:11.676000,L7,306.77,328.68,296.43,316.79,318.07,325.31,362.28,360.91,351.64,316.46,337.44,344.68,343.68
2002-10-16 21:42:12.654000,L7,320.32,327.93,307.62,322.32,329.21,323.97,343.71,352.67,350.92,331.33,343.66,346.28,351.55
2002-10-16 21:42:36.617000,L7,307.63,321.55,297.89,314.30,322.69,318.51,338.40,346.15,341.55,322.52,338.45,343.37,353.45
2002-10-23 21:48:27.128000,L7,310.40,323.44,305.92,354.62,,370.98,351.52,347.16,344.26,355.93,348.02,356.07,358.43
2002-12-10 21:48:53.163000,L7,337.82,325.75,323.04,344.96,354.72,328.61,359.49,385.41,382.74,376.80,,,
2002-12-26 21:48:59.976000,L7,338.89,337.33,319.26,331.77,332.75,330.96,359.94,355.52,383.21,,,,
2003-01-11 21:49:02.380000,L7,327.48,330.30,317.69,318.47,322.41,291.85,336.76,328.23,334.50,312.55,359.97,352.33,355.19
2003-01-20 21:42:57.343000,L7,310.41,312.07,273.83,281.44,289.23,272.74,332.02,329.75,341.48,343.07,324.41,314.53,302.10
2003-01-27 21:49:09.075000,L7,319.84,326.62,320.03,330.05,363.65,343.74,338.02,343.66,344.41,347.96,354.81,344.93,354.13
2003-02-05 21:43:05.844000,L7,334.90,319.31,311.02,331.33,326.73,328.49,329.59,341.43,337.20,344.11,350.24,371.74,
2003-03-16 21:49:22.109000,L7,321.97,324.02,320.47,339.60,336.27,346.19,348.56,344.64,349.00,353.25,374.46,368.89,369.38
2003-03-25 21:43:05.785000,L7,285.03,319.97,297.74,315.91,313.90,299.41,338.80,334.36,332.88,318.22,332.56,342.69,358.34
2003-05-03 21:49:25.094000,L7,,,,,,,,,,,275.31,350.46,340.98
2003-05-12 21:43:12.052000,L7,,305.52,278.81,289.54,295.56,305.67,349.08,361.81,351.98,308.41,315.62,341.96,356.10
2003-07-23 21:31:02.158000,L5,,,,,,,,,,,,319.90,318.96
2003-10-18 21:38:36.209000,L5,341.59,327.92,312.84,313.90,317.56,322.18,339.14,340.30,341.19,338.53,350.89,353.23,351.36
2003-11-28 21:32:58.000000,L5,335.58,323.09,311.25,318.88,319.90,317.24,340.26,344.67,342.72,349.53,348.36,350.73,349.82
2003-11-28 21:33:21.973000,L5,335.38,325.72,313.23,322.89,324.99,321.60,340.82,350.07,348.13,354.05,356.84,354.74,358.69
2003-12-14 21:33:02.337000,L5,303.45,306.35,284.12,294.46,297.31,285.97,311.09,316.60,313.36,294.75,317.86,323.14,324.18
2003-12-30 21:33:36.470000,L5,337.09,327.78,319.29,327.57,327.43,322.87,331.95,338.22,339.79,335.24,347.40,345.69,351.18
2004-02-23 21:39:37.913000,L5,340.49,326.98,315.84,319.98,327.24,333.70,347.29,349.46,353.23,344.16,359.43,359.79,351.35
2004-03-19 21:33:35.101000,L5,280.71,300.70,280.79,290.89,293.01,273.37,302.96,302.70,301.74,287.07,291.51,313.82,315.77
2004-03-19 21:33:59.073000,L5,268.76,295.42,274.11,288.24,289.90,264.73,299.57,299.45,297.42,282.42,281.69,310.83,312.75
2004-04-20 21:34:19.103000,L5,262.34,304.19,286.07,293.30,297.03,287.38,312.19,312.87,314.92,291.33,291.73,326.92,324.94
2004-04-20 21:34:43.076000,L5,249.35,300.07,275.16,288.75,293.71,281.76,309.01,309.24,311.31,285.90,284.66,323.71,323.87
2004-06-07 21:35:42.701000,L5,,,346.01,329.50,318.51,311.59,328.84,331.33,339.24,318.77,338.96,343.26,344.70
2004-09-18 21:44:34.791000,L5,,285.43,275.79,287.90,296.92,281.24,307.51,312.78,311.61,295.52,310.37,310.78,308.85
2004-10-20 21:45:16.509000,L5,292.59,289.39,275.02,287.29,292.07,279.98,310.85,314.07,310.18,296.86,315.05,325.42,324.25
2004-11-14 21:39:30.641000,L5,305.81,309.83,288.92,301.13,307.89,299.74,320.43,321.37,314.42,303.27,313.86,314.42,301.04
2004-11-30 21:39:51.941000,L5,,271.78,259.15,283.51,290.84,272.46,305.88,308.01,303.56,281.84,290.83,295.99,302.00
2004-11-30 21:40:15.914000,L5,260.31,283.30,270.30,290.90,298.34,286.81,314.50,316.99,310.29,291.18,304.60,308.77,313.00
2004-12-16 21:40:11.018000,L5,281.39,289.40,272.27,286.40,294.71,285.40,310.60,310.42,308.37,285.87,309.39,310.91,309.60
2004-12-16 21:40:34.991000,L5,289.50,293.41,276.51,290.71,298.83,289.55,315.34,315.30,311.57,291.09,315.19,315.78,314.88
2005-01-17 21:40:37.592000,L5,305.31,305.30,288.92,298.24,301.54,292.62,313.02,315.63,314.62,304.51,326.73,330.87,331.68
2005-01-17 21:41:01.708000,L5,316.74,317.76,300.77,308.66,311.94,306.11,322.89,325.72,323.26,319.34,341.31,340.57,344.73
2005-02-09 21:47:07.285000,L5,,286.74,272.69,291.97,295.95,281.35,310.83,310.78,310.86,291.41,293.68,300.68,299.19
2005-02-18 21:41:06.279000,L5,347.08,332.57,322.47,332.21,335.13,334.48,355.80,356.17,354.86,347.31,363.40,362.65,362.81
2005-02-18 21:41:30.252000,L5,342.60,329.89,319.09,330.17,333.54,330.56,354.16,353.40,351.59,343.46,361.75,360.43,360.62
2005-03-06 21:41:43.946000,L5,328.50,326.53,309.81,298.58,281.96,316.03,333.60,320.78,322.78,310.46,339.41,341.03,330.75
2005-05-09 21:41:44.008000,L5,,,,,,251.63,303.71,303.06,308.69,284.39,277.69,314.04,313.23
2005-08-13 21:42:29.474000,L5,,,,,,225.81,304.17,304.06,308.90,277.84,273.96,315.79,
