dates,satname,nzd0284-0000,nzd0284-0001,nzd0284-0002,nzd0284-0003,nzd0284-0004,nzd0284-0005,nzd0284-0006,nzd0284-0007,nzd0284-0008,nzd0284-0009,nzd0284-0010,nzd0284-0011,nzd0284-0012,nzd0284-0013,nzd0284-0014,nzd0284-0015,nzd0284-0016,nzd0284-0017,nzd0284-0019,nzd0284-0020,nzd0284-0021,nzd0284-0022,nzd0284-0023,nzd0284-0024,nzd0284-0025,nzd0284-0026,nzd0284-0027,nzd0284-0028,nzd0284-0029,nzd0284-0030,nzd0284-0031,nzd0284-0032,nzd0284-0033,nzd0284-0034,nzd0284-0038,nzd0284-0039,nzd0284-0040,nzd0284-0041,nzd0284-0042,nzd0284-0068,nzd0284-0069,nzd0284-0070,nzd0284-0071,nzd0284-0072,nzd0284-0073,nzd0284-0074,nzd0284-0075,nzd0284-0084,nzd0284-0085,nzd0284-0086,nzd0284-0087,nzd0284-0088,nzd0284-0089,nzd0284-0090,nzd0284-0091,nzd0284-0092,nzd0284-0093,nzd0284-0094,nzd0284-0102,nzd0284-0103,nzd0284-0104,nzd0284-0105,nzd0284-0106,nzd0284-0107,nzd0284-0108,nzd0284-0109,nzd0284-0110,nzd0284-0111,nzd0284-0112,nzd0284-0113,nzd0284-0114,nzd0284-0115,nzd0284-0124,nzd0284-0125,nzd0284-0126,nzd0284-0127,nzd0284-0128,nzd0284-0129,nzd0284-0130,nzd0284-0131,nzd0284-0132,nzd0284-0133,nzd0284-0134,nzd0284-0135,nzd0284-0136,nzd0284-0137,nzd0284-0138,nzd0284-0139,nzd0284-0151,nzd0284-0152,nzd0284-0153,nzd0284-0154,nzd0284-0155,nzd0284-0156,nzd0284-0157,nzd0284-0159,nzd0284-0160,nzd0284-0161,nzd0284-0162,nzd0284-0163,nzd0284-0164,nzd0284-0165,nzd0284-0166,nzd0284-0167,nzd0284-0168,nzd0284-0169,nzd0284-0018,nzd0284-0035,nzd0284-0036,nzd0284-0037,nzd0284-0048,nzd0284-0049,nzd0284-0050,nzd0284-0051,nzd0284-0052,nzd0284-0053,nzd0284-0055,nzd0284-0056,nzd0284-0057,nzd0284-0058,nzd0284-0059,nzd0284-0067,nzd0284-0076,nzd0284-0077,nzd0284-0078,nzd0284-0079,nzd0284-0080,nzd0284-0083,nzd0284-0095,nzd0284-0096,nzd0284-0097,nzd0284-0098,nzd0284-0099,nzd0284-0116,nzd0284-0117,nzd0284-0118,nzd0284-0119,nzd0284-0120,nzd0284-0121,nzd0284-0122,nzd0284-0123,nzd0284-0140,nzd0284-0141,nzd0284-0142,nzd0284-0143,nzd0284-0144,nzd0284-0146,nzd0284-0147,nzd0284-0148,nzd0284-0149,nzd0284-0150,nzd0284-0158,nzd0284-0043,nzd0284-0047,nzd0284-0054,nzd0284-0081,nzd0284-0082,nzd0284-0100,nzd0284-0101,nzd0284-0145,nzd0284-0044,nzd0284-0045,nzd0284-0046,nzd0284-0060,nzd0284-0061,nzd0284-0062,nzd0284-0063,nzd0284-0064,nzd0284-0065,nzd0284-0066
2006-08-23 21:53:47.156000,L5,359.18,363.68,371.08,374.69,364.99,381.28,376.57,359.89,351.42,363.34,370.98,351.79,348.27,367.29,360.01,375.16,336.91,320.58,314.74,336.08,317.06,314.07,329.34,334.09,342.20,328.15,347.10,363.16,378.28,374.64,373.23,350.42,370.86,364.66,395.43,370.47,348.77,343.90,340.06,383.05,374.61,372.71,385.64,364.18,366.56,356.24,319.09,355.14,351.69,371.05,373.96,357.28,370.59,393.37,357.20,379.91,325.93,335.00,364.06,375.79,327.26,353.31,375.96,383.68,400.08,364.67,355.55,359.18,367.92,373.69,376.43,370.78,341.86,362.48,363.21,360.80,373.05,371.59,367.17,374.95,364.70,367.05,373.38,380.63,375.92,378.21,371.72,364.45,377.18,380.06,378.33,380.70,382.87,382.29,379.47,374.42,369.02,359.83,357.30,361.98,359.94,355.01,346.61,335.34,330.97,338.29,302.80,317.59,341.88,371.59,296.06,346.01,366.13,351.00,324.08,313.47,297.86,349.91,351.73,364.73,303.80,291.12,337.63,366.42,373.84,364.22,321.36,338.27,363.80,329.27,350.30,357.97,357.18,362.58,364.30,357.73,353.72,358.67,361.47,361.28,360.82,363.53,354.42,353.41,355.57,352.45,348.87,351.66,357.56,364.70,367.51,358.15,300.05,301.00,275.33,299.86,297.74,352.42,334.71,346.74,300.46,284.19,290.77,338.40,352.72,359.74,330.71,321.71,295.33,303.08
2006-09-01 21:47:43.231000,L5,357.38,374.09,370.90,376.60,368.35,374.70,377.56,357.74,348.33,372.08,373.85,352.62,349.99,371.65,367.41,374.41,343.08,324.32,313.69,336.00,327.00,319.48,336.25,333.78,341.51,341.37,353.09,365.19,375.64,374.48,362.83,356.16,366.24,359.22,391.18,385.54,345.78,345.45,329.72,379.80,378.90,385.49,391.04,372.74,375.13,359.32,326.13,352.90,345.81,366.76,377.53,380.36,378.92,393.09,367.18,378.53,332.89,364.52,370.16,372.79,335.46,359.54,378.01,377.53,385.82,368.71,361.90,370.68,373.10,374.09,368.69,372.26,353.66,366.21,371.27,366.91,371.09,372.62,364.47,375.19,370.10,370.13,377.54,378.18,385.26,374.69,372.70,372.48,377.83,372.33,378.66,380.61,384.80,386.02,381.63,383.34,372.66,362.02,366.99,363.40,365.90,358.05,350.42,347.96,346.09,349.20,295.97,333.42,351.48,381.25,365.02,370.28,369.33,356.16,324.98,296.63,316.83,356.56,359.11,350.35,312.29,383.57,375.57,371.40,374.89,368.26,324.04,348.98,368.09,348.10,371.52,367.06,363.59,370.25,373.04,373.31,362.87,365.71,365.58,366.57,367.31,370.80,360.87,360.40,360.13,358.15,355.58,358.04,358.75,365.44,365.62,363.91,301.08,303.67,286.53,298.55,306.45,364.26,358.80,335.63,290.40,345.27,288.84,,349.60,362.56,331.98,314.19,299.70,373.39
2006-10-10 21:54:20.722000,L5,362.66,373.52,372.93,378.65,373.21,374.95,376.30,365.71,373.21,377.08,372.59,353.43,362.56,357.41,361.04,365.46,345.16,322.42,320.73,339.28,323.69,323.18,335.48,339.66,338.71,345.28,355.73,368.14,372.90,366.95,361.30,355.21,367.86,350.61,381.56,370.08,352.17,353.18,332.72,371.48,370.48,373.53,382.06,375.09,368.98,361.80,359.02,357.81,367.64,375.82,366.22,377.62,372.73,383.09,369.51,368.78,320.76,340.37,375.29,376.24,341.01,362.17,382.48,380.19,387.88,366.65,355.69,362.71,357.34,361.12,359.58,360.88,353.95,362.09,363.95,367.36,370.66,367.48,371.21,376.05,366.90,363.90,369.22,368.36,366.58,364.44,366.39,362.39,375.57,374.09,377.62,376.92,371.78,377.24,373.33,368.01,364.56,352.86,352.69,354.03,353.91,356.13,347.11,342.84,336.82,337.39,329.90,357.84,362.56,380.55,355.74,366.53,365.44,352.25,319.71,308.54,330.06,360.80,358.06,352.89,349.15,326.69,374.59,377.67,375.55,370.28,328.57,354.40,355.28,347.70,361.88,359.21,359.69,366.68,364.17,352.96,352.13,361.18,359.46,361.19,365.94,362.88,354.16,350.06,354.56,351.10,357.25,364.51,362.46,362.88,367.35,352.70,300.35,306.41,349.75,331.71,327.74,367.07,348.08,348.82,343.94,349.07,289.53,,351.87,360.89,327.72,319.53,312.58,302.13
2006-12-06 21:48:41.029000,L5,333.84,327.15,331.88,341.10,341.03,351.60,339.57,326.19,332.34,355.39,345.02,325.29,318.22,322.04,334.30,338.81,325.67,298.26,276.66,310.61,312.53,304.27,281.53,304.01,300.96,298.02,306.99,320.89,331.84,337.61,326.76,317.33,322.30,336.31,345.30,338.59,316.61,343.73,300.58,340.47,344.30,346.89,350.19,356.23,330.95,350.11,298.60,316.51,324.99,337.59,339.24,334.16,334.22,342.12,346.38,356.05,317.32,293.24,319.05,336.23,326.34,314.63,312.93,342.49,334.69,347.78,324.83,317.19,329.20,329.59,323.23,339.77,326.55,320.42,328.01,324.76,332.09,328.85,331.16,331.95,333.69,331.87,327.80,337.32,345.06,339.23,326.82,340.76,329.86,332.55,335.81,338.82,338.94,338.35,341.61,316.19,332.39,316.63,314.09,330.59,328.63,324.73,315.91,312.55,300.38,295.89,323.82,314.95,315.31,353.63,296.52,342.72,338.63,332.65,300.54,265.88,316.85,308.41,325.82,317.10,305.63,332.64,314.80,348.32,335.56,325.73,322.57,305.99,338.71,326.65,336.69,340.38,331.55,339.34,336.16,331.38,329.86,331.82,336.23,338.25,330.40,338.81,334.57,327.24,325.76,328.93,327.49,326.25,332.92,325.13,324.96,329.91,,,298.51,,,320.21,328.78,315.88,,,,286.49,,,,,,
2006-12-13 21:54:55.384000,L5,313.04,307.08,321.67,326.70,334.35,329.69,331.97,328.49,325.22,338.32,330.83,320.54,299.07,304.14,323.83,325.43,322.25,287.86,,,,,,,,,287.32,310.52,321.16,326.76,318.01,305.33,294.26,299.81,328.88,330.81,308.03,322.93,289.27,,339.78,332.93,341.89,346.91,309.22,325.12,,297.50,308.94,324.61,332.39,315.85,338.10,326.20,336.93,338.45,300.28,,303.76,320.96,314.16,287.21,291.28,329.80,329.15,338.97,313.63,295.23,313.99,314.45,321.84,329.04,321.69,294.51,302.51,305.46,319.73,307.13,,,,,,,,,,,,,,,,,,,,,,289.61,315.94,304.60,285.83,273.64,266.72,,,,299.09,329.77,,,,,,,312.92,280.23,314.73,301.73,298.02,,,,,,,,318.49,316.08,319.73,328.05,311.51,317.57,331.42,320.47,315.07,314.39,324.49,314.26,319.35,,,,,,,,,,,,,,,,,301.54,309.02,,,,,278.18,,,,,,
2007-01-07 21:48:55.368000,L5,356.76,385.51,396.19,390.69,387.51,403.17,,,,,424.10,392.10,389.47,380.87,373.24,370.28,361.74,359.80,,,377.42,370.81,376.36,370.70,373.68,385.56,393.41,,,,,,,,,403.71,378.14,372.84,361.46,,,,397.36,372.24,384.63,385.13,389.14,366.67,370.68,374.99,377.41,384.90,382.79,399.15,397.38,392.25,376.04,370.77,389.03,394.98,379.42,370.93,380.98,379.10,389.22,377.26,374.59,368.24,368.98,370.70,360.13,366.05,373.07,371.34,377.11,374.52,374.42,381.35,378.79,376.39,377.02,383.34,381.50,374.19,374.99,369.60,377.71,378.16,390.14,380.16,394.86,396.56,389.50,397.85,394.65,379.05,365.62,360.04,377.92,396.91,380.80,386.86,383.18,,,,,,,,371.02,370.71,365.50,366.62,362.12,344.98,363.30,365.20,372.31,372.38,368.78,,400.39,400.46,391.89,388.11,389.68,383.28,385.40,372.68,378.54,367.04,385.79,374.10,367.18,361.03,366.85,369.87,370.32,366.20,374.79,389.24,387.59,373.04,392.36,390.48,369.88,376.19,380.01,393.89,384.90,370.35,383.75,370.86,361.36,392.56,391.39,383.80,384.11,376.66,383.71,382.88,362.93,369.18,367.30,363.89,388.57,,,
2007-01-30 21:55:12.465000,L5,348.59,367.90,369.91,374.62,369.79,367.74,372.27,360.92,362.17,379.38,,,,,,,,,321.53,337.43,325.31,315.82,335.64,343.42,334.51,326.02,338.54,360.49,367.41,362.91,357.40,344.96,355.58,336.99,379.81,362.11,351.33,353.55,317.11,380.76,382.14,381.26,384.44,372.96,378.10,342.80,333.52,342.51,364.54,372.52,354.43,378.51,372.49,387.38,377.20,372.36,316.36,337.71,362.26,372.38,318.93,346.38,361.55,373.73,371.11,366.52,348.39,366.67,365.37,369.58,370.83,368.48,348.51,355.25,361.62,364.29,367.80,363.31,365.18,369.24,366.47,363.58,379.11,381.54,377.84,379.50,377.17,374.41,369.21,372.67,375.34,379.85,380.80,385.99,380.87,371.06,368.11,358.56,359.94,360.91,361.05,356.11,337.86,325.09,315.93,307.77,,345.26,355.81,380.97,368.62,377.13,360.75,354.87,298.45,286.80,317.20,350.77,345.57,345.08,328.16,372.32,363.20,368.40,358.37,361.55,314.14,335.12,363.39,356.27,372.59,366.03,341.65,370.86,366.56,363.72,361.26,367.02,365.55,353.29,361.48,373.31,361.94,363.64,365.74,353.78,349.19,356.76,360.59,360.77,363.57,352.40,302.50,290.60,348.76,300.88,301.65,350.49,338.70,348.14,347.24,337.17,269.19,275.33,332.87,349.21,329.02,315.86,308.21,340.47
2007-02-08 21:49:02.527000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.00,412.49,405.39,402.61,387.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.83,397.57,403.51,394.99,395.32,,,,,,409.85,404.09,401.68,405.03,402.95,396.35,396.16,397.04,400.16,387.51,389.10,,,,,,,,,,,,,,,,,,,,,,,,396.14,386.82,379.95,377.03,377.17,381.94,,,,,,,,,,,,,,,,,395.61,405.39,393.61,398.08,410.23,,,,395.83,396.68,,,,,,,,,,385.62,388.34,381.71,,,,,,384.09,389.07,390.89,,,,,,,
2011-01-02 21:43:59.020000,L5,356.68,366.19,370.22,376.89,365.95,364.02,364.12,354.25,358.77,366.49,357.72,342.56,326.90,352.98,358.68,358.73,338.56,307.85,314.70,334.63,326.74,304.22,323.05,329.72,328.74,323.85,341.83,357.23,368.38,364.21,348.20,338.77,347.98,329.59,361.64,344.23,330.95,345.09,310.91,360.61,368.68,378.10,377.21,341.74,319.26,327.89,320.12,333.51,348.50,369.45,347.69,367.27,363.46,369.00,357.72,343.88,293.31,326.19,346.29,349.40,336.96,327.67,355.70,365.16,364.17,364.06,342.80,357.87,344.28,364.44,359.36,353.39,345.16,359.56,353.39,356.25,343.58,352.78,353.92,365.15,350.31,339.99,359.72,374.55,368.97,374.93,373.24,375.00,367.34,371.54,372.48,371.29,373.13,378.97,371.75,357.45,357.06,355.88,355.19,353.81,357.01,347.02,333.90,331.84,313.15,304.48,297.65,340.07,344.80,371.11,369.78,373.77,369.46,360.52,296.98,277.30,,349.70,335.47,330.27,323.49,291.69,362.52,368.62,357.04,358.45,310.57,340.95,354.75,345.89,367.46,347.76,334.12,365.23,358.39,346.52,344.60,361.77,360.96,348.16,360.52,369.82,367.62,354.40,357.66,353.43,356.57,357.38,355.00,360.50,358.56,352.24,,277.46,350.28,296.86,294.80,340.76,356.09,351.29,,,,285.83,328.93,343.48,312.71,305.59,289.91,298.40
2011-09-06 21:48:52.270000,L5,325.18,341.68,348.15,354.13,337.23,343.11,348.19,338.85,310.96,333.18,325.86,312.21,318.86,,,,,,285.38,310.23,299.34,287.77,309.95,318.38,320.30,306.79,327.83,340.17,342.34,337.98,334.68,311.28,333.15,330.14,374.49,353.73,328.94,330.09,313.30,,317.86,347.74,342.74,329.92,311.41,331.62,304.56,314.63,316.61,332.59,338.68,346.95,344.09,359.95,335.41,308.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.79,347.98,347.95,347.01,,,,,,,,,,289.04,325.89,327.23,319.95,311.41,297.79,296.06,259.93,,,278.75,313.33,318.72,282.87,299.64,337.53,283.74,298.88,280.78,,,,,,,314.87,337.35,325.48,307.85,292.64,,,,,,,,,,,,,,,342.58,284.11,298.15,,,,,,,,,285.17,280.43,,,,,,,272.67,265.15,,,,,,,,
2011-10-24 21:48:11.730000,L5,362.20,368.80,372.59,377.70,371.97,371.90,379.56,374.58,366.60,377.99,370.74,350.32,356.70,364.45,366.90,371.79,353.63,344.87,327.96,356.45,337.34,329.09,346.51,345.59,345.59,346.05,358.37,368.51,380.98,375.56,368.41,361.42,374.94,359.85,385.47,368.89,349.91,360.19,326.99,374.58,376.56,380.37,386.51,364.29,382.25,368.28,360.46,359.78,360.84,374.42,367.36,382.00,371.66,386.87,369.92,367.83,336.25,356.47,355.17,368.65,365.96,353.39,380.48,380.28,383.39,377.35,359.21,358.53,359.09,356.41,365.48,363.64,360.39,371.00,368.04,372.14,372.36,371.07,367.36,372.10,364.45,359.55,366.08,367.00,369.62,367.20,372.85,375.04,355.64,369.16,376.14,377.47,380.76,379.15,373.07,363.76,355.28,354.88,360.41,360.34,359.93,351.46,341.79,335.91,319.59,310.60,347.55,347.46,366.13,382.83,357.44,378.61,373.95,364.01,318.50,312.46,305.40,350.45,358.10,349.70,351.48,373.34,382.32,382.03,370.62,367.00,331.47,364.66,370.56,359.22,376.46,363.38,356.34,365.58,365.97,364.43,356.94,369.43,369.83,353.45,365.46,376.05,367.55,371.50,366.53,360.06,367.18,363.81,365.13,370.61,375.11,356.72,312.86,319.97,352.93,349.11,361.28,353.07,367.68,349.93,351.23,310.77,281.95,,341.83,355.94,322.56,314.94,294.05,301.13
2013-04-29 21:55:51.104000,L8,,,,391.04,362.15,399.57,374.06,357.50,360.64,363.07,366.04,363.78,361.93,362.39,358.17,398.36,379.85,345.73,343.65,349.36,338.19,343.77,338.87,347.05,340.74,339.13,342.90,352.53,347.96,347.15,345.94,344.42,352.44,347.43,375.26,358.38,355.45,357.01,315.99,360.68,362.72,360.62,384.52,368.12,364.00,358.89,326.93,344.94,338.63,358.39,373.22,351.67,357.38,367.14,358.16,347.01,346.76,347.38,360.61,360.23,360.51,358.28,355.03,351.23,365.48,354.19,352.81,353.06,347.83,350.40,352.47,350.38,345.02,359.18,356.20,366.67,363.04,363.25,358.05,365.15,354.54,366.59,352.97,351.54,360.31,355.39,358.30,355.48,374.35,383.21,373.56,379.68,381.61,386.19,387.06,380.38,369.37,369.50,364.73,355.91,361.12,359.19,354.44,313.28,342.63,306.25,343.97,345.73,352.39,356.12,334.62,350.79,351.18,345.05,326.67,314.41,333.43,336.68,335.08,379.77,335.77,368.78,356.40,358.75,359.01,355.06,351.44,331.19,355.52,357.69,349.65,360.10,356.06,355.00,352.51,353.87,353.89,373.56,371.43,351.14,345.99,355.80,357.68,342.50,364.83,357.32,355.44,350.49,350.96,361.99,362.20,384.43,291.07,306.83,304.10,320.81,316.92,353.01,354.69,343.60,314.06,293.51,,386.67,341.31,348.37,359.54,358.01,359.11,360.15
2013-05-31 21:56:07.688000,L8,348.19,346.66,354.47,360.07,356.08,349.47,360.17,353.59,341.66,346.52,355.23,341.31,330.98,333.43,338.68,341.47,337.24,315.64,295.86,319.29,310.29,297.09,293.44,313.78,328.40,310.16,326.85,349.47,353.33,345.22,345.65,332.26,341.96,331.17,369.81,355.22,335.81,321.94,316.17,344.57,340.94,344.35,374.14,350.00,313.23,327.43,295.65,318.64,323.08,338.87,346.96,328.63,334.10,365.08,342.38,315.32,,,,,,311.65,322.32,314.09,348.75,357.13,386.49,369.14,338.00,341.34,326.93,342.35,350.29,347.56,341.84,344.36,343.62,348.77,340.56,,,,,,,,,,,,,,,,,,385.17,365.02,367.31,360.63,,,,,,,273.02,301.03,,294.05,,,,,,,,,299.13,331.42,274.86,354.21,,,,,,,,,,,,,,,,339.23,343.95,342.48,344.22,,,,,,,,,,,,282.39,,,,,,,,,,,339.78,335.29,338.01,304.89,289.93,268.93,356.89
2013-06-07 22:02:16.944000,L8,346.89,347.71,357.77,357.91,357.88,353.75,362.13,355.06,339.41,349.67,350.37,345.81,328.89,339.80,346.10,354.07,339.51,314.36,293.73,322.04,315.78,298.59,298.90,319.17,326.64,313.55,337.20,348.67,353.64,350.67,343.85,334.14,345.93,332.07,369.08,355.22,330.71,322.84,313.44,355.21,351.51,351.36,353.25,349.92,326.26,341.30,299.41,318.68,324.17,342.54,355.81,357.71,362.77,363.04,367.59,376.28,357.81,363.88,359.16,,,359.17,350.65,356.98,358.80,344.45,338.37,336.39,336.02,340.50,340.50,341.17,342.52,336.00,340.18,344.53,340.01,340.22,321.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.18,297.06,282.62,315.14,,,,,,,,,,,,363.63,304.92,329.79,332.33,354.52,366.14,291.61,330.20,323.13,354.64,367.46,353.75,,302.53,304.60,309.94,326.70,353.00,333.12,320.36,,,,,,,,,,,,279.27,,,370.37,284.51,363.73,365.00,,,,,,337.82,333.00,303.80,289.59,260.42,358.05
2013-06-23 22:02:10.678000,L8,357.03,354.37,354.01,362.25,365.20,353.82,362.67,358.70,344.92,341.54,356.14,341.23,334.18,341.31,347.39,351.54,340.99,314.82,294.61,324.93,311.61,304.44,295.77,318.72,328.65,313.54,334.22,349.31,346.31,347.60,338.80,336.14,345.03,341.09,374.87,356.15,340.49,328.89,312.85,357.94,345.39,351.49,359.51,352.38,315.23,333.38,295.37,310.23,318.42,331.71,349.74,326.82,331.82,382.40,360.24,305.58,,,,,,310.98,323.72,352.28,360.39,358.15,336.65,345.62,346.38,344.80,344.50,350.11,,340.27,340.50,345.38,342.15,349.70,,,,,,,,,,,,,,,,,,,367.94,392.01,396.62,317.80,340.13,341.93,340.23,335.50,,,269.63,297.08,,,,,,,,,,,307.52,333.57,276.74,357.13,,,,,,,,,,,,345.82,,,,,,,,,,,,,,,,,,,284.67,,,,,,,,286.81,264.67,,320.67,343.05,342.71,308.39,296.98,349.60,348.19
2013-07-18 21:56:02.364000,L8,344.14,351.12,359.35,361.81,362.21,357.15,363.64,365.10,365.96,378.30,377.10,366.71,373.01,365.75,375.30,356.12,343.84,327.52,292.90,313.15,312.00,300.53,292.88,305.21,325.62,314.13,323.28,345.26,350.86,354.31,344.67,339.03,354.54,331.54,367.86,357.43,335.41,324.31,317.28,350.41,340.10,343.54,359.90,341.41,303.99,318.56,294.06,304.17,308.62,323.60,330.46,330.19,337.50,362.81,336.56,313.11,,,,,307.65,317.10,324.45,340.30,354.82,347.41,317.45,328.00,320.54,331.18,314.53,318.46,308.88,337.19,335.91,328.24,334.08,326.16,340.82,,,,,,,,,,,,,,,,,325.37,311.45,294.69,328.51,307.66,290.00,295.79,,,,,288.02,299.74,298.48,324.92,,,,,,,,,,,,355.46,,,,,,,,,,,,,,,298.14,308.36,323.96,320.11,308.27,,,,,,,,,,,,284.39,,,,,,,,,,,,,,,,,
2013-07-25 22:02:13.906000,L8,348.75,358.79,357.22,359.60,357.48,352.04,362.18,351.13,340.04,350.37,356.88,350.18,342.29,343.80,346.06,350.29,345.61,315.78,307.76,324.27,321.10,306.38,302.61,321.56,328.96,312.26,328.65,350.52,358.92,345.50,343.07,340.45,350.77,345.86,368.61,355.81,337.31,331.58,315.50,283.35,,370.53,411.66,352.86,318.74,348.91,298.22,326.45,326.98,337.87,348.81,331.94,335.69,356.09,338.66,312.13,,,,347.00,344.29,367.73,363.07,373.06,373.56,413.25,416.64,331.77,334.86,341.32,332.61,344.00,342.90,397.88,369.22,337.56,346.55,349.50,340.47,346.35,,,344.45,341.01,335.78,339.56,356.20,388.88,,,326.84,354.31,365.67,365.22,369.44,363.81,362.99,355.63,351.24,346.97,328.56,346.48,322.54,311.33,320.00,307.80,279.98,299.12,305.99,332.46,,,,,,,,,,,,359.65,292.61,,,,,,,,,,,,,342.06,313.14,348.93,400.01,402.28,396.26,386.19,386.94,377.31,,,,,,,,350.02,286.55,,,,,,,,288.52,265.59,,335.52,342.71,338.67,312.36,293.42,276.29,269.48
2013-08-26 22:02:18.205000,L8,,,,,,,,,,,,,,,,,368.61,374.32,377.74,394.16,396.28,394.00,398.59,,,,,,,,,,,,,381.66,391.41,358.30,342.61,,,,,,,,,,,,,,,,,,,413.99,410.81,398.97,399.16,401.66,397.41,373.48,386.63,387.74,382.38,353.01,389.69,390.58,356.78,399.42,397.67,396.65,379.27,397.29,399.09,397.55,400.45,403.15,369.15,392.26,351.79,396.27,396.22,403.37,,386.59,367.00,411.55,,,408.98,405.77,388.70,392.32,404.72,358.69,352.10,379.81,387.16,384.85,378.41,375.13,355.14,,396.21,362.92,367.31,370.19,395.91,390.28,382.90,347.12,375.97,364.24,387.29,380.89,388.23,399.27,,,,,,,,,397.81,396.45,389.34,402.65,370.96,399.21,392.84,396.39,401.31,386.93,394.00,395.74,359.53,378.25,388.78,347.56,351.57,386.65,356.12,369.14,391.65,395.33,369.26,392.64,335.62,383.14,329.80,,,358.52,373.05,353.09,338.79,336.35,391.57,,,,,,,
2013-10-06 21:55:57.648000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.10,,,,,,,,,386.06,399.28,402.12,403.34,412.57,410.68,419.39,416.44,410.27,383.63,382.78,,,,,,409.69,396.11,379.62,390.58,375.32,378.42,387.54,372.37,406.06,,,,,,,,,,,,,,,399.75,395.49,,,,,,,,411.38,404.16,399.82,392.37,388.16,392.50,387.54,379.34,,,,,,,,,,,,,,,,,,,,,,,,413.39,388.46,387.97,382.89,393.68,,,403.17,404.52,394.55,403.14,403.08,,,,368.71,368.73,371.40,367.07,399.25,,,,,,,398.06,,,415.65,387.21,,,400.33,383.76,382.97,385.72,,,,,,,
2013-10-29 22:01:58.276000,L8,343.81,320.73,340.89,354.13,344.67,339.72,352.32,329.03,324.10,353.12,362.05,333.27,329.26,356.75,349.04,356.86,346.37,300.26,294.83,312.93,299.94,298.67,303.28,305.69,330.19,304.58,341.82,348.37,352.03,346.38,350.61,341.98,346.43,332.92,360.26,350.71,328.84,350.34,309.19,353.59,355.84,353.98,327.61,348.05,,363.44,295.96,304.73,314.47,345.92,319.00,358.28,336.84,365.45,345.94,,,,,,,,,,,,349.43,292.99,306.55,325.82,298.51,316.10,,,,,,,,,333.37,322.79,328.19,327.34,351.84,353.32,349.41,349.14,340.07,339.18,341.81,343.47,342.92,341.21,332.00,320.70,317.91,315.06,320.22,310.04,309.31,306.42,297.14,286.07,273.08,261.22,342.10,288.50,325.78,355.71,317.27,349.51,342.45,339.07,281.72,278.71,298.28,290.12,339.21,339.05,310.81,,339.36,363.25,323.76,323.88,,308.44,,,339.89,325.97,347.15,,,,,,,,,345.78,340.92,320.21,337.48,333.37,327.84,327.29,322.41,327.46,328.92,315.42,284.56,,327.05,,,360.97,,335.35,313.77,,,,323.17,333.52,304.28,291.94,276.32,276.73
2013-11-14 22:01:57.437000,L8,342.16,352.77,350.28,341.38,360.44,321.78,352.91,365.51,366.65,359.36,359.45,344.82,369.03,325.28,359.52,357.97,358.76,321.42,348.32,318.86,308.93,313.67,304.10,311.01,314.13,345.67,337.48,345.43,354.32,353.22,352.38,352.91,344.36,321.91,358.41,353.61,335.91,325.53,315.73,353.58,358.96,364.52,368.23,347.17,324.83,365.75,354.32,345.12,316.59,342.04,324.96,365.60,351.62,361.85,362.12,356.73,314.76,346.56,359.78,335.86,327.02,307.23,354.06,357.42,357.47,352.00,321.95,339.01,328.71,346.85,342.94,345.97,349.24,345.42,352.67,321.29,355.44,333.17,340.10,332.59,332.75,328.90,355.06,353.28,353.13,356.03,349.99,348.67,,,,,,,,,,,,,,260.19,298.04,284.96,266.82,260.25,278.40,294.45,350.59,359.42,278.29,330.61,319.46,306.81,274.80,273.54,290.09,289.84,335.55,323.84,302.74,,354.10,353.84,352.24,343.81,314.12,317.86,345.64,333.69,345.27,347.84,352.44,351.94,333.92,287.62,,335.19,352.92,333.56,352.44,330.72,358.60,338.74,342.21,336.97,330.49,,,,,,306.24,,267.13,318.14,289.08,344.63,325.07,315.74,,,,,,,,,,
2013-12-16 22:01:45.949000,L8,,,,,,,328.49,338.39,343.72,352.76,342.78,323.29,313.11,289.14,326.66,,,,,,,,383.79,352.86,343.55,288.22,311.60,323.57,344.88,347.25,350.32,,,,374.27,320.28,,,,363.12,289.46,327.44,304.46,306.73,,302.90,310.04,,,,,,,,,,,,,,,,,,,,293.87,303.72,302.09,313.60,300.23,296.33,284.21,301.46,350.39,327.30,320.52,317.62,320.03,332.12,326.97,323.75,326.63,328.72,327.98,331.39,348.09,346.87,330.42,331.63,337.61,336.58,339.66,336.59,331.20,318.65,319.30,312.95,316.42,307.96,305.59,302.12,294.47,284.83,271.67,265.86,,,,310.76,,,,,,,,,,,,,370.97,370.24,321.33,,,,,,,,,,,,,,,,,325.21,340.54,318.18,322.89,316.81,315.19,315.07,313.32,317.39,318.89,310.81,,,,,,,,309.06,,,,,,,,,,
