dates,satname,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0051,nzd0467-0052,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0049,nzd0467-0050,nzd0467-0127,nzd0467-0015,nzd0467-0029,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0036,nzd0467-0037,nzd0467-0038,nzd0467-0039,nzd0467-0042,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0071,nzd0467-0072,nzd0467-0133,nzd0467-0035,nzd0467-0134,nzd0467-0034,nzd0467-0040,nzd0467-0041
2011-03-28 22:04:02.070000,L5,345.99,341.27,340.49,340.38,335.87,334.22,340.17,342.85,343.10,346.10,344.50,351.63,346.06,352.06,352.96,295.55,280.93,274.89,275.42,278.28,272.15,274.45,352.61,351.45,350.94,348.98,343.69,345.04,343.07,333.65,332.01,332.66,332.70,328.72,321.95,322.16,330.88,331.71,325.16,324.88,332.31,314.26,332.74,336.69,341.69,348.07,349.27,353.36,360.71,368.44,361.23,352.63,356.29,353.19,348.80,340.17,331.15,332.90,336.37,338.66,338.85,340.21,348.43,357.27,354.31,357.48,353.55,349.43,351.34,341.35,342.05,336.28,328.74,329.47,326.33,320.58,317.60,310.35,317.15,313.13,305.77,309.08,323.14,311.21,306.15,302.05,291.40,290.90,290.22,353.31,346.11,349.55,355.80,347.21,347.74,353.55,351.33,349.26,348.59,349.27,352.35,346.12,349.81,292.09,294.65,302.37,304.05,352.57,356.93,,297.50,,,,,,,,,,,348.13,348.48,349.08,353.19,358.51,354.30,314.08,327.38,338.22,,311.78,,,
2013-06-05 22:16:15.001000,L8,393.39,372.55,370.43,372.67,374.69,370.75,361.85,345.60,353.60,363.00,350.38,361.68,372.53,366.60,361.48,329.79,367.64,282.74,348.40,363.07,361.07,357.84,356.38,362.08,354.65,328.59,349.14,354.69,345.43,353.43,352.13,349.65,336.71,332.81,333.31,328.76,319.82,342.75,344.28,278.55,344.94,359.66,344.53,359.49,363.55,359.85,383.32,381.48,389.73,358.93,351.87,337.96,364.61,347.29,342.92,337.04,324.59,339.39,320.90,315.31,312.07,317.57,314.60,335.99,318.98,312.48,331.59,349.35,346.96,350.45,348.77,319.56,342.91,335.77,335.58,314.19,311.50,300.90,304.35,302.48,295.95,293.26,296.41,289.32,291.03,292.49,286.22,286.34,287.79,356.09,353.61,350.80,354.44,352.21,368.45,368.97,329.92,299.76,290.79,367.65,357.71,343.56,324.25,282.48,,,,307.28,296.49,343.85,318.85,,,,,,368.62,369.74,364.17,356.83,371.81,368.22,356.14,366.07,302.93,307.56,303.14,339.45,338.54,358.88,361.58,357.16,360.46,335.69,
2013-07-07 22:16:11.966000,L8,321.10,313.41,308.67,311.97,312.38,319.34,326.62,323.89,324.27,329.21,326.98,333.07,322.07,325.30,328.39,,325.02,318.42,326.70,325.59,327.76,334.02,330.38,332.30,,,316.33,316.45,317.81,317.86,314.45,317.11,314.39,305.79,304.14,,,,,,260.81,280.21,309.37,318.82,322.81,323.00,327.98,329.77,338.43,335.90,328.09,328.24,326.37,324.17,317.31,314.41,310.67,317.71,318.16,311.52,318.15,315.30,324.60,331.52,326.00,316.48,308.90,314.13,313.47,318.42,317.76,313.92,314.28,316.75,310.88,308.16,303.59,281.21,298.34,297.43,284.26,292.85,293.13,293.71,289.61,287.60,283.10,279.95,282.03,325.31,320.36,320.25,323.56,320.78,,,,,,,,,,279.10,,,,,,313.47,,,,,,,,,,,,,,,,,,,,315.75,,304.03,,,
2013-07-23 22:16:10.674000,L8,321.59,318.11,314.67,314.17,313.95,322.00,322.50,324.15,325.53,326.16,327.14,333.45,322.04,325.05,331.92,321.37,326.08,325.03,328.51,328.71,327.64,334.51,332.04,329.44,329.37,321.18,319.70,316.53,317.50,317.85,315.46,315.18,312.95,308.33,307.19,301.46,303.51,302.88,,,305.57,292.57,315.08,319.91,326.00,323.30,327.03,335.56,339.11,336.26,330.69,326.39,321.73,321.60,319.06,317.22,310.33,315.77,318.83,315.03,311.70,319.69,318.64,332.95,326.86,315.82,305.12,306.72,317.16,318.53,313.06,311.76,314.92,312.88,312.18,306.03,302.43,278.29,298.98,284.56,283.79,292.79,297.50,288.62,289.14,287.13,281.44,267.32,279.38,322.89,325.26,323.73,325.74,325.15,322.18,328.59,329.33,307.43,293.20,327.17,318.18,,313.24,,,,,317.71,308.29,,,,,,,,,,,,,322.83,328.08,330.49,314.04,312.21,309.49,,,314.45,,,,,
2013-08-08 22:16:13.474000,L8,,,,,,,,,,,,,,,,,,,296.30,305.21,313.88,325.11,312.77,323.76,,316.04,317.43,315.86,315.97,316.05,311.73,313.10,311.23,306.12,301.18,299.44,302.63,,,,290.44,279.51,308.12,315.71,321.40,316.83,324.03,327.27,333.72,335.69,327.17,324.28,325.88,318.93,318.61,312.65,315.77,319.06,321.65,320.16,342.47,337.90,321.53,330.17,328.59,313.73,327.57,328.66,347.24,351.72,348.18,321.92,314.43,312.61,314.90,350.74,354.43,350.92,340.99,342.01,351.21,297.12,306.51,295.66,314.60,291.05,288.40,296.21,286.44,336.06,319.51,317.60,315.08,325.52,,,,,,,,,268.34,298.78,,,,,,341.20,,,,,,,,,,,,,,,,,,,,337.54,,353.75,,,
2013-09-25 22:16:04.975000,L8,324.83,311.13,326.49,310.00,304.40,332.27,331.87,326.54,329.75,330.67,328.35,331.13,326.38,325.55,342.64,317.57,328.67,277.31,327.35,348.25,345.37,350.00,341.71,347.88,354.69,324.98,318.73,316.31,331.76,323.56,313.32,320.87,320.23,331.64,312.62,303.42,312.18,281.82,,,304.00,288.11,314.26,329.96,335.53,334.27,342.90,347.65,347.26,345.25,335.66,329.85,327.50,347.94,325.18,329.54,327.63,308.07,321.27,327.94,314.47,319.64,322.17,340.92,338.61,310.15,322.88,302.42,312.83,320.12,313.78,309.88,304.82,309.07,303.65,304.17,288.25,286.49,291.58,287.91,280.52,286.78,291.94,286.34,292.28,285.69,279.94,278.96,282.79,,399.69,396.62,397.32,402.57,,,,333.23,326.95,324.51,312.71,287.80,267.07,280.06,,,,327.10,,,317.00,,,,,,,,,,,,,320.63,324.15,322.59,336.26,,,403.62,,401.41,,,
2013-10-11 22:16:05.328000,L8,338.65,338.64,330.50,328.28,331.24,326.16,341.25,343.99,344.18,336.14,338.09,343.98,337.98,337.75,340.33,335.86,344.39,345.22,347.66,344.63,356.87,351.48,348.33,351.54,348.91,334.50,330.66,333.95,332.78,336.65,328.56,321.84,319.59,319.70,315.27,322.71,320.72,311.32,316.40,312.55,312.01,303.25,322.82,331.21,332.08,333.91,347.71,348.16,345.79,356.08,341.93,338.36,352.32,329.13,330.87,328.94,327.10,319.93,327.63,322.53,328.13,340.29,336.92,339.65,339.46,336.00,340.85,327.28,329.02,330.76,330.56,326.35,313.93,314.75,307.54,308.49,296.50,289.16,293.41,291.02,284.91,290.29,293.30,290.09,291.11,285.92,284.06,282.29,282.09,340.74,328.02,327.24,332.71,342.60,351.53,348.11,345.97,347.20,341.70,340.69,333.35,329.95,333.29,279.36,,,,347.82,352.06,,333.64,353.25,,,,,,,330.23,332.17,357.12,293.74,338.85,340.68,346.24,357.59,363.29,293.80,317.63,324.25,,,,338.52,353.81
2013-10-27 22:15:55.590000,L8,314.10,313.01,305.66,306.15,305.84,307.78,313.93,313.87,318.03,317.92,319.15,321.82,319.85,319.74,323.64,315.57,319.25,282.58,323.22,322.39,323.70,330.75,327.34,323.90,,319.32,316.88,314.42,316.12,314.98,311.46,309.36,311.15,305.87,302.15,299.45,303.45,,,,,290.48,305.44,318.15,314.36,341.82,331.31,335.82,347.89,403.38,,,,,,,,,309.35,306.62,312.04,320.87,313.03,319.09,315.96,312.09,311.29,305.14,312.49,306.40,263.13,291.15,300.59,302.17,293.96,284.75,282.94,283.98,285.58,272.85,277.55,280.74,276.59,275.16,277.14,274.05,270.72,267.61,278.21,,,,,,,,,,,,,313.43,312.22,,,,,,,,309.02,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12 22:15:55.951000,L8,345.91,333.77,329.69,327.17,326.07,326.52,330.73,333.04,333.48,335.46,337.05,346.95,342.22,335.17,339.30,333.77,354.23,359.90,346.07,343.34,343.95,348.92,345.38,341.28,355.20,351.70,342.07,336.69,335.75,327.51,323.96,321.06,319.58,334.60,319.89,318.09,321.35,312.72,307.15,311.68,312.07,308.70,327.74,345.04,335.66,354.13,350.61,351.79,347.04,363.56,351.50,337.13,337.08,330.26,341.30,331.71,322.76,326.98,328.68,331.56,342.60,341.90,334.84,339.57,343.69,348.80,333.02,341.42,329.10,329.47,328.79,340.87,317.57,313.83,311.59,308.61,304.61,294.81,297.79,305.06,294.25,298.05,300.60,292.28,294.27,290.81,286.39,287.29,287.74,335.22,327.83,327.48,328.31,337.22,355.58,358.34,340.90,347.64,362.39,350.74,339.25,331.41,331.94,284.44,,,,354.41,342.35,,332.93,341.27,,327.14,321.39,324.99,,327.37,332.26,335.10,335.93,338.40,337.45,346.44,356.91,348.22,364.94,,309.31,331.62,335.82,,325.23,344.30,361.87
2013-12-30 22:15:37.096000,L8,319.29,317.88,313.36,312.85,312.81,317.87,320.95,324.25,325.05,325.52,326.36,324.82,326.92,328.66,333.23,322.93,328.02,327.25,328.13,326.48,329.34,338.55,335.53,329.38,332.56,324.32,321.94,324.21,323.24,320.48,318.83,316.68,315.04,310.76,307.69,307.96,310.81,300.98,302.60,,306.24,302.27,319.57,323.03,327.76,329.07,331.07,341.32,338.69,351.28,342.29,335.61,336.63,324.71,319.38,313.38,311.17,315.77,322.39,321.97,323.99,338.83,330.27,352.04,350.16,330.62,335.61,323.91,324.80,326.22,324.03,343.43,310.83,313.98,306.32,305.16,296.51,291.61,296.87,299.71,294.74,297.63,293.39,293.14,294.17,287.15,288.61,288.70,289.20,351.95,350.82,325.03,327.53,325.25,328.77,335.56,323.69,333.24,328.80,331.86,330.79,324.05,321.10,287.74,,293.49,305.96,332.51,333.15,358.19,321.19,,,,,,,,,,,324.95,283.29,327.92,335.11,330.34,340.62,,,321.28,,313.28,,,
2014-03-20 22:14:37.534000,L8,316.70,315.12,308.61,310.64,308.49,311.35,312.68,317.50,316.80,321.89,322.63,320.06,319.92,324.81,327.05,294.86,285.77,278.58,280.91,279.69,275.74,275.60,325.53,329.48,325.84,316.30,317.48,315.25,315.57,314.93,314.02,310.85,310.25,306.52,301.48,300.76,300.43,296.06,295.86,,297.63,289.54,306.03,317.34,318.70,319.43,325.32,327.45,333.62,343.54,338.42,332.46,328.90,324.38,315.17,309.63,306.56,309.22,319.10,316.63,320.54,318.35,325.73,328.80,329.67,325.25,327.64,321.92,323.42,322.35,320.64,318.03,310.42,314.20,305.09,303.99,297.44,289.11,293.34,298.59,290.68,294.79,293.27,292.64,289.41,287.55,284.52,282.72,287.03,325.60,319.62,322.16,324.98,322.57,317.99,328.74,273.19,330.49,325.89,324.06,325.00,311.64,312.74,282.50,,,,320.56,323.67,312.63,292.69,,,,,,,,,,,321.26,324.68,325.24,329.77,321.98,327.25,,,319.69,,293.86,,,
2014-05-23 22:13:42.455000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.03,275.84,272.70,286.38,295.05,282.10,259.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-11 22:14:15.733000,L8,314.14,311.59,303.92,309.63,312.90,311.02,318.18,321.90,317.67,322.93,324.76,328.02,322.62,324.00,329.22,308.63,323.25,319.46,288.34,323.69,284.96,334.04,286.21,329.99,,316.33,318.77,318.06,319.23,316.95,314.66,313.04,312.68,308.26,303.72,303.05,303.92,288.11,,,299.17,294.32,309.00,319.63,323.33,321.38,330.60,328.89,334.63,335.13,332.78,330.72,324.20,318.24,317.62,312.44,310.42,312.97,316.54,307.13,316.44,312.95,319.90,324.47,321.26,309.52,313.09,304.78,316.07,316.41,311.72,310.69,313.31,314.23,309.13,302.03,299.02,278.58,293.48,293.68,274.28,291.33,293.29,290.03,286.56,285.55,280.08,272.35,277.35,,,,,,,,,328.52,325.25,323.09,319.68,278.57,316.83,277.48,,,,,,,311.90,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27 22:14:17.177000,L8,312.01,308.89,300.76,306.99,307.90,308.41,315.74,317.45,314.49,319.07,322.09,325.11,321.11,323.21,326.07,313.17,322.82,319.18,324.42,322.43,284.22,330.58,323.28,327.55,326.95,317.19,317.84,315.39,316.58,315.23,311.66,311.38,310.64,307.32,302.78,300.80,302.55,292.77,,,299.07,291.11,309.61,318.19,323.04,317.78,328.75,327.87,329.50,333.96,331.13,326.84,322.72,316.61,317.58,309.55,307.81,307.17,311.96,305.82,307.58,312.02,314.05,322.79,318.53,303.50,313.35,288.54,316.11,315.35,312.95,305.17,307.56,307.44,304.06,299.12,284.15,269.26,287.26,274.09,280.92,286.88,286.43,284.50,285.61,278.25,275.90,263.13,,327.63,323.85,322.38,324.31,321.79,,,,328.69,325.64,323.36,316.62,297.36,316.75,,,,,,,,315.44,,,,,,,,,,,324.91,325.26,324.21,316.53,,,,,314.01,,,,,
2014-09-28 22:14:20.662000,L8,320.02,318.76,319.15,318.15,319.31,316.97,323.48,325.09,324.30,325.07,343.71,358.87,329.57,332.46,336.86,288.16,274.53,275.12,276.87,277.24,275.84,270.95,360.47,354.41,355.66,327.64,323.96,328.69,352.11,336.09,332.43,321.71,315.01,312.44,328.30,320.42,315.08,311.03,345.67,331.50,311.89,308.46,324.49,336.13,330.15,328.74,350.50,359.12,363.28,361.71,344.54,341.50,330.82,350.10,343.33,333.32,328.62,343.11,341.88,316.90,352.97,353.40,342.28,344.33,353.65,347.29,343.80,351.82,349.97,347.72,349.04,316.11,312.60,313.73,312.36,305.49,301.04,284.46,296.24,295.98,287.10,294.42,300.56,290.02,290.61,288.87,284.82,281.77,284.32,333.83,327.86,326.18,328.42,341.36,302.22,332.65,342.04,334.15,336.24,333.51,331.11,325.02,325.76,280.19,,,,330.50,334.02,,291.74,336.99,,,,,,,318.79,325.65,326.79,334.53,334.38,336.01,335.94,333.72,333.74,338.34,334.16,325.61,,,,322.20,332.58
2014-11-15 22:14:25.347000,L8,315.63,310.94,309.85,310.19,308.44,308.52,314.94,315.11,316.83,320.19,321.46,321.84,320.31,324.30,327.59,315.48,324.40,321.83,324.29,323.00,311.99,,,,,324.83,320.17,320.87,335.47,,,,,,,,,,,,,,,,,,,,,,,,,,358.39,335.32,298.78,,,,,,,,,326.68,321.15,323.27,322.99,321.49,318.90,308.48,303.81,307.09,301.58,296.96,295.42,275.98,286.99,291.44,287.93,,370.06,347.13,371.22,392.21,,,,,,,,,,,,,,391.07,400.96,396.90,321.19,,,,,,,,315.54,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01 22:14:24.062000,L8,323.67,322.80,323.86,321.06,393.18,390.48,400.60,388.96,327.78,329.67,334.45,335.94,335.13,335.81,347.65,331.92,343.09,338.59,342.19,337.67,338.20,342.03,343.17,337.35,342.13,330.04,333.77,329.32,329.24,326.82,324.94,322.32,318.63,314.44,311.55,312.67,315.50,310.02,308.84,308.97,312.44,307.54,324.73,330.51,331.29,331.06,332.06,344.89,340.22,353.96,348.02,338.09,336.92,324.25,321.91,323.15,318.58,322.78,329.21,328.98,322.54,333.00,337.56,336.00,339.61,343.97,334.68,338.45,328.28,329.76,336.17,321.13,317.09,312.97,312.03,308.51,306.05,291.65,300.10,302.53,292.52,297.26,298.89,290.76,292.04,289.56,284.38,284.53,284.15,333.69,330.73,327.43,329.03,339.29,345.02,343.00,340.26,338.23,337.93,338.64,333.75,332.87,329.33,280.92,,,,332.47,340.07,,329.82,338.79,,,,,,,,312.04,328.05,337.60,337.77,343.27,336.96,334.58,335.41,300.80,307.93,324.09,,,,320.98,332.25
2015-01-02 22:14:14.716000,L8,312.34,311.03,307.42,306.50,305.62,305.57,308.14,311.31,311.23,314.57,316.91,313.48,314.59,320.49,324.11,313.34,315.97,312.12,317.60,313.55,314.84,319.23,314.27,314.53,,323.66,322.13,318.46,320.38,319.57,318.81,318.49,313.60,310.31,305.78,303.36,301.66,294.26,270.09,265.33,301.44,298.47,314.77,322.48,325.16,322.52,323.47,335.81,332.59,344.86,342.72,337.07,334.12,321.79,314.90,310.43,306.82,310.30,320.09,318.82,318.60,322.62,323.97,331.60,331.54,337.79,327.78,327.24,326.04,324.80,328.91,313.65,312.39,312.16,311.62,306.61,301.87,293.71,299.07,299.45,291.07,296.60,298.15,290.63,290.42,289.40,285.18,284.15,285.91,330.80,327.57,326.01,324.91,325.50,,,,332.27,331.57,329.84,326.95,326.36,321.91,283.06,,,,326.26,329.92,,291.52,,,,,,,,,,,319.15,327.45,327.04,327.17,327.13,327.67,,,318.09,,,,,
2015-01-18 22:14:12.454000,L8,305.02,304.18,301.23,297.47,290.63,,,,,,,,,,,,,,,,,,,,,,,,,,,288.60,302.72,300.24,282.76,266.79,286.04,,,,284.27,275.95,298.22,303.68,307.35,306.52,308.35,321.76,320.98,331.17,328.12,321.72,321.27,305.38,299.11,298.86,295.55,300.93,306.01,306.36,306.79,312.40,310.01,320.19,319.18,314.01,315.77,309.14,316.97,316.80,314.09,304.16,302.42,303.39,300.00,296.29,292.10,285.32,288.86,284.54,283.48,287.61,287.68,284.68,286.13,282.12,279.42,278.83,280.22,,,,,,,,,,,,,,,277.42,,,,,,,,,,,,,,,,,,313.87,320.89,312.74,302.74,313.07,318.52,,,,,,,,
2015-02-19 22:14:01.458000,L8,316.40,314.58,311.25,307.86,308.08,307.00,312.83,322.25,318.83,321.35,323.65,324.30,324.36,329.62,334.08,320.84,318.48,302.97,322.93,315.81,321.13,322.47,322.46,316.59,,326.32,321.20,315.73,317.50,318.07,316.39,314.68,313.29,308.32,305.50,302.28,305.77,302.05,297.41,290.05,305.27,298.27,316.00,321.50,322.22,319.17,324.74,335.26,329.82,343.69,342.58,330.94,329.48,316.84,313.95,309.96,306.33,309.19,318.88,318.75,318.74,323.58,324.58,331.85,332.59,343.49,332.56,328.58,328.05,325.26,332.12,317.70,313.12,311.88,309.80,306.09,303.10,288.63,296.39,297.70,287.98,295.38,297.68,289.49,289.46,289.16,283.34,282.57,284.07,334.43,331.69,330.88,331.51,329.35,,,,334.50,333.43,334.51,329.37,328.88,324.54,279.14,,,,333.74,340.06,,311.51,,,,,,,,,,,331.01,333.82,333.37,334.98,338.83,336.87,,,323.43,,,,,
2015-03-07 22:13:53.954000,L8,314.94,315.10,312.11,310.65,311.58,308.84,314.23,320.98,318.55,322.97,325.95,324.60,324.36,328.78,334.02,319.64,325.10,323.77,326.17,325.97,325.80,333.81,333.05,329.46,331.86,324.50,320.77,316.81,315.64,316.71,314.02,313.35,311.51,308.02,304.76,303.70,305.31,299.06,296.86,289.85,304.77,299.92,315.77,319.90,320.34,321.18,326.84,335.16,328.05,341.94,346.26,328.91,332.43,318.91,317.42,310.45,308.67,308.53,315.11,317.03,317.47,321.49,324.22,338.31,339.05,350.16,349.44,327.99,326.23,325.16,343.20,318.32,315.51,312.67,311.84,307.39,303.85,294.45,299.74,300.59,294.08,297.41,298.84,291.00,292.27,288.78,284.22,285.76,284.07,335.43,332.65,329.02,345.09,329.77,328.51,332.25,332.39,331.86,331.15,330.84,326.32,328.45,322.44,280.38,,,,332.95,334.30,,319.26,284.66,,,,,,,,315.29,323.33,331.28,332.65,331.68,332.13,333.84,335.28,277.09,298.11,323.43,,,,320.13,329.20
2015-04-24 22:13:32.133000,L8,323.65,320.87,325.56,322.70,324.73,317.86,325.38,346.93,346.18,364.67,350.65,355.27,356.37,360.50,358.02,286.66,276.80,276.34,278.90,276.22,273.99,270.73,357.44,360.56,352.88,334.37,341.18,336.11,343.16,345.06,350.01,327.77,336.98,334.51,323.83,316.82,328.07,312.23,306.81,293.59,315.57,312.31,330.06,333.05,332.57,330.78,355.04,354.77,359.58,358.94,355.89,337.68,334.74,327.00,341.29,331.23,327.99,326.42,323.41,321.87,320.70,337.36,338.64,341.60,353.29,355.02,351.40,341.71,347.60,350.31,347.23,323.98,319.80,315.66,317.28,312.22,312.05,302.48,304.74,303.34,298.38,301.36,312.33,294.48,298.49,292.94,290.04,290.93,288.86,345.94,334.00,351.58,351.79,343.08,336.04,341.24,341.98,337.30,341.67,346.84,338.83,328.21,331.36,287.43,,,,342.43,340.04,341.11,291.61,337.28,,,,,,,,,,337.61,338.14,348.74,338.13,335.43,341.03,,,338.02,,,,,
2015-06-11 22:13:28.321000,L8,301.54,288.85,296.84,297.75,299.61,304.03,312.37,315.54,316.77,320.65,323.76,325.95,323.07,327.44,334.52,310.14,329.48,325.23,326.64,326.59,334.28,339.48,334.89,336.27,,328.86,341.44,349.95,336.66,339.91,329.71,337.21,336.27,314.21,319.39,318.14,324.47,321.63,298.58,,310.78,305.27,323.49,332.86,335.88,331.44,350.82,349.98,343.17,339.54,340.71,334.92,328.14,347.00,349.22,333.80,324.59,344.27,322.72,320.15,319.33,318.85,332.53,344.89,329.09,338.81,316.09,326.29,328.62,343.98,325.05,320.21,319.46,317.67,314.70,313.04,307.87,298.03,302.46,297.65,294.10,297.26,300.45,295.86,293.52,300.15,285.96,284.56,286.78,333.15,330.94,329.32,329.17,338.64,,,,296.21,287.61,333.82,,,317.37,283.06,,,,314.83,302.15,,,,,,,,,,,,,330.36,336.94,336.55,295.30,310.33,302.08,,,334.80,,,,,
2015-06-27 22:13:34.068000,L8,322.53,320.36,326.52,325.05,329.85,325.37,332.86,338.57,339.96,340.17,343.19,345.14,338.94,341.99,351.44,333.57,346.87,285.39,343.97,341.09,340.24,349.10,346.51,336.18,344.43,330.52,334.18,333.74,330.59,327.59,326.64,324.61,326.88,314.65,317.05,311.57,315.28,312.15,301.21,,312.50,310.38,322.71,332.49,332.63,330.09,351.09,348.54,344.41,341.59,345.91,339.61,332.45,326.83,335.28,326.34,325.99,323.67,326.97,323.03,321.33,324.27,333.53,333.10,331.56,329.15,328.83,327.00,326.44,329.69,325.13,320.32,319.80,318.55,324.50,313.34,313.56,302.88,304.97,299.48,298.01,299.49,310.39,296.77,314.72,292.16,286.87,284.43,283.29,336.81,331.79,330.78,341.43,340.51,333.12,333.54,338.10,302.37,283.71,337.74,334.40,,322.56,283.26,,,,300.32,298.15,,332.60,,,,,,,,,,,343.37,340.24,347.36,288.03,308.93,305.76,,,332.28,,325.39,,,
2015-07-29 22:13:49.622000,L8,317.46,314.67,313.02,312.83,312.37,311.03,322.60,324.48,324.99,325.03,333.30,325.92,324.82,330.62,335.45,326.41,328.50,325.87,326.11,324.14,325.86,335.23,326.75,328.37,330.86,324.90,321.65,320.37,318.76,316.67,314.30,315.03,315.32,309.06,304.30,302.33,308.69,303.08,,,305.69,304.99,316.67,320.42,322.57,324.35,330.77,333.59,328.79,335.56,335.21,329.53,326.91,319.47,318.30,311.82,312.16,309.63,316.86,315.01,313.26,315.67,318.32,326.90,320.05,316.83,323.09,316.08,323.04,323.40,320.05,318.09,315.10,314.04,313.52,311.14,305.00,295.96,301.23,293.98,291.43,296.45,296.22,294.95,296.56,289.33,286.12,283.63,283.79,328.97,326.21,326.55,329.39,326.22,322.49,323.95,,331.11,334.84,329.36,317.85,,317.34,282.78,,,,324.14,331.75,,316.26,,,,,,,,,,,332.90,334.55,334.09,329.13,327.00,330.19,,,321.23,,,,,
2015-10-01 22:14:13.730000,L8,304.98,304.22,292.18,299.38,295.78,299.88,308.10,308.29,310.40,309.77,314.17,269.99,309.74,315.01,317.52,,311.93,314.55,312.39,315.37,316.73,320.89,315.07,291.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.69,299.90,301.76,287.70,303.59,302.21,296.65,288.35,290.42,291.94,298.25,292.67,280.42,274.84,279.21,272.77,271.97,275.37,277.97,277.78,280.64,277.66,266.51,262.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-17 22:14:14.235000,L8,317.30,313.94,310.62,308.99,309.38,310.01,316.48,317.77,321.02,320.96,323.38,324.82,319.45,322.87,328.91,322.58,326.18,325.48,324.80,325.22,325.49,331.76,329.92,329.75,328.32,321.03,318.31,315.54,313.99,313.34,311.05,306.71,308.32,304.87,301.72,299.08,300.54,297.41,294.97,,303.59,294.81,306.62,317.05,318.81,322.36,325.43,328.34,327.22,334.50,331.89,322.82,317.79,307.00,313.91,309.12,305.44,305.13,310.57,308.55,308.99,310.35,316.15,320.31,319.06,315.88,309.42,316.03,313.95,317.52,309.79,306.11,306.09,302.23,303.64,297.01,295.32,278.62,286.85,284.28,278.23,287.06,289.81,285.89,285.50,286.23,279.74,277.40,279.90,,,,,,325.57,323.37,329.72,329.76,329.84,327.48,323.54,320.33,315.53,278.34,,,,310.35,325.26,,318.01,,,,,,,,,,,325.70,330.29,327.13,326.86,324.66,320.57,,,,,,,,
2015-11-18 22:14:20.859000,L8,321.16,316.76,314.11,313.00,312.83,313.25,321.32,319.70,322.53,324.10,326.17,326.49,323.08,330.69,333.98,321.30,326.71,328.21,326.00,327.34,331.16,334.96,334.41,333.49,327.25,322.93,319.65,320.45,317.45,317.40,315.00,311.62,311.44,307.12,305.01,301.74,305.25,301.61,296.86,285.68,307.71,299.43,313.69,320.59,322.12,328.03,328.51,333.52,334.91,341.32,341.23,330.83,321.57,314.47,315.63,311.55,308.87,308.68,319.60,316.42,319.76,318.13,323.64,329.39,329.15,338.22,348.81,323.77,322.19,324.58,318.78,318.93,311.14,305.15,305.51,301.86,299.22,287.62,291.01,290.40,284.94,293.03,294.27,291.77,289.01,289.14,282.89,282.47,283.73,319.66,316.54,320.72,326.58,326.85,326.42,325.28,330.18,331.10,330.51,328.61,326.59,330.27,328.08,279.89,,,,,328.55,,317.55,,,,,,,,,,,327.80,332.33,330.24,325.79,323.72,,,,317.45,,,,,
