dates,satname,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0051,nzd0467-0052,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0049,nzd0467-0050,nzd0467-0127,nzd0467-0015,nzd0467-0029,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0036,nzd0467-0037,nzd0467-0038,nzd0467-0039,nzd0467-0042,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0071,nzd0467-0072,nzd0467-0133,nzd0467-0035,nzd0467-0134,nzd0467-0034,nzd0467-0040,nzd0467-0041
2004-08-15 21:57:13.549000,L5,,,295.51,314.16,304.79,312.92,317.18,318.31,,,,,,,,,,,,,,,,,,,306.60,306.63,311.85,301.74,305.13,304.85,310.68,301.68,297.41,290.80,292.26,,,,294.38,290.83,310.56,323.06,321.03,322.04,337.98,343.86,339.75,328.37,336.40,327.08,321.75,288.78,313.52,309.72,309.57,313.86,299.74,305.76,303.37,302.04,288.40,322.56,307.88,309.31,296.20,288.15,266.66,286.16,298.35,308.40,315.32,317.34,314.13,306.57,307.61,281.06,297.37,280.40,281.97,288.32,294.64,283.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-18 21:58:47.729000,L5,315.55,313.59,304.06,303.99,311.93,316.19,328.90,323.63,326.88,326.66,328.74,327.02,320.01,323.17,328.50,307.09,322.52,329.47,330.91,332.43,287.88,342.66,340.38,337.47,,318.00,315.84,313.78,310.57,323.92,321.46,318.70,319.68,315.68,312.03,307.57,301.45,292.47,,,298.05,293.04,314.69,323.68,325.02,335.56,335.26,339.51,336.38,338.79,329.56,328.82,316.90,309.23,314.86,319.17,317.14,319.17,323.60,318.47,323.62,315.68,311.89,323.73,325.92,317.30,312.16,301.99,315.27,324.65,324.35,317.35,314.27,317.88,314.79,307.63,293.90,272.78,272.91,274.39,265.09,273.90,283.84,291.54,290.98,289.82,282.66,279.12,274.42,,,,,,,,,,,,,,,278.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-23 22:00:55.316000,L5,326.02,332.19,324.85,324.17,320.81,328.05,336.94,336.87,339.38,343.63,339.96,345.27,332.33,337.28,341.76,330.28,334.85,337.89,343.32,337.78,346.16,346.47,349.98,344.39,346.37,334.00,336.79,330.51,329.10,330.69,334.65,331.63,331.57,325.71,323.15,323.56,323.82,320.72,313.18,,316.39,310.81,330.58,337.96,337.46,343.54,346.36,354.64,354.12,362.16,348.44,341.26,341.14,346.12,336.79,332.64,336.99,336.07,341.32,341.79,339.94,345.89,344.96,351.80,349.28,348.97,351.29,342.86,341.54,339.80,346.29,346.29,332.76,329.30,326.31,315.47,316.07,295.06,299.75,295.75,292.60,293.82,298.79,301.87,300.57,306.56,293.01,291.50,288.36,341.88,344.49,342.01,343.19,347.60,339.04,336.31,339.16,332.96,342.42,347.81,340.64,321.80,335.97,289.31,293.79,292.70,287.91,,,,330.69,,,,,,,,,,,,,,,,,,,340.63,,327.28,,,
2005-03-11 22:01:07.710000,L5,328.47,330.75,327.76,327.64,326.31,327.79,335.20,334.01,341.01,338.67,345.34,341.31,336.50,336.23,342.66,338.01,333.94,287.73,344.23,287.59,344.01,346.14,346.52,349.54,345.61,335.06,335.62,334.60,331.44,329.74,335.58,331.26,329.92,325.22,322.75,320.96,324.22,321.87,311.55,,320.19,312.10,330.01,338.43,337.99,345.85,351.50,357.20,356.63,357.42,345.67,337.89,336.83,341.22,336.11,333.53,334.45,334.81,338.51,338.02,337.80,340.64,341.25,349.59,352.23,352.34,351.45,341.58,342.94,345.98,345.52,339.65,320.34,323.25,320.82,313.92,308.23,280.74,288.99,289.11,282.46,287.17,294.15,292.89,289.93,290.06,286.12,287.88,287.45,343.02,347.29,351.62,350.10,346.62,344.05,332.18,339.19,337.08,349.22,349.98,342.97,326.47,337.22,282.72,,,,,348.91,,325.93,,,,,,,,,,,,,,,,,,,336.72,,335.83,,,
2005-04-12 22:01:18.889000,L5,338.52,332.94,334.72,326.88,329.93,328.22,339.59,340.42,338.24,344.22,342.87,348.87,341.23,345.93,349.60,299.43,340.41,343.22,343.86,346.75,342.56,352.49,347.87,348.36,348.09,342.13,337.34,343.06,336.01,335.27,337.21,327.56,333.62,332.37,329.70,330.97,325.88,326.42,318.86,303.02,320.91,316.70,329.59,340.77,341.67,350.22,355.26,354.85,361.28,367.14,351.65,342.71,346.42,346.93,339.67,344.04,334.12,337.52,339.57,346.38,344.14,349.43,347.00,358.32,358.58,357.31,346.79,342.40,340.97,337.93,343.04,340.37,324.11,329.13,329.45,321.39,315.43,300.20,304.44,300.39,280.92,295.36,301.80,295.96,294.86,290.78,288.87,285.64,284.10,346.55,347.74,347.24,344.28,344.51,345.64,343.40,347.21,341.36,356.36,357.69,347.83,292.26,340.79,284.28,,,,,348.41,,331.23,,,,,,,,,,,,,,,,,,317.62,337.13,,,,,
2005-05-14 22:01:30.335000,L5,336.02,335.14,333.66,327.94,330.12,333.07,334.51,346.55,336.89,342.56,340.68,349.51,343.75,348.26,344.46,,334.96,334.73,348.34,346.00,346.74,351.00,347.94,349.40,342.73,341.10,338.66,342.95,339.63,348.50,335.20,344.56,334.97,329.46,332.62,327.06,328.56,326.49,325.61,,333.12,313.15,334.96,349.09,334.58,352.41,356.11,364.00,367.45,367.51,356.99,354.86,348.51,362.32,350.71,340.99,346.44,339.23,345.54,345.76,347.87,344.02,352.53,363.34,355.14,364.06,342.96,336.79,346.32,338.67,352.58,340.79,330.07,338.76,334.12,322.45,319.12,303.71,304.97,297.81,296.55,300.91,311.38,302.90,301.22,294.10,291.87,280.23,281.16,360.37,358.32,357.85,360.33,351.69,,,,337.00,354.68,362.40,349.36,296.80,339.96,284.10,,,,,,,,,,,,,,,,,,,,,,,,,,352.63,,323.59,,,
2005-05-30 22:01:39.338000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.47,292.44,292.18,294.99,329.23,328.94,333.54,334.78,339.28,331.24,328.77,310.62,318.41,309.21,306.35,314.31,307.34,305.26,311.07,302.82,283.74,283.53,306.38,307.51,302.43,278.36,268.18,284.71,308.13,307.64,306.83,308.77,315.15,302.67,301.84,277.14,293.98,265.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-05 22:02:17.195000,L5,311.55,308.24,301.22,304.71,301.31,303.05,311.05,307.55,307.54,309.07,311.95,320.59,,,,,,,,315.80,318.91,318.34,313.91,,,319.77,320.63,318.60,321.18,320.50,315.85,311.37,311.58,308.96,305.26,304.01,303.49,306.33,,,306.13,293.39,307.38,317.06,318.02,325.49,331.37,330.69,338.01,345.55,341.68,333.62,331.73,321.82,324.49,321.67,309.52,313.41,316.56,313.49,307.67,317.34,311.32,330.17,334.82,328.46,316.81,308.58,321.05,321.24,315.80,309.68,301.56,308.32,306.13,294.44,293.33,288.13,279.13,283.34,267.89,281.29,285.90,286.29,274.79,277.45,279.43,271.48,270.29,,,,,,,,,,324.99,316.31,315.73,282.22,281.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-06 22:02:22.875000,L5,327.38,325.79,341.01,337.54,339.92,341.97,351.61,343.54,348.78,335.14,333.35,338.66,333.02,336.30,338.07,342.18,350.53,357.36,354.15,354.99,354.16,354.42,347.97,337.91,342.04,330.59,332.03,350.13,346.04,346.15,344.48,340.00,342.77,339.47,317.41,316.30,318.75,317.11,314.61,312.62,337.47,321.34,336.87,346.98,347.39,358.68,343.58,344.48,347.34,356.46,341.17,335.57,332.17,343.42,348.04,344.89,344.17,343.32,348.50,349.39,337.83,338.21,336.93,344.01,343.52,344.99,338.51,345.15,356.52,350.39,353.45,351.97,337.88,334.00,322.01,303.53,297.89,284.78,279.73,287.71,278.69,295.39,308.46,302.02,304.59,305.20,302.33,294.73,289.49,337.36,338.04,353.72,356.49,358.63,336.90,337.27,337.80,345.77,342.64,340.77,335.69,330.23,332.74,282.97,,,,322.40,356.43,,332.61,,,,,,,,,,,333.88,339.70,351.25,343.89,340.16,347.30,298.31,312.59,349.54,,344.23,,,
2006-02-10 22:04:39.000000,L5,333.45,332.86,328.67,326.62,328.96,324.93,332.89,335.39,336.57,344.48,337.78,351.20,335.78,345.88,340.49,331.04,332.28,332.32,337.28,331.79,332.24,345.10,340.63,343.57,352.71,333.24,333.75,332.15,332.64,325.02,328.16,330.56,329.51,326.21,324.62,322.88,336.24,319.15,317.27,,319.45,307.66,322.11,336.83,343.52,341.18,342.60,357.43,356.63,362.14,348.50,333.86,334.04,333.71,331.13,326.55,322.86,330.09,341.92,341.50,339.76,344.82,344.85,354.38,350.29,345.08,332.46,338.24,334.37,335.76,332.13,336.71,330.25,324.88,321.97,312.91,314.63,296.51,301.26,291.85,285.42,291.90,300.13,295.87,293.52,293.27,289.86,287.70,285.14,337.21,342.11,340.76,343.62,345.50,338.44,,,337.95,349.86,345.27,347.77,334.94,337.15,284.60,,,,334.20,358.98,,327.66,,,,,,,,,,,,336.40,336.38,321.20,320.31,324.81,,,333.71,,314.53,,,
2006-02-26 22:04:59.098000,L5,337.37,336.93,334.21,330.48,330.00,331.44,344.30,344.96,351.59,351.61,350.67,351.52,348.64,343.74,343.81,335.13,340.51,339.53,339.24,354.54,288.92,359.67,354.55,356.26,352.26,335.11,333.44,333.76,332.90,332.64,331.00,339.89,343.79,340.90,333.29,334.64,331.28,333.18,317.18,,319.78,312.64,326.78,346.43,347.15,355.68,358.52,362.66,364.74,368.99,344.35,340.35,339.25,346.77,331.67,328.58,327.01,341.92,349.75,352.01,348.96,359.44,356.76,363.66,350.57,346.47,344.94,340.97,340.88,336.84,340.02,351.86,340.27,335.68,337.06,325.22,324.27,307.11,294.03,300.13,289.59,299.92,300.52,302.46,301.61,307.98,314.11,312.26,317.15,346.10,345.94,346.40,350.96,348.88,352.72,342.35,340.96,350.72,358.16,359.47,355.80,343.04,339.93,313.37,316.72,324.52,312.12,340.30,357.45,332.20,335.94,329.04,,,,,,,,,,339.89,339.71,338.86,330.91,332.76,343.34,,,349.43,,348.68,,,
2006-07-04 22:07:05.212000,L5,334.27,333.69,322.15,313.20,315.89,318.38,327.92,332.25,339.23,337.43,352.54,279.68,346.99,334.86,343.42,,346.66,305.22,362.58,305.28,350.17,353.39,346.74,341.55,,341.68,350.61,356.72,339.77,342.90,329.07,336.06,344.69,323.31,320.48,322.35,350.39,322.84,,,325.31,313.23,345.18,335.09,343.48,369.77,380.11,355.97,357.48,355.55,337.69,344.02,313.49,351.37,343.87,336.65,335.18,337.22,341.22,321.56,347.96,333.47,348.26,371.64,349.83,334.65,328.98,288.84,290.47,311.87,306.65,322.90,331.97,333.52,360.93,347.10,311.55,300.99,307.21,289.74,289.82,299.18,312.68,302.93,301.84,295.20,288.62,267.84,263.70,,,,,,,,,352.14,354.00,347.03,338.66,,335.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-21 22:07:43.467000,L5,354.58,354.30,353.82,344.88,353.41,335.37,338.30,338.42,341.42,342.65,346.06,344.79,348.16,359.94,366.84,357.64,353.94,358.80,348.15,342.77,347.55,348.18,347.76,345.58,345.63,356.73,350.55,353.92,346.94,335.28,330.64,327.90,326.31,318.90,319.55,321.40,321.18,334.52,325.33,306.51,332.68,323.19,323.39,332.26,334.58,339.16,348.43,348.47,354.74,368.36,361.63,352.46,357.10,353.63,355.45,343.89,327.38,333.98,335.63,334.61,319.76,333.90,338.38,359.93,367.66,354.37,346.46,320.76,350.27,352.29,331.80,318.20,318.79,330.68,320.58,318.86,311.22,307.22,310.34,317.53,299.19,304.87,313.57,323.93,292.61,299.95,286.31,294.20,283.92,359.43,365.69,367.96,359.45,339.32,339.95,351.86,353.70,338.73,346.11,345.12,344.24,288.99,344.61,289.01,,,,,351.70,,353.37,,,,,,,,,,,,,,,,,,335.19,334.95,,326.02,,,
2006-10-24 22:08:26.357000,L5,,,,,,,,,299.67,311.97,315.42,332.84,328.84,318.98,319.19,324.95,328.81,330.37,329.84,330.59,328.43,326.99,291.59,340.24,338.66,326.30,328.62,321.15,311.30,312.59,310.14,313.42,318.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.20,312.23,310.13,323.84,315.40,318.33,304.08,289.09,302.20,305.78,298.09,286.16,274.05,273.49,275.16,278.49,276.44,283.12,279.35,290.20,289.06,280.74,270.46,279.57,338.96,329.64,322.93,328.52,331.76,,,,293.25,339.46,335.39,330.50,303.74,329.36,279.79,,,,282.32,315.05,,326.91,,,,,,,,,,,,,,,,292.01,,,325.00,,,,,
2006-12-11 22:08:52.184000,L5,347.93,342.41,335.25,322.00,321.35,320.67,326.71,327.06,328.76,333.21,344.74,349.46,342.06,347.13,347.77,330.26,329.60,329.80,335.46,332.38,335.56,337.00,337.08,350.55,350.44,341.10,344.45,341.25,327.93,329.71,326.66,324.79,325.72,319.01,316.54,330.40,328.45,327.29,320.23,309.65,311.16,305.66,322.26,332.33,333.99,337.99,343.21,355.43,362.21,368.09,361.40,356.35,347.23,348.03,335.28,324.47,321.26,320.24,328.59,330.26,325.13,336.43,351.52,363.20,362.68,357.28,352.24,347.59,351.96,331.40,332.52,328.79,312.97,316.41,309.21,301.04,310.83,295.44,301.30,299.51,291.09,295.65,302.80,292.86,294.36,290.65,287.87,282.67,275.74,345.52,346.25,345.21,341.25,337.43,342.26,346.58,345.67,334.44,340.44,352.21,347.99,333.43,341.60,278.56,,,,327.09,341.65,,339.14,,,,,,,,,,,334.40,344.57,333.78,315.38,317.28,319.05,308.90,325.10,328.48,,,,,
2007-02-13 22:09:11.063000,L5,333.95,339.53,335.52,339.55,333.52,332.24,338.57,342.48,330.48,337.20,336.18,340.65,334.79,338.03,339.35,337.06,339.69,343.00,290.98,343.16,345.91,340.63,337.23,339.36,341.22,336.34,338.73,339.90,340.78,335.99,335.15,334.97,330.89,319.88,317.38,316.62,318.34,320.54,310.70,309.29,326.12,321.52,332.74,346.21,340.43,339.12,339.88,345.07,347.76,359.95,342.24,342.02,354.26,350.93,338.93,336.46,334.32,338.12,343.18,334.81,335.35,342.68,338.59,347.82,345.38,346.30,354.94,350.41,349.50,352.55,350.55,349.11,334.16,319.54,320.36,311.33,306.20,294.65,294.53,298.09,301.32,304.43,309.95,308.76,306.40,302.15,298.49,284.41,284.29,357.54,361.34,360.15,360.30,355.87,341.62,339.62,336.42,337.60,341.28,343.61,340.48,331.51,333.97,282.56,,294.94,296.49,325.35,347.32,286.26,336.09,,,,,,,,,,,,343.28,343.65,332.72,342.81,328.89,,322.13,345.82,,,,,
2007-09-09 22:07:21.190000,L5,327.33,324.07,317.04,314.13,320.90,334.33,343.21,344.63,351.22,350.71,356.94,362.26,350.59,354.31,374.52,353.99,361.56,347.88,347.29,342.62,343.82,339.43,340.07,,,364.28,359.43,347.97,344.54,346.27,353.61,394.46,372.34,,,343.17,247.83,339.05,332.80,320.64,326.08,317.08,339.76,340.76,357.46,373.18,371.00,379.68,383.62,380.37,371.18,350.41,347.34,356.97,346.84,342.87,338.71,341.67,354.08,354.28,364.74,353.65,371.84,366.32,367.13,357.16,351.75,344.47,361.12,352.18,360.22,362.77,332.68,334.15,359.14,,,,,,294.35,290.35,306.83,361.67,363.88,374.86,364.75,358.72,288.87,348.53,348.33,344.01,350.46,350.92,,,,365.81,381.17,372.46,369.42,351.11,372.99,284.04,,,,340.55,375.72,,347.12,,,,,,,,,,316.16,334.30,309.42,327.30,330.10,341.94,311.78,321.22,331.37,338.27,,,,,
2008-02-16 22:04:45.714000,L5,337.70,335.41,326.75,328.03,326.13,329.25,332.56,337.04,335.59,344.41,344.07,348.42,342.10,346.85,352.28,325.68,333.18,339.42,337.64,340.86,341.28,341.18,345.74,348.17,345.22,342.00,337.88,333.46,332.58,328.75,329.78,328.80,326.56,323.83,324.99,327.17,327.04,331.53,320.88,,316.16,308.03,325.69,336.02,332.92,341.79,347.87,354.67,360.97,365.06,357.17,349.55,348.16,344.34,335.11,327.57,331.14,333.30,335.54,336.05,345.27,351.57,349.37,357.08,354.65,357.05,351.27,342.03,333.73,335.92,337.01,340.05,319.25,324.54,332.39,323.12,314.76,307.20,304.39,312.57,300.08,299.49,307.43,297.66,304.38,292.72,288.16,287.70,296.16,349.78,342.80,342.90,344.13,341.75,336.72,,,347.17,350.12,350.76,350.95,340.19,343.65,291.75,300.09,298.87,300.52,333.94,348.05,,,,,,,,,,,,,335.61,338.93,339.38,326.68,344.20,337.23,,,335.60,,,,,
2008-10-29 21:57:48.288000,L5,329.86,339.78,336.30,333.65,332.99,333.24,341.45,337.60,326.75,328.54,334.08,335.32,333.04,332.28,333.25,344.29,346.06,347.84,349.38,349.23,348.27,339.70,340.33,337.64,339.47,333.19,338.05,340.57,339.50,335.59,336.72,334.31,333.33,320.42,313.42,315.70,314.83,318.83,310.65,315.50,332.33,316.09,334.93,343.21,344.80,338.60,343.22,342.43,346.66,355.45,342.51,339.27,353.47,349.81,342.44,340.59,338.02,338.56,343.75,330.59,333.02,339.66,336.59,342.51,340.54,343.18,352.19,351.21,348.88,342.75,342.74,342.78,332.26,319.54,316.51,311.01,305.17,290.54,291.68,297.27,299.09,302.93,311.78,308.85,309.22,304.31,294.88,283.97,284.98,341.78,344.48,345.15,354.15,353.79,339.02,336.32,333.57,337.26,340.08,336.06,334.18,324.98,333.22,283.38,,,,336.79,346.02,,338.33,,,,,,,,,,,332.52,340.13,338.33,333.36,347.81,338.28,305.42,327.10,341.33,,326.38,,,
2008-11-14 21:57:28.308000,L5,319.21,315.05,311.77,311.98,311.02,313.77,320.33,317.70,319.15,322.48,318.87,324.66,316.68,320.23,328.34,,,,322.62,314.60,318.49,293.87,307.68,,,316.82,316.74,318.67,322.14,319.64,320.43,319.96,315.29,312.98,308.45,302.35,302.02,299.66,288.94,,302.79,299.99,317.60,325.81,328.94,334.87,337.78,334.98,336.19,344.40,334.52,332.74,325.70,320.81,320.90,318.55,317.82,318.48,327.03,327.70,325.93,325.81,327.78,333.89,335.59,335.45,327.32,320.69,324.06,324.38,324.48,322.28,314.34,313.48,312.16,300.44,289.63,279.55,278.07,283.03,272.68,278.05,294.69,294.86,291.23,289.59,283.79,282.22,281.90,,,,,,,,,328.26,331.19,325.79,320.31,303.22,311.77,278.56,,,,319.17,337.32,,,,,,,,,,,,,,,320.76,308.18,327.79,328.43,,,,,,,,
2009-01-01 21:58:55.309000,L5,340.87,329.94,329.43,322.51,326.06,326.50,331.86,336.27,339.15,343.88,344.74,348.23,339.82,347.72,350.77,329.56,334.15,334.88,337.94,333.70,339.46,347.03,351.53,345.77,346.70,336.65,335.82,332.19,331.87,329.44,329.05,324.42,331.45,331.04,329.72,327.03,329.39,325.97,319.93,303.94,317.60,310.70,325.76,332.18,339.26,347.99,350.86,357.17,357.07,365.66,355.70,344.73,342.33,339.47,330.18,328.45,325.19,327.56,336.45,343.20,342.45,350.49,349.00,353.06,356.26,354.61,342.16,341.40,336.99,333.35,337.38,335.67,326.71,333.55,327.96,323.21,320.34,308.67,316.12,306.24,304.16,301.75,301.80,302.09,302.06,299.01,292.33,299.72,295.00,345.20,344.10,345.43,346.49,342.86,337.95,347.84,340.08,348.90,354.59,353.29,351.84,341.78,342.89,297.78,298.46,301.83,295.65,339.55,355.24,,331.58,,,,,,,,,,,334.05,336.53,334.80,333.13,341.37,340.53,307.05,313.42,332.40,,321.88,,,
2009-01-17 21:59:20.568000,L5,336.33,335.08,333.25,325.90,320.56,325.94,328.32,330.73,330.15,333.02,341.02,344.40,338.79,342.22,347.95,324.08,333.62,334.77,334.53,334.55,336.20,335.33,334.10,345.37,348.48,341.49,343.26,333.10,330.41,321.62,327.70,322.34,326.66,319.30,318.59,324.14,327.52,321.43,323.27,306.54,315.57,306.72,321.22,330.49,330.21,337.11,339.05,352.68,353.77,363.74,354.70,347.40,345.99,342.47,329.59,329.39,323.99,325.99,332.86,334.30,331.10,345.91,348.22,353.05,354.55,350.38,351.14,343.88,336.24,334.31,334.97,332.89,320.87,326.14,317.54,326.10,318.73,306.83,315.03,306.45,305.11,302.77,308.63,303.09,304.07,299.55,296.21,289.72,297.92,349.35,351.72,340.41,346.09,339.17,337.88,,,335.44,346.12,347.11,345.66,331.76,341.56,310.69,316.54,324.28,323.54,337.00,345.34,330.64,331.36,,,,,,,,,,,,337.54,337.51,323.74,336.82,339.33,305.24,322.02,335.91,,326.72,,,
2009-12-03 22:04:43.760000,L5,375.59,359.55,349.92,346.00,338.88,330.21,335.86,332.40,336.43,342.45,342.73,343.91,342.05,342.65,351.55,330.05,336.88,336.14,339.43,333.66,337.90,335.58,343.65,341.05,337.44,369.94,346.69,337.31,333.18,332.11,329.29,325.04,324.15,331.32,328.04,327.20,328.42,324.52,319.23,308.15,317.54,311.42,328.53,335.79,336.02,346.75,352.97,357.63,359.80,366.06,356.18,348.05,340.43,343.70,333.28,328.63,329.99,331.54,337.20,337.82,342.50,349.75,348.67,357.08,358.63,357.90,350.62,341.23,340.04,334.17,340.06,336.57,321.68,324.20,325.14,320.99,315.27,300.53,306.09,303.38,294.04,297.94,299.14,297.93,297.72,298.28,288.26,288.14,292.17,352.26,341.67,336.57,342.96,343.81,337.09,,,350.50,351.44,353.14,351.30,345.25,346.79,292.21,294.06,301.92,289.59,340.55,349.62,,333.95,,,,,,,,,,,335.86,336.76,337.98,336.37,343.55,345.81,309.78,313.43,335.63,,312.87,,,
2010-12-22 22:04:05.307000,L5,345.10,343.29,340.02,321.84,323.17,321.85,328.97,332.94,331.57,334.13,341.13,349.24,337.15,343.85,347.83,,299.01,329.48,336.69,325.79,338.79,333.07,334.93,343.77,344.27,345.89,351.65,346.10,331.41,328.58,328.27,326.99,328.30,321.94,323.65,331.47,330.94,328.40,319.70,256.81,314.61,305.80,325.82,333.26,335.22,339.52,339.50,359.97,362.92,370.73,360.69,353.56,349.55,351.31,330.75,328.06,325.57,330.81,336.21,337.54,335.21,352.12,356.31,361.95,362.37,360.71,357.25,353.08,340.41,339.01,340.02,336.56,325.13,323.79,317.37,332.34,324.28,313.92,313.81,316.69,304.98,313.59,306.75,304.80,301.09,296.16,290.96,288.80,290.12,360.24,358.40,347.64,350.48,345.92,,,,346.06,349.77,356.86,351.78,345.35,348.56,300.46,303.22,304.70,300.60,348.71,352.09,,,,,,,,,,,,,332.93,348.57,342.67,340.03,346.68,351.25,254.48,,339.90,,,,,
2011-01-07 22:04:08.243000,L5,337.50,334.22,328.83,324.48,328.21,329.55,330.45,334.99,340.84,343.68,342.64,346.59,340.88,346.76,351.40,331.72,340.20,343.13,341.00,339.42,339.06,349.73,351.08,349.90,348.37,340.74,338.91,334.18,336.47,331.89,332.32,328.62,334.15,332.22,329.74,329.76,332.57,328.80,323.02,309.07,319.69,311.85,330.55,336.63,339.37,349.20,349.83,359.05,359.37,366.68,358.66,351.01,343.93,339.28,330.90,327.66,326.33,329.47,336.92,344.67,346.31,351.59,353.84,357.47,359.01,357.42,346.86,347.47,342.14,340.53,345.84,340.28,326.78,336.82,331.62,342.15,341.69,359.50,364.23,301.49,283.14,291.95,303.61,303.60,305.55,297.57,290.81,295.74,296.34,351.51,347.66,350.65,351.60,350.21,340.79,348.96,344.51,352.80,350.92,351.45,351.26,340.64,346.72,289.32,297.79,298.00,293.86,346.09,357.24,,330.68,,,,,,,,,,,332.75,343.10,346.15,343.02,348.55,347.60,306.89,316.06,339.75,,313.57,,,
2011-01-23 22:04:08.795000,L5,,,,,,,,,,,,,,,,,,,,,,322.56,326.46,340.14,341.62,330.55,330.48,328.98,328.81,330.68,324.74,325.55,331.42,325.99,319.85,319.01,323.63,326.42,313.79,296.71,309.55,306.97,318.91,330.38,338.18,345.86,344.84,352.49,343.73,349.30,340.56,330.06,333.32,326.71,328.63,323.68,319.58,315.97,327.70,326.55,327.09,329.77,332.24,342.58,349.30,337.40,336.38,328.27,327.48,329.90,321.09,321.41,316.62,326.90,292.77,,,,,,,,,,,,,,,,,,,,319.77,,,344.30,341.56,345.56,338.97,329.60,334.79,,,,,341.39,350.69,,,,,,,,,,,,,,327.27,329.92,331.20,338.94,338.37,268.58,,,,,,,
2011-02-08 22:04:11.186000,L5,330.78,334.74,332.54,328.25,330.61,342.08,344.70,348.70,348.83,349.41,352.46,352.65,336.54,340.78,346.54,338.86,337.33,340.43,354.80,356.10,356.00,357.95,357.37,358.40,356.91,340.49,339.33,337.97,333.62,341.88,343.60,343.62,343.90,341.91,337.83,336.37,329.82,320.60,318.75,319.25,321.42,316.55,339.40,347.77,349.29,359.05,358.28,363.32,361.48,358.32,347.87,341.08,339.24,344.51,334.14,333.47,341.27,343.63,347.64,348.65,349.78,355.60,353.23,349.23,348.16,348.98,343.06,340.55,338.69,334.87,353.34,352.28,345.76,340.68,334.97,329.08,327.18,299.92,303.91,302.38,292.27,301.74,306.07,305.92,321.23,317.06,307.13,301.28,308.72,342.45,342.13,339.74,341.15,355.84,315.91,343.20,341.76,356.30,356.64,357.71,345.71,333.75,339.04,300.18,309.18,296.12,296.90,360.97,364.33,,335.74,,,,,,,,,,,339.01,347.08,343.62,340.11,352.84,361.70,308.16,322.97,350.59,,333.74,,,
