dates,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0072,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0133,nzd0467-0134,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0049,nzd0467-0050,nzd0467-0051,nzd0467-0052,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0127,nzd0467-0015,nzd0467-0042,nzd0467-0071,nzd0467-0029,nzd0467-0039,nzd0467-0040,nzd0467-0041,nzd0467-0038,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0034,nzd0467-0035,nzd0467-0036,nzd0467-0037
2009-01-01 21:58:55+00:00,312.0,319.29,313.11,310.44,309.21,313.58,,315.16,304.49,306.4,313.08,312.5,310.24,310.56,313.66,314.77,296.09,316.75,326.51,324.59,322.05,317.03,311.86,298.12,,,,,,,309.84,320.16,311.22,295.51,,309.79,317.25,320.19,319.41,320.68,318.84,315.58,310.32,298.42,296.07,293.34,,294.48,,205.83,249.12,307.34,301.14,322.08,324.35,327.76,321.12,325.45,325.17,328.32,335.15,329.57,325.73,336.22,323.96,323.15,320.45,316.76,317.74,322.74,310.97,310.79,318.74,319.05,323.97,325.51,322.37,330.16,322.68,320.96,323.3,319.64,317.47,308.94,300.26,298.84,290.02,282.64,274.35,277.11,280.39,280.76,287.82,293.49,291.75,292.44,287.65,281.41,268.32,266.2,320.14,319.66,323.88,331.53,,311.14,230.1,296.22,315.08,317.34,314.86,318.27,314.42,324.38,270.92,269.09,276.49,267.43,239.36,,,,,,,,,,,,,,,,
2009-01-17 21:59:20+00:00,323.08000000000004,319.29,320.76,316.20500000000004,313.23,318.81,324.37,321.04,316.875,317.83,313.08,312.5,310.24,324.685,313.66,321.475,314.495,322.425,326.51,328.325,327.5,326.78499999999997,322.71000000000004,312.9866666666667,341.44,332.53,,,335.8,337.77,321.965,320.16,311.22,314.235,336.91,309.79,317.25,324.3,319.41,320.68,318.84,315.58,310.32,307.625,307.03,307.155,,306.1,,205.83,249.12,308.395,303.28499999999997,322.08,324.35,327.76,327.86,332.12,325.17,328.32,335.15,329.57,325.73,336.22,323.96,323.15,320.45,318.115,317.74,322.74,310.97,310.79,318.74,319.05,323.97,325.51,322.37,330.16,322.68,320.96,323.3,319.64,317.47,308.94,300.26,298.84,305.865,298.695,288.525,292.58000000000004,291.79999999999995,290.115,296.81,298.88,295.04499999999996,295.72,292.085,285.72,277.58,280.84000000000003,320.14,319.66,323.88,331.53,,311.14,230.1,310.19000000000005,325.255,327.445,326.195,329.33,325.235,324.38,290.20500000000004,291.59,297.89,267.43,239.36,329.09,,,,,,,,,,,,,,,
2009-12-03 22:04:43+00:00,307.34,294.02,294.52,290.77,,,,,311.72,316.61,318.9,322.98,312.45,321.44,322.56,,,,,,,,,,,,,,,312.62,317.52,330.85,328.72,319.45,320.9,325.02,315.92,314.59,314.74,313.35,312.42,307.04,307.64,311.1,305.14,305.67,303.25,296.85,,188.42,239.31,296.59,296.76,314.08,319.74,321.61,330.31,330.67,342.39,341.61,344.98,339.28,329.65,317.9,301.95,312.48,310.56,311.19,313.67,322.09,322.07,321.04,328.14,328.19,,,,326.72,318.65,,320.65,,310.91,298.56,308.29,306.93,302.76,296.22,284.46,288.65,287.7,275.46,279.66,284.33,284.38,285.49,282.14,274.05,271.08,277.06,330.79,323.52,318.45,323.71,324.11,309.82,224.93,305.33,320.21,319.09,312.58,324.24,325.26,333.14,274.81,279.2,287.36,267.28,228.9,,,,,,,,,,,,,,,,
2011-01-07 22:04:08+00:00,,,,,,,324.42,331.1,334.66,336.71,337.37,339.55,279.92,342.37,340.79,295.68,337.21,331.15,337.55,334.73,335.09,344.7,344.5,342.1,342.33,,,,331.2,338.79,339.21,,344.02,338.15,339.28,333.74,333.84,332.19,332.98,,,323.31,,325.45,324.25,,,321.69,315.71,,,312.9,307.72,328.01,331.22,,344.92,343.77,,,,,344.11,,332.9,325.41,322.32,,,,,,,,,,,,,,,,,323.21,,,,,,,,,,,297.26,302.07,290.67,288.1,287.91,289.21,,,,,,331.95,237.24,336.15,342.93,343.73,342.78,352.25,350.17,346.01,286.94,292.43,296.57,284.64,253.55,320.85,,,,,,,,,,,,,,,
2011-02-08 22:04:11+00:00,320.25,321.87,318.59,315.39,322.77,330.56,328.985,333.68,336.34000000000003,337.29999999999995,337.37,338.33000000000004,279.92,336.71500000000003,336.315,309.78999999999996,332.845,326.085,341.745,338.815,340.205,347.325,345.345,343.46500000000003,342.105,,,,328.78,336.685,336.13,347.8,336.985,329.53,333.93499999999995,331.495,331.03,328.695,327.395,335.47,334.32,327.24,333.71,327.025,325.34000000000003,324.87,313.15,315.69,310.945,,,309.275,308.65,330.03,334.21500000000003,339.9,347.12,346.16999999999996,353.83,347.34,347.39,338.7,338.175,331.04,331.36,325.12,324.06,329.27,333.19,337.24,338.27,338.33,343.33,339.94,,,336.24,333.08,329.81,325.71,329.56,342.42,339.15,327.01,327.97,323.5,319.04,311.42,289.59,293.24,292.65,284.72,293.78,295.57,298.65,304.645,297.39,292.615,290.475,293.04999999999995,330.68,329.49,327.87,331.17,343.38,331.79999999999995,237.29000000000002,331.135,341.16499999999996,347.01,345.375,351.615,347.52,346.47,290.725,294.31,292.875,282.645,249.38,320.85,,224.55,,,,,,,,,,,,,
2011-03-28 22:04:02+00:00,320.25,321.87,318.59,315.39,322.77,330.56,328.985,333.68,336.34000000000003,337.29999999999995,337.37,338.33000000000004,279.92,336.71500000000003,336.315,293.29,332.845,326.085,341.745,309.0466666666667,340.205,347.325,345.345,343.46500000000003,342.105,,272.04,,328.78,336.685,336.13,347.8,336.985,329.53,333.93499999999995,331.495,331.03,328.695,327.395,335.47,334.32,327.24,333.71,327.025,325.34000000000003,324.87,313.15,315.69,310.945,,,309.275,308.65,330.03,334.21500000000003,339.9,347.12,346.16999999999996,353.83,347.34,347.39,338.7,338.175,331.04,331.36,325.12,324.06,329.27,333.19,337.24,338.27,338.33,343.33,339.94,,,336.24,333.08,329.81,325.71,329.56,342.42,339.15,327.01,327.97,323.5,319.04,311.42,289.59,293.24,292.65,284.72,293.78,295.57,298.65,304.645,297.39,292.615,290.475,293.04999999999995,330.68,329.49,327.87,331.17,343.38,331.79999999999995,237.29000000000002,331.135,341.16499999999996,347.01,345.375,351.615,347.52,346.47,290.725,294.31,292.875,282.645,249.38,298.89,284.51,224.55,273.71,258.35,246.38,277.75,256.56,264.84,248.04,257.24,247.99,250.27,248.12,259.39,270.43
2013-06-05 22:16:15+00:00,317.73,312.92,306.06,310.26,309.77,314.54,315.51,315.37,317.58,318.61,320.05,320.23,316.23,318.87,318.75,293.37,322.82,316.93,320.94,282.48,324.14,,324.91,322.38,318.75,,,,,,,324.32,318.66,,307.34,316.05,317.36,311.61,311.23,311.71,309.15,311.19,310.64,303.2,300.34,297.66,298.62,295.07,270.02,186.05,234.49,294.08,288.98,311.32,314.13,314.87,317.96,325.73,336.83,330.99,332.45,322.49,320.98,322.96,320.9,312.26,306.38,297.25,300.55,,,,,,,,,312.87,307.66,309.01,312.98,313.76,305.22,310.02,310.97,304.02,296.14,291.43,281.78,287.23,,270.87,,,,,271.19,266.9,266.75,265.53,,,,,,,228.09,,,,,,324.28,320.83,261.25,264.26,272.76,251.36,220.33,,,,,,,,,,,,,,,,
2013-07-07 22:16:11+00:00,315.95000000000005,309.845,304.22,306.90999999999997,309.89,312.70500000000004,315.78,315.845,317.09000000000003,318.88,320.365,320.925,316.20500000000004,318.815,317.53499999999997,293.37,319.875,312.03,320.925,299.875,322.255,327.94,321.555,323.24,318.75,,,,,,,324.32,318.66,,307.34,308.375,313.3,310.445,309.8,310.9,307.575,308.91999999999996,307.875,299.485,297.51,292.62,298.62,295.07,270.02,181.215,229.59,275.28499999999997,281.745,307.555,311.21500000000003,313.055,314.06,324.095,329.67499999999995,329.225,331.76,315.655,319.32500000000005,322.34000000000003,319.47,311.58,305.78999999999996,300.255,304.78999999999996,308.88,304.04,312.54,310.69,315.66,318.49,315.23,303.96,311.565,304.33000000000004,307.245,311.5,311.31,304.39,307.04999999999995,309.87,302.51,295.735,289.59000000000003,280.30999999999995,285.9,282.61,273.27,281.05,279.19,284.88,279.11,271.405,264.88,265.54499999999996,263.65,313.86,309.96,313.41,,,,228.09,,,,,,324.28,320.83,259.78499999999997,261.725,264.40999999999997,251.23000000000002,220.33,,,,,,,,,,,,,,,,
2013-07-23 22:16:10+00:00,316.27333333333337,309.845,305.6666666666667,307.4433333333333,309.78999999999996,313.9666666666667,315.78,316.45666666666665,317.81666666666666,319.34999999999997,320.74666666666667,321.36333333333334,316.25666666666666,319.0366666666667,319.27666666666664,305.52,320.5233333333333,314.0566666666667,321.6166666666667,308.0466666666667,308.8533333333333,328.29499999999996,323.37666666666667,323.86333333333334,308.65,320.31,,317.25,321.6,321.51,,323.08,315.865,,308.47,310.6766666666667,313.5466666666667,310.8666666666666,310.15000000000003,311.02,308.07,308.8333333333333,307.41,300.1166666666666,298.43,293.7733333333333,296.28,295.02,270.02,183.13,230.38,281.62666666666667,280.9766666666667,307.7133333333333,311.52666666666664,314.36,314.74,322.9433333333333,327.99666666666667,329.63,331.12666666666667,317.98,319.52000000000004,320.2,319.27,311.48333333333335,307.09999999999997,301.42,305.8,309.91499999999996,306.605,312.08500000000004,312.03999999999996,315.265,319.39,316.68,306.72,310.92333333333335,305.49,308.09,311.0933333333333,310.1566666666667,304.2866666666667,307.46,309.37333333333333,302.38666666666666,295.65333333333336,289.5933333333333,277.7233333333333,286.1933333333333,279.405,272.75,281.52,282.155,281.155,276.92,272.99333333333334,265.17,263.16,263.1566666666667,313.895,313.975,315.83500000000004,318.93,317.53,309.05,226.405,329.44,321.97,331.05,325.29,322.57,325.03499999999997,322.35,260.58666666666664,261.54,266.38,251.22,219.16500000000002,,,,,,,,,,,,,,,,
2013-10-11 22:16:05+00:00,316.27333333333337,309.845,305.6666666666667,307.4433333333333,309.78999999999996,313.9666666666667,315.78,316.45666666666665,317.81666666666666,319.34999999999997,320.74666666666667,321.36333333333334,316.25666666666666,319.0366666666667,319.27666666666664,305.52,320.5233333333333,314.0566666666667,321.6166666666667,308.0466666666667,293.2125,328.29499999999996,323.37666666666667,323.86333333333334,293.62666666666667,320.31,261.26,317.25,292.0,321.51,,323.08,315.865,,308.47,310.6766666666667,313.5466666666667,310.8666666666666,310.15000000000003,311.02,308.07,308.8333333333333,307.41,300.1166666666666,298.43,293.7733333333333,296.28,295.02,270.02,183.13,230.38,281.62666666666667,280.9766666666667,307.7133333333333,311.52666666666664,314.36,314.74,322.9433333333333,327.99666666666667,329.63,331.12666666666667,317.98,319.52000000000004,320.2,319.27,311.48333333333335,307.09999999999997,301.42,305.8,309.91499999999996,306.605,312.08500000000004,312.03999999999996,315.265,319.39,316.68,306.72,310.92333333333335,305.49,308.09,311.0933333333333,310.1566666666667,304.2866666666667,307.46,309.37333333333333,302.38666666666666,295.65333333333336,289.5933333333333,277.7233333333333,286.1933333333333,279.405,272.75,281.52,282.155,281.155,276.92,272.99333333333334,265.17,263.16,263.1566666666667,313.895,313.975,315.83500000000004,318.93,317.53,309.05,226.405,329.44,321.97,331.05,325.29,322.57,325.03499999999997,322.35,260.58666666666664,261.54,266.38,251.22,219.16500000000002,277.37,291.48,,261.97,257.62,253.29,273.27,264.04,264.12,256.25,271.63,252.65,264.9,262.2,268.12,268.32
2013-12-30 22:15:37+00:00,315.21333333333337,306.77,306.93333333333334,306.4866666666667,309.3933333333333,313.53000000000003,314.53,317.15333333333336,318.5733333333333,319.58,320.97333333333336,321.04333333333335,317.87333333333333,320.0233333333333,321.0333333333333,318.9,320.93333333333334,314.5133333333333,322.5,321.55333333333334,282.9033333333333,329.44,322.61,324.5,296.17,323.45,294.845,314.99,288.23,322.955,323.63,325.895,318.12,321.48,312.36,312.1033333333333,313.2866666666667,312.6133333333333,311.6366666666667,311.94666666666666,308.03333333333336,307.95,307.46000000000004,301.25,299.04,294.46666666666664,298.61,295.795,292.24,181.67,228.325,282.2333333333333,282.5133333333333,308.47666666666663,311.54,314.90000000000003,314.8933333333334,322.53666666666663,325.6066666666667,329.37333333333333,333.4433333333333,320.56666666666666,320.47,323.02000000000004,318.08,311.6066666666666,307.0266666666667,303.66333333333336,308.77,310.9433333333333,308.3,312.8966666666667,313.7266666666667,315.9066666666667,321.5833333333333,320.6933333333333,311.42333333333335,313.2733333333333,308.4166666666667,309.40000000000003,312.90333333333336,311.25333333333333,305.9866666666667,305.43333333333334,308.25,301.52666666666664,295.4633333333333,289.31666666666666,279.80333333333334,287.81333333333333,284.62666666666667,278.54333333333335,285.07666666666665,284.66,282.93,281.09666666666664,276.2633333333333,264.305,261.365,261.97,313.895,313.975,315.83500000000004,318.93,317.53,309.05,224.72,329.81,323.42,333.03499999999997,327.01,323.565,327.135,323.375,260.255,260.18,263.19,251.14999999999998,218.0,295.73,305.29,,261.97,257.62,253.29,273.27,264.04,264.12,256.25,271.63,252.65,264.9,262.2,268.12,268.32
2014-03-20 22:14:37+00:00,313.40999999999997,311.56,308.155,306.15,307.56,310.38,310.13,315.135,316.94,317.66499999999996,319.44,317.97,318.69,320.99,322.03499999999997,317.28999999999996,321.675,315.01,322.015,321.03,246.29,329.06,320.68,324.02,305.14000000000004,322.83,304.74,316.21000000000004,287.8433333333333,322.35,322.99,324.46000000000004,321.25,317.925,312.78999999999996,316.63,314.525,313.74,312.53999999999996,312.23,307.94500000000005,306.44500000000005,307.095,303.46500000000003,299.01,297.43,299.71,293.46000000000004,289.44,188.94,246.86,292.095,287.92499999999995,308.20500000000004,311.475,313.58000000000004,315.57000000000005,321.69,326.725,328.31500000000005,337.625,330.095,323.71,328.08500000000004,317.38,311.025,304.275,302.275,307.34000000000003,311.90999999999997,310.21500000000003,313.47,315.53,316.68,321.81500000000005,323.975,317.46,319.77,314.13,312.635,316.55,314.725,308.825,303.25,307.885,299.245,295.54999999999995,290.0,287.28,290.85,293.14,288.755,291.03,288.095,286.975,287.235,280.33000000000004,279.24,274.19,281.55,315.87,311.6,313.49,318.31,315.96,311.31,226.5,307.255,312.395,315.065,305.35,308.6,306.70000000000005,322.88,278.35,275.86,285.41,261.11,313.65,301.19,305.29,,261.97,257.62,253.29,273.27,264.04,264.12,256.25,271.63,252.65,264.9,262.2,268.12,268.32
2014-05-23 22:13:42+00:00,315.3233333333333,315.19,311.3333333333333,308.8066666666667,310.6933333333333,313.41333333333336,310.13,319.3433333333333,318.4866666666667,318.9866666666667,321.49,320.91333333333336,320.3533333333333,323.61999999999995,324.2266666666667,319.4166666666667,322.82666666666665,316.86333333333334,323.2833333333333,324.89000000000004,274.35,329.06,327.375,325.99666666666667,327.1166666666666,324.46999999999997,327.98333333333335,319.64000000000004,310.1766666666667,324.34999999999997,326.41,326.32,322.3433333333333,319.4866666666667,313.9733333333333,318.1766666666667,321.99333333333334,316.3866666666667,313.5133333333333,314.7866666666667,311.35333333333335,310.8766666666667,308.32,303.97,302.59666666666664,299.9166666666667,301.2133333333333,296.0266666666667,292.7733333333333,188.94,246.86,295.85999999999996,290.34,311.42333333333335,313.24666666666667,316.47333333333336,317.85,324.1066666666666,329.99666666666667,330.80333333333334,338.87666666666667,330.77666666666664,325.50666666666666,327.75,318.7266666666667,312.30333333333334,309.3066666666667,305.65333333333336,311.6933333333333,313.64000000000004,311.07666666666665,314.72333333333336,316.3333333333333,318.87666666666667,326.15000000000003,324.69666666666666,319.9866666666667,321.46333333333337,315.76,314.65000000000003,316.41,318.29,311.53666666666663,306.66,310.03000000000003,302.25,299.7033333333333,291.32666666666665,288.0466666666667,293.40333333333336,294.1066666666666,289.24333333333334,290.99666666666667,290.9166666666667,287.96000000000004,287.0833333333333,283.46000000000004,276.36,272.185,275.21000000000004,323.15999999999997,311.6,324.86,326.91999999999996,321.95,321.4,226.51999999999998,304.31666666666666,308.84666666666664,309.50666666666666,303.84,305.18666666666667,301.06,322.88,272.38,272.67,280.56500000000005,260.095,294.85,314.1066666666666,322.85,,329.43,329.63,278.61,333.35,,,,,,,,,
2014-08-11 22:14:15+00:00,314.56666666666666,313.74333333333334,312.07,308.03333333333336,312.2666666666667,312.13,311.48,319.7833333333333,317.0233333333333,318.9166666666667,322.06333333333333,321.8333333333333,320.3933333333334,323.6433333333334,323.41,317.58,321.6433333333334,315.8633333333333,324.69,310.58666666666664,298.41,329.27,326.53333333333336,326.2766666666667,326.95666666666665,323.40999999999997,327.76,323.095,324.5,323.2033333333333,325.9066666666667,322.7866666666667,319.4966666666666,314.4433333333333,314.31333333333333,316.83,321.6,314.99,312.7233333333333,314.0366666666667,311.34,309.95000000000005,307.15333333333336,302.8,301.74333333333334,298.99,299.9666666666667,283.5833333333333,293.03999999999996,186.81,240.78,293.22,288.76000000000005,309.22,312.5933333333333,316.07666666666665,316.34666666666675,324.23333333333335,328.49,329.56,336.5,329.6933333333333,324.76,324.22666666666663,317.91333333333336,312.41333333333336,309.15,305.57,310.8666666666666,312.47,308.01,313.24666666666667,314.5466666666667,318.3,323.1433333333334,320.28333333333336,313.9433333333333,318.34,311.67333333333335,313.2966666666666,313.28999999999996,314.72999999999996,309.66,307.25,310.25666666666666,301.85999999999996,299.5933333333333,290.55,286.02666666666664,291.93333333333334,290.0,286.1766666666667,288.6666666666667,289.07,287.46000000000004,284.03,280.7966666666667,272.84666666666664,268.53333333333336,271.48,320.56333333333333,314.08000000000004,322.38000000000005,324.6766666666667,320.34,316.4533333333333,226.92999999999998,291.385,300.835,296.75,299.7733333333333,303.7066666666667,300.6066666666666,322.37,269.6766666666667,269.51666666666665,277.5133333333334,258.77666666666664,299.2133333333333,313.16333333333336,326.6,,329.43,329.63,278.61,333.35,,,,,,,,,
2014-08-27 22:14:17+00:00,312.97749999999996,311.89,308.18,306.39750000000004,311.1125,310.4425,311.15000000000003,318.17999999999995,315.655,317.8275,321.64,321.155,319.925,322.7825,323.41,316.72249999999997,320.8325,315.41999999999996,324.025,312.71,305.35333333333335,328.81,325.1175,325.4425,326.75,323.40999999999997,327.76,323.095,323.93,322.72,324.5075,321.9275,317.4,311.25,314.1475,316.36,319.6825,313.65250000000003,312.22249999999997,313.315,310.02,308.62,306.4325,302.5275,300.91499999999996,297.9325,299.3325,285.39,293.03999999999996,185.09666666666666,236.74,291.645,288.0525,308.89250000000004,312.505,315.8225,314.64500000000004,323.5825,327.69,328.0925,334.9425,328.7575,323.2825,322.73249999999996,316.6125,312.2125,308.015,304.38,308.735,311.195,306.47749999999996,310.72249999999997,313.49,316.575,321.13,318.4725,310.3125,316.1525,305.86,311.8275,312.10749999999996,312.875,307.7375,305.65999999999997,306.9925,300.73249999999996,297.55,286.78999999999996,279.995,289.385,281.8325,283.265,286.23249999999996,286.5925,283.515,281.97749999999996,277.2325,270.5675,264.79,268.7725,319.7525,314.7266666666667,320.2575,322.895,320.34,313.53,224.18,283.56333333333333,300.835,296.75,304.1725,307.0425,307.095,321.725,267.23,267.115,273.45750000000004,257.15999999999997,298.14,312.7375,326.6,,329.43,329.63,278.61,333.35,,,,,,,,,
2015-02-19 22:14:01+00:00,307.24,305.04499999999996,301.01,300.605,302.345,305.38,307.71500000000003,310.95,309.93,312.66999999999996,320.37,316.33000000000004,316.78999999999996,319.91499999999996,321.61,314.15,318.4,314.09,318.125,312.67499999999995,315.08500000000004,322.06,314.655,322.94,326.13,,,,322.15,323.41499999999996,321.875,321.32000000000005,315.435,310.90999999999997,312.525,314.78999999999996,312.74,308.705,308.145,310.09,305.39,303.565,302.65999999999997,299.41499999999996,296.21000000000004,293.92499999999995,296.01,290.81,280.38,189.14,228.66,288.15,284.78499999999997,306.115,310.1,312.025,307.4,316.96000000000004,323.72,322.46000000000004,331.455,327.08500000000004,319.76,317.685,309.59000000000003,306.58000000000004,301.15999999999997,297.57,301.25,307.25,303.895,306.225,310.325,312.615,315.83,314.69,309.35,314.195,301.06,311.3,310.725,311.37,303.58000000000004,301.83,299.79499999999996,297.48,292.52,283.08500000000004,273.755,284.28999999999996,272.0,278.605,281.71500000000003,284.26,276.31,276.735,274.69500000000005,268.32500000000005,262.725,267.32,317.32,316.02,313.89,317.55,,304.76,218.73000000000002,295.87,327.41,326.75,321.875,320.27,326.38,322.65999999999997,262.585,264.235,270.21500000000003,253.655,294.92,311.46,,211.52,,,,,,,,,,,,,
2015-03-07 22:13:53+00:00,308.37,306.89,304.74,302.73,301.87,304.69,306.89,311.51,310.78999999999996,314.28,320.77,316.225,317.21500000000003,320.515,323.345,317.67,320.88,316.57,318.225,313.91499999999996,315.6,322.83500000000004,318.515,325.03,326.23,326.11,327.13,325.81,324.225,326.375,325.20500000000004,324.46500000000003,320.405,322.265,313.9,317.405,313.635,309.57,307.28999999999996,310.53,306.4,304.225,303.46000000000004,299.935,297.39,295.49,296.91499999999996,294.51,285.735,196.61,,292.825,286.905,307.325,310.585,310.815,309.645,315.62,324.115,322.245,334.015,329.57000000000005,321.86,323.43,309.03,306.32500000000005,301.14,298.48,307.795,309.65999999999997,307.975,310.46500000000003,312.9,313.83,321.28999999999996,316.34,319.28,318.8,317.62,316.03999999999996,314.91499999999996,315.43,308.52,306.62,304.57,301.65999999999997,295.09000000000003,292.475,288.555,289.69,292.42,286.33000000000004,288.565,293.0,282.945,281.935,285.425,273.53499999999997,277.005,277.83500000000004,,,323.55,322.53,340.11,320.05,224.025,325.04999999999995,327.65,328.29499999999996,327.0,325.57500000000005,326.68,325.21500000000003,266.55999999999995,272.24,278.575,256.505,,314.34,288.74,244.54500000000002,324.85,313.77,312.79,325.91,,,,,,,,,
2015-06-11 22:13:28+00:00,298.5,296.84,292.99333333333334,291.24333333333334,291.19666666666666,295.65,303.23,306.74,306.7833333333333,311.5566666666667,316.205,315.08666666666664,305.4266666666667,318.46,319.88,317.67,318.53,310.02,317.07,313.96,316.44,323.56333333333333,317.0233333333333,325.03,326.23,326.11,327.13,325.81,322.08666666666664,324.23,323.75666666666666,322.50333333333333,320.405,322.265,313.9,315.76666666666665,313.8,309.8966666666667,308.18666666666667,310.1233333333333,306.6666666666667,304.13666666666666,304.1333333333334,299.52666666666664,297.56666666666666,295.1333333333333,294.23333333333335,294.51,285.735,190.41500000000002,227.09,291.38666666666666,286.35999999999996,306.13,310.88666666666666,311.15000000000003,310.4533333333333,318.02666666666664,322.6766666666667,321.91,331.8733333333333,327.94,320.76,319.8433333333333,309.65333333333336,307.04,302.77666666666664,300.36999999999995,305.58,307.69666666666666,306.92,310.0833333333333,309.4866666666667,313.155,318.3233333333333,312.95,313.445,309.75,313.5233333333333,313.3333333333333,312.25666666666666,310.865,306.6933333333333,307.06666666666666,305.73333333333335,302.02,295.7166666666667,292.16333333333336,288.03000000000003,288.89000000000004,289.4433333333333,284.71000000000004,287.57666666666665,291.1166666666667,284.3966666666667,282.5,285.78333333333336,273.25,274.68,275.3,,,323.55,322.53,340.11,320.05,226.49,325.04999999999995,327.65,328.29499999999996,327.0,325.57500000000005,315.8533333333333,323.85999999999996,266.67,272.6066666666666,280.0466666666667,257.0466666666667,,314.34,288.74,244.54500000000002,324.85,313.77,312.79,325.91,,,,,,,,,
2015-06-27 22:13:34+00:00,303.11,301.0675,299.6025,297.8025,297.565,302.60999999999996,308.1225,311.06,312.01,315.78499999999997,321.86999999999995,318.9725,296.275,322.03499999999997,323.4675,322.755,324.01666666666665,314.5366666666667,319.7225,319.125,320.6925,327.12,322.045,327.16999999999996,328.87,326.865,327.13,325.81,325.775,315.4575,327.745,323.775,322.84,320.56,314.93333333333334,317.9075,315.4575,313.09749999999997,310.675,311.2525,307.9575,307.2075,306.59250000000003,301.48,299.03000000000003,296.3925,297.0575,297.99,288.18333333333334,189.07333333333335,228.5,294.31,290.53999999999996,308.3175,313.68,314.4825,313.3875,321.03999999999996,324.9875,325.01,332.4325,328.805,322.88,321.45500000000004,312.1425,309.36,304.8075,304.35749999999996,307.6875,309.625,309.09000000000003,311.205,310.52,314.4433333333333,318.5675,313.6766666666667,314.73,312.98,315.545,314.915,313.9125,312.9666666666667,308.145,308.5925,307.5025,304.4125,298.5775,293.675,288.665,290.18,287.89,284.90250000000003,288.9625,294.0125,285.90250000000003,285.515,286.385,273.2875,273.97749999999996,273.99,326.03,323.45,323.21000000000004,326.67999999999995,334.61,318.59000000000003,228.2075,314.8066666666667,320.23,319.08666666666664,318.3833333333333,314.35333333333335,309.8675,323.85999999999996,267.51,272.9125,279.11,258.36,324.4,308.525,288.74,244.54500000000002,324.85,313.77,312.79,325.91,,,,,,,,,
2015-07-29 22:13:49+00:00,305.512,303.246,302.474,300.236,300.448,304.1075,310.384,312.962,314.13800000000003,317.004,324.66499999999996,318.9725,301.298,323.392,324.838,323.6766666666667,324.01666666666665,314.5366666666667,320.386,319.838,321.036,328.156,323.576,315.43333333333334,328.44666666666666,325.8533333333333,325.41999999999996,323.22,326.9,318.548,328.776,324.378,323.195,320.025,315.4425,318.93600000000004,316.16999999999996,314.342,311.548,311.49399999999997,308.51599999999996,308.284,307.528,302.644,299.492,296.75,298.58000000000004,298.7,289.40999999999997,189.285,252.09666666666666,295.93,292.972,309.53000000000003,314.326,315.034,314.87,322.33599999999996,327.012,325.486,332.714,329.07399999999996,323.22400000000005,322.31000000000006,313.596,309.36,304.8075,304.35749999999996,307.6875,313.06,309.09000000000003,311.205,311.412,315.22,318.5675,313.6766666666667,319.6775,312.98,316.48400000000004,315.652,313.9125,312.9666666666667,308.145,308.5925,307.5025,305.62199999999996,300.652,294.486,289.206,291.36,287.784,285.04,290.15,294.19,287.21,289.93600000000004,287.196,275.272,275.592,276.236,326.03,323.45,323.21000000000004,326.67999999999995,334.61,318.59000000000003,229.158,318.26,321.77,322.0525,319.9925,317.76250000000005,313.752,325.65,270.318,275.994,282.15,259.24,324.4,310.3666666666666,288.74,244.54500000000002,324.85,313.77,312.79,325.91,,,,,,,,,
