dates,nzd0492-0000,nzd0492-0001,nzd0492-0002,nzd0492-0003,nzd0492-0004,nzd0492-0005,nzd0492-0006,nzd0492-0007,nzd0492-0008,nzd0492-0009,nzd0492-0010,nzd0492-0011,nzd0492-0013,nzd0492-0014,nzd0492-0015,nzd0492-0016,nzd0492-0017,nzd0492-0018,nzd0492-0019,nzd0492-0020,nzd0492-0012,satname
1999-08-26 22:07:32+00:00,,,,,,,,,,,315.51,,280.68,292.91,294.41,321.84,,,329.71,,,L7
1999-12-16 22:07:33+00:00,,276.94,,303.81,303.43,299.02,,297.9,296.21,302.65,307.73,,280.68,292.91,294.41,321.84,,,329.71,,,L7
2000-05-08 22:06:44+00:00,323.53,283.37,,303.81,303.43,299.02,,297.9,296.21,302.65,309.82,309.82,,,,,,,,,,L7
2000-06-25 22:06:19+00:00,323.53,306.94,,,,,,,,,319.69,309.82,,,,,,325.83,,,,L7
2000-07-11 22:06:05+00:00,323.53,302.6766666666667,297.29,336.36,324.77,,308.03,314.53,311.09,310.07,319.69,311.815,,,,,,325.83,,,,L7
2000-07-27 22:05:48+00:00,323.53,302.6766666666667,297.29,336.36,324.77,268.99,315.0,314.53,315.16499999999996,314.655,323.64,314.64000000000004,,292.71,295.73,349.58,,321.405,346.93,358.57,,L7
2000-09-20 22:11:14+00:00,323.53,304.9675,306.135,336.36,324.77,268.99,315.0,314.53,315.16499999999996,318.68333333333334,323.6433333333333,309.535,273.86,288.125,291.855,337.85,,323.55333333333334,344.64,348.5,,L7
2000-12-18 22:05:01+00:00,,300.22249999999997,297.01,336.36,324.77,268.99,315.0,316.1,315.16499999999996,315.03499999999997,325.62,309.44000000000005,273.86,288.125,291.855,337.85,,323.55333333333334,344.64,348.5,,L7
2001-02-20 22:05:00+00:00,,291.3299999999999,296.87,,,306.22,315.99,304.49,306.68,319.61,314.445,303.06,278.32500000000005,283.805,291.185,312.70500000000004,,317.96500000000003,319.295,316.31,,L7
2001-04-09 22:04:41+00:00,328.19,270.82,278.76,,,306.22,321.08500000000004,304.49,306.68,316.04499999999996,305.24,311.9,282.79,284.07,294.39,299.29,,308.08,296.24,294.19,,L7
2001-07-14 22:03:57+00:00,328.19,293.35,,335.73,,306.22,321.08500000000004,291.31,306.68,328.0,305.24,311.9,282.79,284.07,294.39,299.29,,308.08,308.03999999999996,294.19,,L7
