dates,satname,nzd0567-0000,nzd0567-0001
2020-10-23 22:07:33.943000,L8,,176.24
2020-11-15 22:13:18.132000,L8,,174.63
2021-01-11 22:07:26.124000,L8,,178.36
2021-02-03 22:13:08.109000,L8,,176.50
2021-02-03 22:13:32.068000,L8,,177.01
2021-02-19 22:13:27.767000,L8,190.70,182.68
2021-04-17 22:06:54.118000,L8,154.87,106.76
2021-04-24 22:12:37.250000,L8,155.54,179.31
2021-05-03 22:06:44.632000,L8,,179.11
2021-05-19 22:06:52.116000,L8,,12.28
2021-06-27 22:13:18.019000,L8,192.81,187.01
2021-07-06 22:07:08.299000,L8,157.15,99.82
2021-07-13 22:12:55.390000,L8,191.61,184.42
2021-07-13 22:13:19.348000,L8,191.19,11.53
2021-08-30 22:13:14.099000,L8,174.32,180.93
2021-08-30 22:13:38.062000,L8,184.84,183.59
2021-09-24 22:07:32.728000,L8,183.34,104.54
2021-10-01 22:13:22.595000,L8,185.84,175.81
2021-10-01 22:13:46.563000,L8,186.18,176.13
2021-11-02 22:13:26.046000,L8,185.42,176.82
2021-11-02 22:13:50.004000,L8,184.07,171.89
2021-11-06 22:14:00.001000,L9,186.01,105.50
2021-12-20 22:13:20.111000,L8,185.40,101.55
2021-12-20 22:13:44.065000,L8,,175.63
2021-12-21 22:07:31.120000,L9,190.55,186.95
2022-01-06 22:07:29.828000,L9,186.09,58.54
2022-01-13 22:13:38.580000,L9,,166.42
2022-01-14 22:07:27.312000,L8,,180.66
2022-01-21 22:13:11.780000,L8,182.65,181.00
2022-01-21 22:13:35.739000,L8,182.07,180.22
2022-01-29 22:13:17.402000,L9,,177.24
2022-01-29 22:13:41.369000,L9,,177.47
2022-01-30 22:07:22.237000,L8,182.29,
2022-02-14 22:13:36.888000,L9,,176.07
2022-02-15 22:07:18.025000,L8,,180.25
2022-03-26 22:12:47.702000,L8,150.22,180.87
2022-03-26 22:13:11.665000,L8,182.44,49.47
2022-03-27 22:07:10.369000,L9,,22.98
2022-04-03 22:12:57.221000,L9,165.16,183.26
2022-04-03 22:13:21.180000,L9,,21.00
2022-04-11 22:12:50.301000,L8,,25.38
2022-05-05 22:12:42.986000,L9,,22.77
2022-05-05 22:13:06.945000,L9,167.62,182.04
2022-05-06 22:07:05.573000,L8,166.24,37.47
2022-05-21 22:12:31.466000,L9,186.27,13.35
2022-05-22 22:07:10.472000,L8,,11.55
2022-06-07 22:07:19.428000,L8,184.47,180.47
2022-06-22 22:12:50.587000,L9,,12.32
2022-06-22 22:13:14.546000,L9,,19.13
2022-06-30 22:13:39.455000,L8,,190.55
2022-07-01 22:07:06.314000,L9,184.73,9.69
2022-07-16 22:13:14.888000,L8,189.03,185.67
2022-08-26 22:07:46.208000,L8,,183.77
2022-09-03 22:07:27.941000,L9,,38.62
2022-10-05 22:07:34.692000,L9,186.75,185.50
2022-11-06 22:07:39.965000,L9,,181.33
2022-11-14 22:07:47.062000,L8,,100.84
2022-11-22 22:07:41.635000,L9,184.25,184.82
2022-12-23 22:13:47.690000,L8,,178.47
2022-12-24 22:07:37.966000,L9,,182.11
2023-01-08 22:13:24.303000,L8,181.45,42.66
2023-01-08 22:13:48.257000,L8,166.20,177.13
2023-01-16 22:13:22.088000,L9,,174.34
2023-01-17 22:07:30.257000,L8,184.17,99.78
2023-02-17 22:13:25.410000,L9,,175.65
2023-02-25 22:13:04.126000,L8,181.81,180.12
2023-03-05 22:13:13.287000,L9,161.92,181.27
2023-03-05 22:13:37.250000,L9,,178.13
2023-03-06 22:07:14.102000,L8,,181.18
2023-03-13 22:12:59.020000,L8,192.84,185.20
2023-03-13 22:13:22.974000,L8,187.91,180.66
2023-03-14 22:07:23.107000,L9,190.74,186.80
2023-03-29 22:12:48.912000,L8,161.80,180.65
2023-03-29 22:13:12.871000,L8,153.58,100.98
2023-03-30 22:07:11.153000,L9,165.58,183.01
2023-04-06 22:12:57.203000,L9,,183.55
2023-04-06 22:13:21.161000,L9,172.16,185.94
2023-04-14 22:12:57.887000,L8,148.72,185.53
2023-04-22 22:12:51.035000,L9,191.03,184.95
2023-04-22 22:13:14.998000,L9,154.86,185.35
2023-04-23 22:06:45.046000,L8,186.39,23.13
2023-05-16 22:12:16.239000,L8,,17.23
2023-05-16 22:12:40.194000,L8,154.07,106.39
2023-05-24 22:12:29.077000,L9,196.36,189.15
2023-05-24 22:12:53.035000,L9,197.85,189.80
2023-06-01 22:12:43.119000,L8,189.57,186.70
2023-06-02 22:06:41.744000,L9,,186.92
2023-06-09 22:12:24.777000,L9,,22.61
2023-06-09 22:12:48.736000,L9,,23.11
2023-06-10 22:06:39.746000,L8,153.44,96.16
2023-07-11 22:12:36.241000,L9,187.10,22.70
2023-07-27 22:12:38.836000,L9,156.63,23.56
2023-07-27 22:13:02.799000,L9,177.95,187.69
2023-07-28 22:07:02.846000,L8,189.62,25.11
2023-08-05 22:06:59.027000,L9,186.42,184.74
2023-08-13 22:07:07.940000,L8,,183.95
2023-08-20 22:12:59.423000,L8,152.54,108.20
2023-08-20 22:13:23.386000,L8,189.93,11.90
2023-08-21 22:07:04.005000,L9,,183.70
2023-08-28 22:12:56.142000,L9,,180.80
2023-08-28 22:13:20.105000,L9,148.75,185.89
2023-08-29 22:07:14.014000,L8,183.91,109.63
2023-09-29 22:13:26.677000,L9,,178.11
2023-09-30 22:07:21.548000,L8,164.12,112.34
2023-10-08 22:07:22.193000,L9,187.80,184.56
2023-10-31 22:13:33.669000,L9,186.33,180.08
2023-11-09 22:07:24.721000,L9,186.62,184.96
2023-11-17 22:07:27.133000,L8,186.46,182.59
2023-11-25 22:07:32.484000,L9,183.91,106.31
2023-12-10 22:13:09.269000,L8,187.38,181.59
2023-12-10 22:13:33.227000,L8,185.75,179.98
2023-12-18 22:13:20.978000,L9,183.86,175.25
2023-12-18 22:13:44.941000,L9,184.83,177.70
2024-01-03 22:13:39.786000,L9,181.70,
2024-01-11 22:13:08.314000,L8,187.85,103.24
2024-01-11 22:13:32.277000,L8,189.92,183.55
2024-01-12 22:07:30.793000,L9,181.39,30.15
2024-01-28 22:07:30.090000,L9,185.66,103.19
2024-02-04 22:13:19.606000,L9,184.02,100.29
2024-02-04 22:13:43.561000,L9,183.71,181.81
2024-02-05 22:07:19.904000,L8,187.99,99.51
2024-02-12 22:13:06.098000,L8,182.79,
2024-02-21 22:07:17.333000,L8,156.11,184.07
2024-02-28 22:13:00.104000,L8,193.43,184.01
2024-02-28 22:13:24.063000,L8,191.06,181.74
2024-02-29 22:07:23.348000,L9,153.97,183.13
2024-03-15 22:12:49.841000,L8,194.14,186.13
2024-03-15 22:13:13.795000,L8,194.19,186.31
2024-03-16 22:07:23.404000,L9,151.55,182.88
2024-04-17 22:07:03.684000,L9,194.26,187.05
2024-05-02 22:12:20.382000,L8,145.11,189.49
2024-05-02 22:12:44.341000,L8,195.06,184.91
2024-05-03 22:06:49.872000,L9,185.63,185.88
2024-05-10 22:12:36.648000,L9,,24.95
2024-05-10 22:13:00.607000,L9,,9.75
2024-05-11 22:06:27.762000,L8,193.99,190.24
2024-05-26 22:12:24.082000,L9,,6.42
2024-06-03 22:12:05.524000,L8,197.26,189.39
2024-06-03 22:12:29.487000,L8,200.10,38.95
2024-06-11 22:12:18.141000,L9,194.91,187.55
2024-06-11 22:12:42.100000,L9,199.33,191.01
2024-06-27 22:12:04.918000,L9,,5.74
2024-06-27 22:12:28.885000,L9,,4.67
2024-06-28 22:06:31.354000,L8,193.16,185.62
2024-07-05 22:12:21.266000,L8,193.29,189.53
2024-07-06 22:06:32.918000,L9,192.19,22.54
2024-08-06 22:12:33.326000,L8,,8.88
2024-08-06 22:12:57.285000,L8,194.27,187.09
2024-08-23 22:06:59.383000,L9,189.15,14.65
2024-08-31 22:07:03.291000,L8,,182.21
2024-09-24 22:07:01.359000,L9,160.30,181.26
2024-10-10 22:07:10.262000,L9,185.86,99.65
2024-11-02 22:13:05.642000,L9,,103.35
2024-11-02 22:13:29.609000,L9,182.13,
2024-11-10 22:13:01.543000,L8,195.47,252.96
2024-11-10 22:13:25.502000,L8,343.81,259.94
2024-11-11 22:07:15.564000,L9,189.85,183.16
2024-11-19 22:07:19.849000,L8,191.00,185.51
2024-12-04 22:13:36.311000,L9,182.86,176.87
2024-12-05 22:07:21.239000,L8,183.81,180.74
2024-12-12 22:13:00.078000,L8,188.54,180.90
2024-12-13 22:07:21.847000,L9,183.78,186.23
2025-01-05 22:13:06.930000,L9,186.82,98.69
2025-01-05 22:13:30.889000,L9,188.08,183.21
2025-01-06 22:07:18.443000,L8,,98.45
2025-01-13 22:13:30.339000,L8,184.53,
2025-01-21 22:13:13.111000,L9,187.55,97.00
2025-01-21 22:13:37.070000,L9,185.98,99.14
2025-01-22 22:07:13.469000,L8,152.88,99.45
2025-02-06 22:13:07.305000,L9,,179.77
2025-02-07 22:07:17.137000,L8,187.23,182.82
2025-02-14 22:13:00.313000,L8,186.04,180.71
2025-02-14 22:13:24.276000,L8,159.29,101.68
2025-02-22 22:13:09.242000,L9,184.11,97.83
2025-02-22 22:13:33.201000,L9,,179.36
2025-03-02 22:12:52.152000,L8,,179.68
2025-03-02 22:13:16.115000,L8,182.88,181.57
2025-03-10 22:13:04.148000,L9,187.39,182.11
2025-03-19 22:07:06.727000,L9,187.57,184.08
2025-03-26 22:12:53.328000,L9,156.98,101.77
2025-03-26 22:13:17.287000,L9,153.75,99.92
2025-04-11 22:13:17.506000,L9,149.01,105.74
2025-04-12 22:06:48.304000,L8,188.57,55.17
2025-05-05 22:12:24.502000,L8,191.17,59.21
2025-05-05 22:12:48.453000,L8,187.61,18.88
2025-05-06 22:06:54.456000,L9,188.76,106.47
2025-05-21 22:12:27.926000,L8,152.02,62.45
2025-05-21 22:12:51.885000,L8,153.78,101.11
2025-05-22 22:06:43.734000,L9,149.95,95.42
2025-05-29 22:12:51.583000,L9,193.97,188.91
2025-05-30 22:06:42.533000,L8,,185.49
2025-06-06 22:12:54.682000,L8,193.11,12.66
2025-06-07 22:06:40.959000,L9,190.27,186.37
2025-06-14 22:12:35.113000,L9,156.05,114.41
2025-06-22 22:12:43.606000,L8,191.44,187.47
2025-06-22 22:13:07.565000,L8,194.91,188.55
2025-06-23 22:06:54.196000,L9,,16.65
2025-07-17 22:07:04.709000,L8,196.95,188.93
2025-07-24 22:12:53.821000,L8,192.98,26.56
2025-07-24 22:13:17.780000,L8,175.92,23.36
2025-07-25 22:07:06.294000,L9,153.61,99.01
2025-08-01 22:13:18.765000,L9,148.06,66.82
2025-08-02 22:07:09.825000,L8,194.98,186.94
2025-08-09 22:13:01.398000,L8,,189.37
2025-08-10 22:07:16.143000,L9,187.36,185.87
2025-08-25 22:13:03.791000,L8,153.13,114.47
2025-08-26 22:07:21.236000,L9,154.33,110.75
2025-09-10 22:13:08.201000,L8,194.17,191.54
2025-09-10 22:13:32.164000,L8,187.85,186.60
2025-09-18 22:13:37.653000,L9,189.29,187.37
2025-09-19 22:07:27.204000,L8,187.70,62.75
2025-09-26 22:13:14.966000,L8,152.05,182.71
2025-09-26 22:13:38.933000,L8,152.18,183.03
2025-10-04 22:13:17.983000,L9,188.14,184.30
