dates,satname,nzd0567-0000,nzd0567-0001
1999-08-26 22:06:20.800000,L7,180.57,167.67
1999-09-20 22:00:08.403000,L7,177.04,251.57
1999-09-27 22:06:24.836000,L7,90.71,232.94
1999-10-22 22:00:04.598000,L7,248.16,260.81
1999-11-30 22:05:47.159000,L7,175.77,69.23
1999-12-09 22:00:09.551000,L7,172.12,159.31
1999-12-25 22:00:04.067000,L7,173.50,154.81
2000-01-17 22:06:11.705000,L7,121.70,31.50
2000-01-26 22:00:02.226000,L7,171.58,
2000-02-11 21:59:57.866000,L7,171.92,53.53
2000-02-18 22:06:05.064000,L7,172.39,152.71
2000-02-27 21:59:52.393000,L7,172.29,154.48
2000-03-05 22:05:36.285000,L7,95.02,121.22
2000-03-21 22:06:01.097000,L7,180.53,234.77
2000-03-30 21:59:45.397000,L7,93.65,96.65
2000-05-01 21:59:30.586000,L7,183.73,174.48
2000-05-08 22:05:09.063000,L7,175.06,161.71
2000-05-17 21:59:19.400000,L7,180.97,178.10
2000-05-24 22:04:58.537000,L7,147.48,87.12
2000-06-18 21:59:03.789000,L7,,183.35
2000-07-04 21:58:50.402000,L7,143.33,81.67
2000-08-12 22:04:05.961000,L7,135.98,123.33
2000-09-13 22:04:02.015000,L7,69.82,88.50
2000-11-09 21:57:33.274000,L7,171.36,245.05
2000-12-11 21:57:36.803000,L7,172.18,
2001-01-19 22:03:31.103000,L7,173.27,223.80
2001-02-20 22:03:48.640000,L7,124.00,126.13
2001-04-02 21:57:18.479000,L7,120.96,89.63
2001-05-20 21:57:04.892000,L7,145.19,8.92
2001-05-27 22:02:48.377000,L7,145.14,91.82
2001-07-07 21:56:36.067000,L7,181.67,168.21
2001-08-08 21:56:12.984000,L7,184.28,250.88
2001-08-15 22:01:50.547000,L7,178.66,249.88
2001-09-25 21:55:40.572000,L7,242.62,254.28
2001-10-02 22:01:40.483000,L7,170.51,247.22
2001-11-03 22:01:22.838000,L7,163.83,156.10
2001-12-21 22:02:05.831000,L7,166.50,160.16
2001-12-30 21:55:49.115000,L7,168.88,43.46
2002-01-15 21:55:59.365000,L7,180.09,102.33
2002-03-04 21:56:09.860000,L7,174.14,155.13
2002-03-11 22:01:55.664000,L7,171.32,145.06
2002-03-27 22:01:49.448000,L7,169.44,51.42
2002-05-07 21:56:03.729000,L7,147.61,95.87
2002-05-30 22:02:01.786000,L7,150.31,107.44
2002-08-02 22:01:13.191000,L7,140.41,80.31
2002-08-18 22:01:09.559000,L7,142.28,119.27
2002-08-27 21:55:12.096000,L7,237.32,253.12
2002-09-12 21:55:07.575000,L7,174.96,155.98
2002-10-05 22:00:43.353000,L7,166.63,225.30
2002-10-14 21:54:55.882000,L7,173.13,98.64
2002-10-21 22:00:48.324000,L7,172.91,92.35
2002-10-30 21:55:01.471000,L7,130.62,41.76
2002-11-06 22:00:53.524000,L7,161.47,214.31
2002-11-22 22:01:09.678000,L7,173.05,161.83
2003-01-25 22:01:54.646000,L7,160.51,150.99
2003-03-07 21:55:58.558000,L7,171.25,137.86
2003-03-14 22:01:44.544000,L7,174.56,248.96
2003-03-14 22:02:08.508000,L7,177.29,38.36
2003-03-23 21:55:52.571000,L7,180.99,159.31
2003-04-08 21:55:59.443000,L7,174.80,154.19
2003-04-15 22:01:45.971000,L7,92.73,123.55
2003-04-15 22:02:09.929000,L7,262.63,275.70
2003-08-13 21:49:56.757000,L5,105.27,202.96
2003-08-29 21:50:14.179000,L5,87.63,104.50
2003-09-30 21:50:42.209000,L5,48.46,195.41
2003-10-16 21:50:55.996000,L5,122.49,109.67
2003-11-17 21:51:21.228000,L5,141.42,190.76
2003-12-03 21:51:55.424000,L5,108.08,174.67
2004-01-04 21:52:10.021000,L5,129.32,113.94
2004-04-09 21:52:31.725000,L5,132.98,186.08
2004-04-09 21:52:55.698000,L5,129.83,184.70
2004-04-18 21:47:01.335000,L5,,195.44
2004-07-07 21:49:21.098000,L5,,191.36
2004-07-30 21:55:39.919000,L5,,178.44
2004-09-25 21:51:19.231000,L5,151.20,190.82
2004-10-18 21:57:35.668000,L5,128.50,182.52
2005-01-06 21:59:00.856000,L5,161.18,193.31
2005-01-15 21:53:21.356000,L5,136.84,190.94
2005-03-04 21:54:04.136000,L5,,184.96
2005-03-27 22:00:27.368000,L5,88.58,175.18
2005-04-05 21:54:19.058000,L5,171.83,190.17
2005-04-28 22:00:11.734000,L5,171.85,192.37
2005-06-15 22:00:34.314000,L5,,179.39
2005-09-28 21:55:20.450000,L5,122.64,180.13
2005-10-05 22:01:29.249000,L5,133.73,185.63
2005-10-30 21:55:15.307000,L5,147.77,187.67
2006-01-25 22:03:05.026000,L5,106.30,174.89
2006-02-19 21:57:51.685000,L5,143.90,188.13
2006-05-17 22:05:09.745000,L5,,189.16
2006-06-27 22:00:00.431000,L5,181.74,198.42
2006-09-15 22:01:03.273000,L5,109.01,179.48
2006-09-22 22:06:54.827000,L5,127.61,104.74
2006-09-22 22:07:18.800000,L5,137.93,179.00
2006-10-08 22:07:29.137000,L5,,172.39
2006-10-24 22:07:14.438000,L5,157.38,191.38
2006-10-24 22:07:38.411000,L5,98.54,180.18
2006-11-02 22:01:32.743000,L5,146.53,191.64
2006-12-11 22:08:04.096000,L5,92.30,189.92
2007-01-05 22:02:04.371000,L5,161.36,183.40
2007-01-21 22:02:09.591000,L5,136.14,173.81
2007-09-09 22:06:09.271000,L5,167.98,199.78
2007-09-09 22:06:33.244000,L5,63.30,191.66
2008-10-29 21:56:36.227000,L5,168.00,200.18
2008-10-29 21:57:00.343000,L5,161.38,196.27
2009-02-02 21:58:34.187000,L5,,109.72
2009-02-02 21:58:58.159000,L5,,109.12
2010-02-05 22:03:53.684000,L5,,173.54
2010-02-21 22:04:20.664000,L5,124.23,97.19
2010-10-03 22:03:04.727000,L5,184.30,193.38
2010-10-12 21:57:13.086000,L5,162.77,190.19
2011-01-07 22:03:20.155000,L5,137.14,175.07
2011-03-28 22:02:50.009000,L5,131.67,181.27
2013-04-11 22:09:26.995000,L8,181.73,185.93
2013-05-29 22:09:17.297000,L8,188.83,187.19
2013-06-05 22:15:03.120000,L8,189.87,
2013-07-07 22:15:00.081000,L8,147.64,110.63
2013-07-07 22:15:24.044000,L8,179.19,189.36
2013-07-23 22:14:58.777000,L8,167.07,24.33
2013-07-23 22:15:22.744000,L8,164.62,23.61
2013-09-02 22:09:16.475000,L8,184.93,
2013-09-25 22:14:53.099000,L8,184.45,112.81
2013-09-25 22:15:17.057000,L8,184.64,109.86
2013-10-27 22:14:43.714000,L8,184.48,106.19
2013-11-12 22:15:08.029000,L8,181.37,180.28
2013-11-28 22:14:37.848000,L8,185.51,113.08
2013-12-14 22:14:33.459000,L8,185.14,180.66
2013-12-14 22:14:57.422000,L8,183.88,109.17
2013-12-30 22:14:25.215000,L8,183.64,177.64
2014-01-24 22:08:21.364000,L8,184.74,183.41
2014-01-31 22:14:04.661000,L8,184.76,183.12
2014-02-09 22:08:09.113000,L8,183.22,106.22
2014-02-16 22:13:50.683000,L8,180.95,182.29
2014-02-16 22:14:14.638000,L8,152.34,181.43
2014-03-13 22:07:45.256000,L8,187.07,186.87
2014-03-20 22:13:25.653000,L8,182.45,37.09
2014-03-20 22:13:49.616000,L8,182.69,38.68
2014-04-05 22:13:10.561000,L8,189.58,186.84
2014-04-05 22:13:34.516000,L8,186.34,112.34
2014-04-21 22:12:54.038000,L8,147.07,186.03
2014-04-30 22:06:58.400000,L8,190.39,188.69
2014-05-07 22:12:37.911000,L8,144.80,109.92
2014-05-16 22:06:45.666000,L8,186.18,184.85
2014-06-01 22:06:50.694000,L8,191.29,24.99
2014-07-03 22:07:01.995000,L8,150.48,98.39
2014-08-04 22:07:14.381000,L8,146.86,102.32
2014-08-11 22:13:03.844000,L8,173.31,187.68
2014-08-27 22:13:05.288000,L8,190.66,184.14
2014-08-27 22:13:29.246000,L8,152.77,115.31
2014-09-05 22:07:21.754000,L8,183.86,109.24
2014-09-28 22:13:08.778000,L8,183.88,110.52
2014-09-28 22:13:32.732000,L8,181.61,178.44
2014-10-07 22:07:25.795000,L8,183.04,182.90
2014-10-14 22:13:14.573000,L8,184.56,113.23
2014-10-14 22:13:38.532000,L8,184.33,113.12
2014-11-08 22:07:28.004000,L8,186.38,184.63
2014-11-15 22:13:13.466000,L8,183.88,108.22
2014-11-15 22:13:37.425000,L8,184.19,107.28
2014-12-01 22:13:12.181000,L8,164.97,
2014-12-01 22:13:36.144000,L8,163.88,
2014-12-26 22:07:18.944000,L8,185.09,182.55
2015-01-02 22:13:02.831000,L8,184.21,181.17
2015-01-11 22:07:16.745000,L8,183.92,181.55
2015-01-27 22:07:11.201000,L8,186.04,181.61
2015-02-12 22:07:03.113000,L8,182.68,181.92
2015-02-19 22:13:13.545000,L8,,110.11
2015-02-28 22:07:00.305000,L8,183.53,106.86
2015-03-07 22:12:42.077000,L8,184.23,181.30
2015-04-01 22:06:37.659000,L8,185.21,186.05
2015-05-10 22:12:04.351000,L8,171.95,181.89
2015-05-26 22:12:05.002000,L8,166.26,26.35
2015-05-26 22:12:28.969000,L8,189.70,187.52
2015-06-20 22:06:32.847000,L8,196.06,191.78
2015-06-27 22:12:22.174000,L8,178.01,186.83
2015-07-22 22:06:49.445000,L8,188.60,14.23
2015-07-29 22:13:01.696000,L8,,5.94
2015-09-08 22:07:06.448000,L8,,180.67
2015-09-24 22:07:13.635000,L8,187.12,185.04
2015-10-10 22:07:14.813000,L8,182.27,109.41
2015-11-27 22:07:23.156000,L8,182.15,182.66
2015-12-13 22:07:21.432000,L8,156.93,109.10
2015-12-20 22:13:09.373000,L8,237.53,249.07
2016-01-05 22:13:05.152000,L8,181.27,179.38
2016-01-05 22:13:29.107000,L8,181.29,107.81
2016-01-21 22:13:05.936000,L8,184.69,101.22
2016-02-06 22:13:01.784000,L8,146.97,181.37
2016-02-06 22:13:25.747000,L8,181.69,181.33
2016-03-02 22:07:07.398000,L8,183.34,181.99
2016-03-09 22:12:52.770000,L8,228.39,223.39
2016-04-10 22:12:37.539000,L8,188.03,183.99
2016-04-10 22:13:01.493000,L8,188.18,184.40
2016-04-19 22:06:46.856000,L8,158.73,184.75
2016-04-26 22:12:57.053000,L8,188.98,181.94
2016-05-05 22:06:50.290000,L8,,186.14
2016-06-13 22:13:06.505000,L8,198.31,190.82
2016-07-08 22:07:08.628000,L8,192.95,191.03
2016-07-15 22:12:58.211000,L8,,23.30
2016-07-15 22:13:22.170000,L8,,187.49
2016-07-24 22:07:13.819000,L8,154.72,113.95
2016-07-31 22:13:01.890000,L8,164.92,183.96
2016-08-09 22:07:15.795000,L8,186.39,185.75
2016-08-16 22:13:29.538000,L8,189.33,183.57
2016-09-10 22:07:27.365000,L8,189.68,186.80
2016-10-12 22:07:33.085000,L8,189.97,186.57
2016-10-19 22:13:21.341000,L8,,116.97
2016-12-15 22:07:29.991000,L8,186.07,105.38
2016-12-22 22:13:14.982000,L8,185.12,102.94
2017-01-23 22:13:07.208000,L8,186.33,108.47
2017-01-23 22:13:31.167000,L8,183.74,178.06
2017-02-08 22:12:58.815000,L8,181.08,181.21
2017-02-08 22:13:22.774000,L8,152.11,113.36
2017-03-05 22:07:02.841000,L8,248.47,256.26
2017-03-21 22:06:52.698000,L8,,172.30
2017-03-28 22:13:00.546000,L8,,180.95
2017-04-06 22:06:45.830000,L8,188.08,100.99
2017-04-22 22:06:36.244000,L8,156.06,111.36
2017-04-29 22:12:18.412000,L8,182.36,33.40
2017-05-24 22:06:46.292000,L8,,26.99
2017-06-09 22:06:54.260000,L8,174.76,100.28
2017-06-16 22:13:07.683000,L8,211.94,203.15
2017-06-25 22:06:59.518000,L8,180.59,20.99
2017-07-02 22:13:11.807000,L8,164.22,113.12
2017-08-28 22:07:19.886000,L8,179.19,179.09
2017-11-16 22:07:28.249000,L8,182.79,183.97
2018-01-19 22:07:14.526000,L8,183.68,185.28
2018-02-11 22:12:50.362000,L8,,175.64
2018-02-11 22:13:14.321000,L8,184.70,180.93
2018-03-15 22:12:34.251000,L8,,177.67
2018-03-24 22:06:44.096000,L8,186.79,104.95
2018-03-31 22:12:27.765000,L8,186.62,111.10
2018-03-31 22:12:51.719000,L8,,178.98
2018-04-25 22:06:26.771000,L8,182.88,107.72
2018-05-02 22:12:09.737000,L8,185.39,181.76
2018-05-02 22:12:33.692000,L8,189.66,184.37
2018-05-18 22:12:22.813000,L8,184.12,180.41
2018-05-27 22:06:04.650000,L8,152.46,110.62
2018-06-19 22:12:21.473000,L8,195.38,185.39
2018-06-28 22:06:16.147000,L8,152.36,99.87
2018-08-31 22:06:47.157000,L8,184.85,183.01
2018-09-07 22:12:36.278000,L8,185.96,179.48
2018-09-07 22:13:00.241000,L8,,117.21
2018-09-23 22:12:41.211000,L8,,17.97
2018-10-02 22:06:59.122000,L8,184.26,109.15
2018-10-18 22:07:05.594000,L8,,177.36
2018-11-03 22:07:09.298000,L8,,177.51
2018-11-10 22:12:56.881000,L8,186.95,178.87
2018-11-10 22:13:20.844000,L8,,176.87
2018-12-21 22:07:06.566000,L8,103.93,181.50
2019-02-14 22:12:45.337000,L8,184.48,181.13
2019-03-02 22:12:41.167000,L8,,19.72
2019-03-02 22:13:05.126000,L8,182.63,180.52
2019-03-18 22:12:35.978000,L8,186.51,181.31
2019-03-18 22:12:59.932000,L8,188.51,183.44
2019-03-27 22:06:47.460000,L8,,178.09
2019-04-03 22:12:32.527000,L8,188.12,182.56
2019-04-03 22:12:56.485000,L8,187.42,181.99
2019-04-12 22:06:42.607000,L8,195.23,188.38
2019-04-19 22:12:26.487000,L8,188.30,182.74
2019-05-05 22:12:52.815000,L8,148.54,116.14
2019-05-21 22:12:39.194000,L8,147.98,124.32
2019-06-06 22:12:47.153000,L8,145.62,122.52
2019-06-06 22:13:11.112000,L8,188.86,188.77
2019-07-17 22:07:10.971000,L8,192.42,189.91
2019-08-02 22:07:17.867000,L8,186.06,185.74
2019-08-18 22:07:23.116000,L8,179.11,181.66
2019-09-10 22:13:15.713000,L8,,123.78
2019-09-19 22:07:32.145000,L8,188.58,183.50
2019-09-26 22:13:21.074000,L8,,179.54
2019-10-05 22:07:36.198000,L8,,175.48
2019-10-21 22:07:37.761000,L8,185.45,179.89
2019-10-28 22:13:24.474000,L8,87.46,177.46
2019-10-28 22:13:48.433000,L8,92.84,177.82
2019-11-29 22:13:20.022000,L8,181.49,
2019-11-29 22:13:43.981000,L8,180.93,
2019-12-08 22:07:32.611000,L8,182.61,179.71
2019-12-31 22:13:14.062000,L8,,179.92
2019-12-31 22:13:38.020000,L8,237.05,253.74
2020-01-16 22:13:34.872000,L8,182.78,178.02
2020-01-25 22:07:21.445000,L8,182.38,180.49
2020-02-01 22:13:05.644000,L8,187.93,108.35
2020-02-10 22:07:16.756000,L8,185.78,180.97
2020-02-26 22:07:12.690000,L8,157.99,183.05
2020-03-04 22:12:56.927000,L8,185.92,178.28
2020-03-04 22:13:20.890000,L8,186.85,114.55
2020-03-13 22:07:06.074000,L8,190.14,109.39
2020-04-14 22:06:50.036000,L8,190.28,181.59
2020-04-21 22:12:33.691000,L8,187.35,31.29
2020-05-07 22:12:24.481000,L8,167.02,186.72
2020-05-16 22:06:39.488000,L8,189.38,183.19
2020-06-01 22:06:44.481000,L8,189.82,184.16
2020-07-10 22:12:51.600000,L8,196.17,184.55
2020-07-10 22:13:15.559000,L8,198.41,13.97
2020-07-19 22:07:07.773000,L8,191.66,14.96
2020-07-26 22:12:56.525000,L8,146.07,105.85
2020-07-26 22:13:20.488000,L8,147.37,112.84
2020-08-11 22:12:59.530000,L8,,181.18
2020-08-11 22:13:23.493000,L8,173.45,182.59
2020-08-27 22:13:08.244000,L8,188.73,180.75
2020-08-27 22:13:32.207000,L8,198.56,190.23
2020-09-21 22:07:30.724000,L8,190.71,186.34
2020-10-14 22:13:20.968000,L8,185.04,177.72
2020-10-14 22:13:44.927000,L8,185.22,178.12
