dates,nzd0117-0000,nzd0117-0001,nzd0117-0002,satname
2001-06-05 21:55:16+00:00,,287.12,282.23,L7
2001-10-11 21:53:46+00:00,,287.12,273.525,L7
2002-05-23 21:54:18+00:00,,283.29,,L7
2002-08-27 21:53:36+00:00,,291.045,300.77,L7
2002-10-14 21:53:19+00:00,,291.045,300.645,L7
2003-07-21 21:42:09+00:00,282.21,249.16,239.91,L5
2003-08-06 21:42:27+00:00,285.01,251.39499999999998,240.305,L5
2003-10-25 21:43:40+00:00,289.38,253.2733333333333,243.35666666666665,L5
2004-03-01 21:44:38+00:00,295.295,254.305,245.34,L5
2004-04-18 21:45:25+00:00,287.9266666666667,246.57333333333335,240.5533333333333,L5
2004-05-20 21:46:20+00:00,280.62333333333333,239.63666666666668,232.08,L5
2004-06-05 21:46:48+00:00,283.15,243.70250000000001,234.51749999999998,L5
2004-07-07 21:47:45+00:00,284.584,246.08200000000002,235.462,L5
2004-07-23 21:48:09+00:00,284.86333333333334,247.0566666666667,237.35666666666665,L5
2004-09-25 21:49:43+00:00,283.342,249.90666666666667,240.04166666666666,L5
2005-01-15 21:51:45+00:00,282.475,256.3666666666666,249.84333333333333,L5
2005-04-21 21:52:46+00:00,282.855,249.82999999999998,243.82,L5
2005-06-08 21:53:09+00:00,283.8433333333333,251.88,246.76666666666665,L5
2005-10-30 21:53:39+00:00,291.78,241.95999999999998,251.405,L5
2005-11-15 21:54:02+00:00,291.78,250.95333333333335,254.17666666666665,L5
2006-04-08 21:57:12+00:00,286.44,244.83666666666667,250.02,L5
2006-06-27 21:58:24+00:00,280.775,243.63,244.825,L5
2008-12-25 21:50:10+00:00,282.62,231.89,232.12,L5
2009-12-12 21:56:13+00:00,289.2,244.78,251.21,L5
2010-02-14 21:56:32+00:00,289.075,247.15,250.60500000000002,L5
2010-10-28 21:55:27+00:00,291.3,248.09,246.29,L5
2010-12-31 21:55:32+00:00,293.115,252.28500000000003,252.5,L5
2013-04-11 22:07:51+00:00,295.7,262.36,276.47,L8
2013-09-02 22:07:40+00:00,295.82,262.36,274.22,L8
2013-10-20 22:07:26+00:00,296.245,249.01,274.76,L8
2013-11-05 22:07:22+00:00,289.6066666666666,249.01,274.76,L8
2014-02-09 22:06:33+00:00,291.8275,257.815,277.5133333333333,L8
2014-03-29 22:05:52+00:00,291.73249999999996,254.51333333333332,279.5833333333333,L8
2014-04-30 22:05:22+00:00,291.6575,240.98333333333335,278.81666666666666,L8
2014-05-16 22:05:09+00:00,296.63250000000005,245.3075,278.395,L8
2014-10-07 22:05:49+00:00,296.8,239.19666666666663,276.59,L8
2014-11-08 22:05:52+00:00,298.07,252.38,278.2733333333333,L8
2015-02-28 22:05:24+00:00,299.59,255.9466666666667,280.72333333333336,L8
2015-03-16 22:05:13+00:00,296.5725,255.9466666666667,277.115,L8
2015-07-06 22:05:06+00:00,294.37333333333333,268.98,272.07,L8
2015-07-22 22:05:13+00:00,295.83500000000004,267.5,274.605,L8
2015-08-23 22:05:24+00:00,294.002,255.82333333333335,272.764,L8
2016-04-19 22:05:11+00:00,298.87,233.05,279.08,L8
2016-05-21 22:05:14+00:00,300.58500000000004,248.3,281.945,L8
2016-09-26 22:05:52+00:00,299.1333333333334,243.90333333333334,278.2866666666667,L8
2017-01-16 22:05:47+00:00,302.05,254.175,279.21000000000004,L8
2017-02-01 22:05:40+00:00,302.6933333333333,259.3333333333333,280.96333333333337,L8
2017-03-05 22:05:27+00:00,302.6933333333333,270.7825,287.32,L8
2017-05-24 22:05:10+00:00,302.83666666666664,282.67333333333335,288.195,L8
2017-12-18 22:05:49+00:00,291.03,,,L8
2018-02-04 22:05:29+00:00,291.03,274.4,293.1,L8
2018-08-15 22:05:04+00:00,303.7,255.68,284.43,L8
2018-10-02 22:05:23+00:00,302.96000000000004,261.28999999999996,284.36,L8
2018-10-18 22:05:29+00:00,304.56,264.57,285.75666666666666,L8
2018-11-03 22:05:33+00:00,301.6825,253.49,281.8525,L8
2019-01-06 22:05:29+00:00,300.382,250.66,279.37399999999997,L8
2019-01-22 22:05:26+00:00,299.58666666666664,251.215,278.62666666666667,L8
2019-07-17 22:05:35+00:00,299.68,261.545,280.71500000000003,L8
2019-09-19 22:05:56+00:00,308.73,274.79,286.54,L8
2019-11-22 22:05:57+00:00,303.56666666666666,256.5733333333333,277.17,L8
2020-01-25 22:05:45+00:00,300.37666666666667,250.31,267.8,L8
2020-02-10 22:05:40+00:00,299.0925,250.31,267.8,L8
2020-09-21 22:05:54+00:00,297.66,,,L8
2020-11-08 22:05:55+00:00,298.97,234.8,271.85,L8
2020-12-26 22:05:56+00:00,300.5833333333333,250.715,278.655,L8
2021-01-11 22:05:50+00:00,298.115,250.715,278.655,L8
2021-04-01 22:05:24+00:00,297.84999999999997,250.715,275.52,L8
2021-04-17 22:05:18+00:00,297.74799999999993,248.39333333333335,275.52,L8
2021-05-03 22:05:08+00:00,297.57,239.3275,274.855,L8
2021-05-19 22:05:16+00:00,297.33666666666664,242.91250000000002,277.35249999999996,L8
2021-09-24 22:05:56+00:00,297.88199999999995,236.1275,274.74249999999995,L8
2021-12-29 22:05:53+00:00,300.045,250.86,279.575,L8
2022-02-23 22:05:44+00:00,298.1666666666667,244.10000000000002,277.8833333333333,L9
2022-03-11 22:05:39+00:00,296.9975,241.26000000000002,276.3675,L9
2022-06-07 22:05:43+00:00,296.01,243.21,275.21500000000003,L8
2022-06-15 22:05:16+00:00,296.01,245.50799999999998,277.05,L9
2022-06-23 22:05:51+00:00,296.01,245.50799999999998,282.45166666666665,L8
2022-11-22 22:06:05+00:00,295.96,250.99499999999995,287.62,L9
2023-03-22 22:05:28+00:00,289.75,239.58,280.805,L8
2023-03-30 22:05:35+00:00,289.75,254.47000000000003,282.5266666666667,L9
2023-04-23 22:05:09+00:00,292.45,247.27,278.9925,L8
2023-06-10 22:05:03+00:00,292.6766666666667,244.52,274.0625,L8
2023-06-18 22:04:57+00:00,292.6766666666667,244.27400000000003,270.838,L9
2023-08-05 22:05:23+00:00,293.335,242.395,269.50333333333333,L9
2023-08-21 22:05:28+00:00,295.01,244.35285714285715,271.3885714285714,L9
2023-09-06 22:05:38+00:00,293.75166666666667,242.79875,270.51125,L9
2023-09-30 22:05:45+00:00,294.9166666666667,239.20000000000002,268.0228571428571,L8
2023-11-25 22:05:56+00:00,294.99499999999995,242.18000000000004,269.2885714285714,L9
2023-12-19 22:05:51+00:00,297.50166666666667,247.5333333333333,275.10499999999996,L8
2024-01-28 22:05:54+00:00,298.0214285714286,250.54999999999998,276.24857142857144,L9
2024-02-05 22:05:44+00:00,297.8128571428571,253.55714285714285,277.94,L8
2024-02-13 22:05:53+00:00,296.37,251.53125,276.50625,L9
2024-02-29 22:05:47+00:00,296.4075,253.30625,276.9425,L9
2024-03-08 22:05:29+00:00,297.6857142857143,260.985,282.21000000000004,L8
2024-03-16 22:05:47+00:00,297.2925,258.4122222222222,281.41111111111115,L9
2024-05-11 22:04:51+00:00,297.53125,258.3855555555556,281.40777777777777,L8
2024-09-08 22:05:24+00:00,295.66333333333336,239.88666666666668,273.39000000000004,L9
2024-09-24 22:05:25+00:00,297.3733333333334,247.30666666666664,276.4066666666667,L9
2024-10-26 22:05:48+00:00,296.82500000000005,245.5,276.6075,L9
2024-12-13 22:05:46+00:00,297.6225,249.81249999999997,279.52,L9
2024-12-21 22:05:40+00:00,297.606,249.58399999999997,279.234,L8
2025-01-06 22:05:42+00:00,298.7366666666667,251.88833333333332,280.70666666666665,L8
2025-02-23 22:05:31+00:00,298.2857142857143,251.59142857142857,280.66142857142853,L8
2025-03-19 22:05:30+00:00,297.49285714285713,253.33666666666667,282.14666666666665,L9
2025-08-18 22:05:41+00:00,291.9149999999999,249.81,266.455,L8
2025-09-27 22:05:54+00:00,297.57,240.17,261.67,L9
