dates,satname,nzd0117-0000,nzd0117-0001,nzd0117-0002
2001-06-05 21:55:16.607000,L7,306.26,287.12,282.23
2001-10-11 21:53:46.024000,L7,,,264.82
2002-05-23 21:54:18.991000,L7,,283.29,262.89
2002-08-27 21:53:36.267000,L7,370.57,298.80,300.77
2002-10-14 21:53:19.813000,L7,238.54,,300.52
2003-07-21 21:42:09.884000,L5,282.21,249.16,239.91
2003-08-06 21:42:27.230000,L5,287.81,253.63,240.70
2003-10-25 21:43:40.253000,L5,298.12,257.03,249.46
2003-12-12 21:44:10.398000,L5,372.57,298.46,292.71
2004-03-01 21:44:38.581000,L5,292.47,251.58,241.22
2004-04-18 21:45:25.586000,L5,273.19,231.11,230.98
2004-05-20 21:46:20.465000,L5,276.21,236.22,224.04
2004-06-05 21:46:48.916000,L5,290.73,255.90,241.83
2004-07-07 21:47:45.207000,L5,290.32,255.60,239.24
2004-07-23 21:48:09.192000,L5,286.26,251.93,246.83
2004-08-08 21:48:26.915000,L5,372.01,275.48,
2004-08-24 21:48:54.043000,L5,,313.66,301.55
2004-09-25 21:49:43.196000,L5,333.27,268.68,257.33
2005-01-15 21:51:45.464000,L5,278.69,248.49,245.37
2005-04-21 21:52:46.920000,L5,287.02,251.17,242.27
2005-06-08 21:53:09.034000,L5,285.82,255.98,252.66
2005-07-26 21:53:30.504000,L5,,228.09,257.78
2005-10-30 21:53:39.558000,L5,297.74,227.94,250.15
2005-11-15 21:54:02.336000,L5,358.53,268.94,259.72
2006-04-08 21:57:12.628000,L5,275.14,237.63,240.19
2006-06-27 21:58:24.681000,L5,286.41,249.63,249.46
2006-07-13 21:58:38.362000,L5,292.50,251.45,247.64
2008-12-25 21:50:10.387000,L5,282.62,231.89,232.12
2009-12-12 21:56:13.982000,L5,289.20,244.78,251.21
2010-02-14 21:56:32.865000,L5,288.95,249.52,250.00
2010-10-28 21:55:27.339000,L5,291.30,248.09,246.29
2010-12-31 21:55:32.560000,L5,294.93,256.48,258.71
2011-02-17 21:55:37.006000,L5,291.62,256.87,257.42
2013-04-11 22:07:51.092000,L8,295.70,262.36,276.47
2013-09-02 22:07:40.639000,L8,295.94,,271.97
2013-10-20 22:07:26.886000,L8,296.55,249.01,277.55
2013-11-05 22:07:22.900000,L8,276.33,,
2013-12-07 22:07:14.870000,L8,302.64,,
2014-01-24 22:06:45.554000,L8,264.43,,
2014-02-09 22:06:33.299000,L8,298.49,266.62,283.02
2014-03-29 22:05:52.007000,L8,295.56,247.91,278.18
2014-04-30 22:05:22.578000,L8,296.25,208.42,275.25
2014-05-16 22:05:09.831000,L8,296.23,258.28,277.13
2014-06-17 22:05:20.950000,L8,298.41,,
2014-10-07 22:05:49.968000,L8,297.92,250.89,277.39
2014-11-08 22:05:52.173000,L8,300.06,247.97,280.30
2015-02-28 22:05:24.487000,L8,300.79,268.98,284.48
2015-03-16 22:05:13.611000,L8,287.52,209.21,266.29
2015-04-01 22:05:01.841000,L8,,291.51,309.15
2015-05-03 22:04:48.802000,L8,376.41,331.56,
2015-07-06 22:05:06.214000,L8,294.81,225.84,265.44
2015-07-22 22:05:13.606000,L8,300.22,266.02,282.21
2015-08-07 22:05:16.273000,L8,,,261.18
2015-08-23 22:05:24.610000,L8,286.67,232.47,265.40
2015-10-26 22:05:43.801000,L8,397.79,286.06,295.15
2016-04-19 22:05:11.034000,L8,298.87,233.05,279.08
2016-05-21 22:05:14.459000,L8,302.30,263.55,284.81
2016-09-10 22:05:51.530000,L8,302.85,268.10,283.34
2016-09-26 22:05:52.032000,L8,296.23,235.11,270.97
2017-01-16 22:05:47.126000,L8,307.87,273.24,287.45
2017-02-01 22:05:40.248000,L8,303.98,269.65,284.47
2017-03-05 22:05:27.019000,L8,366.22,305.13,306.39
2017-03-21 22:05:16.875000,L8,292.26,242.75,277.02
2017-05-08 22:04:59.325000,L8,299.11,255.53,280.59
2017-05-24 22:05:10.453000,L8,296.66,232.91,274.47
2017-12-18 22:05:49.621000,L8,291.03,,
2018-01-19 22:05:38.704000,L8,357.09,310.31,318.02
2018-02-04 22:05:29.733000,L8,310.67,274.40,293.10
2018-04-09 22:05:00.233000,L8,295.08,242.67,276.25
2018-04-25 22:04:50.953000,L8,405.24,286.55,296.79
2018-06-12 22:04:30.023000,L8,317.08,298.59,303.67
2018-06-28 22:04:40.307000,L8,269.20,248.56,280.99
2018-08-15 22:05:04.399000,L8,303.70,255.68,284.43
2018-08-31 22:05:11.322000,L8,295.25,,
2018-10-02 22:05:23.291000,L8,302.22,266.90,284.29
2018-10-18 22:05:29.751000,L8,307.76,271.13,288.55
2018-11-03 22:05:33.462000,L8,293.05,220.25,270.14
2018-11-19 22:05:34.273000,L8,312.51,278.59,294.47
2018-12-21 22:05:30.731000,L8,302.02,257.79,282.98
2019-01-06 22:05:29.894000,L8,295.18,239.34,269.46
2019-01-22 22:05:26.296000,L8,295.61,253.99,274.89
2019-07-17 22:05:35.131000,L8,303.75,269.10,286.54
2019-09-19 22:05:56.310000,L8,313.71,280.48,286.57
2019-11-22 22:05:57.141000,L8,293.24,220.14,267.80
2020-01-09 22:05:49.761000,L8,297.11,,281.20
2020-01-25 22:05:45.614000,L8,294.18,,
2020-02-10 22:05:40.938000,L8,295.24,,
2020-08-20 22:05:42.019000,L8,303.95,,280.12
2020-09-21 22:05:54.893000,L8,297.66,,
2020-10-23 22:05:58.112000,L8,306.33,267.31,285.05
