dates,satname,nzd0097-0000,nzd0097-0001,nzd0097-0002,nzd0097-0003,nzd0097-0004,nzd0097-0005,nzd0097-0006,nzd0097-0008,nzd0097-0009,nzd0097-0010,nzd0097-0011,nzd0097-0012,nzd0097-0013,nzd0097-0014,nzd0097-0015,nzd0097-0016,nzd0097-0017,nzd0097-0018,nzd0097-0019,nzd0097-0020,nzd0097-0021,nzd0097-0022,nzd0097-0024,nzd0097-0025,nzd0097-0026,nzd0097-0027,nzd0097-0028,nzd0097-0007,nzd0097-0023
2013-06-05 22:13:51.261000,L8,,,,,,,,,,291.77,322.10,316.99,317.55,325.63,314.43,314.24,311.99,310.52,307.68,314.58,323.35,328.71,320.20,318.76,314.55,321.14,325.77,,315.80
2013-06-21 22:13:43.313000,L8,,,,,,,,,,290.80,327.17,316.64,318.96,325.60,316.19,314.89,313.65,311.45,310.29,318.81,325.43,327.04,320.53,318.69,314.36,319.41,325.33,,318.66
2013-07-07 22:13:48.209000,L8,315.14,332.51,319.17,313.78,309.84,,,,,291.28,320.19,313.41,310.25,327.71,312.35,314.83,312.60,312.37,311.92,314.13,319.91,324.07,316.54,314.63,311.91,315.96,324.16,,317.75
2013-09-09 22:13:49.699000,L8,,,,,,,,,,,,,,,,311.88,377.44,305.18,301.08,302.79,318.53,321.12,314.78,364.14,,,345.93,,315.46
2013-09-25 22:13:41.239000,L8,,,,,,,,,,,,,,,,,,,305.17,301.77,318.32,321.48,313.06,315.33,311.53,205.19,322.03,,317.17
2013-10-11 22:13:41.596000,L8,,333.25,325.39,307.90,314.78,308.41,312.01,317.05,,293.02,322.26,315.19,311.13,324.32,312.81,316.17,315.17,314.27,310.20,314.17,321.95,321.29,317.67,315.71,312.44,316.98,322.90,291.66,317.42
2013-10-27 22:13:31.854000,L8,,330.94,321.88,309.96,315.46,308.26,311.33,318.26,,291.69,324.10,314.71,310.17,328.82,312.80,314.03,314.48,313.88,311.00,314.84,320.80,321.93,316.37,315.84,309.73,316.87,324.63,284.46,318.00
2013-11-12 22:13:32.202000,L8,,,,,,,,,,,314.42,304.64,303.51,319.25,306.90,310.59,311.74,311.10,304.56,310.08,318.28,319.02,313.58,311.03,306.83,314.10,317.51,,313.43
2013-11-28 22:13:25.971000,L8,316.51,,,,,,,,,,306.79,298.95,295.71,313.99,304.49,306.73,305.09,309.79,303.57,307.69,310.06,317.93,,296.81,303.01,306.99,317.47,,
2013-12-14 22:13:21.591000,L8,294.04,,,,,,,,,294.22,320.14,312.05,312.29,326.27,314.81,314.36,315.03,314.74,309.00,314.29,321.15,322.33,319.17,313.83,310.39,315.16,321.51,,314.08
2014-01-31 22:12:52.806000,L8,,,,,,,,,,,311.73,302.65,297.77,320.60,305.24,307.51,307.53,309.23,305.02,306.33,318.45,320.68,316.87,313.44,307.62,310.89,317.47,,316.24
2014-02-16 22:12:38.819000,L8,,,,,,,,,,,,,306.29,345.22,328.71,318.17,316.88,314.76,309.00,323.18,325.73,328.67,324.89,316.98,88.82,315.56,326.10,,318.35
2014-03-20 22:12:13.789000,L8,,,,,,,,,,,318.79,305.90,300.55,320.64,304.99,308.59,309.71,311.04,302.86,312.92,316.72,327.89,321.75,311.06,310.10,312.39,317.37,,312.17
2014-04-05 22:11:58.702000,L8,,,,,,,,,,,,,,,,,,,,,,,,98.31,281.35,,,,
2014-05-23 22:11:18.694000,L8,,,,,,308.36,312.02,326.00,328.99,334.32,339.37,334.96,343.63,346.17,338.97,335.72,329.81,335.94,333.17,327.30,330.51,335.91,348.94,331.82,323.14,324.48,328.14,317.79,335.83
2014-07-26 22:11:43.162000,L8,,382.38,398.10,342.24,342.45,316.12,320.95,329.95,327.67,336.69,342.08,338.87,334.52,337.98,336.58,327.61,327.88,328.10,326.72,331.56,333.95,335.66,330.59,326.43,69.73,324.08,326.05,327.62,330.21
2014-10-14 22:12:02.705000,L8,,322.52,313.81,306.98,309.03,309.50,309.83,,,,313.91,310.09,303.13,319.78,308.19,309.86,310.49,311.14,307.94,309.54,319.27,321.25,316.49,317.07,301.48,312.71,320.00,280.33,313.80
2014-10-30 22:11:58.859000,L8,,339.91,340.68,320.40,325.93,319.29,320.71,329.02,334.96,343.23,353.00,329.74,322.51,334.43,327.83,322.47,320.58,317.53,315.26,318.43,322.66,325.40,318.24,317.06,309.47,321.47,328.47,319.97,319.57
2014-12-01 22:12:00.318000,L8,383.35,,,,,,,,,,307.72,298.77,296.87,317.37,302.33,304.43,306.50,307.74,298.89,304.15,313.97,316.40,310.68,308.26,301.37,310.28,235.07,,307.70
2015-04-24 22:11:08.401000,L8,344.86,329.76,320.33,280.06,305.99,,,,,,317.19,305.92,294.66,312.12,306.20,308.88,308.71,307.18,303.59,306.48,314.98,318.45,313.15,312.66,306.88,311.84,318.68,,310.37
2015-05-10 22:10:52.487000,L8,,,,,,,,,,288.86,314.89,304.89,300.75,317.74,306.44,308.55,309.90,309.36,306.05,305.46,315.05,319.36,313.05,310.43,308.63,308.82,322.14,,310.69
2015-06-27 22:11:10.298000,L8,,,,,,,,,,,,,,,,,,,,,,,,17.88,289.45,303.80,274.60,,
2015-07-29 22:11:25.856000,L8,,,,,,,,,,,316.04,302.50,300.74,320.14,306.23,310.34,309.61,307.80,306.76,310.65,319.07,321.77,317.32,318.77,311.38,316.27,321.67,,315.73
2015-12-20 22:11:57.501000,L8,374.79,,,,,,,,,,,,297.18,317.18,302.77,304.51,308.18,310.11,301.88,306.27,315.44,315.97,313.39,310.48,306.02,310.30,317.36,,311.53
2016-02-22 22:11:42.580000,L8,,,,,,,,,,291.55,317.89,310.26,307.94,321.85,312.48,312.42,312.76,312.85,307.01,310.40,319.12,319.63,315.28,313.16,307.65,315.64,221.95,,312.57
2016-03-09 22:11:40.902000,L8,,,,,,,,,,290.87,318.24,313.30,312.60,320.69,313.33,312.88,313.09,313.43,308.27,312.23,318.16,320.23,314.04,314.66,310.83,313.77,233.09,,314.18
2016-04-26 22:11:21.230000,L8,,,,,,,315.72,331.50,330.67,332.43,326.57,335.83,327.43,313.26,319.83,315.11,313.61,312.69,310.78,315.11,321.35,325.47,318.78,316.18,311.10,314.38,325.46,324.36,315.99
2016-05-12 22:11:20.683000,L8,,337.50,329.01,314.64,311.92,311.22,313.22,321.65,,295.61,326.91,315.53,321.05,322.91,317.96,316.81,314.13,313.12,309.16,317.87,322.07,321.87,318.42,317.49,314.35,317.78,326.19,318.03,317.96
2016-06-29 22:11:39.087000,L8,,,,,,,,,,,308.03,294.80,295.20,306.90,305.85,303.38,304.88,303.71,297.77,292.79,,,,,,,,,
2016-08-16 22:11:53.694000,L8,406.15,332.41,324.43,279.37,310.59,309.06,310.82,316.28,307.47,293.06,318.63,315.02,312.07,318.80,311.75,308.08,310.05,308.61,305.30,313.05,322.19,330.37,318.19,316.29,311.10,316.83,324.50,303.03,314.45
2016-11-20 22:12:09.409000,L8,402.23,399.27,391.68,372.08,367.40,371.60,379.07,383.54,362.05,383.80,384.94,378.65,385.02,380.30,377.10,362.06,366.70,358.11,374.32,377.60,372.82,368.65,352.12,340.68,350.84,353.06,373.43,378.86,362.20
2017-06-16 22:11:31.847000,L8,,,,,,,,,,,,,,291.41,293.41,296.77,297.03,298.26,295.34,,,,,,,,,,
2017-07-18 22:11:40.412000,L8,,,,,,,,,,,316.87,303.66,316.23,317.85,310.58,308.51,310.42,311.17,309.26,314.14,323.42,323.00,316.37,313.12,308.94,314.94,320.30,,316.36
2017-08-03 22:11:47.949000,L8,407.84,337.62,336.84,316.49,315.31,312.40,315.18,326.40,,293.91,325.10,320.67,319.48,324.19,316.45,311.46,311.90,314.74,312.84,316.97,328.81,329.09,320.37,319.83,312.08,317.58,333.35,319.81,321.20
2017-08-19 22:11:53.133000,L8,,,,,,,,,,,312.18,302.60,302.80,315.07,314.03,290.73,305.37,316.93,306.67,311.10,322.44,319.12,,,,,,,307.24
2018-01-10 22:11:54.118000,L8,,338.58,333.40,318.26,312.36,311.30,313.91,320.76,311.59,293.23,325.83,323.67,319.09,323.19,324.30,318.24,317.35,317.33,314.63,319.89,323.40,321.50,317.37,317.33,313.23,316.21,322.62,314.48,319.28
2018-01-26 22:11:45.215000,L8,402.48,,,,,,,,,291.51,318.65,311.59,308.33,318.08,314.16,313.48,314.67,316.26,311.98,315.95,321.72,322.51,315.85,314.39,67.62,315.39,322.98,,315.28
2018-04-16 22:11:06.667000,L8,,,,,,,,,,291.76,325.62,317.35,318.59,321.26,321.18,319.25,316.67,315.91,313.95,317.15,323.15,328.12,319.18,317.87,314.81,319.29,330.67,,317.21
2018-05-02 22:10:57.873000,L8,,360.19,351.79,341.59,325.52,332.57,338.25,350.35,343.77,360.50,342.47,362.10,357.22,342.90,354.91,361.67,347.88,375.43,346.77,351.70,346.52,344.48,341.12,335.14,338.13,327.74,342.80,335.52,358.82
2018-07-05 22:10:54.795000,L8,,337.28,326.50,315.75,310.33,309.01,313.24,323.01,,291.06,317.93,308.88,318.13,319.08,317.34,313.38,313.76,313.49,311.36,319.42,323.10,322.18,321.35,317.91,98.24,318.89,328.54,318.65,318.99
2018-08-06 22:11:10.291000,L8,,336.33,338.47,315.95,311.16,307.40,312.66,325.03,304.04,292.99,321.98,313.17,318.75,318.99,318.66,312.63,313.08,312.35,307.86,316.44,323.89,334.31,323.27,320.58,315.41,321.35,331.20,319.07,316.39
2018-09-07 22:11:24.397000,L8,,,,,,,,,,,,,,,,,,,,,,,,1.80,291.83,301.24,306.84,,
2018-10-25 22:11:42.546000,L8,,320.09,322.53,312.52,311.89,309.93,319.30,327.01,,295.65,322.94,321.66,319.74,338.54,317.79,310.45,339.27,,,,,,361.57,359.06,324.45,282.51,337.72,321.36,
2019-02-14 22:11:33.473000,L8,400.22,,,,,,,,,,310.71,298.51,315.20,308.60,302.12,305.90,304.87,308.41,304.11,310.40,317.39,315.49,315.21,311.22,308.40,310.99,295.39,,315.08
2019-03-02 22:11:29.304000,L8,409.06,346.03,343.06,324.71,314.69,312.20,314.65,326.95,319.63,326.09,328.57,331.85,330.74,325.21,321.16,319.35,320.00,316.73,311.49,321.02,327.52,322.11,322.35,317.48,316.24,318.30,327.38,320.86,321.42
2019-07-08 22:11:44.725000,L8,,,,,,,,,,,,,293.96,297.43,299.33,303.54,301.50,301.66,297.87,295.45,,,,,192.98,269.05,,,
2019-08-09 22:11:55.358000,L8,,,,,,,,,,289.78,316.30,303.43,322.41,317.73,308.97,310.05,312.89,313.13,306.05,316.30,321.28,323.89,319.51,316.66,310.17,315.27,323.48,,316.37
2020-01-16 22:11:59.041000,L8,,336.97,330.04,319.19,312.66,313.00,318.17,325.11,318.07,297.38,325.05,322.44,329.96,322.25,317.01,318.95,316.12,316.47,314.86,319.68,323.16,322.88,320.01,315.58,317.03,320.05,326.60,317.85,321.69
2020-02-01 22:11:53.781000,L8,,346.16,346.93,323.99,319.70,321.55,324.54,329.12,320.65,328.18,344.22,342.17,339.47,332.68,338.99,335.28,320.79,324.89,332.72,336.10,336.90,339.17,331.34,329.38,331.15,328.22,333.49,328.46,342.16
2020-04-21 22:11:21.823000,L8,389.55,354.99,343.90,324.86,322.82,320.25,325.46,331.57,326.41,331.73,334.22,338.10,329.21,332.30,329.95,324.25,331.85,324.84,328.35,328.06,336.69,329.84,327.72,320.04,318.63,327.13,329.76,326.70,326.05
2020-05-07 22:11:12.613000,L8,,344.02,338.60,319.39,314.86,312.42,315.43,325.07,,295.19,329.48,317.76,327.88,325.49,323.23,322.43,318.21,316.82,313.65,323.69,324.17,325.55,321.74,314.20,97.97,318.69,325.09,319.85,320.91
2020-07-10 22:11:39.723000,L8,,356.52,375.29,341.93,333.42,332.99,336.41,353.84,333.81,356.40,350.22,345.46,349.29,354.24,347.98,344.17,349.20,340.83,334.98,336.40,340.88,347.58,339.99,342.82,337.68,345.83,,342.55,375.09
2020-07-26 22:11:44.648000,L8,,333.57,324.27,317.32,312.52,312.95,315.34,322.43,,293.70,324.17,322.86,325.84,320.32,321.49,315.71,316.44,317.00,311.27,318.23,325.27,326.36,320.42,317.93,103.76,316.36,325.83,317.84,319.33
2020-08-27 22:11:56.368000,L8,,299.46,312.99,274.00,303.71,310.32,316.05,,,,,,,,,,,,,,,317.50,315.06,311.99,306.01,311.99,317.99,271.99,311.13
2020-12-17 22:12:09.375000,L8,388.42,370.47,396.51,377.46,372.65,344.18,347.94,356.63,393.43,400.15,350.44,396.94,348.29,355.89,358.14,352.21,353.17,348.95,344.86,348.97,351.11,355.20,347.77,344.27,338.37,352.73,355.96,351.36,345.88
2021-02-03 22:11:56.237000,L8,,,,,,,,,,,,,,,,,,,,,,,,,294.01,282.72,,,
2021-02-19 22:11:51.945000,L8,,341.58,339.21,320.50,316.22,315.21,319.13,326.29,319.71,298.64,325.26,314.26,327.39,322.28,319.04,318.98,316.28,316.78,311.06,321.55,324.71,321.73,321.87,313.64,314.92,316.09,324.52,320.92,318.90
2021-03-23 22:11:37.336000,L8,370.80,340.21,343.09,320.21,315.05,312.67,318.24,321.86,,,317.79,310.72,324.53,317.40,318.10,314.23,314.04,316.38,310.27,318.06,325.07,325.76,321.99,317.03,314.93,318.12,326.17,321.55,324.58
2021-04-24 22:11:25.382000,L8,,341.08,337.62,322.64,316.12,315.77,323.22,,,,,,,,294.74,305.88,302.39,316.44,312.86,320.39,327.74,327.64,324.50,320.10,319.11,320.54,326.72,346.89,321.92
2021-05-26 22:11:31.065000,L8,,,,,,,,,,,,,,,,,,,,,,,,,282.63,219.50,,,
2021-06-11 22:11:38.046000,L8,,,,,,,,,,292.44,317.01,309.96,323.96,318.46,314.62,313.90,315.17,316.06,309.46,315.81,339.42,336.93,333.22,323.47,313.29,314.76,323.19,,316.97
2021-07-13 22:11:43.513000,L8,,342.38,348.04,337.14,331.65,327.67,332.11,330.37,342.31,350.57,356.98,337.43,335.52,347.52,344.04,346.23,340.08,335.33,337.14,331.44,338.81,341.30,330.41,332.15,330.69,342.86,347.95,333.91,330.96
2021-10-01 22:12:10.732000,L8,,,,,,,,,,,307.40,301.25,314.44,307.97,305.22,309.40,306.23,307.53,285.27,302.75,314.64,315.89,311.70,308.98,304.18,311.28,245.19,,307.21
2021-10-17 22:12:14.625000,L8,335.88,327.76,328.73,321.08,313.75,313.68,318.50,323.80,293.32,292.22,317.80,313.96,323.29,320.06,318.25,318.07,317.11,321.50,312.95,318.84,323.95,318.71,390.01,401.73,312.77,310.33,248.77,320.41,364.73
2021-11-06 22:12:48.299000,L9,363.80,367.92,401.62,357.13,337.73,371.20,380.50,371.11,362.43,361.94,360.96,363.47,359.74,360.28,364.09,358.14,357.21,352.90,347.22,355.08,349.42,355.00,385.17,383.31,337.58,354.99,372.93,350.73,348.66
2021-11-18 22:12:08.776000,L8,295.09,339.18,337.66,325.04,320.21,317.76,323.05,330.75,326.60,325.94,331.18,328.81,330.76,329.73,328.80,328.40,326.58,325.94,320.25,326.47,328.04,328.74,323.85,320.10,318.64,325.26,337.77,328.30,324.89
2022-01-13 22:12:02.740000,L9,,,,,,,,,,,,,,,,,,,,,,312.35,309.59,306.93,303.61,306.46,311.71,,307.42
2022-01-29 22:12:05.530000,L9,380.77,,,,,,,,,,,,362.91,295.41,307.27,301.65,,,,,,,,,,,,,
2022-02-14 22:12:01.049000,L9,338.23,335.17,327.46,318.85,312.48,311.27,314.88,322.06,,290.69,322.66,312.04,322.44,316.94,308.26,316.50,312.92,316.02,310.58,316.55,321.07,322.62,318.39,314.53,312.41,315.63,326.42,317.39,317.66
2022-02-22 22:11:50.626000,L8,,,,,,,,,,,,,294.66,302.18,304.98,308.57,312.61,343.02,311.01,294.84,,,,,281.10,305.27,310.89,,
2022-03-18 22:11:49.046000,L9,,333.08,331.68,322.16,315.73,313.66,317.79,337.92,333.14,,,,,,,,,,,,,,,,,,,319.85,
2022-04-03 22:11:45.362000,L9,,332.24,319.57,318.10,314.34,313.81,314.28,322.04,,290.16,327.26,336.69,328.47,323.96,324.74,371.26,,,,316.82,330.23,328.47,381.68,320.04,317.49,317.29,326.33,318.03,322.51
2022-05-05 22:11:31.114000,L9,,,,,,,,,,356.20,358.15,359.67,333.93,341.39,351.53,347.50,340.74,338.10,327.17,338.42,334.86,340.82,342.19,344.29,335.89,337.58,347.30,,351.65
2022-05-21 22:11:19.594000,L9,,346.39,348.05,327.76,321.01,317.09,324.30,330.94,328.38,332.96,336.25,337.34,333.90,333.67,330.31,326.93,329.13,324.90,318.75,327.57,329.97,330.96,328.18,325.92,319.50,327.15,334.00,328.95,328.36
2022-06-14 22:11:59.156000,L8,,335.60,331.24,320.04,315.22,315.47,318.28,325.79,,291.98,326.50,325.89,325.87,322.27,323.62,317.34,315.89,317.55,312.13,321.98,324.29,324.89,322.08,318.95,315.29,321.23,329.80,323.68,322.48
2022-07-08 22:11:39.226000,L9,,,,,,,,,,,,,314.26,311.63,308.53,309.04,309.80,311.76,304.58,310.64,317.06,320.53,314.98,314.62,311.51,314.98,247.00,,314.93
2022-07-16 22:12:03.012000,L8,,336.08,332.78,323.38,317.67,315.16,321.08,326.97,322.12,302.58,327.99,320.09,328.28,326.78,323.68,321.88,322.86,319.48,313.47,322.66,329.19,329.50,324.37,321.95,316.92,325.87,334.79,324.03,325.24
2022-08-09 22:11:58.475000,L9,,335.03,330.11,323.94,320.92,316.60,321.71,328.54,322.67,297.36,327.63,319.62,326.96,326.10,321.22,320.47,319.15,318.17,314.38,322.06,328.35,332.15,324.24,322.09,318.11,322.72,333.67,325.50,324.47
2022-11-13 22:12:17.201000,L9,,309.09,322.48,323.70,314.93,312.89,319.21,324.73,,292.62,319.65,320.80,351.75,354.84,316.08,311.70,319.24,325.71,319.73,323.42,324.89,323.98,325.90,319.37,313.31,316.32,230.15,327.08,322.55
2023-02-09 22:12:09.040000,L8,,339.17,337.88,325.30,315.13,313.74,318.18,325.45,321.51,303.09,327.22,318.85,328.03,325.78,318.69,322.01,320.88,325.94,319.57,320.95,325.34,328.13,321.06,316.61,313.98,318.49,329.91,321.82,321.42
2023-03-05 22:12:01.427000,L9,,321.38,323.30,316.30,310.92,308.51,308.34,318.16,,,317.29,308.75,319.57,313.34,306.62,313.42,313.73,319.74,309.61,314.24,318.71,324.34,314.04,313.50,308.71,313.74,324.04,316.73,316.08
