dates,nzd0097-0000,nzd0097-0001,nzd0097-0002,nzd0097-0003,nzd0097-0004,nzd0097-0005,nzd0097-0006,nzd0097-0008,nzd0097-0009,nzd0097-0010,nzd0097-0011,nzd0097-0012,nzd0097-0013,nzd0097-0014,nzd0097-0015,nzd0097-0016,nzd0097-0017,nzd0097-0018,nzd0097-0019,nzd0097-0020,nzd0097-0021,nzd0097-0022,nzd0097-0024,nzd0097-0025,nzd0097-0026,nzd0097-0027,nzd0097-0028,nzd0097-0007,nzd0097-0023,satname
2005-03-11 21:58:44+00:00,,,,,,,,,,,302.395,301.57,302.0,308.6766666666667,308.65000000000003,309.6766666666667,310.06333333333333,306.7366666666667,305.15000000000003,302.66333333333336,312.1033333333333,311.3633333333333,302.39000000000004,309.01,299.40999999999997,302.14,309.19,,302.1666666666667,L5
2005-07-17 21:59:35+00:00,,,,,,,,,,,305.27,301.3,296.32500000000005,304.3333333333333,304.53666666666663,305.42,305.05500000000006,302.665,300.845,306.7666666666667,317.81333333333333,315.6766666666667,305.57,312.19666666666666,301.84,302.69,309.58666666666664,,305.89,L5
2006-05-17 22:03:57+00:00,,,,,,,,,,,307.32,301.46,295.84,304.33,311.12,308.49,308.71,304.9,301.7,305.29,315.49,315.54,302.29,310.2,300.71,303.93,311.3,,297.81,L5
2009-01-01 21:56:31+00:00,,,,,,,,,,,,,,,,,,,,297.43,286.2,310.09,,,281.85,292.39,294.92,,,L5
2009-02-02 21:57:22+00:00,,,,,,,,,,,310.41,300.28,297.27,304.0,312.38,303.94,302.15,302.65,304.75,300.295,301.65,311.4,307.14,305.73,290.31,298.405,301.045,,304.25,L5
2011-01-07 22:01:44+00:00,378.42,390.92,392.93,371.17,355.82,356.48,365.91,364.18,367.02,375.49,,,,,,,,,,,355.44,351.5,,343.53,,,,359.78,,L5
2011-03-12 22:01:43+00:00,378.42,390.92,392.93,371.17,355.82,356.48,365.91,364.18,367.02,375.49,311.29,308.18,305.37,311.99,313.71,311.13,308.93,305.84,305.18,305.05,335.73,333.195,305.86,326.37,301.8,306.29,313.16,359.78,308.63,L5
2013-05-20 22:13:50+00:00,,,,,,,,,,291.13,320.65,308.32,313.38,325.04,310.54,313.21,313.28,310.08,307.58,317.62,321.23,325.12,316.53,314.37,309.8,315.61,322.45,,315.02,L8
2013-06-05 22:13:51+00:00,,,,,,,,,,291.45,321.375,312.655,315.46500000000003,325.33500000000004,312.485,313.725,312.635,310.29999999999995,307.63,316.1,322.29,326.91499999999996,318.365,316.565,312.175,318.375,324.11,,315.40999999999997,L8
2013-06-21 22:13:43+00:00,,,,,,,,,,291.23333333333335,323.3066666666667,313.98333333333335,316.63,325.42333333333335,313.72,314.1133333333333,312.9733333333333,310.68333333333334,308.51666666666665,317.00333333333333,323.33666666666664,326.95666666666665,319.08666666666664,317.2733333333333,312.90333333333336,318.72,324.51666666666665,,316.49333333333334,L8
2013-07-07 22:13:48+00:00,,332.51,319.17,313.78,309.84,,,,,291.245,322.52750000000003,313.84000000000003,315.03499999999997,325.995,313.3775,314.2925,312.88,311.105,309.3675,316.28499999999997,322.48,326.235,318.45,316.6125,312.65500000000003,318.03,324.4275,,316.8075,L8
2013-10-11 22:13:41+00:00,,332.88,322.28,310.84,312.30999999999995,308.41,312.01,317.05,,291.6,322.474,314.11,314.254,325.65999999999997,313.264,314.668,313.338,311.738,309.534,315.86199999999997,322.374,325.246,318.294,316.43199999999996,312.61199999999997,317.82,324.12199999999996,,316.93,L8
2013-10-27 22:13:31+00:00,,332.23333333333335,322.1466666666667,310.5466666666666,313.35999999999996,308.33500000000004,311.66999999999996,317.655,,291.615,322.745,314.21,313.5733333333333,326.18666666666667,313.18666666666667,314.56166666666667,313.52833333333336,312.09499999999997,309.77833333333336,315.69166666666666,322.1116666666667,324.6933333333333,317.9733333333333,316.3333333333333,312.13166666666666,317.6616666666667,324.20666666666665,,317.10833333333335,L8
2013-11-12 22:13:32+00:00,,332.23333333333335,322.1466666666667,310.5466666666666,313.35999999999996,308.33500000000004,311.66999999999996,317.655,,291.615,321.55571428571426,312.84285714285716,312.13571428571424,325.19571428571425,312.2885714285714,313.9942857142857,313.2728571428571,311.95285714285717,309.03285714285715,314.89,321.5642857142857,323.8828571428571,317.3457142857143,315.57571428571424,311.3742857142857,317.15285714285716,323.25,,316.5828571428571,L8
2013-12-14 22:13:21+00:00,,332.23333333333335,322.1466666666667,310.5466666666666,313.35999999999996,308.33500000000004,311.66999999999996,317.655,,292.20199999999994,321.38,312.77333333333337,311.0516666666667,325.3283333333333,312.6433333333334,314.145,313.77833333333336,312.9683333333333,309.495,314.38666666666666,321.25333333333333,322.61333333333334,317.31,314.955,310.9433333333333,316.41333333333336,322.67333333333335,,316.5566666666667,L8
2014-01-31 22:12:52+00:00,,332.095,323.635,308.92999999999995,315.12,308.33500000000004,311.66999999999996,317.655,,292.97666666666663,318.53000000000003,309.848,306.974,323.852,310.512,312.53200000000004,312.79,312.64399999999995,307.956,311.942,320.126,321.05,316.732,313.96999999999997,309.402,315.77750000000003,321.6375,,315.834,L8
2014-03-20 22:12:13+00:00,,332.095,323.635,308.92999999999995,315.12,308.33500000000004,311.66999999999996,317.655,,292.97666666666663,318.5733333333333,309.19,306.974,323.852,309.5916666666667,311.875,312.27666666666664,312.37666666666667,307.1066666666666,312.105,319.55833333333334,322.19,317.5683333333333,313.48499999999996,309.5183333333333,315.1,320.784,,315.22333333333336,L8
2014-04-05 22:11:58+00:00,,332.095,323.635,308.92999999999995,315.12,308.33500000000004,311.66999999999996,317.655,,292.97666666666663,318.5733333333333,309.19,306.974,323.852,309.5916666666667,311.875,312.27666666666664,312.37666666666667,307.1066666666666,312.105,319.55833333333334,322.19,317.5683333333333,313.48499999999996,305.4942857142857,315.1,320.784,,315.22333333333336,L8
2014-07-26 22:11:43+00:00,,,,342.24,342.45,316.12,320.95,329.95,327.67,,324.20000000000005,315.8066666666666,316.145,329.29,315.6033333333333,314.57,315.03999999999996,316.1233333333334,311.53333333333336,316.93666666666667,323.04,328.07666666666665,323.07,316.9766666666667,299.69000000000005,318.235,321.71000000000004,327.62,319.53999999999996,L8
2014-10-14 22:12:02+00:00,,322.52,313.81,324.61,325.74,312.81,315.39,329.95,327.67,,327.995,324.48,318.825,328.88,322.385,318.735,319.185,319.62,317.33000000000004,320.55,326.61,328.45500000000004,323.53999999999996,321.75,301.48,318.395,323.025,303.975,322.005,L8
2014-12-01 22:12:00+00:00,383.35,322.52,313.81,324.61,325.74,312.81,315.39,329.95,327.67,,321.2366666666667,315.91,311.50666666666666,325.04333333333335,315.7,313.9666666666667,314.95666666666665,315.66,311.18333333333334,315.0833333333333,322.3966666666667,324.43666666666667,319.25333333333333,317.25333333333333,301.425,315.69,323.025,303.975,317.2366666666667,L8
2015-05-10 22:10:52+00:00,383.35,,,,,,,,,288.86,311.305,301.83,298.81,317.555,304.385,306.49,308.2,308.55,302.47,304.80499999999995,314.51,317.88,311.865,309.345,305.0,309.54999999999995,322.14,,309.195,L8
2015-07-29 22:11:25+00:00,,,,,,,,,,288.86,315.46500000000003,303.695,300.745,318.94,306.33500000000004,309.445,309.755,308.58000000000004,306.405,308.05499999999995,317.06,320.565,315.185,314.6,310.005,312.54499999999996,321.905,,313.21000000000004,L8
2015-12-20 22:11:57+00:00,374.79,,,,,,,,,,316.04,302.5,298.96000000000004,318.65999999999997,304.5,307.42499999999995,308.895,308.95500000000004,304.32,308.46,317.255,318.87,315.355,314.625,308.7,313.28499999999997,319.515,,313.63,L8
2016-02-22 22:11:42+00:00,374.79,,,,,,,,,291.55,317.89,310.26,302.56,319.515,307.625,308.46500000000003,310.47,311.48,304.445,308.335,317.28,317.8,314.335,311.82000000000005,306.835,312.97,317.36,,312.04999999999995,L8
2016-03-09 22:11:40+00:00,374.79,,,,,,,,,291.21000000000004,318.065,311.78,305.9066666666667,319.9066666666667,309.52666666666664,309.93666666666667,311.3433333333333,312.13000000000005,305.71999999999997,309.6333333333333,317.5733333333333,318.61,314.2366666666667,312.7666666666667,308.1666666666667,313.2366666666667,317.36,,312.76,L8
2016-05-12 22:11:20+00:00,374.79,337.5,329.01,314.64,311.92,311.22,313.22,321.65,,292.6766666666667,321.0133333333333,313.03,309.6925,320.6575,311.635,311.655,312.03999999999996,312.3775,306.58,311.6925,318.6975,319.425,315.2825,313.9475,309.7125,314.3725,321.775,318.03,314.06,L8
2016-08-16 22:11:53+00:00,,334.95500000000004,326.72,297.005,311.255,310.14,312.02,318.965,307.47,292.77250000000004,320.4175,313.5275,313.41499999999996,321.0625,313.88,312.5475,312.5075,312.0025,307.435,313.3875,320.385,323.025,316.4825,315.40000000000003,310.9825,316.005,325.345,310.53,314.78999999999996,L8
2016-11-20 22:12:09+00:00,402.23,332.41,324.43,279.37,310.59,309.06,310.82,316.28,307.47,293.06,318.63,315.02,312.07,318.8,311.75,308.08,310.05,308.61,305.3,313.05,322.19,349.51,335.155,328.485,330.97,334.945,324.5,303.03,314.45,L8
2017-08-03 22:11:47+00:00,,,336.84,316.49,315.31,312.4,315.18,326.4,,293.91,325.1,320.67,319.48,324.19,316.45,311.46,311.9,314.74,312.84,316.97,328.81,329.09,,,,,,319.81,321.2,L8
2018-01-10 22:11:54+00:00,,338.58,335.12,317.375,313.83500000000004,311.85,314.545,323.58,311.59,293.57000000000005,325.46500000000003,322.17,319.28499999999997,323.69,320.375,314.85,314.625,316.03499999999997,313.735,318.43,326.105,325.29499999999996,317.37,317.33,313.23,316.21,322.62,317.145,320.24,L8
2018-01-26 22:11:45+00:00,,338.58,335.12,317.375,313.83500000000004,311.85,314.545,323.58,311.59,292.8833333333334,323.1933333333333,318.6433333333334,315.6333333333333,321.82,318.30333333333334,314.3933333333334,314.64000000000004,316.10999999999996,313.15000000000003,317.6033333333333,324.6433333333334,324.3666666666666,316.61,315.86,313.23,315.79999999999995,322.8,317.145,318.58666666666664,L8
2018-07-05 22:10:54+00:00,,337.92999999999995,329.95,317.005,311.345,310.155,313.57500000000005,321.885,311.59,291.93333333333334,320.80333333333334,314.7133333333333,315.18333333333334,320.1166666666666,318.59999999999997,315.0333333333333,315.26,315.6933333333333,312.6566666666667,318.42,322.74,322.06333333333333,318.19,316.54333333333335,313.23,316.83,324.71333333333337,316.565,317.84999999999997,L8
2018-08-06 22:11:10+00:00,,336.80499999999995,332.485,315.85,310.745,308.205,312.95000000000005,324.02,304.04,292.025,319.95500000000004,311.025,318.44,319.03499999999997,318.0,313.005,313.41999999999996,312.92,309.61,317.93,323.495,328.245,322.31,319.245,315.41,320.12,329.87,318.86,317.69,L8
2018-09-07 22:11:24+00:00,,336.80499999999995,332.485,315.85,310.745,308.205,312.95000000000005,324.02,304.04,292.025,319.95500000000004,311.025,318.44,319.03499999999997,318.0,313.005,313.41999999999996,312.92,309.61,317.93,323.495,328.245,322.31,319.245,303.62,313.82666666666665,322.1933333333333,318.86,317.69,L8
2019-02-14 22:11:33+00:00,,,,,,,,,,,310.71,298.51,315.2,308.6,302.12,305.9,304.87,308.41,304.11,310.4,317.39,315.49,,,291.83,301.24,306.84,,315.08,L8
2019-03-02 22:11:29+00:00,,346.03,343.06,324.71,314.69,312.2,314.65,326.95,319.63,326.09,319.64,315.18,322.97,316.905,311.64,312.625,312.435,312.57000000000005,307.8,315.71,322.455,318.8,322.35,317.48,304.03499999999997,309.77,317.11,320.86,318.25,L8
2019-07-08 22:11:44+00:00,,346.03,343.06,324.71,314.69,312.2,314.65,326.95,319.63,326.09,319.64,315.18,313.3,310.41333333333336,307.5366666666667,309.59666666666664,308.79,308.93333333333334,304.49,308.95666666666665,322.455,318.8,322.35,317.48,316.24,318.3,327.38,320.86,318.25,L8
2019-08-09 22:11:55+00:00,,346.03,343.06,324.71,314.69,312.2,314.65,326.95,319.63,307.93499999999995,318.52666666666664,311.2633333333333,315.5775,312.2425,307.895,309.71000000000004,309.815,309.9825,304.88,310.7925,322.06333333333333,320.49666666666667,320.93,317.07000000000005,313.20500000000004,316.78499999999997,325.43,320.86,317.62333333333333,L8
2020-02-01 22:11:53+00:00,,346.16,346.93,323.99,319.7,321.55,324.54,329.12,320.65,308.98,330.26,322.8,330.94000000000005,325.20500000000004,323.98,322.66499999999996,316.84000000000003,319.01,319.385,326.20000000000005,329.09,331.53,325.42499999999995,323.02,320.65999999999997,321.745,328.485,328.46,329.265,L8
2020-04-21 22:11:21+00:00,389.55,350.57500000000005,345.41499999999996,324.425,321.26,320.9,325.0,330.345,323.53,329.95500000000004,339.22,340.135,334.34000000000003,332.49,334.47,329.765,326.32000000000005,324.865,330.535,332.08000000000004,336.79499999999996,334.505,329.53,324.71000000000004,324.89,327.675,331.625,327.58,334.105,L8
2020-05-07 22:11:12+00:00,389.55,348.39000000000004,343.1433333333334,322.74666666666667,319.12666666666667,318.0733333333333,321.81,328.58666666666664,323.53,318.3666666666667,335.97333333333336,332.6766666666667,332.18666666666667,330.1566666666667,330.72333333333336,327.32,323.6166666666667,322.18333333333334,324.9066666666667,329.28333333333336,332.58666666666664,331.52,326.93333333333334,321.20666666666665,324.89,324.68,329.44666666666666,325.00333333333333,329.7066666666667,L8
2020-07-10 22:11:39+00:00,389.55,350.4225,351.18,327.5425,322.7,321.8025,325.46000000000004,334.9,326.95666666666665,318.3666666666667,339.535,335.8725,336.4625,336.1775,335.0375,331.5325,330.0125,326.84499999999997,327.425,331.0625,334.65999999999997,335.53499999999997,330.1975,326.61,329.15333333333336,329.9675,329.44666666666666,329.39,329.7066666666667,L8
2020-07-26 22:11:44+00:00,389.55,347.052,345.798,325.498,320.664,320.03200000000004,323.43600000000004,332.406,326.95666666666665,312.2,336.46200000000005,333.27,334.338,333.006,332.32800000000003,328.368,327.298,324.876,324.194,328.496,332.782,333.7,328.242,324.87399999999997,329.15333333333336,327.246,328.5425,327.08000000000004,327.1125,L8
2020-12-17 22:12:09+00:00,388.42,353.52,349.78,329.625,322.96999999999997,330.04,333.22999999999996,344.3,333.81,293.7,341.60999999999996,334.15999999999997,341.14000000000004,343.48333333333335,342.53666666666663,337.3633333333333,339.6033333333333,335.5933333333333,330.37,334.53333333333336,339.08666666666664,343.0466666666667,336.06,335.00666666666666,338.025,338.3066666666667,340.895,337.25,332.605,L8
2021-02-19 22:11:51+00:00,388.42,356.025,339.21,320.5,316.22,329.695,333.53499999999997,341.46000000000004,319.71,298.64,337.85,314.26,337.84000000000003,339.085,338.59000000000003,335.595,334.725,332.865,327.96000000000004,335.26,337.90999999999997,338.46500000000003,334.82,328.955,326.645,334.40999999999997,340.24,336.14,332.39,L8
2021-04-24 22:11:25+00:00,388.42,351.04333333333335,338.41499999999996,321.57,316.17,325.05333333333334,330.09666666666664,341.46000000000004,319.71,298.64,337.85,314.26,337.84000000000003,339.085,323.97333333333336,325.69,323.94666666666666,327.39,322.9266666666667,330.30333333333334,334.52,334.8566666666666,331.38,326.00333333333333,324.1333333333334,329.7866666666667,335.73333333333335,339.72333333333336,328.90000000000003,L8
2021-05-26 22:11:31+00:00,388.42,351.04333333333335,338.41499999999996,321.57,316.17,325.05333333333334,330.09666666666664,341.46000000000004,319.71,298.64,337.85,314.26,337.84000000000003,339.085,323.97333333333336,325.69,323.94666666666666,327.39,322.9266666666667,330.30333333333334,334.52,334.8566666666666,331.38,326.00333333333333,313.7575,329.7866666666667,335.73333333333335,339.72333333333336,328.90000000000003,L8
2021-06-11 22:11:38+00:00,388.42,351.04333333333335,338.41499999999996,321.57,316.17,325.05333333333334,330.09666666666664,341.46000000000004,319.71,295.53999999999996,330.90333333333336,312.11,333.2133333333333,332.21,321.635,322.7425,321.7525,324.5575,319.56,326.68,335.745,335.375,331.84000000000003,325.37,313.66400000000004,326.03,332.59749999999997,339.72333333333336,325.9175,L8
2021-07-13 22:11:43+00:00,,341.68,341.6233333333333,326.76,321.33,319.55,324.82,328.33000000000004,331.01,313.8833333333333,333.0833333333333,320.55,328.95666666666665,329.42,318.11,321.2475,318.47999999999996,321.1525,317.63,322.2975,332.67,331.9,327.5,322.34000000000003,312.12800000000004,323.5625,330.59499999999997,333.9066666666667,322.1875,L8
2021-11-06 22:12:48+00:00,363.8,355.15,348.04,347.135,334.69,327.67,332.11,330.37,352.37,334.98333333333335,344.9833333333333,336.9533333333333,339.74,342.08666666666664,340.9166666666667,339.42333333333335,337.4866666666667,334.7633333333333,331.2733333333333,334.10999999999996,342.55,344.41,331.815,327.81000000000006,316.0475,337.5366666666667,348.0233333333333,342.32000000000005,332.1966666666667,L9
2021-11-18 22:12:08+00:00,363.8,349.82666666666665,342.85,339.77,329.8633333333333,322.71500000000003,327.58000000000004,330.56,343.78000000000003,332.72249999999997,341.53249999999997,334.9175,337.495,338.9975,337.88750000000005,336.6675,334.76,332.5575,328.5175,332.2,338.9225,340.4925,329.16,325.24,316.566,334.4675,345.46,337.6466666666667,330.37,L8
2022-01-13 22:12:02+00:00,363.8,353.55,337.66,341.085,328.96999999999997,317.76,323.05,330.75,344.5150000000001,343.93999999999994,346.06999999999994,346.14000000000004,345.25,345.005,346.44500000000005,343.27,341.895,339.42,333.735,340.775,338.73,332.03000000000003,316.72,313.515,319.9433333333333,328.90333333333336,340.80333333333334,339.515,326.99,L9
2022-02-14 22:12:01+00:00,351.015,347.42333333333335,332.56,333.67333333333335,323.47333333333336,314.515,318.96500000000003,326.405,344.5150000000001,326.19,338.26666666666665,334.77333333333337,337.6466666666667,335.65,333.71666666666664,334.34666666666664,332.2366666666667,331.61999999999995,326.01666666666665,332.7,332.8433333333333,329.6775,317.27666666666664,313.8533333333333,318.06,325.585,337.2075,332.14,324.6575,L9
2022-05-05 22:11:31+00:00,351.015,347.42333333333335,332.56,333.67333333333335,323.47333333333336,314.515,318.96500000000003,326.405,344.5150000000001,326.19,343.23749999999995,340.9975,336.7175,337.085,338.16999999999996,337.635,334.3625,333.24,326.305,334.13,333.34749999999997,331.90600000000006,323.505,321.4625,321.62600000000003,327.98400000000004,339.226,332.14,330.056,L9
2022-05-21 22:11:19+00:00,338.23,340.78,337.755,323.305,316.745,314.17999999999995,319.59000000000003,326.5,328.38,290.69,339.02000000000004,336.35,330.09,330.6666666666667,330.0333333333333,330.31,327.5966666666667,326.34,318.8333333333333,327.5133333333333,328.6333333333333,326.6875,324.5875,322.9175,317.8525,321.705,329.8575,323.16999999999996,326.27250000000004,L9
2022-06-14 22:11:59+00:00,338.23,339.05333333333334,335.5833333333333,322.2166666666667,316.2366666666667,314.60999999999996,319.15333333333336,326.2633333333333,328.38,291.33500000000004,335.89,333.735,329.03499999999997,328.5675,328.43,327.0675,324.67,324.14250000000004,317.1575,326.13,327.5475,326.32800000000003,324.08599999999996,322.12399999999997,317.34000000000003,321.61,329.846,323.34,325.514,L8
2022-07-08 22:11:39+00:00,338.23,339.05333333333334,335.5833333333333,322.2166666666667,316.2366666666667,314.60999999999996,319.15333333333336,326.2633333333333,328.38,291.33500000000004,335.89,333.735,326.08000000000004,325.17999999999995,324.45,323.462,321.696,321.666,314.642,323.03200000000004,325.45,325.3616666666667,322.5683333333333,320.87333333333333,316.36833333333334,320.505,329.846,323.34,323.75,L9
2022-07-16 22:12:03+00:00,338.23,338.31,334.8825,322.5075,316.595,314.7475,319.635,326.44,325.25,295.0833333333333,334.31000000000006,331.006,326.44666666666666,325.44666666666666,324.32166666666666,323.1983333333333,321.89000000000004,321.3016666666667,314.44666666666666,322.97,326.0733333333333,328.21999999999997,325.0316666666667,323.37666666666667,318.58666666666664,323.74,334.462,323.5125,326.72,L8
2022-08-09 22:11:58+00:00,338.23,337.654,333.928,322.794,317.46000000000004,315.11800000000005,320.05,326.86,324.39000000000004,295.65250000000003,333.19666666666666,329.10833333333335,326.52,325.53999999999996,323.87857142857143,322.8085714285714,321.49857142857144,320.8542857142857,314.4371428571429,322.84000000000003,326.3985714285714,328.78142857142853,324.91857142857145,323.1928571428571,318.5185714285714,323.5942857142857,334.33,323.90999999999997,326.3985714285714,L9
2023-02-09 22:12:09+00:00,,339.17,337.88,325.3,315.13,313.74,318.18,325.45,321.51,303.09,327.22,318.85,328.03,325.78,318.69,322.01,320.88,325.94,319.57,320.95,325.34,328.13,321.06,316.61,313.98,318.49,329.91,321.82,321.42,L8
2023-03-05 22:12:01+00:00,,330.275,330.59000000000003,320.8,313.025,311.125,313.26,321.805,321.51,303.09,322.255,313.8,323.79999999999995,319.55999999999995,312.655,317.71500000000003,317.305,322.84000000000003,314.59000000000003,317.595,322.025,326.235,317.55,315.055,311.345,316.115,326.975,319.275,318.75,L9
2023-03-13 22:11:47+00:00,,334.77666666666664,334.7633333333333,323.12666666666667,315.9066666666667,313.6066666666666,315.7366666666667,324.81333333333333,322.395,315.575,325.1433333333334,320.39000000000004,325.99,323.74,316.07,319.3966666666667,319.4433333333333,323.86333333333334,315.7033333333333,318.91,324.33666666666664,327.1766666666667,317.78000000000003,315.95,312.8,317.68333333333334,326.975,321.64000000000004,319.51666666666665,L8
2023-06-01 22:11:07+00:00,,334.77666666666664,333.7025,322.435,316.0825,314.0825,316.87,325.58,322.6333333333333,308.9066666666667,325.21250000000003,320.82,326.10749999999996,323.885,316.07,319.3966666666667,319.35,323.51,315.1925,318.66,324.4625,326.47749999999996,317.78000000000003,315.95,312.8,317.68333333333334,326.975,321.93,320.39750000000004,L8
2023-06-09 22:11:12+00:00,,334.77666666666664,333.7025,322.435,316.0825,314.0825,316.87,325.58,322.6333333333333,308.9066666666667,325.21250000000003,320.82,318.706,317.97799999999995,310.9575,314.615,315.12,319.226,315.1925,318.66,324.4625,326.47749999999996,317.78000000000003,315.95,303.7025,308.89,326.975,321.93,320.39750000000004,L9
2023-06-17 22:11:17+00:00,,335.2,333.892,322.95,316.492,314.656,317.992,326.184,322.7175,305.78,325.748,320.38800000000003,320.34,319.39,313.37399999999997,315.82,315.43833333333333,320.02,315.636,318.608,325.27799999999996,327.11199999999997,318.6225,316.415,306.46,310.96999999999997,328.81333333333333,322.236,321.048,L8
2023-07-27 22:11:26+00:00,,335.652,334.92,323.3666666666667,317.4316666666667,315.2366666666667,319.00166666666667,326.90333333333336,323.058,303.522,325.77500000000003,321.4766666666667,321.1914285714286,319.99571428571426,314.215,316.18666666666667,315.70714285714286,320.6271428571428,315.2716666666667,318.73,326.1933333333333,327.26666666666665,318.97799999999995,317.03200000000004,308.1816666666667,312.3933333333334,329.59000000000003,322.96666666666664,321.5883333333333,L9
2023-08-28 22:11:44+00:00,,334.88199999999995,334.39666666666665,323.11833333333334,317.47166666666664,315.455,319.20166666666665,327.0183333333333,323.212,301.49,325.18833333333333,321.09833333333336,320.6457142857143,319.69714285714286,313.965,315.47999999999996,315.0585714285714,319.86571428571426,314.2866666666667,318.14166666666665,326.61833333333334,327.53999999999996,318.834,317.546,308.46166666666664,311.17400000000004,329.9825,323.06166666666667,322.02833333333336,L9
2024-02-04 22:12:07+00:00,,338.975,338.3,324.87,316.85,316.255,320.475,327.585,321.93499999999995,311.02,328.16499999999996,324.825,327.21500000000003,327.78499999999997,322.925,322.525,322.905,324.59000000000003,317.28,319.525,328.12,329.34000000000003,324.05499999999995,319.595,315.66,,331.48,323.84000000000003,327.595,L9
2024-05-10 22:11:24+00:00,,338.58500000000004,331.03,323.82500000000005,315.03999999999996,315.31,318.105,326.115,321.59,310.73,328.3,323.83,326.225,324.685,319.995,323.47,322.785,324.29499999999996,316.895,318.95,327.495,327.36,321.83,316.66999999999996,313.83,312.41,328.0,321.88,323.025,L9
2024-06-11 22:11:06+00:00,,338.03333333333336,331.3833333333333,324.29,314.86999999999995,315.44666666666666,317.5833333333333,325.07,321.59,304.97333333333336,327.6433333333334,321.6333333333333,326.51,324.76,320.1033333333333,322.51,322.33666666666664,323.09,315.14666666666665,319.3233333333333,325.69,325.39000000000004,319.32,314.75666666666666,316.085,314.58000000000004,328.0,321.3066666666667,320.59999999999997,L9
2024-06-27 22:10:53+00:00,,336.8575,329.5725,323.69500000000005,314.2975,314.8775,317.08,324.2125,321.59,301.3425,326.0575,319.05,325.475,323.51,319.1925,320.9325,321.88,323.11,314.0275,318.555,324.89,326.6925,317.4925,313.795,314.68,315.25333333333333,328.0,320.8725,319.2075,L9
