dates,nzd0278-0000,nzd0278-0001,nzd0278-0002,nzd0278-0003,nzd0278-0004,nzd0278-0005,nzd0278-0006,nzd0278-0007,nzd0278-0008,nzd0278-0009,nzd0278-0010,nzd0278-0011,nzd0278-0012,nzd0278-0013,nzd0278-0014,nzd0278-0015,nzd0278-0016,nzd0278-0017,nzd0278-0018,nzd0278-0019,nzd0278-0020,nzd0278-0021,nzd0278-0022,nzd0278-0023,nzd0278-0024,nzd0278-0025,nzd0278-0026,nzd0278-0027,nzd0278-0028,nzd0278-0029,nzd0278-0030,nzd0278-0031,nzd0278-0032,nzd0278-0033,nzd0278-0034,nzd0278-0035,nzd0278-0036,nzd0278-0037,nzd0278-0038,nzd0278-0039,nzd0278-0040,nzd0278-0041,nzd0278-0042,nzd0278-0043,nzd0278-0044,nzd0278-0045,nzd0278-0046,nzd0278-0047,nzd0278-0048,nzd0278-0049,nzd0278-0050,nzd0278-0051,nzd0278-0052,nzd0278-0053,nzd0278-0054,nzd0278-0055,nzd0278-0056,nzd0278-0057,nzd0278-0058,nzd0278-0059,nzd0278-0060,nzd0278-0061,nzd0278-0062,nzd0278-0063,nzd0278-0064,nzd0278-0065,nzd0278-0066,nzd0278-0067,satname
1999-07-09 22:05:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.51,,,284.29,320.29,313.54,293.27,322.97,281.0,,258.09,259.17,246.32,251.62,247.45,230.77,,,,,,228.68,194.22,229.41,246.23,182.32,,,L7
1999-08-26 22:05:32+00:00,,,,,,,,,,,,,,,,,,,,,,290.66,,251.83,,,,,,,,213.2,,,,,,,,208.94,223.755,,,284.29,320.29,313.54,293.27,322.97,281.0,,258.09,259.17,246.32,251.62,247.45,230.77,,,,,,228.68,194.22,229.41,246.23,182.32,,,L7
1999-12-09 21:59:21+00:00,213.75,215.15,240.67,,194.67,,,203.43,,,209.44,,233.89,236.64,239.79,252.42,248.25,235.29,215.77,,240.68,280.76,,251.83,,,,,,,,213.2,,,,,,,,208.94,223.755,,,279.485,310.29,317.75,300.635,321.64,298.325,305.09,266.735,267.125,260.265,256.58500000000004,252.195,241.635,296.07,,284.28,298.4,309.81,246.905,212.99,221.01999999999998,233.485,189.805,199.69,,L7
1999-12-25 21:59:16+00:00,225.85,229.45499999999998,242.45999999999998,,210.595,,,197.07999999999998,,213.93,210.725,212.53,235.165,233.45999999999998,242.925,252.31,255.57,254.10500000000002,215.77,276.17,253.425,280.76,265.75,264.455,,,,,,,,213.2,,,,,,,180.93,217.36,219.55666666666664,228.7,266.45,288.25666666666666,316.2866666666667,321.8833333333333,311.1766666666667,321.64,312.16333333333336,313.1,273.64,272.56666666666666,271.34999999999997,266.43,264.07666666666665,257.0,287.655,,288.29499999999996,290.29499999999996,302.195,246.905,212.99,221.01999999999998,233.485,189.805,218.81,255.73,L7
2000-01-10 21:59:16+00:00,225.85,229.45499999999998,242.45999999999998,,210.595,244.58,,197.07999999999998,185.35,213.93,210.725,219.36,232.5,226.77999999999997,243.79999999999998,249.63333333333333,253.39333333333332,250.16,220.59,258.135,254.71,277.18333333333334,260.67,261.66333333333336,,,,,,,,213.2,,,,,,,180.7,214.06333333333336,207.82333333333335,228.51,264.03999999999996,292.54333333333335,318.0233333333333,326.05499999999995,326.6766666666667,332.905,324.92333333333335,308.38666666666666,291.06,286.5733333333333,285.33666666666664,274.4866666666667,272.97666666666663,269.53000000000003,282.2,260.32,281.3,278.95,290.19666666666666,265.13,231.76,205.615,226.565,206.695,222.29666666666665,251.885,L7
2000-01-26 21:59:14+00:00,225.85,229.45499999999998,242.45999999999998,,210.595,244.58,,197.07999999999998,185.35,213.93,210.725,219.36,232.5,226.77999999999997,243.79999999999998,249.63333333333333,253.39333333333332,250.16,220.59,258.135,254.71,277.18333333333334,260.67,261.66333333333336,,,,,,,,213.2,,,,,,,180.7,214.06333333333336,207.82333333333335,228.51,264.03999999999996,292.54333333333335,299.22749999999996,326.05499999999995,313.2975,311.3533333333333,324.92333333333335,308.38666666666666,291.06,286.5733333333333,285.33666666666664,267.47,262.66749999999996,259.52,277.77,246.57,268.725,268.15999999999997,281.585,267.27,220.635,200.17,230.09333333333333,210.7733333333333,222.535,247.92666666666665,L7
2000-02-27 21:59:04+00:00,225.85,229.45499999999998,242.45999999999998,,210.595,244.58,,197.07999999999998,185.35,213.93,210.725,219.36,232.5,226.77999999999997,243.79999999999998,249.63333333333333,253.39333333333332,250.5275,220.59,258.135,254.71,270.44499999999994,260.67,266.58,,,,,,,,,,,,,,,180.7,216.62500000000003,207.235,237.26333333333332,266.93,299.355,299.22749999999996,326.05499999999995,311.44,298.15250000000003,321.4575,308.465,295.3325,294.36,291.2725,267.47,261.878,259.52,268.77200000000005,246.57,268.725,268.15999999999997,281.585,267.27,220.635,200.17,230.09333333333333,205.405,222.535,247.92666666666665,L7
2000-03-21 22:05:13+00:00,244.01,229.45499999999998,242.45999999999998,,210.595,244.58,,197.07999999999998,185.35,213.93,210.725,219.36,232.5,226.77999999999997,243.79999999999998,237.82,240.4925,250.5275,220.59,234.29666666666665,254.71,270.44499999999994,260.67,266.58,,,,,,,,,,,,,,,180.7,216.62500000000003,207.235,237.26333333333332,266.93,299.355,299.22749999999996,326.05499999999995,311.44,298.15250000000003,321.4575,308.465,295.3325,294.36,291.2725,267.47,261.878,259.52,268.77200000000005,246.57,268.725,268.15999999999997,281.585,267.27,220.635,200.17,230.09333333333333,205.405,222.535,247.92666666666665,L7
2000-03-30 21:58:57+00:00,244.01,229.45499999999998,242.45999999999998,,210.595,243.61,,197.07999999999998,185.35,213.93,210.725,219.36,232.5,226.77999999999997,243.79999999999998,237.82,240.4925,256.202,220.59,234.29666666666665,254.71,270.44499999999994,278.12,272.1666666666667,,,,,,,,,,,,,,257.06,180.7,216.62500000000003,207.235,240.065,267.22249999999997,301.908,299.22749999999996,330.5833333333333,311.44,298.15250000000003,322.962,315.09,303.61,294.36,300.79,267.47,261.878,259.52,268.77200000000005,246.57,268.725,268.15999999999997,281.585,267.27,220.635,200.17,230.09333333333333,205.405,222.535,247.92666666666665,L7
2000-05-24 22:04:34+00:00,244.01,229.45499999999998,242.45999999999998,,210.595,243.61,,197.07999999999998,185.35,213.93,210.725,219.36,232.5,226.77999999999997,243.79999999999998,237.82,237.952,256.202,220.39666666666668,230.5825,245.6175,254.92666666666665,283.745,272.1666666666667,,,,,,,,,,,,,,257.06,180.7,216.62500000000003,207.235,240.065,267.22249999999997,293.56166666666667,294.186,325.06499999999994,304.9783333333333,295.418,322.962,315.09,303.61,294.36,300.79,257.63,254.84,252.82800000000003,260.15833333333336,236.51999999999998,259.434,268.15999999999997,281.585,267.27,220.635,200.17,230.09333333333333,205.405,222.535,247.92666666666665,L7
2000-07-04 21:58:02+00:00,280.33,,,,,243.61,,,185.35,,,226.19,227.17,213.42,245.55,223.32999999999998,226.20666666666668,257.59999999999997,222.71000000000004,215.38666666666668,237.81,246.96,289.74333333333334,262.74333333333334,,,,,,,,,,,,,,257.06,180.47,195.89499999999998,193.71,243.85333333333332,249.195,283.944,275.3825,311.79,289.788,293.838,316.02,316.4166666666666,318.4066666666667,309.45500000000004,298.7025,245.5575,246.065,237.815,243.882,234.17499999999998,243.10500000000002,247.00666666666666,264.24333333333334,258.355,211.635,192.42333333333332,234.76999999999998,203.60000000000002,214.54333333333332,244.02499999999998,L7
2000-07-11 22:04:05+00:00,280.33,,,,,242.64,,,,,,,,,,202.38,214.79000000000002,265.265,220.01,203.03000000000003,218.34,223.89,306.82,266.07500000000005,,,,,,,,,,,,,,257.06,222.95,201.605,198.245,244.09666666666666,240.15,278.842,267.3475,304.0125,276.33000000000004,280.75800000000004,314.93333333333334,325.1449999999999,322.435,305.23,287.32,235.48000000000002,226.93250000000003,221.95,230.882,226.17249999999999,229.98250000000002,232.50666666666666,263.265,242.31000000000003,202.67333333333332,189.33499999999998,237.15,199.43333333333337,207.18,240.01,L7
2000-08-05 21:57:32+00:00,280.33,,,,,242.64,,,,,,,,,,202.38,214.79000000000002,265.265,220.01,203.03000000000003,218.34,223.89,306.82,266.07500000000005,,,,,,,,,,,,,,257.06,222.95,201.605,198.245,244.09666666666666,240.15,278.842,275.5166666666667,293.418,274.104,279.41200000000003,320.875,325.24333333333334,326.46,305.23,287.32,230.01000000000005,225.33,219.43666666666664,222.48250000000002,223.95666666666668,229.64333333333335,230.865,270.78,228.76000000000002,199.255,189.39,,189.68500000000003,191.11,,L7
2000-09-13 22:03:14+00:00,280.33,,,,,242.64,,,,,,,,,,202.38,214.79000000000002,278.9,220.01,203.03000000000003,218.34,223.89,306.82,266.07500000000005,,,,,,,,,,,,222.39,211.12,246.12,209.96499999999997,206.23,197.37666666666667,228.78333333333333,234.0225,272.188,280.59000000000003,293.418,273.23199999999997,284.62750000000005,324.1466666666667,333.515,335.615,258.45,267.84250000000003,223.49333333333334,214.96666666666667,217.7125,218.2825,223.85,228.2275,229.16,270.78,220.36333333333334,199.255,189.39,,190.07,191.11,,L7
2000-09-22 21:56:53+00:00,,,,,,242.64,,,,,,,,,,,227.79,278.9,220.01,219.44,218.34,223.89,306.82,266.07500000000005,,,,,,,,,,,,222.39,211.12,246.12,209.96499999999997,206.23,197.37666666666667,228.78333333333333,234.0225,272.188,280.59000000000003,293.418,273.23199999999997,280.372,320.76,327.9166666666667,332.90333333333336,258.45,269.774,223.49333333333334,214.96666666666667,217.7125,218.2825,223.85,228.2275,231.0725,270.78,220.36333333333334,199.255,189.39,,203.865,198.12,238.4,L7
2000-11-09 21:56:45+00:00,,,,,,,,,,,174.83,191.22,184.91,191.02,210.1,200.02,221.105,267.21,233.79,217.64,218.505,238.315,300.62,248.81,,,,,,,,,,,,222.39,211.12,235.18,209.96499999999997,206.23,197.37666666666667,205.99333333333334,217.4325,261.4,278.53000000000003,278.88,273.23199999999997,280.372,318.02,321.08000000000004,330.995,259.67333333333335,250.45999999999998,228.20250000000001,221.275,221.93,221.888,226.72799999999998,231.07600000000002,234.094,264.28999999999996,220.36333333333334,199.255,197.6,213.24,203.40333333333334,198.24666666666667,219.575,L7
2000-11-25 21:56:47+00:00,275.04,,250.17,,212.33,,,,,,193.32,191.22,184.91,210.12,228.74,215.62,219.32,248.95,255.27,215.84,238.625,268.4,292.23,257.47,,,,,,,,202.34,213.1,186.13,,222.39,211.12,235.18,209.96499999999997,206.23,199.2125,209.29500000000002,216.67,265.212,283.42400000000004,277.87199999999996,280.72799999999995,279.345,315.0625,314.11,315.5833333333333,268.0625,255.59,231.51333333333332,221.8166666666667,228.14600000000002,230.03000000000003,234.996,242.38000000000002,234.094,264.28999999999996,220.36333333333334,199.255,197.6,213.24,203.40333333333334,207.2825,219.575,L7
2001-01-03 22:03:00+00:00,275.04,,250.17,,225.11,,223.28,220.88,,213.48,199.33666666666667,204.95,200.515,214.61666666666667,225.64,221.02333333333334,223.45333333333335,242.72666666666666,255.27,221.89,235.43666666666664,268.4,292.23,266.13,,,,,,,,202.34,213.1,186.13,,222.39,211.12,235.18,209.96499999999997,217.18499999999997,204.24666666666667,209.29500000000002,222.25249999999997,271.8075,289.4875,275.53499999999997,286.0775,268.3233333333333,318.49666666666667,314.11,315.5833333333333,268.0625,254.99,226.395,221.8166666666667,228.345,229.09500000000003,236.96,240.01500000000001,230.375,257.8,206.895,184.75,205.81,213.24,210.07000000000002,212.67333333333332,219.575,L7
2001-02-20 22:03:00+00:00,275.04,,250.17,,225.11,,223.28,220.88,,213.48,199.33666666666667,204.95,200.515,214.61666666666667,225.64,221.02333333333334,223.45333333333335,242.72666666666666,263.90000000000003,221.89,235.43666666666664,274.33666666666664,292.23,266.13,,,,,,,,202.34,213.1,186.13,,222.39,211.12,235.18,196.98,215.48,200.18,202.71000000000004,211.32750000000001,271.8633333333333,276.5475,275.70666666666665,284.0566666666666,248.025,279.88666666666666,308.44500000000005,267.51,259.83666666666664,258.05,226.395,233.91500000000002,236.16,236.69666666666672,239.84333333333333,248.41333333333333,236.24666666666667,257.8,203.57,,205.81,213.24,210.07000000000002,212.67333333333332,219.575,L7
2001-05-27 22:02:24+00:00,303.46,,,250.87,239.735,234.6,223.28,220.88,,213.565,211.37,220.15,219.76999999999998,228.075,219.165,229.22500000000002,227.815,224.66,281.16,227.94,229.06,286.21,,,,,,,,,,,,,,,,,,,,,181.75,,259.80999999999995,259.66999999999996,260.875,264.21000000000004,240.61,,189.69,,,222.53,193.85,213.12,231.22,205.67,222.93,,213.15,197.6,,,,,,,L7
2001-08-15 22:01:26+00:00,303.46,,,250.87,241.58,234.6,,,,213.65,,221.62,223.42,232.54,218.89,226.62,223.91,219.04,281.16,,,286.21,,,,,,,,,,,,,,,,,,,176.32,237.45,199.845,250.82,262.8433333333333,260.63666666666666,259.12,269.83666666666664,242.87666666666667,,193.90333333333334,,,219.99,207.83499999999998,209.62,218.78,201.765,209.53,,214.94,206.175,220.98,230.76,,,,,L7
2001-09-09 21:55:00+00:00,303.46,,,250.87,241.58,234.6,,,,213.65,,221.62,223.42,232.54,218.89,226.62,223.91,219.04,,,,,,,,,,,,,,,,,,,,,,,176.32,212.26,202.03,237.64999999999998,263.82666666666665,259.90000000000003,266.91333333333336,279.75666666666666,254.49666666666667,287.33,214.65,283.6,300.52,219.99,216.04999999999998,216.37333333333333,227.28666666666666,211.35666666666665,217.13333333333333,237.84,227.16333333333333,206.175,213.58999999999997,207.255,189.15,186.67,,,L7
