dates,satname,nzd0278-0000,nzd0278-0001,nzd0278-0002,nzd0278-0003,nzd0278-0004,nzd0278-0005,nzd0278-0006,nzd0278-0007,nzd0278-0008,nzd0278-0009,nzd0278-0010,nzd0278-0011,nzd0278-0012,nzd0278-0013,nzd0278-0014,nzd0278-0015,nzd0278-0016,nzd0278-0017,nzd0278-0018,nzd0278-0019,nzd0278-0020,nzd0278-0021,nzd0278-0022,nzd0278-0023,nzd0278-0024,nzd0278-0025,nzd0278-0026,nzd0278-0027,nzd0278-0028,nzd0278-0029,nzd0278-0030,nzd0278-0031,nzd0278-0039,nzd0278-0040,nzd0278-0041,nzd0278-0042,nzd0278-0043,nzd0278-0044,nzd0278-0045,nzd0278-0046,nzd0278-0047,nzd0278-0037,nzd0278-0038,nzd0278-0050,nzd0278-0051,nzd0278-0052,nzd0278-0053,nzd0278-0058,nzd0278-0059,nzd0278-0060,nzd0278-0061,nzd0278-0032,nzd0278-0033,nzd0278-0034,nzd0278-0035,nzd0278-0048
2016-06-13 22:12:18.588000,L8,259.45,222.71,,,,,,,,,,173.75,197.12,198.77,203.13,197.41,199.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16 22:12:41.616000,L8,316.24,295.75,269.62,257.80,249.24,254.51,245.48,234.59,266.82,273.37,246.85,254.32,250.30,268.62,273.33,277.05,283.61,265.80,247.15,277.95,271.43,275.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-20 22:12:57.326000,L8,292.56,277.96,265.59,251.49,238.48,227.55,221.57,216.78,210.47,215.30,213.41,215.53,222.41,227.43,237.45,243.89,237.79,238.64,233.77,231.07,235.66,237.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08 22:12:34.860000,L8,270.61,267.11,219.05,231.38,221.27,204.84,197.14,,,177.09,205.27,205.22,211.76,211.11,213.36,233.92,230.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-24 22:12:29.934000,L8,286.59,273.90,252.00,244.70,228.78,216.68,216.48,204.46,217.93,215.33,212.06,216.03,216.62,228.46,232.89,241.86,237.81,236.37,232.28,227.84,240.66,235.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:05:57.916000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,18.35,104.01,136.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29 22:11:54.449000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.70,,,,,,,,,,,,,,,,,,,,206.98,232.90,,,
2017-07-18 22:12:28.334000,L8,303.11,285.75,270.70,257.25,243.12,231.56,228.29,226.71,224.51,225.34,224.08,230.58,229.23,239.85,246.09,245.70,244.38,245.28,240.12,240.43,237.38,240.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-27 22:06:22.045000,L8,,,,,,,,,,,,215.73,226.23,228.97,247.56,247.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07 22:12:53.651000,L8,297.42,282.06,265.23,271.13,244.15,227.37,219.83,219.92,239.77,225.08,221.69,252.01,226.30,234.20,239.42,250.99,239.34,271.00,243.70,256.89,270.18,262.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-23 22:12:48.328000,L8,289.75,271.58,257.51,244.85,235.33,223.04,220.17,220.21,213.94,220.72,218.90,225.46,227.48,236.34,242.18,244.82,239.69,245.98,237.85,235.55,236.23,240.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02 22:11:45.778000,L8,,,,,,,,,,,,,,,,,,318.01,279.15,290.55,295.39,315.76,255.63,,,,,,,,,161.64,,,,,,,,,,,,,,,,,,,,173.58,181.93,251.05,194.03,
2018-07-05 22:11:42.717000,L8,295.79,282.11,268.75,256.68,241.14,226.08,225.31,223.55,221.85,215.33,220.61,222.65,226.11,236.30,242.70,248.39,247.13,249.08,240.24,233.50,242.07,243.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-07 22:12:12.319000,L8,,,,,,,,,,,260.30,279.81,285.37,291.35,295.25,291.74,309.79,287.17,285.50,286.91,284.60,288.56,,,,131.56,63.04,113.66,141.81,172.20,136.03,126.80,,,,,,,,,,,,,,,,,,,,137.00,,,,
2018-10-25 22:12:30.455000,L8,,,291.57,285.15,265.26,250.06,257.74,276.95,,,,276.57,280.09,287.11,296.73,289.77,291.33,271.51,302.34,273.77,277.12,280.43,298.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-10 22:12:32.931000,L8,,,277.04,268.77,263.94,257.72,257.67,265.72,,,,,,290.56,293.25,300.72,292.54,282.58,264.49,285.10,263.73,278.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-26 22:12:32.419000,L8,,331.30,299.70,279.59,280.09,250.24,275.73,272.36,268.06,,,,,,,308.98,296.81,286.02,271.44,262.21,289.19,283.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14 22:12:21.382000,L8,297.79,278.32,262.61,255.31,238.78,227.80,224.14,200.71,220.96,214.64,224.46,218.54,234.44,237.15,239.39,260.88,258.18,253.33,241.53,241.06,241.71,240.71,308.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 22:12:17.213000,L8,,,,,,,,,,,,,,,,294.10,297.12,293.35,284.45,296.01,296.33,309.37,195.18,,107.47,131.42,117.37,92.20,116.71,105.10,179.01,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03 22:12:08.572000,L8,,,,,,,,,,,,,,,,,,287.40,267.92,263.13,275.65,296.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-19 22:12:02.533000,L8,312.90,294.64,289.61,275.92,258.70,255.04,251.01,250.72,254.61,257.54,257.09,252.92,265.47,265.60,277.82,280.32,269.37,266.88,265.30,258.73,260.19,268.30,,,,52.47,78.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05 22:12:04.889000,L8,296.73,286.85,270.05,256.48,246.36,234.80,238.79,240.84,243.60,243.01,217.84,222.16,230.28,236.44,260.64,250.65,251.41,250.62,245.98,249.32,240.79,254.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25 22:12:47.669000,L8,,,,,,,,,,,,163.09,199.81,202.11,210.28,198.15,208.24,225.52,210.00,207.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10 22:12:51.750000,L8,,,,,,,,,,,,,,,,,,308.67,303.08,316.30,303.88,315.14,326.85,,,,,81.18,128.84,122.41,147.31,130.92,,,,,,,,,,,,,,,,,,,,179.48,171.42,165.36,,
2019-09-19 22:06:44.224000,L8,,,,,,,,,,,,,,,261.27,266.64,255.12,238.83,230.21,250.05,256.58,281.78,257.40,206.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-12 22:13:00.109000,L8,,,,,,,,,,,,,,,,306.73,294.36,322.41,298.83,279.35,267.35,279.45,226.45,245.36,262.69,,,,,,,203.74,,,,,,,,,,,,,,,,,,,,236.46,134.96,,,
2019-10-28 22:13:00.516000,L8,,,,,,,,,,,,,,,291.40,285.13,277.81,280.44,322.73,289.81,265.03,281.15,211.43,270.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.08,225.01,242.70,,
2019-11-06 22:06:48.641000,L8,,,,,,,,228.20,210.06,,,,,,,,,248.59,238.36,254.49,279.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13 22:12:58.026000,L8,285.66,229.61,242.55,235.74,224.67,205.26,204.32,162.98,189.93,185.27,181.24,201.61,211.62,218.94,226.35,223.22,230.53,249.47,250.95,232.24,216.18,214.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16 22:12:46.955000,L8,296.68,276.37,271.87,233.76,230.08,224.50,225.61,217.75,217.36,218.83,226.07,228.72,229.93,262.15,290.59,267.30,260.29,289.48,324.25,306.74,243.73,244.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:06:18.160000,L8,,,,,173.94,185.22,191.00,203.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29 22:06:09.106000,L8,,,,,,,159.68,169.11,170.76,218.51,199.99,165.62,226.27,227.82,192.16,230.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21 22:12:09.732000,L8,,,,,,,,,,,,,,,,,285.22,275.27,272.38,287.34,275.99,281.59,,,,,97.03,88.06,133.71,148.80,139.34,182.97,,,,,,,,,,,,,,,,,,,,109.68,,,,
2020-06-08 22:12:11.941000,L8,,,,,,,,,,,,,187.71,188.09,209.87,214.09,218.05,227.13,217.75,205.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26 22:12:32.566000,L8,292.87,281.89,266.20,254.81,239.49,228.77,225.91,220.22,216.78,216.75,219.02,225.66,227.59,239.90,249.67,250.10,257.51,254.96,249.64,244.89,239.92,246.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03 22:12:44.150000,L8,293.86,281.41,256.72,247.36,235.76,225.68,223.22,220.19,217.40,225.66,221.01,227.29,228.80,243.38,254.53,250.95,256.14,252.30,248.42,244.37,245.55,248.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-19 22:12:39.858000,L8,288.02,276.32,257.79,250.32,236.27,227.79,226.08,220.78,215.09,219.80,221.97,226.25,225.37,239.56,252.11,256.30,256.41,254.39,245.92,243.59,243.88,246.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23 22:12:25.241000,L8,292.24,282.64,266.70,252.76,242.14,234.16,233.68,224.94,220.21,234.16,224.49,232.51,233.94,247.48,256.14,256.20,259.37,254.96,248.31,248.63,244.18,248.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24 22:12:13.291000,L8,309.70,306.82,297.83,292.36,272.05,272.55,,,,,,,,,300.57,292.26,293.38,281.52,265.62,273.03,282.04,283.63,307.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26 22:12:18.987000,L8,311.60,309.63,287.22,272.75,289.08,247.40,259.10,269.21,263.75,265.08,257.19,263.68,269.19,277.00,289.53,278.41,286.61,298.45,264.04,259.64,268.33,268.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11 22:12:25.955000,L8,289.23,289.82,256.19,251.73,231.89,218.41,216.69,217.43,206.73,211.93,213.16,216.05,221.02,232.27,244.72,245.65,245.60,251.52,244.25,252.19,234.22,235.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13 22:12:31.426000,L8,298.67,284.08,270.34,258.33,242.74,232.95,224.15,226.36,218.34,220.38,220.80,225.18,229.94,240.55,255.96,252.96,264.23,259.25,263.40,254.85,269.86,276.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-14 22:12:45.576000,L8,284.60,235.75,253.19,247.84,230.43,219.21,214.51,197.48,201.48,194.55,,184.93,201.18,219.64,234.42,243.38,242.81,246.90,237.61,231.94,232.01,231.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-24 22:06:44.810000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.15,357.87,,,,,,,,,,,,,,,385.39
2021-10-17 22:13:02.530000,L8,307.57,293.28,277.09,281.74,269.62,259.60,250.15,277.51,,,,282.87,269.10,284.48,280.79,284.30,287.80,273.56,272.03,270.95,268.97,272.79,204.15,,,,,,,,,,302.64,318.89,319.40,,,366.11,360.80,348.27,308.35,197.18,215.05,,,,,,,,,,,,,
2021-11-02 22:13:02.091000,L8,,,279.98,305.60,263.27,254.33,274.24,,,271.11,268.51,279.93,273.10,273.06,277.08,284.63,288.27,269.99,266.06,273.49,264.78,267.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06 22:06:41.911000,L9,,,,,,,,,176.66,185.39,233.54,,202.59,185.38,241.44,230.40,221.57,215.32,216.26,214.27,232.72,255.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13 22:12:50.658000,L9,,,,,292.26,275.03,243.57,243.11,240.37,238.39,243.10,247.54,256.90,263.12,309.42,298.80,292.24,270.96,275.20,271.41,289.18,292.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21 22:12:47.826000,L8,,,,,,,,,,,,,,297.23,294.58,292.67,292.45,277.97,275.06,273.13,284.13,290.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29 22:12:53.443000,L9,308.73,298.61,295.68,292.14,274.58,260.53,251.49,247.27,255.85,244.09,247.17,248.24,256.73,264.96,281.13,293.17,283.68,271.90,265.31,261.19,281.52,287.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14 22:12:48.962000,L9,,,252.42,268.06,246.31,215.44,215.50,199.78,199.31,203.30,213.57,218.42,215.92,232.38,303.12,247.76,250.35,247.69,240.67,243.87,234.62,239.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 22:12:37.927000,L9,301.73,286.37,285.36,270.85,257.98,249.10,243.18,248.23,238.81,250.92,239.38,245.97,248.15,255.69,278.55,277.81,275.15,269.49,266.45,256.92,267.01,256.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-26 22:12:23.747000,L8,287.75,276.59,256.72,250.50,237.85,225.45,222.82,223.02,213.99,219.70,220.19,227.28,230.74,239.37,253.86,252.16,254.84,253.75,244.65,251.32,240.20,245.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-03 22:12:33.267000,L9,,,,,,,,,,,,,291.76,296.98,295.44,293.83,290.91,278.81,303.23,268.04,272.53,284.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 22:12:22.454000,L8,,,,,,,,,,,,,,,305.26,291.32,291.31,282.75,279.04,271.28,273.98,286.89,,,,,,185.87,157.52,168.12,150.06,122.42,,,,,,,,,,,,,,,,,,,,132.10,,,,
2022-05-05 22:12:19.028000,L9,269.27,228.22,,225.02,215.11,204.36,199.71,,,,,204.71,212.18,220.64,231.81,234.00,233.31,237.92,229.43,229.14,221.80,215.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13 22:12:32.160000,L8,273.62,234.15,242.91,234.19,221.23,161.18,,,180.70,205.87,203.63,211.06,219.37,232.17,245.36,249.25,247.63,264.22,236.24,234.34,224.14,217.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14 22:12:47.074000,L8,271.86,227.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22 22:12:26.624000,L9,298.04,287.32,269.24,261.60,246.51,229.37,224.36,221.23,220.63,221.55,223.62,226.86,226.95,243.36,249.70,250.62,249.79,246.03,241.61,239.37,241.67,243.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30 22:12:51.533000,L8,274.44,232.10,220.09,228.34,217.18,206.75,204.76,184.47,188.72,192.14,196.02,206.68,211.52,221.96,228.73,230.79,229.45,249.33,224.39,212.60,218.55,215.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05 22:13:15.077000,L8,297.27,288.00,261.64,250.22,235.61,224.79,223.94,220.42,217.46,216.09,219.15,223.69,227.42,286.13,286.07,286.25,282.59,261.05,259.22,258.54,282.05,280.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13 22:13:05.115000,L9,,,,,,,,,,,,,,296.17,302.77,275.43,300.06,283.36,277.83,271.97,277.51,287.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21 22:13:09.093000,L8,,,,,,,,,,,,,,,,309.55,307.12,293.50,276.48,265.17,271.85,275.93,285.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-08 22:13:00.344000,L8,,,,267.34,257.99,245.19,242.98,236.95,239.01,235.75,238.77,237.75,236.24,247.80,259.07,255.65,259.55,252.93,247.61,246.88,240.94,242.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-16 22:12:58.125000,L9,290.98,278.03,261.67,250.69,243.50,234.19,231.74,226.32,228.51,224.97,223.87,233.24,230.96,243.84,254.51,250.20,254.87,248.35,245.57,245.33,239.78,241.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09 22:12:56.953000,L8,,,,,,,,,,,,,,,306.51,301.61,292.91,280.34,272.52,262.69,273.29,280.24,234.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 22:12:40.172000,L8,294.28,280.76,266.21,252.74,242.42,232.49,230.05,225.44,227.25,222.60,228.55,230.90,238.24,247.90,248.79,252.17,253.91,252.09,253.40,243.75,244.63,242.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-05 22:12:49.336000,L9,,,,,,,,,,,,,,,,287.78,287.55,270.30,265.15,275.24,281.58,290.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 22:06:26.184000,L8,,,,,,,,,198.65,178.05,190.37,178.46,192.58,183.34,192.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 22:12:35.065000,L8,290.02,283.67,270.44,245.93,234.48,224.58,219.42,215.69,215.50,212.15,221.91,222.68,228.12,240.94,244.26,248.55,294.06,291.56,282.60,289.43,295.16,301.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-21 22:12:43.101000,L9,,259.03,247.36,240.13,231.65,212.66,218.51,212.05,209.45,238.51,241.44,217.15,256.18,256.04,268.57,265.06,265.54,251.09,239.97,245.92,239.23,241.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 22:12:24.958000,L8,,278.75,253.16,244.48,230.28,219.32,218.22,215.48,211.43,,,,,,,313.37,250.04,246.50,240.83,239.55,235.51,235.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 22:12:33.248000,L9,303.89,295.07,286.91,273.06,263.27,265.45,261.40,,,,,272.92,267.69,264.28,264.11,261.40,265.97,255.56,240.32,244.06,249.28,251.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-14 22:12:09.969000,L8,,,,,,,,,,,,,198.20,205.39,212.32,217.41,212.02,217.15,210.71,211.82,210.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24 22:12:05.113000,L9,299.78,285.59,274.94,260.55,246.32,234.79,223.84,223.90,214.95,219.24,222.65,227.33,230.52,242.87,253.78,252.55,258.52,252.86,276.48,269.66,282.38,277.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09 22:12:00.823000,L9,,,,217.32,211.59,202.05,192.65,152.05,,,,193.51,206.85,214.53,226.05,227.67,221.22,228.11,218.11,217.16,215.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-27 22:12:14.881000,L9,301.00,288.91,269.93,256.92,241.54,234.82,226.74,227.84,216.73,221.68,221.31,226.05,229.40,239.18,251.47,252.05,255.55,254.17,249.67,249.09,240.13,245.34,357.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-04 22:12:28.395000,L8,,,,,,,,,,,,,,,299.89,307.06,300.56,313.92,306.70,308.35,306.66,293.06,,248.00,257.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-28 22:12:32.179000,L9,310.59,300.28,305.41,294.44,256.73,280.66,,,234.85,261.04,277.44,273.77,270.83,264.89,303.71,299.66,284.90,283.34,264.02,262.62,272.59,281.77,325.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-13 22:12:41.372000,L9,,,,,,,187.39,192.88,202.66,179.09,,213.99,206.51,194.26,205.09,243.07,245.39,260.89,250.32,245.28,239.80,226.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-29 22:12:38.759000,L9,,,,,,,,,,,,,,228.70,239.19,247.90,245.72,240.74,234.30,236.75,234.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-15 22:12:51.003000,L9,292.08,277.15,263.07,254.34,247.65,245.04,192.80,172.32,240.78,250.62,252.99,224.51,246.88,266.95,263.83,263.64,270.11,254.26,253.71,250.41,253.68,253.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-31 22:12:45.747000,L9,321.28,290.61,280.99,269.68,262.04,260.22,250.28,255.31,234.61,252.02,263.09,243.69,251.06,259.30,269.40,267.40,260.93,258.32,251.10,250.07,252.64,256.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 22:12:57.019000,L9,297.20,284.73,266.48,252.26,242.80,229.49,226.24,221.16,216.91,217.27,226.96,229.80,235.87,246.31,252.89,258.98,256.81,254.05,244.69,244.30,242.14,243.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-26 22:12:48.541000,L8,284.39,278.14,251.67,241.46,230.25,217.99,215.56,169.48,212.42,214.72,216.74,234.29,229.18,247.91,244.85,244.04,249.17,243.71,243.04,238.65,235.55,235.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-11 22:12:44.355000,L8,259.68,224.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-04 22:12:55.648000,L9,287.31,267.54,254.34,239.62,228.50,222.72,217.94,213.53,207.53,212.86,218.89,219.79,226.93,234.91,240.56,246.54,243.67,245.51,236.51,238.12,233.70,237.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-05 22:06:31.987000,L8,,,,,,,,,,,,,,,,,248.76,259.29,243.43,258.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-28 22:12:36.145000,L8,,,,,,,,,,,,,,,,312.50,311.00,306.39,328.45,296.00,303.21,308.81,293.44,175.14,211.31,146.76,149.17,156.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-15 22:12:25.882000,L8,294.37,279.90,262.50,247.03,239.74,229.40,226.40,226.73,218.38,215.36,228.84,228.26,234.12,243.96,249.32,254.76,253.04,248.27,240.51,239.27,242.54,246.66,300.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-23 22:12:43.519000,L9,,,,,,,,,,,,,280.64,280.23,292.54,285.94,283.66,285.73,266.65,267.86,271.26,270.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02 22:11:56.423000,L8,300.42,286.42,267.59,257.17,243.09,231.34,226.41,223.33,219.46,219.94,225.08,232.15,234.43,245.61,249.48,255.06,253.09,251.15,242.44,240.20,240.69,246.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 22:12:12.693000,L9,252.91,216.28,,,,,,,,,,199.70,206.16,216.01,223.42,221.48,214.69,221.70,215.47,214.40,214.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 22:11:40.963000,L9,300.16,289.28,276.02,261.10,245.03,227.38,224.32,222.26,215.54,216.85,223.20,225.62,232.70,240.62,249.79,252.08,250.70,252.93,242.29,245.40,239.50,241.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13 22:12:02.445000,L9,293.29,285.15,262.13,252.80,240.83,224.51,223.40,218.29,212.45,214.36,219.38,225.40,227.74,242.27,253.09,250.78,253.79,249.96,242.35,242.28,238.94,243.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-07 22:12:30.995000,L8,300.70,289.64,271.88,280.19,283.09,231.91,228.21,223.50,217.51,219.84,224.81,247.85,256.79,280.88,276.45,281.99,275.08,267.68,262.36,265.19,272.69,269.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24 22:06:13.437000,L9,,,,,,,,,,,248.79,251.18,247.22,222.89,270.41,272.50,282.54,222.47,242.35,242.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-02 22:12:41.687000,L9,305.71,294.90,286.73,285.08,277.69,255.64,257.83,258.19,261.43,240.29,248.49,259.59,258.66,265.70,266.01,269.73,269.42,263.31,256.22,252.55,256.19,256.97,183.74,193.70,170.88,140.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-10 22:12:37.584000,L8,292.93,282.31,263.62,250.55,242.38,232.75,233.35,222.05,224.21,226.39,231.57,236.12,237.58,251.65,258.11,259.11,258.10,255.43,315.81,318.01,325.15,250.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 22:12:46.927000,L9,,,,,,226.62,209.02,273.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-27 22:06:42.405000,L9,,,,,,186.15,168.89,219.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-12 22:12:36.119000,L8,305.72,296.73,289.10,293.39,278.31,264.35,237.85,233.16,221.90,253.34,249.75,270.60,245.94,288.34,291.54,301.67,295.13,288.01,273.59,281.23,289.50,300.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-28 22:12:38.613000,L8,305.14,292.36,285.92,275.43,261.42,250.75,249.28,235.10,229.04,226.70,233.48,261.89,240.38,258.61,273.46,260.57,278.87,259.52,256.35,252.72,250.16,274.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 22:12:42.971000,L9,291.56,279.57,261.57,255.44,242.96,227.53,222.17,225.03,211.49,215.86,220.07,227.20,231.22,239.77,248.34,248.63,245.55,243.10,232.84,232.51,231.04,233.29,,,,,,,,,,,,,,,300.78,378.08,,,,,,,,,,,,,,,,,,
2025-01-21 22:12:49.157000,L9,296.77,283.21,266.13,254.69,246.47,233.27,236.04,235.81,233.00,229.99,225.10,238.38,236.38,250.71,257.98,259.97,260.22,254.70,247.90,245.85,251.27,253.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30 22:06:32.148000,L9,,,,,,,194.87,214.12,220.52,186.59,188.02,198.95,205.91,211.75,217.57,217.44,212.88,,,,,,,,,153.22,162.75,104.65,128.95,147.27,139.98,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06 22:12:43.346000,L9,292.28,282.09,263.88,250.02,240.84,228.33,226.07,226.25,222.17,224.93,226.67,231.55,233.86,244.60,250.28,254.54,254.24,248.11,241.69,240.10,243.82,247.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-02 22:12:28.201000,L8,,,,,,,,,,,,,,,,298.89,296.28,283.95,270.35,273.45,291.24,282.21,,,,,166.83,154.70,163.04,,,187.04,,,,,,,,,,,,,,,,,,,,132.42,,,,
