dates,satname,nzd0085-0000,nzd0085-0001
2016-07-15 22:11:46.335000,L8,296.45,273.10
2016-08-16 22:11:53.694000,L8,312.40,284.85
2016-11-20 22:12:09.409000,L8,300.01,276.38
2017-08-03 22:11:47.949000,L8,276.78,256.39
2017-08-19 22:11:53.133000,L8,287.44,262.84
2017-09-04 22:11:55.578000,L8,307.23,280.79
2018-01-10 22:11:54.118000,L8,295.94,259.15
2018-01-26 22:11:45.215000,L8,292.63,258.90
2018-03-31 22:11:15.901000,L8,282.10,263.53
2018-07-05 22:10:54.795000,L8,294.95,275.15
2018-08-06 22:11:10.291000,L8,434.51,298.43
2018-09-07 22:11:24.397000,L8,283.49,261.72
2019-02-14 22:11:33.473000,L8,297.26,271.54
2019-03-02 22:11:29.304000,L8,298.86,267.69
2019-05-21 22:11:27.314000,L8,292.95,270.68
2019-06-06 22:11:35.277000,L8,288.72,270.76
2019-06-22 22:11:40.996000,L8,315.49,306.95
2019-07-08 22:11:44.725000,L8,291.03,276.87
2019-08-09 22:11:55.358000,L8,283.51,265.53
2020-01-16 22:11:59.041000,L8,319.06,295.41
2020-02-01 22:11:53.781000,L8,302.92,279.30
2020-04-21 22:11:21.823000,L8,293.28,271.93
2020-05-07 22:11:12.613000,L8,299.39,279.53
2020-06-08 22:11:24.028000,L8,309.63,289.03
2020-07-10 22:11:39.723000,L8,309.65,282.59
2020-07-26 22:11:44.648000,L8,302.80,275.33
2020-08-27 22:11:56.368000,L8,301.13,275.12
2020-12-17 22:12:09.375000,L8,295.19,267.66
2021-01-18 22:11:57.463000,L8,301.58,272.55
2021-02-03 22:11:56.237000,L8,290.51,262.53
2021-02-19 22:11:51.945000,L8,313.87,292.27
2021-04-24 22:11:25.382000,L8,306.35,284.91
2021-06-11 22:11:38.046000,L8,298.14,274.72
2021-07-13 22:11:43.513000,L8,309.06,287.91
2021-10-01 22:12:10.732000,L8,300.14,274.74
2021-11-06 22:12:48.299000,L9,314.28,292.63
2021-11-18 22:12:08.776000,L8,298.71,276.09
2022-01-13 22:12:02.740000,L9,294.92,256.55
2022-01-21 22:11:59.917000,L8,297.28,266.99
2022-02-14 22:12:01.049000,L9,295.16,255.91
2022-02-22 22:11:50.626000,L8,277.21,252.20
2022-05-05 22:11:31.114000,L9,306.90,279.71
2022-05-21 22:11:19.594000,L9,300.83,280.43
2022-06-14 22:11:59.156000,L8,309.21,285.63
2022-07-08 22:11:39.226000,L9,295.28,269.83
2022-07-16 22:12:03.012000,L8,295.42,275.75
2022-08-09 22:11:58.475000,L9,295.72,264.41
2023-02-09 22:12:09.040000,L8,310.48,286.39
2023-02-17 22:12:13.542000,L9,304.35,276.10
2023-03-13 22:11:47.152000,L8,303.74,283.59
2023-03-21 22:11:55.188000,L9,293.39,265.46
2023-05-16 22:11:04.371000,L8,301.49,280.86
2023-05-24 22:11:17.213000,L9,296.83,274.29
2023-06-09 22:11:12.914000,L9,288.17,269.87
2023-06-17 22:11:17.056000,L8,290.08,267.71
2023-07-11 22:11:24.365000,L9,307.25,286.69
2023-07-27 22:11:26.959000,L9,293.66,268.18
2023-08-20 22:11:47.546000,L8,308.90,289.69
2023-08-28 22:11:44.258000,L9,294.37,266.58
2023-09-05 22:11:46.771000,L8,299.65,270.64
2023-10-07 22:11:57.146000,L8,299.58,273.14
2023-10-15 22:12:03.081000,L9,296.74,267.66
2023-11-24 22:12:03.999000,L8,301.92,276.71
2024-01-11 22:11:56.446000,L8,296.99,271.01
2024-02-04 22:12:07.739000,L9,301.42,273.57
2024-02-12 22:11:54.234000,L8,291.11,263.87
2024-02-28 22:11:48.245000,L8,280.20,260.23
2024-03-15 22:11:37.973000,L8,306.54,285.17
2024-04-16 22:11:19.307000,L8,274.63,258.68
2024-05-10 22:11:24.784000,L9,307.31,286.04
2024-05-18 22:10:55.940000,L8,286.81,264.10
2024-05-26 22:11:12.218000,L9,302.22,282.43
2024-08-06 22:11:21.454000,L8,263.67,265.21
2024-08-22 22:11:34.534000,L8,292.91,266.60
2024-09-07 22:11:43.073000,L8,,369.60
2024-11-18 22:11:59.014000,L9,286.69,263.30
2024-12-04 22:12:00.480000,L9,266.68,256.55
2024-12-28 22:11:50.695000,L8,302.57,278.59
2025-02-22 22:11:57.370000,L9,301.85,270.61
2025-03-26 22:11:41.456000,L9,302.58,275.95
2025-04-11 22:11:41.675000,L9,286.14,258.91
2025-05-21 22:11:16.046000,L8,292.09,264.38
2025-05-29 22:11:15.744000,L9,304.91,283.65
2025-06-22 22:11:31.725000,L8,301.63,278.91
2025-06-30 22:11:31.747000,L9,290.40,264.29
2025-07-16 22:11:36.965000,L9,287.42,259.71
2025-08-01 22:11:42.925000,L9,317.55,305.88
2025-08-09 22:11:49.526000,L8,306.63,287.33
2025-09-18 22:12:01.813000,L9,300.59,275.67
2025-11-05 22:12:10.440000,L9,315.57,295.01
2025-11-13 22:12:04.594000,L8,301.22,279.82
