dates,satname,nzd0090-0000,nzd0090-0001,nzd0090-0002,nzd0090-0003,nzd0090-0004,nzd0090-0005,nzd0090-0006,nzd0090-0007,nzd0090-0008,nzd0090-0009,nzd0090-0010
1999-09-27 22:04:48.949000,L7,284.10,266.86,260.87,244.43,258.60,258.71,258.97,270.58,272.73,276.11,270.69
1999-11-14 22:04:42.286000,L7,324.21,301.20,297.80,299.84,297.65,306.76,307.93,306.47,310.63,319.61,304.26
2000-01-01 22:04:37.439000,L7,249.83,232.73,230.62,227.74,245.83,245.92,239.67,253.06,288.10,290.70,272.97
2000-08-12 22:02:54.094000,L7,266.82,230.85,221.62,210.39,240.41,247.03,261.29,275.31,293.73,302.27,283.08
2000-10-15 22:01:56.204000,L7,249.80,248.91,240.73,240.80,248.21,255.08,241.99,246.68,276.48,275.06,270.07
2001-01-03 22:02:12.432000,L7,316.24,,,,293.11,257.84,266.33,279.26,294.35,298.28,287.95
2001-03-24 22:01:59.719000,L7,236.44,219.63,204.77,213.65,229.82,230.39,214.85,239.86,270.05,266.60,253.69
2001-06-12 22:01:24.980000,L7,250.90,297.96,,,,,,357.47,306.89,311.56,293.64
2001-08-15 22:00:38.680000,L7,236.39,221.41,199.96,210.34,219.39,226.27,207.95,239.27,272.11,281.86,272.11
2001-10-02 22:00:04.650000,L7,246.02,237.25,218.06,220.15,262.64,282.80,287.57,243.79,277.41,273.29,267.84
2001-12-05 22:00:18.987000,L7,257.87,225.73,219.37,218.90,244.16,250.48,226.35,249.37,280.71,269.64,265.94
2001-12-21 22:00:29.925000,L7,,,,,219.47,215.26,198.07,244.42,273.56,275.57,259.66
2002-01-22 22:00:40.906000,L7,250.79,240.47,232.29,237.83,245.30,248.46,246.36,255.48,283.51,288.29,267.35
2002-02-23 22:00:43.620000,L7,315.28,301.24,237.09,230.60,242.18,249.22,249.27,252.13,300.85,299.97,285.68
