dates,satname,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125,nzd0106-0012
2009-01-01 21:56:31.615000,L5,,,139.90,152.00,54.42,,,,,,,292.34,359.24,360.44,343.48,304.34,328.29,327.80,320.78,300.62,321.56,330.69,281.14,320.41,331.83,346.76,346.51,346.88,347.74,354.92,340.12,345.34,357.04,345.98,357.68,342.35,341.71,342.91,346.06,346.70,346.96,345.14,378.88,364.16,350.83,338.68,344.72,343.23,338.83,349.49,340.28,340.30,336.20,333.25,346.69,327.79,397.91,330.67,322.00,322.71,317.23,315.63,329.44,361.52,395.19,387.92,339.55,330.23,294.65,,,,,,,,,,,,,,,,376.89,332.12,306.68,326.58,316.35,310.26,300.11,315.66,324.99,322.90,324.57,320.23,316.21,311.49,312.41,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-02 21:57:22.411000,L5,,,,,292.44,343.84,349.32,346.62,332.46,341.34,331.63,345.76,342.94,340.97,346.69,341.18,348.40,340.20,342.06,341.98,340.74,341.06,335.41,340.01,335.99,330.58,340.10,333.62,341.98,337.95,344.15,341.94,341.92,347.48,342.32,336.40,338.09,333.72,330.84,339.71,339.97,336.86,343.13,344.61,329.32,338.47,342.35,338.60,337.54,332.95,329.43,336.01,331.71,333.40,327.51,325.82,325.85,334.25,326.50,324.26,325.75,318.64,326.31,329.07,337.10,333.55,329.51,329.83,324.59,326.48,327.37,322.83,326.86,320.71,319.65,313.66,314.90,309.46,301.22,319.25,315.92,312.03,314.94,321.82,320.55,322.15,315.01,313.78,309.21,310.20,297.85,314.83,319.57,317.23,317.99,316.77,317.32,303.80,304.83,,,,,,,,,,312.06,305.71,306.60,314.48,313.73,307.50,,,309.75,308.44,311.72,310.05,306.83,313.36,314.26,304.86,300.23
2010-02-21 22:02:44.773000,L5,,,,,302.16,349.79,353.76,350.97,338.83,330.73,324.30,340.91,336.97,338.26,352.05,355.09,353.29,347.50,350.35,347.53,332.58,339.03,334.72,334.18,335.60,326.77,343.88,340.03,348.10,349.61,347.28,346.58,330.26,335.23,342.60,333.89,334.79,330.06,336.47,345.29,344.07,350.32,346.85,343.66,333.53,326.57,333.49,337.41,331.93,329.76,326.40,334.14,335.87,340.13,334.68,330.50,333.39,325.07,320.85,320.15,320.51,317.28,323.58,326.20,337.14,341.37,337.89,331.62,329.98,332.36,318.87,317.77,315.74,318.13,320.15,317.75,316.38,319.31,312.00,325.01,320.28,312.06,317.57,313.23,312.70,311.81,314.72,310.47,303.56,303.34,307.80,318.45,326.96,321.80,317.41,318.25,318.37,301.90,,,,,,,,,,305.36,319.03,318.23,313.26,306.74,312.55,302.43,,,302.46,300.69,313.27,314.41,315.90,318.31,311.50,309.67,277.98
2011-01-07 22:01:44.406000,L5,,,371.70,380.74,392.85,389.15,,,,,,384.46,381.32,383.87,381.22,387.00,384.66,380.44,380.31,379.59,376.69,374.87,377.99,377.92,375.52,376.33,384.37,385.66,382.79,384.97,381.35,382.92,387.18,384.37,384.85,384.08,377.51,381.28,383.39,378.52,375.42,374.07,379.44,382.02,381.05,380.97,377.60,380.51,372.49,372.50,375.30,371.34,370.04,367.28,368.07,369.11,369.40,367.74,370.93,370.43,364.62,361.37,363.89,369.41,369.26,378.91,371.14,368.25,368.11,369.31,369.49,368.84,374.13,367.49,364.44,361.08,358.73,352.11,353.96,350.44,351.68,353.14,356.13,358.20,368.53,367.73,367.46,357.95,361.81,357.88,359.72,363.85,360.18,359.91,363.59,361.95,363.42,361.31,351.21,349.18,354.57,353.73,352.59,350.51,352.26,358.85,354.71,351.47,353.45,351.30,350.41,357.89,356.90,351.31,353.51,349.76,349.29,350.44,345.93,356.70,350.84,352.16,352.80,337.87,378.94
2011-03-12 22:01:43.554000,L5,,,,,315.84,345.49,350.65,344.92,340.17,346.21,349.23,352.33,354.53,346.31,352.55,353.16,354.78,345.84,349.24,350.93,349.13,356.37,345.26,349.00,345.38,335.81,349.30,343.62,349.97,353.03,347.64,349.21,357.37,352.47,353.88,354.15,347.19,341.68,339.81,344.36,345.72,348.78,344.90,344.15,340.65,343.77,348.97,348.94,345.29,342.74,338.13,338.82,333.80,336.39,328.37,334.78,331.80,336.92,334.26,335.39,334.58,326.56,335.46,334.73,335.02,341.62,338.39,329.58,331.50,329.84,334.39,329.03,328.10,332.36,324.72,327.93,324.08,321.09,313.25,322.25,315.39,313.44,320.28,321.30,326.51,326.60,325.87,323.37,318.41,318.18,301.85,316.70,329.40,322.38,319.18,317.78,322.44,316.62,312.85,,,,,,,,,,315.73,307.22,309.85,314.98,332.42,315.58,329.21,303.21,324.97,313.00,314.70,317.84,309.57,316.31,311.83,298.97,314.60
2011-04-13 22:01:34.017000,L5,,,,,317.60,344.91,349.42,340.60,335.28,339.29,341.01,354.04,358.23,352.00,354.76,358.50,351.92,344.27,350.36,345.70,346.07,343.93,346.32,350.52,348.35,340.64,353.06,346.40,353.99,348.21,344.72,346.48,347.12,348.47,349.61,350.16,348.07,348.37,347.81,348.28,351.81,342.28,349.05,345.94,337.84,338.10,343.77,348.86,348.08,344.60,343.55,342.33,340.91,339.44,329.62,334.08,333.27,338.39,331.59,331.82,333.62,328.83,340.55,342.13,340.14,343.34,330.79,331.72,330.20,328.48,334.87,325.51,323.38,327.97,329.75,335.29,328.66,323.46,313.23,318.77,322.09,315.81,317.99,319.89,321.76,323.36,327.16,327.52,323.67,322.95,310.48,328.82,336.09,322.17,320.91,320.60,321.28,314.18,312.98,,,,,,,,,,312.68,313.94,310.88,320.69,316.72,313.06,294.75,306.91,314.80,314.50,316.36,320.25,310.15,313.64,311.67,299.95,312.21
2011-09-04 22:00:27.603000,L5,,,,,30.92,331.94,346.62,345.70,331.89,337.44,333.94,338.58,344.56,346.82,348.85,351.07,344.47,342.20,348.21,342.26,343.47,341.93,339.51,343.07,337.78,329.37,339.48,343.16,350.28,350.87,345.36,345.59,344.33,340.29,347.71,341.41,339.88,340.04,345.14,349.51,345.43,353.69,342.22,343.41,327.60,333.78,344.44,338.61,334.12,335.34,336.98,337.00,333.01,338.34,335.97,334.42,336.58,326.77,328.74,325.79,305.80,,,,,,,329.18,335.26,332.79,331.81,324.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.02,313.25,308.98,311.42,312.05,300.88,287.74,,307.36,310.89,311.65,311.64,309.61,311.82,306.00,300.05,308.22
2013-05-20 22:13:50.559000,L8,,,371.36,289.23,316.15,315.68,314.18,310.30,301.74,306.60,308.87,315.79,313.57,311.87,312.75,315.30,315.14,317.54,315.81,313.27,313.83,312.08,312.33,309.02,307.31,311.12,308.67,312.93,313.69,314.84,315.14,316.49,313.31,318.98,313.87,310.40,313.52,309.02,314.40,314.40,314.56,308.99,318.91,313.74,314.92,285.14,300.42,315.54,313.19,313.75,308.51,311.58,305.47,309.31,305.00,306.05,304.81,305.59,302.80,301.80,303.98,298.44,301.15,303.29,308.86,310.35,308.32,302.90,309.88,306.64,304.43,307.99,305.62,304.09,303.14,305.36,296.67,290.94,289.06,296.22,295.05,292.46,295.61,296.56,301.70,299.37,301.10,297.49,296.33,292.90,,298.81,302.89,302.36,299.10,300.86,293.43,293.10,,,,,,,,,,,,,,,,,,,,,,,,,,,301.06
2013-06-05 22:13:51.261000,L8,,,,297.22,314.03,312.58,313.81,312.70,303.51,308.24,309.27,315.75,313.66,311.83,312.43,314.92,314.70,318.12,316.11,314.02,314.42,311.82,311.80,309.03,307.16,311.19,310.69,312.62,313.71,314.93,314.82,316.54,312.17,317.94,313.43,307.77,314.00,308.54,314.27,313.37,314.85,309.53,318.98,314.31,314.89,286.64,301.73,315.62,312.38,313.41,309.37,310.89,305.60,308.23,304.61,305.30,303.64,306.28,303.16,301.45,304.04,299.45,301.17,303.04,308.77,310.12,309.00,302.83,308.09,306.59,303.08,308.40,304.09,303.42,302.56,305.18,295.97,290.35,289.15,295.87,294.47,291.50,295.17,296.80,300.78,298.77,301.41,296.65,293.98,292.17,,296.31,301.85,302.24,296.58,298.78,291.80,284.47,,,,,,,,,,,,,,,,,,,,,,,,,,,298.90
2013-06-21 22:13:43.313000,L8,,,,378.00,355.80,354.43,357.33,348.39,343.37,344.32,341.52,382.32,382.09,376.51,382.58,384.13,387.20,383.24,381.09,378.95,374.24,374.86,371.27,374.04,371.51,377.82,379.12,384.02,385.31,382.69,383.24,378.87,388.57,387.15,386.78,383.94,379.82,383.88,381.04,380.19,375.30,384.65,382.73,378.21,381.66,375.57,381.40,376.78,380.80,375.55,378.82,371.97,376.46,370.39,370.83,369.05,365.87,369.44,363.63,369.75,365.11,360.10,366.31,335.02,341.22,342.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.01,355.89,359.42,,355.20,363.01,370.71,360.03,343.02,,,,298.35,297.42,301.52,296.44,286.12,374.88
2013-07-07 22:13:48.209000,L8,,,,272.92,310.21,311.55,311.63,312.14,300.06,305.21,309.34,314.40,311.99,309.60,309.68,312.87,314.02,316.01,316.54,311.62,313.00,310.70,308.52,308.66,304.89,311.65,311.79,312.58,376.31,369.66,374.17,369.69,311.51,316.36,313.43,307.38,311.93,309.16,312.20,308.22,311.91,307.55,314.74,314.85,315.12,289.16,301.07,314.38,311.00,310.93,308.44,307.24,305.96,306.50,305.51,304.03,304.49,305.92,301.73,301.11,299.66,298.11,300.31,304.28,307.95,310.79,307.50,301.75,303.94,304.88,303.91,305.93,306.32,300.61,304.07,302.42,295.75,287.34,288.15,294.83,291.01,289.39,292.58,296.02,300.35,298.91,300.05,300.87,294.04,292.07,,296.23,299.94,299.76,295.30,294.62,292.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.28
2013-08-08 22:13:49.700000,L8,,,,294.21,311.76,318.55,309.98,311.86,303.27,310.85,316.26,317.90,322.26,325.65,317.82,317.00,319.35,360.59,318.11,311.83,313.29,313.09,310.31,312.85,310.83,317.22,314.88,315.30,316.18,318.91,318.69,317.03,319.27,320.14,320.08,313.57,365.32,361.85,352.40,317.23,313.58,312.65,319.87,319.20,316.76,291.58,307.24,316.78,313.72,312.57,311.48,309.88,308.43,308.46,306.67,305.79,305.15,308.74,305.62,303.81,303.63,306.05,305.54,307.25,308.90,311.71,313.52,313.41,308.73,303.28,309.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.82
2013-09-09 22:13:49.699000,L8,,,,372.91,305.60,309.05,310.63,311.49,296.56,306.19,307.00,311.40,311.84,311.43,311.79,313.69,354.81,363.30,371.24,358.66,362.24,363.16,358.82,361.91,359.04,359.87,357.69,357.06,311.61,312.82,312.24,314.75,312.29,316.95,311.66,306.99,310.32,307.64,310.04,310.45,312.53,308.89,315.95,312.84,311.65,280.90,297.81,312.54,309.41,310.25,306.90,308.18,303.94,305.70,302.11,301.50,302.00,303.91,303.22,299.22,300.50,297.61,300.22,303.08,307.25,308.77,306.98,303.39,304.81,304.13,303.32,306.01,304.26,300.77,302.77,302.02,294.40,286.76,287.68,294.88,293.04,290.92,294.24,295.44,299.59,303.00,300.50,296.42,292.67,291.85,,295.62,298.18,298.12,295.77,298.70,292.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.54
2013-09-25 22:13:41.239000,L8,,,,244.19,313.99,316.28,319.28,316.37,311.06,313.31,314.79,319.56,320.59,319.84,316.73,319.03,321.73,321.76,320.29,318.23,315.79,310.13,311.07,311.16,305.80,314.35,314.80,327.32,293.48,283.18,318.95,318.01,319.15,322.54,321.25,315.84,317.19,315.64,315.33,316.65,316.94,315.38,321.68,321.90,318.04,303.84,311.01,318.61,314.83,314.09,312.62,312.89,311.45,311.09,310.02,346.70,339.05,346.18,337.49,343.41,350.10,339.20,379.06,344.52,324.87,317.69,,,304.22,304.26,311.20,311.74,312.96,308.62,309.92,308.21,301.34,295.34,293.79,300.65,299.30,296.36,298.14,301.85,305.87,308.39,305.61,306.47,299.68,298.61,308.84,306.50,304.31,304.28,301.16,302.20,299.91,296.85,,,,,,,,,,,,,,,,,,,,296.22,297.48,298.09,297.89,300.47,296.64,287.47,305.02
2013-10-11 22:13:41.596000,L8,,,,,311.73,316.53,372.88,368.58,362.93,363.21,366.60,317.67,320.19,318.90,317.33,319.00,320.28,320.41,366.70,354.82,358.82,353.22,314.16,314.33,309.85,314.84,316.68,317.05,320.15,321.45,318.39,318.65,318.16,322.08,320.28,321.50,320.76,316.52,317.02,317.23,319.51,317.80,321.01,321.05,317.35,299.97,314.49,319.64,317.29,315.33,312.64,313.48,311.26,311.00,309.27,308.41,307.92,309.60,309.14,306.16,304.84,305.11,306.78,310.06,314.54,315.42,312.89,310.69,311.07,310.54,312.18,311.47,319.40,308.37,309.42,285.83,303.60,297.13,294.69,299.40,298.29,295.62,297.90,301.60,304.81,305.42,303.91,302.84,300.88,305.40,,292.46,292.70,300.65,300.17,301.32,297.42,297.24,,,,,,,,,,,,,,,,,,,,,,,,,,,300.74
2013-10-27 22:13:31.854000,L8,,,,,307.88,343.59,341.77,339.64,331.07,353.98,345.82,378.04,374.19,380.09,376.10,378.89,391.14,377.92,380.45,373.35,375.89,376.08,375.85,372.20,378.69,371.49,376.98,385.75,396.16,396.57,317.40,314.46,318.10,389.96,391.78,381.38,378.34,373.88,376.04,343.56,343.13,,410.08,352.14,374.64,376.15,375.09,375.04,369.83,349.68,375.02,367.40,366.30,367.41,367.29,364.69,362.92,365.88,368.50,365.41,362.19,362.33,362.97,342.93,311.38,312.87,310.49,307.53,309.66,308.99,308.51,310.83,310.08,307.43,307.95,306.23,300.06,294.23,293.11,298.49,297.48,294.84,296.67,300.75,304.19,306.14,304.18,300.80,299.45,299.02,,301.96,303.72,304.03,300.06,302.12,297.36,296.17,,,,,,,,,,,,,,,,,,,,,,,,,,,341.97
2013-11-12 22:13:32.202000,L8,,,,347.79,351.08,348.74,383.81,373.21,373.11,373.56,371.45,376.56,372.05,335.63,336.19,372.56,377.34,376.15,379.70,374.43,371.57,367.89,364.82,368.07,338.31,367.29,334.54,371.00,366.49,378.56,375.39,374.46,372.84,372.04,374.80,375.79,371.40,367.62,370.67,370.70,369.37,366.52,372.99,369.52,319.26,299.97,310.27,317.40,315.09,314.80,311.89,313.61,309.42,310.72,307.35,351.96,353.71,356.95,355.65,348.79,354.34,324.58,351.70,358.43,352.34,369.31,360.10,359.31,357.41,360.34,360.24,360.00,397.08,357.20,370.35,400.81,,,,333.36,366.14,333.75,390.54,347.24,358.56,324.97,355.72,357.74,349.23,351.69,275.86,302.81,305.01,304.25,300.58,302.01,298.12,297.98,,,,,,,,,,,,,,,,,,,,,295.56,298.85,298.10,298.45,294.69,286.23,370.88
2013-11-28 22:13:25.971000,L8,,,,376.74,313.32,315.20,317.01,314.41,301.59,309.02,309.60,316.42,318.94,316.97,315.75,317.37,319.18,320.02,318.34,316.74,314.64,313.97,312.09,311.36,309.20,313.66,314.55,314.13,316.88,318.34,316.60,316.64,316.18,319.46,314.77,312.87,313.91,313.23,314.62,315.78,314.45,311.04,314.67,361.44,296.80,302.09,308.68,321.21,390.07,349.76,310.11,306.26,,,304.51,305.34,304.79,299.92,,,,,,,,,,393.33,384.48,311.60,303.84,305.54,307.48,306.15,306.28,305.26,297.02,291.34,291.22,301.12,,,353.14,306.00,,304.37,305.48,297.31,297.65,298.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.15,299.10,294.36,282.78,374.23
2013-12-14 22:13:21.591000,L8,,,,366.61,108.34,373.54,372.06,313.59,303.96,307.02,307.24,313.05,312.42,313.15,313.80,315.91,317.33,320.71,319.00,315.64,316.04,313.28,310.17,310.94,306.88,314.79,313.96,313.87,315.25,315.29,312.58,314.48,314.27,318.58,313.34,309.08,313.68,310.06,314.17,310.29,313.79,311.38,317.15,314.94,315.35,296.02,305.67,315.57,310.65,312.45,309.45,309.95,305.72,307.53,305.30,304.01,304.39,302.99,301.46,302.02,300.67,298.93,301.90,305.17,309.24,311.60,309.15,303.66,305.47,306.77,305.95,307.30,306.51,303.05,304.83,304.61,296.74,289.77,291.57,294.58,292.25,289.40,293.73,296.04,300.11,298.26,299.66,296.58,294.07,293.14,,298.64,299.38,299.79,291.72,296.43,292.45,,,,,,,,,,,,,,,,,,,,,,,,,295.09,290.72,280.35,340.51
2013-12-30 22:13:13.343000,L8,,,361.45,377.98,347.73,348.25,371.41,316.95,300.14,341.95,329.21,,400.25,386.53,337.52,377.52,372.21,345.41,343.59,340.96,341.30,335.22,340.42,339.68,339.56,337.62,338.86,342.62,343.96,343.61,383.24,374.40,371.27,345.07,319.22,349.04,343.36,339.23,337.62,377.43,373.56,363.95,318.94,315.53,316.22,299.88,311.59,315.07,343.09,366.91,363.27,361.64,304.82,309.41,305.09,303.37,301.80,302.78,309.01,303.74,305.68,351.07,356.08,361.54,376.51,371.70,371.33,362.34,377.86,309.83,301.68,345.82,343.29,382.57,365.79,369.40,358.56,350.83,358.53,300.32,294.15,294.75,296.94,299.12,353.96,340.47,361.84,358.10,338.60,355.88,314.04,301.97,304.93,301.69,300.36,302.50,299.67,297.74,,,,,,332.67,366.79,,,,,,,,,,,,,,,,,,,,
2014-01-31 22:12:52.806000,L8,,,,,106.41,309.05,313.59,314.04,297.97,302.95,306.72,313.46,317.47,319.16,316.69,316.98,349.95,336.27,344.16,316.57,315.44,315.22,312.35,313.66,311.31,316.88,315.42,313.67,314.20,316.57,314.88,315.23,317.52,318.68,311.01,304.92,312.30,311.25,314.61,315.46,315.75,309.55,315.54,314.39,313.71,285.58,304.47,315.11,310.03,311.81,308.98,310.48,306.39,307.72,304.70,303.45,303.18,304.70,302.43,299.39,299.13,294.69,301.92,303.02,305.60,306.36,305.52,302.54,307.19,304.69,302.42,304.59,300.92,300.26,,,,,288.71,294.19,286.59,284.80,292.21,294.46,298.14,295.94,298.70,293.64,290.57,284.67,,293.48,298.18,296.05,285.93,297.30,288.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20 22:12:13.789000,L8,,,355.51,300.28,361.07,364.04,383.41,360.00,333.92,308.65,312.72,316.89,320.67,317.70,315.98,318.28,319.61,322.78,318.71,316.62,314.88,314.13,318.54,314.82,319.81,322.20,321.19,337.80,319.13,325.51,319.28,325.34,322.87,324.43,323.47,320.60,331.91,312.47,317.18,319.77,320.96,318.27,328.41,346.05,331.74,350.34,352.15,321.43,318.44,318.02,314.63,319.23,314.47,332.33,311.68,311.30,308.49,311.43,307.92,306.71,326.58,323.17,336.98,308.21,344.22,313.43,311.39,310.51,311.77,308.92,305.80,307.97,306.69,305.34,306.31,305.00,295.64,292.00,289.49,298.11,298.49,292.44,295.01,299.20,303.53,305.06,300.49,304.46,296.39,295.17,,298.42,302.14,302.00,296.81,299.62,296.39,290.57,,,,,,,,,,,,,,,,,,,,298.49,297.38,299.23,298.03,301.39,299.72,286.55,304.03
2014-04-05 22:11:58.702000,L8,,,,358.52,109.53,375.22,364.02,317.25,301.41,310.35,311.75,319.11,318.45,315.98,317.11,319.62,325.69,325.81,324.04,319.42,316.73,315.42,312.01,313.25,310.61,319.79,318.07,318.62,317.61,364.07,367.38,368.64,367.23,362.82,322.26,315.07,316.03,316.24,317.67,318.04,316.02,314.91,321.37,321.76,321.72,298.58,309.01,318.19,314.74,314.64,312.64,312.50,306.43,310.41,309.74,307.83,307.55,308.80,304.10,304.52,304.68,302.74,304.60,307.93,311.10,313.36,311.31,306.27,310.53,309.23,309.14,309.28,312.10,307.65,308.41,306.09,301.01,294.05,292.33,299.05,297.01,293.87,296.98,299.43,304.14,306.84,303.90,306.14,300.88,296.46,,303.73,305.39,304.39,298.70,298.68,296.73,286.41,,,,,,,,,,,,,,,,,,,,,,,295.41,297.92,295.29,284.12,
2014-04-21 22:11:42.175000,L8,,,,,65.87,285.89,290.44,301.61,285.44,298.62,299.27,310.58,304.60,306.83,307.54,312.76,318.87,300.42,351.01,316.54,353.53,363.60,343.02,308.88,307.57,314.10,306.90,310.25,306.91,308.25,304.15,312.31,306.19,311.98,309.58,298.92,308.07,305.74,311.37,309.66,312.97,308.11,313.83,315.41,315.24,289.90,303.26,315.02,307.35,310.71,305.78,306.11,304.51,306.05,304.95,303.92,304.65,304.29,302.31,301.95,300.71,296.06,301.73,304.49,308.56,311.91,308.44,304.13,304.41,306.58,304.12,306.47,304.65,300.57,303.55,301.74,296.38,287.04,289.71,295.67,293.64,291.07,294.42,295.46,299.92,296.77,299.97,296.77,293.57,291.96,,299.59,302.06,301.37,288.63,297.94,291.97,283.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-11 22:11:51.972000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.49,327.89,306.57,281.11,307.20,310.64,,,,,,,,,,,,,,,,,,,,,,,,311.17,311.56,311.12,311.40,334.25,382.45,,370.18,313.28,314.49,312.62,312.91,312.34,309.51,301.63,,,,,,,,296.60,295.80,285.88,280.55,288.19,285.90,289.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14 22:12:02.705000,L8,,,,,,,332.93,318.42,308.02,,,314.00,315.48,316.11,312.74,318.34,316.35,318.18,316.91,305.92,315.13,316.04,313.32,310.97,312.01,313.77,293.51,,,,317.44,313.83,315.35,321.19,316.25,,,,,,,,,,,,375.68,358.77,371.38,,,,,,363.45,353.03,348.16,305.95,302.08,346.54,295.11,346.78,310.24,,345.88,324.24,316.16,314.26,305.78,347.57,317.47,298.57,,,,,279.23,320.30,297.77,297.09,307.10,293.58,298.76,298.77,302.74,303.69,303.27,300.37,298.74,299.59,,302.85,302.44,299.72,295.90,299.48,294.62,285.56,,,,,,,,,,,,,,,,,,,,,,,,299.34,292.81,282.40,353.99
2014-10-30 22:11:58.859000,L8,,,,342.54,317.29,310.85,314.21,313.14,298.78,307.71,310.95,369.57,372.69,368.72,376.31,372.91,373.37,338.47,345.41,369.52,359.06,363.56,363.75,334.39,360.38,374.72,,,,,368.13,363.83,322.78,317.51,318.15,318.66,316.86,316.65,335.09,318.72,316.64,317.49,309.60,328.56,380.85,,321.40,318.59,313.99,310.90,310.07,310.86,309.08,309.22,308.14,306.58,306.80,307.91,307.43,353.89,359.02,357.45,348.37,348.72,312.73,359.25,385.71,333.53,312.04,307.83,310.87,307.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.63,295.50,282.22,
2014-12-01 22:12:00.318000,L8,,,,,104.34,305.21,314.88,306.76,283.96,302.21,295.87,303.52,306.31,312.34,307.00,310.00,312.88,319.85,308.58,310.14,312.89,311.83,310.02,366.06,360.20,360.07,309.93,311.75,312.88,314.97,313.20,314.34,313.15,315.94,310.96,308.28,311.22,308.65,298.63,316.81,309.60,311.11,315.35,312.03,,,,,,276.89,302.41,305.20,316.47,307.54,302.65,303.85,277.75,,,,,,,,396.13,309.44,307.80,297.58,307.11,308.19,303.81,304.76,304.63,303.55,303.61,302.25,296.30,286.39,288.29,295.89,294.24,292.12,297.30,296.50,296.75,293.15,292.42,288.53,286.48,282.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.59,295.91,287.09,
2015-01-02 22:11:50.958000,L8,,,,,,,366.55,314.39,363.22,366.06,331.04,317.25,335.63,339.00,339.20,339.83,335.16,334.30,382.82,365.11,372.43,358.01,368.49,312.48,387.68,380.74,372.28,311.74,313.07,315.06,313.99,366.26,365.93,359.16,358.28,310.69,312.01,315.72,314.78,315.52,314.38,309.04,315.36,311.72,311.60,300.32,307.31,367.97,373.35,352.54,370.26,367.41,386.78,363.41,352.65,362.48,354.98,368.23,356.69,348.95,355.41,348.51,365.30,359.27,347.01,309.47,313.86,298.03,320.15,418.75,324.28,355.76,313.82,306.36,302.87,357.70,,310.60,294.66,299.21,295.89,292.04,295.18,293.35,296.98,315.47,304.02,301.80,297.54,298.06,283.61,304.03,304.85,302.94,299.75,302.28,298.61,293.92,,,,,,,,,,,,,,,,,,,,,,,292.65,299.65,295.39,282.37,329.15
2015-04-24 22:11:08.401000,L8,,,,299.73,109.06,361.99,348.98,318.27,308.20,320.75,341.62,357.48,359.04,350.67,356.41,363.52,368.66,354.59,348.79,340.05,341.83,341.36,349.91,353.81,345.84,357.20,355.60,355.66,352.72,354.94,321.44,318.43,319.99,321.28,319.79,319.43,316.33,311.64,315.92,320.91,316.50,315.75,322.18,321.02,318.43,298.04,307.32,317.45,315.16,315.81,311.75,314.08,310.64,311.97,310.36,309.55,308.02,311.40,306.92,304.22,306.26,304.11,308.30,308.28,312.32,313.49,313.92,309.32,311.21,308.42,308.96,312.72,312.43,308.94,310.96,307.89,300.03,299.52,295.63,301.00,300.83,295.74,298.53,301.08,305.08,306.77,304.34,302.84,300.42,298.15,,303.67,305.91,301.62,298.68,299.72,296.09,295.59,,,,,,,,,,,,,,,,,,,,,,,292.32,299.15,295.40,284.24,333.22
