dates,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125,nzd0106-0012,satname
2002-07-17 22:00:08+00:00,266.43,,361.94,344.32,284.67,295.77,298.44,302.77,294.88,297.7,301.275,307.43,303.34999999999997,302.10333333333335,305.37333333333333,308.18666666666667,311.04333333333335,308.3333333333333,308.63000000000005,306.0933333333333,306.4266666666667,307.46,307.51666666666665,307.92,306.2066666666667,309.35999999999996,306.9766666666667,308.1066666666666,308.3833333333333,310.69666666666666,312.77,310.37333333333333,305.9266666666667,309.7166666666667,313.595,314.78,315.72,310.7,315.84000000000003,311.995,315.04499999999996,310.68,315.135,313.21,324.655,318.98,321.64,327.70000000000005,325.63,322.77,321.33500000000004,308.88,304.43,316.225,315.28,314.86,304.94666666666666,303.6066666666666,304.83666666666664,304.13,300.2266666666667,309.04999999999995,311.71000000000004,317.165,320.9,324.48,318.28499999999997,316.13,312.005,319.18,316.995,320.5,319.20500000000004,313.875,320.24,316.945,310.28,303.385,305.89,308.255,305.13,306.42,307.525,312.15999999999997,316.78,317.29999999999995,316.865,312.39,310.005,306.755,301.82,314.315,318.155,319.16999999999996,313.835,314.115,310.99,327.18,325.17,326.35,327.8,328.35,327.92,337.56,333.77,328.69,328.68,333.2,334.12,327.04,329.885,333.915,336.705,336.54999999999995,331.985,335.62,330.62,338.63,,,375.31,332.01,342.86,344.83,301.23,L7
2002-08-18 21:59:57+00:00,,,,,,,,,,336.51,302.85,318.41,301.54999999999995,298.755,302.385,304.755,309.0,306.275,308.07000000000005,317.27666666666664,314.6133333333333,314.39000000000004,315.40999999999997,316.04,316.48333333333335,318.8666666666667,317.95666666666665,316.0,316.0466666666666,318.8433333333333,321.24666666666667,318.43,316.28999999999996,319.7033333333333,328.76,331.2,329.40999999999997,325.53,327.385,328.24,325.91999999999996,312.41499999999996,331.76,324.77,335.305,337.55,339.28,327.89,338.59000000000003,338.63,333.56,310.52,332.02,331.70500000000004,329.995,328.26,313.7666666666667,311.35999999999996,311.59,310.19666666666666,301.2866666666667,319.17499999999995,323.34000000000003,329.75,332.885,337.54499999999996,333.59000000000003,329.145,313.94500000000005,331.765,333.885,334.29,332.63,333.0,338.505,335.755,329.6,316.79999999999995,321.59000000000003,328.28499999999997,319.96500000000003,322.44,320.925,326.59,331.89,333.58,326.43,331.705,332.04499999999996,324.38,325.11,330.88,333.72,334.77,333.64,331.43,327.93,327.18,325.17,326.35,325.59000000000003,328.285,328.46500000000003,350.15999999999997,333.36,330.055,333.235,332.76,334.055,329.295,331.03999999999996,335.70500000000004,322.245,337.655,336.08,335.62,330.62,338.63,,,,,,,298.53,L7
2002-09-19 21:59:35+00:00,,,,,,,,,332.46,336.51,316.64,321.8625,313.6366666666666,311.65333333333336,314.00333333333333,319.77333333333337,319.93666666666667,316.68,319.86,322.6725,320.39,319.805,320.34999999999997,321.85,321.8025,324.8075,323.4875,321.8825,321.82,324.565,327.0025,324.13,322.5175,325.61,332.06333333333333,335.39,333.0366666666667,331.84999999999997,331.27000000000004,332.5933333333333,328.97666666666663,321.0733333333333,335.8066666666667,328.14,335.40333333333336,339.25666666666666,339.1433333333334,332.04,338.36333333333334,338.4866666666667,334.06,322.36,332.21,331.9866666666667,329.8966666666667,326.78,316.9925,313.6875,314.345,313.80999999999995,305.3425,318.6266666666666,322.7733333333333,330.12,332.23,338.02,334.69,328.96333333333337,319.76,331.9533333333333,335.00333333333333,335.07666666666665,334.50666666666666,333.9,337.37666666666667,334.98333333333335,327.93,316.15333333333336,320.87333333333333,327.81333333333333,319.1666666666667,321.58,321.6466666666667,327.4,331.805,334.015,327.54,331.9866666666667,329.68666666666667,327.135,325.96000000000004,332.6,336.925,334.07,332.65999999999997,331.975,330.51,326.565,326.735,324.48,325.68666666666667,331.0933333333333,330.56333333333333,344.17,331.32,330.62,331.03000000000003,329.78,332.3833333333334,328.9066666666667,330.67333333333335,335.3566666666667,327.72,336.0833333333333,332.57,333.68,331.265,334.58,326.16,328.38,335.37,332.83,357.77,326.12,310.14000000000004,L7
2002-11-06 21:59:41+00:00,,,,,,,,,332.46,336.51,316.64,329.99,324.03499999999997,324.15000000000003,325.865,332.855,328.245,325.22,330.865,331.77333333333337,329.58666666666664,328.19666666666666,327.28999999999996,328.9466666666667,329.72333333333336,333.67333333333335,332.6466666666667,331.8533333333333,331.73,333.2366666666666,336.7133333333333,333.3,333.74333333333334,335.1466666666667,332.06333333333333,335.39,333.0366666666667,331.84999999999997,331.27000000000004,332.5933333333333,328.97666666666663,321.0733333333333,335.8066666666667,328.14,335.40333333333336,339.25666666666666,339.1433333333334,332.04,338.36333333333334,338.4866666666667,334.06,322.36,332.21,331.9866666666667,329.8966666666667,326.78,327.5133333333333,322.3566666666666,322.3733333333334,324.2666666666666,312.78999999999996,318.6266666666666,322.7733333333333,330.12,332.23,338.02,334.69,328.96333333333337,319.76,331.9533333333333,335.00333333333333,335.07666666666665,334.50666666666666,333.9,337.37666666666667,334.98333333333335,327.93,316.15333333333336,320.87333333333333,327.81333333333333,319.1666666666667,321.58,321.6466666666667,327.4,331.805,334.015,337.3275,331.9866666666667,329.68666666666667,327.135,325.96000000000004,332.6,336.925,334.07,332.65999999999997,331.975,330.51,326.565,326.735,324.48,325.68666666666667,331.0933333333333,330.56333333333333,344.17,331.32,330.62,331.03000000000003,329.78,332.3833333333334,328.9066666666667,330.67333333333335,335.3566666666667,327.72,336.0833333333333,332.57,333.68,331.265,334.58,326.16,328.38,335.37,332.83,357.77,326.12,310.14000000000004,L7
2003-01-25 22:00:18+00:00,,,,,,,337.05,331.0,332.46,336.53499999999997,332.97,338.0,334.95500000000004,334.885,335.37,342.56,338.81,334.9,337.235,335.3366666666667,325.2033333333334,332.93666666666667,331.94666666666666,325.9266666666667,335.9266666666667,336.7266666666667,340.12,339.33000000000004,338.925,340.375,339.9166666666667,341.4066666666667,341.3433333333333,342.6133333333333,338.31333333333333,343.0,339.79999999999995,339.58,326.8833333333334,337.5333333333333,334.99333333333334,328.61,341.54333333333335,336.03,335.805,340.80499999999995,340.05500000000006,328.755,338.74,339.55,334.415,322.36,332.21,328.66,328.28000000000003,326.9433333333333,326.3833333333334,321.9833333333333,322.5233333333333,323.9433333333333,315.4533333333334,319.0233333333333,322.46666666666664,329.6066666666667,331.1666666666667,337.32666666666665,334.20666666666665,327.81333333333333,318.94,331.5733333333333,333.24,334.3933333333334,332.13000000000005,330.52,332.8433333333333,331.26,326.64666666666665,316.00333333333333,320.30333333333334,326.0133333333333,317.32666666666665,320.3733333333333,321.2966666666667,325.005,328.07500000000005,329.445,336.2275,329.95666666666665,328.21333333333337,323.85,325.195,328.69,337.48,331.905,330.12,331.27,331.54499999999996,323.525,323.985,323.77,325.5133333333333,330.2133333333333,332.1933333333333,342.24333333333334,329.4266666666667,331.35,330.46333333333337,326.39666666666665,327.4433333333333,327.07,329.19,334.59999999999997,328.18333333333334,336.75,328.81,329.125,328.69500000000005,326.11,327.0,329.015,327.23,331.28,344.955,325.25,323.77666666666664,L7
2003-08-13 21:48:45+00:00,,325.72,361.71,352.0,,,,,,,,,,,,,,,351.22,,,347.18,,,,,,,355.48,,357.61,358.74,355.97,360.52,362.28,,362.73,362.62,358.25,357.87,364.52,356.01,358.26,356.01,360.99,361.04,362.25,365.81,359.71,359.63,357.15,357.88,355.42,343.98,345.83,345.68,342.52,350.51,348.3,345.72,345.75,343.92,349.0,351.84,357.73,358.76,350.35,345.84,347.96,349.41,344.73,338.05,340.35,346.78,350.69,350.34,342.97,341.0,336.73,336.22,340.92,340.01,340.49,343.95,340.98,346.42,348.9,339.26,342.04,339.51,343.39,349.8,347.13,341.02,340.14,340.42,339.63,333.4,330.58,331.82,334.69,341.53,343.51,343.6,335.48,341.47,335.0,326.14,326.89,325.66,329.4,332.61,339.7,337.93,336.45,338.58,338.91,338.64,339.96,341.0,339.02,335.24,331.05,323.48,,L5
2003-11-17 21:50:09+00:00,,325.72,361.71,352.0,,,327.29,344.93,342.23,349.97,342.83,,,,,,,,351.22,,,347.18,,,,,331.38,328.48,343.905,330.91,352.70000000000005,356.06,352.98,357.355,359.6,352.46,351.99,344.45,341.41999999999996,341.355,346.74,342.34000000000003,345.475,354.43,345.375,353.65,358.095,357.12,355.205,342.7,339.47,337.35,338.005,334.19500000000005,332.14,340.595,341.76,346.53499999999997,346.45500000000004,344.105,341.1,340.29,332.755,332.08,340.935,341.455,334.935,332.76,339.45,342.28,341.055,335.565,337.82000000000005,340.275,338.155,329.895,325.68,324.66999999999996,315.29,320.025,321.71000000000004,329.28,331.24,334.865,337.105,339.07000000000005,339.875,334.54499999999996,318.545,319.69,315.78999999999996,327.82,329.925,325.19,324.96,331.15,331.825,327.90999999999997,321.76,331.82,334.69,341.53,343.51,343.6,335.48,341.47,335.0,326.14,315.68,320.535,321.99,328.43,334.74,330.995,326.36,327.505,319.68,318.53999999999996,322.245,323.32,339.02,335.24,331.05,323.48,331.16,L5
2003-12-03 21:50:19+00:00,,325.72,361.71,352.0,295.78,324.23,336.38,346.405,341.395,350.45500000000004,340.605,349.64,327.05,338.26,332.07,332.18,343.6,339.8,350.56500000000005,353.2,350.37,347.25,358.4,341.46,331.09,326.16,333.58,329.995,342.17333333333335,333.45500000000004,352.19000000000005,355.93333333333334,351.25666666666666,357.99,358.5,351.89,346.27,339.8433333333333,336.90000000000003,339.8433333333333,341.56666666666666,338.94,347.5566666666667,355.53000000000003,343.9633333333333,351.48,355.9866666666667,354.23,349.72666666666663,337.68333333333334,334.6166666666667,333.4633333333333,334.1566666666667,330.1666666666667,329.65333333333336,340.52666666666664,340.31666666666666,345.02666666666664,346.69000000000005,342.2966666666667,339.9433333333333,330.4166666666667,327.74333333333334,329.58,336.9433333333333,337.03999999999996,331.24,333.91,338.7233333333333,341.75333333333333,342.09666666666664,336.25,337.84666666666664,339.0933333333333,329.8066666666667,323.51,321.43333333333334,320.90000000000003,310.69666666666666,316.8966666666667,320.1466666666667,325.98,329.06666666666666,333.5833333333333,334.4433333333333,336.27000000000004,338.12333333333333,326.48,314.76,316.67,308.53666666666663,323.66,325.53000000000003,321.8533333333333,326.8333333333333,329.6333333333334,331.06333333333333,326.19,320.83666666666664,320.805,328.555,341.53,343.51,343.6,335.48,341.47,335.0,315.085,318.50333333333333,320.6166666666667,322.16333333333336,329.54,334.17,329.48,326.7366666666667,315.18333333333334,316.07,314.46666666666664,317.94,319.40333333333336,321.45,320.53999999999996,329.45000000000005,323.3,331.665,L5
2004-07-30 21:54:28+00:00,,,,,309.7,328.79,343.69,337.5,332.13,,341.26,342.78,336.46,341.48,335.11,338.51,351.53,340.72,346.78,343.93,343.98,339.76,337.18,338.51,336.77,330.21,334.95,348.35,352.46,344.42,347.94,352.05,340.98,344.84,341.31,344.75,333.79,336.59,332.97,341.46,345.65,336.54,346.56,347.46,326.54,338.62,333.97,341.28,337.35,332.42,328.94,325.18,333.31,336.61,337.05,335.99,330.85,337.83,337.15,323.16,332.28,320.26,329.48,330.05,328.31,338.45,336.14,340.88,331.25,333.35,339.6,323.7,328.13,327.77,323.98,329.19,320.4,316.75,299.21,318.97,323.45,313.36,315.0,319.52,320.73,322.58,319.69,312.64,314.61,312.11,293.91,322.08,322.6,330.9,325.06,322.54,321.42,313.53,313.17,,,,,,,,,,316.51,308.64,312.23,314.65,313.55,313.95,305.51,306.18,313.76,306.41,310.23,316.87,310.23,316.04,313.65,302.44,330.31,L5
2004-10-18 21:56:23+00:00,,,,,309.7,328.79,343.69,334.91999999999996,329.4,338.87,341.08,348.565,345.935,345.94,339.165,336.305,348.79999999999995,337.045,340.205,340.235,341.53499999999997,342.45,342.925,342.13,340.025,338.94,339.385,343.615,345.32,342.58500000000004,343.925,343.19,340.305,350.82,347.99,347.82,342.48,338.41499999999996,337.515,340.81,339.53499999999997,335.54,342.46500000000003,342.455,325.57500000000005,341.975,343.06500000000005,345.15999999999997,343.015,341.31,334.86,332.735,330.685,332.265,332.055,330.235,327.045,334.985,341.32,330.63,334.745,328.95,331.855,333.93,333.575,337.04999999999995,333.0,335.09000000000003,328.575,328.725,333.73,328.78999999999996,327.89,328.40999999999997,328.32500000000005,329.03499999999997,321.84,314.755,299.58,317.055,318.99,311.67,312.445,317.125,324.33500000000004,326.565,324.94,321.23,318.83500000000004,317.81,297.59000000000003,317.195,319.72,324.635,321.395,318.155,316.75,315.09,315.26,,,,,,,,,,312.02,309.4,308.225,314.525,321.565,319.485,311.395,312.25,321.65999999999997,313.31500000000005,315.155,312.68,309.46000000000004,314.48,311.41999999999996,304.235,330.87,L5
