dates,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125,nzd0106-0012,satname
2005-02-23 21:58:31+00:00,,,,,,312.01,326.96,328.765,316.815,324.555,315.66499999999996,337.875,340.46000000000004,332.4,334.08000000000004,331.415,339.54999999999995,332.25,328.58,335.175,328.895,333.515,330.32000000000005,333.745,328.05999999999995,331.125,334.53499999999997,332.02,333.69,335.90999999999997,334.83000000000004,333.085,331.02,336.78999999999996,338.055,333.515,331.38,324.405,328.57,332.655,331.635,331.28499999999997,334.83500000000004,331.18,313.74,329.04999999999995,335.44500000000005,336.095,333.25,332.115,327.325,327.31,323.24,324.635,322.445,322.655,319.85,323.29999999999995,324.20500000000004,324.1,324.02,316.79499999999996,320.86,324.175,331.595,330.435,324.95500000000004,323.87,318.53999999999996,320.14,316.385,317.91999999999996,309.42999999999995,311.645,316.15999999999997,313.96000000000004,310.765,307.595,291.68,308.875,305.65999999999997,302.73,306.41499999999996,306.975,310.69,311.56,313.41499999999996,308.33500000000004,323.06,323.51,301.27,312.31,316.84,318.37,317.73,313.77,312.08,316.65,317.35,,,,,,,,,,307.53,310.16,304.22,314.4,329.58,325.02,317.28,318.32,329.56,320.22,320.08,308.49,308.69,305.635,303.065,299.6,305.86,L5
2005-03-11 21:58:44+00:00,,,,,290.73,319.61,330.91499999999996,329.83,318.91,326.15000000000003,318.1433333333334,339.28,337.6066666666666,332.21666666666664,332.05,331.8433333333333,340.51,330.7966666666667,332.41333333333336,334.04333333333335,331.6133333333333,333.75,331.35,334.15000000000003,327.11999999999995,328.65000000000003,333.37666666666667,333.1333333333334,333.03,337.42,333.93666666666667,334.6933333333333,332.81333333333333,336.4733333333333,338.08666666666664,334.82666666666665,329.3966666666667,324.73,328.04333333333335,333.1033333333333,331.1166666666667,331.19,334.4666666666667,332.7033333333333,315.6766666666667,327.7133333333333,335.1566666666667,336.17333333333335,332.54333333333335,329.13666666666666,325.94666666666666,327.41333333333336,322.93666666666667,325.06333333333333,321.5233333333333,322.58,322.3833333333333,323.57666666666665,325.3333333333333,327.4766666666667,323.03666666666663,317.78999999999996,319.62,323.95,330.82666666666665,331.46,325.1166666666667,322.75,320.23333333333335,320.24333333333334,316.88000000000005,318.73,312.77666666666664,313.8,316.38666666666666,315.4066666666667,310.77666666666664,307.12333333333333,292.8866666666667,308.30333333333334,297.44666666666666,302.73,299.49333333333334,305.6166666666667,312.77,313.0833333333333,313.13666666666666,310.01,312.4,312.225,291.36,308.47,316.78499999999997,311.72,312.655,309.685,309.69,311.12,317.35,,,,,,,,,,307.53,310.16,304.22,314.4,329.58,325.02,317.28,318.32,313.41999999999996,310.09000000000003,309.99,306.73,303.435,305.2066666666667,302.09666666666664,299.5733333333333,302.95,L5
2005-05-30 21:59:15+00:00,,,,,290.73,319.61,336.86999999999995,334.4166666666667,322.15,326.85999999999996,316.1766666666667,336.69666666666666,335.4966666666666,328.8066666666667,334.8833333333334,336.74,343.5933333333333,336.03666666666663,335.5,337.8566666666666,334.22,333.38,330.06,332.6766666666667,327.53666666666663,327.7233333333333,335.59,336.73,339.34666666666664,343.4633333333333,337.9933333333333,341.3733333333334,334.8866666666667,335.98999999999995,336.35999999999996,335.43,329.26666666666665,325.00333333333333,327.8533333333333,335.79999999999995,335.45000000000005,336.34999999999997,337.71000000000004,336.1333333333334,318.3866666666667,326.5933333333333,331.46666666666664,334.1033333333333,331.90333333333336,325.8933333333334,327.9533333333333,331.53000000000003,326.08666666666664,329.27666666666664,323.5266666666667,327.13,325.07666666666665,325.66333333333336,323.37333333333333,326.58,321.92333333333335,315.41,320.5366666666667,325.82,330.8633333333334,335.65333333333336,328.76666666666665,325.01,322.55333333333334,324.96999999999997,321.9766666666667,318.83666666666664,316.50333333333333,314.1233333333334,317.61333333333334,315.89000000000004,313.0933333333333,311.37,296.7633333333333,311.3333333333333,299.39000000000004,307.81,301.98333333333335,309.13,313.88333333333327,312.97,313.03000000000003,309.53000000000003,309.67,312.21500000000003,298.48,314.49,322.97,319.13,316.03499999999997,313.57500000000005,313.225,312.62,313.23,,,,,,,,,,322.3,318.18,314.01,325.08,327.65,330.68,318.83,312.24,307.755,307.92999999999995,307.65999999999997,311.595,305.77,301.35,298.54999999999995,296.345,301.5366666666667,L5
2005-07-17 21:59:35+00:00,,,,,290.73,319.61,336.86999999999995,334.4166666666667,322.15,326.85999999999996,322.1325,338.8925,337.0925,330.115,336.385,340.0975,345.7275,339.39,339.48249999999996,340.40749999999997,337.6775,333.97749999999996,331.97,333.995,329.625,327.97749999999996,335.6525,340.795,344.4575,346.955,342.29499999999996,344.125,339.775,336.365,340.085,336.3675,332.27,329.5775,328.8275,338.04499999999996,337.98,339.955,340.92,339.0325,322.32,330.0375,334.11249999999995,334.3775,333.18,328.25,328.09000000000003,332.6175,329.19,334.15999999999997,326.6875,330.3425,329.225,329.875,326.78499999999997,327.7075,323.96,316.7425,321.89750000000004,327.4325,333.33250000000004,339.96500000000003,331.78499999999997,328.8675,327.52250000000004,329.03,326.14750000000004,322.3075,320.4125,317.665,320.855,320.3225,315.22,314.6575,300.0075,314.59250000000003,305.695,307.81,301.98333333333335,312.6725,319.4325,319.6925,318.7575,315.01,314.4533333333333,315.23333333333335,300.7366666666667,319.17333333333335,327.65333333333336,322.4266666666667,320.4433333333333,313.57500000000005,313.225,316.74,308.32000000000005,,,,,,,,,311.15,321.755,321.945,316.93,324.72,326.05499999999995,323.58500000000004,317.09000000000003,307.34000000000003,310.59,309.16333333333336,309.9633333333333,312.49666666666667,309.65333333333336,308.34666666666664,304.44,296.345,309.40250000000003,L5
2006-05-17 22:03:57+00:00,271.84,,,,,,,,,,,,,,,,386.15,,,,,,,,,,,,,,,,,,,,,,,,,378.58,385.51,382.8,,,,,,,,376.0,373.16,,374.52,376.95,369.72,,,,,,,,,,,380.15,376.56,,374.73,,,,367.04,370.32,,,,359.03,361.98,,,,373.49,374.31,371.12,370.35,,,,,373.46,,,,,362.57,,356.56,355.89,359.21,366.34,362.37,363.37,365.01,366.23,,356.44,355.39,,,,,,,,,,,,360.86,,,,L5
2009-02-02 21:57:22+00:00,,,,,292.44,343.84,349.32,346.62,332.46,341.34,331.63,345.76,342.94,340.97,346.69,341.18,348.4,340.2,342.06,341.98,340.74,341.06,335.41,340.01,335.99,330.58,340.1,333.62,341.98,337.95,344.15,341.94,341.92,347.48,342.32,336.4,338.09,333.72,330.84,339.71,339.97,336.86,343.13,344.61,329.32,338.47,342.35,338.6,337.54,332.95,329.43,336.01,331.71,333.4,327.51,325.82,325.85,334.25,326.5,324.26,325.75,318.64,326.31,329.07,337.1,333.55,329.51,329.83,324.59,326.48,,322.83,326.86,320.71,,,314.9,309.46,301.22,319.25,315.92,312.03,314.94,321.82,,,,,309.21,310.2,297.85,314.83,319.57,317.23,317.99,316.77,317.32,,304.83,,,,,,,,,,312.06,305.71,306.6,314.48,313.73,307.5,,,309.75,308.44,311.72,310.05,306.83,313.36,314.26,304.86,300.23,L5
2010-02-21 22:02:44+00:00,,,,,302.16,349.79,353.76,350.97,338.83,330.73,324.3,340.91,336.97,338.26,352.05,355.09,353.29,347.5,350.35,347.53,332.58,339.03,334.72,334.18,335.6,326.77,343.88,340.03,348.1,349.61,347.28,346.58,330.26,335.23,342.6,333.89,334.79,330.06,336.47,345.29,344.07,350.32,346.85,343.66,333.53,326.57,333.49,337.41,331.93,329.76,326.4,334.14,335.87,340.13,334.68,330.5,333.39,325.07,320.85,320.15,320.51,317.28,323.58,326.2,337.14,341.37,337.89,331.62,329.98,332.36,,317.77,315.74,318.13,,,316.38,319.31,312.0,325.01,320.28,312.06,317.57,313.23,,,,,303.56,303.34,307.8,318.45,326.96,321.8,317.41,318.25,318.37,,,,,,,,,,,305.36,319.03,318.23,313.26,306.74,312.55,302.43,,,302.46,300.69,313.27,314.41,315.9,318.31,311.5,309.67,277.98,L5
2011-01-07 22:01:44+00:00,,,371.7,380.74,,,,,,,,,,,,,,,,,,,,,375.52,,,,,,,382.92,,,,,377.51,,,,375.42,374.07,379.44,382.02,,380.97,377.6,380.51,372.49,372.5,375.3,371.34,370.04,367.28,368.07,369.11,369.4,367.74,370.93,,364.62,361.37,363.89,369.41,369.26,378.91,371.14,368.25,368.11,369.31,369.49,368.84,,367.49,364.44,361.08,358.73,352.11,,350.44,351.68,353.14,356.13,358.2,368.53,367.73,367.46,357.95,,357.88,,,360.18,359.91,,,,361.31,351.21,349.18,354.57,353.73,352.59,350.51,352.26,358.85,354.71,,353.45,351.3,350.41,357.89,,351.31,353.51,,349.29,350.44,345.93,356.7,350.84,352.16,,337.87,,L5
2011-03-12 22:01:43+00:00,,,371.7,380.74,315.84,345.49,350.65,344.92,340.17,346.21,349.23,352.33,354.53,346.31,352.55,353.16,354.78,345.84,349.24,350.93,349.13,356.37,345.26,349.0,360.45,335.81,349.3,343.62,349.97,353.03,347.64,366.065,357.37,352.47,353.88,354.15,362.35,341.68,339.81,344.36,360.57000000000005,361.42499999999995,362.16999999999996,363.085,340.65,362.37,363.285,364.725,358.89,357.62,356.71500000000003,355.08,351.92,351.835,348.22,351.945,350.6,352.33000000000004,352.595,335.39,349.6,343.96500000000003,349.67499999999995,352.07000000000005,352.14,360.265,354.765,348.91499999999996,349.805,349.575,351.94,348.93499999999995,328.1,349.925,344.58000000000004,344.505,341.405,336.6,313.25,336.345,333.53499999999997,333.28999999999996,338.205,339.75,347.52,347.165,346.66499999999996,340.65999999999997,318.41,338.03,301.85,316.7,344.78999999999996,341.145,319.18,317.78,322.44,338.96500000000003,332.03,349.18,354.57,353.73,352.59,350.51,352.26,358.85,354.71,,353.45,351.3,350.41,357.89,,351.31,353.51,,349.29,350.44,345.93,356.7,350.84,334.235,,337.87,314.6,L5
2011-04-13 22:01:34+00:00,,,371.7,380.74,316.72,345.20000000000005,350.03499999999997,342.76,337.725,342.75,345.12,353.185,356.38,349.155,353.655,355.83000000000004,353.35,345.05499999999995,349.8,348.315,347.6,350.15,345.78999999999996,349.76,356.4166666666667,338.225,351.18,345.01,351.98,350.62,346.18,359.5366666666667,352.245,350.47,351.745,352.155,357.59,345.025,343.81,346.32,357.65000000000003,355.0433333333333,357.7966666666666,357.36999999999995,339.245,354.28000000000003,356.78000000000003,359.43666666666667,355.2866666666667,353.28000000000003,352.32666666666665,350.83,348.25,347.7033333333333,342.02,345.99,344.8233333333333,347.68333333333334,345.5933333333333,333.605,344.2733333333333,338.92,346.6333333333334,348.75666666666666,348.14000000000004,354.6233333333333,346.7733333333333,343.18333333333334,343.27,342.54333333333335,346.25,341.1266666666666,325.74,342.60666666666674,339.6366666666667,341.43333333333334,337.1566666666667,332.21999999999997,313.24,330.4866666666667,329.71999999999997,327.4633333333333,331.46666666666664,333.13,338.93333333333334,339.23,340.16333333333336,336.28,321.04,333.00333333333333,306.165,322.76,341.89000000000004,334.82,320.045,319.19,321.86,330.7033333333333,325.68,349.18,354.57,353.73,352.59,350.51,352.26,358.85,354.71,,333.065,332.62,330.645,339.28999999999996,316.72,332.185,353.51,306.91,332.045,332.47,331.145,338.475,330.495,327.37,311.67,318.90999999999997,313.405,L5
2013-05-20 22:13:50+00:00,,,371.36,,316.15,315.68,314.18,310.3,301.74,306.6,308.87,315.79,313.57,311.87,312.75,315.3,315.14,317.54,315.81,313.27,313.83,312.08,312.33,309.02,307.31,311.12,308.67,312.93,313.69,314.84,315.14,316.49,313.31,318.98,313.87,310.4,313.52,309.02,314.4,314.4,314.56,308.99,318.91,313.74,314.92,285.14,300.42,315.54,313.19,313.75,308.51,311.58,305.47,309.31,305.0,306.05,304.81,305.59,302.8,301.8,303.98,298.44,301.15,303.29,308.86,310.35,308.32,302.9,309.88,306.64,304.43,307.99,305.62,304.09,303.14,305.36,296.67,290.94,289.06,296.22,295.05,292.46,295.61,296.56,301.7,299.37,301.1,297.49,296.33,292.9,,298.81,302.89,302.36,299.1,300.86,293.43,293.1,,,,,,,,,,,,,,,,,,,,,,,,,,,301.06,L8
2013-06-05 22:13:51+00:00,,,371.36,,315.09,314.13,313.995,311.5,302.625,307.42,309.07,315.77,313.615,311.85,312.59000000000003,315.11,314.91999999999996,317.83000000000004,315.96000000000004,313.645,314.125,311.95,312.065,309.025,307.235,311.155,309.68,312.775,313.7,314.885,314.98,316.515,312.74,318.46000000000004,313.65,309.085,313.76,308.78,314.335,313.885,314.70500000000004,309.26,318.94500000000005,314.025,314.905,285.89,301.07500000000005,315.58000000000004,312.78499999999997,313.58000000000004,308.94,311.235,305.535,308.77,304.805,305.675,304.225,305.93499999999995,302.98,301.625,304.01,298.945,301.15999999999997,303.165,308.815,310.235,308.65999999999997,302.865,308.985,306.615,303.755,308.195,304.855,303.755,302.85,305.27,296.32000000000005,290.645,289.105,296.045,294.76,291.98,295.39,296.68,301.24,299.07,301.255,297.07,295.155,292.53499999999997,,297.56,302.37,302.3,297.84000000000003,299.82,292.615,288.785,,,,,,,,,,,,,,,,,,,,,,,,,,,299.98,L8
2013-07-07 22:13:48+00:00,,,371.36,,315.09,314.13,313.995,311.7133333333333,301.77,306.68333333333334,309.16,315.31333333333333,313.0733333333333,311.09999999999997,311.62,314.36333333333334,314.61999999999995,317.22333333333336,316.15333333333336,312.96999999999997,313.75,311.5333333333333,310.8833333333333,308.90333333333336,306.4533333333333,311.32,310.3833333333334,312.71,313.7,314.885,314.98,316.515,312.33,317.76,313.57666666666665,308.51666666666665,313.15000000000003,308.9066666666667,313.6233333333333,311.99666666666667,313.77333333333337,308.69,317.54333333333335,314.3,314.9766666666667,286.98,301.0733333333333,315.18,312.19,312.69666666666666,308.7733333333333,309.90333333333336,305.6766666666667,308.0133333333333,305.04,305.12666666666667,304.31333333333333,305.93,302.56333333333333,301.4533333333333,302.56,298.6666666666667,300.87666666666667,303.5366666666667,308.52666666666664,310.42,308.2733333333333,302.49333333333334,307.30333333333334,306.03666666666663,303.8066666666667,307.44,305.3433333333333,302.70666666666665,303.25666666666666,304.32,296.13000000000005,289.54333333333335,288.78666666666663,295.64000000000004,293.51,291.1166666666666,294.4533333333333,296.46,300.9433333333333,299.01666666666665,300.85333333333335,298.33666666666664,294.78333333333336,292.38,,297.1166666666667,301.56,301.4533333333333,296.99333333333334,298.08666666666664,292.6066666666666,288.785,,,,,,,,,,,,,,,,,,,,,,,,,,,286.74666666666667,L8
2013-12-14 22:13:21+00:00,,,,366.61,,,372.06,312.865,302.01,306.115,308.28999999999996,313.725,312.20500000000004,311.375,311.74,314.39,315.67499999999995,318.36,317.77,313.63,314.52,311.99,309.345,309.8,305.885,313.22,312.875,313.225,315.25,315.29,312.58,314.48,312.89,317.47,313.385,308.23,312.805,309.61,313.185,309.255,312.85,309.46500000000003,315.945,314.895,315.235,292.59000000000003,303.37,314.975,310.825,311.69,308.945,308.595,305.84000000000003,307.015,305.405,304.02,304.44,304.45500000000004,301.595,301.565,300.165,298.52,301.105,304.725,308.595,311.19500000000005,308.325,302.70500000000004,304.70500000000004,305.825,304.93,306.615,306.41499999999996,301.83000000000004,304.45,303.515,296.245,288.55499999999995,289.86,294.705,291.63,289.395,293.155,296.03,300.23,298.58500000000004,299.855,298.725,294.055,292.605,,297.435,299.65999999999997,299.775,293.51,295.525,292.52,,,,,,,,,,,,,,,,,,,,,,,,,295.09,,280.35,300.395,L8
2014-01-31 22:12:52+00:00,,,,366.61,,,372.06,313.59,300.96500000000003,304.985,306.98,313.255,314.94500000000005,316.155,315.245,316.44500000000005,333.64,328.49,331.58000000000004,316.105,315.74,314.25,311.26,312.3,309.095,315.83500000000004,314.69,313.77,314.725,315.93,313.73,314.855,315.895,318.63,312.17499999999995,307.0,312.99,310.655,314.39,312.875,314.77,310.46500000000003,316.345,314.66499999999996,314.53,290.79999999999995,305.07000000000005,315.34000000000003,310.34,312.13,309.21500000000003,310.21500000000003,306.055,307.625,305.0,303.73,303.78499999999997,303.845,301.945,300.705,299.9,296.81,301.90999999999997,304.095,307.42,308.98,307.335,303.1,306.33000000000004,305.73,304.185,305.945,303.71500000000003,301.655,304.83,304.61,296.74,289.77,290.14,294.385,289.41999999999996,287.1,292.97,295.25,299.125,297.1,299.18,295.11,292.32,288.905,,296.06,298.78,297.92,288.82500000000005,296.865,290.53,,,,,,,,,,,,,,,,,,,,,,,,,295.09,,280.35,340.51,L8
2014-04-05 22:11:58+00:00,,,,366.61,,,372.06,315.41999999999996,301.11333333333334,306.7733333333333,308.57,315.20666666666665,316.11333333333334,316.09666666666664,315.8666666666667,317.50333333333333,330.99,327.59666666666664,329.06666666666666,317.21,316.07,314.64000000000004,311.51,312.6166666666667,309.59999999999997,317.15333333333336,315.81666666666666,315.3866666666667,315.68666666666667,331.9766666666667,313.73,314.855,315.895,318.63,315.53666666666663,309.69,314.00333333333333,312.51666666666665,315.48333333333335,314.59666666666664,315.18666666666667,311.94666666666666,318.02,317.03,316.9266666666667,293.3933333333333,306.3833333333334,316.29,311.8066666666667,312.96666666666664,310.3566666666666,310.9766666666667,306.18,308.55333333333334,306.58,305.09666666666664,305.04,305.49666666666667,302.66333333333336,301.97666666666663,301.49333333333334,298.7866666666667,302.8066666666667,305.37333333333333,308.6466666666667,310.44,308.66,304.1566666666667,307.73,306.8966666666667,305.83666666666664,307.0566666666667,306.51,303.65333333333336,306.62,305.35,298.875,291.90999999999997,290.86999999999995,295.94,291.95,289.3566666666666,294.3066666666667,296.6433333333334,300.7966666666667,300.34666666666664,300.75333333333333,298.78666666666663,295.17333333333335,291.42333333333335,,298.6166666666667,300.98333333333335,300.07666666666665,292.1166666666667,297.47,292.59666666666664,286.41,,,,,,,,,,,,,,,,,,,,,,,295.41,296.505,295.29,282.235,340.51,L8
2015-04-24 22:11:08+00:00,,,,,,,348.98,318.27,308.2,320.75,341.62,,,350.67,356.41,,,354.59,348.79,340.05,341.83,341.36,349.91,,345.84,,355.6,355.66,352.72,354.94,321.44,318.43,319.99,321.28,319.79,319.43,316.33,311.64,315.92,320.91,316.5,315.75,322.18,321.02,318.43,298.04,307.32,317.45,315.16,315.81,311.75,314.08,310.64,311.97,310.36,309.55,308.02,311.4,306.92,304.22,306.26,304.11,308.3,308.28,312.32,313.49,313.92,309.32,311.21,308.42,308.96,312.72,312.43,308.94,310.96,307.89,300.03,299.52,295.63,301.0,300.83,295.74,298.53,301.08,305.08,306.77,304.34,302.84,300.42,298.15,,303.67,305.91,301.62,298.68,299.72,296.09,295.59,,,,,,,,,,,,,,,,,,,,,,,292.32,299.15,295.4,284.24,333.22,L8
2015-05-10 22:10:52+00:00,,,,,306.17,310.25,330.45500000000004,316.985,304.455,314.07,324.01,316.41,312.65,331.15,334.49,316.26,320.23,338.15,334.26,327.58500000000004,328.47,327.57500000000005,330.03,310.6,326.55999999999995,316.24,335.57000000000005,355.66,333.53,334.96000000000004,318.58000000000004,316.33000000000004,317.245,319.79499999999996,317.1,315.5,314.98,310.27,314.44500000000005,315.02,314.22,312.13,318.815,317.935,316.935,295.08000000000004,304.44,316.04999999999995,312.935,313.70500000000004,310.135,311.2,308.53,309.32000000000005,308.615,307.13,306.4,308.31,304.03499999999997,303.07000000000005,303.99,301.565,305.34000000000003,306.87,310.685,312.91499999999996,311.425,306.525,307.995,307.38,306.96500000000003,310.17,310.375,306.825,308.03999999999996,305.275,298.82,295.455,293.365,299.1,297.9,293.95500000000004,296.71,299.125,303.435,303.355,302.885,300.365,298.095,295.6,,301.935,304.05,300.53,295.565,297.29,294.115,289.765,,,,,,,,,,,,,,,,,,,,,,,292.32,299.15,295.4,284.24,333.22,L8
2015-07-29 22:11:25+00:00,,,,,309.675,310.25,330.45500000000004,329.13,304.455,314.07,324.01,316.41,312.65,331.15,334.49,334.645,320.23,338.15,334.26,327.58500000000004,328.47,327.57500000000005,330.03,310.6,326.55999999999995,316.24,335.57000000000005,364.155,333.53,334.96000000000004,329.67333333333335,316.33000000000004,317.245,330.7733333333333,317.1,315.5,314.98,310.27,314.44500000000005,315.02,314.22,312.13,318.815,317.935,328.56,295.08000000000004,304.5566666666667,316.07,312.9266666666667,313.33,310.6666666666667,311.06333333333333,308.84,308.6666666666667,308.53000000000003,306.9433333333333,306.5,308.40000000000003,303.55333333333334,303.25333333333333,304.29,302.2033333333333,305.96,306.5433333333333,310.41,312.6133333333333,311.24333333333334,305.84666666666664,308.61999999999995,307.38666666666666,306.75,309.8933333333334,310.8,306.6333333333333,306.76,305.15333333333336,298.46,294.24,292.2733333333333,298.74333333333334,297.92,294.09999999999997,296.76666666666665,299.7033333333333,303.63,303.9866666666667,302.78,300.35999999999996,298.03333333333336,295.22333333333336,,301.65000000000003,303.56,300.24333333333334,295.81333333333333,297.31666666666666,294.28999999999996,289.7,,,,,,,,,,,,,,,,,,,,,,,292.32,299.15,295.4,284.24,333.22,L8
2016-02-22 22:11:42+00:00,,,,,294.45,308.78,313.02,316.29,303.87,308.22,308.7,318.61,312.48,312.61,312.58,369.69,,,359.61,,316.78,316.79,312.12,311.3,308.19,315.28,315.0,315.38,314.98,314.14,313.01,313.49,313.17,317.37,314.21,309.02,314.63,309.07,314.69,310.11,312.64,306.21,315.72,314.71,314.71,293.08,304.8,315.36,310.13,313.37,309.23,309.41,305.99,308.07,306.18,304.14,305.0,303.99,300.68,301.25,300.93,300.78,303.29,305.62,308.6,311.41,308.28,303.0,306.83,305.58,305.96,306.67,307.38,303.3,304.68,305.03,297.97,291.53,295.41,296.17,293.07,291.19,295.65,297.46,300.63,298.46,300.9,297.6,292.32,291.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.45,294.11,282.89,304.13,L8
2016-03-09 22:11:40+00:00,,,,,292.955,308.97,312.72,316.115,301.805,308.76,308.515,318.61,312.48,312.61,312.71500000000003,369.69,317.62,323.36,359.61,319.21,315.79999999999995,316.14,311.96500000000003,310.28999999999996,308.79499999999996,315.615,314.115,314.68,314.485,313.625,313.84000000000003,313.44,311.775,316.905,313.15,310.765,313.04499999999996,308.5,313.775,310.275,312.645,304.765,314.605,314.53999999999996,314.71,293.08,303.28999999999996,314.88,309.885,313.325,308.65,309.905,306.065,308.565,305.655,305.095,304.69,305.14,301.03999999999996,301.015,300.845,299.77,302.89,304.545,308.745,310.77,308.355,303.02,306.825,305.33,304.885,308.165,306.805,302.815,304.305,304.90999999999997,297.20000000000005,291.35,292.75,295.78499999999997,292.905,290.83000000000004,295.22,296.48,300.775,298.225,301.17499999999995,296.755,292.575,291.16499999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.21000000000004,293.875,282.24,304.13,L8
2016-04-26 22:11:21+00:00,,,,,293.56666666666666,310.38,313.06666666666666,316.33666666666664,302.15000000000003,308.2366666666667,308.17,318.61,314.21000000000004,312.61,312.71500000000003,368.745,334.71500000000003,323.36,367.44,332.56,315.32,315.3433333333333,312.4533333333333,310.31666666666666,309.06666666666666,314.78999999999996,311.93333333333334,313.8833333333334,313.83666666666664,313.79,313.87333333333333,314.62666666666667,311.7033333333333,316.19,312.91,309.4166666666667,313.33,308.3066666666667,313.58,311.3333333333333,313.43333333333334,305.47666666666663,314.8066666666667,314.25333333333333,314.77,292.71,301.21,315.29333333333335,310.59999999999997,313.7133333333333,309.44666666666666,310.44,306.19,308.71666666666664,306.00333333333333,305.44666666666666,304.99666666666667,305.4066666666667,301.53,301.3966666666667,302.59,299.65000000000003,302.8933333333334,304.53000000000003,308.6166666666667,311.00333333333333,308.33666666666664,303.8066666666667,307.18333333333334,305.99,304.6566666666667,308.65333333333336,305.78000000000003,303.34999999999997,304.16,305.00333333333333,297.2366666666667,291.33,291.93,296.3433333333333,293.66333333333336,291.6466666666667,295.9166666666667,296.12333333333333,301.47333333333336,299.59999999999997,301.34999999999997,296.2066666666667,293.15333333333336,291.9066666666667,,298.47,301.58,299.28,284.87,299.39,291.3,,,,,,,,,,,,,,,,,,,,,,,,,296.05333333333334,294.1366666666667,281.08666666666664,304.13,L8
2016-05-12 22:11:20+00:00,,,,,289.0475,311.51,313.72249999999997,316.455,302.1625,308.40500000000003,307.405,317.49,313.96,312.425,313.03000000000003,351.1066666666666,328.96,320.35,350.96000000000004,326.03333333333336,314.8325,314.95500000000004,312.005,310.71,308.9075,313.59999999999997,311.385,313.4425,313.7275,313.8275,314.57,314.7175,312.1025,316.1575,313.3875,308.59749999999997,313.28,308.445,313.2075,311.8775,313.44,305.71999999999997,314.4875,314.07,314.31666666666666,291.9266666666667,301.49,315.29333333333335,310.59999999999997,313.7133333333333,310.01,310.1125,306.0825,308.495,306.1475,305.60249999999996,304.9,305.6625,301.34749999999997,301.875,302.7825,299.9475,302.685,304.5375,308.525,310.98,308.3975,303.6375,308.04499999999996,306.195,304.46,308.125,305.1875,303.8525,303.7675,304.86,297.365,291.195,291.385,296.5875,293.845,291.9175,296.08,296.6425,301.355,299.3875,301.135,296.02500000000003,292.78499999999997,291.955,,297.235,301.625,298.80999999999995,286.78999999999996,297.585,290.975,,,,,,,,,,,,,,,,,,,,,,,,,296.05333333333334,294.1366666666667,281.08666666666664,302.90999999999997,L8
