dates,nzd0208-0000,nzd0208-0001,nzd0208-0002,nzd0208-0003,nzd0208-0004,nzd0208-0005,nzd0208-0006,nzd0208-0007,nzd0208-0008,nzd0208-0009,nzd0208-0010,nzd0208-0011,nzd0208-0012,nzd0208-0013,nzd0208-0014,nzd0208-0015,nzd0208-0016,nzd0208-0017,nzd0208-0018,nzd0208-0019,nzd0208-0020,nzd0208-0021,nzd0208-0022,nzd0208-0023,nzd0208-0024,nzd0208-0025,nzd0208-0026,nzd0208-0027,nzd0208-0028,nzd0208-0029,nzd0208-0030,nzd0208-0031,nzd0208-0033,nzd0208-0032,satname
1999-08-21 21:46:33+00:00,,309.32,312.4,314.51,316.57,324.81,322.82,312.31,297.13,292.31,285.8,274.69,263.56,273.01,290.71,295.1,301.96,306.73,294.73,288.67,263.05,280.68,271.66,278.36,282.29,278.32,273.44,,,,,,,,L7
1999-09-22 21:46:36+00:00,360.47,320.245,320.465,323.905,323.015,331.13,329.62,323.65,308.975,304.48,302.305,286.53499999999997,279.11,278.515,297.955,305.58000000000004,312.97,317.375,305.95500000000004,297.975,282.42,287.725,282.78,288.83000000000004,289.805,290.325,288.28999999999996,307.36,312.97,314.99,316.16,325.16,,,L7
1999-10-24 21:46:32+00:00,355.32000000000005,322.40000000000003,322.89,327.24,328.76666666666665,340.28,332.99666666666667,328.3666666666667,315.60999999999996,309.49,304.4533333333333,290.26,290.98333333333335,286.2033333333333,302.09,309.16333333333336,315.84666666666664,320.6933333333333,309.16,301.3966666666667,289.7266666666667,290.5233333333333,287.29333333333335,291.59,293.26666666666665,294.50666666666666,294.51666666666665,308.82500000000005,311.77,315.095,316.51,324.4,,,L7
2000-05-03 21:45:55+00:00,,,365.45,357.31,323.5,350.47,360.79,,,294.77,293.23,295.69,280.61,264.3,,348.54,330.97,344.36,319.23,302.97,301.66,324.82,312.4,310.39,301.54,300.33,308.26,,,,,,,,L7
2000-05-19 21:45:43+00:00,,,365.45,312.855,312.34000000000003,324.555,330.97,275.17,,288.34000000000003,274.48,273.67,280.61,250.455,,311.53,295.475,309.71000000000004,319.23,302.97,301.66,324.82,312.4,310.39,301.54,300.33,308.26,,,,,,,,L7
2000-07-06 21:45:15+00:00,341.14,313.95,335.62,309.54,308.06666666666666,318.14000000000004,324.6033333333333,282.20000000000005,,288.34000000000003,262.6466666666667,266.3966666666667,280.61,248.48333333333335,276.02,301.2033333333333,292.45,306.9666666666667,302.81,293.84000000000003,300.45500000000004,324.82,312.4,283.335,281.665,283.195,295.96500000000003,273.38,276.19,,,,,,L7
2000-08-07 21:44:45+00:00,352.325,315.375,329.45,313.3125,322.0625,324.3175,327.5325,296.4533333333333,308.01,291.3066666666667,269.7575,272.2275,299.94,256.14250000000004,298.96500000000003,301.8925,296.3825,309.6175,306.34,297.33,303.55333333333334,315.775,300.245,285.32666666666665,287.71333333333337,286.43,296.83,288.955,276.19,,,,,,L7
2000-09-24 21:44:07+00:00,352.325,315.375,329.45,313.3125,324.882,329.13,331.082,306.765,318.695,299.5725,279.402,276.712,303.92333333333335,259.17600000000004,306.48333333333335,304.02799999999996,303.39,311.01599999999996,309.5625,301.8775,304.48,311.84,302.8733333333333,293.7075,294.4325,294.1175,301.565,300.84666666666664,299.425,320.38,319.21,318.76,,,L7
2001-03-03 21:44:00+00:00,,,,,355.06,361.135,362.08,352.07,332.76,324.37,316.98,306.56,311.89,271.31,321.79999999999995,319.935,328.775,316.61,338.155,333.92999999999995,307.26,303.97,322.69,327.02,318.955,325.525,320.96,331.40999999999997,329.625,326.62,323.46,318.76,,,L7
2001-04-04 21:43:43+00:00,358.45,323.03,323.92,330.26,350.71500000000003,350.95,351.655,341.62,323.29999999999995,296.94,304.15999999999997,302.46000000000004,296.73,266.04,308.105,313.45000000000005,312.25,316.71,357.08,352.34,296.5,289.17,337.25,313.445,308.725,317.83500000000004,316.28,323.645,326.625,321.6,318.565,,,,L7
