dates,satname,nzd0208-0000,nzd0208-0001,nzd0208-0002,nzd0208-0003,nzd0208-0004,nzd0208-0005,nzd0208-0006,nzd0208-0007,nzd0208-0008,nzd0208-0009,nzd0208-0010,nzd0208-0011,nzd0208-0012,nzd0208-0013,nzd0208-0014,nzd0208-0015,nzd0208-0016,nzd0208-0017,nzd0208-0018,nzd0208-0019,nzd0208-0020,nzd0208-0021,nzd0208-0022,nzd0208-0023,nzd0208-0024,nzd0208-0025,nzd0208-0026,nzd0208-0027,nzd0208-0028,nzd0208-0029,nzd0208-0030,nzd0208-0031,nzd0208-0033,nzd0208-0032
1999-08-21 21:46:33.053000,L7,416.16,309.32,312.40,314.51,316.57,324.81,322.82,312.31,297.13,292.31,285.80,274.69,263.56,273.01,290.71,295.10,301.96,306.73,294.73,288.67,263.05,280.68,271.66,278.36,282.29,278.32,273.44,256.88,,,,,,
1999-09-22 21:46:36.849000,L7,360.47,331.17,328.53,333.30,329.46,337.45,336.42,334.99,320.82,316.65,318.81,298.38,294.66,284.02,305.20,316.06,323.98,328.02,317.18,307.28,301.79,294.77,293.90,299.30,297.32,302.33,303.14,307.36,312.97,314.99,316.16,325.16,,
1999-10-24 21:46:32.266000,L7,350.17,326.71,327.74,333.91,340.27,358.58,339.75,337.80,328.88,319.51,308.75,297.71,314.73,301.58,310.36,316.33,321.60,327.33,315.57,308.24,304.34,296.12,296.32,297.11,300.19,302.87,306.97,310.29,310.57,315.20,316.86,323.64,,
2000-05-03 21:45:55.224000,L7,,,365.45,357.31,323.50,350.47,360.79,,373.71,294.77,293.23,295.69,280.61,264.30,354.27,348.54,330.97,344.36,319.23,302.97,301.66,324.82,312.40,310.39,301.54,300.33,308.26,312.23,313.53,317.33,313.92,311.75,,
2000-05-19 21:45:43.918000,L7,,,265.33,268.40,301.18,298.64,301.15,275.17,267.91,281.91,255.73,251.65,231.60,236.61,264.13,274.52,259.98,275.06,,,,,,,,,,,,,,,,
2000-07-06 21:45:15.097000,L7,341.14,313.95,305.79,302.91,299.52,305.31,311.87,289.23,261.22,,238.98,251.85,239.46,244.54,276.02,280.55,286.40,301.48,286.39,284.71,299.25,245.38,,256.28,261.79,266.06,283.67,273.38,276.19,271.04,,,,
2000-08-07 21:44:45.034000,L7,363.51,316.80,317.11,324.63,364.05,342.85,336.32,324.96,308.01,297.24,291.09,289.72,319.27,279.12,321.91,303.96,308.18,317.57,313.40,304.31,309.75,306.73,288.09,289.31,299.81,292.90,298.56,304.53,308.58,295.12,307.47,295.65,287.51,
2000-09-24 21:44:07.338000,L7,356.04,334.91,338.83,337.82,336.16,348.38,345.28,337.70,329.38,324.37,317.98,294.65,311.89,271.31,321.52,312.57,331.42,316.61,319.23,315.52,307.26,303.97,308.13,318.85,314.59,317.18,315.77,324.63,322.66,320.38,319.21,318.76,,
2001-01-14 21:44:09.210000,L7,377.30,372.38,352.27,351.39,353.92,352.71,361.09,373.25,356.93,336.40,338.22,334.11,319.94,280.33,321.78,328.55,342.70,345.27,334.72,311.90,334.31,320.45,304.46,307.56,307.44,311.13,308.16,316.38,316.93,312.90,315.49,327.55,276.95,256.47
2001-03-03 21:44:00.567000,L7,,,,376.15,373.96,373.89,378.88,366.44,336.14,373.84,315.98,318.47,,321.57,322.08,327.30,326.13,373.49,357.08,352.34,355.84,345.22,337.25,335.19,323.32,333.87,326.15,338.19,336.59,332.86,327.71,,,
2001-04-04 21:43:43.008000,L7,358.45,323.03,323.92,330.26,327.47,328.01,324.43,316.80,310.46,296.94,292.34,286.45,296.73,266.04,294.13,299.60,298.37,316.71,302.68,293.81,296.50,289.17,296.85,291.70,294.13,301.80,306.41,309.10,316.66,310.34,309.42,272.66,,
2001-04-20 21:43:46.702000,L7,,,,,,,,,273.84,285.02,265.98,270.35,240.51,240.85,276.67,281.41,,,,276.51,277.16,237.64,272.13,,,,,,,,,,,
2001-06-07 21:43:18.779000,L7,,348.16,356.27,336.64,330.69,336.14,353.03,348.39,352.35,347.00,348.76,297.53,318.25,313.05,344.47,347.37,351.46,352.34,346.05,333.33,327.94,321.13,323.62,317.45,312.70,314.50,313.23,322.56,321.49,323.04,309.10,,,
2001-07-25 21:42:54.824000,L7,356.63,334.61,323.82,320.59,327.96,327.71,328.47,330.60,322.69,310.82,291.80,283.69,286.66,267.20,294.60,289.16,299.40,312.69,300.60,297.25,292.48,291.97,293.61,304.32,301.38,304.94,308.63,308.68,303.76,303.19,297.05,282.56,,
2001-08-26 21:42:25.671000,L7,,,,357.72,356.66,349.83,348.54,348.43,338.34,288.00,277.34,277.90,282.01,258.05,289.82,280.41,294.94,303.44,297.03,273.34,268.17,288.93,340.51,323.33,331.65,330.52,322.42,329.37,315.02,297.73,296.56,267.07,,
2001-09-11 21:42:14.303000,L7,,,,,,,,,,,,,,,,,,,,,,360.73,342.01,322.71,322.67,318.08,325.68,327.38,318.87,316.37,294.13,284.05,,
2001-09-27 21:42:05.338000,L7,361.05,337.56,329.04,332.43,330.73,336.10,340.75,335.86,322.60,302.74,291.29,286.60,286.23,263.13,296.53,297.72,303.73,308.34,300.95,296.68,292.86,292.42,296.03,293.55,301.93,308.74,309.35,312.67,307.28,309.83,306.49,318.98,,
2001-10-13 21:41:51.963000,L7,360.07,340.35,336.50,336.42,339.04,343.64,347.94,340.25,334.93,327.94,332.39,323.96,318.34,319.82,332.73,331.16,334.13,339.72,322.24,328.44,320.61,316.57,309.61,313.35,321.59,323.92,328.58,328.98,323.07,324.96,327.77,,,
2001-10-29 21:41:57.341000,L7,408.51,327.61,328.75,327.48,329.02,330.52,335.12,330.69,320.43,298.86,295.31,287.98,284.38,268.90,299.14,305.26,310.53,322.55,309.23,303.86,298.63,294.48,300.06,295.13,303.84,307.23,311.96,313.77,311.66,311.97,300.19,,,
2002-02-02 21:42:30.783000,L7,322.98,299.35,300.51,312.69,265.89,358.08,,,,,,,315.13,285.11,296.49,301.50,328.09,339.09,,,,,,316.01,312.13,307.95,317.87,314.80,318.77,313.54,304.63,302.27,,
2002-04-07 21:42:28.931000,L7,343.37,312.53,304.99,308.40,316.60,316.90,328.43,318.18,311.66,298.91,299.42,289.85,240.92,287.79,305.13,313.39,321.72,325.70,319.20,308.36,307.65,342.52,,,,,,,,,,,,
2002-08-29 21:41:39.340000,L7,,,,,,,,,,,,,,,,,,,,,,358.13,347.06,347.76,350.28,343.16,358.94,373.20,356.36,351.33,361.54,,,
2002-09-14 21:41:31.043000,L7,346.61,313.06,329.62,322.25,331.07,348.54,345.16,326.86,305.62,290.43,292.63,284.78,289.90,294.64,294.17,292.42,294.75,299.55,309.25,290.07,291.66,272.06,286.89,299.45,305.01,317.97,324.40,345.19,341.53,323.93,338.62,290.85,,287.94
2002-11-01 21:41:30.201000,L7,384.77,321.48,322.97,322.03,325.84,334.28,339.68,359.60,380.38,307.92,305.70,290.96,295.88,290.04,310.70,318.22,324.28,286.54,321.12,307.77,283.72,294.31,302.06,300.32,303.82,306.72,311.45,308.97,314.24,309.87,299.30,292.28,,
2003-01-20 21:42:09.421000,L7,337.64,323.76,338.87,326.15,337.35,343.97,353.55,340.80,331.79,305.78,299.50,288.50,287.50,276.80,300.54,304.76,307.32,315.82,309.06,306.33,315.72,299.11,309.82,301.03,310.06,333.68,324.06,321.62,328.33,314.52,317.42,,,
2003-02-21 21:42:20.469000,L7,,,,,,,,,,287.81,256.05,213.61,212.39,,,,,,285.97,276.05,295.61,270.76,270.54,275.50,272.54,261.05,,,,,,,,
2003-04-10 21:42:26.045000,L7,,,,,,,,,348.50,302.00,294.54,281.78,286.34,279.56,324.86,301.11,296.76,305.99,300.19,296.35,291.62,291.72,292.89,292.20,303.20,311.07,316.09,313.65,332.62,362.29,350.56,,,
2003-04-26 21:42:25.606000,L7,,,,,,,,,260.02,277.81,268.20,250.03,234.57,,,,,,,,,,,,,,,,,,,,,
2003-05-28 21:42:22.600000,L7,307.23,263.34,262.82,263.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-23 21:30:14.355000,L5,320.93,282.23,287.81,285.37,287.25,293.93,299.42,290.59,283.10,264.49,262.14,237.08,225.79,224.57,252.12,273.62,275.38,275.32,,,,,,,,,,,,,,,,
