dates,nzd0491-0000,nzd0491-0001,nzd0491-0002,nzd0491-0003,nzd0491-0004,nzd0491-0005,nzd0491-0006,nzd0491-0007,nzd0491-0008,nzd0491-0009,nzd0491-0010,nzd0491-0011,nzd0491-0012,nzd0491-0013,nzd0491-0014
2000-08-01 22:24:18+00:00,242.75,168.08,199.35,239.51,229.65,191.63,,,,,,,,,
2002-01-27 22:21:58+00:00,224.14,193.17,205.06,223.84,223.93,214.25,,,,,,,,,
2003-01-14 22:21:34+00:00,209.74,193.86,209.39,216.3,218.01,209.67,,,,,,,,,
2003-02-24 22:15:37+00:00,209.74,193.86,211.5,217.65,232.065,204.51999999999998,,,,,,,,,
2003-05-22 22:21:49+00:00,209.74,193.86,211.5,220.42,227.60666666666665,210.38333333333333,212.99,,,,,,,,
2003-08-11 22:03:51+00:00,290.58,286.05,252.305,246.85,248.9333333333333,234.69000000000003,205.54000000000002,,,,,,,,
2003-12-08 22:11:39+00:00,289.005,281.49,292.55,293.93499999999995,284.155,279.46000000000004,191.51999999999998,,,,,,,,
2004-02-26 22:12:08+00:00,290.425,276.70500000000004,292.985,290.32500000000005,287.315,280.1,189.29,,,,,,,,
2004-10-07 22:17:29+00:00,,316.31,324.54,,322.16,,,315.44,302.56,305.36,319.11,344.42,328.56,329.46,335.6
2005-09-08 22:21:17+00:00,296.25,278.19,286.18,277.06,261.45,271.3,174.29,,,,,,,,
2005-09-17 22:15:06+00:00,291.865,266.71500000000003,283.805,275.365,259.765,267.77,185.32,,,,,,,,
2005-10-10 22:21:11+00:00,292.5,269.68,290.3433333333333,280.1333333333334,266.8733333333333,271.26666666666665,189.40666666666667,,,,,,,,
2006-02-08 22:17:21+00:00,293.0925,273.765,292.3325,281.9725,268.87,274.01,192.685,,,,,,,,
2006-04-13 22:18:38+00:00,293.025,289.365,294.99,288.805,271.99,278.97,208.9,,,,,,,,
2006-05-31 22:19:19+00:00,306.1766666666667,303.8666666666666,317.2033333333333,288.805,271.99,278.97,208.9,325.42,318.48,,,,,,
2006-08-26 22:26:43+00:00,312.87,312.8666666666666,325.28,290.12,269.12,275.7,215.28,325.42,320.045,297.5,304.03,312.77,304.33,309.63,314.4
2006-12-09 22:21:36+00:00,305.91499999999996,295.28,306.44,289.59,270.43,281.64,206.82,,321.61,297.5,304.03,312.77,304.33,309.63,314.4
2007-01-01 22:27:57+00:00,298.78666666666663,291.01,301.79,284.16499999999996,270.31,274.40999999999997,188.54500000000002,,321.61,297.5,304.03,312.77,304.33,309.63,314.4
2007-01-26 22:21:54+00:00,302.9175,298.1275,307.0925,296.58,282.84666666666664,287.90333333333336,188.54500000000002,293.15,301.595,293.475,295.135,298.21500000000003,294.385,302.86,295.225
2007-02-27 22:21:56+00:00,300.4375,292.3675,300.01,292.905,280.405,285.725,201.72,293.15,281.58,289.45,286.24,283.66,284.44,296.09,276.05
2011-01-12 22:23:04+00:00,316.69,308.53,302.23,282.03,272.64,279.92,200.49,,,,,,,,
2011-01-21 22:16:54+00:00,323.1,315.48,317.015,304.695,297.895,302.01,200.49,308.96,313.46,231.92,,,,,
2011-02-06 22:16:56+00:00,317.57666666666665,310.8433333333333,315.27333333333337,304.2133333333333,296.47666666666663,298.17,213.24,308.96,313.46,231.92,,,,,
2013-08-29 22:35:12+00:00,310.18,315.48,313.64,315.69,317.51,310.83,,,,265.67,296.97,,,,
2013-12-28 22:28:23+00:00,305.96000000000004,320.65999999999997,307.1,313.755,310.79999999999995,310.96,235.16,,,265.67,296.97,,,,
2014-02-05 22:34:08+00:00,305.0833333333333,313.52,304.00333333333333,309.12,306.6666666666667,302.07,229.575,,,265.67,296.97,,,,
2015-01-07 22:33:12+00:00,302.18,307.92,302.86,303.59,290.48,283.65,230.68,,,,,,,,
2015-02-24 22:32:57+00:00,306.345,312.27,304.12,308.03999999999996,295.94500000000005,291.31,230.68,287.42,,,,,,,
2015-09-20 22:32:43+00:00,312.48,309.95,296.66,304.42,297.09,289.76,236.09,,,,,,,,
2015-10-31 22:27:04+00:00,327.25,309.95,308.95000000000005,309.595,301.7,290.375,243.38,,,,,,,,
2016-08-05 22:33:10+00:00,311.7,308.09,292.13,303.91,292.51,289.03,251.4,,,,,,,,
2016-12-04 22:27:17+00:00,307.53,307.65,295.81,304.24,289.78999999999996,287.15999999999997,243.815,,,,,,,,
2017-03-17 22:32:50+00:00,304.51,306.375,296.695,299.4,288.39,286.11,243.535,284.84,,,,,,,
2017-04-02 22:32:42+00:00,308.4866666666667,307.8233333333333,298.59999999999997,302.18333333333334,293.98,291.2633333333333,243.535,285.66999999999996,212.52,,,,,,
2017-08-01 22:26:56+00:00,310.1566666666667,307.0833333333333,296.68333333333334,298.18666666666667,293.45000000000005,291.63000000000005,253.79500000000002,285.66999999999996,212.52,,,,,,
2017-09-02 22:27:04+00:00,306.93,302.89,293.2275,294.48,289.0525,287.5375,243.02333333333334,285.66999999999996,212.52,,,,,,
2017-09-18 22:27:06+00:00,308.945,306.6075,292.76,298.76,296.0725,294.225,236.10333333333332,286.5,212.52,,,,,,
2017-10-04 22:27:13+00:00,310.9125,307.6825,293.10749999999996,299.70500000000004,298.21,298.165,236.10333333333332,314.85,,,,,,,
2017-10-27 22:33:27+00:00,310.242,305.688,292.65,297.61400000000003,294.36,293.896,235.4125,314.85,,,,,,,
2017-11-12 22:33:24+00:00,308.87333333333333,304.315,292.18833333333333,295.69166666666666,291.77166666666665,291.20666666666665,233.13000000000002,314.85,,,,,,,
2018-09-05 22:26:33+00:00,321.94,314.13,313.03,307.93,,315.98,,289.01,,244.06,257.81,228.27,,,
2018-10-14 22:32:59+00:00,317.345,312.315,306.54499999999996,302.70000000000005,289.29,307.35,262.08,289.01,,244.06,257.81,228.27,,,
2019-03-07 22:32:47+00:00,313.435,307.8,297.03499999999997,299.72,287.8,305.1,256.73,,,,,,,,
2019-09-08 22:27:12+00:00,301.33,310.14,292.94,289.58,283.2,280.62,238.71,,,,,,,,
2020-05-12 22:32:33+00:00,,319.29,312.14,309.63,297.08,291.97,,278.4,221.39,,,,,,
2020-08-16 22:33:10+00:00,298.41,307.71500000000003,301.615,299.1,289.75,284.48,249.49,278.4,221.39,,,,,,
2020-09-10 22:27:11+00:00,307.3,309.36333333333334,300.9633333333333,301.1133333333333,290.3066666666667,285.76,254.36,275.89,221.39,,,,,,
2020-10-12 22:27:18+00:00,304.04,306.2475,298.61,299.4175,287.9925,282.995,250.62666666666667,275.89,221.39,,,,,,
2021-05-24 22:26:39+00:00,,,,241.9,229.75,232.55,,,,,,,,,
2021-05-31 22:32:53+00:00,,,,243.13,232.825,236.52,,,,,,,,,
2021-06-16 22:32:35+00:00,,,,242.79999999999998,232.12666666666667,238.71333333333334,,,,,,,,,
2021-11-04 22:33:56+00:00,294.85,289.56,283.33,253.7725,242.0675,247.3425,234.02,,,,,,,,
2022-01-27 22:27:14+00:00,296.83500000000004,292.85,285.54499999999996,287.08500000000004,273.765,274.525,229.72,,,,,,,,
2022-03-15 22:33:04+00:00,301.05333333333334,299.48,286.00666666666666,287.66,274.19666666666666,274.02,231.01666666666665,,,,,,,,
2022-03-31 22:32:53+00:00,301.20500000000004,299.025,286.6825,288.87,276.15999999999997,274.53499999999997,232.735,,,,,,,,
2022-05-10 22:32:48+00:00,308.33000000000004,304.735,288.815,291.3775,280.1775,276.47749999999996,244.5625,261.78,245.68,241.58,212.2,,,,
2022-07-21 22:33:27+00:00,311.302,307.99,291.226,296.806,284.062,278.57399999999996,253.81599999999997,260.445,245.68,241.61,225.805,204.4,,,
2022-08-06 22:33:13+00:00,318.51000000000005,310.614,293.072,299.856,287.93,280.172,260.28,260.445,245.68,241.61,225.805,204.4,,,
2022-08-07 22:27:06+00:00,318.065,310.07666666666665,293.31666666666666,299.8516666666667,288.5916666666667,280.6516666666667,260.2966666666667,260.445,245.68,241.61,225.805,204.4,,,
2022-09-07 22:33:19+00:00,321.27571428571434,310.53428571428566,293.7557142857143,300.3771428571428,289.8857142857143,282.4657142857143,260.2028571428571,260.445,245.68,241.61,225.805,204.4,,,
2022-11-26 22:33:18+00:00,323.86800000000005,309.76599999999996,295.766,303.28000000000003,292.384,285.35200000000003,259.96999999999997,259.11,,241.64,239.41,204.4,,,
2022-12-20 22:33:33+00:00,320.06333333333333,307.3433333333333,294.59333333333336,300.615,289.97499999999997,283.58,254.20833333333334,259.11,,241.64,239.41,204.4,,,
2022-12-29 22:27:24+00:00,316.0914285714286,301.1042857142857,292.7271428571429,300.615,289.97499999999997,283.58,254.20833333333334,259.11,,241.64,239.41,204.4,,,
2023-01-13 22:33:29+00:00,316.6125,301.85125,293.14875,301.2528571428571,290.39142857142855,284.78000000000003,257.04285714285714,257.115,,241.64,239.41,204.4,,,
2023-04-20 22:26:49+00:00,310.598,299.56399999999996,296.50000000000006,305.8425,288.915,285.5725,258.485,271.97,,260.99,257.34,234.2,,,
2023-08-09 22:32:36+00:00,325.17999999999995,326.96000000000004,318.21500000000003,325.95,305.61,291.065,302.44,272.885,,260.99,257.34,234.2,,327.4,
2023-09-02 22:32:42+00:00,320.2833333333333,318.0133333333333,309.08,315.99,301.18666666666667,288.22333333333336,302.44,272.885,,260.99,257.34,234.2,,327.4,
2023-09-03 22:26:57+00:00,320.335,317.1975,308.4125,314.14,301.03,288.9475,302.49,270.78666666666663,,260.99,257.34,234.2,,327.4,
2023-09-18 22:33:13+00:00,317.02,316.48400000000004,307.19,314.14,301.03,289.09000000000003,299.325,271.015,,260.99,257.34,234.2,,327.4,
2023-09-26 22:32:51+00:00,314.37833333333333,317.665,304.255,309.868,297.84000000000003,287.82,288.444,271.015,,260.99,257.34,234.2,,327.4,
2023-10-21 22:27:08+00:00,307.1716666666667,309.98333333333335,297.1666666666667,298.946,291.606,283.99666666666667,272.662,265.08,,,,,,327.4,
2023-10-29 22:27:09+00:00,305.69428571428574,308.2785714285714,296.19,296.8233333333333,289.5183333333334,283.26714285714286,267.2733333333333,265.08,,,,,,327.4,
2023-11-30 22:27:16+00:00,305.6425,308.0175,297.1825,298.32428571428574,293.23857142857145,283.9375,266.62571428571425,265.08,,,,,,327.4,
2024-04-13 22:32:39+00:00,299.49,300.265,294.8125,295.725,291.15749999999997,280.6975,253.39000000000001,252.9,,,,,,,
