dates,nzd0021-0000,nzd0021-0001,nzd0021-0002,satname
2001-03-15 22:07:52+00:00,356.61,,356.74,L7
2005-04-19 22:04:43+00:00,345.9,299.39,345.09,L5
2005-09-26 22:05:42+00:00,338.49,298.975,336.51,L5
2010-02-12 22:08:30+00:00,335.99,293.98,340.82,L5
2011-01-14 22:07:31+00:00,349.1,310.37,343.97,L5
2014-02-23 22:18:20+00:00,313.29,,,L8
2023-02-08 22:18:06+00:00,323.06,298.7,336.49,L9
2023-07-10 22:17:17+00:00,322.27,291.655,337.24,L8
2024-04-23 22:17:03+00:00,318.65,283.8,334.0,L8
2024-08-21 22:17:19+00:00,317.075,283.8,334.0,L9
2025-03-01 22:17:39+00:00,323.49,301.27,336.08,L9
2025-03-09 22:17:26+00:00,322.52,299.15999999999997,352.80499999999995,L8
2025-07-23 22:17:27+00:00,321.43666666666667,295.48,347.01666666666665,L9
2025-11-04 22:17:53+00:00,316.935,286.64,338.07,L8
