dates,satname,nzd0110-0000,nzd0110-0001,nzd0110-0002,nzd0110-0003,nzd0110-0004,nzd0110-0005,nzd0110-0006,nzd0110-0007,nzd0110-0008
1999-08-26 22:04:44.971000,L7,331.26,325.83,326.46,320.12,326.19,323.48,324.90,,
1999-09-27 22:04:48.949000,L7,370.48,338.60,330.40,320.17,325.22,,340.28,373.44,362.89
2001-08-15 22:00:38.680000,L7,336.79,310.99,329.28,383.78,370.35,388.78,338.50,394.50,390.13
2001-10-02 22:00:04.650000,L7,339.68,320.21,328.32,355.16,332.48,331.51,351.18,363.05,370.29
2001-12-05 22:00:18.987000,L7,380.17,382.14,342.90,340.08,339.28,372.02,345.95,378.02,378.31
2001-12-21 22:00:29.925000,L7,386.49,351.82,407.14,342.30,345.04,377.67,376.15,380.56,384.77
2002-01-22 22:00:40.906000,L7,425.12,414.25,415.83,402.59,395.69,395.91,403.47,400.49,409.24
2002-06-15 22:00:19.658000,L7,,,,,325.50,342.48,343.69,366.28,367.82
2002-08-02 22:00:01.321000,L7,336.36,308.52,326.78,313.79,325.25,328.50,332.86,342.56,326.16
2002-10-21 21:59:36.443000,L7,333.46,320.52,326.83,317.05,322.34,324.62,327.30,,
2002-12-24 22:00:09.147000,L7,,,331.39,318.03,326.35,324.78,324.25,330.79,376.31
2003-07-21 21:42:09.884000,L5,349.86,337.36,330.85,330.46,320.70,328.75,336.46,337.71,338.89
2003-08-13 21:48:45.123000,L5,323.86,323.88,310.19,314.71,307.74,302.87,318.80,322.77,
2003-08-22 21:42:44.232000,L5,333.53,332.32,313.24,313.45,311.67,294.71,,,
2003-09-07 21:43:00.591000,L5,324.15,328.32,323.51,320.24,306.49,312.41,325.45,324.92,
2003-10-25 21:43:40.253000,L5,327.25,324.32,316.65,,,,,,
2003-12-12 21:44:10.398000,L5,331.38,318.60,315.13,319.69,308.31,309.13,,,
2004-05-20 21:46:20.465000,L5,332.77,326.74,328.50,324.55,312.65,319.35,319.14,336.24,333.14
2004-06-05 21:46:48.916000,L5,329.71,328.19,317.13,322.19,,,,,
2004-07-07 21:47:45.207000,L5,328.33,324.77,307.22,316.07,,,,,
2004-07-23 21:48:09.192000,L5,328.25,339.96,330.83,326.18,314.10,316.30,333.84,330.46,343.79
2004-07-30 21:54:28.143000,L5,329.41,324.30,318.71,319.63,,,,,
2004-11-03 21:56:42.977000,L5,328.09,327.73,318.24,317.31,,,,,
2005-01-15 21:51:45.464000,L5,328.36,327.05,322.95,314.05,,,,,
2005-02-07 21:58:15.209000,L5,,,,,,,336.72,349.64,349.95
2005-03-20 21:52:38.190000,L5,336.00,339.67,334.49,329.36,318.23,328.21,330.48,342.74,339.43
2006-11-25 22:06:19.953000,L5,,,,,,315.33,315.07,314.65,358.59
2006-12-11 22:06:28.205000,L5,,,,,305.70,311.91,326.38,349.89,430.17
2009-02-02 21:57:22.411000,L5,327.68,326.44,321.57,317.15,310.83,318.00,319.21,329.71,322.84
2010-02-21 22:02:44.773000,L5,327.18,324.87,317.24,321.62,312.01,319.42,325.53,334.83,335.69
2010-10-28 21:55:27.339000,L5,361.17,356.91,343.90,350.58,335.60,350.93,357.98,361.51,365.87
2011-01-07 22:01:44.406000,L5,330.02,316.60,323.78,313.25,309.72,319.37,319.09,330.32,328.69
2011-09-04 22:00:27.603000,L5,349.73,342.05,338.85,327.07,,,,,
2013-04-11 22:07:51.092000,L8,335.62,329.96,330.99,328.76,322.66,329.45,330.24,342.98,342.29
2013-05-20 22:13:50.559000,L8,333.49,329.23,330.30,327.93,325.77,327.79,331.45,345.13,346.97
2013-06-05 22:13:51.261000,L8,330.70,320.81,327.69,321.57,315.67,325.10,326.65,338.64,344.99
2013-06-21 22:13:43.313000,L8,331.19,327.16,324.85,325.19,321.19,326.71,327.43,340.23,346.28
2013-07-07 22:13:48.209000,L8,330.26,325.22,321.76,321.99,317.31,324.47,324.80,338.59,341.86
2013-08-08 22:13:49.700000,L8,,,,,,316.25,332.12,344.38,344.89
2013-09-09 22:13:49.699000,L8,394.85,380.18,384.58,368.48,354.94,373.72,,,
2013-09-25 22:13:41.239000,L8,331.25,330.45,324.12,322.51,319.34,326.62,327.86,343.12,345.57
2013-10-11 22:13:41.596000,L8,326.45,321.23,325.00,311.46,310.86,323.91,326.11,333.62,339.85
2013-10-27 22:13:31.854000,L8,335.94,330.87,330.91,328.74,327.44,331.73,332.09,344.71,347.48
2013-11-12 22:13:32.202000,L8,326.02,318.59,321.05,317.60,314.58,322.76,324.30,334.58,340.03
2013-11-28 22:13:25.971000,L8,329.67,326.43,321.68,323.52,320.47,320.87,327.35,,
2013-12-14 22:13:21.591000,L8,,,322.78,321.40,322.03,325.79,324.91,332.79,338.47
2013-12-30 22:13:13.343000,L8,,,,,,,,323.70,339.71
2014-01-31 22:12:52.806000,L8,,,,,,,322.87,328.44,335.58
2014-03-20 22:12:13.789000,L8,338.95,329.70,329.67,326.59,324.73,327.95,328.88,339.19,343.13
2014-04-05 22:11:58.702000,L8,326.88,307.06,319.72,313.18,311.48,323.62,323.67,325.26,326.41
2014-04-21 22:11:42.175000,L8,333.68,329.91,328.03,326.52,326.50,328.96,335.91,341.52,347.04
2014-08-11 22:11:51.972000,L8,,,,,,313.81,326.70,338.85,339.85
2014-12-01 22:12:00.318000,L8,,,,,,305.97,340.70,359.80,360.20
2015-01-02 22:11:50.958000,L8,,,,,,310.52,324.72,336.45,342.84
2015-01-18 22:11:48.696000,L8,,,347.63,372.85,357.33,359.39,348.60,364.67,381.53
2015-04-24 22:11:08.401000,L8,330.72,326.08,327.29,326.72,322.82,323.63,330.45,331.26,339.02
2015-05-10 22:10:52.487000,L8,330.11,320.73,326.95,319.10,318.06,321.58,327.25,334.58,340.00
2015-07-29 22:11:25.856000,L8,327.65,322.71,319.48,322.75,318.34,323.06,326.28,336.27,339.40
2015-12-20 22:11:57.501000,L8,330.43,325.39,321.67,320.65,316.26,324.48,327.32,331.31,339.48
2016-02-22 22:11:42.580000,L8,333.96,326.59,325.51,322.69,319.20,325.70,328.54,335.58,341.29
2016-03-09 22:11:40.902000,L8,328.37,321.58,326.30,322.69,319.11,324.94,326.94,337.17,339.42
2016-04-26 22:11:21.230000,L8,,,,,313.31,315.17,326.61,331.05,336.29
2016-05-12 22:11:20.683000,L8,329.44,322.44,326.92,321.37,320.01,322.76,330.26,341.08,342.07
2016-06-13 22:11:30.674000,L8,358.90,337.12,340.07,337.12,345.44,338.82,347.42,373.80,387.76
2016-07-15 22:11:46.335000,L8,334.59,324.47,329.73,326.85,327.45,329.86,334.25,342.57,345.53
2016-08-16 22:11:53.694000,L8,329.51,323.73,322.49,321.38,322.62,324.31,330.78,339.52,341.39
2016-11-04 22:12:09.415000,L8,327.29,323.01,321.30,318.08,316.37,317.58,327.55,335.20,339.26
2016-11-20 22:12:09.409000,L8,343.17,337.24,337.61,335.48,333.97,336.01,339.84,351.13,357.34
2017-06-16 22:11:31.847000,L8,339.18,331.43,331.45,329.63,325.60,326.48,331.90,345.24,345.45
2018-03-31 22:11:15.901000,L8,,320.34,324.08,317.93,312.86,314.01,324.48,,
2018-04-16 22:11:06.667000,L8,,,,,,,324.51,330.96,340.03
2018-07-05 22:10:54.795000,L8,333.82,324.30,330.68,325.49,322.84,318.19,328.32,337.53,343.23
2018-08-06 22:11:10.291000,L8,326.91,319.72,321.70,317.05,315.35,313.57,324.85,335.10,340.85
2018-09-07 22:11:24.397000,L8,330.27,326.06,325.39,323.77,318.64,320.60,330.19,338.26,342.64
2019-03-02 22:11:29.304000,L8,352.35,336.25,336.23,333.24,333.75,336.16,339.50,349.03,352.42
2020-01-16 22:11:59.041000,L8,331.42,324.21,330.55,324.52,319.22,323.15,329.96,331.43,339.96
2020-02-01 22:11:53.781000,L8,,,323.93,314.59,311.57,314.61,324.75,320.74,322.67
2020-07-26 22:11:44.648000,L8,342.17,335.92,332.86,331.60,326.79,328.77,336.14,347.10,350.33
2020-12-01 22:12:09.987000,L8,327.50,320.37,329.27,321.20,315.89,316.91,328.08,334.14,342.04
2021-02-03 22:11:56.237000,L8,329.94,323.30,329.49,320.78,316.11,321.54,329.46,328.86,339.00
2021-02-19 22:11:51.945000,L8,344.97,338.56,337.23,334.47,330.22,334.07,336.54,349.30,356.36
2021-07-13 22:11:43.513000,L8,333.90,330.26,328.83,324.19,318.85,321.62,329.11,337.98,347.70
2021-11-06 22:12:48.299000,L9,328.40,327.57,328.19,322.71,314.33,,325.58,337.45,344.46
2021-11-18 22:12:08.776000,L8,,,,,325.64,328.51,332.58,339.68,348.19
2022-01-13 22:12:02.740000,L9,,,,,,,323.20,325.05,335.29
2022-01-21 22:11:59.917000,L8,331.73,326.17,330.16,321.49,318.62,325.34,330.20,332.35,342.15
2022-01-29 22:12:05.530000,L9,329.05,326.58,327.81,,,,,331.91,342.85
2022-02-14 22:12:01.049000,L9,330.37,327.10,327.58,323.71,320.59,324.94,327.54,336.90,343.03
2022-02-22 22:11:50.626000,L8,373.91,369.31,377.11,347.86,339.81,345.01,350.28,359.73,362.43
2022-03-18 22:11:49.046000,L9,328.20,327.16,326.93,320.29,315.58,310.44,328.09,333.79,340.49
2022-07-16 22:12:03.012000,L8,334.29,330.29,330.70,327.13,323.73,325.87,332.45,339.12,348.79
2022-09-10 22:12:03.656000,L9,,,,,,,324.67,333.14,341.56
2023-01-16 22:12:10.212000,L9,,,,,,,320.88,322.11,329.70
2023-02-09 22:12:09.040000,L8,,,,,326.13,333.55,340.18,349.68,379.59
2023-02-25 22:11:52.258000,L8,318.84,321.71,324.04,313.79,313.02,309.88,322.57,326.70,335.66
2023-03-13 22:11:47.152000,L8,320.46,324.71,323.27,317.99,312.92,315.27,326.11,332.68,340.68
2023-03-21 22:11:55.188000,L9,318.50,320.13,323.24,314.44,311.86,311.78,324.37,330.65,340.73
2023-03-29 22:11:37.049000,L8,340.02,335.76,337.93,335.75,331.34,329.12,338.99,346.71,353.88
2023-05-16 22:11:04.371000,L8,346.55,336.27,338.36,334.37,333.62,331.22,341.38,343.50,359.68
2023-05-24 22:11:17.213000,L9,334.32,331.77,334.56,327.37,327.71,326.85,335.43,338.18,348.43
2023-06-09 22:11:12.914000,L9,317.18,322.97,323.95,314.15,317.97,312.28,329.08,327.59,340.16
2023-07-27 22:11:26.959000,L9,326.74,326.46,327.50,321.72,317.66,316.64,327.13,330.63,344.99
2023-08-28 22:11:44.258000,L9,,,369.14,344.65,331.35,330.87,345.24,340.11,384.15
2023-09-13 22:11:53.459000,L9,350.38,340.96,340.67,346.01,340.77,357.67,345.33,351.95,377.20
2023-10-07 22:11:57.146000,L8,,,,311.47,310.96,315.68,324.15,327.56,340.56
2024-02-04 22:12:07.739000,L9,323.34,324.64,323.18,318.40,316.87,317.06,322.70,,
2024-02-28 22:11:48.245000,L8,330.04,326.83,331.03,322.47,321.74,320.27,327.64,330.22,341.27
2024-03-15 22:11:37.973000,L8,330.01,328.44,327.81,322.46,318.77,321.70,325.91,331.89,340.95
2024-04-08 22:11:47.225000,L9,,,323.92,310.53,313.13,313.01,322.14,323.16,336.49
2024-04-16 22:11:19.307000,L8,330.26,326.61,328.06,318.02,316.65,319.36,326.61,331.13,347.09
2024-05-02 22:11:08.519000,L8,329.37,324.15,330.54,320.36,321.75,321.02,328.79,330.77,347.86
2024-05-10 22:11:24.784000,L9,332.02,327.42,326.38,318.40,321.54,319.15,325.58,325.60,342.51
2024-05-18 22:10:55.940000,L8,335.01,329.88,333.49,326.48,326.96,323.50,334.02,335.51,354.37
2024-06-11 22:11:06.286000,L9,330.54,323.84,328.73,315.10,321.42,318.12,325.39,327.26,340.81
2024-06-27 22:10:53.037000,L9,326.28,320.15,327.33,311.11,318.57,314.57,324.04,325.42,339.76
2024-07-06 22:04:57.074000,L9,335.02,330.26,331.93,323.89,323.62,324.22,330.67,334.47,347.98
2024-08-22 22:11:34.534000,L8,340.33,339.89,341.14,333.94,332.28,334.36,339.96,361.07,369.46
2024-09-23 22:11:42.698000,L8,328.57,323.31,328.94,315.28,317.26,318.61,327.36,331.09,341.06
2024-10-26 22:05:48.252000,L9,322.71,321.52,317.67,,,,,,
2024-11-18 22:11:59.014000,L9,326.94,325.28,330.04,,318.05,319.90,328.45,327.17,342.30
2024-12-04 22:12:00.480000,L9,329.78,328.81,328.06,319.58,316.85,321.15,325.86,328.56,342.13
2024-12-28 22:11:50.695000,L8,326.16,324.57,326.59,317.28,315.34,318.60,325.85,325.83,340.71
2025-01-05 22:11:55.058000,L9,375.07,345.72,384.13,348.14,333.95,331.40,394.12,,
2025-01-29 22:11:52.495000,L8,,314.39,328.97,312.54,310.91,318.40,326.30,324.27,
2025-02-06 22:11:55.429000,L9,327.34,324.39,329.57,317.93,316.59,321.70,328.23,331.35,339.56
2025-04-11 22:11:41.675000,L9,,,,,,312.13,318.46,314.02,329.11
2025-05-13 22:11:22.590000,L9,324.55,324.97,324.80,313.23,313.01,319.64,324.07,328.83,
2025-05-21 22:11:16.046000,L8,332.85,324.65,332.27,320.80,324.65,323.66,330.84,334.97,346.10
2025-06-30 22:11:31.747000,L9,381.65,377.04,382.04,371.74,370.89,371.82,363.03,371.16,385.03
2025-08-01 22:11:42.925000,L9,327.98,324.73,328.53,320.38,320.77,323.46,325.74,329.26,341.93
2025-08-09 22:11:49.526000,L8,323.51,323.45,324.62,312.05,314.42,314.36,322.98,325.01,338.51
2025-10-04 22:12:06.102000,L9,325.86,326.69,322.56,316.27,315.69,317.49,324.87,329.79,341.53
2025-11-05 22:12:10.440000,L9,332.73,330.44,330.64,324.04,324.33,323.47,330.37,333.08,343.01
