dates,satname,nzd0141-0000,nzd0141-0001,nzd0141-0003,nzd0141-0004,nzd0141-0005,nzd0141-0006,nzd0141-0007,nzd0141-0008,nzd0141-0009,nzd0141-0002
2002-01-22 22:00:40.906000,L7,242.01,,,,,306.78,317.25,307.09,301.13,
2002-01-31 21:54:26.647000,L7,239.95,,,,,,,,,
2002-01-31 21:54:50.570000,L7,283.27,,302.54,302.49,257.72,305.63,322.21,284.05,,269.26
2002-02-16 21:54:54.191000,L7,255.33,275.83,,,,296.11,309.90,299.37,291.74,
2002-04-28 22:00:38.357000,L7,,,,,,,,,289.71,
2002-05-23 21:54:18.991000,L7,,,,,,314.31,313.91,305.01,293.06,
2002-06-24 21:54:04.370000,L7,,,,,,320.97,327.94,311.03,307.10,
2002-06-24 21:54:28.353000,L7,,,,,,319.27,326.44,310.31,304.19,
2002-07-17 22:00:08.747000,L7,,,320.64,317.31,313.87,325.65,330.76,308.56,315.28,
2002-08-18 21:59:57.690000,L7,,,,,,313.22,311.34,301.19,297.78,
2002-08-27 21:53:36.267000,L7,,,,,,303.72,324.40,311.00,303.72,
2002-08-27 21:54:00.253000,L7,234.82,,,,,294.62,313.99,305.82,296.88,
2002-10-14 21:53:19.813000,L7,249.58,,,,,314.11,318.89,304.68,296.18,
2002-10-14 21:53:43.769000,L7,249.42,209.75,,,,314.58,319.74,305.22,297.08,
2002-10-21 21:59:36.443000,L7,,,,,,,310.34,306.84,295.20,
2002-10-30 21:53:25.867000,L7,302.04,300.04,320.83,284.89,282.99,306.45,302.54,,294.54,270.47
2002-12-01 21:53:52.985000,L7,256.99,,,,311.56,306.23,324.06,314.31,302.88,
2002-12-01 21:54:16.937000,L7,306.87,309.63,,,328.53,315.31,333.20,323.28,312.66,
2002-12-24 22:00:09.147000,L7,243.77,,,,,303.70,310.40,304.02,297.71,
2003-01-18 21:54:06.301000,L7,247.79,,,,,308.12,318.82,310.13,304.54,
2003-01-18 21:54:30.278000,L7,249.26,,,,,306.18,318.03,309.41,302.25,
2003-01-25 22:00:18.779000,L7,294.31,206.39,,,,309.41,321.22,313.53,306.84,
2003-03-23 21:54:16.760000,L7,250.83,,,278.02,268.61,310.89,321.65,317.32,302.76,
2003-03-23 21:54:40.711000,L7,,,,,,305.62,314.66,306.32,296.60,
2003-05-10 21:54:22.508000,L7,,,,,,308.63,309.86,317.96,307.46,
2003-05-10 21:54:46.466000,L7,,,,,,310.28,309.93,320.26,310.92,
2003-07-21 21:42:09.884000,L5,,,,,,,323.65,315.06,298.48,
2003-08-06 21:42:27.230000,L5,,,,,,288.21,330.25,324.24,303.66,
2003-08-06 21:42:51.203000,L5,,,,,,,324.15,318.57,299.59,
2003-09-07 21:43:00.591000,L5,,,297.77,293.75,267.69,295.89,327.90,325.57,307.83,
2003-09-30 21:49:30.432000,L5,,,,,,254.72,313.39,309.76,299.13,
2003-10-25 21:43:40.253000,L5,,,,,,267.12,317.42,307.08,292.94,
2003-10-25 21:44:04.226000,L5,,,,,,267.12,317.03,307.06,292.82,
2003-11-17 21:50:09.452000,L5,,,,,,283.72,314.60,307.47,301.93,
2003-12-12 21:44:10.398000,L5,,,,,,,322.92,318.26,303.21,
2004-02-14 21:44:33.705000,L5,,,,,,253.72,322.23,319.48,305.83,
2004-02-14 21:44:57.678000,L5,,,,,,,320.05,316.69,302.63,
2004-03-01 21:44:38.581000,L5,318.99,309.57,312.75,305.21,304.34,312.92,327.95,310.29,239.17,312.74
2004-03-01 21:45:02.553000,L5,274.18,286.45,,,,,,,,
2004-04-02 21:44:54.996000,L5,,,,,,250.89,319.05,313.49,291.13,
2004-04-02 21:45:18.969000,L5,256.11,218.25,,,,275.86,323.83,317.88,296.96,
2004-04-18 21:45:25.586000,L5,,,,,,248.76,325.41,320.68,303.93,
2004-04-18 21:45:49.558000,L5,,,,,,,320.78,316.17,298.49,
2004-05-04 21:45:52.076000,L5,,,,,,,324.61,317.65,298.16,
2004-05-04 21:46:16.049000,L5,,,,,,250.38,324.66,317.58,297.74,
2004-05-20 21:46:20.465000,L5,,,,,,256.40,314.29,318.23,297.91,
2004-05-20 21:46:44.438000,L5,,,,,,273.40,317.27,319.94,300.28,
2004-07-23 21:48:09.192000,L5,,,,,,258.97,331.91,325.10,305.27,
2004-07-30 21:54:28.143000,L5,,,,,,276.65,331.92,324.40,310.74,
2004-08-08 21:48:26.915000,L5,,,,,,,323.54,316.22,300.72,
2004-08-08 21:48:50.888000,L5,,,,,,269.54,329.29,320.58,304.46,
2004-09-25 21:49:43.196000,L5,,,,,,285.20,326.54,319.48,303.95,
2004-09-25 21:50:07.312000,L5,,,,,,273.33,325.52,319.39,303.23,
2004-10-18 21:56:23.891000,L5,,,,,,,310.70,310.93,297.48,
2004-11-03 21:56:42.977000,L5,,,,,,262.52,313.56,310.54,296.48,
2004-11-19 21:56:55.269000,L5,,,,,,,320.33,323.43,302.22,
2005-01-15 21:51:45.464000,L5,,,,,,257.41,323.12,320.46,307.65,
2005-01-15 21:52:09.437000,L5,,,,,,255.45,325.20,321.93,309.90,
2005-01-22 21:58:02.481000,L5,,,,,,243.84,327.12,323.40,306.95,
2005-02-07 21:58:15.209000,L5,,,,,,248.08,331.97,324.00,301.18,
2005-03-11 21:58:44.158000,L5,,,,,,265.57,325.75,319.62,305.44,
2005-03-20 21:52:38.190000,L5,,,,,,,332.07,329.18,311.86,
2005-03-27 21:58:51.619000,L5,,,,,,,326.16,320.38,302.09,
2005-04-12 21:58:55.193000,L5,,,,,,271.36,327.19,320.98,296.50,
2005-05-07 21:52:53.005000,L5,,,,,261.00,289.50,330.03,320.03,297.95,
2005-05-23 21:53:00.685000,L5,,,,,,,319.12,315.82,292.93,
2005-07-26 21:53:30.504000,L5,,,,,,272.35,328.90,317.43,303.10,
2005-09-19 21:59:56.928000,L5,,,,,,,315.25,319.47,306.04,
2006-02-03 21:55:55.062000,L5,260.81,246.37,,262.86,275.99,292.28,330.77,326.85,302.45,
2006-02-03 21:56:19.035000,L5,,,,,,247.50,320.70,318.93,293.89,
2006-04-08 21:57:36.601000,L5,324.50,319.83,338.35,342.38,,,,,,325.62
2006-04-15 22:03:30.798000,L5,,,,,,,316.96,316.55,299.29,
2006-05-17 22:03:57.969000,L5,,,,,,,324.15,319.37,298.16,
2006-06-02 22:04:12.415000,L5,,,,,,244.82,318.46,315.45,295.90,
2007-02-13 22:06:47.368000,L5,,,,,,245.53,313.53,310.59,293.92,
2007-09-18 21:58:42.182000,L5,,,,,238.75,301.72,317.96,313.98,297.88,
2008-02-16 22:02:22.163000,L5,,,,,,240.67,305.88,312.26,292.77,
2008-12-25 21:50:10.387000,L5,,,,,,260.33,331.13,325.94,311.50,
2008-12-25 21:50:34.359000,L5,,,,,,259.27,330.00,324.75,309.81,
2009-11-26 21:56:28.873000,L5,,,,272.53,265.49,274.57,321.52,317.82,302.18,
2010-01-29 21:56:53.427000,L5,,,,256.27,262.99,286.26,326.91,322.11,305.34,
2010-02-21 22:02:44.773000,L5,,,,,,254.47,324.23,325.46,304.15,
2010-10-28 21:55:27.339000,L5,,,,,,294.65,328.43,321.56,307.95,
2010-10-28 21:55:51.312000,L5,255.84,271.10,296.66,292.09,273.79,300.32,327.55,320.84,308.01,
2010-11-13 21:55:25.438000,L5,,,,277.26,264.63,281.35,333.46,328.74,313.50,
2010-12-31 21:55:32.560000,L5,,,,,,229.34,319.88,316.28,298.73,
2010-12-31 21:55:56.533000,L5,,,,,,278.28,328.97,325.33,306.62,
2011-01-07 22:01:44.406000,L5,,,,,,260.10,323.35,322.43,304.57,
2011-02-17 21:55:37.006000,L5,255.07,236.26,297.05,292.41,267.19,296.21,334.92,327.68,307.08,
2011-02-17 21:56:00.979000,L5,,,,,,253.15,325.41,320.97,299.57,
2011-03-12 22:01:43.554000,L5,,,,,,300.03,327.43,322.74,305.62,
2011-04-13 22:01:34.017000,L5,,,,,,248.97,323.25,311.72,288.92,
2011-09-04 22:00:27.603000,L5,,,,,,,312.17,310.72,290.95,
2013-04-11 22:07:51.092000,L8,,,,,,299.25,309.76,307.87,290.88,
2013-04-11 22:08:15.067000,L8,,,,,,304.35,317.84,315.33,296.57,
2013-05-20 22:13:50.559000,L8,,,,,228.16,304.83,310.09,305.62,291.13,
2013-05-29 22:07:41.466000,L8,,,,,,297.44,307.20,302.39,286.29,
2013-05-29 22:08:05.425000,L8,,,,,,301.66,312.69,306.08,289.20,
2013-06-05 22:13:51.261000,L8,,,,,,289.24,302.95,297.69,284.52,
2013-06-30 22:07:36.163000,L8,,,,,,307.76,313.78,309.86,292.92,
2013-06-30 22:08:00.117000,L8,,,,,,312.55,319.23,314.65,296.04,
2013-08-17 22:08:03.120000,L8,,,,,,291.37,300.36,294.42,279.75,
2013-09-02 22:07:40.639000,L8,,,,,,295.15,305.21,300.72,286.00,
2013-09-02 22:08:04.598000,L8,,,,,,296.00,305.86,301.54,286.70,
2013-10-11 22:13:41.596000,L8,,,,,,301.21,307.40,302.76,288.30,
2013-11-05 22:07:22.900000,L8,,,289.25,291.57,230.27,303.76,311.80,307.04,292.85,
2013-11-05 22:07:46.855000,L8,,,,,,300.19,308.08,303.39,289.64,
2013-11-12 22:13:32.202000,L8,235.81,263.22,276.03,292.29,279.79,304.28,312.91,306.46,293.80,269.94
2013-11-21 22:07:13.797000,L8,,,,,,300.90,309.59,307.77,290.92,
2013-11-21 22:07:37.752000,L8,243.94,258.99,275.51,295.68,283.25,301.91,310.70,308.88,291.95,
2013-12-14 22:13:21.591000,L8,234.89,,,,,299.23,312.54,308.43,294.08,
2014-01-31 22:12:52.806000,L8,,,,,,300.94,311.83,307.67,292.71,
2014-02-09 22:06:33.299000,L8,,,,,,303.49,310.70,307.17,290.64,
2014-02-09 22:06:57.254000,L8,,,,,,300.84,308.91,305.65,288.82,
2014-02-16 22:12:38.819000,L8,,,,,,250.66,264.48,299.72,285.78,
2014-03-20 22:12:13.789000,L8,,,,280.21,229.34,298.27,315.32,310.14,290.73,
2014-03-29 22:05:52.007000,L8,289.36,305.83,325.71,316.27,317.88,332.20,342.79,334.09,,312.33
2014-04-05 22:11:58.702000,L8,,,,,,298.50,308.98,305.10,290.90,
2014-04-21 22:11:42.175000,L8,,,,281.07,229.72,305.49,317.29,311.95,292.35,
2014-04-30 22:05:22.578000,L8,,,,,,300.35,320.65,311.90,288.34,
2014-04-30 22:05:46.536000,L8,,,,,,303.08,322.24,314.48,290.84,
2014-07-26 22:11:43.162000,L8,,,,,,302.39,313.05,306.00,292.28,
2014-08-20 22:06:06.726000,L8,,,,,,294.96,306.19,293.77,283.68,
2014-10-14 22:12:02.705000,L8,,,,,,245.78,301.96,299.24,281.82,
2014-10-30 22:11:58.859000,L8,,,,,,287.66,300.92,298.87,280.96,
2014-11-08 22:05:52.173000,L8,238.37,209.55,276.33,299.80,284.04,307.37,316.44,310.08,295.11,
2014-11-08 22:06:16.124000,L8,,,,,,299.17,306.70,302.63,285.41,
2014-12-01 22:12:00.318000,L8,,,,,,297.52,306.43,302.12,287.27,
2014-12-26 22:05:43.117000,L8,241.63,,,290.26,237.49,303.06,312.89,305.60,296.41,
2015-01-02 22:11:50.958000,L8,,,,,,292.35,303.11,298.79,284.52,
2015-02-28 22:05:24.487000,L8,236.82,,,,,307.41,313.83,309.27,291.09,
2015-02-28 22:05:48.437000,L8,237.75,,,,,308.46,314.77,310.39,292.06,
2015-03-07 22:11:30.209000,L8,,,,,,300.92,306.90,302.54,288.57,
2015-03-16 22:05:13.611000,L8,231.01,,,,,,,,,
2015-04-01 22:05:01.841000,L8,,,286.82,313.57,284.27,310.95,322.97,309.24,293.38,
2015-04-01 22:05:25.791000,L8,,,280.48,309.01,234.35,303.98,315.49,306.58,288.58,
2015-04-24 22:11:08.401000,L8,,,,,,295.95,307.79,305.42,287.13,
2015-05-10 22:10:52.487000,L8,,,,,,296.60,300.44,298.39,281.94,
2015-07-29 22:11:25.856000,L8,,,,,,294.07,304.88,299.29,285.11,
2015-08-23 22:05:24.610000,L8,,,,,,306.09,311.53,306.93,291.31,
2015-08-23 22:05:48.569000,L8,,,,,,302.83,307.69,303.25,288.84,
2015-12-20 22:11:57.501000,L8,,,,,,293.01,306.83,304.76,286.00,
2015-12-29 22:06:09.164000,L8,,,,,,265.80,311.42,305.80,292.03,
2016-02-22 22:11:42.580000,L8,,,,,230.82,301.35,313.25,309.04,294.15,
2016-03-02 22:05:31.567000,L8,,,,,,295.55,307.05,302.98,287.26,
2016-03-02 22:05:55.525000,L8,,,,,228.28,300.01,311.60,306.04,290.34,
2016-03-09 22:11:40.902000,L8,,,,,228.36,297.14,311.76,306.42,289.35,
2016-03-25 22:11:32.353000,L8,,,,,,298.69,306.55,302.10,285.64,
2016-04-26 22:11:21.230000,L8,,,,,,295.38,303.08,299.62,284.15,
2016-05-21 22:05:14.459000,L8,,,,,,299.90,309.38,302.80,282.99,
2016-05-21 22:05:38.418000,L8,,,,,,306.06,317.09,308.89,289.02,
2016-06-13 22:11:30.674000,L8,,,,,,303.47,310.70,305.32,286.10,
2016-07-15 22:11:46.335000,L8,,,,,,308.04,314.88,306.65,289.34,
2016-08-16 22:11:53.694000,L8,,,,,,299.10,306.40,302.90,288.22,
2016-09-10 22:05:51.530000,L8,,,,,,297.50,303.27,299.44,284.28,
2016-09-10 22:06:15.488000,L8,,,,,,305.20,307.35,304.97,289.59,
2016-10-28 22:05:59.220000,L8,,,,,,244.21,299.40,297.40,283.11,
2016-10-28 22:06:23.178000,L8,,,,,,244.65,299.18,297.21,282.94,
2016-11-04 22:12:09.415000,L8,,,,,,294.84,304.17,301.77,288.37,
2016-11-20 22:12:09.409000,L8,,,,,,294.08,303.49,300.88,284.04,
2016-12-15 22:06:18.115000,L8,,,,,,297.00,314.53,306.96,290.99,
2017-03-05 22:05:27.019000,L8,,,,,,291.84,301.92,300.95,281.31,
2017-03-05 22:05:50.977000,L8,,,,,,294.90,305.59,305.67,286.48,
2017-04-06 22:05:10.007000,L8,,,,,,292.43,303.52,301.10,287.66,
2017-04-06 22:05:33.966000,L8,,,,,,298.63,308.76,306.60,292.55,
2017-05-08 22:04:59.325000,L8,,,,,229.68,308.42,321.96,314.65,295.29,
2017-05-08 22:05:23.284000,L8,,,,,,294.72,303.94,300.32,283.15,
2017-05-24 22:05:10.453000,L8,,,,,,304.20,309.20,305.30,287.62,
2017-05-24 22:05:34.407000,L8,,,,,,300.34,305.63,301.72,285.05,
2017-07-11 22:05:26.464000,L8,,,,,,301.12,309.47,301.69,288.28,
2017-07-11 22:05:50.423000,L8,,,,,,306.71,318.00,308.62,292.84,
2017-08-03 22:11:47.949000,L8,,,,,,305.51,315.41,311.45,293.56,
2017-08-28 22:05:44.051000,L8,,,,,,295.13,308.45,301.24,287.26,
2017-12-02 22:05:46.939000,L8,,,,,,302.67,314.05,307.18,288.16,
2017-12-02 22:06:10.894000,L8,238.27,212.21,,302.51,290.07,308.07,319.36,311.76,295.31,
2018-01-19 22:05:38.704000,L8,,,,,234.86,301.41,311.35,305.11,291.80,
2018-01-19 22:06:02.658000,L8,,,,,294.70,301.43,311.20,305.13,291.92,
2018-01-26 22:11:45.215000,L8,,,,,,298.71,306.60,303.83,289.44,
2018-02-04 22:05:29.733000,L8,,,,,,294.77,306.85,302.13,279.67,
2018-04-25 22:04:50.953000,L8,,,,,,295.26,306.20,300.43,282.65,
2018-04-25 22:05:14.903000,L8,,,,,,295.21,306.14,300.42,282.56,
2018-05-02 22:10:57.873000,L8,,,,,,294.62,306.87,304.22,285.51,
2018-07-05 22:10:54.795000,L8,,,,,,308.03,320.00,313.58,293.36,
2018-09-07 22:11:24.397000,L8,,,,,226.60,305.30,311.62,308.16,291.86,
2018-09-16 22:05:15.874000,L8,,,,,,297.25,306.36,301.98,286.32,
2018-09-16 22:05:39.825000,L8,,,,,,295.34,304.50,300.19,284.20,
2018-10-02 22:05:23.291000,L8,,,,,,299.75,307.18,302.42,285.18,
2018-10-02 22:05:47.245000,L8,242.54,294.78,293.48,306.44,285.05,312.14,319.59,311.95,298.84,281.75
2018-10-18 22:05:29.751000,L8,,,,,,297.38,309.23,305.46,288.17,
2018-10-18 22:05:53.709000,L8,,,,,,296.62,308.41,304.85,286.91,
2018-10-25 22:11:42.546000,L8,,,,,,301.91,309.95,304.96,287.86,
2018-11-03 22:05:33.462000,L8,248.33,268.97,288.55,302.24,287.72,306.20,316.76,310.25,296.88,
2018-11-03 22:05:57.421000,L8,,,,,,294.46,305.52,301.73,281.46,
2018-12-05 22:05:56.093000,L8,,,,,,307.87,310.57,308.93,289.43,
2019-01-06 22:05:53.844000,L8,297.53,261.98,,,,,,,,287.71
2019-02-07 22:05:47.667000,L8,,,,,,295.77,306.30,299.43,287.34,
2019-02-14 22:11:33.473000,L8,237.46,220.10,,307.97,281.21,309.40,317.65,311.60,297.73,
2019-03-02 22:11:29.304000,L8,236.11,215.21,,,230.87,304.44,321.85,311.12,295.03,
2019-04-12 22:05:06.784000,L8,,,,,228.89,304.62,320.79,308.13,295.18,
2019-04-12 22:05:30.743000,L8,,,,,226.59,302.69,319.31,306.71,293.03,
2019-04-28 22:05:02.570000,L8,,,,,,297.98,305.66,301.02,285.08,
2019-06-15 22:05:27.936000,L8,,,,,,307.19,322.31,309.29,306.92,
2019-06-15 22:05:51.895000,L8,,,,,,302.59,315.37,304.95,294.37,
2019-06-22 22:11:40.996000,L8,,,,,,302.21,310.15,304.73,290.45,
2019-07-17 22:05:35.131000,L8,,,,,,299.68,312.74,303.65,294.59,
2019-07-17 22:05:59.094000,L8,,,,,,296.40,307.64,300.32,291.34,
2019-08-09 22:11:55.358000,L8,,,,,,300.07,303.57,300.06,287.60,
2019-08-18 22:05:47.276000,L8,,,,,,294.17,304.54,298.62,287.96,
2019-11-06 22:06:00.727000,L8,239.61,261.41,279.11,290.19,229.72,302.37,313.01,306.60,296.00,
2019-11-06 22:06:24.678000,L8,234.26,,,,,297.33,307.18,303.10,291.77,
2019-11-22 22:05:57.141000,L8,239.79,265.10,283.47,297.45,231.97,304.41,313.75,307.15,296.76,272.27
2019-11-22 22:06:21.092000,L8,239.61,264.35,282.66,296.61,231.61,304.23,313.61,306.96,296.72,269.65
2020-01-09 22:05:49.761000,L8,252.40,269.23,284.24,307.98,289.77,310.39,325.90,318.70,302.40,
2020-01-09 22:06:13.711000,L8,,,,,,301.76,313.16,305.23,290.25,
2020-01-16 22:11:59.041000,L8,,,,,,302.45,313.31,305.61,293.55,
2020-02-01 22:11:53.781000,L8,235.45,221.81,260.85,313.47,283.94,318.41,325.30,316.28,301.72,
2020-02-10 22:05:40.938000,L8,231.46,,,,,300.44,319.42,306.93,295.26,
2020-02-10 22:06:04.888000,L8,274.43,255.22,273.27,303.85,289.09,309.46,328.37,317.79,302.76,270.87
2020-03-13 22:05:30.251000,L8,241.92,216.44,,,227.96,299.93,322.65,312.65,291.28,
2020-04-21 22:11:21.823000,L8,,,,,,304.65,309.56,304.71,289.03,
2020-05-16 22:05:27.607000,L8,,,,,,295.50,311.53,300.77,290.40,
2020-06-01 22:05:08.645000,L8,,,,,,302.07,306.78,299.16,284.13,
2020-09-21 22:05:54.893000,L8,235.16,,,,229.05,299.53,315.31,304.10,292.37,
2020-09-21 22:06:18.848000,L8,234.49,,,,228.64,298.25,313.25,303.22,291.08,
2020-10-07 22:06:21.789000,L8,,,,,229.20,299.71,311.09,303.27,288.60,
2020-11-08 22:05:55.364000,L8,238.10,229.01,280.90,293.74,283.53,307.51,318.00,306.16,295.27,
2020-12-01 22:12:09.987000,L8,236.85,215.46,,,,299.95,310.53,305.22,290.71,
2020-12-26 22:05:56.607000,L8,236.11,208.56,,,229.63,299.86,313.86,305.30,291.53,
2020-12-26 22:06:20.557000,L8,237.94,258.95,,,230.75,301.39,315.69,306.58,292.82,
2021-01-11 22:05:50.293000,L8,234.30,,,,,298.09,314.19,303.45,291.38,
2021-01-11 22:06:14.248000,L8,234.75,,,,,298.91,315.45,304.05,292.27,
2021-01-18 22:11:57.463000,L8,242.66,208.15,,,231.03,302.21,317.95,307.45,296.06,
2021-02-03 22:11:56.237000,L8,234.59,220.45,247.53,290.61,233.64,303.90,314.45,306.58,294.43,
2021-02-12 22:05:43.398000,L8,233.80,,,,,300.77,308.96,302.78,289.76,
2021-02-12 22:06:07.348000,L8,233.51,,,,,300.55,308.67,302.54,289.60,
2021-02-19 22:11:51.945000,L8,235.68,219.58,,,233.06,307.06,317.60,306.09,293.84,
2021-04-01 22:05:24.398000,L8,,,,,230.63,295.50,319.01,301.22,290.02,
2021-04-17 22:05:18.296000,L8,,,,,,295.68,311.83,303.09,287.26,
2021-04-24 22:11:25.382000,L8,,,,,,295.11,307.43,299.66,284.69,
2021-05-19 22:05:40.235000,L8,324.26,318.62,341.82,342.35,344.67,348.51,349.38,347.44,335.67,328.57
2021-05-26 22:11:31.065000,L8,,,,,,291.53,300.69,293.67,282.26,
2021-06-20 22:05:53.843000,L8,,,,,,295.62,306.92,302.02,283.12,
2021-07-13 22:11:43.513000,L8,,,,,,305.45,320.61,306.02,291.18,
2021-09-24 22:05:56.897000,L8,,,288.28,295.43,229.48,308.11,319.86,305.82,287.39,
2021-09-24 22:06:20.847000,L8,,,,,,303.56,312.82,301.85,283.37,
2021-11-06 22:12:48.299000,L9,232.99,,,,231.02,301.08,307.93,300.88,289.16,
2022-01-21 22:11:59.917000,L8,249.03,221.48,,,279.42,304.24,322.35,307.17,292.65,
2022-01-29 22:12:05.530000,L9,238.65,,,,282.87,309.28,318.16,307.67,295.73,
2022-02-14 22:12:01.049000,L9,234.66,,,,,302.99,312.93,305.22,290.10,
2022-02-15 22:05:42.198000,L8,279.23,219.12,,,,310.48,320.87,310.44,296.30,
2022-02-15 22:06:06.152000,L8,,,,,,,299.51,291.11,276.06,
2022-02-22 22:11:50.626000,L8,,,,,,298.12,309.70,302.37,284.76,
2022-02-23 22:05:44.132000,L9,240.69,,,,,306.52,317.49,305.66,289.36,
2022-02-23 22:06:08.091000,L9,,,,,,303.09,311.53,302.81,284.47,
2022-03-11 22:05:39.861000,L9,,,,,,308.35,320.70,307.56,293.07,
2022-03-27 22:05:58.509000,L9,,,,,,300.08,310.77,303.48,284.40,
2022-05-05 22:11:31.114000,L9,,,,,,298.45,314.62,303.93,289.94,
2022-05-06 22:05:29.729000,L8,,,,,,298.72,306.91,299.91,286.55,
2022-05-06 22:05:53.688000,L8,,,,,,300.69,308.43,300.90,287.35,
2022-06-07 22:05:43.588000,L8,,,,,,299.03,307.40,299.80,285.37,
2022-06-07 22:06:07.543000,L8,,,,,,303.40,310.92,303.13,288.61,
2022-06-14 22:11:59.156000,L8,,,,,,309.69,313.02,307.07,291.75,
2022-06-15 22:05:16.001000,L9,,,,,,307.86,315.54,308.42,292.65,
2022-06-22 22:11:38.702000,L9,,,,,,306.75,314.30,305.94,287.62,
2022-08-02 22:06:07.308000,L9,,,,,,298.25,310.21,303.13,288.54,
2022-10-21 22:06:05.581000,L9,267.35,278.42,294.58,305.86,289.97,312.52,317.46,311.68,295.81,281.45
2022-10-21 22:06:29.540000,L9,271.43,284.01,298.65,307.62,291.75,313.68,318.23,313.12,296.78,282.98
2022-12-24 22:06:26.081000,L9,238.14,,,,,300.03,311.55,302.52,294.05,
2023-01-17 22:06:18.381000,L8,236.56,206.38,,290.15,284.00,303.26,314.66,304.65,292.18,
2023-02-09 22:12:09.040000,L8,237.74,,,,231.93,302.89,315.51,306.47,295.31,
2023-02-17 22:12:13.542000,L9,233.97,,,,,299.19,309.59,301.18,288.96,
2023-02-18 22:05:50.040000,L8,,,,,,302.78,307.97,301.95,288.86,
2023-02-18 22:06:13.995000,L8,,,,,,302.88,308.03,302.13,288.95,
2023-02-25 22:11:52.258000,L8,,,,,,296.43,307.52,300.56,288.48,
2023-03-13 22:11:47.152000,L8,234.46,,,,,297.12,306.14,302.82,284.11,
2023-03-14 22:05:47.276000,L9,231.71,,,,,295.62,307.84,301.11,284.33,
2023-03-14 22:06:11.235000,L9,232.15,,,,,296.13,308.25,301.38,284.88,
2023-03-21 22:11:55.188000,L9,,,,,,296.62,306.37,299.18,284.20,
2023-03-22 22:05:28.899000,L8,234.89,,,,,296.05,306.04,299.74,283.44,
2023-03-22 22:05:52.850000,L8,,,,,,292.21,302.07,294.37,279.35,
2023-03-29 22:11:37.049000,L8,,,,,,302.69,306.33,303.22,284.68,
2023-03-30 22:05:35.326000,L9,237.57,,,,229.14,302.77,311.46,304.62,288.06,
