dates,nzd0159-0000,nzd0159-0001,nzd0159-0002,nzd0159-0003,nzd0159-0007,nzd0159-0008,nzd0159-0009,nzd0159-0010,nzd0159-0011,nzd0159-0012,nzd0159-0013,nzd0159-0014,nzd0159-0015,nzd0159-0016,nzd0159-0017,nzd0159-0018,nzd0159-0019,nzd0159-0020,nzd0159-0021,nzd0159-0022,nzd0159-0023,nzd0159-0024,nzd0159-0025,nzd0159-0026,nzd0159-0027,nzd0159-0028,nzd0159-0029,nzd0159-0030,nzd0159-0031,nzd0159-0032,nzd0159-0033,nzd0159-0034,nzd0159-0035,nzd0159-0036,nzd0159-0037,nzd0159-0038,nzd0159-0039,nzd0159-0040,nzd0159-0041,nzd0159-0042,nzd0159-0043,nzd0159-0044,nzd0159-0045,nzd0159-0046,nzd0159-0047,nzd0159-0048,nzd0159-0004,nzd0159-0005,nzd0159-0006,satname
2013-08-17 22:08:03+00:00,,,,,247.47,237.42,239.68,240.51999999999998,252.01999999999998,259.16999999999996,264.92999999999995,268.04499999999996,270.5,269.015,271.935,277.20500000000004,278.245,274.96500000000003,273.59,275.44,275.03,277.34,272.69,273.39,270.98,270.91,270.95,267.79,271.96,266.81,263.26,268.38,265.84,267.34,273.76,278.25,280.78,283.31,286.28,,,,,,,,,,,L8
2013-09-02 22:07:40+00:00,,,,,247.47,237.42,239.68,239.87,251.63666666666666,257.81,264.8233333333333,267.07,269.82666666666665,269.7,270.91333333333336,277.06333333333333,277.58,274.4766666666667,273.59,275.44,275.03,277.34,272.69,273.39,270.98,270.91,270.95,267.79,271.96,266.81,263.26,268.38,265.84,267.34,273.76,278.25,280.78,283.31,286.28,,,,,,,,,,,L8
2013-10-20 22:07:26+00:00,,,,,247.12,240.73,241.99,240.1725,252.2575,258.10749999999996,265.0725,267.22,270.4675,270.23249999999996,271.6225,278.6275,277.8075,274.8,273.59,275.44,275.03,277.34,272.69,273.15,271.23,271.655,270.92499999999995,267.86,269.825,267.58500000000004,264.495,266.695,265.78999999999996,267.34,273.76,278.25,280.78,283.31,286.28,,,,,,,,,,,L8
2014-01-24 22:06:45+00:00,,,,,247.54000000000002,246.47,249.84,243.2175,253.19750000000002,258.82,265.4375,268.1475,272.14,270.5725,273.155,277.9625,276.6825,275.03499999999997,,,,,,272.91,271.48,272.4,270.9,267.93,267.69,268.36,266.61,269.25,268.135,275.25,275.92,284.33,289.19,286.02,288.13,287.22,285.48,286.84,285.53,281.56,,,,,,L8
2014-02-09 22:06:33+00:00,,,,,245.66,246.42999999999998,250.67333333333332,244.37600000000003,253.36000000000004,259.636,265.74,268.832,273.118,270.692,273.848,278.78599999999994,277.16999999999996,275.98999999999995,273.98,279.34,271.82,277.8,273.25,272.96000000000004,271.98,272.25,274.245,269.405,269.24,269.19,266.2866666666667,269.99333333333334,267.61999999999995,273.57,275.405,282.565,285.85,284.66999999999996,287.655,285.85,284.635,285.39,284.485,282.08000000000004,273.66,270.56,,,,L8
2014-02-25 22:06:20+00:00,,,,,244.0725,246.49,251.2225,246.83800000000002,254.394,260.978,266.44,269.238,273.906,271.124,274.732,279.414,277.15999999999997,276.254,273.98,279.34,270.75,276.635,272.555,272.44666666666666,270.99666666666667,271.01,272.9433333333333,269.18,269.05333333333334,268.65333333333336,265.6775,269.76,266.8025,271.65333333333336,274.3433333333333,281.13666666666666,283.8,283.3933333333333,287.1366666666667,285.85,284.635,285.39,284.485,282.08000000000004,273.66,270.56,,,,L8
2014-03-29 22:06:15+00:00,,,,,243.026,246.836,253.246,249.398,256.144,261.93199999999996,266.8975,275.648,275.2625,278.716,276.38599999999997,281.152,277.4,276.37399999999997,273.69500000000005,277.47,271.2966666666667,276.77000000000004,273.03333333333336,273.3425,271.53,271.66999999999996,272.8925,268.9625,270.2475,268.7475,265.838,269.944,266.748,271.3375,274.08000000000004,281.0875,283.28499999999997,283.1175,286.6325,285.85,284.635,285.39,284.485,282.08000000000004,273.66,270.56,,,,L8
2014-04-30 22:05:46+00:00,,,,,240.598,246.186,254.344,253.158,257.688,263.784,266.9475,276.08000000000004,275.65,278.71999999999997,276.964,280.556,277.406,276.378,273.50666666666666,276.42333333333335,271.35249999999996,276.665,272.77750000000003,273.36249999999995,271.695,271.3925,273.635,269.65,270.92499999999995,269.0075,265.434,270.96,266.742,271.178,274.058,280.816,282.368,282.914,286.68600000000004,285.85,283.58666666666664,284.9266666666667,284.05333333333334,280.25666666666666,273.76,269.405,,,,L8
2014-05-16 22:05:09+00:00,263.69,273.46,262.27,232.55,239.77666666666667,246.06833333333336,253.93500000000003,254.92,259.9,264.84,267.474,275.73833333333334,276.4,277.7366666666667,278.0016666666666,281.6666666666667,277.66333333333336,277.77,274.19,277.2075,272.276,276.894,273.724,273.63199999999995,272.79200000000003,272.13800000000003,273.376,271.072,271.582,269.63399999999996,266.46,270.80833333333334,268.42333333333335,271.84166666666664,274.0,281.38,282.31,283.4316666666667,287.37666666666667,286.37000000000006,284.83500000000004,285.1275,284.8425,280.28000000000003,273.95,271.8666666666667,,,,L8
2014-11-08 22:05:52+00:00,263.69,273.46,262.27,232.55,237.39,243.81,248.87,257.45,265.395,268.11,269.94,274.14,278.405,274.48,281.08000000000004,286.94000000000005,281.865,284.385,275.71500000000003,275.875,275.36,277.41999999999996,276.98,275.61,275.45500000000004,275.45500000000004,273.37,274.66999999999996,274.315,270.365,269.69,271.065,272.87,273.1,273.92999999999995,283.4,282.53999999999996,284.91499999999996,288.65,287.41,288.58,285.73,287.21,280.35,274.33,276.79,,,,L8
2015-02-28 22:05:24+00:00,,,,,238.09500000000003,243.82,249.825,255.8,264.145,268.86,272.06,277.05,278.675,277.305,278.725,287.135,282.65,284.26,276.41999999999996,273.095,274.145,275.52,275.71000000000004,275.895,274.645,275.56,273.15,271.54999999999995,272.52,270.44,267.82500000000005,269.775,270.155,271.02,273.125,283.32500000000005,283.06,283.81,286.47,,283.38,283.16,285.41,279.65,271.1,266.67,,,,L8
2015-08-23 22:05:24+00:00,,,,,238.36,245.54500000000002,251.73000000000002,254.95000000000005,262.735,266.895,271.065,276.405,278.29499999999996,276.35,278.31,285.485,278.95,281.40999999999997,275.5,274.025,273.59000000000003,272.19,274.225,274.05499999999995,273.995,273.875,269.71,268.7,269.97,270.225,265.15999999999997,265.305,268.11,269.36,270.425,282.315,,,,,283.38,283.16,285.41,279.65,271.1,266.67,,,,L8
2016-04-19 22:05:34+00:00,251.57,258.36,262.48,252.36,240.17,245.73,244.99,245.3,256.67,265.24,269.07,274.12,277.44,273.91,276.58,282.74,281.81,279.62,273.62,273.35,275.09,276.76,272.33,272.93,273.6,271.84,273.1,270.39,269.27,268.29,263.22,268.54,264.45,266.8,272.83,276.3,,,,,,,,,,,246.61,,,L8
2016-05-21 22:05:38+00:00,251.57,258.36,262.48,252.36,249.375,247.305,247.05,248.86,258.52,265.565,270.36,274.865,278.645,278.235,279.30499999999995,285.21500000000003,283.345,283.03,277.975,275.405,278.33,278.16499999999996,276.15,276.88,275.245,273.91999999999996,276.265,275.135,274.81,270.255,265.41,271.725,269.525,270.9,274.335,280.72,292.75,288.02,290.75,288.92,289.04,288.88,286.68,286.07,279.18,276.43,246.61,,,L8
2016-09-10 22:06:15+00:00,251.57,258.36,262.48,252.36,246.39333333333332,246.45666666666668,246.28,246.52666666666667,256.4066666666667,264.33666666666664,269.7033333333333,274.26,278.50333333333333,277.80333333333334,278.5433333333333,285.1333333333334,281.8833333333333,282.76,276.83666666666664,275.3233333333333,276.6333333333333,275.96666666666664,275.03000000000003,276.00666666666666,274.99333333333334,274.05,273.99333333333334,272.6566666666667,273.0133333333333,269.82,265.4266666666667,269.03000000000003,268.27,270.27,273.1066666666666,281.0833333333333,292.75,288.02,290.75,288.92,289.04,288.88,286.68,286.07,279.18,276.43,246.61,,,L8
2016-10-12 22:06:21+00:00,251.57,258.36,262.48,252.36,246.39333333333332,246.45666666666668,246.28,245.21,254.9725,262.8125,268.7925,273.1025,277.6275,276.2925,277.235,283.69,280.1325,280.4825,276.83666666666664,275.3233333333333,276.6333333333333,275.96666666666664,275.03000000000003,276.00666666666666,274.99333333333334,274.05,273.99333333333334,272.6566666666667,273.0133333333333,269.82,265.4266666666667,269.03000000000003,268.27,270.27,273.1066666666666,281.0833333333333,292.75,288.02,290.75,288.92,289.04,288.88,286.68,286.07,279.18,276.43,246.61,,,L8
2017-01-16 22:05:47+00:00,,,,,240.43,244.76,244.74,241.56,258.21333333333337,269.15000000000003,277.3866666666666,283.92333333333335,288.5833333333333,288.56666666666666,291.6766666666667,297.33,293.3766666666666,293.7033333333334,299.54499999999996,275.16,273.24,295.635,295.07500000000005,293.96000000000004,287.02,274.31,284.16999999999996,288.405,286.985,283.21500000000003,283.6,281.995,282.865,286.90999999999997,289.29499999999996,297.28,315.28,316.87,316.34,317.4,318.18,319.6,314.81,319.8,313.89,312.69,,,,L8
2017-02-01 22:05:40+00:00,,,,,249.90999999999997,247.18,249.02,243.91,257.915,268.31,276.01,282.885,287.01750000000004,288.075,291.055,295.2425,292.53,291.9825,296.15000000000003,277.08500000000004,277.9,290.6166666666666,289.7066666666667,288.59999999999997,285.2966666666667,277.055,283.61999999999995,284.6066666666666,282.7166666666667,281.46,279.3966666666667,279.5566666666667,278.87666666666667,284.17,285.06,292.99333333333334,302.78999999999996,302.275,302.845,302.725,302.045,302.93,299.945,303.97,296.7,295.05,,,247.35,L8
2017-03-05 22:05:50+00:00,,,,,255.68999999999997,252.97,251.47000000000003,245.8475,258.046,267.89,275.20799999999997,281.96799999999996,285.86199999999997,287.218,289.552,293.702,291.36199999999997,290.62,295.5675,279.61,280.2,288.185,287.01750000000004,287.04,285.01750000000004,281.15333333333336,284.24,285.84749999999997,281.96000000000004,281.9375,281.085,279.195,280.26,283.47749999999996,283.7125,291.5175,298.8333333333333,298.74666666666667,298.57,298.12333333333333,296.8933333333334,297.56666666666666,296.42,299.96,293.92,292.12333333333333,225.3,247.13,256.85,L8
2017-05-24 22:05:34+00:00,,,,,265.0666666666666,254.96333333333334,255.75333333333333,251.17333333333332,261.84749999999997,271.3175,278.15999999999997,285.78,289.0925,292.145,294.40250000000003,297.745,296.52,295.12,296.9275,280.93,283.03000000000003,290.14750000000004,288.2475,288.125,286.015,281.96333333333337,285.245,287.48,283.6725,282.975,281.53749999999997,281.32500000000005,282.02250000000004,285.085,284.78499999999997,291.985,295.885,296.115,296.1775,295.605,294.7175,295.3375,293.7,296.68,289.805,288.0025,225.3,247.13,264.10333333333335,L8
2017-07-11 22:05:50+00:00,218.9,234.97,261.26,244.95,275.005,254.96333333333334,255.75333333333333,260.12,267.892,274.646,280.25,288.33799999999997,290.82,295.84000000000003,297.61800000000005,299.908,299.746,296.54200000000003,298.728,284.995,288.875,292.228,291.252,291.61199999999997,289.036,288.81500000000005,288.364,289.774,286.648,285.706,285.466,284.916,285.96,288.59000000000003,288.786,295.592,298.996,298.922,299.472,299.492,298.49,301.694,295.82399999999996,298.93,292.294,289.938,236.16000000000003,260.01,274.9375,L8
2017-12-02 22:05:46+00:00,218.9,234.97,261.26,244.95,278.2,258.37,254.14,268.775,274.73,277.635,280.12,288.03499999999997,289.53,294.075,295.45000000000005,296.81,298.725,292.645,290.905,288.775,292.255,289.495,288.75,290.635,288.96000000000004,291.555,290.965,286.53,285.72,284.16499999999996,284.305,285.17499999999995,285.365,288.22,290.23,295.48,300.16999999999996,297.53999999999996,300.38,299.885,297.985,305.68,295.005,293.95500000000004,288.53,284.405,247.02,272.89,307.44,L8
2018-01-19 22:05:38+00:00,,,,,245.01999999999998,249.005,247.45499999999998,245.495,253.64500000000004,261.93,267.695,271.46000000000004,274.96500000000003,272.455,274.24,280.095,277.57500000000005,283.06,275.88,280.36,278.1,278.44,274.23,275.71,276.8,273.74,281.09,274.11,272.89,271.7,267.43,271.07,269.02,273.83,275.67,280.94,288.9,284.93,288.11,284.73,282.39,284.24,285.69,279.98,274.81,271.13,,,,L8
2018-03-08 22:05:15+00:00,,,,231.69,252.53666666666663,256.9266666666667,254.83666666666667,251.75666666666666,257.2966666666667,266.49666666666667,270.27666666666664,273.8333333333333,277.49,274.90333333333336,278.4666666666667,282.84999999999997,281.0733333333333,283.96000000000004,277.895,281.35,279.105,279.93,276.04,276.06,277.69,276.655,284.335,275.885,273.945,275.75,271.015,273.025,272.04999999999995,275.56,276.56,282.755,290.89,286.945,287.86,286.3,285.67499999999995,286.53999999999996,288.605,297.915,277.175,271.81,239.2,262.11,265.49,L8
2018-04-25 22:05:14+00:00,,,,231.69,251.61249999999998,256.1725,254.6075,251.51999999999998,257.57000000000005,266.6375,270.2975,273.61,277.4175,275.6075,279.15250000000003,283.65250000000003,281.4425,283.27,277.28000000000003,279.56666666666666,278.57666666666665,279.51666666666665,276.1333333333334,277.1466666666667,279.84,275.97,280.34999999999997,274.6333333333334,273.44666666666666,274.06,269.7033333333333,271.88,271.43333333333334,274.49333333333334,275.6066666666666,282.70666666666665,288.59999999999997,286.6133333333333,286.9766666666667,285.5566666666667,284.93,285.1433333333334,287.21,297.915,277.175,271.81,239.2,262.11,265.49,L8
2018-06-28 22:05:04+00:00,,,,231.69,253.7275,259.505,255.6875,253.08999999999997,258.31500000000005,268.555,270.9425,273.3725,277.51750000000004,275.485,278.94,283.8225,281.495,284.0966666666667,278.3833333333334,279.13,278.7866666666667,278.9633333333333,276.24666666666667,276.8833333333333,280.92,277.68666666666667,278.15000000000003,275.18,274.21,276.6166666666666,271.0566666666667,272.26666666666665,273.33666666666664,275.06,275.7733333333333,284.07666666666665,287.38666666666666,288.15,287.43,286.4633333333333,285.45666666666665,285.56333333333333,287.18333333333334,302.765,277.315,274.53,239.2,262.11,256.615,L8
2018-08-31 22:05:35+00:00,,,,231.69,255.215,262.03,256.9175,255.1,260.06500000000005,271.3575,273.055,275.91249999999997,278.9375,277.39750000000004,281.03499999999997,284.53499999999997,283.735,281.65250000000003,278.3833333333334,279.13,278.7866666666667,278.9633333333333,276.24666666666667,276.8833333333333,279.2275,276.5725,277.7325,273.3375,271.5875,274.81,269.7825,270.21999999999997,271.1825,275.06,275.7733333333333,284.07666666666665,287.38666666666666,288.15,287.43,286.4633333333333,285.45666666666665,285.56333333333333,287.18333333333334,302.765,277.315,274.53,239.2,262.11,256.615,L8
2018-10-02 22:05:47+00:00,,,,,251.09666666666666,258.45,252.69000000000003,259.29,258.5533333333334,269.93333333333334,272.26,275.0233333333333,277.7366666666667,276.69500000000005,278.86749999999995,283.675,282.5525,280.4275,276.72666666666663,277.27,278.51,278.23333333333335,275.1066666666666,276.48333333333335,278.145,275.35,275.37,271.7625,271.265,272.5125,268.15,270.15749999999997,269.22,273.6133333333333,275.41,283.25666666666666,284.96999999999997,286.59,287.40333333333336,285.48333333333335,283.30333333333334,284.68,285.35999999999996,285.53999999999996,275.215,273.78,,,247.74,L8
2018-10-18 22:05:53+00:00,,,,,249.465,256.9175,252.6725,257.624,258.41,268.65250000000003,271.3275,273.9075,277.63,276.132,277.9,283.778,281.964,280.29799999999994,275.8175,275.53,277.23249999999996,277.3375,273.93,276.05,276.67600000000004,274.64,274.406,270.798,271.23400000000004,271.326,267.608,269.93999999999994,268.168,272.125,274.3925,282.035,284.96999999999997,286.59,287.40333333333336,285.48333333333335,283.30333333333334,284.68,285.35999999999996,285.53999999999996,275.215,273.78,,,247.74,L8
2019-01-22 22:05:26+00:00,210.57,258.79,254.51,245.68,248.58333333333334,255.1833333333333,253.83666666666667,265.60749999999996,268.56333333333333,266.2850000000001,270.37,273.07000000000005,275.79499999999996,275.3,276.24,282.36333333333334,280.75333333333333,278.0199999999999,274.015,273.53499999999997,276.3399999999999,276.93999999999994,272.415,274.98,273.06666666666666,273.2366666666667,286.40250000000003,278.21250000000003,279.52750000000003,279.42,276.2625,278.8975,275.1175,282.13,287.00666666666666,291.26666666666665,305.75,300.97,300.53499999999997,301.31,299.775,304.38,286.05,281.4,275.34,270.99,247.5,265.71,260.49,L8
2019-04-12 22:05:06+00:00,210.57,258.79,254.51,245.68,251.70333333333335,257.12,257.22666666666663,265.3066666666667,272.9066666666667,271.91499999999996,274.515,279.79499999999996,282.26,282.44,284.24,287.105,285.605,284.82,281.53499999999997,279.65999999999997,282.065,282.42999999999995,279.225,283.61,283.73,284.58000000000004,294.23,288.5,291.59666666666664,290.67333333333335,289.00333333333333,291.40000000000003,286.99666666666667,290.6366666666667,293.65333333333336,298.2266666666667,314.395,309.88,309.065,310.25,310.355,314.41999999999996,301.88,301.87,301.17,298.4,247.5,265.71,260.49,L8
2019-06-15 22:05:51+00:00,210.57,258.79,254.51,245.68,253.75,257.27666666666664,256.9266666666667,267.3,275.3266666666667,276.335,277.27,285.565,284.90999999999997,286.78499999999997,289.185,287.995,289.295,286.82500000000005,284.855,285.67499999999995,284.08000000000004,284.17999999999995,281.225,284.21500000000003,287.21500000000003,287.38,297.40333333333336,291.3933333333333,292.6233333333334,295.07,291.1233333333333,292.51,291.3333333333333,293.1166666666667,295.47,300.3333333333333,305.05333333333334,303.69,301.75666666666666,302.68333333333334,302.7366666666667,304.3733333333333,294.16999999999996,294.565,290.08000000000004,287.52,247.5,265.71,260.49,L8
2019-09-19 22:05:56+00:00,,,,,249.04,252.82333333333335,252.54,255.83666666666667,264.71000000000004,274.66333333333336,275.31666666666666,282.64000000000004,283.42,284.09666666666664,286.00666666666666,286.70666666666665,287.5,285.49,283.3566666666667,284.33,282.65000000000003,282.93,278.76,281.53333333333336,283.84,283.71666666666664,284.8666666666666,280.9666666666667,281.19,282.75666666666666,279.7166666666667,281.88333333333327,280.02000000000004,283.33666666666664,284.00333333333333,290.68666666666667,293.2733333333333,293.81666666666666,294.11,292.3333333333333,291.9766666666667,292.31666666666666,292.71999999999997,290.06666666666666,285.71000000000004,283.1233333333333,,,,L8
2019-11-22 22:06:21+00:00,,,,,244.31000000000003,249.2733333333333,249.75333333333333,250.41,260.3966666666667,270.17333333333335,271.66333333333336,277.25333333333333,280.47999999999996,279.0466666666667,279.84999999999997,284.71333333333337,283.5933333333333,282.33666666666664,278.0833333333333,279.1666666666667,276.99333333333334,277.5466666666666,273.52,275.6166666666667,276.7933333333333,275.96,278.1066666666666,273.3533333333333,273.68333333333334,274.60333333333335,270.1466666666667,272.1266666666666,272.6066666666667,274.31666666666666,276.34333333333336,283.57,285.8866666666666,288.13,287.12333333333333,287.095,286.135,285.34000000000003,288.14,284.165,277.98,275.48499999999996,,,,L8
2019-12-08 22:06:20+00:00,,,,,244.94750000000002,249.0,250.305,251.9025,261.62,271.525,273.7225,278.39250000000004,281.3375,280.865,282.95,286.3125,284.8775,283.5875,278.8075,279.805,277.945,278.015,275.1075,276.225,279.30499999999995,277.3375,279.3925,274.7025,274.5375,276.43,271.62,273.1525,274.745,275.425,277.45750000000004,284.5075,287.6275,287.1675,286.9775,286.38,286.8,286.24333333333334,288.3433333333333,286.1466666666667,280.81666666666666,277.6166666666666,,,,L8
2020-01-25 22:05:45+00:00,,,,,242.66750000000002,249.28750000000002,252.125,254.38000000000002,263.1725,273.185,278.90500000000003,280.795,286.71250000000003,282.9725,286.02,292.0025,289.58000000000004,291.02750000000003,283.51750000000004,285.20500000000004,282.61,279.65000000000003,278.5725,279.3725,282.955,281.1175,281.2925,278.9325,277.9025,278.8125,276.7025,277.26,277.55,279.725,282.685,287.68499999999995,290.4325,290.43,290.88,290.9033333333333,291.32666666666665,291.1,293.94666666666666,290.1166666666667,287.29,284.80333333333334,,,,L8
2020-02-10 22:06:04+00:00,,,,,241.888,249.18800000000002,252.594,255.35200000000003,262.716,274.104,278.01599999999996,282.22200000000004,286.33000000000004,285.73400000000004,289.538,291.24,294.608,290.712,285.622,285.054,281.89,279.55600000000004,278.01599999999996,279.146,282.896,280.28599999999994,281.648,278.702,277.408,278.726,276.604,276.62199999999996,277.606,279.946,282.308,286.76599999999996,290.982,290.54200000000003,290.836,290.59999999999997,289.84749999999997,290.1175,293.2075,290.0475,285.415,283.1275,,,,L8
2020-09-21 22:06:18+00:00,,,,,279.32,285.93,270.46,273.23,281.49,286.49,297.45,298.87,314.21,315.62,309.4,305.56,309.36,297.44,304.27,293.72,300.91,296.91,302.16,300.88,300.68,297.31,297.27,301.64,300.27,301.13,303.73,304.61,298.66,302.87,308.11,299.48,309.69,310.64,313.1,316.0,310.81,316.58,316.66,318.04,304.42,299.59,248.21,257.49,277.24,L8
2021-02-12 22:05:43+00:00,,,,,267.02,272.22,263.605,263.875,274.385,280.445,287.03,291.31,298.765,299.08000000000004,296.89,298.0,299.765,292.15999999999997,295.32,288.55,294.87,290.135,291.57000000000005,290.69,292.61,291.02,291.33,292.445,290.1,292.31,292.865,293.19,291.94500000000005,295.145,298.19,294.675,302.405,304.365,304.17,304.93,303.29499999999996,306.745,305.495,306.795,298.35,293.485,248.21,257.49,277.24,L8
2021-04-01 22:05:24+00:00,,,,,266.71000000000004,274.57,264.815,262.865,271.735,282.76,276.61,291.78999999999996,296.645,297.57500000000005,284.38,302.96000000000004,301.755,298.09000000000003,296.23,299.74,298.23,297.625,296.82500000000005,294.18,295.34000000000003,299.83500000000004,299.57,283.25,294.645,295.8,296.24,295.48,285.23,297.90999999999997,300.67999999999995,305.82,309.01,298.09,309.525,308.03499999999997,310.96,311.745,312.37,311.115,310.485,297.655,,241.4,262.23,L8
2021-05-03 22:05:08+00:00,,,,,261.8,267.59666666666664,260.1066666666666,258.92,267.59,278.56,274.46500000000003,287.83,291.50666666666666,291.3666666666667,283.89,297.59666666666664,296.56333333333333,293.66,292.0833333333333,294.08666666666664,292.1566666666667,291.87666666666667,290.2066666666667,289.5733333333333,292.2633333333333,293.1033333333333,294.34666666666664,280.58000000000004,288.6933333333333,290.84666666666664,289.97333333333336,288.71,282.21500000000003,292.2833333333333,294.6433333333333,299.1066666666666,302.7633333333333,296.595,303.7366666666667,302.55,304.5,304.0733333333333,305.84,303.75333333333333,302.73333333333335,291.1333333333333,,241.4,262.23,L8
2021-05-19 22:05:40+00:00,,,,,260.91999999999996,266.3025,259.2375,258.245,266.265,276.23,274.17333333333335,285.525,289.0025,289.7075,284.11999999999995,295.495,294.1475,292.02750000000003,291.1775,291.68,291.9025,290.055,288.48,288.9975,290.865,292.865,292.47249999999997,282.73,287.8325,289.46500000000003,289.155,288.1175,283.55,292.205,293.765,298.8025,301.5625,297.60999999999996,303.52250000000004,302.1625,302.7725,302.8075,303.9575,301.78,300.445,289.9975,,241.4,257.475,L8
2021-09-24 22:06:20+00:00,,,,,266.015,267.15250000000003,260.8725,258.85,266.615,277.73,278.52,289.0075,291.5425,292.6875,290.59999999999997,297.675,296.97749999999996,294.41,295.845,294.53,294.95,291.7975,293.395,292.64750000000004,294.51,297.5775,295.085,288.1466666666667,291.6375,292.2575,293.9525,292.1475,287.68333333333334,295.78,296.085,303.32,304.5,301.48333333333335,307.77250000000004,307.1375,305.18,306.01,307.11,304.3075,303.1175,292.625,222.14,246.01,265.56666666666666,L8
2021-12-29 22:05:53+00:00,,,,,262.01,253.955,256.975,252.64,262.755,270.99,279.51,285.025,285.45500000000004,285.515,291.98,292.115,290.15,289.755,290.415,285.655,287.755,283.17499999999995,287.405,286.305,289.895,289.65,285.55999999999995,286.70500000000004,285.205,285.3,286.815,284.66499999999996,288.265,288.63,288.95500000000004,295.91999999999996,296.97,301.445,299.67,301.485,295.985,297.495,297.71000000000004,296.405,290.69500000000005,286.33,222.14,250.62,281.75,L8
2022-02-15 22:05:42+00:00,,,,,257.41,251.74333333333334,255.34333333333333,251.82000000000002,260.57666666666665,267.7133333333333,275.6066666666666,280.34666666666664,281.90000000000003,281.88666666666666,287.46999999999997,288.98,286.9066666666667,286.79333333333335,286.7166666666667,283.93333333333334,285.12,281.97666666666663,283.34999999999997,283.49333333333334,287.1466666666667,285.6033333333333,284.75333333333333,283.4866666666667,282.24333333333334,282.55333333333334,283.3666666666667,281.74333333333334,284.94,286.1566666666667,286.95,292.2733333333333,295.51666666666665,297.69,296.53333333333336,297.56333333333333,294.30333333333334,294.23,294.94666666666666,294.4533333333333,287.3433333333333,283.65000000000003,222.14,250.62,281.75,L8
