dates,satname,nzd0170-0000,nzd0170-0001,nzd0170-0002,nzd0170-0003,nzd0170-0004,nzd0170-0005
1999-12-09 21:58:33.708000,L7,,,,362.65,363.65,349.28
1999-12-09 21:58:57.676000,L7,,,,366.49,365.36,353.91
2000-03-30 21:58:09.573000,L7,368.64,370.06,373.53,380.76,383.62,381.31
2000-03-30 21:58:33.541000,L7,,,,,370.37,371.47
2000-09-22 21:56:05.544000,L7,361.61,349.48,378.56,371.01,378.60,352.40
2001-10-11 21:54:09.862000,L7,,,,,,357.34
2002-01-15 21:54:23.534000,L7,342.13,347.79,355.49,361.02,360.33,361.28
2002-04-05 21:54:25.270000,L7,293.67,336.34,373.18,359.55,355.56,346.02
2002-08-27 21:53:36.267000,L7,344.94,349.10,366.44,364.30,363.07,358.79
2002-08-27 21:54:00.253000,L7,335.88,343.51,358.41,,,
2002-10-14 21:53:19.813000,L7,349.55,346.69,361.72,360.43,365.13,361.40
2002-10-14 21:53:43.769000,L7,346.28,343.98,361.05,,361.83,357.25
2003-01-18 21:54:06.301000,L7,,337.70,353.44,351.69,352.64,355.57
2003-05-26 21:54:43.917000,L7,,,,,362.21,365.05
2003-08-06 21:42:51.203000,L5,,253.61,265.96,311.56,297.01,278.35
2003-10-25 21:43:40.253000,L5,,246.16,260.96,301.29,298.47,281.86
2003-10-25 21:44:04.226000,L5,279.42,280.93,312.98,341.71,333.81,325.16
2004-02-14 21:44:33.705000,L5,280.14,286.94,303.57,329.20,317.66,299.44
2004-02-14 21:44:57.678000,L5,272.96,280.60,293.84,325.23,309.46,293.77
2004-03-17 21:45:08.368000,L5,,245.46,252.30,292.04,292.34,281.95
2004-04-02 21:44:54.996000,L5,,259.41,267.57,308.54,301.66,274.40
2004-04-02 21:45:18.969000,L5,,247.85,257.39,299.28,294.36,262.80
2004-04-18 21:45:25.586000,L5,264.91,272.75,280.67,317.14,311.15,291.80
2004-04-18 21:45:49.558000,L5,,253.81,258.83,297.34,293.15,273.67
2004-05-04 21:45:52.076000,L5,,256.87,269.07,306.63,301.93,283.61
2004-05-04 21:46:16.049000,L5,,259.20,272.16,309.90,304.45,286.02
2004-05-20 21:46:20.465000,L5,304.69,299.50,311.60,339.89,332.47,328.84
2004-07-23 21:48:09.192000,L5,255.28,266.96,274.12,315.14,303.37,286.45
2004-07-23 21:48:33.165000,L5,,246.39,253.91,297.49,286.11,268.06
2004-09-25 21:49:43.196000,L5,346.21,328.30,340.37,360.66,352.20,356.89
2004-09-25 21:50:07.312000,L5,266.04,272.12,291.41,325.43,325.63,304.00
2004-10-27 21:50:47.740000,L5,292.36,304.48,327.28,339.48,338.62,328.51
2005-01-15 21:51:45.464000,L5,,,,278.12,273.61,263.86
2005-01-15 21:52:09.437000,L5,,249.82,255.96,291.06,286.29,275.50
2005-04-21 21:52:46.920000,L5,260.44,271.81,275.00,317.69,300.79,284.64
2005-05-23 21:53:00.685000,L5,252.63,262.11,272.02,310.10,296.78,284.11
2005-06-08 21:53:09.034000,L5,250.91,259.79,274.92,308.17,305.78,286.38
2005-10-30 21:53:39.558000,L5,288.29,295.31,309.02,338.23,329.86,315.97
2005-10-30 21:54:03.531000,L5,251.93,265.68,263.22,305.87,300.26,284.11
2005-11-15 21:54:02.336000,L5,288.91,292.78,308.31,337.99,340.32,306.45
2006-02-19 21:56:15.936000,L5,273.68,280.96,289.58,313.86,309.07,297.02
2006-02-19 21:56:39.909000,L5,,257.19,263.03,291.46,287.10,273.81
2006-04-08 21:57:12.628000,L5,,,,282.66,272.18,263.67
2006-04-08 21:57:36.601000,L5,269.76,276.75,278.74,316.59,311.39,293.72
2007-01-05 22:00:28.480000,L5,,255.04,256.96,287.32,277.91,264.03
2008-12-25 21:50:10.387000,L5,,252.17,252.02,293.73,291.67,275.96
2008-12-25 21:50:34.359000,L5,,253.41,253.69,296.47,293.99,277.25
2009-11-26 21:56:28.873000,L5,,,,282.19,280.21,271.75
2010-01-13 21:56:25.416000,L5,,250.13,257.35,297.93,292.04,274.74
2010-01-13 21:56:49.389000,L5,270.31,277.49,285.36,323.71,317.09,300.91
2010-10-28 21:55:27.339000,L5,276.66,284.90,295.66,324.28,319.84,314.12
2010-10-28 21:55:51.312000,L5,265.37,274.95,280.64,315.29,307.35,303.28
2010-12-31 21:55:32.560000,L5,,,,280.60,274.58,268.03
2010-12-31 21:55:56.533000,L5,,,,281.95,275.84,269.97
2011-01-16 21:55:58.174000,L5,,,,288.02,283.39,270.31
2011-02-17 21:56:00.979000,L5,273.40,280.60,294.18,322.95,324.28,310.61
2013-04-11 22:07:51.092000,L8,271.65,259.77,283.89,311.32,294.33,291.15
2013-06-30 22:08:00.117000,L8,261.05,257.66,275.17,307.87,292.40,285.64
2013-07-16 22:07:36.609000,L8,258.98,254.32,278.56,307.13,290.47,285.01
2013-09-02 22:07:40.639000,L8,,,255.74,293.26,283.55,263.78
2013-10-20 22:07:26.886000,L8,,,264.19,299.27,284.89,275.06
2013-11-21 22:07:13.797000,L8,274.35,264.16,290.80,313.37,298.86,305.06
2013-11-21 22:07:37.752000,L8,,,268.52,305.43,290.86,287.38
2014-02-09 22:06:33.299000,L8,267.87,257.16,273.86,314.14,296.99,294.43
2014-02-09 22:06:57.254000,L8,,,257.21,305.79,289.76,278.02
2014-02-25 22:06:20.497000,L8,272.24,258.77,299.59,316.51,303.14,305.34
2014-02-25 22:06:44.447000,L8,259.06,249.18,267.11,306.22,294.44,286.95
2014-03-29 22:05:52.007000,L8,269.42,259.48,302.91,311.75,299.03,295.99
2014-03-29 22:06:15.961000,L8,260.16,253.67,297.25,305.56,294.07,287.53
2014-04-30 22:05:22.578000,L8,269.82,259.89,285.67,312.05,295.90,293.96
2014-04-30 22:05:46.536000,L8,269.93,259.90,286.06,312.23,296.04,294.31
2014-05-16 22:05:09.831000,L8,272.95,261.98,291.24,312.24,299.37,297.55
2014-08-04 22:05:38.545000,L8,264.43,264.01,282.24,311.24,296.22,295.83
2014-08-20 22:05:42.763000,L8,267.76,276.35,283.44,310.80,298.08,297.24
2014-08-20 22:06:06.726000,L8,,,273.03,304.26,292.04,285.40
2014-10-07 22:05:49.968000,L8,265.64,281.39,281.52,311.65,294.85,297.33
2014-11-08 22:05:52.173000,L8,,,277.49,306.54,290.20,295.26
2014-11-08 22:06:16.124000,L8,273.20,279.04,290.19,315.16,296.53,309.23
2015-02-28 22:05:24.487000,L8,267.67,262.21,276.26,305.97,294.65,292.85
2015-02-28 22:05:48.437000,L8,272.94,266.29,280.96,309.72,298.90,296.05
2015-03-16 22:05:13.611000,L8,,256.61,275.75,303.31,291.17,284.36
2015-06-04 22:04:48.656000,L8,276.58,268.01,286.86,311.78,298.43,299.05
2015-10-26 22:05:43.801000,L8,,,267.38,299.23,291.61,289.95
2015-12-13 22:05:45.605000,L8,,,396.11,343.58,300.89,344.15
2015-12-29 22:05:45.209000,L8,268.22,259.24,284.30,308.02,296.63,295.30
2015-12-29 22:06:09.164000,L8,268.79,260.00,284.97,308.77,298.89,295.64
