dates,nzd0032-0000,nzd0032-0001,nzd0032-0002,nzd0032-0003,satname
2024-12-03 22:17:45+00:00,305.534,297.81615384615384,301.3646153846154,297.33153846153846,L8
2024-12-04 22:11:36+00:00,306.84999999999997,299.38214285714287,302.65714285714284,298.5192857142857,L9
2024-12-28 22:11:26+00:00,306.84999999999997,303.5684615384615,305.6192307692308,300.7076923076923,L8
2025-01-05 22:11:31+00:00,307.63428571428574,304.3721428571429,306.59071428571434,301.8135714285714,L9
2025-01-12 22:17:45+00:00,306.93874999999997,305.18857142857144,307.2707142857143,302.36428571428576,L9
2025-01-28 22:17:42+00:00,306.50777777777773,305.34600000000006,306.9066666666667,302.08466666666664,L9
2025-02-06 22:11:31+00:00,306.94,306.17125,307.614375,302.7675,L9
2025-02-22 22:11:33+00:00,306.0436363636364,308.29,310.2485714285714,304.76466666666664,L9
2025-03-25 22:17:16+00:00,306.47555555555556,309.93916666666667,309.9009090909091,304.2141666666667,L8
2025-04-19 22:10:53+00:00,306.47555555555556,309.04153846153844,308.8466666666667,304.22538461538466,L8
2025-05-04 22:17:17+00:00,304.543,310.1558333333333,310.09909090909093,305.5783333333333,L9
2025-05-12 22:16:59+00:00,304.543,308.11153846153843,307.71583333333336,304.09999999999997,L8
2025-05-13 22:10:58+00:00,304.543,307.30642857142857,306.7061538461539,304.0007142857143,L9
2025-05-20 22:17:06+00:00,304.543,305.614,305.055,302.69066666666663,L9
2025-05-21 22:10:52+00:00,304.543,305.340625,305.00733333333335,302.7725,L8
2025-06-06 22:10:54+00:00,301.9114285714286,302.00428571428574,302.8630769230769,301.7185714285714,L8
2025-06-13 22:17:12+00:00,301.9114285714286,301.55933333333337,302.11499999999995,300.8566666666666,L8
2025-06-21 22:17:14+00:00,301.9114285714286,301.55933333333337,300.3786666666667,299.661875,L9
2025-06-22 22:11:07+00:00,301.9114285714286,301.586875,300.8925,300.14176470588234,L8
2025-06-29 22:17:21+00:00,301.9114285714286,299.14625,298.51187500000003,298.0888235294118,L8
2025-07-23 22:17:27+00:00,297.9,298.46733333333333,297.082,297.095625,L9
2025-07-24 22:11:17+00:00,297.9,298.658125,297.746875,297.6470588235294,L8
2025-07-31 22:17:29+00:00,296.868,297.30625,296.874375,296.92764705882354,L8
2025-08-01 22:11:18+00:00,296.868,297.30625,296.55882352941177,297.0338888888889,L9
2025-08-09 22:11:25+00:00,286.84000000000003,296.175,295.8711764705882,296.64666666666665,L8
2025-09-18 22:11:37+00:00,284.28,297.78000000000003,296.8688888888889,296.4329411764706,L9
2025-09-25 22:17:52+00:00,274.2,297.044,296.0055555555556,295.42529411764707,L9
2025-10-19 22:17:50+00:00,279.898,297.98266666666666,296.5211111111111,294.9105882352941,L8
2025-11-04 22:17:53+00:00,283.87600000000003,297.64866666666666,296.6427777777778,294.7917647058824,L8
2025-11-05 22:11:46+00:00,289.11,299.001875,298.03263157894736,296.1138888888889,L9
2025-11-13 22:11:40+00:00,292.6057142857143,301.424,300.19,297.1729411764706,L8
