dates,satname,nzd0032-0000,nzd0032-0001,nzd0032-0002,nzd0032-0003
2016-04-10 22:11:01.721000,L8,,,253.41,293.97
2016-05-03 22:17:13.318000,L8,298.05,305.85,303.88,299.20
2016-05-12 22:10:56.720000,L8,,,297.13,305.22
2016-05-28 22:11:03.859000,L8,,296.32,290.38,295.55
2016-06-04 22:17:16.433000,L8,,,280.67,285.19
2016-06-29 22:11:15.136000,L8,,307.81,315.22,310.91
2016-08-07 22:17:37.552000,L8,,280.34,284.11,280.48
2016-08-16 22:11:29.744000,L8,305.48,316.82,319.50,318.79
2016-09-01 22:11:36.389000,L8,347.08,321.91,327.72,318.16
2016-09-08 22:17:48.858000,L8,275.36,281.52,287.64,280.91
2016-09-24 22:17:49.840000,L8,305.46,307.05,305.82,293.31
2016-10-10 22:17:54.274000,L8,305.48,307.07,303.56,294.08
2016-11-04 22:11:45.464000,L8,287.79,288.73,290.80,296.70
2016-11-20 22:11:45.458000,L8,315.72,312.10,319.48,311.60
2016-12-22 22:11:39.155000,L8,300.52,295.85,252.55,293.37
2017-01-30 22:17:38.957000,L8,303.52,308.14,302.93,296.64
2017-03-03 22:17:25.727000,L8,301.84,307.31,301.44,294.47
2017-03-28 22:11:00.765000,L8,309.50,322.60,326.37,326.24
2017-04-20 22:16:59.468000,L8,296.74,309.67,309.64,297.24
2017-05-06 22:16:55.401000,L8,,,282.56,282.66
2017-06-07 22:17:15.240000,L8,,293.21,294.89,290.46
2017-06-16 22:11:07.889000,L8,473.02,341.82,349.39,349.35
2017-07-09 22:17:23.906000,L8,,,286.59,284.36
2017-07-25 22:17:30.862000,L8,,,284.84,282.86
2017-08-03 22:11:23.994000,L8,540.73,364.27,,
2017-08-19 22:11:29.174000,L8,323.78,337.80,,
2017-09-04 22:11:31.619000,L8,268.86,,303.93,300.94
2017-09-11 22:17:42.311000,L8,,,283.22,283.08
2017-09-27 22:17:48.664000,L8,277.77,278.87,286.78,
2017-10-29 22:17:53.844000,L8,263.77,,,
2017-11-30 22:17:44.511000,L8,308.04,307.43,305.67,301.34
2018-01-10 22:11:30.163000,L8,278.33,282.91,246.88,284.68
2018-01-26 22:11:21.264000,L8,310.82,315.93,320.42,319.66
2018-02-27 22:11:07.813000,L8,290.47,291.64,233.65,
2018-03-31 22:10:51.947000,L8,281.35,296.86,291.84,300.00
2018-04-07 22:16:59.037000,L8,298.54,309.17,306.34,295.57
2018-05-02 22:10:33.919000,L8,269.82,300.13,305.46,302.09
2018-05-09 22:16:40.331000,L8,,,283.19,283.26
2018-05-18 22:10:23.040000,L8,,293.15,284.88,301.48
2018-05-25 22:16:28.178000,L8,,286.91,292.37,289.38
2018-06-26 22:16:36.823000,L8,,302.88,305.99,300.05
2018-08-06 22:10:46.333000,L8,,291.28,302.86,302.08
2018-09-07 22:11:00.442000,L8,302.68,316.78,320.46,312.24
2018-10-09 22:11:13.339000,L8,275.23,,296.73,297.68
2018-11-01 22:17:30.804000,L8,302.51,307.70,309.05,293.70
2018-12-12 22:11:17.117000,L8,311.46,318.78,321.79,316.84
2019-01-04 22:17:27.803000,L8,537.04,309.13,303.57,293.70
2019-02-14 22:11:09.519000,L8,312.59,316.32,317.43,313.14
2019-03-02 22:11:05.349000,L8,312.28,314.97,316.80,312.15
2019-04-26 22:16:59.330000,L8,297.64,305.61,304.88,295.16
2019-05-12 22:17:08.680000,L8,,,276.65,279.63
2019-05-28 22:17:17.913000,L8,,286.56,283.68,282.78
2019-06-06 22:11:11.322000,L8,,299.03,297.03,300.85
2019-07-08 22:11:20.766000,L8,308.74,326.02,332.81,334.27
2019-07-24 22:11:25.033000,L8,,294.23,298.03,299.49
2019-09-10 22:11:39.873000,L8,304.85,318.84,324.74,318.95
2019-11-04 22:17:58.697000,L8,306.68,307.69,308.47,298.52
2019-11-20 22:17:54.950000,L8,302.24,307.93,304.08,295.40
2019-11-29 22:11:44.191000,L8,311.62,311.51,316.79,312.15
2019-12-22 22:17:51.823000,L8,309.24,308.50,304.07,295.20
2019-12-31 22:11:38.231000,L8,320.11,323.45,327.36,324.83
2020-01-16 22:11:35.087000,L8,290.32,297.03,250.24,300.00
2020-01-23 22:17:43.927000,L8,271.97,283.52,,
2020-02-08 22:17:38.924000,L8,290.03,298.03,292.62,289.48
2020-02-17 22:11:26.315000,L8,309.02,317.64,320.31,317.07
2020-02-24 22:17:35.189000,L8,301.45,307.34,306.99,297.69
2020-04-21 22:10:57.868000,L8,,,293.47,300.44
2020-04-28 22:17:04.952000,L8,291.82,271.83,269.11,283.61
2020-07-01 22:17:22.957000,L8,,,286.15,285.36
2020-07-10 22:11:15.773000,L8,,,305.56,301.56
2020-08-02 22:17:33.048000,L8,309.47,319.29,324.27,322.92
2020-08-27 22:11:32.405000,L8,307.61,318.43,328.51,331.42
2020-09-03 22:17:46.393000,L8,287.22,293.03,295.45,285.28
2020-09-12 22:11:38.984000,L8,309.99,315.40,326.30,311.89
2020-12-17 22:11:45.420000,L8,317.62,315.17,322.39,312.33
2021-01-02 22:11:41.110000,L8,318.31,319.96,325.36,323.55
2021-01-25 22:17:44.203000,L8,298.49,292.59,286.32,288.24
2021-02-19 22:11:27.994000,L8,287.44,298.04,,298.37
2021-02-26 22:17:35.944000,L8,258.14,,,
2021-03-30 22:17:22.624000,L8,250.07,,,
2021-04-15 22:17:16.883000,L8,263.77,283.95,,
2021-04-24 22:11:01.432000,L8,267.76,299.11,247.22,301.70
2021-05-01 22:17:07.841000,L8,,,,280.83
2021-05-26 22:11:07.110000,L8,,,,264.44
2021-06-18 22:17:27.030000,L8,554.16,321.22,319.13,328.76
2021-07-13 22:11:19.559000,L8,,295.59,238.19,299.25
2021-10-01 22:11:46.773000,L8,296.53,302.09,307.67,
2021-10-24 22:18:01.850000,L8,272.01,,,
2021-11-18 22:11:44.821000,L8,315.93,319.31,318.77,310.43
2021-11-25 22:17:57.047000,L8,302.45,306.52,298.74,288.57
2021-12-19 22:17:52.616000,L9,304.16,305.40,299.10,293.74
2022-01-21 22:11:35.958000,L8,324.13,317.08,322.12,321.33
2022-02-14 22:11:37.090000,L9,291.98,,,
2022-02-21 22:17:43.336000,L9,287.22,283.46,,
2022-03-09 22:17:37.608000,L9,260.43,273.81,,
2022-03-26 22:11:11.888000,L8,308.46,310.71,314.33,310.69
2022-05-12 22:17:13.223000,L9,297.30,302.72,297.50,295.81
2022-06-05 22:17:39.656000,L8,,,,292.02
2022-06-21 22:17:48.970000,L8,,,,289.61
2022-06-29 22:17:28.498000,L9,,,,289.75
2022-07-16 22:11:39.057000,L8,,,,270.93
2022-08-09 22:11:34.517000,L9,267.80,293.67,,299.21
2022-09-09 22:18:11.619000,L8,300.43,310.16,303.65,295.61
2022-09-17 22:17:54.625000,L9,302.59,314.55,305.58,297.51
2022-10-19 22:18:03.080000,L9,299.74,313.47,302.40,296.48
2022-11-04 22:18:00.514000,L9,303.65,310.39,302.43,296.07
2022-11-13 22:11:53.247000,L9,319.00,320.98,319.35,319.51
2022-12-22 22:17:59.519000,L9,292.36,285.72,283.68,280.26
2023-01-24 22:11:46.723000,L8,313.44,311.94,313.98,311.91
2023-01-31 22:17:58.841000,L8,300.53,298.51,291.27,
2023-02-08 22:18:06.517000,L9,,291.09,290.47,288.25
2023-02-16 22:17:50.035000,L8,308.19,306.67,299.83,297.38
2023-03-13 22:11:23.206000,L8,,,,297.04
2023-05-16 22:10:40.417000,L8,301.78,318.88,318.10,322.35
2023-05-23 22:16:53.942000,L8,,,279.71,281.06
2023-05-24 22:10:53.254000,L9,,,295.79,301.18
2023-06-08 22:17:00.359000,L8,321.02,338.22,318.33,380.68
2023-06-09 22:10:48.959000,L9,,,,301.71
2023-06-17 22:10:53.102000,L8,,,304.98,305.07
2023-07-03 22:11:03.475000,L8,,273.42,310.25,313.58
2023-07-18 22:17:12.131000,L9,296.33,309.84,302.24,299.08
2023-08-03 22:17:19.817000,L9,,,282.18,282.33
2023-08-11 22:17:27.875000,L8,,,284.12,282.35
2023-09-05 22:11:22.812000,L8,,,,281.88
2023-09-13 22:11:29.496000,L9,297.92,311.28,309.35,304.02
2023-09-20 22:17:40.026000,L9,298.87,310.28,305.67,298.30
2023-09-28 22:17:43.092000,L8,263.61,,,
2023-10-14 22:17:45.774000,L8,303.66,315.86,310.84,297.58
2023-10-22 22:17:50.479000,L9,304.68,318.85,322.42,308.16
2023-11-07 22:17:46.155000,L9,309.37,313.36,302.49,305.18
2023-11-15 22:17:47.856000,L8,327.44,321.48,314.51,303.14
2023-11-24 22:11:40.049000,L8,321.28,316.90,317.35,312.35
2023-12-01 22:17:46.993000,L8,421.13,320.76,322.53,376.51
2023-12-09 22:17:50.740000,L9,,361.07,355.88,326.36
2023-12-17 22:17:48.418000,L8,307.44,306.11,299.16,293.03
2023-12-18 22:11:45.147000,L9,313.96,317.83,318.21,318.57
2024-01-10 22:17:52.010000,L9,520.24,352.96,338.28,330.95
2024-01-11 22:11:32.492000,L8,317.03,318.15,313.96,312.03
2024-02-04 22:11:43.788000,L9,313.42,317.23,318.00,312.39
2024-02-11 22:17:53.113000,L9,301.46,305.45,300.67,293.53
2024-02-19 22:17:39.652000,L8,302.08,311.53,301.99,294.23
2024-02-27 22:17:43.972000,L9,298.89,305.90,299.68,293.65
2024-02-28 22:11:24.294000,L8,313.66,319.53,318.11,315.30
2024-03-23 22:11:31.656000,L9,268.53,,,
2024-03-30 22:17:36.478000,L9,298.94,313.19,307.03,299.33
2024-04-08 22:11:23.266000,L9,,,252.05,294.47
2024-04-15 22:17:28.257000,L9,299.37,309.62,306.95,298.35
2024-04-23 22:17:03.194000,L8,302.18,310.07,314.17,307.71
2024-05-01 22:17:11.831000,L9,299.80,313.28,313.82,307.28
2024-05-02 22:10:44.568000,L8,,300.25,300.43,300.96
2024-05-09 22:16:51.826000,L8,,292.84,290.36,282.60
2024-05-10 22:11:00.825000,L9,268.82,304.46,308.15,304.29
2024-05-17 22:17:03.987000,L9,,,272.24,276.56
2024-06-26 22:16:52.651000,L8,,276.79,284.37,286.11
2024-06-27 22:10:29.087000,L9,,288.30,299.22,301.16
2024-07-12 22:17:00.992000,L8,,295.70,295.09,289.31
2024-08-21 22:17:19.711000,L9,,268.99,279.55,274.71
2024-08-22 22:11:10.580000,L8,,288.80,298.80,298.38
2024-08-29 22:17:21.978000,L8,298.89,308.45,307.93,301.16
2024-09-14 22:17:30.908000,L8,,270.97,284.66,287.54
2024-09-22 22:17:21.161000,L9,302.01,315.86,320.38,313.32
2024-09-23 22:11:18.739000,L8,308.15,318.62,324.28,315.82
2024-11-01 22:17:31.195000,L8,309.24,310.14,306.96,299.99
2024-11-02 22:11:29.815000,L9,295.41,299.74,292.68,286.58
2024-11-17 22:17:38.841000,L8,262.77,,,
2024-11-25 22:17:51.900000,L9,303.85,309.86,303.07,296.19
2024-12-03 22:17:45.212000,L8,314.77,319.39,320.75,315.04
2024-12-04 22:11:36.525000,L9,313.43,319.74,319.46,313.96
2024-12-28 22:11:26.745000,L8,373.89,320.13,319.44,317.20
2025-01-05 22:11:31.099000,L9,312.34,314.82,319.22,316.19
2025-01-12 22:17:45.559000,L9,302.07,307.13,304.61,297.02
2025-01-28 22:17:42.532000,L9,303.06,307.55,301.81,298.17
2025-01-29 22:11:28.545000,L8,,,,297.56
2025-02-06 22:11:31.478000,L9,310.83,318.55,318.23,313.01
2025-02-21 22:17:31.397000,L8,579.47,313.21,304.88,302.70
2025-02-22 22:11:33.420000,L9,297.08,283.40,,300.28
2025-03-25 22:17:16.100000,L8,300.85,308.82,302.68,296.94
2025-04-19 22:10:53.223000,L8,,298.27,297.25,304.36
2025-05-04 22:17:17.676000,L9,287.15,314.21,304.57,298.58
2025-05-12 22:16:59.753000,L8,,283.58,281.50,286.36
2025-05-13 22:10:58.639000,L9,,296.84,294.59,302.71
2025-05-20 22:17:06.544000,L9,,281.92,283.59,284.35
2025-05-21 22:10:52.095000,L8,,301.24,304.34,304.00
2025-05-29 22:10:51.794000,L9,,,285.43,299.62
2025-06-06 22:10:54.888000,L8,,291.60,305.39,304.89
2025-06-13 22:17:12.853000,L8,,295.33,292.39,288.79
2025-06-21 22:17:14.951000,L9,,,276.07,281.74
2025-06-22 22:11:07.771000,L8,,302.00,308.60,307.82
2025-06-29 22:17:21.081000,L8,,281.08,281.35,282.30
2025-06-30 22:11:07.788000,L9,,,273.81,295.15
2025-07-23 22:17:27.519000,L9,288.43,312.62,303.87,299.23
2025-07-24 22:11:17.990000,L8,,301.52,307.72,306.47
2025-07-31 22:17:29.909000,L8,,285.92,287.85,285.94
2025-08-01 22:11:18.967000,L9,,,291.51,298.84
2025-08-09 22:11:25.572000,L8,260.69,300.45,306.54,306.04
2025-09-02 22:11:35.536000,L9,,,282.73,296.08
2025-09-18 22:11:37.859000,L9,,309.08,313.83,315.96
2025-09-25 22:17:52.465000,L9,260.53,266.29,287.14,279.81
2025-10-19 22:17:50.450000,L8,302.69,312.35,306.53,295.61
2025-11-04 22:17:53.875000,L8,307.04,309.20,306.76,296.56
2025-11-05 22:11:46.482000,L9,315.28,319.30,323.05,318.59
2025-11-13 22:11:40.635000,L8,313.58,317.75,316.89,310.96
