dates,nzd0379-0000,nzd0379-0002,nzd0379-0003,nzd0379-0004,nzd0379-0005,nzd0379-0006,nzd0379-0007,nzd0379-0008,nzd0379-0009,nzd0379-0010,nzd0379-0011,nzd0379-0012,nzd0379-0013,nzd0379-0014,nzd0379-0015,nzd0379-0016,nzd0379-0017,nzd0379-0018,nzd0379-0019,nzd0379-0020,nzd0379-0021,nzd0379-0022,nzd0379-0023,nzd0379-0024,nzd0379-0025,nzd0379-0026,nzd0379-0027,nzd0379-0028,nzd0379-0029,nzd0379-0030,nzd0379-0031,nzd0379-0032,nzd0379-0033,nzd0379-0034,nzd0379-0035,nzd0379-0036,nzd0379-0037,nzd0379-0038,nzd0379-0039,nzd0379-0040,nzd0379-0001
2015-07-20 22:19:10+00:00,289.95,313.50166666666667,319.4175,298.65857142857146,306.80285714285714,304.0366666666667,304.46999999999997,308.17,306.20142857142855,310.00857142857143,296.69166666666666,288.4816666666666,288.825,232.8166666666667,303.7966666666666,313.22799999999995,313.64285714285717,315.9183333333333,335.105,328.47749999999996,294.93,299.2425,314.276,334.2633333333333,350.445,309.48,306.846,303.504,299.72999999999996,304.7633333333334,304.3442857142857,315.6383333333333,317.065,336.134,335.89666666666665,322.19,346.49666666666667,315.19,325.38000000000005,269.74,315.7425
2015-09-06 22:19:26+00:00,290.3,308.454,314.34,296.198,302.356,306.788,307.83,303.73,302.17199999999997,305.294,299.86,291.5,291.852,235.215,293.676,309.93333333333334,310.654,308.04200000000003,326.2733333333333,319.50333333333333,293.215,296.1125,301.815,313.315,345.9466666666667,307.8833333333334,306.398,301.20799999999997,289.9533333333333,309.266,298.306,307.4825,315.265,325.6325,334.3333333333333,321.6233333333333,343.36,317.46000000000004,327.6066666666666,,306.98333333333335
2016-01-05 22:13:29+00:00,289.79499999999996,324.74333333333334,327.8133333333333,318.39,317.33666666666664,323.9933333333333,330.1266666666667,327.16,328.00666666666666,329.92,313.625,307.87,306.08000000000004,,307.505,308.06,331.05999999999995,329.75000000000006,330.81499999999994,321.66499999999996,302.06999999999994,302.47,308.84,313.315,350.96500000000003,340.21500000000003,334.4433333333333,313.44999999999993,,337.6266666666667,305.70500000000004,309.3,323.44499999999994,341.8633333333334,354.48,329.74,364.04,340.93333333333334,339.7033333333334,,316.35
2016-02-13 22:19:32+00:00,295.825,338.74333333333334,331.67999999999995,318.94666666666666,317.3433333333333,323.58666666666664,335.82000000000005,332.96500000000003,333.61499999999995,335.28000000000003,310.89,306.9,303.44,,307.67,308.76,322.45,319.99,315.45,307.93,304.09,302.16,310.84,314.75,339.74,340.21500000000003,342.56499999999994,314.74,,349.98,307.54,312.87,325.41,350.9150000000001,354.48,329.74,364.04,354.21999999999997,353.6700000000001,,319.6233333333334
2016-06-13 22:13:06+00:00,300.65,334.60333333333335,323.55499999999995,310.68,307.5466666666667,314.1333333333334,321.78499999999997,318.785,319.53999999999996,321.46500000000003,284.31,273.97,276.24,237.68,270.98,,286.56,281.61,,,,,,,,359.68,323.71500000000003,279.62,261.05,326.125,285.88,,,369.17,368.73,,364.04,371.03,367.35,,327.26500000000004
2016-08-07 22:19:37+00:00,300.65,331.69500000000005,296.96,294.7,297.515,303.47,290.27,288.45500000000004,286.95000000000005,289.265,283.16999999999996,272.13,275.615,233.37,272.83500000000004,,287.41499999999996,281.83000000000004,,,,265.53,,,,,286.855,279.15,263.11,288.475,286.94,,,,311.41,,,,,,319.18
2016-09-08 22:19:48+00:00,289.57,307.665,302.97,290.2,295.0,302.765,299.69666666666666,297.24666666666667,297.09,298.40333333333336,292.91,283.7966666666667,286.03333333333336,233.37,284.74666666666667,310.29,298.18666666666667,294.56,314.05,310.08,302.25,285.615,314.89,315.94,335.97,322.39,298.1433333333334,291.4066666666667,263.11,297.58666666666664,294.46666666666664,313.2,325.99,340.26,325.28,326.07,,,328.62,,307.7
2016-12-29 22:19:49+00:00,289.57,313.04,308.98,287.79499999999996,292.875,300.755,298.34666666666664,296.7133333333333,293.6433333333334,296.32,291.61333333333334,283.06,284.21,228.04500000000002,286.24,294.23,299.32666666666665,301.035,314.05,310.08,302.25,279.06,314.89,315.94,335.97,303.86,299.4533333333333,291.00666666666666,264.605,299.37,292.62333333333333,303.85,325.99,323.71000000000004,321.25,326.07,,,328.62,253.34,307.7
2017-02-15 22:19:31+00:00,288.06,313.605,311.28499999999997,291.80333333333334,298.12333333333333,305.84,307.8666666666666,306.34,302.69,305.56666666666666,301.6766666666667,295.84,295.34999999999997,227.03,298.84,301.4566666666667,310.3866666666667,319.515,316.28499999999997,310.48,303.945,285.825,315.355,315.97,335.895,310.3633333333333,309.75,297.16999999999996,264.04,309.2866666666667,300.49,308.52,327.0,328.1766666666667,330.65999999999997,327.4,350.67,323.69,329.40999999999997,253.34,309.695
2017-02-24 22:13:17+00:00,288.06,303.2366666666667,311.28499999999997,287.125,289.48,300.8175,302.895,300.25,293.61249999999995,300.61,296.45,289.71000000000004,289.72,227.6,291.9375,295.26,304.91,319.515,316.28499999999997,310.48,291.8833333333333,279.76666666666665,315.355,315.97,335.895,310.3633333333333,309.75,297.16999999999996,264.04,309.2866666666667,300.49,308.52,327.0,328.1766666666667,330.65999999999997,327.4,350.67,323.69,329.40999999999997,253.34,309.695
2017-03-28 22:13:00+00:00,286.55,298.6333333333334,305.51,283.2425,285.945,296.355,298.2975,295.57,287.77750000000003,295.565,291.9925,282.62249999999995,281.425,226.78333333333333,282.29,282.45000000000005,288.095,319.01,318.52,310.88,286.7,266.79999999999995,315.82,316.0,335.82,301.0566666666667,300.3233333333333,282.89,264.78,302.8333333333333,293.3066666666667,301.64666666666665,328.01,322.135,326.41499999999996,328.73,350.67,308.265,319.48,247.72,311.69
2017-06-07 22:19:15+00:00,286.55,298.6333333333334,305.51,282.07399999999996,277.914,294.304,296.616,294.006,288.366,293.842,290.0,279.914,279.372,227.5675,272.004,274.91200000000003,281.52200000000005,294.33,318.52,310.88,286.7,262.18666666666667,315.82,316.0,335.82,301.0566666666667,300.3233333333333,282.89,262.60999999999996,302.8333333333333,290.2025,301.64666666666665,328.01,322.135,326.41499999999996,328.73,350.67,308.265,319.48,229.89333333333335,311.69
2017-06-16 22:13:07+00:00,286.55,299.53000000000003,303.6066666666666,281.8616666666667,278.805,293.75666666666666,296.09999999999997,292.94666666666666,287.95166666666665,292.9683333333333,289.24,278.9933333333333,278.18,229.13000000000002,265.68833333333333,270.4166666666667,279.12,289.48333333333335,318.52,310.88,286.7,262.18666666666667,315.82,316.0,335.82,301.0566666666667,295.3575,282.17,263.7025,298.645,289.048,301.64666666666665,328.01,322.135,326.41499999999996,328.73,350.67,308.265,319.48,221.2025,311.69
2017-07-02 22:13:11+00:00,286.55,303.15200000000004,307.84749999999997,287.7633333333333,284.52500000000003,299.63,301.8233333333333,297.9783333333333,294.39166666666665,298.3833333333333,294.92833333333334,284.815,283.6616666666667,229.65500000000003,263.73400000000004,268.866,276.948,295.5325,314.96500000000003,308.635,292.19,260.305,312.695,315.755,337.28999999999996,317.11666666666673,302.09749999999997,294.19,263.59,303.8775,294.13599999999997,305.58666666666664,324.71500000000003,329.475,338.185,325.14,350.67,312.31333333333333,309.41,215.63,307.525
2017-08-03 22:13:23+00:00,286.55,304.705,309.268,290.3542857142857,288.49142857142857,302.92571428571426,307.21285714285716,302.49571428571426,300.9171428571429,303.8085714285714,299.7057142857143,290.97999999999996,290.48857142857145,229.65500000000003,263.73400000000004,268.866,276.948,302.48199999999997,312.94666666666666,307.09999999999997,293.9175,260.305,311.8,313.5933333333333,335.42333333333335,317.9725,305.61199999999997,300.1125,263.59,311.11199999999997,298.7683333333333,305.70500000000004,323.39000000000004,327.9866666666667,345.45666666666665,326.18,350.31,318.22249999999997,314.0875,215.63,307.525
2018-05-02 22:12:33+00:00,,,,245.7,275.91,276.88,285.31,281.05,,285.32,278.14,,273.39,230.55,263.28,253.88,273.34,,263.91,,239.73,245.0,255.14,,,,267.26,263.54,256.37,,,,,,,,,,,201.51,
2018-06-19 22:12:21+00:00,,,,262.07,281.83500000000004,282.855,289.26,286.03499999999997,,287.83500000000004,281.68,,274.37,233.92000000000002,265.525,256.07,267.635,,266.72,,246.945,255.97,261.875,,,,276.66499999999996,271.365,263.5,,288.35,,,,,,,,,201.51,
2018-08-22 22:12:54+00:00,,,,261.56666666666666,281.31666666666666,281.6433333333334,287.67,278.19666666666666,,286.08,280.82,,271.3666666666667,230.14666666666668,253.04666666666665,253.97333333333333,263.9066666666667,,264.18333333333334,,248.01999999999998,256.21,262.47333333333336,,,,277.7,271.17,261.92333333333335,,282.545,,,,,,,,,200.315,
2018-08-29 22:19:08+00:00,,294.02,298.35,272.5775,289.3675,290.52750000000003,296.13,289.09749999999997,339.1,286.08,280.82,342.22,271.3666666666667,230.14666666666668,253.04666666666665,253.97333333333333,263.9066666666667,344.63,264.18333333333334,,248.01999999999998,256.21,262.47333333333336,337.78,341.53,341.41,277.7,271.17,261.92333333333335,335.7,282.545,,,,367.22,367.39,,340.13,337.83,200.315,293.36
2018-09-14 22:19:12+00:00,,294.02,298.35,272.402,287.452,289.332,294.286,288.63800000000003,339.1,286.685,281.40500000000003,342.22,272.22,229.745,253.04666666666665,259.655,268.3625,344.63,264.65,,250.6875,258.13,263.83500000000004,337.78,341.53,341.41,279.705,271.9525,262.615,335.7,281.87,,,,339.57000000000005,367.39,,340.13,337.83,207.9766666666667,293.36
2018-11-10 22:13:20+00:00,,294.02,298.35,290.28599999999994,290.3375,292.44500000000005,296.53000000000003,290.535,339.1,287.14000000000004,282.4933333333334,342.22,271.83000000000004,229.4766666666667,247.93,261.58,266.7033333333334,344.63,264.8966666666666,,254.34,262.50666666666666,266.7333333333334,337.78,341.53,341.41,283.8533333333333,274.75666666666666,264.69666666666666,335.7,281.87,,,,339.57000000000005,367.39,,340.13,337.83,211.21000000000004,293.36
2019-01-04 22:19:27+00:00,,284.595,295.635,295.31399999999996,296.1525,299.545,303.96000000000004,290.3733333333334,335.34000000000003,285.53499999999997,281.13000000000005,330.21500000000003,270.07000000000005,225.57,228.09,263.23999999999995,269.09000000000003,337.495,262.5799999999999,316.92,254.43,260.28999999999996,265.7950000000001,334.66499999999996,338.395,336.645,282.745,272.53999999999996,261.73,339.245,278.63,,344.17,347.7,342.90000000000003,354.005,345.77,339.725,339.4,211.21000000000004,289.28499999999997
2019-02-14 22:13:09+00:00,,284.595,295.635,295.31399999999996,292.714,296.264,300.35,287.63250000000005,335.34000000000003,284.00666666666666,279.3766666666667,330.21500000000003,269.5233333333333,226.21666666666667,245.85500000000002,263.81333333333333,272.5833333333333,337.495,263.9733333333333,316.92,256.0,259.3933333333333,262.6333333333334,334.66499999999996,338.395,336.645,283.4566666666667,271.16333333333336,261.61999999999995,339.245,278.97333333333336,293.0,344.17,347.7,334.88750000000005,354.005,345.77,339.725,339.4,226.62,289.28499999999997
2019-03-02 22:13:05+00:00,303.98,289.79,299.265,303.635,295.04999999999995,301.375,304.975,283.1050000000001,331.17999999999995,284.725,279.51500000000004,318.78,271.60499999999996,228.025,263.62,270.83000000000004,280.65,336.58000000000004,291.46666666666664,329.25,258.915,260.745,262.115,342.105,339.885,331.76,285.30000000000007,271.355,263.04499999999996,348.915,280.09000000000003,293.0,351.615,346.27,329.26,334.445,350.42999999999995,344.23,346.935,240.37,292.46
2019-05-05 22:12:52+00:00,303.98,289.79,299.265,304.125,296.60749999999996,306.98333333333335,305.575,270.93,331.17999999999995,282.04499999999996,276.935,318.78,268.53999999999996,227.2,263.62,255.42,274.68,336.58000000000004,304.17499999999995,329.25,259.14,257.6,256.31,342.105,339.885,331.76,276.06,268.41,257.41999999999996,348.915,279.66,293.0,351.615,346.27,335.03999999999996,334.445,300.50333333333333,344.23,346.935,227.865,292.46
2019-06-06 22:13:11+00:00,303.98,294.88000000000005,303.40333333333336,297.67,300.272,310.9325,309.354,270.93,329.05333333333334,282.04499999999996,291.0466666666667,321.51,281.65333333333336,227.2,263.62,255.42,274.68,333.8933333333334,305.56666666666666,323.47333333333336,259.14,277.295,256.31,332.31,339.885,329.6466666666667,276.06,268.41,257.41999999999996,336.84666666666664,294.16,298.975,343.2266666666667,344.3966666666667,337.3225,340.9533333333333,300.50333333333333,344.34666666666664,344.4533333333334,227.865,297.72999999999996
2019-06-29 22:19:29+00:00,303.98,294.88000000000005,303.40333333333336,293.562,298.5333333333333,305.066,306.12833333333333,270.93,315.84749999999997,281.25333333333333,288.4875,308.1375,276.5075,228.24,263.62,251.74666666666667,274.68,318.4175,305.56666666666666,323.47333333333336,259.14,277.295,256.31,332.31,339.885,329.6466666666667,276.06,266.245,259.48,336.84666666666664,294.16,298.975,343.2266666666667,344.3966666666667,337.3225,340.9533333333333,300.50333333333333,344.34666666666664,344.4533333333334,216.49,297.72999999999996
2019-07-24 22:13:24+00:00,303.98,304.735,308.645,287.91,292.09499999999997,296.53200000000004,300.095,270.93,301.0725,281.705,285.492,293.7775,273.398,228.14499999999998,263.62,248.905,274.68,301.7275,305.56666666666666,326.75,259.14,277.295,256.31,332.69000000000005,344.51,328.53000000000003,276.06,266.245,259.48,333.875,294.16,298.975,342.755,342.745,333.24333333333334,341.12,277.87,346.86,346.19500000000005,216.49,303.99
2019-07-31 22:19:38+00:00,303.98,304.735,308.645,286.17,292.0157142857143,294.62666666666667,299.34857142857146,270.61333333333334,298.496,282.908,285.30833333333334,289.87,273.02166666666665,228.91199999999998,246.625,250.17399999999998,280.0133333333333,298.68,297.1175,326.75,247.67,272.4766666666667,259.48,332.69000000000005,344.51,328.53000000000003,280.0933333333333,268.3833333333334,259.4925,318.14000000000004,289.5966666666667,298.975,342.755,342.745,333.24333333333334,341.12,249.45333333333335,346.86,346.19500000000005,211.6225,303.99
2019-09-17 22:19:53+00:00,,305.06,311.68,281.58666666666664,289.545,289.894,295.515,271.3466666666667,288.61,284.072,285.8433333333333,279.95,273.69666666666666,228.81599999999997,229.63,251.58,280.31333333333333,284.21400000000006,282.18666666666667,311.92,224.20999999999998,273.4733333333333,264.32,312.72,,325.42,278.34,268.6933333333333,259.5525,295.46666666666664,289.92333333333335,296.565,326.45,340.65,344.17,353.97,204.97,344.58,339.49,198.83499999999998,308.27
2019-10-28 22:13:48+00:00,,305.06,311.68,275.4114285714286,287.4971428571428,288.47499999999997,293.93285714285713,270.0575,281.05333333333334,280.515,284.07142857142856,277.0783333333333,271.2785714285714,228.08,229.07,252.99333333333334,277.3475,280.7483333333334,278.315,311.92,224.20999999999998,267.46,261.94,312.72,,325.42,272.5075,263.2125,259.5525,295.46666666666664,289.92333333333335,296.565,326.45,321.67999999999995,344.17,353.97,212.45499999999998,344.58,339.49,198.03799999999998,308.27
2020-01-23 22:19:43+00:00,,329.69,321.41,277.1925,292.4275,295.0675,300.965,288.255,288.55,279.0733333333333,278.96999999999997,268.90333333333336,281.515,227.80333333333337,229.07,262.43333333333334,279.8666666666667,273.46000000000004,268.3033333333333,,224.20999999999998,257.6166666666666,261.94,345.36,354.12,343.4,274.2633333333333,262.92333333333335,260.58500000000004,286.845,280.555,288.18,350.18,302.71,356.68,357.21,216.39,346.75,358.68,199.38666666666666,331.3
2020-03-27 22:19:19+00:00,290.69,310.04499999999996,311.19500000000005,285.4866666666667,301.96,309.33666666666664,312.99333333333334,307.2033333333333,301.5033333333334,262.73,273.44,262.72,295.59,224.4,228.51,260.06,268.45,263.42,266.7,322.16,,249.42,257.18,330.615,346.055,339.955,255.01,246.77,,,,,350.18,319.36,353.9,357.21,234.91,335.99,344.42,194.85,311.11
2020-04-28 22:19:04+00:00,290.69,310.04499999999996,311.19500000000005,298.7366666666667,306.2966666666667,311.43333333333334,314.96666666666664,314.74333333333334,314.53333333333336,284.53,282.05,270.61,300.54333333333335,230.57,265.73,256.92,281.67,277.24,266.82,322.16,,,263.5,330.615,346.055,312.14666666666665,270.86,264.48,246.0,,,,350.18,336.01,353.9,357.21,,289.3833333333333,293.68666666666667,201.81,311.11
2020-05-30 22:19:04+00:00,290.69,310.04499999999996,311.19500000000005,298.7366666666667,306.2966666666667,311.43333333333334,314.96666666666664,306.615,305.24,282.735,280.755,268.22,292.72,229.56,265.73,249.895,269.19500000000005,273.19,266.82,322.16,,,263.5,330.615,346.055,312.14666666666665,270.13,266.74,251.91,,,,350.18,336.01,353.9,357.21,,262.805,269.0125,196.155,311.11
2020-07-01 22:19:22+00:00,290.69,310.04499999999996,311.19500000000005,291.915,306.2966666666667,301.6325,307.1325,306.615,298.92400000000004,278.5333333333333,277.67333333333335,267.2633333333333,284.634,225.86,265.73,245.24,264.7633333333334,270.6766666666667,266.82,322.16,,,263.5,330.615,346.055,312.14666666666665,269.30333333333334,266.12333333333333,246.60666666666665,,,,350.18,336.01,353.9,357.21,,262.805,269.0125,196.155,311.11
2020-07-17 22:19:28+00:00,290.69,310.04499999999996,311.19500000000005,289.01800000000003,302.7275,297.83000000000004,303.956,302.23400000000004,296.5216666666667,279.71999999999997,278.65,267.65250000000003,282.245,227.3625,265.73,246.4425,265.34000000000003,272.93,267.19,322.16,,,263.5,330.615,346.055,296.5575,273.1675,267.9325,249.1725,286.13,281.43,275.09,320.96000000000004,336.01,339.79333333333335,357.21,,248.058,253.87400000000002,196.58333333333334,311.11
2020-07-26 22:13:20+00:00,290.69,290.4,300.98,281.354,295.1775,288.57599999999996,294.392,293.9825,285.8816666666667,280.676,279.102,267.094,273.16,227.24200000000002,267.45000000000005,246.846,265.476,273.73199999999997,267.19,322.16,,,263.5,315.87,337.99,280.9433333333333,274.52799999999996,268.098,250.95,284.66499999999996,281.995,272.24,288.58500000000004,336.01,324.74,,,214.706,220.926,196.74,290.92
2020-08-11 22:13:23+00:00,290.69,290.4,300.98,280.6933333333333,294.304,287.715,293.29,291.492,284.5857142857143,281.26666666666665,278.6433333333334,267.12166666666667,272.62285714285713,226.48833333333334,258.67333333333335,247.74,264.8233333333333,273.7383333333333,267.19,322.16,246.61,252.37,264.225,315.87,337.99,272.45,274.515,267.46999999999997,251.3516666666667,284.66499999999996,281.995,272.24,288.58500000000004,336.01,324.74,,198.4,212.36666666666667,217.4416666666667,197.334,290.92
2020-09-19 22:19:51+00:00,290.69,290.4,300.98,279.94714285714286,292.42833333333334,287.0728571428571,292.3957142857143,290.23,283.4225,281.7442857142857,278.54857142857145,268.2642857142857,272.50874999999996,226.24571428571429,261.1825,251.8457142857143,265.1242857142857,274.5057142857143,267.94666666666666,322.16,251.905,253.07999999999998,263.53,315.87,337.99,274.556,275.9171428571429,267.74142857142857,252.45142857142858,285.46666666666664,280.8966666666667,269.90333333333336,291.38000000000005,336.01,324.74,,198.4,215.74142857142857,219.67000000000002,200.72333333333333,290.92
2020-10-14 22:13:44+00:00,,279.51,289.34,282.7728571428571,294.1516666666667,288.63142857142856,293.3,291.11333333333334,285.61125,288.49625,284.8925,275.70625,272.54375,237.26875,271.114,260.4625,273.495,281.695,280.0725,315.84,274.3566666666666,277.15333333333336,280.525,345.36,342.51,274.04,283.02875,274.595,252.45142857142858,298.075,294.2625,269.90333333333336,304.6675,346.8,324.8766666666666,359.45,198.4,217.3457142857143,201.25500000000002,200.72333333333333,
2020-10-21 22:19:55+00:00,302.44,288.995,295.985,285.97249999999997,296.4371428571429,292.16125,297.01374999999996,295.2742857142857,289.3066666666667,291.59555555555556,288.3366666666667,279.8911111111111,277.04,245.43444444444444,278.0733333333333,266.5188888888889,279.05111111111114,286.50666666666666,286.518,314.16999999999996,282.825,284.945,288.27599999999995,331.735,338.53,282.105,287.8644444444444,279.4144444444444,252.45142857142858,301.264,297.52,269.90333333333336,309.56399999999996,343.07,329.53499999999997,344.605,198.4,230.8775,201.25500000000002,200.72333333333333,304.17
2020-12-24 22:19:54+00:00,302.44,288.75333333333333,296.3233333333333,289.1975,299.49142857142857,295.88125,300.86875,302.67833333333334,295.585,296.85875000000004,293.305,286.09,282.2425,256.90875,285.07166666666666,276.34375,286.57124999999996,294.06125,294.97400000000005,312.93,286.424,289.29,298.562,326.67333333333335,339.52,294.91333333333336,296.78625,290.9975,252.66800000000003,304.51666666666665,299.055,269.90333333333336,312.46166666666664,342.34,333.29599999999994,338.59999999999997,198.4,256.26142857142855,205.08,203.0075,299.76
2021-01-25 22:19:43+00:00,302.44,288.75333333333333,296.3233333333333,297.34399999999994,302.842,306.02200000000005,308.61,306.27200000000005,305.792,314.15000000000003,308.93833333333333,304.09,292.838,284.81166666666667,293.59166666666664,299.3566666666667,306.20166666666665,310.99,308.00199999999995,312.93,286.424,289.29,298.562,326.67333333333335,339.52,303.938,314.16,312.15833333333336,256.20500000000004,320.71999999999997,307.585,265.23,324.4,342.34,347.7933333333333,338.59999999999997,198.4,284.954,216.53000000000003,208.68999999999994,299.76
2021-03-23 22:13:13+00:00,302.44,288.75333333333333,296.3233333333333,302.935,305.6875,312.84499999999997,314.26,313.055,313.25750000000005,320.618,316.028,310.52599999999995,298.35249999999996,315.34,312.93,316.8625,327.17999999999995,318.762,317.6375,312.93,309.43666666666667,313.43,321.9066666666667,326.67333333333335,339.52,329.91333333333336,331.54499999999996,334.8125,262.21,329.13249999999994,317.2133333333333,240.59,333.5433333333333,342.34,347.7933333333333,338.59999999999997,,319.8125,261.63,240.15,299.76
2021-05-17 22:19:12+00:00,282.98,297.14,299.61,295.53999999999996,301.5966666666667,306.80333333333334,308.69,307.3433333333333,302.9566666666667,315.885,311.16,304.45500000000004,293.00666666666666,312.0133333333333,307.31333333333333,315.85,326.56499999999994,312.2633333333333,320.9,310.45,300.82,306.67,314.93,316.55,341.5,333.38,333.40999999999997,349.355,262.21,333.30499999999995,306.73,240.59,326.95,340.88,348.34,326.59,,308.595,261.63,240.15,296.76
2021-06-02 22:19:21+00:00,282.98,297.14,299.61,290.585,297.20750000000004,300.305,302.655,300.995,296.98,309.20799999999997,303.54200000000003,297.822,286.8975,312.0133333333333,307.31333333333333,315.85,326.56499999999994,303.605,320.9,310.45,300.82,306.67,314.93,316.55,341.5,333.38,333.40999999999997,349.355,259.745,333.30499999999995,290.795,240.59,326.95,340.88,348.34,326.59,,308.595,261.63,240.15,296.76
2021-09-06 22:19:50+00:00,282.98,306.01,302.22,286.5475,294.85,293.99749999999995,298.79499999999996,295.72249999999997,293.23249999999996,293.7975,290.4675,282.64250000000004,280.6375,283.58500000000004,293.88,293.75,306.74,287.68333333333334,,,,,,,,,,,259.745,,274.86,240.59,,,,,,291.14,261.63,240.15,298.17
2021-11-02 22:13:50+00:00,282.98,305.34000000000003,303.115,296.755,301.94000000000005,304.125,310.6575,312.2225,308.1225,304.74,300.7625,298.77250000000004,284.0733333333333,283.58500000000004,312.5466666666667,293.75,306.74,308.0566666666667,346.47,322.12,306.42,331.0,335.2,346.9,360.1,352.76,343.64,328.24,257.28,320.37,296.525,348.48,347.62,353.79,352.85,355.44,,330.57,,,298.43
2022-01-12 22:19:49+00:00,,319.295,314.21500000000003,311.7033333333333,319.8066666666667,310.30499999999995,321.00500000000005,325.70500000000004,320.685,311.93,310.145,308.72,280.42,267.3,321.855,293.75,306.74,323.27,346.47,322.12,306.42,331.0,335.2,346.9,360.1,352.76,343.64,328.24,,320.37,318.19,348.48,347.62,353.79,352.85,355.44,,330.57,,,308.9
2022-01-28 22:19:43+00:00,,319.295,325.9066666666667,321.5725,319.8066666666667,310.30499999999995,321.00500000000005,325.70500000000004,320.685,311.93,310.145,308.72,280.42,267.3,321.855,293.75,306.74,323.27,346.47,322.12,306.42,331.0,335.2,346.9,360.1,352.76,343.64,328.24,,320.37,318.19,348.48,347.62,353.79,352.85,355.44,,330.57,,,308.9
2022-02-13 22:19:40+00:00,,313.0266666666667,320.22,318.598,318.90999999999997,317.01666666666665,328.67333333333335,324.25333333333333,320.3566666666666,317.5833333333333,313.2133333333333,310.49,280.42,267.3,325.2066666666667,293.75,323.81,329.1433333333333,342.255,323.81,314.57500000000005,330.44,333.08500000000004,340.75,349.21500000000003,341.4,338.27,333.98,,328.595,328.20500000000004,344.855,348.59000000000003,351.875,353.645,354.85,,335.79499999999996,,,305.08666666666664
2022-03-01 22:19:36+00:00,,319.985,323.468,321.07666666666665,322.848,325.365,335.37,331.365,326.06,323.4075,320.63,318.5125,280.42,267.3,328.2975,293.75,323.81,333.71,344.04,329.5,314.57500000000005,330.44,333.08500000000004,340.75,348.9633333333333,345.77666666666664,338.27,343.42,,336.8866666666667,336.25333333333333,344.855,348.59000000000003,351.875,354.32,356.4066666666667,,337.9433333333333,,,314.1925
2022-03-02 22:13:25+00:00,,319.985,323.468,314.4614285714286,322.848,316.85,335.37,331.365,326.06,323.4075,320.63,318.5125,267.395,267.3,328.2975,278.36,323.81,333.71,344.04,329.5,314.57500000000005,330.44,333.08500000000004,340.75,348.9633333333333,345.77666666666664,338.27,343.42,250.47,336.8866666666667,336.25333333333333,344.855,348.59000000000003,351.875,354.32,356.4066666666667,192.03,337.9433333333333,,207.01,314.1925
2022-03-09 22:19:37+00:00,,321.262,321.5683333333333,318.09714285714284,325.42400000000004,322.90400000000005,340.7525,338.33250000000004,330.0925,330.39750000000004,324.6325,325.3325,283.21000000000004,310.91,333.065,289.26,332.375,338.2875,337.03000000000003,325.775,311.99,323.9266666666667,329.11,332.79333333333335,344.08,340.2,335.1766666666667,337.9,288.95,331.15,330.5875,336.56333333333333,342.42333333333335,346.43666666666667,352.32,350.0475,192.03,334.24,,207.01,315.26599999999996
2022-03-25 22:19:32+00:00,291.08,319.56333333333333,319.0257142857143,316.69625,322.8016666666667,322.09333333333336,336.73400000000004,335.48400000000004,328.434,327.916,322.268,322.78,291.3866666666667,309.20000000000005,328.396,296.01666666666665,328.41333333333336,335.122,331.98,323.24,309.51750000000004,319.1325,324.65250000000003,328.28499999999997,342.16999999999996,336.65999999999997,332.72,332.692,298.58,327.334,326.18600000000004,330.71500000000003,338.03,344.7525,351.546,345.336,192.03,331.12399999999997,,207.01,312.21666666666664
2022-03-26 22:13:11+00:00,291.08,319.56333333333333,319.0257142857143,313.00666666666666,318.2528571428571,317.79285714285714,329.61833333333334,328.1116666666667,322.07666666666665,322.215,316.2966666666667,315.3283333333333,287.65250000000003,296.4566666666667,320.09499999999997,292.04,319.5025,327.47833333333335,323.165,323.24,302.692,310.204,314.37600000000003,320.392,342.16999999999996,329.82166666666666,325.014,323.81,299.14750000000004,321.455,319.6333333333333,323.63800000000003,329.634,337.054,346.155,338.53833333333336,192.03,324.51,255.08,221.21499999999997,312.21666666666664
2022-04-03 22:13:21+00:00,291.08,320.7714285714286,318.73625,313.635,318.2528571428571,317.79285714285714,329.61833333333334,328.1116666666667,322.07666666666665,322.50428571428574,316.5728571428572,315.34857142857146,287.65250000000003,296.4566666666667,320.06857142857143,292.04,319.5025,327.47833333333335,323.165,323.22833333333335,305.09833333333336,310.6666666666667,316.5416666666667,325.68,343.97333333333336,329.82166666666666,325.014,323.81,299.14750000000004,321.455,319.6333333333333,323.63800000000003,329.634,337.054,346.155,338.53833333333336,192.03,324.51,255.08,221.21499999999997,312.0285714285714
2022-04-27 22:13:10+00:00,291.08,320.7714285714286,318.73625,310.5918181818182,314.8125,314.25875,323.45714285714286,321.54714285714283,316.29714285714283,317.66,310.09125,315.34857142857146,279.40999999999997,277.48,320.06857142857143,292.04,319.5025,327.47833333333335,323.165,323.22833333333335,305.09833333333336,310.6666666666667,316.5416666666667,325.68,343.97333333333336,322.50714285714287,318.005,317.0414285714286,292.61,316.1714285714285,313.86571428571426,318.6333333333334,323.02500000000003,329.93666666666667,346.155,338.53833333333336,192.03,319.18,234.83,216.41,312.0285714285714
