dates,nzd0398-0000,nzd0398-0001,nzd0398-0002,nzd0398-0003,nzd0398-0004,nzd0398-0005,nzd0398-0006,nzd0398-0007,nzd0398-0008,nzd0398-0010,nzd0398-0011,nzd0398-0012,nzd0398-0013,nzd0398-0014,nzd0398-0015,nzd0398-0016,nzd0398-0017,nzd0398-0018,nzd0398-0019,nzd0398-0020,nzd0398-0021,nzd0398-0022,nzd0398-0023,nzd0398-0024,nzd0398-0025,nzd0398-0026,nzd0398-0027,nzd0398-0028,nzd0398-0029,nzd0398-0030,nzd0398-0031,nzd0398-0032,nzd0398-0033,nzd0398-0034,nzd0398-0035,nzd0398-0036,nzd0398-0037,nzd0398-0038,nzd0398-0039,nzd0398-0040,nzd0398-0041,nzd0398-0042,nzd0398-0043,nzd0398-0044,nzd0398-0045,nzd0398-0046,nzd0398-0047,nzd0398-0048,nzd0398-0049,nzd0398-0050,nzd0398-0051,nzd0398-0052,nzd0398-0053,nzd0398-0054,nzd0398-0055,nzd0398-0056,nzd0398-0057,nzd0398-0058,nzd0398-0059,nzd0398-0060,nzd0398-0061,nzd0398-0062,nzd0398-0063,nzd0398-0064,nzd0398-0065,nzd0398-0066,nzd0398-0067,nzd0398-0068,nzd0398-0069,nzd0398-0070,nzd0398-0071,nzd0398-0072,nzd0398-0073,nzd0398-0074,nzd0398-0075,nzd0398-0076,nzd0398-0077,nzd0398-0078,nzd0398-0079,nzd0398-0080,nzd0398-0081,nzd0398-0082,nzd0398-0083,nzd0398-0084,nzd0398-0085,nzd0398-0086,nzd0398-0087,nzd0398-0088,nzd0398-0089,nzd0398-0090,nzd0398-0091,nzd0398-0092,nzd0398-0093,nzd0398-0094,nzd0398-0095,nzd0398-0096,nzd0398-0097,nzd0398-0098,nzd0398-0099,nzd0398-0100,nzd0398-0101,nzd0398-0102,nzd0398-0103,nzd0398-0104,nzd0398-0105,nzd0398-0106,nzd0398-0107,nzd0398-0108,nzd0398-0109,nzd0398-0110,nzd0398-0111,nzd0398-0112,nzd0398-0113,nzd0398-0114,nzd0398-0115,nzd0398-0116,nzd0398-0117,nzd0398-0118,nzd0398-0119,nzd0398-0120,nzd0398-0121,nzd0398-0122,nzd0398-0123,nzd0398-0124,nzd0398-0125,nzd0398-0126,nzd0398-0127,nzd0398-0128,nzd0398-0129,nzd0398-0130,nzd0398-0131,nzd0398-0132,nzd0398-0133,nzd0398-0134,nzd0398-0135,nzd0398-0136,nzd0398-0137,nzd0398-0138,nzd0398-0139,nzd0398-0140,nzd0398-0141,nzd0398-0142,nzd0398-0143,nzd0398-0144,nzd0398-0145,nzd0398-0146,nzd0398-0147,nzd0398-0148,nzd0398-0149,nzd0398-0150,nzd0398-0151,nzd0398-0152,nzd0398-0153,nzd0398-0154,nzd0398-0155,nzd0398-0156,nzd0398-0157,nzd0398-0158,nzd0398-0159,nzd0398-0160,nzd0398-0161,nzd0398-0162,nzd0398-0163,nzd0398-0164,nzd0398-0165,nzd0398-0166,nzd0398-0167,nzd0398-0168,nzd0398-0169,nzd0398-0170,nzd0398-0171,nzd0398-0172,nzd0398-0173,nzd0398-0174,nzd0398-0175,nzd0398-0176,nzd0398-0177,nzd0398-0178,nzd0398-0009,satname
1999-08-17 22:12:50+00:00,,,,,,,,,325.86,322.41,,,315.18,,319.11,,,322.86,,302.58,307.67,299.06,304.48,302.94,301.06,300.28,308.05,308.84,315.89,319.92,324.1,,315.25,308.02,,279.73,297.41,,,,,,,280.07,273.62,275.0,,,,,263.74,259.89,257.84,262.11,273.87,,257.09,,,247.35,253.2,253.9,255.74,,207.26,,,,,,,,,,,,,,,,,,244.61,268.59,203.1,215.85,224.57,217.81,236.38,233.88,222.97,204.61,209.78,196.37,229.0,209.79,229.53,222.9,266.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.45,214.05,,,,,,239.07,247.95,,234.02,234.52,234.84,193.47,,,,,,,,,,,213.19,244.33,231.76,,,,,,313.82,307.32,,291.71,,,,326.85,L7
1999-08-26 22:06:44+00:00,,,,,,,,265.57,308.39,302.71000000000004,283.14,,297.515,,304.015,,,322.86,267.18,295.565,295.42,285.96500000000003,290.32000000000005,290.33500000000004,290.78999999999996,287.35,289.33000000000004,292.23,298.29499999999996,304.76,306.3,,297.43,290.385,255.6,278.28,284.365,246.37,,,,,,280.07,273.62,275.0,,,,,244.245,244.45,239.10999999999999,259.565,268.38,,257.09,,,247.35,235.51,248.10500000000002,259.9,207.94,207.26,,183.77,199.88,211.13,206.0,191.57,198.81,,195.03,183.69,188.5,185.06,175.06,213.92,210.32,218.95,216.25,236.53500000000003,250.79999999999998,206.12,220.635,223.5,227.285,232.165,228.84,220.61,195.755,203.28,195.44,220.73000000000002,221.75,239.805,232.03,254.385,,224.79,250.05,252.28,234.04,226.97,241.84,208.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.45,214.05,,,262.65,265.94,263.11,251.625,255.82999999999998,,217.70499999999998,233.405,220.555,193.47,,,,,,,,,,,213.19,244.33,231.76,220.35,222.94,,,269.3,301.78499999999997,299.78999999999996,,279.17999999999995,228.12,,,312.63,L7
1999-12-07 22:12:53+00:00,,,,,,,273.46,278.28,311.01666666666665,306.3666666666667,295.91999999999996,304.27,299.29,298.79,302.54333333333335,304.29,307.92,317.345,286.78999999999996,297.68,295.7966666666667,287.87,292.3233333333333,289.8066666666667,291.2,288.8433333333333,291.42,295.16,300.0833333333333,306.90333333333336,310.31,312.13,298.7266666666667,293.81333333333333,274.63,283.7633333333333,285.62,265.895,,,,,,274.185,275.305,273.105,273.69,,255.18,277.41,260.2166666666667,244.89,255.46,265.0566666666667,267.63,267.38,256.35,255.95,269.93,261.615,245.10666666666665,253.91333333333333,267.3433333333333,226.22,207.26,,188.185,206.37,215.43,213.325,204.155,208.11,214.24,208.095,192.435,198.79000000000002,183.175,194.115,219.89,224.375,231.95999999999998,228.155,240.80000000000004,253.61666666666665,224.42999999999998,220.635,238.56000000000003,242.13,243.76333333333332,242.39333333333335,233.12,220.47,203.28,195.44,246.5,251.83666666666667,260.92333333333335,239.51,266.92333333333335,295.12,244.37,240.85500000000002,245.575,236.70499999999998,234.39499999999998,243.07999999999998,225.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.59,201.07,211.43,214.81,251.8,262.25,267.405,269.855,246.00666666666666,254.79,254.28,230.71,242.64333333333335,234.68666666666664,197.805,260.25,259.2,273.48,292.5,280.47,280.4,271.28,,168.63,,217.79500000000002,236.06,234.975,224.515,234.07999999999998,292.63,292.65,282.58000000000004,303.40000000000003,299.78999999999996,347.59,282.7966666666666,239.585,,,312.93666666666667,L7
2000-03-21 22:06:25+00:00,,,236.32,266.95,285.66,296.2,290.39,298.08500000000004,322.735,319.19,317.505,311.655,308.79499999999996,305.28,304.41,309.36,314.07500000000005,318.04499999999996,311.80499999999995,306.515,301.55,296.65,299.335,293.78999999999996,295.16999999999996,297.115,301.23,306.76,307.64,316.41499999999996,319.76,318.575,309.53,300.67,319.42,294.73,288.13,306.45000000000005,314.07,317.81,310.13,304.43,297.2,287.35,290.815,288.6,284.405,292.08,271.96000000000004,278.25,288.15,266.435,284.94500000000005,276.28,270.825,270.44,260.775,261.815,255.95,271.185,269.95000000000005,266.955,282.89,265.875,,199.4,201.39999999999998,220.66000000000003,222.155,224.235,219.01,217.14,214.24,219.39499999999998,202.685,214.19,189.445,212.45999999999998,225.86,238.43,271.59000000000003,240.06,253.635,261.39,288.605,,288.605,293.955,288.855,280.48,258.14,286.39,323.85,282.55,303.41999999999996,308.985,308.26,282.09000000000003,300.49,304.695,288.515,231.66,238.87,239.37,241.82,276.695,267.195,287.17,269.93,297.03,,,,319.24,,,,,,,,,,,,,,,,,,,,,,,,,178.59,199.69,207.2,213.55,256.01,266.725,269.23,276.6,254.43,262.18,256.405,261.21000000000004,262.645,262.845,232.97499999999997,264.815,265.65999999999997,279.52,287.935,280.22,289.73,252.195,182.25,182.565,256.84,239.14499999999998,245.66500000000002,254.88,258.59499999999997,245.22,292.63,290.245,302.72,317.83500000000004,310.49,332.73,298.02,273.15999999999997,298.34,309.15,339.16499999999996,L7
2000-04-13 22:12:18+00:00,,,247.6,281.195,297.045,307.91499999999996,301.46999999999997,306.33,327.32,323.53,321.0566666666667,315.48,312.74,309.47333333333336,308.49,313.62333333333333,318.4433333333333,322.41333333333336,317.51666666666665,312.01666666666665,307.3233333333333,301.44666666666666,304.49333333333334,299.6933333333333,300.33,302.74333333333334,305.7866666666667,310.95,311.79,320.7133333333333,322.76666666666665,321.58,313.24333333333334,310.425,317.7366666666667,304.36,296.695,305.7166666666667,305.52,304.735,299.79499999999996,295.515,288.74,284.23,285.46999999999997,283.2733333333333,279.68666666666667,277.99,269.4866666666667,273.1433333333334,279.43,264.67333333333335,275.8333333333333,270.8633333333333,265.2733333333333,264.56333333333333,258.70666666666665,256.90000000000003,256.31,263.65333333333336,263.54333333333335,264.39666666666665,274.3933333333334,262.57,182.06,200.68,209.05999999999997,228.33,228.79666666666665,230.42333333333332,225.07666666666668,220.4766666666667,220.935,221.92333333333332,207.79333333333332,217.95000000000002,198.49666666666667,217.09,233.715,244.135,267.34666666666664,253.72,257.99333333333334,264.8533333333333,284.7733333333333,279.06,286.8566666666666,289.67333333333335,287.6933333333333,281.92333333333335,269.19,285.6066666666666,305.71500000000003,284.70500000000004,297.6933333333333,301.4066666666667,299.7966666666667,280.7366666666667,293.44,293.7233333333333,283.89,250.41,254.8,251.95,271.465,287.9266666666667,267.195,287.17,269.93,297.03,,,,319.24,,,,,,,,,,,,,,,,,,,,,,169.93,173.2,181.22,191.85500000000002,206.735,210.17999999999998,216.57000000000002,246.6866666666667,261.44666666666666,264.6933333333333,264.96000000000004,263.5366666666667,258.3066666666667,256.3933333333333,258.49,260.62666666666667,261.18666666666667,240.01666666666665,261.6433333333334,263.5366666666667,273.50333333333333,280.34,274.93666666666667,279.26,248.5233333333333,183.07,188.78,244.04999999999998,238.67666666666665,251.15333333333334,258.2833333333333,256.0833333333333,252.42499999999998,284.145,292.3533333333333,306.48,321.09,317.78,330.93,305.5833333333333,287.1933333333333,306.515,316.685,337.5733333333333,L7
2000-08-03 22:11:07+00:00,,,247.6,281.195,297.045,307.91499999999996,315.475,314.0,332.845,334.36999999999995,328.78,323.79333333333335,320.8933333333334,319.9766666666667,318.68666666666667,322.5533333333333,327.64000000000004,332.7033333333333,324.69,320.92333333333335,316.0266666666667,309.17,309.6466666666667,307.4633333333333,303.9266666666667,308.0466666666667,311.2733333333333,317.56666666666666,319.3766666666667,328.4433333333333,326.86333333333334,325.83,320.52333333333337,320.905,324.91333333333336,316.07,308.655,312.0133333333333,302.56333333333333,299.4066666666667,295.64,293.56666666666666,286.59666666666664,289.85,287.1266666666666,282.25333333333333,282.53666666666663,277.3433333333333,276.07666666666665,269.4833333333333,274.1533333333333,271.3533333333333,268.86999999999995,268.0833333333333,262.9866666666666,261.96,258.2133333333333,255.4333333333333,251.58666666666667,255.98000000000002,259.72999999999996,262.02,267.98,271.605,179.095,200.68,219.63,233.47333333333333,233.32999999999998,235.31,232.95666666666668,226.02,225.685,226.42,222.76,226.35999999999999,216.71666666666667,222.16333333333333,242.745,257.375,274.34,268.455,266.28666666666663,270.63333333333327,294.04,284.08500000000004,293.97666666666663,293.35,293.8633333333333,288.86999999999995,283.28999999999996,292.94666666666666,300.8066666666667,285.92,295.99,292.65000000000003,291.36999999999995,290.6266666666666,294.15999999999997,293.025,293.85999999999996,269.16,270.73,264.53,302.955,309.73,291.44,287.17,269.93,297.03,,,,319.24,,,,,,,,,237.88,253.2,,,,,,,,,,,,169.93,173.2,181.22,205.12,210.28,212.35999999999999,219.11,242.82666666666668,261.43333333333334,264.76,264.21500000000003,271.37333333333333,261.105,257.45,259.375,260.38,259.1766666666667,257.15999999999997,259.2633333333333,263.3466666666667,271.00333333333333,271.6766666666667,272.17,278.69,237.14499999999998,183.07,198.85500000000002,244.04999999999998,246.815,262.83500000000004,268.3299999999999,269.78499999999997,259.63,275.66,292.205,311.10999999999996,324.2633333333333,320.78333333333336,324.1166666666667,315.32,305.93666666666667,306.515,316.685,345.3833333333334,L7
2000-08-19 22:11:01+00:00,,,247.6,281.195,297.045,307.91499999999996,315.475,314.0,332.845,335.6775,330.065,326.0925,320.8933333333334,319.9766666666667,318.68666666666667,322.5533333333333,327.64000000000004,332.7033333333333,324.69,320.92333333333335,316.0266666666667,309.17,309.6466666666667,307.4633333333333,303.9266666666667,308.0466666666667,311.2733333333333,317.56666666666666,319.3766666666667,328.4433333333333,331.49,325.83,320.52333333333337,320.905,324.91333333333336,330.55333333333334,308.655,312.0133333333333,302.56333333333333,299.4066666666667,295.945,294.14750000000004,289.03499999999997,289.63750000000005,294.73,291.89,290.53999999999996,280.0125,283.27,277.58,279.11,276.85,276.22249999999997,275.345,262.9866666666666,261.96,258.2133333333333,255.4333333333333,251.58666666666667,255.98000000000002,259.72999999999996,262.02,267.98,271.605,179.095,200.68,219.63,233.47333333333333,233.32999999999998,235.31,232.95666666666668,226.02,225.685,226.42,222.76,226.35999999999999,216.71666666666667,222.16333333333333,242.745,257.375,274.34,268.455,266.28666666666663,280.3875,294.04,284.08500000000004,293.97666666666663,293.35,293.8633333333333,292.84749999999997,283.28999999999996,292.94666666666666,306.7625,288.885,295.99,292.65000000000003,291.36999999999995,290.6266666666666,294.15999999999997,293.025,293.85999999999996,269.16,270.73,264.53,302.955,309.73,291.44,283.935,288.5,305.9,,,,318.815,330.64,,,,,,,,237.88,253.2,,,,,,,,,,,,169.93,173.2,181.22,205.12,212.87666666666667,212.35999999999999,219.11,242.82666666666668,261.43333333333334,269.9675,264.21500000000003,271.37333333333333,261.105,257.45,259.375,264.2366666666667,264.0175,264.655,266.065,263.3466666666667,271.00333333333333,271.6766666666667,272.17,278.69,237.14499999999998,183.07,198.85500000000002,244.04999999999998,246.815,267.5266666666667,274.5533333333333,277.43333333333334,278.02,292.74,305.26666666666665,315.865,324.2633333333333,320.78333333333336,324.1166666666667,315.32,305.93666666666667,306.515,316.685,343.71500000000003,L7
2000-09-20 22:10:27+00:00,,,246.94,286.28,310.8,321.55,320.115,318.21500000000003,332.15999999999997,335.3875,327.93,325.3025,321.86666666666673,319.29333333333335,319.83,324.02666666666664,328.23,333.09666666666664,329.42,325.15333333333336,320.03000000000003,312.94500000000005,313.3,311.78,306.9066666666667,310.31,313.4066666666667,320.1,323.255,331.845,334.92333333333335,326.235,321.9150000000001,320.905,314.78,330.55333333333334,308.655,304.28,296.81000000000006,290.20500000000004,291.21666666666664,290.72,286.3133333333333,284.05,291.4266666666667,287.19,289.0133333333333,274.555,281.44666666666666,277.07666666666665,277.4333333333334,273.43333333333334,274.3866666666666,274.9533333333334,256.71999999999997,256.19,254.35,249.31,256.395,250.72500000000002,251.795,256.05333333333334,258.1566666666667,255.25,177.9,201.96,223.13666666666668,235.49333333333334,242.2,242.25,238.79500000000002,230.59500000000003,226.51,231.34333333333333,227.4,229.76666666666668,223.95333333333335,227.99333333333334,243.1833333333333,257.22,263.20000000000005,269.96666666666664,272.21666666666664,283.46,282.11999999999995,283.4066666666667,286.8633333333334,283.86333333333334,286.60999999999996,291.49249999999995,284.23333333333335,290.23,298.72,292.3075,291.1333333333334,289.06666666666666,282.32666666666665,282.43666666666667,282.355,271.78,274.64,269.16,270.73,264.53,302.955,305.66999999999996,,280.7,307.07,314.77,,,,318.39,330.64,,,,,,,,237.88,253.2,,,,,,,,,,,,169.93,170.26999999999998,179.015,201.3,211.39,216.54999999999998,222.7066666666667,233.28666666666666,254.71333333333334,266.6075,260.3333333333333,266.07,260.57,260.625,258.41499999999996,261.77,264.0575,263.35249999999996,264.96,258.96000000000004,263.725,265.83,264.37,258.32,241.18,183.89,203.38,229.79500000000002,239.655,265.07666666666665,270.38666666666666,267.85999999999996,272.9866666666667,285.79,305.53333333333336,314.46250000000003,321.98,322.9266666666667,322.9766666666667,316.96999999999997,309.72333333333336,309.235,319.64,333.3475,L7
2001-03-15 22:10:15+00:00,,,253.77,288.86,311.79,323.795,319.87,317.555,331.99,327.04,322.635,321.03999999999996,321.415,315.27,319.32,325.855,327.725,330.985,330.45,323.24,318.56,,,,307.26,313.06,317.61,327.09,331.59,,,,,,,378.88,,,307.01,,,,,289.49,279.46,282.92,278.4,274.725,263.52,265.16,267.37,261.84,268.92,262.71,259.81,259.97,251.47,253.91,258.75,262.59,267.51,256.92,253.89,246.185,175.51,205.62,221.865,237.315,244.76,228.85,219.69,228.69,224.32999999999998,227.03,216.47000000000003,229.215,231.845,230.135,247.825,263.07000000000005,265.4150000000001,271.365,277.435,284.485,281.145,284.24,290.33500000000004,291.69,286.78999999999996,288.55,291.06,289.85,290.445,292.42,291.32000000000005,292.155,285.295,287.225,280.77,268.56,266.5,264.6,267.1,272.23,276.12,288.745,269.98,270.93,240.47,218.94,,,,,,,,,260.2,267.11,,248.13,239.46,220.3,,,,,,,,,,,,,167.34,176.81,201.95,210.61,215.805,226.43,234.89999999999998,254.995,260.815,252.57,258.18,270.58,262.79499999999996,262.38,257.49,263.22,261.28,259.5,252.84,250.52,257.53,268.59,,235.42,215.82,210.62,227.15,238.20999999999998,256.19499999999994,255.075,257.72999999999996,261.22,274.02,291.71500000000003,306.6,321.29499999999996,321.975,321.95,315.41499999999996,310.03999999999996,304.49,314.93,328.775,L7
2001-05-02 22:10:03+00:00,,,272.54,300.6,302.69000000000005,314.28499999999997,319.975,313.7,334.14,327.94500000000005,324.56,326.72,333.87,321.025,321.46500000000003,330.20000000000005,333.29999999999995,335.28999999999996,329.6,325.315,318.18,311.39,318.39,313.31,312.14,314.77,322.24,324.15,331.59,,,,,,315.55,376.805,,,307.01,,,290.72,283.49,286.18,280.5,278.865,276.11,275.28499999999997,262.51,273.33500000000004,265.865,263.90999999999997,278.52,262.71,259.81,259.97,251.47,253.91,258.75,262.59,264.13,261.055,256.135,246.255,205.04,205.62,221.03,235.485,239.47,228.45999999999998,231.62,230.43,233.13,222.23000000000002,215.12,232.625,234.975,229.655,245.585,261.31500000000005,262.33500000000004,288.095,293.745,282.55499999999995,279.905,283.425,289.875,289.275,285.99,287.34000000000003,287.8,286.14,287.09000000000003,287.43,289.93,289.1,284.36,289.31,276.17,273.265,268.365,268.20500000000004,268.45000000000005,271.32000000000005,285.04499999999996,272.98,266.86,269.065,240.16,207.915,,,,,,,,,260.2,267.11,,248.13,239.46,220.3,,,,,,,,,,,,173.05,220.13,179.72,196.82999999999998,211.265,213.155,222.285,248.03499999999997,260.13,262.78,265.09,267.28,262.93,259.58,261.48,260.255,268.045,266.905,265.25,261.18,250.52,259.85,274.46,278.11,235.94,199.615,205.91,225.97,234.85,261.47499999999997,257.96500000000003,264.31499999999994,275.04499999999996,289.475,307.315,325.655,334.455,338.19,334.075,324.075,319.83,318.755,327.685,331.5,L7
