dates,nzd0323-0000,nzd0323-0001,nzd0323-0002,nzd0323-0003,nzd0323-0004,nzd0323-0005,nzd0323-0006,nzd0323-0007,nzd0323-0008,nzd0323-0009,nzd0323-0010,nzd0323-0011,nzd0323-0012,nzd0323-0013,nzd0323-0014,nzd0323-0015,nzd0323-0016,nzd0323-0017,nzd0323-0018,nzd0323-0019,nzd0323-0020,nzd0323-0021,nzd0323-0022,nzd0323-0023,nzd0323-0024,nzd0323-0025,nzd0323-0026,nzd0323-0027,nzd0323-0028,nzd0323-0029,nzd0323-0030,nzd0323-0031,nzd0323-0032,nzd0323-0033,nzd0323-0034,nzd0323-0035,nzd0323-0036
2005-11-22 22:01:34+00:00,264.44,255.64,238.1533333333333,227.54666666666665,220.31000000000003,237.34999999999997,238.695,243.6,233.08999999999997,241.59000000000003,225.63000000000002,203.53,221.11,223.56,221.74,220.96,228.32,190.8,242.61,220.14,215.47,203.51,220.74,208.51,194.92,191.49,219.89,214.57,206.28,214.93,206.3,213.74,201.69,185.04,207.44,199.29,
2006-06-25 22:11:56+00:00,256.71,248.65,234.73,210.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-28 22:12:47+00:00,245.76,240.76,229.355,214.78,222.64,235.23,240.86,241.12,231.4,237.75,212.48,192.75,187.63,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-22 22:06:54+00:00,242.48666666666668,234.41,223.08333333333334,210.34666666666666,210.685,217.0,229.66000000000003,225.01999999999998,231.4,237.75,212.48,192.75,187.63,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-24 22:07:14+00:00,239.09,229.72750000000002,218.46249999999998,205.89499999999998,199.04999999999998,207.45666666666668,217.34,215.28666666666666,217.15,218.065,197.77499999999998,188.72,187.63,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-31 22:13:29+00:00,239.09,237.392,226.788,211.166,199.04999999999998,214.64,217.34,221.74,222.79333333333332,218.065,197.77499999999998,188.72,204.81,228.57,230.05,207.73,217.8,218.23,227.57,191.9,203.28,210.6,233.29,210.33,196.7,203.9,210.08,202.85,182.67,202.22,181.06,192.35,188.31,192.67,219.26,206.81,258.61
2007-09-09 22:06:09+00:00,,263.51,251.72,244.87,,239.84,,251.76,258.27,,,,227.74,220.85,215.33,220.41,222.0,,233.09,218.68,224.43,204.58,229.55,223.46,213.95,208.53,213.12,192.28,183.2,230.08,209.35,212.75,204.97,198.7,220.06,205.17,
2007-10-02 22:12:06+00:00,228.41,247.72,235.10500000000002,225.875,,239.84,,251.76,258.27,,,,227.74,220.85,215.33,220.41,222.0,,233.09,218.68,224.43,204.58,229.55,223.46,213.95,208.53,213.12,192.28,183.2,230.08,209.35,212.75,204.97,198.7,220.06,205.17,
2008-10-29 21:56:36+00:00,225.96,219.34,203.35,193.32,,200.77,208.98,212.64,,205.49,189.88,178.41,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-24 22:04:30+00:00,230.095,221.97500000000002,207.615,197.475,,200.77,208.98,212.64,,205.49,189.88,178.41,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-21 22:03:56+00:00,,,,,181.58,199.56,205.76,197.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-23 22:02:56+00:00,,260.27,249.39,239.08,,233.44,237.93,240.36,230.36,233.42,221.36,214.77,208.03,209.86,209.98,213.02,219.82,221.8,228.71,191.21,199.66,191.47,217.45,183.74,177.46,184.15,188.39,181.6,183.66,209.52,177.43,190.88,180.5,187.26,196.58,189.5,229.54
2011-02-08 22:02:59+00:00,226.2,238.67,226.11,214.835,179.55,233.44,237.93,240.36,230.36,233.42,221.36,214.77,208.03,209.86,209.98,213.02,219.82,221.8,228.71,191.21,199.66,191.47,217.45,183.74,177.46,184.15,188.39,181.6,183.66,209.52,177.43,190.88,180.5,187.26,196.58,189.5,229.54
2011-03-12 22:02:55+00:00,234.38,236.51,221.92999999999998,211.31333333333336,179.55,233.44,237.93,240.36,230.36,233.42,221.36,214.77,208.03,209.86,209.98,213.02,219.82,221.8,228.71,191.21,199.66,191.47,217.45,183.74,177.46,184.15,188.39,181.6,183.66,209.52,177.43,190.88,180.5,187.26,196.58,189.5,229.54
2011-03-28 22:02:50+00:00,246.67999999999998,242.7975,228.1325,217.5325,200.41500000000002,231.99,236.10500000000002,239.97500000000002,232.09,232.89499999999998,222.085,212.60000000000002,202.965,202.835,204.81,206.82,213.87,221.8,228.71,191.21,199.66,191.47,217.45,183.74,177.46,184.15,188.39,181.6,183.66,209.52,177.43,190.88,180.5,187.26,196.58,189.5,229.54
2013-07-07 22:15:00+00:00,296.76,283.97,270.27,258.45,244.94,247.94,253.49,255.58,251.2,248.6,230.96,219.06,216.35,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-16 22:21:09+00:00,283.63,272.77,257.78499999999997,248.63,237.35500000000002,240.665,246.47500000000002,249.03,244.24,243.595,228.595,215.29000000000002,216.35,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-18 22:21:01+00:00,275.6333333333333,267.55333333333334,250.29999999999998,238.90333333333334,229.75333333333333,233.53333333333333,240.61,244.24333333333334,236.80666666666664,238.47,223.42333333333332,210.07333333333335,216.35,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-27 22:14:43+00:00,277.475,268.2325,251.995,241.655,232.6425,236.305,242.53,246.7825,240.0125,241.0875,227.0175,214.4775,209.45999999999998,,,,,,259.55,204.0,212.9,211.44,228.15,200.77,188.11,,,,,,,,,,,,
2013-11-03 22:20:56+00:00,279.094,269.18,254.02200000000002,244.256,235.36399999999998,239.71599999999998,246.026,250.016,243.72200000000004,244.54000000000002,231.62400000000002,218.32,213.41333333333333,232.02,229.6,224.2,232.18,227.86,263.25,209.24,217.23000000000002,215.185,231.06,205.835,196.115,203.74,213.23,209.09,206.07,225.79,193.64,209.45,201.67,208.43,226.17,207.56,237.08
2013-11-19 22:20:49+00:00,280.70166666666665,270.05833333333334,255.26,245.96,236.58,241.715,247.655,251.88,246.08333333333334,246.80000000000004,234.26,221.46166666666667,215.57,231.25,230.24,222.70999999999998,232.675,229.03,264.62333333333333,211.79666666666665,218.63,216.52666666666667,231.96,207.37,198.25666666666666,204.935,212.78,208.43,205.55,225.3,194.82999999999998,208.925,201.195,207.595,226.22,209.225,235.38
2013-12-21 22:20:39+00:00,278.2914285714286,267.6742857142857,252.32,245.96,236.58,241.715,247.655,251.88,246.08333333333334,246.80000000000004,234.26,221.46166666666667,215.57,231.25,230.24,222.70999999999998,232.675,229.03,264.62333333333333,204.2025,213.33,209.825,226.3025,199.91,194.1875,204.935,212.78,208.43,205.55,225.3,194.82999999999998,208.925,201.195,207.595,226.22,209.225,235.38
2014-02-07 22:20:09+00:00,276.3071428571429,265.9157142857143,251.25285714285715,245.06666666666663,236.04333333333332,241.655,247.35500000000002,251.77166666666668,246.47,247.20500000000004,236.26833333333332,223.60500000000002,215.2275,229.12333333333333,228.83333333333334,222.0233333333333,231.92333333333332,228.0,263.8325,205.05599999999998,213.82200000000003,210.72200000000004,227.28400000000002,201.19400000000002,194.92000000000002,202.23666666666668,209.9,205.82000000000002,203.35,223.75666666666666,192.54333333333332,205.5533333333333,198.01999999999998,204.83,223.54,204.51333333333332,231.88666666666668
2014-02-16 22:14:14+00:00,277.4375,266.43125,252.4975,245.97285714285712,237.26,242.06714285714287,247.85714285714286,252.48142857142858,247.29285714285714,247.75857142857146,236.77285714285716,224.5257142857143,215.32399999999998,228.0125,227.75,222.1125,231.5975,227.335,263.866,205.5233333333333,214.02333333333334,210.6783333333333,228.00166666666667,201.50333333333333,195.26,199.9525,208.31,204.1875,202.8075,223.58249999999998,191.47,204.5475,195.3475,202.6175,223.14249999999998,195.84,229.735
2014-05-14 22:18:44+00:00,283.546,270.976,260.328,255.185,246.0725,249.2175,254.0975,261.9725,255.2975,255.16000000000003,243.42000000000002,232.2325,225.63,225.36,226.7325,221.605,229.3025,227.16,266.78999999999996,211.7,213.156,208.42499999999998,226.42,201.344,195.08800000000002,198.0875,204.29749999999999,197.74,201.72000000000003,222.84666666666666,190.74666666666667,202.91333333333333,193.24,200.67999999999998,222.13333333333333,191.9333333333333,227.28666666666666
2014-07-26 22:13:18+00:00,290.7175,277.545,268.77,256.8125,246.2225,248.1275,253.72749999999996,260.3325,254.025,252.695,240.435,230.1875,225.175,223.65333333333334,225.35,221.73333333333335,228.01333333333332,225.64000000000001,266.59666666666664,220.0566666666667,215.64,212.38499999999996,229.66999999999996,206.25000000000003,196.97333333333336,195.40666666666667,201.61999999999998,194.39666666666668,200.065,221.86499999999995,188.11,200.17000000000002,189.5,197.64000000000001,220.06499999999997,182.455,224.09000000000003
2014-08-02 22:19:10+00:00,287.442,275.2,265.056,253.348,242.166,243.902,250.02599999999998,255.256,250.08800000000002,247.36800000000002,235.83,224.714,225.175,223.65333333333334,225.35,221.73333333333335,228.01333333333332,225.64000000000001,266.59666666666664,220.0566666666667,215.64,212.38499999999996,229.66999999999996,206.25000000000003,196.97333333333336,195.40666666666667,201.61999999999998,194.39666666666668,200.065,221.86499999999995,188.11,200.17000000000002,189.5,197.64000000000001,220.06499999999997,182.455,224.09000000000003
2014-08-27 22:13:05+00:00,289.29999999999995,278.525,268.455,255.2475,241.4525,243.77499999999998,249.31,254.83499999999998,249.2225,245.9,233.16500000000002,222.4975,227.16333333333333,222.08499999999998,225.775,216.185,222.76999999999998,,267.895,227.815,211.85,216.75,227.235,207.38,195.84,194.54500000000002,200.2,190.59,186.99,220.05,184.5,196.11,187.17,174.41,,,
2014-09-28 22:13:08+00:00,285.26,274.308,262.868,248.708,234.62399999999997,243.77499999999998,249.31,254.83499999999998,249.2225,245.9,233.16500000000002,222.4975,227.16333333333333,222.08499999999998,225.775,216.185,222.76999999999998,,267.895,227.815,211.85,216.75,227.235,207.38,195.84,194.54500000000002,200.2,190.59,186.99,220.05,184.5,196.11,187.17,174.41,,,
2014-10-14 22:13:14+00:00,285.96166666666664,274.63,262.98333333333335,249.69333333333336,236.27666666666667,245.148,250.32999999999998,255.51999999999998,250.19400000000002,247.24,234.87800000000001,224.32799999999997,225.0525,224.93666666666664,226.5566666666667,218.43666666666664,225.97333333333333,226.25,267.5566666666667,223.92,213.39666666666668,216.51,229.51999999999998,208.01999999999998,197.62333333333333,196.99,203.48333333333335,194.66,196.565,222.83,186.70499999999998,201.91500000000002,191.95,187.61,224.23,207.68,230.35
2014-10-21 22:19:25+00:00,288.43571428571425,277.0057142857143,266.03285714285715,251.75857142857143,238.55285714285714,247.46333333333334,252.66499999999996,257.835,254.79333333333332,252.57833333333335,243.96333333333334,231.93666666666664,225.51999999999998,234.245,227.64,221.5525,228.4625,227.89,269.955,232.2825,216.41,218.10333333333332,238.9675,222.1875,197.62333333333333,199.8425,206.67000000000002,199.22,201.06000000000003,233.70333333333335,196.35666666666665,217.05333333333337,191.95,196.15666666666667,224.765,209.845,235.0
2014-11-06 22:19:25+00:00,288.8125,277.395,266.30125,252.77375,239.6925,248.79999999999998,253.52714285714282,258.4657142857143,255.35857142857142,254.78285714285715,248.6685714285714,237.09,225.51999999999998,239.344,231.988,228.16199999999998,232.266,231.3166666666667,270.008,238.60399999999998,216.41,218.10333333333332,243.102,229.38400000000001,197.62333333333333,199.8425,206.67000000000002,199.22,201.06000000000003,240.6275,196.35666666666665,226.1725,191.95,196.15666666666667,231.74333333333334,217.35999999999999,236.42999999999998
2014-11-15 22:13:37+00:00,288.10249999999996,276.67125,264.4925,252.4425,239.16750000000002,249.09285714285716,253.28857142857143,256.8342857142857,255.28428571428572,254.04142857142855,248.53857142857143,237.71714285714285,220.00799999999998,242.37600000000003,232.98600000000002,229.81599999999997,235.032,231.0125,270.072,238.82,217.68,218.4,244.52999999999997,231.282,201.42666666666665,202.58,211.36499999999998,206.37,203.1925,237.744,197.6625,224.83200000000002,196.55999999999997,199.8075,230.415,214.93,237.4025
2015-01-09 22:19:14+00:00,287.58,275.96777777777777,263.60777777777776,252.0111111111111,239.22,248.66375,253.06375,256.64,254.7525,253.70749999999998,247.45999999999998,236.64625,219.71833333333333,239.3066666666667,232.24166666666667,228.35,233.86166666666668,230.196,268.56666666666666,233.975,217.252,216.8,242.0583333333333,226.84333333333333,200.27,202.186,210.05599999999998,205.26799999999997,202.544,234.875,195.904,220.61166666666668,195.58749999999998,200.016,227.81599999999997,212.64000000000001,235.78000000000003
2015-01-25 22:19:08+00:00,282.9211111111111,272.2111111111111,259.4311111111111,247.07000000000002,235.07888888888888,242.43375,249.27375,253.22500000000002,249.55124999999998,254.48857142857142,249.1685714285714,237.74,219.618,239.3066666666667,232.24166666666667,228.35,233.86166666666668,230.196,268.56666666666666,233.975,217.252,216.8,242.0583333333333,226.84333333333333,200.27,202.186,210.05599999999998,205.26799999999997,202.544,234.875,195.904,220.61166666666668,195.58749999999998,200.016,227.81599999999997,212.64000000000001,235.78000000000003
2015-02-10 22:19:02+00:00,281.66333333333336,270.7422222222222,257.79,245.27666666666664,233.5388888888889,241.05625,248.335,252.84125,247.21,259.22666666666663,254.46166666666667,243.56000000000003,219.618,239.3066666666667,232.24166666666667,228.35,233.86166666666668,230.196,268.56666666666666,233.975,217.252,216.8,242.0583333333333,226.84333333333333,200.27,202.186,210.05599999999998,205.26799999999997,202.544,234.875,195.904,220.61166666666668,195.58749999999998,200.016,227.81599999999997,212.64000000000001,235.78000000000003
2015-03-07 22:12:42+00:00,279.33222222222224,267.8888888888889,253.51444444444445,240.25666666666666,232.57375,240.1057142857143,248.1442857142857,252.57142857142858,246.49714285714285,261.29799999999994,258.09,246.594,221.65249999999997,242.61600000000004,233.48600000000002,231.97999999999996,236.12600000000003,230.196,269.988,238.41199999999998,219.66500000000002,216.8125,244.81799999999998,231.13400000000001,201.83666666666667,204.53,211.76500000000001,207.115,206.4325,237.84,198.755,225.512,198.39333333333332,206.4175,227.81599999999997,212.64000000000001,235.78000000000003
2015-03-30 22:18:37+00:00,279.40000000000003,268.09333333333336,253.71888888888887,241.45222222222225,233.21624999999997,237.27125,246.10375,250.26625,243.94375,255.03833333333333,250.62166666666664,239.485,221.65249999999997,242.61600000000004,233.48600000000002,231.97999999999996,236.12600000000003,230.196,269.988,238.41199999999998,219.66500000000002,216.8125,244.81799999999998,231.13400000000001,201.83666666666667,204.53,211.76500000000001,207.115,206.4325,237.84,198.755,225.512,198.39333333333332,206.4175,227.81599999999997,212.64000000000001,235.78000000000003
2015-04-15 22:18:34+00:00,280.4866666666667,269.6377777777777,254.52000000000004,241.7722222222222,233.55874999999997,237.36374999999998,246.28625,250.98000000000002,244.16375,255.35166666666666,250.14166666666665,238.6266666666667,219.7,240.94,232.63400000000001,230.93200000000002,234.086,231.1825,270.662,237.848,217.5875,216.0725,243.554,230.858,199.15666666666667,202.665,209.54749999999999,205.38,203.7575,236.33999999999997,197.70000000000002,222.51999999999998,194.89,204.1075,226.48000000000002,213.88,237.13750000000002
2015-05-26 22:12:05+00:00,273.3328571428571,263.3128571428571,245.85285714285715,232.90428571428575,223.48799999999997,225.59199999999996,238.17799999999997,242.51600000000002,231.948,243.19666666666663,230.68000000000004,219.86333333333337,214.59000000000003,223.10999999999999,226.19000000000005,219.36,225.09500000000003,226.93,265.64500000000004,211.53000000000003,211.85999999999999,211.85499999999996,228.73499999999996,206.285,194.97500000000002,197.515,203.0,198.35999999999999,197.695,219.31999999999994,186.78000000000003,196.13499999999996,189.445,196.20999999999998,217.48500000000007,203.48,229.29
2015-07-20 22:18:46+00:00,278.63,268.1914285714286,249.00857142857146,234.54142857142855,224.786,225.81199999999998,239.044,243.21999999999997,232.786,244.12,230.67666666666665,219.15333333333334,217.68,220.02499999999998,223.145,199.175,222.18,,270.25,213.31,208.18,213.31,227.77,207.92,193.15,194.42,201.18,195.86,195.44,218.11,184.69,192.76,186.22,191.57,217.55,,
2015-08-05 22:18:48+00:00,283.1057142857143,272.54285714285714,253.2971428571429,239.73571428571427,231.67600000000002,235.02400000000003,244.27599999999998,248.454,240.71400000000003,245.0775,232.2725,220.41,215.44666666666663,220.02499999999998,223.145,199.175,222.18,,264.185,210.625,209.82,213.31,227.77,207.92,193.15,194.42,201.18,195.86,195.44,218.11,184.69,192.76,186.22,191.57,217.55,,
2015-10-24 22:19:16+00:00,294.67,283.9,265.64250000000004,251.7525,243.71,246.34,253.43999999999997,258.69666666666666,255.04666666666665,251.46333333333334,239.70666666666668,227.43000000000004,217.87666666666667,222.28,225.57,180.65,232.37,227.37,263.62,212.565,215.23000000000002,217.32,232.62,,203.02,204.57,212.98,206.46,204.15,222.9,190.93,205.01,197.6,202.51,224.27,202.14,232.84
2015-12-20 22:13:09+00:00,297.37,285.3,267.8675,255.70749999999998,243.26749999999998,246.2225,253.1225,258.315,254.1175,251.535,239.375,228.40500000000003,219.46,224.89000000000001,226.17,180.65,232.37,227.37,263.62,212.565,215.23000000000002,217.32,232.62,,203.02,204.57,212.98,206.46,204.15,222.9,190.93,205.01,197.6,202.51,223.655,203.575,233.41
2015-12-27 22:19:19+00:00,293.934,282.12399999999997,264.91999999999996,254.22799999999998,242.33,246.158,252.19,257.45799999999997,253.44400000000002,250.942,239.38400000000001,228.42600000000002,218.798,224.85750000000002,226.1925,180.65,232.37,226.70499999999998,263.0366666666667,211.53333333333333,214.73333333333335,215.74,231.47500000000002,204.15,199.98000000000002,201.78,210.20999999999998,204.405,201.315,221.835,189.29500000000002,202.72,195.315,201.70999999999998,222.79,203.63666666666666,232.41
2016-01-05 22:13:29+00:00,292.37333333333333,280.1766666666667,263.9583333333333,253.79166666666666,242.235,245.98833333333332,252.13833333333332,257.10833333333335,253.18666666666664,250.915,239.85,229.19833333333335,219.17166666666665,226.43,226.41,180.65,232.805,227.57000000000002,263.3775,212.7975,214.8925,214.85,232.07333333333335,207.305,200.66666666666666,201.74333333333334,210.79999999999998,204.8033333333333,202.70000000000002,222.86,190.06333333333336,203.75,196.51666666666665,202.83333333333334,223.3325,204.39999999999998,232.755
2016-02-06 22:13:01+00:00,280.36800000000005,269.634,255.0,245.17399999999998,241.71000000000004,246.39999999999998,251.71249999999998,257.59000000000003,253.26749999999998,250.85000000000002,240.53499999999997,230.9975,219.89999999999998,228.59000000000003,227.40499999999997,,232.805,227.57000000000002,265.13,214.41666666666666,216.03666666666666,214.85,232.07333333333335,207.305,200.66666666666666,201.74333333333334,210.79999999999998,204.8033333333333,202.70000000000002,222.86,190.06333333333336,203.75,196.51666666666665,202.83333333333334,223.3325,204.39999999999998,232.755
2016-04-10 22:12:37+00:00,285.65000000000003,275.3333333333333,255.0,247.5583333333333,243.17600000000002,247.24200000000002,253.608,259.456,255.048,252.77800000000002,243.16,232.148,221.75799999999998,232.26400000000004,227.93599999999998,,232.805,230.09,268.445,214.41666666666666,217.0575,216.1375,232.535,207.305,207.4375,208.6525,216.595,214.1775,202.70000000000002,222.86,190.06333333333336,203.75,196.51666666666665,204.145,224.17600000000002,205.152,232.755
2016-06-04 22:18:52+00:00,284.5466666666667,275.8383333333333,250.71999999999997,248.57333333333335,243.42600000000002,248.006,252.936,258.48799999999994,254.44,252.362,242.496,230.96999999999997,221.03000000000003,233.63750000000005,227.74249999999998,,233.24,230.99666666666667,268.21999999999997,213.03000000000003,216.41,215.74333333333334,232.50666666666666,207.305,208.91,210.01333333333332,217.79999999999998,216.75,201.97500000000002,222.84000000000003,189.63000000000002,203.12,195.97499999999997,204.69000000000003,224.15250000000003,205.905,232.72666666666666
2016-06-13 22:12:42+00:00,291.2842857142857,281.00857142857143,250.71999999999997,250.4657142857143,243.82333333333335,248.13333333333333,253.51666666666665,258.5283333333333,255.34500000000003,253.59166666666667,243.20833333333334,230.96333333333334,221.715,233.246,226.908,170.86,233.24,230.99666666666667,268.21999999999997,213.03000000000003,216.41,215.74333333333334,232.50666666666666,207.305,208.91,210.01333333333332,217.79999999999998,216.75,201.97500000000002,222.84000000000003,189.63000000000002,203.12,195.97499999999997,204.69000000000003,224.15250000000003,205.905,232.72666666666666
2016-07-15 22:13:22+00:00,296.134,287.04,232.64,251.07,244.55,247.4475,250.08,258.39,255.4875,252.4925,240.38,223.99,222.96333333333334,239.32,226.81499999999997,170.86,,237.65,278.39,,220.12,220.0,233.92,,227.75,229.38,233.98,242.3,,,,,,208.08,227.55,208.16,
2016-08-07 22:19:13+00:00,303.484,293.43999999999994,249.075,259.13,244.30599999999998,247.032,250.16199999999998,257.504,255.12400000000002,252.46400000000003,240.696,224.56799999999998,217.94,233.43000000000004,226.23333333333335,184.555,,237.65,270.615,216.87,218.095,220.0,233.92,,227.75,229.38,233.98,242.3,,,,,,208.08,227.55,208.16,
2016-08-16 22:13:05+00:00,302.955,291.92333333333335,256.05,259.59666666666664,244.86666666666667,247.595,251.2266666666667,258.93666666666667,255.98833333333334,252.4366666666667,241.12666666666667,224.9,215.80599999999998,230.87,225.3,188.91,219.6,237.65,270.615,216.87,218.095,220.0,233.92,,227.75,229.38,233.98,242.3,,,,,,208.08,227.55,208.16,
2016-09-08 22:19:24+00:00,306.6914285714286,291.0028571428571,258.7925,259.4214285714286,245.3685714285714,248.1057142857143,252.1157142857143,259.07,256.4942857142857,253.37000000000003,242.77285714285716,226.34714285714287,216.63833333333332,233.848,226.294,200.1125,228.29,231.93,269.1266666666666,216.87,217.88333333333333,218.35,233.92,,212.485,214.82,219.855,221.54500000000002,198.95,221.5,188.89,200.06,191.1,200.9,225.365,200.905,
2016-10-10 22:19:30+00:00,302.60857142857145,286.4171428571429,258.53999999999996,258.2142857142857,244.31571428571428,247.51000000000002,250.84857142857143,257.55,255.15571428571428,252.0171428571429,241.05714285714285,225.02142857142857,213.54999999999998,229.33,225.27200000000002,204.068,228.48666666666668,225.89,262.64,212.95,216.46333333333334,214.41,228.31,205.58,197.0,199.095,205.665,200.605,198.755,219.565,188.44,199.005,191.235,196.03,219.54500000000002,193.65,
2016-12-22 22:13:14+00:00,296.97166666666664,279.6983333333333,258.4483333333333,256.02166666666665,243.97833333333332,246.29999999999998,249.98833333333332,256.9816666666667,253.98166666666668,250.86166666666668,240.53833333333333,225.42333333333332,212.238,228.238,226.436,214.88000000000002,228.575,226.89,263.54499999999996,211.58,216.98250000000002,214.91,229.95499999999998,207.995,198.89,200.17666666666665,206.98666666666668,202.60666666666665,200.40666666666667,220.97,189.49333333333334,201.03666666666666,193.8033333333333,198.3033333333333,220.79999999999998,199.23000000000002,239.94
2016-12-29 22:19:25+00:00,292.31142857142856,275.8642857142857,255.66428571428568,251.5,239.93571428571428,243.3342857142857,247.2442857142857,254.43857142857146,248.8,250.86166666666668,240.53833333333333,225.42333333333332,212.238,228.238,226.436,214.88000000000002,228.575,226.89,263.54499999999996,211.58,216.98250000000002,214.91,229.95499999999998,207.995,198.89,200.17666666666665,206.98666666666668,202.60666666666665,200.40666666666667,220.97,189.49333333333334,201.03666666666666,193.8033333333333,198.3033333333333,220.79999999999998,199.23000000000002,239.94
2017-03-28 22:13:00+00:00,276.6975,264.15,249.445,241.5025,231.54,235.4175,242.525,247.5675,239.22,242.85333333333332,233.10666666666668,223.98333333333335,215.125,225.29500000000007,227.17000000000002,222.40500000000003,228.85999999999999,227.22999999999996,262.5949999999999,208.935,217.20000000000005,214.01500000000001,229.95499999999998,207.995,199.72499999999997,200.135,207.615,203.515,201.13500000000002,220.70499999999998,189.79500000000002,201.525,195.15499999999997,200.59499999999997,219.60999999999999,204.81,239.94
2017-05-06 22:18:31+00:00,273.79,261.6225,245.9675,236.3775,228.16333333333333,231.74333333333334,239.26,244.66333333333333,234.6933333333333,234.72000000000003,221.86666666666667,215.8033333333333,219.59,226.22,229.39,224.92,228.84,228.89,266.26,208.84,218.54,215.91,231.6,210.41,202.67,202.34,209.63,206.61,203.71,223.78,191.6,205.1,198.94,202.85,223.31,204.81,239.94
