dates,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041,satname
2006-01-23 22:16:59.639,273.01,273.86,251.79,250.95,236.19,221.69,231.07,223.67,201.07,207.62,203.815,193.065,192.25,201.675,199.125,199.2,210.76999999999998,206.79500000000002,223.945,179.97,194.01999999999998,222.57000000000002,217.77999999999997,221.55000000000004,225.64666666666668,230.64333333333332,235.61,242.12333333333336,253.35666666666668,257.1666666666667,267.65000000000003,267.7,273.54,348.44,365.08500000000004,375.48,378.75,376.115,385.005,388.905,380.84000000000003,379.96000000000004,345.925,303.87,326.525,342.66999999999996,345.855,353.935,349.41999999999996,345.19,369.09000000000003,386.46000000000004,388.395,384.63,381.805,280.00666666666666,295.03999999999996,302.39666666666665,295.075,255.17000000000002,269.81,282.16,303.97,400.98,L5
2006-02-08 22:17:21.928,276.44,277.885,257.79,256.42499999999995,236.19,221.69,231.07,223.67,214.61,207.62,206.45,200.51,205.51,205.63,209.89,208.22,217.35,219.99,245.22000000000003,179.97,194.01999999999998,238.61,230.7625,237.15500000000003,240.5725,245.3375,249.5625,242.12333333333336,253.35666666666668,270.81,278.015,278.0525,283.5825,358.35999999999996,373.58666666666664,382.8733333333333,387.7033333333334,386.3866666666667,394.6433333333334,398.1566666666667,391.24333333333334,390.02,359.71000000000004,303.87,340.0933333333333,352.8533333333333,355.3566666666666,363.3666666666666,356.82666666666665,352.08,372.17333333333335,389.59,390.3966666666667,387.21999999999997,385.00666666666666,291.015,305.10249999999996,311.0475,306.91333333333336,274.42333333333335,284.73333333333335,282.16,303.97,374.13,L5
2006-03-12 22:18:01.902,280.04333333333335,282.69,262.48,264.5233333333333,253.73,221.69,231.07,223.67,214.61,207.62,206.45,200.51,205.51,205.63,209.89,208.22,217.35,219.99,257.49,,,277.82666666666665,270.34666666666664,273.8766666666667,275.7633333333333,278.70000000000005,283.2366666666667,258.67,267.55,301.77333333333337,303.36,303.15333333333336,310.50333333333333,374.1666666666667,388.03,401.7266666666667,403.8966666666667,401.64000000000004,407.57666666666665,410.19000000000005,404.28000000000003,405.93333333333334,379.8866666666666,306.21,359.9066666666667,366.02666666666664,369.2033333333333,375.3766666666667,369.64333333333326,366.7033333333334,384.22666666666663,398.48,400.8666666666666,398.14000000000004,396.07666666666665,320.18333333333334,331.55333333333334,334.13666666666666,330.81333333333333,310.43666666666667,306.3,282.16,303.97,380.18,L5
2006-05-31 22:19:19.777,269.455,282.69,262.48,264.5233333333333,253.73,221.69,231.07,223.67,214.61,207.62,206.45,200.51,205.51,205.63,209.89,208.22,217.35,219.99,257.49,,,277.82666666666665,270.34666666666664,273.8766666666667,275.7633333333333,278.70000000000005,283.2366666666667,258.67,267.55,301.77333333333337,303.36,283.2725,288.59749999999997,355.9875,388.03,401.7266666666667,390.1975,385.5275,394.1325,398.46500000000003,390.545,391.81,379.8866666666666,284.96,359.9066666666667,356.26750000000004,358.055,364.51750000000004,359.225,353.95000000000005,373.8225,388.46500000000003,391.88,388.1875,386.2075,320.18333333333334,307.6775,334.13666666666666,310.9425,310.43666666666667,306.3,282.16,303.97,344.8533333333333,L5
2006-06-16 22:19:34.068,269.455,282.69,262.48,264.5233333333333,253.73,221.69,231.07,223.67,214.61,207.62,206.45,200.51,205.51,205.63,209.89,208.22,217.35,219.99,257.49,,,277.82666666666665,270.34666666666664,273.8766666666667,275.7633333333333,278.70000000000005,283.2366666666667,258.67,267.55,301.77333333333337,303.36,271.8,276.858,347.584,371.2575,401.7266666666667,382.056,377.714,385.844,393.596,385.302,385.504,379.8866666666666,277.63,359.9066666666667,349.22200000000004,350.84000000000003,359.848,354.598,346.11400000000003,368.258,383.146,387.106,382.756,380.85,320.18333333333334,294.416,334.13666666666666,301.008,310.43666666666667,306.3,282.16,303.97,329.96500000000003,L5
2006-08-03 22:20:15.113,269.8625,282.30333333333334,269.94,266.68,262.36,,254.49,212.26,232.09,186.37,191.29,187.05,176.48,175.61,174.24,176.52,,,272.93,166.48,200.29,291.105,284.05499999999995,288.04,287.93999999999994,292.36000000000007,295.99,,,315.23,315.97,268.45799999999997,270.024,345.572,364.54499999999996,401.2633333333333,374.97400000000005,370.11,380.188,393.216,384.6,380.428,381.18333333333334,269.6466666666667,369.25333333333333,349.996,352.05,358.11800000000005,354.11,343.87199999999996,366.802,383.96,387.12199999999996,381.938,381.73400000000004,332.13,288.746,346.885,298.006,328.31,321.045,269.41,302.83,328.254,L5
2006-08-19 22:20:27.469,266.5266666666667,282.5,273.015,269.07000000000005,262.36,,254.49,212.26,232.09,186.37,191.29,187.05,176.48,175.61,174.24,176.52,,,282.03,166.48,200.29,295.48,298.4,292.11,290.53,295.3,300.56,,,318.72,322.83,258.29499999999996,250.3,337.415,355.8633333333333,403.06499999999994,367.31500000000005,350.996,365.56,381.04800000000006,377.7375,365.424,378.135,267.9375,370.265,338.116,346.4725,345.64400000000006,343.37399999999997,338.375,357.252,380.9875,381.322,376.988,377.416,340.22,277.11,356.77,289.85999999999996,343.69,327.51,269.41,302.83,316.78499999999997,L5
2006-09-20 22:20:51.034,262.84999999999997,273.485,269.72499999999997,260.395,254.92,,260.69500000000005,233.605,239.94,215.14499999999998,214.925,215.325,206.98,207.215,207.275,209.97500000000002,249.75,253.61,262.26,166.48,236.27999999999997,277.97,279.47,279.11,276.56,277.75,284.68,295.35,302.8,308.02,305.5,255.52249999999998,246.38999999999996,332.20500000000004,349.2966666666666,390.75,361.4675,347.82,364.038,378.2,374.52500000000003,361.738,365.08,285.39,358.265,336.63399999999996,344.06,344.75,340.92999999999995,336.4675,354.88,379.7175,378.916,372.104,372.814,319.06,272.55,334.46,283.62249999999995,308.08,312.87,269.41,302.83,310.12,L5
2006-12-09 22:21:36.590,274.96,268.41,259.5,252.87,245.01999999999998,215.01,249.53,228.58,232.25666666666666,213.04333333333332,213.31333333333336,211.67666666666665,205.9433333333333,205.82000000000002,207.36333333333334,208.97333333333336,230.215,235.93,242.31000000000003,166.48,237.0333333333333,265.70500000000004,260.77500000000003,261.05,262.88,263.74,267.175,274.64000000000004,282.05,288.645,289.78,267.6825,257.324,343.09250000000003,352.7025,386.81,372.11,357.392,372.66,386.19399999999996,385.95,370.39399999999995,361.37999999999994,296.98,353.3766666666667,343.14399999999995,354.1375,351.764,345.39,342.8325,359.608,385.3025,382.768,376.236,376.764,304.16499999999996,288.27250000000004,318.755,294.96,294.025,290.015,272.96000000000004,298.27,320.68,L5
2007-01-26 22:21:54.849,274.89,269.905,257.73749999999995,252.10250000000002,243.3775,221.45,245.755,227.4525,227.5,211.07999999999998,211.365,208.5,204.675,204.79500000000002,207.4725,208.66500000000002,224.36,230.27333333333334,236.3166666666667,166.48,238.5,259.56666666666666,254.10666666666668,254.8066666666667,258.05,259.28333333333336,262.90333333333336,269.3066666666667,277.1166666666667,284.4166666666667,285.79,281.255,268.826,354.2075,365.6975,386.49,382.02000000000004,365.396,379.298,390.094,391.76750000000004,375.794,361.005,305.526,347.38,347.918,361.565,355.23,350.004,353.68249999999995,366.568,394.18,388.46799999999996,382.544,382.91600000000005,300.8833333333333,305.27750000000003,314.03,304.1925,285.01,288.3066666666667,277.59999999999997,301.68666666666667,334.3075,L5
2007-02-04 22:15:45.266,274.97333333333336,268.9733333333333,252.2599999999999,250.33,240.01999999999998,221.45,242.84333333333333,232.51666666666665,225.97,219.31666666666663,218.0566666666667,215.65,214.07333333333335,214.52333333333334,218.54999999999998,219.38000000000002,224.36,230.27333333333334,236.3166666666667,174.27,251.23666666666668,259.56666666666666,240.89000000000001,254.8066666666667,258.05,249.7375,253.975,261.25,268.08500000000004,276.16499999999996,279.7625,283.6925,275.062,361.895,380.0,395.78999999999996,400.2775,370.05,382.12,389.1725,394.7166666666667,378.78749999999997,361.17,311.34250000000003,350.6825,357.354,363.06333333333333,356.4325,349.315,356.87999999999994,365.6525,393.0733333333333,386.28,381.16499999999996,380.415,299.3225,311.9875,315.1725,308.365,290.09000000000003,284.9775,289.7933333333333,304.66333333333336,340.24,L5
2007-02-11 22:21:56.518,272.79,267.5,251.60999999999996,250.135,238.575,222.15333333333334,241.5025,231.8775,223.95999999999998,217.3575,216.39000000000001,212.02,211.6225,211.9125,215.785,216.16750000000002,221.5075,227.10250000000002,232.88000000000002,201.22500000000002,249.64749999999998,257.1925,240.954,251.54000000000002,255.89249999999998,250.212,253.83,260.59000000000003,267.35,275.49399999999997,279.40999999999997,282.946,277.50333333333333,360.38800000000003,378.172,392.854,397.48999999999995,372.67400000000004,382.978,390.79,393.1675,381.102,360.5825,311.396,347.544,357.24333333333334,362.44,359.336,352.202,357.40749999999997,368.692,395.14,389.47999999999996,382.236,380.558,298.494,310.88800000000003,313.896,306.802,287.718,285.354,288.91249999999997,305.6825,338.402,L5
2008-10-27 22:10:37.958,285.73,295.06,273.66,279.56,,,,,,,,,266.5,264.71,269.91,277.32,280.92,281.83,286.59,292.41,,,,,,,,,,,309.46,311.81,318.94,386.31,398.54,406.37,409.73,411.01,405.31,419.36,405.27,407.36,394.98,,341.73,364.16,364.73,370.67,373.48,370.63,386.6,402.69,400.55,402.58,400.5,327.7,334.99,339.05,329.31,,319.0,,358.49,374.27,L5
2009-01-31 22:12:28.607,269.285,269.5,273.66,279.56,211.04,197.81,200.13,191.31,186.74,176.12,,,266.5,264.71,269.91,277.32,280.92,281.83,286.59,292.41,,,,,210.04,,,,233.14,246.74,309.46,311.81,318.94,386.31,376.155,387.735,389.40999999999997,388.525,388.595,400.71000000000004,387.71500000000003,391.33000000000004,394.98,294.35,328.45000000000005,352.02,353.435,360.82500000000005,356.96000000000004,350.4,386.6,402.69,400.55,402.58,400.5,327.7,334.99,339.05,329.31,259.7,319.0,,358.49,374.27,L5
2010-11-02 22:16:48.420,279.46,282.83,279.07,276.73,261.46,255.94,266.65,266.47,252.76,254.4,,,265.26,259.48,260.83,258.99,264.08,264.45,268.9,276.92,283.08,293.32,281.87,276.3,281.12,287.49,297.66,299.34,308.14,,309.3,309.73,312.96,376.68,391.68,396.32,399.97,401.33,400.1,409.06,408.41,410.05,386.34,,349.04,359.28,365.01,368.51,365.8,361.92,375.94,385.92,388.09,384.83,384.57,316.4,326.87,331.37,322.79,314.56,308.89,310.74,340.0,363.7,L5
2010-12-20 22:16:50.270,278.49,281.28,266.48,273.125,258.82,248.76999999999998,261.03,261.02,251.86,246.195,,222.88,245.8,248.19,257.51,253.59,255.62,260.495,266.55499999999995,275.735,281.095,293.695,279.95500000000004,275.25,279.625,285.355,295.16,297.15999999999997,304.65999999999997,,305.125,306.67,311.1,372.23,386.595,393.155,396.85,399.595,404.055,410.245,407.4,407.905,386.02,,351.3,362.645,366.53,372.505,364.99,358.08000000000004,373.125,385.62,386.28,382.825,382.51,314.53999999999996,323.67,331.255,321.295,312.04499999999996,303.71500000000003,309.38,334.55,356.555,L5
2011-01-21 22:16:54.354,276.0133333333333,278.8333333333333,261.67,265.8433333333333,251.93666666666664,242.05666666666664,253.5,252.60333333333335,243.07666666666668,234.66333333333333,213.72,213.905,233.24333333333334,235.74,241.80999999999997,239.89666666666668,243.30999999999997,249.63333333333333,256.3833333333333,265.34,270.2633333333333,281.30333333333334,267.23,265.14,269.79,274.17333333333335,282.03333333333336,284.8933333333334,293.42,276.94,297.3066666666667,297.99333333333334,303.60999999999996,365.53999999999996,379.94666666666666,388.78999999999996,392.4566666666667,394.0133333333333,397.6233333333333,404.9466666666667,400.09,402.00666666666666,377.53999999999996,308.79,347.97,362.42,364.83,371.57,363.99,358.03000000000003,374.83,388.0366666666667,387.32,381.73,379.18333333333334,306.8966666666667,318.1366666666667,324.07666666666665,316.61,301.2233333333333,298.5933333333333,299.8833333333333,325.6166666666667,350.75,L5
2013-05-02 22:28:46.370,,,,,202.41,195.88,194.21,,184.25,169.38,,,,,,,,,,,,,,,,,,,,210.37,221.45,217.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-08-22 22:29:00.806,282.23,263.5,243.06,237.83,216.015,208.70499999999998,207.405,233.7,198.79000000000002,184.75,199.76,195.5,189.38,189.99,193.72,187.59,198.97,197.47,205.07,235.81,243.48,251.45,227.08,227.23,226.08,230.29,219.25,234.13,237.84,229.64,235.63,233.455,302.36,349.3,370.29,379.38,381.54,388.66,389.92,398.03,394.99,386.54,367.98,280.92,314.18,330.53,341.46,345.21,337.42,328.79,352.94,,371.35,361.57,352.98,310.89,313.2,312.8,312.85,252.31,260.09,271.79,277.17,326.29,L8
2013-09-07 22:28:59.661,292.245,281.765,248.215,241.66500000000002,224.63666666666666,215.40666666666667,213.70666666666668,235.94,205.28333333333333,191.54,201.41,198.39,192.45499999999998,193.94,198.36,194.8,202.735,205.135,212.8,236.60500000000002,244.685,252.71499999999997,228.31,234.255,231.395,233.485,230.16500000000002,240.79,240.14,244.19333333333336,247.52999999999997,241.41666666666666,301.905,367.23,387.475,397.90999999999997,396.63,400.97,404.58000000000004,415.78999999999996,414.11,386.54,367.98,280.92,314.18,330.53,341.46,345.21,337.42,352.245,372.3,398.03,382.86,383.625,375.49,314.935,313.2,312.8,320.57500000000005,252.31,260.09,271.79,277.17,326.29,L8
2013-09-23 22:28:51.997,284.0466666666667,274.82,246.67,239.96,227.13,218.17000000000002,216.1625,236.10999999999999,208.4625,195.435,202.14666666666668,199.73000000000002,192.90333333333334,195.1833333333333,197.62,194.39666666666668,200.21,200.23666666666668,211.71333333333334,236.89666666666668,245.84333333333333,253.23333333333335,228.62333333333333,234.6833333333333,232.03666666666666,233.51333333333332,231.0566666666667,240.83333333333334,239.85333333333332,245.73250000000002,249.64,244.015,283.9266666666667,367.1433333333334,385.7666666666667,390.99666666666667,392.42333333333335,413.43666666666667,404.58000000000004,415.78999999999996,405.60666666666674,385.4,363.845,279.85,308.595,328.53499999999997,337.655,342.48,333.97,348.20666666666665,372.3,398.03,382.86,380.3966666666667,369.98,294.41,289.205,294.03999999999996,305.54,252.07999999999998,257.59,271.82000000000005,275.165,323.40999999999997,L8
2013-12-28 22:28:23.669,281.2925,272.5125,248.3975,241.1575,236.3725,226.945,224.475,236.9125,217.41750000000002,205.335,203.355,201.1575,194.7575,195.5,200.055,197.21,203.6925,206.62,214.0375,238.17000000000002,247.23499999999999,255.4325,230.5125,236.3575,234.015,235.345,233.97,242.92499999999998,242.1175,259.2875,261.98249999999996,256.3225,279.7475,365.865,384.27250000000004,389.05,391.2125,413.43666666666667,399.55,409.71999999999997,402.5425,386.9266666666667,366.74,280.3433333333333,313.92333333333335,333.3533333333333,338.57666666666665,346.32,337.37666666666667,346.40250000000003,367.46333333333337,383.61,379.20666666666665,378.27750000000003,370.3875,289.4775,287.28,294.40000000000003,300.7075,254.33666666666667,260.41333333333336,272.7366666666667,275.165,328.7633333333333,L8
2014-06-22 22:26:41.138,273.03,265.59,253.58,244.75,239.38,230.98,227.46,239.32,220.07,208.98,206.98,205.44,200.32,196.45,207.36,205.65,214.14,225.77,221.01,241.99,251.41,262.03,236.18,241.38,239.95,240.84,242.71,249.2,248.91,264.59,270.82,266.53,267.21,362.03,379.79,383.21,387.58,,389.49,397.58,393.35,389.98,372.53,261.62,324.58,342.99,340.42,354.0,344.19,340.99,357.79,369.19,371.9,371.92,348.3,274.68,283.43,295.12,286.21,258.85,266.06,274.57,,339.47,L8
2014-10-12 22:27:11.441,273.27,267.5,253.52,243.0,237.79,232.09,230.92,240.23,220.76,209.98,206.12,206.17,199.6,199.48,209.77,207.91,215.26,223.52,224.39,242.99,252.04,258.71,236.35,245.78,240.01,245.4,245.54,252.53,244.94,258.45,278.03,261.67,264.12,367.21,382.54,384.32,387.0,391.98,393.21,399.73,390.42,390.26,371.06,261.31500000000005,317.71,338.73,342.03,347.93,344.88,337.58,360.47,374.0,377.49,368.96,342.695,261.64,279.73,292.43,281.48,260.45,255.77,275.22,290.95,351.0,L8
2014-10-28 22:27:08.358,271.79499999999996,266.325,253.28500000000003,242.14,237.385,230.495,229.72,238.315,219.76999999999998,208.53,205.82,204.43,198.72,197.17000000000002,207.41500000000002,204.535,213.535,219.47,221.095,241.03500000000003,250.745,258.025,235.425,244.31,238.985,243.675,243.725,248.945,247.08499999999998,258.605,272.49,261.88,267.015,352.375,369.025,378.23,380.775,388.895,384.89,394.90999999999997,387.04,384.625,358.445,269.5966666666667,315.895,334.395,338.28999999999996,344.095,340.22,331.405,359.66,369.88,376.025,364.54999999999995,346.98333333333335,266.655,280.09000000000003,294.225,283.78499999999997,263.845,254.875,274.795,280.42499999999995,351.0,L8
2014-12-15 22:27:04.889,270.64,265.70666666666665,253.50666666666666,242.17999999999998,237.21,230.69333333333336,229.33,238.59666666666666,219.93666666666664,208.99666666666667,206.35,204.83666666666667,200.0533333333333,197.36666666666667,207.91333333333333,204.84666666666666,214.42333333333332,220.24,221.85333333333332,241.77,250.49,259.02,235.64,244.60333333333332,239.31333333333336,244.23000000000002,244.38,250.23333333333335,246.35999999999999,259.4066666666667,272.7933333333333,261.40333333333336,266.76666666666665,355.9166666666667,370.8333333333333,378.41,381.2866666666667,388.12000000000006,384.2366666666667,393.50333333333333,386.47,384.17,359.31,271.925,315.34,334.11333333333334,338.2733333333333,343.91,339.22,332.3433333333333,360.5333333333333,373.8033333333333,378.56333333333333,364.19666666666666,351.515,267.40333333333336,279.0366666666667,293.2266666666667,282.23333333333335,264.3866666666667,254.36,276.54,273.77666666666664,353.34000000000003,L8
2014-12-31 22:26:59.445,271.385,267.87,254.055,244.6,239.3175,231.54500000000002,230.2775,238.045,219.68,208.4225,205.9725,204.0675,199.4975,197.39499999999998,207.4,203.805,213.64,219.1625,220.065,241.425,249.97,258.5825,234.88,243.6125,238.45749999999998,242.575,242.64749999999998,248.1825,245.44,258.185,269.65999999999997,260.155,269.13,356.55,370.805,378.41499999999996,382.0925,397.34749999999997,390.7425,394.0675,387.46500000000003,386.095,363.365,281.93,324.085,338.96000000000004,340.845,347.64750000000004,340.4375,333.3125,359.1825,372.865,378.79,365.585,364.0,268.3775,279.4825,294.65999999999997,283.4325,265.27250000000004,255.0425,281.98,278.95,348.47,L8
2015-01-16 22:26:59.157,271.385,281.68600000000004,254.055,244.6,239.3175,231.54500000000002,230.2775,238.045,219.68,208.4225,205.9725,204.0675,199.4975,197.39499999999998,207.4,203.805,213.64,219.1625,220.065,241.425,249.97,258.5825,234.88,243.6125,238.45749999999998,242.575,242.64749999999998,248.1825,245.44,258.185,269.65999999999997,260.155,269.13,356.55,370.805,381.41999999999996,382.0925,396.946,391.816,396.52799999999996,393.658,390.726,368.832,281.93,331.214,343.81800000000004,343.736,352.872,344.188,339.074,363.344,377.576,381.856,371.81,368.628,268.3775,279.4825,294.65999999999997,283.4325,265.27250000000004,255.0425,281.98,278.95,348.47,L8
2015-04-06 22:26:20.815,274.01599999999996,284.32666666666665,255.53400000000002,247.14000000000001,241.6,232.488,231.094,239.602,220.808,209.292,206.204,204.78199999999998,200.324,198.564,209.81800000000004,205.948,215.81,222.358,223.46999999999997,243.956,252.10399999999998,260.57599999999996,236.62199999999999,245.29000000000002,240.37199999999999,245.8,246.254,252.44,245.44,258.185,269.65999999999997,260.155,277.446,359.06,372.872,382.4483333333333,384.044,396.39166666666665,392.43,397.3283333333333,394.02666666666664,391.1383333333333,369.06166666666667,281.93,329.85833333333335,347.24500000000006,345.09833333333336,353.2283333333333,345.4066666666667,340.5933333333333,364.43,377.8383333333333,381.99333333333334,373.1016666666667,369.97166666666664,268.3775,279.4825,300.616,290.254,265.27250000000004,262.32,282.364,278.95,351.355,L8
2015-07-11 22:26:29.559,284.54,317.24,261.45,257.3,250.73,236.26,234.36,245.83,225.32,212.77,207.13,207.64,203.63,203.24,219.49,214.52,224.49,235.14,237.09,254.08,260.64,268.55,243.59,252.0,248.03,258.7,260.68,269.47,,,,,310.71,369.1,381.14,390.51500000000004,391.85,394.47999999999996,395.80499999999995,403.8499999999999,407.1499999999999,401.22499999999997,380.4549999999999,,316.9666666666667,341.9866666666667,353.6050000000001,364.38999999999993,355.345,355.155,374.92499999999995,387.78499999999985,388.4,388.1350000000001,381.91499999999996,,,324.44,317.54,,291.43,283.9,,360.01,L8
2015-09-29 22:26:59.056,276.71500000000003,284.405,254.42999999999995,248.45000000000005,239.98,230.13,228.515,241.015,221.765,209.185,204.91,202.5,197.84,198.07,211.88,203.135,216.87,223.89999999999998,224.285,244.59,254.1,262.495,237.745,245.245,240.32999999999998,248.52499999999998,248.585,255.675,240.51,249.9,259.29,256.9,283.87,366.535,380.555,387.2,389.56,391.67,391.86,399.435,396.67,390.43,371.905,,298.96,333.53666666666663,346.19500000000005,349.4,344.845,341.6,362.96500000000003,373.05499999999995,377.81,373.23,371.13,252.81,260.98,311.995,297.95000000000005,262.67,283.685,272.24,,354.95,L8
2015-10-31 22:27:04.990,270.46500000000003,268.62,249.6,240.85,232.69,227.6,224.62,237.28,219.22500000000002,206.925,204.54500000000002,200.655,196.955,196.655,206.84,199.54500000000002,212.175,216.73000000000002,217.74,236.63,248.19,254.22,235.61,241.18,236.8,243.08499999999998,243.905,245.38,242.475,252.57,262.03,257.71,260.42999999999995,365.42,379.855,385.33500000000004,387.36,390.665,383.99,392.8,391.235,386.73,370.33000000000004,292.33,294.52,326.64,341.99,346.685,337.695,335.71000000000004,356.72,369.495,374.12,365.54499999999996,365.57,256.33500000000004,265.13,297.20500000000004,279.025,263.245,263.745,262.26,265.34,347.64,L8
2016-01-03 22:27:03.506,266.78000000000003,264.95666666666665,248.88,240.27666666666664,231.66666666666666,224.57666666666668,226.39333333333332,234.9466666666667,217.33666666666667,205.28333333333333,202.86,197.22,186.26666666666665,196.655,199.91666666666666,193.90666666666667,210.54666666666665,214.6966666666667,220.38333333333333,231.15666666666667,242.25333333333333,253.17,233.53333333333333,236.91,234.65666666666667,239.9433333333333,238.78,240.9,242.21666666666667,250.60333333333332,258.23,256.12666666666667,259.19666666666666,363.30333333333334,377.44000000000005,383.3733333333333,390.97666666666663,386.15333333333336,379.30333333333334,391.83,390.67,387.77666666666664,365.3433333333333,283.99,293.8025,326.4275,337.9533333333333,343.10999999999996,334.6433333333334,333.5733333333333,352.6333333333334,364.33666666666664,368.70666666666665,360.49,356.575,256.50666666666666,267.31333333333333,294.86,281.92,264.25666666666666,259.71999999999997,262.86999999999995,265.34,350.1366666666666,L8
2016-01-19 22:27:03.476,270.83000000000004,272.79499999999996,257.295,240.27666666666664,234.6375,229.385,230.9475,240.3525,223.2675,210.73250000000002,207.555,203.13,186.26666666666665,207.51666666666665,199.91666666666666,193.90666666666667,219.1375,214.6966666666667,229.47,231.15666666666667,242.25333333333333,262.4575,233.53333333333333,236.91,234.65666666666667,239.9433333333333,238.78,240.9,242.21666666666667,250.60333333333332,258.23,256.12666666666667,276.0175,363.30333333333334,377.44000000000005,383.3733333333333,398.6675,391.3275,392.8025,391.83,390.67,387.77666666666664,365.3433333333333,283.99,302.3733333333334,335.79333333333335,337.9533333333333,350.0025,334.6433333333334,333.5733333333333,352.6333333333334,364.33666666666664,368.70666666666665,360.49,356.575,256.50666666666666,267.31333333333333,294.86,281.92,264.25666666666666,259.71999999999997,262.86999999999995,265.34,350.1366666666666,L8
2016-02-04 22:27:00.087,277.2,279.554,264.22799999999995,240.27666666666664,234.6375,229.385,230.9475,240.3525,223.2675,210.73250000000002,207.555,203.13,186.26666666666665,207.51666666666665,199.91666666666666,193.90666666666667,219.1375,214.6966666666667,229.47,231.15666666666667,242.25333333333333,271.366,233.53333333333333,236.91,234.65666666666667,239.9433333333333,238.78,240.9,242.21666666666667,250.60333333333332,258.23,256.12666666666667,284.95,364.45,379.725,386.4325,400.33599999999996,392.146,393.274,395.225,395.105,392.135,370.01750000000004,283.99,302.3733333333334,339.91,341.885,352.38199999999995,339.8225,338.48,354.5075,372.03,378.4225,360.49,363.17333333333335,272.1625,281.3675,302.07500000000005,291.4125,275.4975,259.71999999999997,262.86999999999995,265.34,351.05,L8
2016-04-08 22:26:35.612,277.89200000000005,278.664,265.23999999999995,241.26666666666665,236.14,230.72,232.63,240.35500000000002,223.325,210.42,207.975,203.3175,188.54999999999998,207.59,200.9333333333333,197.12666666666667,219.45499999999998,215.89000000000001,229.7825,232.52999999999997,242.76999999999998,270.46999999999997,234.37,239.25,236.13333333333333,242.64666666666665,244.26333333333332,244.13333333333333,243.52666666666664,258.2633333333333,259.98333333333335,258.83,292.566,362.5175,377.8825,384.62,399.572,391.678,393.482,394.795,393.7025,392.1775,370.105,289.0233333333333,304.91,341.82,341.805,353.838,340.09,338.2475,355.22,372.61249999999995,378.555,359.3,363.57666666666665,284.39000000000004,293.5175,304.74250000000006,299.38,278.36,252.22,264.43333333333334,267.635,349.05499999999995,L8
2016-05-10 22:26:31.116,279.21999999999997,281.22999999999996,266.252,244.60666666666665,237.10250000000002,231.67000000000002,234.8725,240.41249999999997,222.98,210.155,207.93,201.875,187.64666666666668,204.78333333333333,198.6833333333333,194.2833333333333,216.2925,209.59333333333333,225.125,234.69333333333336,242.69000000000003,270.18399999999997,231.44999999999996,238.9766666666667,232.9,239.76,246.03666666666663,245.08333333333334,255.19999999999996,274.8566666666666,270.55333333333334,272.40000000000003,299.01200000000006,356.88,375.455,382.2625,398.226,390.85400000000004,393.588,396.36499999999995,393.785,391.4,369.12,289.4433333333333,307.49333333333334,342.77250000000004,341.7275,353.398,341.185,338.3025,356.7025,374.005,378.69,363.15333333333336,364.805,295.0075,304.0925,309.5025,305.715,283.5175,252.79666666666665,268.8766666666666,270.735,343.5525,L8
2016-06-27 22:26:47.328,279.02833333333336,280.84499999999997,264.67,245.825,237.858,231.67000000000002,234.8725,241.602,227.522,210.63000000000002,208.234,202.38,190.28,202.91750000000002,197.075,194.9725,213.52999999999997,208.89,223.542,234.6775,242.5625,265.18333333333334,233.93,237.665,233.7,240.0575,246.03666666666663,245.08333333333334,267.6925,285.455,281.27750000000003,281.6875,300.8666666666667,352.724,372.71,380.65999999999997,394.91499999999996,386.80166666666673,387.8966666666667,390.12199999999996,386.968,385.128,361.898,286.625,304.87,338.738,340.58000000000004,350.3766666666667,337.948,334.46,354.498,371.106,373.63800000000003,361.1925,362.004,299.97799999999995,308.704,313.62,307.55199999999996,283.642,252.9,269.98,268.59999999999997,331.52200000000005,L8
