dates,satname,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041
2011-01-21 22:16:54.354000,L5,271.06,273.94,252.05,251.28,238.17,228.63,238.44,235.77,225.51,211.60,213.72,204.93,208.13,210.84,210.41,212.51,218.69,227.91,236.04,244.55,248.60,256.52,241.78,244.92,250.12,251.81,255.78,260.36,270.94,276.94,281.67,280.64,288.63,352.16,366.65,380.06,383.67,382.85,384.76,394.35,385.47,390.21,360.58,308.79,341.31,361.97,361.43,369.70,361.99,357.93,378.24,392.87,389.40,379.54,372.53,291.61,307.07,309.72,307.24,279.58,288.35,280.89,307.75,339.14
2013-05-02 22:28:46.370000,L8,,212.68,214.98,212.51,208.40,200.10,198.62,205.24,190.97,175.14,177.63,165.57,,,,,,,,,,,,,,,191.55,198.70,196.44,220.79,224.25,220.95,222.72,280.54,299.56,272.03,291.17,332.73,228.17,343.70,305.94,336.08,307.26,244.03,197.39,228.54,239.58,244.14,301.72,295.37,316.74,345.96,334.10,335.35,336.20,223.81,233.11,237.69,247.56,218.26,189.94,208.34,211.72,249.06
2013-08-22 22:29:00.806000,L8,282.23,263.50,243.06,237.83,229.62,221.53,220.60,233.70,213.33,200.12,199.76,195.50,189.38,189.99,193.72,187.59,198.97,197.47,205.07,235.81,243.48,251.45,227.08,227.23,226.08,230.29,219.25,234.13,237.84,248.91,249.81,249.61,302.36,349.30,370.29,379.38,381.54,388.66,389.92,398.03,394.99,386.54,367.98,280.92,314.18,330.53,341.46,345.21,337.42,328.79,352.94,344.67,371.35,361.57,352.98,310.89,313.20,312.80,312.85,252.31,260.09,271.79,277.17,326.29
2013-09-07 22:28:59.661000,L8,302.26,300.03,253.37,245.50,241.88,228.81,226.31,238.18,218.27,205.12,203.06,201.28,195.53,197.89,203.00,202.01,206.50,212.80,220.53,237.40,245.89,253.98,229.54,241.28,236.71,236.68,241.08,247.45,242.44,273.30,271.33,257.34,301.45,385.16,404.66,416.44,411.72,413.28,419.24,433.55,433.23,437.45,418.61,404.47,396.34,395.65,400.25,402.19,378.34,375.70,391.66,398.03,394.37,405.68,398.00,318.98,388.66,392.71,328.30,356.63,483.60,,396.59,497.77
2013-09-23 22:28:51.997000,L8,267.65,260.93,243.58,236.55,234.61,226.46,223.53,236.45,218.00,207.12,203.62,202.41,193.80,197.67,196.14,193.59,195.16,190.44,209.54,237.48,248.16,254.27,229.25,235.54,233.32,233.57,232.84,240.92,239.28,250.35,255.97,251.81,247.97,366.97,382.35,377.17,384.01,438.37,505.04,494.50,388.60,384.26,359.71,278.78,303.01,326.54,333.85,339.75,330.52,340.13,467.76,470.73,478.05,373.94,358.96,253.36,265.21,275.28,275.47,251.85,255.09,271.85,273.16,320.53
2013-12-28 22:28:23.669000,L8,273.03,265.59,253.58,244.75,239.38,230.98,227.46,239.32,220.07,208.98,206.98,205.44,200.32,196.45,207.36,205.65,214.14,225.77,221.01,241.99,251.41,262.03,236.18,241.38,239.95,240.84,242.71,249.20,248.91,264.59,270.82,266.53,267.21,362.03,379.79,383.21,387.58,391.49,389.49,397.58,393.35,389.98,372.53,281.33,324.58,342.99,340.42,354.00,344.19,340.99,357.79,369.19,371.90,371.92,371.61,274.68,283.43,295.12,286.21,258.85,266.06,274.57,334.30,339.47
2014-06-22 22:26:41.138000,L8,282.82,293.22,254.38,272.03,239.12,228.70,223.79,233.99,214.47,202.94,207.52,192.19,194.97,190.38,190.87,176.78,187.86,188.90,194.46,227.15,237.28,214.66,209.15,220.49,224.06,224.63,218.20,243.47,279.48,290.89,305.11,299.65,307.25,349.33,363.61,371.21,374.45,379.20,378.85,392.73,388.23,383.96,348.62,297.15,312.64,340.17,342.80,343.60,337.34,332.82,349.14,363.98,371.25,364.78,367.88,302.34,382.51,403.10,402.15,412.17,375.73,274.69,284.02,293.73
2014-10-12 22:27:11.441000,L8,272.19,266.45,252.83,242.33,237.14,231.02,229.66,239.44,220.11,209.23,205.44,205.41,198.34,198.55,208.76,206.03,213.98,220.88,222.47,241.93,251.29,258.07,235.63,244.74,238.92,243.29,244.34,250.13,243.56,256.88,275.85,260.86,263.04,366.08,381.88,383.42,386.16,391.24,392.22,398.76,389.39,389.24,369.85,280.27,317.08,337.55,340.85,346.64,343.62,336.38,359.73,373.16,376.84,368.04,359.59,260.84,277.08,291.00,280.47,259.68,254.89,274.84,290.58,349.05
2014-10-28 22:27:08.358000,L8,270.32,265.15,253.05,241.28,236.98,228.90,228.52,236.40,218.78,207.08,205.52,202.69,197.84,194.86,205.06,201.16,211.81,215.42,217.80,239.08,249.45,257.34,234.50,242.84,237.96,241.95,241.91,245.36,249.23,258.76,266.95,262.09,269.91,337.54,355.51,372.14,374.55,385.81,376.57,390.09,383.66,378.99,345.83,286.16,314.08,330.06,334.55,340.26,335.56,325.23,358.85,365.76,374.56,360.14,355.56,271.67,280.45,296.02,286.09,267.24,253.98,274.37,269.90,304.29
2014-12-15 22:27:04.889000,L8,269.04,264.99,254.71,242.85,237.51,232.02,229.59,240.02,220.82,210.57,208.06,206.30,203.91,199.51,209.91,207.13,217.29,223.95,225.06,244.79,250.73,261.72,237.05,246.17,240.81,246.78,247.72,255.19,246.75,265.80,276.03,261.29,267.76,364.16,375.74,379.69,383.11,387.52,383.77,391.52,386.10,384.08,362.24,279.38,314.93,334.58,339.10,344.43,337.94,334.95,364.90,383.05,385.24,364.45,366.65,271.34,279.96,293.08,280.63,266.31,253.78,280.37,347.27,329.90
2014-12-31 22:26:59.445000,L8,277.09,280.75,278.41,283.13,254.36,242.39,237.74,237.70,220.30,208.27,206.71,203.82,201.79,202.62,211.15,208.66,214.59,219.22,219.09,242.42,250.51,259.01,235.18,242.99,238.38,240.42,241.42,244.87,245.30,260.94,264.57,259.06,278.61,360.35,372.79,380.18,387.29,431.51,416.24,431.23,406.24,398.02,381.03,366.76,355.86,356.93,353.21,363.01,345.41,338.19,356.43,371.40,382.87,371.97,376.19,314.31,285.74,303.74,290.39,300.62,258.56,300.43,298.19,343.88
2015-01-16 22:26:59.157000,L8,369.93,336.95,443.30,389.08,384.46,350.12,348.33,345.38,372.54,311.08,352.93,345.94,354.37,307.48,306.70,303.63,310.15,308.40,337.60,351.57,360.40,367.45,321.43,353.10,369.06,376.87,376.02,376.87,414.25,447.54,434.78,375.56,360.26,425.03,424.66,393.44,431.78,395.34,396.11,406.37,418.43,409.25,390.70,374.07,359.73,363.25,355.30,373.77,359.19,362.12,379.99,396.42,394.12,396.71,387.14,357.37,368.12,381.56,386.70,381.66,373.63,360.93,411.24,385.96
2015-04-06 22:26:20.815000,L8,285.42,298.29,263.17,282.46,284.45,237.53,235.72,247.78,226.54,213.78,207.66,208.21,204.62,205.53,221.52,215.85,226.86,236.91,238.69,255.55,261.93,269.93,246.03,253.15,249.37,259.64,261.78,270.43,312.25,321.13,305.37,300.20,311.49,369.95,381.59,388.90,392.57,394.19,396.00,401.87,396.55,393.94,371.91,338.88,323.98,366.99,352.65,356.43,352.73,349.52,370.99,380.06,384.76,381.17,385.30,312.52,325.61,326.74,319.15,314.81,292.84,284.55,330.35,361.07
2015-07-11 22:26:29.559000,L8,285.74,290.05,276.05,240.95,236.20,231.46,226.31,233.83,216.34,207.81,206.02,198.27,196.77,193.27,199.83,182.03,204.27,213.84,212.26,235.40,308.43,310.75,298.79,302.40,303.28,304.13,304.11,258.20,306.77,295.17,303.05,300.93,301.40,350.03,369.06,377.82,384.39,393.00,397.42,401.39,407.45,398.52,379.74,358.42,333.07,342.75,502.81,381.38,359.26,403.53,,,497.13,411.79,363.20,373.24,428.55,454.60,448.74,383.04,492.27,393.99,495.18,436.59
2015-09-29 22:26:59.056000,L8,268.89,271.28,247.41,239.60,229.23,224.00,222.67,236.20,218.21,205.60,202.69,197.36,192.05,192.90,204.27,191.75,209.25,212.66,211.48,235.10,247.56,256.44,231.90,238.49,232.63,238.35,236.49,241.88,240.51,249.90,259.29,256.90,257.03,363.97,379.97,386.81,387.27,389.72,388.22,397.54,397.47,387.66,373.60,352.94,305.71,337.90,340.48,343.79,338.19,335.01,356.07,366.96,372.94,366.90,365.57,252.81,260.98,299.55,278.36,262.67,275.94,260.58,338.86,349.89
2015-10-31 22:27:04.990000,L8,272.04,265.96,251.79,242.10,236.15,231.20,226.57,238.36,220.24,208.25,206.40,203.95,201.86,200.41,209.41,207.34,215.10,220.80,224.00,238.16,248.82,252.00,239.32,243.87,240.97,247.82,251.32,248.88,244.44,255.24,264.77,258.52,263.83,366.87,379.74,383.86,387.45,391.61,379.76,388.06,385.00,385.80,367.06,292.33,309.76,343.69,343.50,349.58,337.20,336.41,357.37,372.03,375.30,364.19,448.62,259.86,269.28,294.86,279.69,263.82,251.55,263.94,265.34,345.39
2016-01-03 22:27:03.506000,L8,259.41,257.63,247.44,239.13,229.62,218.53,229.94,230.28,213.56,202.00,199.49,190.35,164.89,160.28,186.07,182.63,207.29,210.63,225.67,220.21,230.38,251.07,229.38,228.37,230.37,233.66,228.53,231.94,241.70,246.67,250.63,252.96,256.73,359.07,372.61,379.45,398.21,377.13,369.93,389.89,389.54,389.87,355.37,275.65,291.65,325.79,329.88,335.96,328.54,329.30,344.46,354.02,357.88,350.38,347.58,256.85,271.68,290.17,287.71,266.28,251.67,264.09,328.64,355.13
2016-01-19 22:27:03.476000,L8,282.98,296.31,282.54,288.50,243.55,243.81,244.61,256.57,241.06,227.08,221.64,220.86,223.84,229.24,235.14,233.86,244.91,260.80,256.73,273.32,280.32,290.32,310.20,274.81,273.20,307.28,307.55,317.43,311.47,422.74,456.93,334.43,326.48,,,,421.74,406.85,433.30,451.72,483.33,,458.42,458.56,447.90,409.48,411.25,370.68,,,,,,,,,,,,,,,,
2016-02-04 22:27:00.087000,L8,302.68,306.59,291.96,298.54,290.88,297.30,297.42,298.22,306.32,293.00,303.28,301.82,308.40,310.68,311.63,304.83,306.06,309.36,307.51,313.99,310.10,307.00,311.21,312.45,307.56,313.35,315.20,313.95,314.16,321.28,313.35,318.98,320.68,367.89,386.58,395.61,407.01,395.42,395.16,405.41,408.41,405.21,384.04,367.07,355.41,352.26,353.68,361.90,355.36,353.20,360.13,395.11,407.57,411.02,376.37,319.13,323.53,323.72,319.89,309.22,309.46,342.51,350.63,353.79
2016-04-08 22:26:35.612000,L8,270.74,265.97,251.71,241.91,234.76,228.47,228.23,235.69,218.03,203.84,203.96,197.67,198.06,192.61,206.27,200.79,209.61,215.21,211.45,238.59,248.63,251.56,233.57,245.00,236.04,245.13,251.46,248.01,242.73,270.44,263.02,263.92,271.54,353.94,370.82,378.88,382.89,386.74,388.11,395.06,390.81,387.17,373.22,298.45,311.74,344.32,339.56,350.31,338.60,333.30,358.03,368.43,372.16,362.55,365.98,300.59,308.10,308.82,308.65,273.08,253.01,264.81,269.28,319.70
2016-05-10 22:26:31.116000,L8,278.68,278.79,256.85,252.12,240.00,235.00,235.54,238.59,218.86,207.19,206.22,198.18,199.15,191.99,202.66,198.81,202.45,201.91,205.37,244.65,248.58,250.57,230.56,243.05,231.27,239.16,256.64,251.73,279.46,305.02,296.48,299.23,296.06,344.32,370.03,374.43,380.72,387.49,380.29,394.34,385.33,382.69,363.12,293.59,317.51,347.50,343.19,347.38,341.58,336.63,363.30,377.60,375.84,375.75,368.49,302.33,311.58,313.90,305.03,284.45,253.28,277.27,271.54,323.38
2016-06-27 22:26:47.328000,L8,278.07,278.92,256.76,249.48,240.88,284.76,299.58,246.36,245.69,212.53,209.45,204.40,198.18,197.32,192.25,197.04,202.48,206.78,217.21,234.63,242.18,240.18,241.37,233.73,236.10,240.95,313.58,313.92,305.17,317.25,313.45,309.55,310.14,336.10,361.73,374.25,378.36,366.54,359.44,365.15,359.70,360.04,333.01,278.17,297.00,322.60,335.99,335.27,325.00,319.09,345.68,359.51,353.43,355.31,350.80,319.86,327.15,330.09,314.90,284.14,253.21,273.29,264.33,283.40
2016-12-04 22:27:17.474000,L8,269.78,267.75,253.86,242.95,237.94,234.84,230.06,239.34,223.55,212.61,209.44,208.14,206.20,204.84,212.07,210.97,219.59,229.05,228.28,249.04,256.21,263.35,242.70,248.84,244.30,251.49,250.87,257.27,255.68,262.90,265.09,264.15,267.82,330.93,382.82,387.54,392.21,389.09,386.79,398.94,387.65,384.79,366.61,283.73,313.64,331.60,338.19,343.31,338.09,333.79,355.81,373.12,367.37,367.77,361.44,265.31,281.00,296.80,286.99,267.57,251.52,268.83,268.66,290.83
2017-02-22 22:26:52.098000,L8,381.47,507.95,414.73,421.50,429.01,434.30,425.99,426.07,379.75,389.63,456.29,368.72,370.58,436.51,398.79,430.88,428.93,392.41,389.14,419.85,370.19,421.80,339.19,353.84,349.80,351.51,404.68,331.84,358.01,352.32,333.33,333.84,476.84,522.66,500.64,443.22,451.29,491.99,500.80,516.32,425.93,421.55,395.58,385.61,379.43,377.16,379.13,395.26,376.45,368.42,378.93,412.62,421.08,426.60,422.86,414.60,427.07,428.85,392.39,441.57,430.15,424.94,483.17,459.82
2017-03-26 22:26:34.721000,L8,254.72,255.29,244.38,236.52,227.59,218.33,216.88,225.50,213.03,198.32,200.61,193.48,191.34,190.73,192.87,182.00,200.88,197.65,201.09,230.25,237.08,249.80,227.51,233.04,227.32,231.58,232.23,236.17,236.52,244.51,251.42,212.75,215.86,319.42,368.76,362.62,359.76,359.05,353.19,367.55,365.51,363.59,342.26,286.06,301.64,278.51,344.50,319.50,331.45,406.23,468.84,325.00,356.40,363.94,350.72,245.88,247.35,258.91,282.06,206.19,,,,331.16
2017-08-01 22:26:56.477000,L8,266.55,257.48,240.26,227.68,217.51,209.11,211.86,224.49,213.65,201.00,201.92,200.11,198.35,208.74,229.47,254.20,221.89,251.82,301.19,273.28,271.91,322.47,238.16,250.96,248.28,263.43,282.69,300.75,309.80,314.05,307.15,310.33,313.26,379.02,380.64,369.81,363.08,365.17,358.84,363.60,358.35,371.43,333.71,277.07,295.95,325.84,332.57,343.32,340.67,336.53,358.74,372.50,370.60,372.49,364.22,312.22,327.60,339.32,333.58,332.22,324.58,273.32,348.95,381.99
2017-08-17 22:27:01.961000,L8,297.09,304.31,289.28,282.04,286.30,281.11,286.07,288.63,286.21,275.79,274.08,285.66,286.95,284.49,287.84,295.88,296.83,306.05,304.38,313.34,318.95,313.02,311.98,304.92,304.64,304.00,304.43,304.73,309.26,311.89,305.30,302.74,303.75,351.68,358.61,400.83,422.13,442.84,387.71,389.08,384.92,382.30,375.51,365.72,346.86,346.36,348.26,351.32,345.88,342.20,375.65,387.83,400.09,395.06,389.48,308.60,319.69,320.60,314.33,308.13,318.62,318.86,324.95,346.76
2017-09-02 22:27:04.783000,L8,275.48,275.56,249.95,240.28,230.48,223.16,223.14,233.57,217.83,205.51,202.16,198.09,196.25,193.60,203.18,204.05,208.23,214.75,216.15,238.76,198.69,201.61,216.57,236.96,219.59,213.59,211.44,221.81,235.71,250.98,299.76,307.55,390.35,348.84,355.60,372.94,367.39,374.80,383.61,386.69,387.24,386.10,376.24,282.89,292.73,345.25,336.81,342.55,337.13,329.57,344.00,373.09,361.62,359.01,357.77,506.71,368.24,397.07,512.79,445.16,370.03,264.47,326.00,341.27
2017-09-18 22:27:06.940000,L8,282.35,289.58,283.51,245.50,257.58,245.12,230.20,232.61,218.06,203.23,203.22,197.54,198.27,194.73,204.41,172.89,201.65,257.76,233.03,240.26,248.50,251.21,231.30,246.08,231.83,239.04,234.20,240.33,240.68,251.44,254.05,370.37,361.85,331.94,345.03,353.65,352.72,350.88,365.35,369.64,376.11,370.43,336.85,282.37,306.53,330.00,337.37,336.87,331.36,324.18,343.56,360.35,365.39,358.25,355.04,372.30,387.37,370.08,387.50,382.32,379.54,376.98,299.18,271.12
2017-10-04 22:27:13.567000,L8,246.19,273.99,249.85,243.27,167.98,196.90,212.48,228.82,214.03,204.47,207.66,182.00,167.04,,,167.55,209.61,228.23,234.97,,,,,159.72,232.21,239.50,249.77,229.14,237.04,245.29,245.86,250.99,256.48,317.03,341.37,349.87,345.31,351.04,358.15,374.75,355.50,358.55,331.86,281.23,291.29,330.64,327.28,330.47,327.26,317.81,347.95,361.32,362.38,360.15,364.01,254.24,262.01,283.45,275.45,258.66,246.93,261.44,283.36,270.28
2017-10-20 22:27:16.389000,L8,279.13,273.49,256.04,244.41,240.15,233.50,230.03,237.03,225.27,211.38,209.16,207.43,204.18,204.86,210.69,211.89,217.55,225.28,227.89,245.27,253.96,262.97,241.73,248.18,243.80,250.95,253.56,257.71,256.60,268.02,265.22,262.43,266.01,335.57,370.27,379.49,382.85,387.17,392.54,394.20,387.41,387.96,368.59,283.74,299.26,337.27,339.50,345.86,337.78,334.19,360.59,372.60,372.27,371.56,369.38,262.90,276.94,296.19,287.82,267.47,252.56,267.19,288.09,284.74
2018-03-13 22:26:32.925000,L8,296.65,300.07,291.60,289.63,289.50,278.46,280.18,286.03,295.03,284.28,287.76,242.96,231.19,242.73,245.84,246.73,251.67,264.83,268.03,272.25,281.26,323.86,271.24,264.12,262.37,269.41,286.23,299.94,288.72,311.51,303.86,303.83,314.97,361.26,368.90,376.15,378.01,380.74,374.01,381.94,381.57,386.91,370.99,362.76,347.59,347.07,347.97,353.13,343.77,343.35,356.21,375.55,366.46,363.69,371.11,316.55,327.09,325.88,313.01,306.91,320.99,457.63,470.27,459.84
2018-03-29 22:26:26.176000,L8,278.31,280.27,257.64,249.64,240.43,231.10,227.36,234.67,220.67,208.09,205.42,202.64,200.85,198.79,205.36,204.43,210.64,218.11,220.85,240.24,250.98,261.60,234.69,244.66,240.37,246.31,253.22,257.53,241.93,275.44,267.53,269.83,275.09,357.84,351.37,373.06,381.30,363.52,367.54,378.44,375.97,371.75,356.90,291.54,304.77,334.37,335.07,340.90,338.50,340.88,361.76,376.67,373.90,375.67,372.20,280.58,289.15,305.77,292.76,270.96,252.63,267.99,285.95,324.20
2018-06-17 22:25:53.680000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.66,221.15,217.20,221.78,154.44,271.56,283.71,287.86,338.07,337.61,333.97,348.65,304.47,336.88,305.45,241.87,271.49,293.55,247.63,202.99,171.35,283.43,316.86,337.72,336.33,338.26,341.49,220.58,172.76,194.58,195.97,207.52,197.51,211.93,220.67,248.60
2018-09-05 22:26:33.133000,L8,273.49,271.96,246.58,238.84,230.43,224.34,222.36,233.58,217.33,205.52,202.54,198.06,195.54,195.23,202.29,190.88,205.93,209.06,211.74,237.77,245.40,253.45,232.83,240.48,233.03,238.54,240.98,241.32,240.07,250.19,251.21,260.65,255.25,346.40,366.91,373.59,380.82,385.89,382.46,383.89,384.33,382.59,373.19,290.20,294.71,333.46,342.01,348.59,338.17,339.42,352.81,369.12,368.68,361.80,363.96,257.74,278.48,294.29,282.73,266.16,249.50,262.31,292.67,341.73
2018-09-21 22:26:37.516000,L8,288.36,292.12,282.39,240.13,235.82,238.47,235.10,244.04,227.81,214.09,209.74,210.57,207.79,211.01,215.65,216.23,220.85,228.24,234.51,246.09,252.83,260.47,246.04,250.33,249.62,258.13,259.37,267.93,279.97,285.08,312.26,280.65,303.67,347.83,349.07,386.72,376.40,401.65,358.71,383.77,376.01,378.87,373.68,361.13,353.28,337.05,349.95,353.14,341.41,344.97,351.69,368.50,363.28,372.63,369.04,313.68,323.72,320.19,313.14,304.62,253.25,269.00,308.84,344.15
2019-01-11 22:26:49.169000,L8,267.57,269.98,255.39,241.77,237.06,230.93,222.84,238.33,225.27,212.07,210.74,208.42,205.38,206.82,211.83,211.56,217.81,225.00,227.71,246.11,257.28,262.93,244.89,249.16,245.24,250.86,253.58,258.25,256.14,271.35,282.75,265.40,269.78,361.86,381.46,381.61,383.03,390.01,383.69,392.22,384.61,386.52,373.04,294.21,298.34,334.83,342.67,351.90,344.28,339.66,356.67,369.89,361.03,358.65,359.04,272.84,283.71,295.66,287.50,273.21,253.43,277.95,274.04,323.85
2019-01-27 22:26:45.220000,L8,246.42,252.65,235.44,226.06,208.78,200.89,207.18,217.62,192.51,181.26,184.56,181.25,172.59,,,,,,171.43,170.83,202.18,217.68,216.33,213.83,218.53,218.65,212.56,197.12,,,,,,305.28,327.82,339.42,342.07,345.07,340.91,360.94,345.75,353.18,327.18,277.53,283.07,307.56,310.59,316.47,312.31,292.54,321.64,335.76,337.98,336.21,331.73,,,,,,,,169.01,259.03
2019-02-12 22:26:43.149000,L8,265.89,270.04,253.75,246.17,239.15,232.49,229.24,235.15,222.72,209.86,209.61,205.29,205.37,203.07,210.17,207.02,216.64,224.33,227.46,244.06,255.53,259.67,242.14,248.95,243.52,249.10,254.35,255.36,247.88,273.84,270.90,267.44,272.53,343.78,365.46,373.62,376.54,377.39,378.56,386.69,380.90,381.98,349.86,294.71,293.25,331.91,336.64,349.61,338.51,336.72,356.90,369.68,371.53,362.14,362.99,278.22,287.33,300.04,290.88,270.30,253.43,274.47,263.87,275.03
2019-03-16 22:26:33.688000,L8,266.82,271.19,251.97,246.79,238.47,230.83,224.59,234.53,216.32,208.26,205.22,203.99,200.84,200.68,205.20,204.20,212.97,217.59,222.71,242.13,251.57,256.79,236.28,246.49,240.14,244.67,249.24,253.62,242.29,260.04,263.96,266.99,270.39,354.81,369.03,375.66,377.71,372.74,377.71,387.87,381.05,381.54,348.79,292.33,294.26,330.22,331.10,342.45,339.29,337.91,356.94,370.26,372.51,365.40,368.56,272.81,289.58,299.31,289.12,269.04,253.11,274.30,266.75,274.18
2019-04-17 22:26:24.837000,L8,275.48,273.32,257.11,252.89,240.98,230.97,228.22,234.25,219.50,206.84,204.70,201.47,199.86,199.81,203.99,202.35,209.99,215.10,224.41,240.37,252.00,256.71,235.64,245.24,240.35,245.83,253.71,257.41,242.64,271.19,275.09,273.26,296.29,345.74,358.00,372.67,372.27,372.99,372.42,378.82,379.98,375.14,355.34,302.21,307.55,335.65,339.67,342.02,335.38,330.26,353.19,365.43,361.58,370.82,355.30,288.48,302.82,315.49,308.28,278.77,255.01,274.69,274.72,340.23
2019-06-20 22:26:49.743000,L8,205.92,205.69,189.07,175.21,,,,,,,,,,,,,,,,,,,,,,,,,213.67,223.29,224.45,225.44,225.31,290.05,300.10,337.38,341.74,342.37,321.12,350.59,312.61,333.28,297.11,255.37,280.92,222.99,232.63,260.80,302.16,300.39,326.07,343.90,337.95,335.18,337.45,229.94,233.62,199.60,208.97,217.34,199.83,218.56,234.23,258.30
2019-09-08 22:27:12.355000,L8,278.02,270.22,250.70,240.19,231.46,229.76,225.26,235.45,218.84,207.04,203.05,202.82,198.23,200.02,207.27,207.38,211.79,218.01,225.35,242.70,249.13,255.38,237.23,245.89,239.15,246.07,250.25,256.89,242.42,264.76,265.89,267.97,269.34,359.62,366.55,374.16,369.91,373.28,379.23,376.52,379.87,379.24,372.48,364.34,337.64,344.44,345.08,344.18,332.56,336.82,353.04,365.99,364.23,363.43,370.41,261.56,289.31,302.41,324.86,278.34,249.06,260.65,265.57,287.74
2019-11-11 22:27:19.914000,L8,262.66,266.09,234.39,164.53,229.92,217.53,231.77,258.83,224.17,207.16,203.33,204.60,194.31,207.27,229.73,221.25,205.65,246.82,222.81,240.93,249.42,258.95,244.54,247.70,249.65,253.10,261.01,409.63,383.37,386.44,373.21,422.17,418.07,341.14,347.71,375.35,380.90,373.28,362.25,378.82,355.69,359.53,333.19,289.51,293.45,326.84,332.51,338.81,326.28,327.94,353.10,366.85,361.76,358.31,357.72,386.84,431.50,320.06,366.19,353.16,418.71,403.71,393.57,447.90
2020-04-19 22:26:32.106000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.58,269.30,259.70,280.57,311.80,209.12,249.36,303.40,322.24,294.69,258.18,268.90,287.76,293.80,297.03,167.73,197.56,271.94,276.83,309.23,316.99,312.10,,,,,,,142.81,193.97,215.21
2020-08-25 22:27:04.745000,L8,296.61,283.68,262.83,247.51,230.86,232.83,234.14,238.15,202.13,212.47,205.34,205.03,201.42,212.60,225.66,262.35,226.86,235.12,238.00,249.43,270.02,263.62,253.31,253.61,242.87,257.90,255.09,256.11,262.34,323.71,274.25,314.53,307.72,368.99,379.55,398.22,391.18,398.43,378.22,400.09,396.93,386.71,354.77,320.14,321.43,331.16,337.92,335.93,322.67,309.38,315.55,,,,,317.60,325.14,321.34,294.70,273.55,254.25,265.39,270.33,300.43
2020-09-10 22:27:11.587000,L8,282.80,273.76,254.04,246.96,235.41,229.93,227.16,238.09,222.43,209.48,204.44,203.82,203.19,205.19,211.21,212.54,218.42,224.16,233.00,245.80,252.14,261.89,244.96,249.51,244.45,254.60,258.45,265.05,276.02,280.42,316.91,354.84,361.31,403.64,397.21,417.22,408.28,385.11,398.63,398.53,384.26,393.95,387.57,345.93,313.97,345.02,343.75,361.55,375.22,349.35,351.53,352.76,352.95,355.08,350.61,359.80,360.83,363.22,357.22,336.55,343.31,392.49,400.17,417.32
2020-10-12 22:27:18.337000,L8,296.21,267.34,252.77,239.33,234.10,232.52,226.45,237.18,223.14,209.47,207.17,204.92,206.39,207.71,211.50,213.40,218.56,225.44,228.92,242.70,252.04,256.48,245.13,250.47,245.12,253.23,256.00,257.87,275.86,280.42,262.39,269.58,365.34,336.03,367.96,371.85,380.23,372.18,376.58,381.34,378.77,379.63,371.37,339.33,303.55,333.24,335.26,336.86,333.49,332.10,341.53,370.53,361.91,362.99,360.98,379.89,384.30,394.99,389.68,265.56,304.59,327.19,337.46,286.80
2021-05-24 22:26:39.339000,L8,296.40,288.78,281.18,269.20,275.20,231.76,227.73,235.13,217.49,206.13,207.18,198.89,199.97,193.46,205.01,177.47,201.86,207.11,201.05,239.65,247.58,238.99,231.74,242.78,230.50,249.15,253.24,246.67,299.77,319.60,310.62,303.64,359.94,338.42,353.19,364.64,365.15,364.30,370.59,375.23,373.43,373.59,351.27,310.00,304.92,329.45,335.18,336.34,326.88,324.91,348.10,375.84,361.81,362.53,358.45,373.47,395.22,402.46,394.75,378.42,372.08,393.01,402.04,289.47
2021-07-27 22:26:59.768000,L8,274.24,272.58,253.47,248.45,235.60,227.48,221.60,232.25,215.65,200.53,202.35,192.29,194.93,190.73,199.43,182.50,200.15,198.65,201.10,231.86,240.36,239.96,228.38,238.54,229.08,247.02,252.79,258.14,266.09,273.85,280.63,306.58,285.23,365.57,375.56,387.40,384.18,391.06,388.56,392.41,388.67,386.68,370.57,347.43,313.58,338.46,345.25,351.23,342.85,345.21,361.72,375.35,374.82,373.27,370.70,301.81,301.74,311.40,294.72,280.48,318.53,328.57,347.96,319.60
