dates,satname,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041
2021-08-12 22:27:06.377000,L8,285.12,278.40,255.89,246.98,235.87,233.02,227.70,236.38,219.94,208.66,206.05,202.45,202.04,201.60,208.98,205.09,213.43,216.39,225.72,242.68,248.58,249.79,235.42,246.24,239.92,255.11,254.62,322.41,324.83,322.39,299.73,312.82,295.08,361.89,377.31,386.12,387.07,388.83,383.95,390.83,389.11,390.09,374.37,308.07,317.61,331.83,349.39,349.31,340.59,340.58,360.09,374.12,372.03,374.46,365.65,296.60,303.99,315.52,291.04,292.83,241.16,263.39,267.69,361.83
2022-01-27 22:27:14.862000,L9,271.15,269.86,254.13,247.03,242.73,231.67,230.33,235.58,225.75,210.97,208.11,205.83,206.20,208.27,214.01,212.69,219.20,227.21,233.01,245.21,251.31,258.06,248.41,252.35,244.76,252.03,254.06,257.98,258.36,266.11,269.11,271.64,273.64,328.50,370.15,380.56,383.00,375.04,376.25,388.31,381.07,381.85,356.16,302.19,305.63,321.90,342.35,346.74,341.56,334.72,354.90,368.40,367.36,367.13,358.53,276.41,290.00,298.12,279.76,259.88,237.49,259.54,262.40,276.81
2022-02-20 22:26:59.945000,L8,282.18,278.38,260.99,258.07,256.16,237.83,238.47,239.41,230.11,216.84,212.33,212.23,214.94,220.39,223.03,222.30,229.18,237.56,242.19,255.19,261.59,263.88,256.47,259.01,252.22,260.44,265.57,267.61,278.84,311.08,316.90,313.24,302.75,371.09,385.51,389.99,392.34,392.25,393.77,400.19,392.31,392.58,375.58,355.59,335.46,334.13,350.74,360.60,352.88,348.57,363.96,374.90,379.05,374.45,369.69,319.58,312.44,337.85,293.30,302.69,243.54,345.61,357.17,366.01
2022-04-17 22:26:46.754000,L9,283.17,270.55,261.99,254.91,247.09,229.09,227.90,232.54,221.89,207.98,206.02,201.65,205.07,206.41,212.45,210.58,216.92,224.01,227.02,243.42,251.51,257.03,241.36,248.50,242.14,251.35,256.26,258.21,268.64,275.13,275.25,302.59,299.37,356.00,371.77,379.69,379.89,371.86,381.07,383.90,384.07,388.29,373.92,347.67,318.12,328.33,351.64,351.43,347.75,338.75,356.81,370.85,370.45,372.07,365.80,298.51,312.62,321.55,292.36,282.69,251.53,271.95,265.24,332.70
2022-05-03 22:26:41.464000,L9,285.87,279.74,267.25,259.51,257.24,236.31,234.38,238.14,226.04,209.93,210.56,204.53,208.11,208.79,218.66,219.26,220.44,230.11,236.30,253.46,259.78,282.86,243.91,256.59,250.95,259.30,303.18,316.94,323.79,320.39,317.97,311.76,312.29,375.93,386.45,396.97,389.67,395.26,396.85,403.24,400.22,394.36,380.54,342.67,320.90,325.82,342.71,359.45,350.84,351.26,365.55,376.50,378.86,372.71,372.30,317.84,330.66,336.91,312.12,326.21,344.39,357.25,340.45,371.26
2022-06-20 22:26:43.969000,L9,233.61,221.95,213.93,212.83,,,,,,,,,,,,,,,,,,,,,,,,,215.91,224.05,225.71,228.48,232.61,297.45,327.97,342.52,343.33,317.89,228.12,237.77,,,,256.59,170.22,162.62,,,,,,288.03,335.41,341.32,316.23,231.80,240.10,247.41,225.03,215.62,218.49,221.42,242.97,263.35
2022-08-07 22:27:06.729000,L9,277.01,269.01,254.14,241.03,234.55,226.65,223.46,229.74,217.54,205.52,203.08,197.82,195.27,195.86,199.75,181.90,204.52,201.41,201.32,239.04,245.59,249.69,231.07,239.78,229.74,238.99,241.10,246.42,242.38,264.40,275.90,280.02,285.30,336.62,355.60,367.19,364.31,365.54,373.48,375.81,373.42,378.46,348.86,306.21,311.72,324.36,335.10,337.93,332.63,328.93,352.00,365.74,366.50,369.33,361.87,295.09,300.20,311.96,292.83,285.01,241.24,262.57,263.67,278.08
2022-08-15 22:27:29.826000,L8,295.62,302.86,271.54,260.09,267.19,242.77,243.82,256.76,249.18,219.08,215.73,214.84,217.42,226.37,231.72,229.15,228.41,235.81,243.07,252.81,278.01,331.75,325.04,321.93,315.03,262.62,306.42,285.23,300.52,331.59,329.18,319.93,315.58,384.44,386.74,385.64,393.56,396.57,400.22,405.74,372.83,398.84,387.87,319.54,317.02,332.02,348.22,366.71,348.31,336.60,355.76,370.20,376.59,377.70,371.17,311.18,310.78,328.80,306.92,301.17,277.11,364.33,370.26,373.38
2022-09-08 22:27:11.465000,L9,275.71,264.50,250.44,240.43,232.36,226.17,222.73,231.39,218.13,204.57,201.79,199.47,199.22,201.90,206.00,207.78,211.53,218.08,226.38,240.00,247.85,251.97,236.84,244.36,237.86,246.16,251.82,253.34,242.23,268.69,266.53,352.40,360.28,328.88,346.91,359.12,358.94,361.65,366.08,373.24,361.75,367.45,349.25,302.71,304.59,328.68,334.10,330.63,325.75,321.70,336.91,350.12,369.06,347.45,353.90,374.78,362.03,367.60,372.89,376.06,372.99,374.04,256.89,271.01
2022-09-16 22:27:36.613000,L8,274.70,269.50,252.64,244.72,238.84,231.23,226.55,235.88,221.14,208.38,204.50,202.95,201.48,205.17,210.79,210.35,215.80,221.02,230.51,243.72,250.40,257.29,241.78,247.68,241.73,250.57,254.72,258.20,255.51,271.13,273.24,272.20,274.89,370.11,378.34,378.79,384.37,386.24,377.60,383.91,385.37,381.75,363.77,301.98,302.93,326.25,336.95,344.69,338.99,335.45,353.98,366.30,362.68,364.92,360.87,278.94,295.31,301.71,277.09,261.77,233.27,262.25,261.36,275.40
2022-11-19 22:27:29.757000,L8,306.21,318.53,364.84,297.67,292.48,300.03,298.01,297.74,301.20,293.89,294.43,296.50,301.55,307.45,311.08,311.85,391.25,340.58,319.13,458.99,417.94,331.12,333.51,325.85,323.04,333.18,322.49,324.41,319.68,312.57,302.16,300.72,311.92,429.65,477.39,384.50,384.40,389.05,388.90,392.39,402.85,391.98,381.12,373.56,353.48,352.84,358.97,362.53,344.27,341.55,371.24,381.60,377.17,382.05,377.82,318.50,364.35,387.42,337.72,371.47,357.84,359.42,371.38,371.87
2022-11-27 22:27:24.278000,L9,267.00,271.08,247.57,248.81,238.95,227.50,215.82,276.31,247.66,221.77,195.43,,,,,,,,,,,,223.01,245.49,236.73,247.82,249.24,246.21,246.50,255.81,260.10,260.61,268.51,323.50,344.82,372.11,372.73,384.17,387.87,388.44,380.88,379.19,363.62,299.02,292.28,316.98,338.32,345.40,336.91,332.31,344.49,368.94,366.69,369.84,351.97,276.15,285.53,295.63,274.83,262.13,232.93,256.01,259.80,274.16
2022-12-13 22:27:25.324000,L9,276.27,272.26,254.24,249.42,249.90,236.89,234.30,238.00,227.86,213.11,210.77,214.25,228.15,241.79,235.99,248.99,228.82,230.71,229.62,242.99,260.77,268.62,250.43,253.35,248.15,253.65,258.83,263.84,277.33,279.06,276.45,274.87,277.98,328.18,349.06,376.19,378.87,386.90,390.47,390.36,391.97,385.42,373.98,301.43,294.48,316.11,330.60,340.44,328.04,331.25,354.87,368.03,369.09,360.42,360.74,284.45,286.80,299.85,279.69,264.11,224.80,251.51,257.67,276.64
2022-12-21 22:27:21.309000,L8,274.05,273.56,253.92,250.15,247.62,236.39,232.01,237.86,226.69,212.44,209.04,208.34,210.02,213.31,216.09,214.68,222.17,228.82,234.57,246.97,261.19,261.59,248.98,251.75,246.18,253.39,257.51,261.02,274.36,266.58,275.89,273.37,274.85,328.07,354.48,371.82,379.55,378.60,377.26,385.96,381.52,381.33,371.01,339.66,297.18,333.18,338.12,344.85,335.25,328.98,344.20,353.96,357.52,366.55,365.14,275.11,285.92,298.74,278.03,299.69,237.90,260.75,261.84,282.15
2022-12-29 22:27:24.705000,L9,279.99,275.43,261.97,256.79,258.85,240.13,238.98,242.36,231.20,216.09,213.10,211.80,212.82,216.70,220.58,218.63,225.21,232.52,239.75,251.66,264.51,269.54,255.66,255.48,252.35,256.83,262.80,266.96,278.88,283.49,282.09,279.18,282.73,363.05,379.78,382.14,384.94,389.54,384.29,391.02,385.56,385.97,372.56,336.05,309.62,329.09,342.41,352.20,341.47,337.94,353.97,362.11,369.77,360.72,369.07,286.25,291.94,302.29,287.90,267.54,247.93,267.98,270.87,356.19
2023-01-14 22:27:21.562000,L9,277.90,275.21,257.14,253.42,249.19,235.91,236.02,239.89,227.98,212.80,211.52,207.70,209.44,212.02,217.56,215.56,221.56,229.67,234.30,248.38,263.47,263.30,250.20,252.50,246.95,253.80,258.05,258.28,278.26,281.12,274.66,274.23,276.89,361.09,369.31,377.45,380.14,381.15,380.67,388.89,385.72,386.48,370.85,310.58,300.75,321.84,341.96,351.11,341.28,337.49,358.28,369.78,362.50,364.37,364.49,280.40,288.89,300.43,285.65,264.85,241.83,261.04,264.02,354.43
2023-01-30 22:27:25.570000,L9,266.13,263.88,246.43,243.08,237.37,222.77,221.54,230.69,217.17,204.44,201.31,198.93,196.44,193.27,193.89,177.87,200.74,210.39,218.30,238.02,247.76,251.17,230.66,239.09,230.25,243.31,243.85,240.34,243.26,260.06,260.54,263.36,265.07,354.29,347.10,352.07,363.70,380.72,381.25,389.21,379.89,376.55,357.96,306.07,278.99,298.59,317.50,332.44,338.40,329.80,355.19,363.64,362.38,356.01,355.90,266.06,280.06,295.56,274.86,273.43,335.46,253.08,274.49,374.18
2023-02-23 22:27:02.902000,L8,278.10,275.52,256.46,256.93,242.36,236.84,232.97,240.14,226.77,214.20,209.99,208.58,210.31,216.19,219.05,217.36,224.34,231.93,236.72,251.56,260.13,264.15,252.15,253.91,248.24,257.22,260.78,265.13,275.30,280.76,279.57,280.62,287.41,366.87,379.46,380.73,386.30,389.08,384.90,395.65,387.33,385.65,368.15,320.03,306.40,329.28,342.42,356.19,347.50,338.80,356.85,469.88,467.89,468.35,468.42,313.16,323.43,337.69,287.34,268.25,238.04,341.92,352.77,365.43
2023-03-27 22:26:47.387000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.55,323.79,337.16,205.26,336.86,314.58,277.64,288.51,299.47,317.00,323.28,310.24,297.65,318.71,332.96,331.54,331.51,333.98,,,,,,,,,
2023-04-28 22:26:27.911000,L8,272.60,273.40,256.38,255.76,249.57,231.61,230.72,233.93,220.57,207.05,204.74,198.80,199.49,200.67,208.00,209.09,211.04,216.74,225.60,240.95,250.35,254.75,234.42,245.34,241.40,245.64,254.28,255.33,276.63,279.86,283.98,299.63,305.60,347.03,362.10,373.24,372.77,369.22,376.63,384.73,380.93,376.60,357.47,317.48,309.91,323.56,335.31,353.68,343.66,336.51,361.64,370.95,369.42,372.85,365.87,289.43,302.49,307.92,296.67,282.58,240.46,264.85,267.22,326.57
2023-06-23 22:26:17.575000,L9,239.45,209.68,213.01,211.39,,,,,,,,,,,,,,,,,151.27,183.96,167.70,187.10,177.91,,,,,225.91,234.05,227.67,227.94,300.64,324.79,340.22,345.69,346.35,345.30,354.25,332.35,345.26,322.16,269.94,278.44,231.95,242.36,251.94,311.16,295.67,323.62,336.63,337.16,334.74,335.25,232.45,235.98,,252.87,220.60,187.77,218.31,242.26,264.43
2023-09-19 22:27:02.596000,L8,272.06,267.28,250.05,243.30,232.29,227.77,222.95,233.57,219.08,206.36,202.82,199.49,202.94,200.66,208.26,204.02,212.36,216.32,222.26,242.37,248.67,251.96,236.02,245.16,236.73,243.19,247.07,246.01,245.06,257.17,266.22,264.70,268.83,325.18,343.18,367.99,384.03,364.26,374.61,380.76,373.97,371.34,347.67,301.44,302.60,321.84,343.30,347.03,339.79,337.54,355.61,363.33,367.66,359.64,357.03,275.03,286.08,295.82,276.01,267.87,228.09,257.56,265.12,274.75
2023-10-05 22:27:04.875000,L8,273.41,268.07,249.70,242.94,235.63,229.09,224.62,233.24,220.57,206.59,203.87,200.76,206.79,202.64,210.57,207.61,216.46,220.77,225.10,241.16,249.83,254.56,237.54,247.02,239.00,245.07,249.52,245.63,242.50,262.94,270.97,265.65,269.24,330.41,346.90,367.86,362.73,362.98,373.25,377.36,376.74,377.40,358.63,300.37,302.36,319.26,350.37,342.07,336.13,334.87,354.20,361.44,358.92,355.44,351.38,272.28,284.97,297.36,275.34,262.03,228.55,257.23,262.45,276.98
2023-10-29 22:27:09.154000,L9,273.11,271.17,250.07,246.19,238.46,231.11,227.23,235.36,223.06,210.03,207.06,206.67,210.27,205.54,213.51,211.27,219.17,224.86,228.00,245.74,251.18,259.90,243.02,248.02,242.55,249.02,252.85,253.95,251.87,262.96,266.09,269.62,270.92,325.03,370.04,379.87,380.44,378.77,381.44,387.21,386.99,385.41,374.82,356.45,300.64,313.42,344.06,343.11,336.17,336.09,352.08,367.90,365.29,364.26,356.50,272.59,285.65,296.92,275.51,265.05,229.60,261.59,262.53,281.71
2023-11-30 22:27:16.547000,L9,276.66,274.80,253.51,248.74,244.79,237.41,234.33,239.47,229.55,215.26,213.02,211.53,216.03,216.28,219.91,219.53,223.41,233.04,237.59,251.10,264.75,269.82,252.37,255.04,251.42,256.91,261.88,263.65,278.63,285.63,278.25,315.91,313.78,329.31,345.23,353.89,367.12,388.38,392.68,395.83,388.13,387.85,375.81,305.34,299.31,313.20,347.67,352.11,347.97,344.55,357.60,369.59,367.42,368.92,363.38,318.32,327.62,334.13,278.27,310.12,311.64,264.08,269.42,292.75
2024-04-14 22:26:30.529000,L8,279.68,279.52,258.71,250.91,264.44,238.52,233.77,242.39,226.64,211.55,206.91,206.02,208.56,209.56,214.19,214.02,218.39,222.98,231.78,244.11,253.05,253.93,239.35,248.74,245.76,310.73,323.45,327.44,327.83,304.80,308.91,315.79,302.33,344.78,378.62,383.13,388.91,391.39,395.44,398.43,395.56,391.52,377.10,328.55,304.83,328.07,349.45,355.35,343.69,343.31,356.32,370.71,372.47,368.64,372.19,290.39,303.32,312.68,329.93,296.29,248.33,263.95,277.34,324.82
2024-05-08 22:26:34.592000,L9,291.31,277.00,257.61,250.13,244.62,235.52,234.35,236.50,221.56,209.94,206.07,203.13,202.17,204.50,208.11,208.70,210.05,214.50,223.69,241.69,249.15,252.79,235.89,244.76,242.87,248.08,256.17,260.70,276.36,321.06,311.18,302.55,299.64,366.22,380.84,383.71,389.70,392.71,394.53,400.20,391.94,390.01,373.37,328.25,311.83,332.68,353.00,356.85,341.37,340.31,357.59,372.60,370.32,371.38,373.16,290.32,305.93,313.19,298.75,284.08,249.31,269.57,274.67,291.47
2024-06-01 22:26:02.044000,L8,,,,,,,,,,,,,,,,,,,,,,,,317.82,431.63,454.93,411.94,351.44,358.09,351.96,316.98,,,,,,,,,484.97,489.47,467.79,416.62,447.34,471.64,469.77,346.52,347.97,337.99,342.50,356.60,374.48,374.41,370.15,363.26,,,,,,,,,
2024-07-19 22:26:32.482000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.62,222.99,226.60,232.76,305.63,328.85,339.88,344.74,346.55,345.58,350.21,325.97,337.50,313.59,273.65,274.58,287.84,300.97,305.92,293.68,257.88,296.17,182.35,243.92,313.73,,229.81,244.19,257.44,267.76,229.70,217.14,238.69,245.62,264.03
2024-08-12 22:26:33.739000,L9,260.18,252.95,237.37,229.76,216.13,204.94,202.99,219.50,201.96,194.46,194.34,287.93,289.64,295.18,291.68,305.18,304.43,305.99,313.08,306.31,323.97,323.94,326.22,321.04,318.17,315.14,322.07,317.30,327.45,323.60,312.44,316.56,312.31,377.62,382.56,389.53,399.46,400.34,397.90,405.96,411.85,408.08,400.12,396.01,389.29,394.28,348.71,401.69,358.89,368.33,387.73,403.71,398.02,404.17,415.49,316.42,337.53,341.17,332.32,338.04,343.06,357.61,361.25,372.94
2024-08-20 22:26:43.417000,L8,245.10,244.90,220.81,218.77,171.21,,,,,,,,,,,,,,,,,196.20,187.76,192.22,158.14,209.39,206.21,209.94,219.11,229.74,223.97,228.46,226.81,255.35,208.00,218.46,230.23,302.06,336.09,345.29,303.79,341.30,321.56,281.62,282.26,298.74,318.86,318.38,306.64,305.24,320.94,344.14,343.23,341.92,345.71,229.17,239.59,255.79,259.13,207.56,215.67,224.69,243.13,230.83
2024-09-13 22:26:48.444000,L9,262.60,259.07,240.86,234.47,224.51,214.62,209.39,225.41,211.17,197.45,194.48,190.85,183.88,178.63,158.78,163.61,159.95,160.95,,,,,,,,,,,,,,,,319.15,339.89,344.32,345.78,345.98,351.64,357.79,352.91,356.89,334.46,303.40,295.48,304.96,330.60,334.85,323.38,321.03,343.20,355.97,359.86,191.65,288.48,,199.94,282.36,269.85,257.12,225.96,253.43,253.53,269.76
2024-09-29 22:26:52.739000,L9,273.19,272.15,252.14,243.07,236.65,231.72,223.99,236.94,221.34,208.77,205.19,204.63,207.49,208.44,214.02,212.27,220.91,224.02,230.06,242.17,249.59,251.27,240.42,247.68,243.65,250.67,251.09,250.47,255.39,262.13,264.89,264.91,270.78,323.72,348.57,365.15,366.84,367.99,370.24,374.68,376.46,374.94,359.05,307.11,303.71,319.38,334.07,338.69,333.77,331.75,343.73,356.64,357.02,356.77,356.37,273.20,290.22,302.98,276.38,273.46,234.78,259.17,260.11,279.56
2024-10-15 22:27:00.905000,L9,285.88,283.08,256.17,244.65,238.86,236.03,226.58,238.12,227.01,213.12,211.24,210.88,214.47,213.50,215.95,216.89,223.51,228.97,236.02,244.51,252.42,256.63,246.93,250.58,240.99,242.56,248.18,252.62,278.28,260.64,270.92,271.27,277.29,319.03,347.89,359.64,360.53,359.93,374.73,381.88,382.71,369.89,360.16,347.48,329.94,331.62,334.17,342.00,331.10,330.66,348.68,354.46,358.28,370.04,369.91,268.43,290.56,302.04,277.25,287.85,233.08,257.36,257.26,276.10
2024-11-08 22:26:59.650000,L8,303.53,317.32,309.88,301.43,299.99,297.28,300.78,299.44,303.05,294.50,297.01,299.94,304.88,304.73,303.16,302.16,308.23,307.39,320.25,318.51,333.12,334.50,329.13,325.88,321.36,314.40,322.52,318.05,324.36,326.21,321.93,319.23,316.86,387.06,398.08,407.23,405.15,404.46,407.99,413.14,412.32,417.41,420.99,405.14,409.93,407.72,397.07,398.31,377.02,382.19,391.03,403.76,403.00,414.58,421.25,322.03,332.57,343.24,334.63,337.14,349.87,360.45,370.35,376.44
2024-11-16 22:27:05.551000,L9,292.77,275.35,253.26,247.49,241.04,236.16,232.79,238.55,227.40,212.89,210.73,209.79,211.60,216.41,221.58,219.02,223.68,226.45,231.92,244.18,253.11,260.33,248.31,252.23,247.17,252.43,261.94,271.56,280.51,283.50,274.77,272.59,279.34,378.03,382.26,391.19,384.93,392.55,395.64,400.83,392.99,393.80,363.88,370.30,348.00,329.86,345.12,352.57,342.79,348.77,360.56,384.79,376.63,379.85,374.22,287.72,291.82,298.44,278.33,265.00,313.06,358.76,354.39,367.06
2024-11-24 22:27:09.131000,L8,306.95,311.01,302.71,300.94,304.20,302.11,301.40,298.67,302.95,293.90,295.19,299.83,301.65,300.84,312.44,299.17,299.60,318.81,312.66,414.51,359.96,387.54,313.57,309.34,320.82,314.70,314.64,326.89,331.56,325.69,322.95,324.48,328.67,375.18,388.56,401.84,394.32,398.62,400.98,403.59,402.09,400.38,385.39,378.57,370.04,369.74,366.22,372.16,357.04,356.29,368.18,381.08,379.47,384.04,382.15,331.60,334.87,342.17,332.55,482.49,464.11,479.16,473.39,368.30
2024-12-10 22:26:57.719000,L8,288.50,284.81,271.01,255.75,256.83,242.78,237.27,245.03,233.42,220.73,216.67,218.87,220.51,223.05,225.58,225.50,228.82,234.90,241.33,252.47,259.50,265.38,257.18,255.47,255.77,260.23,264.40,268.58,276.45,283.33,289.36,297.87,311.33,360.55,368.93,375.86,383.61,382.56,382.72,390.10,386.84,385.52,371.45,341.80,326.96,325.48,343.62,346.87,339.27,338.92,353.56,367.61,366.05,366.14,364.56,284.69,308.10,319.49,309.47,275.95,258.31,275.22,281.10,317.48
2024-12-18 22:27:07.864000,L9,275.85,275.59,254.43,252.92,248.68,239.32,239.38,245.79,233.81,223.17,219.93,218.74,218.63,221.65,223.50,227.32,231.13,236.94,245.72,261.40,268.73,279.65,261.36,257.90,256.85,262.02,264.36,267.26,279.86,284.34,279.57,280.55,296.65,373.04,385.14,394.12,399.63,397.86,402.90,404.76,394.22,391.45,378.23,359.50,358.00,338.92,378.47,370.54,348.68,366.47,373.44,383.12,383.81,379.00,371.58,311.11,324.03,324.21,313.08,269.03,261.95,345.19,353.01,363.00
2025-01-19 22:27:10.923000,L9,276.81,276.14,255.46,252.62,249.00,237.25,237.33,244.33,230.81,218.03,214.97,214.52,213.73,216.10,219.95,217.56,224.10,229.93,236.14,251.21,264.60,268.17,257.68,253.88,253.18,258.77,262.97,265.85,277.49,283.75,277.53,278.18,285.00,369.50,382.39,390.17,391.92,393.35,398.13,402.49,398.56,393.48,377.59,327.37,313.32,325.63,355.64,363.60,351.81,350.81,367.29,378.29,377.14,374.97,366.58,288.41,299.47,315.29,302.51,264.79,244.79,266.32,270.04,362.76
2025-02-04 22:27:05.181000,L9,300.44,304.85,285.58,291.55,270.47,250.53,252.10,255.07,242.36,235.34,228.14,225.90,223.09,226.40,235.93,236.82,235.43,241.18,246.55,265.36,275.62,282.23,268.72,263.03,260.71,265.88,269.67,271.43,282.54,326.27,319.64,316.46,326.85,377.71,385.56,391.31,392.23,396.48,399.29,404.60,406.77,400.34,386.77,379.05,362.19,352.38,398.25,369.57,361.76,361.09,375.81,389.69,384.56,391.54,456.99,324.42,334.29,335.95,317.73,330.14,320.25,352.84,358.05,372.94
2025-04-09 22:26:50.816000,L9,290.22,298.81,290.75,284.93,286.73,237.93,235.19,242.24,227.18,211.95,210.55,206.66,211.06,211.62,219.57,216.42,221.97,229.23,234.59,248.02,262.23,263.96,249.22,249.60,246.10,255.41,261.99,265.46,275.58,277.85,276.31,303.89,307.27,348.00,354.27,372.84,373.50,376.15,380.17,380.87,383.77,384.02,371.27,350.03,343.05,339.22,346.05,351.74,338.76,335.57,356.00,366.26,364.28,361.01,367.53,314.55,320.79,313.04,294.29,265.71,250.22,265.44,326.21,338.30
2025-04-25 22:26:41.806000,L9,288.40,291.83,274.07,269.78,253.75,231.03,226.68,235.97,219.72,206.89,203.89,200.23,201.36,204.66,212.63,209.10,211.41,216.01,225.32,238.42,250.62,253.12,238.50,244.43,242.28,246.96,252.85,255.30,256.30,263.50,265.02,275.10,301.00,341.52,343.87,356.77,363.02,380.99,367.82,369.42,370.41,376.81,363.98,347.64,339.07,328.49,333.58,346.14,335.96,330.45,348.41,360.13,359.82,352.31,353.85,298.98,309.92,319.52,288.20,263.50,246.36,262.60,262.59,340.10
2025-05-03 22:26:22.787000,L8,301.70,304.58,284.97,286.41,278.05,268.19,246.50,291.67,350.54,307.10,302.83,307.54,300.26,312.36,235.53,244.68,234.95,235.07,242.53,288.81,328.76,331.73,293.57,267.76,293.93,286.47,294.38,297.36,296.31,330.88,326.09,317.15,320.59,374.41,385.12,401.05,405.50,394.70,400.25,403.29,399.03,394.15,383.87,354.67,333.93,334.58,391.84,368.89,361.68,358.12,372.96,382.66,385.83,389.71,381.35,320.74,322.96,333.13,309.62,267.52,311.14,363.08,328.74,349.92
2025-06-12 22:26:30.803000,L9,182.39,203.06,169.77,179.57,186.34,187.54,159.15,,,,,,,,,,,,,,,,,,,,161.36,197.87,226.27,237.20,233.47,224.37,226.73,341.63,357.23,370.01,368.48,368.44,374.63,381.68,379.53,384.33,356.01,331.13,316.19,320.42,338.15,347.26,341.66,334.39,356.76,370.16,370.52,377.44,388.00,185.32,317.57,317.46,292.15,268.84,254.18,271.65,266.89,290.29
2025-06-28 22:26:40.558000,L9,284.59,284.10,267.13,264.33,269.56,237.50,241.61,237.73,220.11,207.15,209.05,201.50,198.67,196.91,197.18,178.08,197.89,190.45,198.69,232.99,244.50,323.62,325.33,320.11,315.72,316.99,293.69,321.86,327.29,324.30,317.53,316.97,306.42,386.46,381.67,385.23,397.29,393.56,392.67,394.73,390.68,390.78,379.60,353.45,319.71,328.85,346.65,356.59,346.04,340.95,363.27,373.89,375.38,376.69,369.36,312.04,324.39,330.60,319.74,269.24,282.14,296.79,346.62,369.62
2025-07-06 22:26:44.218000,L8,252.12,250.99,233.87,224.58,216.87,206.68,209.99,210.88,194.26,,,,,,,,162.57,159.42,173.23,173.99,204.89,196.12,190.56,194.56,209.38,208.10,210.35,184.11,191.05,184.45,192.29,194.28,164.46,294.43,323.32,262.07,291.77,188.92,247.69,352.09,284.61,301.10,289.14,199.34,167.70,,,,,224.66,211.47,257.13,322.28,349.95,336.94,193.05,242.55,235.85,269.51,244.78,231.42,253.97,249.84,268.86
2025-07-22 22:26:50.886000,L8,247.17,244.46,212.30,225.12,215.68,204.22,208.61,,,,,,,,,,,,,,148.74,193.92,183.88,157.72,175.99,,,,,,,,,305.37,330.96,338.10,346.51,347.17,346.53,352.49,346.37,350.06,325.46,290.65,286.06,294.29,317.59,322.47,312.70,293.57,329.25,336.78,335.91,336.02,339.66,,,,,147.64,216.09,226.65,214.15,259.76
2025-07-30 22:26:51.156000,L9,284.32,282.27,262.74,257.98,248.31,235.42,240.25,237.06,220.69,209.61,207.94,203.40,200.82,199.18,206.22,178.68,190.36,175.72,179.95,203.45,248.66,242.93,231.61,240.02,238.44,246.70,253.70,252.94,276.45,267.18,284.04,298.48,293.90,345.48,361.28,376.08,384.12,375.10,383.02,386.89,385.32,386.72,362.28,331.14,316.91,325.32,340.02,352.23,347.28,345.64,364.18,378.14,378.02,372.67,379.47,298.45,313.05,326.91,288.90,267.65,275.51,265.50,266.45,287.67
2025-08-15 22:27:03.229000,L9,355.72,333.85,316.03,307.13,308.18,308.65,312.83,379.46,364.50,299.85,299.90,265.43,298.30,310.85,307.10,310.93,311.49,318.85,324.82,319.75,333.23,336.21,330.09,328.27,282.87,284.54,292.80,300.21,303.64,302.10,291.08,315.53,314.86,366.26,386.37,444.22,419.17,398.91,389.51,392.36,388.19,389.19,382.68,380.97,317.08,326.31,341.67,361.21,347.71,360.59,372.94,377.70,385.66,394.40,381.70,326.31,331.86,340.21,332.99,322.17,244.31,340.08,353.09,324.40
2025-08-23 22:27:01.529000,L8,289.66,273.94,251.89,248.85,240.31,229.39,228.12,233.91,217.60,207.16,202.57,199.55,200.50,202.00,207.55,204.01,212.10,214.94,225.58,239.35,249.13,256.68,235.26,244.45,237.74,245.03,252.69,249.61,246.14,257.01,315.16,314.02,311.45,330.03,346.64,371.34,382.56,352.43,377.94,382.26,381.60,382.76,353.22,311.89,308.19,321.02,335.52,349.12,340.61,336.44,355.65,360.32,364.56,362.32,363.67,289.63,306.36,319.46,273.99,255.65,236.42,259.44,255.98,274.51
