dates,nzd0524-0000,nzd0524-0001,nzd0524-0002,nzd0524-0003,nzd0524-0004,nzd0524-0005,nzd0524-0006,nzd0524-0007,nzd0524-0008,nzd0524-0009,nzd0524-0010,nzd0524-0011,nzd0524-0012,nzd0524-0013,nzd0524-0014,nzd0524-0015,nzd0524-0016,nzd0524-0017,nzd0524-0019,nzd0524-0020,nzd0524-0021,nzd0524-0022,nzd0524-0023,nzd0524-0024,nzd0524-0025,nzd0524-0026,nzd0524-0027,nzd0524-0028,nzd0524-0029,nzd0524-0030,nzd0524-0031,nzd0524-0032,nzd0524-0033,nzd0524-0034,nzd0524-0035,nzd0524-0036,nzd0524-0037,nzd0524-0038,nzd0524-0039,nzd0524-0040,nzd0524-0041,nzd0524-0042,nzd0524-0043,nzd0524-0044,nzd0524-0045,nzd0524-0046,nzd0524-0047,nzd0524-0048,nzd0524-0049,nzd0524-0050,nzd0524-0051,nzd0524-0052,nzd0524-0053,nzd0524-0054,nzd0524-0055,nzd0524-0056,nzd0524-0057,nzd0524-0058,nzd0524-0059,nzd0524-0060,nzd0524-0018,satname
2016-05-03 22:20:25+00:00,,328.1933333333333,324.95,326.3233333333333,328.99666666666667,330.67,341.50666666666666,341.7,341.60999999999996,339.8533333333333,335.69666666666666,331.44,330.51,329.28000000000003,326.60999999999996,321.5466666666667,333.18666666666667,347.00666666666666,345.24,348.3966666666667,344.0233333333333,340.1766666666667,342.895,342.38,335.25,328.82,325.97,322.46,,,321.63,326.56,,331.3066666666667,334.33,,334.77,332.34,343.5,349.29,,,,,,,,,,324.14000000000004,325.87,327.9866666666667,326.36,319.5,312.57,308.2733333333333,304.6066666666666,305.01666666666665,306.98333333333335,320.40000000000003,303.25,L8
2016-05-12 22:14:08+00:00,,328.78499999999997,324.5575,325.985,328.485,330.8775,341.5675,341.275,341.3975,339.2075,335.4475,331.45,330.255,328.9,326.0925,321.3225,333.105,347.00666666666666,345.0925,348.255,344.0675,340.2825,343.1033333333333,342.38,335.25,328.82,325.97,322.46,,,321.63,326.56,,331.3066666666667,334.33,,334.77,332.34,343.5,349.29,,,,,,,,,,324.14000000000004,326.485,329.68,326.36,319.5,312.57,310.59000000000003,306.05,306.13,308.3625,320.40000000000003,303.25,L8
2016-06-04 22:20:28+00:00,,329.774,323.622,325.064,327.666,330.336,341.57,341.0,341.20799999999997,338.396,335.008,331.058,329.698,328.486,324.944,320.512,331.998,346.1925,344.534,347.654,343.476,339.668,342.53499999999997,339.865,334.49,327.055,324.01,318.46500000000003,315.8,317.38,321.155,326.56,,331.3066666666667,334.33,,334.77,332.34,343.5,349.29,,,,,,,,,,324.095,325.988,330.666,326.36,317.9066666666667,311.7133333333333,310.534,307.298,305.428,308.136,320.40000000000003,305.51,L8
2016-07-06 22:20:41+00:00,,330.7183333333333,323.6033333333333,324.755,327.24833333333333,330.2966666666667,341.815,340.93,341.24333333333334,338.09,334.9116666666667,331.03833333333336,329.4583333333333,328.39000000000004,324.74333333333334,319.9916666666666,331.37166666666667,346.1925,344.4766666666667,347.64000000000004,343.54333333333335,339.4483333333333,342.77799999999996,339.47333333333336,333.5133333333333,326.30333333333334,322.83,317.69,316.89,317.8,321.2266666666667,327.385,334.03,331.6125,334.37,334.57,335.58,333.22,342.98,349.3766666666667,342.04,,,,,,,,326.17,324.02799999999996,325.51166666666666,331.27500000000003,326.59,317.95500000000004,311.7725,310.4433333333333,307.2266666666667,305.6516666666667,308.20166666666665,321.09749999999997,305.51,L8
2016-08-16 22:14:41+00:00,,330.2528571428571,323.4642857142857,324.92,327.10571428571427,330.2685714285714,341.815,340.00999999999993,340.2528571428571,336.78285714285715,333.71,329.4171428571429,328.90714285714284,328.09000000000003,324.3614285714286,319.78000000000003,330.7657142857143,346.1925,343.1657142857143,346.81,342.9371428571429,338.97285714285715,342.12833333333333,338.34000000000003,332.505,325.245,321.7925,316.5525,316.89,317.07,321.2266666666667,327.385,334.03,331.6125,334.37,334.57,334.78666666666663,333.254,342.98,349.3766666666667,339.57000000000005,,,,,,,,322.07000000000005,323.4733333333333,325.0842857142857,330.5128571428572,325.26750000000004,316.94,310.806,309.6457142857143,306.2442857142857,304.8514285714286,307.0657142857143,319.656,305.51,L8
2016-09-08 22:21:00+00:00,,329.83375,323.5,324.83,327.11875,330.0325,341.1928571428571,337.06875,338.35375,334.16249999999997,329.99625,326.52,328.0975,327.76125,324.52375,319.90625,330.85,346.1925,342.2625,346.23125,342.51625,338.525,341.82428571428574,338.096,331.842,324.798,321.168,316.418,316.81666666666666,317.055,321.2266666666667,327.385,334.03,330.93600000000004,332.87333333333333,332.96500000000003,334.51,333.46166666666664,342.27,349.3766666666667,338.85,,,,,,326.6,322.4,321.6933333333333,323.57,324.8625,330.80125,325.15,316.5566666666667,309.84,308.91125,305.46875,304.3575,306.30625,318.945,305.51,L8
2017-01-30 22:20:50+00:00,,327.18000000000006,323.19,325.05499999999995,326.7299999999999,329.2400000000001,337.46,325.4850000000001,329.685,322.3799999999999,315.2499999999999,317.99333333333334,325.27333333333337,326.58,324.38000000000005,320.00333333333333,329.72999999999996,345.16,337.57,342.005,339.43500000000006,335.7549999999999,339.44,336.03,329.33500000000004,322.53999999999996,318.67500000000007,314.51,316.67,316.31,,,,328.23,329.88,331.36,333.44,333.945,340.14,,337.255,,,,,,326.6,322.4,319.45500000000004,322.4249999999999,322.9150000000001,327.9733333333333,322.6266666666667,313.80333333333334,307.1433333333334,304.31499999999994,300.195,300.475,300.6199999999999,314.64000000000004,303.1,L8
2017-04-04 22:20:20+00:00,,326.12,325.1,327.71,329.71,330.79,339.26,336.93,338.43,334.39,331.82,328.67,327.615,327.47,325.115,320.61,329.87,344.545,342.08500000000004,345.62,342.52,338.64,342.84,340.57,334.86,327.14,323.86,318.59,320.84,320.96,318.18,327.97,330.77,329.56,334.36,335.95,336.46,333.05,343.58,347.36,344.4,,342.08,,,330.43,329.01,328.78,325.93,325.84,328.11,326.61,324.9,315.865,311.755,309.78,302.09,305.52,305.85,316.47,303.1,L8
2017-04-20 22:20:11+00:00,,326.93,324.635,326.94,329.405,330.875,340.04999999999995,337.875,338.65,334.92499999999995,332.245,329.4066666666667,327.90333333333336,327.18666666666667,325.18,320.8666666666666,330.5733333333333,344.33,342.82,346.575,342.72,339.565,342.96,340.66499999999996,334.86,327.275,324.56,318.365,321.125,320.605,319.22,327.355,330.92999999999995,329.23,334.425,336.53,337.07,334.005,343.105,347.21000000000004,343.41999999999996,,342.08,,,330.935,328.635,326.955,325.90999999999997,325.605,326.865,328.45666666666665,328.0466666666666,317.53666666666663,313.46999999999997,309.30999999999995,302.375,306.94,306.83000000000004,319.48,303.1,L8
2017-05-06 22:20:07+00:00,,327.9166666666667,324.3866666666667,327.0733333333333,329.6166666666667,331.04,340.5466666666667,338.55333333333334,339.0566666666667,335.84666666666664,333.04,329.8075,328.02250000000004,327.27750000000003,325.2875,320.9125,331.235,344.7025,343.86,347.3566666666666,343.41333333333336,339.8833333333333,343.25,340.5733333333333,335.2,327.18333333333334,324.76666666666665,318.2966666666667,321.2,320.28,319.78,327.355,331.0833333333333,329.56666666666666,334.46,336.62333333333333,336.91,334.85999999999996,342.90333333333336,347.26,343.5233333333333,348.47,342.08,,,331.90000000000003,328.94,326.7966666666667,325.45666666666665,325.67333333333335,326.42333333333335,329.09000000000003,328.67499999999995,318.2875,314.03999999999996,310.34,302.92,306.5833333333333,307.05,321.7033333333333,305.37,L8
2017-07-09 22:20:35+00:00,,327.9166666666667,324.3475,326.625,329.95500000000004,330.415,340.89,339.8375,340.0,336.65,333.595,330.408,328.37800000000004,327.378,325.02200000000005,320.748,331.09000000000003,344.494,344.814,348.22749999999996,344.295,341.23249999999996,345.2975,342.51,335.2,327.18333333333334,324.76666666666665,318.2966666666667,321.2,320.28,319.78,327.355,331.0833333333333,329.56666666666666,334.46,336.62333333333333,336.91,334.85999999999996,342.90333333333336,347.26,343.5233333333333,349.405,345.29499999999996,,,331.90000000000003,328.94,326.7966666666667,325.45666666666665,328.2375,328.02,330.5,328.988,318.334,313.184,311.5025,303.64,307.7325,307.485,321.7033333333333,304.7133333333333,L8
2017-08-03 22:14:35+00:00,,327.9166666666667,324.3475,326.625,329.95500000000004,330.415,340.89,336.554,332.54,330.51,333.595,330.9975,328.52500000000003,327.22499999999997,324.925,320.7575,331.2075,344.3275,345.65000000000003,348.22749999999996,344.295,341.23249999999996,345.2975,342.51,335.2,327.18333333333334,324.76666666666665,318.2966666666667,321.2,320.28,319.78,321.9166666666667,327.5775,325.8325,329.4875,331.0525,332.96,332.09749999999997,339.2525,343.2225,343.5233333333333,337.10999999999996,338.54333333333335,329.16,316.27,323.5475,320.3175,318.8175,317.33500000000004,322.32,323.264,327.332,324.89599999999996,311.13800000000003,305.474,307.396,300.35,304.784,304.4,315.02,305.52,L8
2017-09-27 22:21:00+00:00,,327.9166666666667,324.3475,326.625,329.95500000000004,330.415,340.89,336.554,332.54,330.51,333.595,330.9975,328.52500000000003,327.22499999999997,326.63599999999997,322.12,332.47999999999996,344.3275,346.536,348.22749999999996,345.252,341.23249999999996,345.2975,342.51,335.2,327.18333333333334,324.76666666666665,318.2966666666667,321.2,321.325,320.6525,321.9166666666667,329.13199999999995,327.358,330.842,332.416,334.12199999999996,335.804,340.65999999999997,344.482,342.975,339.82,340.5075,338.52,329.65999999999997,323.5475,320.3175,320.81,319.284,324.37666666666667,324.8966666666667,329.575,327.59999999999997,311.13800000000003,310.19166666666666,311.50666666666666,305.50666666666666,310.1466666666667,304.4,318.592,307.70666666666665,L8
2018-02-27 22:14:19+00:00,,326.05,324.12,327.46,331.82,329.3,336.14,335.35,336.19,332.98,329.67,324.28,326.27,325.41,327.565,324.04499999999996,332.605,,344.225,341.06,344.09000000000003,336.97,340.0,337.58,330.62,325.92,322.96,319.19,320.03,323.13,322.26,327.38,332.685,331.30499999999995,334.95,337.37,337.84000000000003,350.1,343.53499999999997,347.525,340.255,344.745,342.1,343.43,338.23,329.69,325.36,325.82,325.95,329.35,329.58000000000004,332.8,335.49,314.42,322.585,318.87,315.47,318.87,302.79,324.695,312.08,L8
2018-03-06 22:20:26+00:00,,326.01,324.75,327.445,331.91999999999996,329.055,336.1,335.59000000000003,336.405,333.255,329.515,325.09,326.025,325.08000000000004,325.79333333333335,322.6666666666667,331.37333333333333,,342.23333333333335,341.58500000000004,342.68333333333334,337.005,340.28,338.405,330.78499999999997,325.985,323.04999999999995,319.105,320.255,322.44666666666666,321.92333333333335,327.28,332.24666666666667,330.7833333333333,334.6933333333333,336.97,337.31,349.25333333333333,342.59,346.9633333333333,339.6433333333334,343.59999999999997,341.19666666666666,342.18,336.12,329.03999999999996,325.39,324.34999999999997,325.16,327.33666666666664,327.63000000000005,329.78333333333336,333.93333333333334,315.07500000000005,319.26,314.3333333333333,310.2033333333333,313.89666666666665,302.995,320.87,312.08,L8
2018-04-16 22:13:54+00:00,,326.01,324.6933333333333,327.4433333333333,331.91999999999996,329.055,336.1,335.59000000000003,336.405,333.255,329.515,325.09,326.025,325.08000000000004,322.63666666666666,320.58666666666664,329.3066666666667,,338.31000000000006,341.58500000000004,340.9566666666667,338.7066666666667,340.28,339.24666666666667,332.2266666666667,326.3433333333333,323.57,318.95,320.1433333333334,321.89,321.9866666666667,328.19666666666666,331.6433333333334,329.79999999999995,334.51666666666665,336.50666666666666,337.03333333333336,348.59666666666664,341.2866666666667,346.08666666666664,340.77000000000004,343.1066666666666,340.25,340.41,334.39,330.87333333333333,326.46000000000004,323.99,325.30333333333334,325.43,326.56333333333333,327.2,331.99,316.91333333333336,313.74,307.3066666666667,302.08666666666664,304.43333333333334,305.17333333333335,318.4533333333333,,L8
2018-07-12 22:19:56+00:00,,327.82666666666665,323.98,326.5025,330.0733333333333,328.66333333333336,336.1,335.59000000000003,336.405,335.13,331.3533333333333,327.0333333333333,326.72666666666663,325.54,322.5,319.9975,329.38,348.56,340.48,343.4433333333333,341.7425,338.8625,340.97,338.6175,331.92,325.9575,323.1775,317.73,319.81,321.06,321.715,327.7375,331.5925,329.55499999999995,333.81,336.2125,336.4675,345.7025,340.88,346.5475,340.295,343.2625,341.2025,341.3075,335.2625,331.985,327.03000000000003,324.755,325.2925,325.48,326.09000000000003,328.0675,331.7225,317.4425,313.9425,307.9425,302.5575,303.08500000000004,303.8875,319.1575,,L8
2018-07-21 22:13:49+00:00,,327.82666666666665,323.98,326.5025,330.0733333333333,328.66333333333336,331.99666666666667,332.40333333333336,332.44666666666666,331.97749999999996,328.7075,324.0275,322.18,321.01,317.45799999999997,319.9975,329.38,348.56,340.48,343.4433333333333,341.7425,338.8625,340.97,338.6175,331.92,325.9575,323.1775,317.73,319.81,321.06,318.98199999999997,325.348,328.092,326.544,331.22799999999995,332.966,334.23400000000004,341.896,339.012,340.57399999999996,337.25,335.65,339.746,339.552,333.442,330.326,322.33000000000004,322.572,322.72200000000004,323.352,322.956,325.514,328.896,315.136,310.742,305.726,299.648,296.88,303.8875,319.1575,,L8
2018-08-29 22:20:19+00:00,,328.71500000000003,323.66499999999996,326.43,328.81666666666666,329.32666666666665,329.925,330.93,333.9166666666667,332.6325,329.525,324.7025,320.81666666666666,320.40999999999997,317.74799999999993,319.56,329.4925,348.56,340.14666666666665,344.5266666666667,342.5525,339.1175,341.71333333333337,338.64000000000004,331.905,325.5375,322.40749999999997,316.72749999999996,318.8575,320.37,318.504,325.21200000000005,327.488,326.052,330.60200000000003,332.01000000000005,333.598,339.15600000000006,339.088,339.864,336.82,335.896,340.396,339.988,333.46400000000006,329.82599999999996,321.81399999999996,321.17999999999995,321.918,323.24,322.92600000000004,326.324,328.32,314.848,309.064,305.492,300.168,296.13,302.27750000000003,318.4125,,L8
2018-09-07 22:14:12+00:00,,331.46,323.0933333333333,326.3025,328.2633333333334,329.74333333333334,323.79,326.03,332.56500000000005,333.185,329.58,324.30333333333334,318.33500000000004,318.9633333333333,316.62249999999995,319.825,329.8625,348.56,340.71000000000004,345.65000000000003,343.2025,339.64250000000004,342.2166666666667,338.00750000000005,332.2025,325.1575,321.555,315.78749999999997,318.05,319.87,318.18600000000004,324.678,326.81600000000003,325.394,330.22400000000005,331.794,333.62399999999997,337.242,339.12800000000004,339.898,336.724,336.28000000000003,340.58599999999996,340.452,333.842,329.814,321.46999999999997,321.006,321.768,323.534,323.436,327.12,327.598,314.154,307.26800000000003,305.12600000000003,300.454,295.086,301.1825,318.4,305.81,L8
2018-12-28 22:14:29+00:00,,331.46,322.3499999999999,325.92333333333335,328.2633333333334,329.74333333333334,323.79,326.03,332.56500000000005,333.185,329.58,324.30333333333334,318.33500000000004,318.9633333333333,314.15999999999997,319.3233333333333,329.36,348.56,340.71000000000004,345.65000000000003,342.96999999999997,338.82,342.2166666666667,337.03333333333336,331.23333333333335,324.52333333333337,320.53666666666663,314.83666666666664,317.4266666666667,318.89666666666665,316.8675,323.34000000000003,326.914,325.916,330.494,332.476,334.03799999999995,335.342,340.274,340.86199999999997,336.578,335.69,339.93,340.246,333.73999999999995,329.104,321.174,320.644,321.65,323.706,323.754,325.66600000000005,326.078,313.62600000000003,306.836,304.624,299.43199999999996,294.784,300.1725,316.1175,305.81,L8
2019-02-05 22:20:33+00:00,,331.64,329.115,327.045,329.20500000000004,330.675,,,340.6,335.67,332.94,326.98,,323.01,323.1,319.87,329.24,,338.65500000000003,344.89500000000004,342.405,338.56500000000005,342.15,339.54,333.29333333333335,327.0133333333333,319.80499999999995,315.21999999999997,320.8333333333333,321.9033333333333,322.2066666666667,328.74666666666667,331.96,330.6875,335.15999999999997,337.49,338.15,338.3525,345.3125,348.645,343.0325,343.17333333333335,340.5566666666667,341.56666666666666,334.8866666666666,328.83666666666664,324.5333333333333,323.9925,325.2675,328.1275,329.48749999999995,329.545,329.5675,316.7025,311.375,309.82,304.45,303.8125,304.075,317.58,305.81,L8
2019-02-21 22:20:30+00:00,,330.01,330.06666666666666,328.0733333333333,331.41,331.7166666666667,340.1,340.39,340.615,336.88000000000005,334.2,329.43,330.14,325.955,325.39,321.04,330.99,347.65,340.43333333333334,345.64000000000004,343.02333333333337,339.21666666666664,342.17,340.1175,333.72,327.765,321.43,317.3966666666667,321.645,322.7,323.05,329.5075,332.61199999999997,331.432,335.48199999999997,338.002,338.28000000000003,338.072,345.79400000000004,348.81800000000004,343.178,343.1475,341.1175,341.78000000000003,335.85249999999996,329.4275,325.9475,324.338,325.654,328.466,329.07399999999996,329.892,329.342,317.29200000000003,312.658,310.598,304.98999999999995,304.77,304.636,318.204,305.81,L8
2019-05-28 22:20:29+00:00,,332.9633333333333,330.5,328.385,332.64,334.08000000000004,342.36,342.115,341.805,340.485,336.46500000000003,333.63,329.78,328.0,326.195,322.21500000000003,334.25,348.63,347.14,349.28,346.375,342.19,344.22,342.4066666666667,335.5233333333333,329.59999999999997,324.41499999999996,319.365,324.9866666666667,324.45,324.9466666666667,331.57,335.29499999999996,333.6025,337.485,340.3725,339.79,338.365,347.5775,351.89,346.8725,345.58666666666664,343.04333333333335,342.20666666666665,338.00666666666666,333.06333333333333,328.93666666666667,328.99,328.0575,330.15999999999997,330.3875,331.66749999999996,330.8925,321.645,320.09000000000003,316.35749999999996,309.0025,311.2575,309.92499999999995,323.6375,,L8
2020-04-12 22:20:24+00:00,,327.72,330.65,330.36,336.86,335.23,339.74,339.49,340.5,337.75,333.97,330.92,328.44,326.93,324.65,321.1,333.73,344.28,345.09,348.18,344.64,340.26,344.13,342.52,335.58,328.33,325.02,320.72,323.79,322.82,325.01,330.05,334.25,332.99,336.4,338.75,337.98,338.11,344.83,351.26,348.48,348.79,346.0,344.2,340.16,335.6,331.52,328.73,329.07,331.4,330.82,333.86,333.77,325.56,323.43,316.95,313.34,312.08,312.31,325.7,,L8
2020-05-14 22:20:12+00:00,,327.72,330.65,330.36,336.86,335.23,324.015,330.6,329.16499999999996,329.66999999999996,322.56,321.765,318.45,315.28999999999996,307.67999999999995,321.1,333.73,344.28,345.09,348.18,344.64,340.26,344.13,342.52,335.58,328.33,325.02,320.72,323.79,322.82,325.01,322.815,327.03499999999997,325.01,329.755,331.735,331.345,327.875,327.695,343.29499999999996,339.675,341.03499999999997,338.15,336.905,333.415,329.615,324.835,322.17,322.41999999999996,322.08,318.91999999999996,319.395,323.505,315.13,312.56,316.95,303.77,304.355,304.31,314.745,,L8
2020-05-30 22:20:16+00:00,,332.115,329.575,329.55,335.95000000000005,333.69,330.12,334.74333333333334,333.98,333.94,328.1366666666667,326.25,322.05333333333334,319.57666666666665,313.4266666666667,321.425,334.38,348.27,347.66999999999996,350.48,347.445,342.71500000000003,347.015,344.15999999999997,336.81,328.835,324.66999999999996,320.025,323.24,322.97,325.24,325.00333333333333,329.99333333333334,328.43,332.33,333.9866666666667,333.65333333333336,331.59999999999997,332.3633333333333,346.56333333333333,343.09999999999997,345.02,341.99,340.19666666666666,336.54,333.24666666666667,328.72666666666663,325.74333333333334,324.9866666666667,325.26,322.03,324.16,326.2033333333333,318.46666666666664,316.4633333333333,317.21000000000004,306.5466666666667,307.59666666666664,307.3866666666667,319.4633333333333,,L8
2020-07-01 22:20:34+00:00,,330.9266666666667,328.21,327.99666666666667,334.22333333333336,331.62,332.0525,335.78,335.5025,334.96500000000003,330.1325,328.3025,323.705,321.59,316.065,322.4533333333333,335.53,347.96,348.03999999999996,350.58,347.8066666666667,343.18,347.8033333333333,344.2,336.77666666666664,328.74666666666667,324.7833333333333,319.81666666666666,322.8933333333334,322.23333333333335,324.6466666666667,326.32,331.27,329.6725,333.295,334.4775,334.4525,333.21500000000003,335.155,347.8375,344.8525,346.65999999999997,343.7025,341.8825,338.33000000000004,334.78499999999997,330.49,327.94,326.2,327.2575,325.84749999999997,328.255,327.445,319.345,316.5675,316.56333333333333,307.805,307.9475,309.0675,322.045,,L8
2020-07-10 22:14:27+00:00,,331.87,327.91499999999996,327.6275,334.4275,331.095,333.634,336.56,336.77,335.71,331.334,329.074,324.256,322.686,317.18600000000004,321.6025,334.355,346.4025,347.4225,349.84749999999997,347.6175,342.765,347.2175,343.7025,336.4025,328.4575,324.10749999999996,318.9375,322.4125,321.6575,323.9175,326.748,331.93,330.192,333.904,335.158,334.882,334.2,336.32599999999996,348.144,345.416,347.46,344.8,342.494,338.748,335.466,330.77799999999996,328.348,326.348,327.098,326.748,329.384,327.808,320.298,316.162,316.1625,308.692,308.078,309.684,323.302,,L8
2020-07-17 22:20:40+00:00,,332.386,327.894,327.546,334.76599999999996,331.04200000000003,335.0516666666667,337.6433333333333,337.85999999999996,336.4916666666667,332.25666666666666,329.88000000000005,324.8483333333333,323.41833333333335,318.55833333333334,321.21999999999997,333.998,346.20799999999997,347.25,349.68999999999994,347.57399999999996,342.71,347.23199999999997,343.714,336.402,328.39399999999995,323.976,318.752,322.23,321.428,323.798,327.335,332.39000000000004,330.83166666666665,334.38,335.73333333333335,335.4316666666667,334.88,337.305,348.7483333333333,345.6483333333333,348.21000000000004,345.23333333333335,343.0783333333333,339.13166666666666,335.76666666666665,331.1433333333333,328.8183333333333,326.46999999999997,327.62666666666667,327.43333333333334,329.87333333333333,327.8516666666667,320.11,315.45166666666665,315.214,308.915,307.755,309.45166666666665,323.6766666666667,,L8
2020-07-26 22:14:32+00:00,,332.386,327.894,327.546,334.76599999999996,331.04200000000003,335.0516666666667,337.6433333333333,337.85999999999996,336.4916666666667,332.25666666666666,329.88000000000005,324.8483333333333,323.41833333333335,318.55833333333334,321.21999999999997,333.998,346.20799999999997,347.25,349.68999999999994,347.57399999999996,342.71,347.23199999999997,343.714,336.402,328.39399999999995,323.976,318.752,322.23,321.428,323.798,324.19714285714286,329.36857142857144,327.9385714285714,332.29285714285714,333.3985714285714,333.92857142857144,332.5514285714286,332.88571428571424,344.57142857142856,339.30571428571426,348.21000000000004,343.0242857142857,341.05285714285714,335.3285714285715,335.76666666666665,331.1433333333333,323.1771428571428,320.66285714285715,321.9785714285714,321.42285714285714,326.08,323.48285714285714,314.8128571428571,315.45166666666665,315.214,305.25857142857143,307.755,309.45166666666665,323.6766666666667,,L8
2020-08-27 22:14:44+00:00,,332.386,327.894,327.546,334.76599999999996,331.04200000000003,335.0516666666667,337.6433333333333,337.85999999999996,336.4916666666667,332.25666666666666,329.88000000000005,324.8483333333333,323.41833333333335,318.55833333333334,321.21999999999997,333.998,346.20799999999997,347.25,349.68999999999994,347.57399999999996,342.71,347.23199999999997,343.714,336.402,328.39399999999995,323.976,318.752,322.23,321.428,323.798,321.38125,325.96375,326.34625,330.62,331.55375,332.36875,331.60125,329.9875,342.59125,336.38,348.21000000000004,341.19,339.49,332.02,335.76666666666665,331.1433333333333,319.115,316.95625,318.35749999999996,318.675,324.135,321.565,312.2325,309.78000000000003,315.214,305.25857142857143,307.755,309.45166666666665,323.6766666666667,,L8
2020-10-14 22:14:56+00:00,,332.90999999999997,328.172,327.768,334.89799999999997,330.87,335.51166666666666,338.635,338.7083333333333,337.69,332.95166666666665,330.72166666666664,325.305,324.11499999999995,319.79833333333335,322.634,334.712,346.26,347.77,349.962,348.244,343.558,348.068,344.59,336.96999999999997,329.446,324.304,319.11199999999997,322.03000000000003,321.502,323.846,321.5275,326.14625,326.53499999999997,330.74875,331.485,332.515,331.84875,330.03125,342.71000000000004,336.2825,348.5116666666667,341.18125,339.57125,332.43125000000003,335.5516666666667,331.72666666666663,318.8075,316.80375,318.4475,319.30375,323.97625,321.40999999999997,312.61625000000004,309.5385714285714,315.294,305.1257142857143,307.84,308.9483333333333,323.23499999999996,307.71,L8
2021-03-30 22:20:34+00:00,,330.34,332.04,331.47,337.52,334.37,342.5,345.44,345.59,344.94,338.14,335.97,331.18,331.11,332.09,328.17,337.3,344.54,347.69,349.54,347.99,344.5,348.31,346.9,338.42,333.59,326.66,322.52,322.79,323.19,325.25,331.22,335.71,334.5,337.43,338.2,339.15,340.09,345.18,352.21,347.7,350.6,345.93,344.85,342.91999999999996,334.865,333.66999999999996,328.095,328.49,332.385,336.985,332.43499999999995,331.71,325.745,320.99,317.895,314.91,314.22,311.865,325.395,307.71,L8
2021-05-17 22:20:24+00:00,,332.56,331.72,332.49,337.11,336.11,343.37,344.67,344.15,344.35,339.11,335.91,331.75,330.89,329.94,328.74,337.96,350.54,352.47,354.29,350.19,346.55,352.37,349.42,342.43,336.39,331.33,326.16,329.03,328.11,328.71,332.68,335.67,336.08,340.59,341.2,339.82,340.84,349.67,354.51,356.63,354.68,350.2,347.95,343.135,337.44,334.19,331.52,329.55,334.49,340.65999999999997,340.2,336.335,328.28,327.405,322.83000000000004,320.45000000000005,318.61,317.06,332.045,,L8
2021-06-11 22:14:25+00:00,,333.905,330.145,330.38,337.37,334.32500000000005,343.47,345.125,344.32,344.055,339.04,335.685,331.245,329.605,328.435,326.11,336.28499999999997,352.275,351.83000000000004,353.63,348.85,345.94,349.70500000000004,347.38,340.925,334.9,329.42499999999995,323.25,326.57,325.385,326.445,331.855,334.755,335.0,338.895,339.95,339.06,339.615,346.71500000000003,353.13,352.615,353.33500000000004,349.49,346.68,342.7033333333333,337.4066666666667,334.03333333333336,331.7033333333333,328.74333333333334,333.1666666666667,339.40000000000003,338.18666666666667,333.8566666666666,326.99333333333334,325.01666666666665,321.41333333333336,319.06,316.53000000000003,317.0233333333333,332.3333333333333,,L8
2021-08-05 22:20:52+00:00,,333.905,329.49666666666667,329.9766666666667,337.37,332.34666666666664,342.1366666666667,345.125,343.09,341.08666666666664,339.04,333.9433333333333,329.68333333333334,328.70666666666665,327.55333333333334,324.49666666666667,334.23,349.24,348.6933333333333,351.2266666666667,347.09666666666664,343.58666666666664,347.22333333333336,344.7166666666667,338.56,332.2366666666667,327.1566666666667,321.43333333333334,324.54333333333335,324.1233333333334,325.09999999999997,330.7366666666667,333.73333333333335,334.40333333333336,337.6933333333333,339.45,338.48,339.31666666666666,345.1466666666667,351.82666666666665,350.0833333333333,351.15333333333336,347.3033333333333,345.32,340.78999999999996,335.2075,332.26,329.9475,328.17,331.525,337.735,336.6225,332.67499999999995,326.71000000000004,323.545,320.14750000000004,316.85,314.52,313.8275,329.70000000000005,,L8
2021-08-30 22:14:49+00:00,,333.905,329.49666666666667,330.6725,337.37,332.34666666666664,342.1366666666667,345.125,343.2175,340.6875,338.1066666666667,333.9575,329.545,329.0725,328.0675,324.90999999999997,334.4775,348.1375,347.8275,350.5,346.82,343.385,346.675,344.1675,338.3375,331.9575,326.5525,321.1675,324.02750000000003,324.2475,325.3025,330.6125,333.7525,334.3225,337.56,339.5025,338.6075,339.95,344.4475,351.57,349.145,350.42,346.5675,345.0,340.65999999999997,334.158,331.534,329.704,328.33000000000004,331.822,337.7,336.146,332.044,327.358,322.8,318.974,315.832,313.908,312.682,328.622,,L8
2021-11-02 22:15:01+00:00,,333.905,329.49666666666667,330.6725,337.37,332.34666666666664,342.1366666666667,344.45,343.418,340.6875,338.1066666666667,334.014,329.576,329.0725,328.556,325.42600000000004,334.64,347.104,347.22200000000004,349.89,346.532,343.412,346.576,344.38800000000003,338.454,332.206,326.704,321.306,323.77200000000005,324.552,325.844,330.646,334.098,334.472,337.428,338.714,339.038,339.87,344.894,352.094,348.246,350.778,347.11,345.0,340.22749999999996,333.8425,331.988,330.316,329.896,335.456,338.55800000000005,335.8,331.47200000000004,326.938,322.4,318.438,314.59,312.892,311.368,328.84250000000003,310.48,L8
