dates,satname,nzd0524-0000,nzd0524-0001,nzd0524-0002,nzd0524-0003,nzd0524-0004,nzd0524-0005,nzd0524-0006,nzd0524-0007,nzd0524-0008,nzd0524-0009,nzd0524-0010,nzd0524-0011,nzd0524-0012,nzd0524-0013,nzd0524-0014,nzd0524-0015,nzd0524-0016,nzd0524-0017,nzd0524-0019,nzd0524-0020,nzd0524-0021,nzd0524-0022,nzd0524-0023,nzd0524-0024,nzd0524-0025,nzd0524-0026,nzd0524-0027,nzd0524-0028,nzd0524-0029,nzd0524-0030,nzd0524-0031,nzd0524-0032,nzd0524-0033,nzd0524-0034,nzd0524-0035,nzd0524-0036,nzd0524-0037,nzd0524-0038,nzd0524-0039,nzd0524-0040,nzd0524-0041,nzd0524-0042,nzd0524-0043,nzd0524-0044,nzd0524-0045,nzd0524-0046,nzd0524-0047,nzd0524-0048,nzd0524-0049,nzd0524-0050,nzd0524-0051,nzd0524-0052,nzd0524-0053,nzd0524-0054,nzd0524-0055,nzd0524-0056,nzd0524-0057,nzd0524-0058,nzd0524-0059,nzd0524-0060,nzd0524-0018
2015-03-14 22:20:23.206000,L8,364.60,327.11,327.50,328.22,328.97,328.90,338.20,337.09,339.19,334.83,332.74,326.11,328.19,327.22,323.35,319.71,329.89,346.59,340.41,343.07,339.75,337.55,341.38,338.86,330.79,326.29,322.63,318.52,320.15,320.99,321.12,328.02,332.98,334.06,332.33,336.22,336.73,338.38,342.80,348.09,342.31,346.27,341.11,339.95,334.27,329.37,326.59,322.10,322.76,322.13,324.52,328.45,326.26,317.55,313.34,308.89,300.22,302.05,302.90,313.62,
2015-04-15 22:20:10.505000,L8,,,,,,,,317.52,316.12,314.90,309.61,304.88,306.97,303.02,,,,,,,298.40,319.09,325.62,321.71,307.15,299.10,296.27,290.69,,,,,315.53,314.35,317.15,316.05,314.73,311.23,327.07,330.75,326.95,330.89,325.89,328.41,315.97,313.26,309.26,305.17,305.20,305.55,308.08,307.56,310.65,303.68,298.01,294.05,284.29,284.98,286.67,292.12,
2015-05-01 22:20:00.344000,L8,377.75,333.84,324.59,326.77,327.59,329.65,342.63,342.84,339.65,339.15,335.59,330.24,328.73,327.58,325.70,319.36,331.80,347.40,344.35,345.89,342.09,340.43,343.36,338.38,334.04,326.15,324.29,316.56,320.13,319.43,322.03,328.17,334.77,331.63,334.94,336.40,335.65,338.48,342.55,347.08,343.80,348.43,343.46,343.34,334.64,332.50,328.13,324.47,324.36,323.69,326.38,333.55,325.09,319.28,313.32,311.82,302.99,304.41,306.85,316.72,
2015-06-27 22:13:58.027000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.18,310.05,316.00,307.81,296.51,297.48,327.48,327.82,330.55,337.35,325.12,327.79,313.81,313.57,307.07,313.77,302.81,303.41,295.20,307.52,305.78,275.25,272.02,284.01,286.56,284.11,288.79,288.96,
2015-07-04 22:20:14.053000,L8,351.76,277.94,272.55,,,,284.18,319.02,292.24,286.24,309.02,307.06,307.62,302.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.93,279.77,281.87,291.66,
2015-07-29 22:14:13.585000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.20,310.81,311.44,315.76,311.60,312.10,311.83,327.37,328.18,329.50,336.37,327.94,330.78,309.37,312.70,311.31,313.30,309.74,304.84,303.18,308.60,309.56,287.00,294.59,289.63,284.70,289.82,289.40,289.03,
2015-08-21 22:20:33.210000,L8,374.81,327.08,322.62,324.19,327.29,323.66,338.84,338.67,336.26,332.73,331.05,325.43,325.58,325.33,322.91,317.52,328.86,345.29,334.85,341.32,339.96,335.55,341.95,337.45,330.09,323.57,319.56,314.05,316.87,315.91,318.38,325.74,328.88,328.61,331.37,335.05,332.05,333.59,340.99,346.20,344.43,350.59,344.61,345.16,333.42,328.46,322.76,317.74,318.12,320.38,323.34,332.82,321.40,313.81,315.65,318.49,303.18,305.73,308.22,317.69,
2015-10-17 22:14:38.194000,L8,368.39,327.31,326.67,326.77,329.44,328.00,341.06,341.69,340.98,338.46,334.20,329.01,327.13,329.15,328.13,322.36,332.83,345.31,335.62,342.95,341.67,338.95,345.05,341.49,333.55,326.30,322.60,318.72,320.08,320.12,321.36,327.20,331.07,329.48,332.74,336.45,334.71,334.76,341.81,344.48,338.53,349.79,346.82,344.13,336.52,333.30,327.71,321.43,349.72,,,,,381.64,367.21,331.54,308.35,308.43,309.63,322.54,
2015-10-24 22:20:52.499000,L8,371.69,326.73,326.67,327.26,330.72,327.85,340.44,340.95,340.73,336.18,334.23,330.30,327.27,328.95,328.48,319.23,329.35,342.29,337.86,343.63,341.10,339.36,345.04,342.94,335.06,326.97,323.39,318.40,320.61,321.05,321.53,327.90,331.58,329.49,333.39,335.69,332.92,333.01,345.30,348.64,344.57,355.99,353.12,349.70,340.91,333.24,351.69,,379.22,330.61,326.84,338.62,327.52,321.21,319.32,324.16,303.21,307.49,310.24,325.59,
2015-11-18 22:14:44.822000,L8,366.75,327.72,328.33,328.32,331.02,329.21,340.32,341.16,340.70,339.22,333.95,330.24,327.53,328.91,328.29,321.52,330.39,343.36,336.48,343.74,340.65,339.50,342.72,341.97,332.46,327.82,322.45,319.27,322.00,322.05,321.38,329.34,332.01,329.92,331.57,334.92,335.87,332.89,342.99,352.63,346.98,344.70,348.61,344.47,338.41,340.43,332.30,332.21,322.23,324.10,327.32,336.72,329.24,321.66,326.89,319.25,302.28,304.78,308.90,322.47,
2015-12-20 22:14:45.217000,L8,365.32,329.19,330.97,330.38,335.02,332.50,340.12,341.63,341.38,341.25,334.74,331.25,330.03,329.56,327.89,322.21,333.07,345.62,340.64,345.72,342.66,342.34,345.16,343.57,335.93,329.77,328.42,324.58,325.42,326.96,324.37,330.16,334.09,331.39,334.94,339.06,338.58,336.57,347.02,351.94,342.57,346.46,346.34,344.49,341.22,331.37,331.00,325.27,326.20,325.01,330.28,335.08,326.96,321.83,320.10,314.27,305.77,303.31,304.04,356.45,
2016-01-05 22:14:40.992000,L8,363.56,329.69,330.79,330.30,334.10,331.06,338.25,339.14,340.54,337.86,334.25,329.33,328.78,329.61,326.16,321.50,328.74,345.88,339.98,343.72,340.61,337.87,340.84,338.71,331.77,326.96,323.51,320.40,322.18,323.09,325.08,329.53,333.93,330.71,335.64,340.43,338.27,335.38,345.92,351.77,346.00,345.80,344.09,343.08,338.83,330.70,327.84,322.49,325.94,324.86,330.11,332.82,321.64,315.79,314.92,310.22,302.06,300.18,303.87,315.88,
2016-03-16 22:20:36.438000,L8,371.69,327.27,327.36,328.13,330.59,331.24,340.06,340.99,341.03,338.52,335.31,330.88,330.10,329.66,327.30,322.41,332.53,347.28,343.05,347.64,343.82,340.70,342.87,342.38,335.25,328.82,325.97,322.46,322.56,325.10,322.82,328.81,332.73,331.55,336.36,336.97,337.04,331.89,345.03,350.26,344.67,350.14,343.88,344.28,336.87,333.40,332.21,326.37,329.25,326.16,328.04,328.05,332.24,322.21,321.43,310.62,304.22,304.74,305.33,317.25,
2016-04-17 22:20:21.343000,L8,371.09,327.63,324.46,325.83,329.36,329.83,338.90,339.16,338.33,336.81,335.89,330.21,329.29,327.28,325.95,323.64,333.36,342.70,343.69,347.43,342.53,338.10,342.12,339.80,333.34,326.17,321.74,316.87,318.83,318.76,321.20,326.55,331.02,329.25,332.89,335.86,335.01,330.10,341.37,353.05,347.80,348.93,343.40,344.17,341.78,335.17,332.16,323.23,325.80,328.61,331.28,331.12,331.61,324.93,327.05,311.55,296.08,309.54,306.79,306.05,
2016-04-26 22:14:08.933000,L8,376.00,327.51,323.20,324.61,327.17,329.57,341.45,340.15,341.21,338.51,334.95,330.37,329.19,327.79,325.13,320.96,331.84,346.38,344.35,346.99,342.76,338.96,342.92,340.14,334.17,326.85,323.96,319.17,319.39,320.55,321.63,326.56,330.37,329.44,334.33,337.25,334.77,331.11,342.82,347.66,345.13,347.13,342.76,343.33,337.65,333.71,329.79,324.54,324.37,323.68,323.34,328.80,328.66,322.21,313.89,309.18,306.82,305.82,308.25,322.25,
2016-05-03 22:20:25.006000,L8,377.76,329.80,324.29,326.23,329.23,331.20,343.01,343.96,342.59,342.53,336.83,333.07,332.24,330.39,327.40,321.27,335.19,347.36,348.32,350.56,345.49,340.87,345.17,342.02,337.00,329.84,327.76,320.21,322.47,322.25,322.53,329.99,333.63,332.93,336.78,338.85,336.99,334.02,344.18,350.92,346.85,350.02,344.90,344.29,339.96,332.57,325.61,324.69,324.01,322.58,326.23,327.11,324.06,316.79,311.25,305.02,302.78,304.49,307.37,321.70,303.25
2016-05-12 22:14:08.416000,L8,378.33,330.56,323.38,324.97,326.95,331.50,341.75,340.00,340.76,337.27,334.70,331.48,329.49,327.76,324.54,320.65,332.86,346.06,344.65,347.83,344.20,340.60,343.52,340.89,335.80,327.22,324.13,317.48,319.62,320.51,321.61,327.44,332.89,330.44,335.01,337.22,336.67,336.77,342.85,351.34,360.58,353.43,348.33,346.85,342.47,337.82,333.92,329.76,326.01,324.90,328.33,334.76,330.68,325.82,322.88,317.54,310.38,309.47,312.50,331.54,
2016-06-04 22:20:28.125000,L8,381.53,333.73,319.88,321.38,324.39,328.17,341.58,339.90,340.45,335.15,333.25,329.49,327.47,326.83,320.35,317.27,327.57,343.75,342.30,345.25,341.11,337.21,340.83,337.35,333.73,325.29,322.05,314.47,315.80,317.38,320.68,326.94,332.53,328.67,333.70,336.08,337.48,335.53,342.88,349.89,345.50,350.80,347.45,344.68,341.58,337.44,332.47,329.82,325.36,323.96,324.00,334.61,324.07,314.72,310.00,310.31,312.29,302.62,307.23,327.54,307.77
2016-07-06 22:20:41.229000,L8,386.98,335.44,323.51,323.21,325.16,330.10,343.04,340.58,341.42,336.56,334.43,330.94,328.26,327.91,323.74,317.39,328.24,350.35,344.19,347.57,343.88,338.35,343.75,338.69,331.56,324.80,320.47,316.14,317.98,318.22,321.37,328.21,334.03,332.53,334.41,334.57,336.39,335.86,341.94,349.55,342.04,351.46,348.78,345.22,339.84,336.79,330.55,331.58,326.17,323.76,323.13,334.32,327.05,318.10,311.95,309.99,306.87,306.77,308.53,323.19,
2016-07-31 22:14:37.742000,L8,378.77,330.95,323.34,323.99,327.52,329.57,339.31,334.55,334.56,330.81,327.32,326.02,327.92,327.85,325.07,319.72,331.55,343.38,339.40,349.51,347.57,347.07,354.67,346.92,338.82,331.85,331.55,325.09,321.80,323.61,327.25,337.64,346.83,340.48,348.69,341.50,345.62,341.43,350.80,357.55,345.95,355.78,354.76,347.86,336.71,325.81,318.07,314.53,320.09,322.60,322.59,326.29,320.30,308.17,308.70,301.79,296.26,297.22,286.47,294.77,
2016-08-16 22:14:41.427000,L8,373.83,327.46,322.63,325.91,326.25,330.10,339.50,334.49,334.31,328.94,326.50,319.69,325.60,326.29,322.07,318.51,327.13,342.38,335.30,341.83,339.30,336.12,338.88,334.94,329.48,322.07,318.68,313.14,314.68,315.61,314.74,324.52,328.46,327.13,330.18,333.29,333.20,333.39,339.40,342.64,337.10,343.79,341.41,341.32,333.73,327.33,321.79,316.57,317.97,320.70,322.52,325.94,321.30,312.88,306.94,304.86,300.35,300.05,300.25,313.89,
2016-09-01 22:14:48.072000,L8,375.61,326.15,324.04,323.28,328.36,330.25,339.84,333.23,332.43,330.23,325.55,318.24,324.34,326.62,322.01,318.39,327.19,341.63,335.59,342.18,338.27,335.93,339.30,335.47,328.89,322.93,317.20,313.67,315.04,316.00,315.93,324.37,328.27,326.69,328.07,331.66,332.86,333.01,339.71,341.69,337.40,344.40,341.45,340.92,331.48,327.12,323.05,318.93,317.13,320.97,322.62,329.09,323.13,315.24,305.69,304.16,301.17,301.27,299.97,311.67,
2016-09-08 22:21:00.541000,L8,379.40,326.90,323.75,324.20,327.21,328.38,337.46,316.48,325.06,315.82,304.00,306.24,322.43,325.46,325.66,320.79,331.44,343.97,335.94,342.18,339.57,335.39,340.00,337.12,329.19,323.01,318.67,315.88,316.67,317.01,317.84,325.85,329.69,328.23,329.88,331.36,333.68,334.50,340.14,343.70,337.41,345.43,341.88,341.42,334.92,327.72,326.60,322.40,320.94,324.15,323.31,332.82,324.68,314.64,305.01,303.77,300.04,300.90,300.99,315.39,
2016-12-29 22:21:01.343000,L8,,,312.27,312.73,314.92,295.08,,314.80,273.96,320.12,311.00,308.12,313.13,306.11,306.94,303.05,314.79,324.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30 22:20:50.623000,L8,365.41,327.11,329.06,329.36,332.19,330.76,337.92,337.12,339.50,335.41,332.98,328.05,327.79,327.99,325.41,320.71,330.62,345.16,341.47,343.61,342.18,337.42,340.77,339.89,332.97,326.26,322.86,318.78,320.97,322.07,321.59,328.50,330.18,329.23,334.21,336.54,337.45,334.21,343.48,349.15,341.68,344.41,339.81,341.16,338.10,329.08,326.40,322.16,325.07,325.30,328.95,325.16,321.90,313.89,309.48,308.26,298.97,300.40,300.61,313.12,303.10
2017-02-08 22:14:34.654000,L8,366.59,327.09,331.00,328.77,333.60,330.16,336.77,337.17,339.65,336.05,333.53,329.86,328.25,327.85,324.43,321.75,332.96,345.81,341.01,343.51,342.56,337.16,341.84,339.94,333.13,326.36,322.53,319.08,320.81,321.87,322.51,328.10,331.94,331.53,333.11,337.06,337.12,335.17,342.97,348.14,341.46,342.99,341.94,342.12,335.52,330.07,328.82,323.15,324.30,324.62,328.14,326.57,325.81,315.92,312.26,310.03,301.05,306.04,306.86,316.56,306.47
2017-02-15 22:20:43.526000,L8,368.28,327.42,328.52,329.42,332.24,329.55,338.06,337.56,339.78,335.98,333.63,328.90,328.59,327.28,324.69,320.97,331.90,344.55,342.17,344.41,342.63,337.58,342.08,339.96,332.27,326.32,323.15,318.71,322.01,322.28,322.43,328.84,331.08,329.59,334.13,337.83,336.71,334.34,343.88,349.14,343.72,345.25,340.88,342.87,337.05,330.54,329.62,324.89,324.96,326.46,327.96,327.32,326.47,319.90,313.13,310.07,301.85,303.91,304.64,316.81,
2017-04-04 22:20:20.280000,L8,377.33,326.12,325.10,327.71,329.71,330.79,339.26,336.93,338.43,334.39,331.82,329.29,327.44,326.95,324.82,320.51,329.12,343.93,342.70,345.62,342.52,338.64,342.84,340.57,334.86,327.14,323.86,318.59,320.84,320.96,318.18,327.97,330.77,329.56,334.36,335.95,336.46,333.05,343.58,347.36,344.40,348.88,342.08,342.84,338.04,330.43,329.01,328.78,325.93,325.84,328.11,328.06,327.90,317.84,314.03,309.78,302.09,305.52,305.85,316.47,
2017-04-20 22:20:11.117000,L8,378.41,327.74,324.17,326.17,329.10,330.96,340.84,338.82,338.87,335.46,332.67,330.88,328.48,326.62,325.31,321.38,331.98,343.90,344.29,347.53,342.92,340.49,343.08,340.76,334.86,327.41,325.26,318.14,321.41,320.25,320.26,326.74,331.09,328.90,334.49,337.11,337.68,334.96,342.63,347.06,342.44,347.98,343.36,342.51,337.01,331.44,328.26,325.13,325.89,325.37,325.62,332.15,334.34,320.88,316.90,308.84,302.66,308.36,307.81,322.49,
2017-05-06 22:20:07.089000,L8,379.77,329.89,323.89,327.34,330.04,331.37,341.54,339.91,339.87,337.69,334.63,331.01,328.38,327.55,325.61,321.05,333.22,345.82,346.98,348.92,344.80,340.52,343.83,340.39,335.88,327.00,325.18,318.16,321.35,319.63,320.90,328.87,331.39,330.24,334.53,336.81,336.59,336.57,342.50,347.36,343.73,348.47,343.69,344.31,338.11,333.83,329.55,326.48,324.55,325.81,325.54,330.99,330.56,320.54,315.75,312.40,304.01,305.87,307.49,326.15,307.64
2017-06-07 22:20:26.915000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.37,294.96,313.30,319.83,329.03,333.48,324.54,316.29,327.36,332.34,326.50,325.33,319.77,317.82,314.72,312.94,309.82,308.77,,,,296.82,293.68,295.43,294.92,305.05,
2017-06-23 22:20:32.508000,L8,382.69,333.65,321.38,323.86,326.28,331.22,343.37,344.31,341.23,339.78,337.61,334.91,329.83,327.95,322.62,319.77,332.84,344.57,348.91,352.39,346.23,342.24,344.78,338.54,333.89,325.30,322.60,315.62,319.65,316.77,320.06,327.10,330.32,327.15,330.06,333.01,332.82,334.32,338.85,344.86,335.77,341.82,340.94,344.25,335.56,331.63,328.28,325.01,323.84,322.91,321.19,327.21,316.29,302.93,298.02,309.14,301.64,303.15,306.34,316.59,
2017-07-02 22:14:23.696000,L8,361.09,319.20,318.04,324.33,330.87,321.33,337.12,338.84,343.26,343.47,338.53,336.13,336.27,331.20,326.38,322.18,335.98,349.24,351.44,354.63,348.24,346.12,347.38,342.08,336.49,328.70,325.22,319.74,322.17,324.40,324.15,330.19,334.95,332.59,335.19,338.42,340.29,341.96,346.34,353.19,345.77,353.40,351.19,349.98,346.95,342.74,358.27,346.98,350.13,333.32,332.48,342.89,341.41,346.91,326.58,348.19,314.94,326.95,320.97,344.16,
2017-07-09 22:20:35.589000,L8,375.18,334.32,324.23,325.28,330.97,328.54,341.92,343.69,342.83,339.06,335.26,332.81,329.80,327.78,323.96,320.09,330.51,343.66,348.63,350.84,346.94,345.28,351.44,348.32,347.70,340.35,336.54,332.34,332.19,329.00,324.99,332.23,335.54,335.31,339.40,343.19,341.87,341.97,343.88,351.32,343.93,350.34,348.51,349.93,350.62,346.27,344.39,340.02,332.04,335.93,332.81,336.14,330.24,318.52,309.76,314.99,305.80,311.18,308.79,315.67,303.40
2017-08-03 22:14:35.682000,L8,,,,,,,,323.42,302.70,305.95,249.69,,,,,,,,,,,,,,,,,,,,,311.04,317.06,314.63,314.57,314.34,321.11,323.81,328.30,331.11,300.85,312.52,325.04,329.16,316.27,298.49,294.45,294.88,292.97,298.65,304.24,309.32,301.44,277.91,270.93,290.97,287.19,292.99,292.06,294.97,
2017-09-27 22:21:00.343000,L8,372.80,330.65,334.02,332.94,360.40,368.31,368.41,368.81,377.52,379.64,,356.57,337.79,334.72,333.48,327.57,337.57,347.54,350.08,352.68,349.08,346.60,377.77,372.97,368.08,369.91,363.41,322.33,327.32,324.46,323.27,331.01,335.35,333.46,336.26,337.87,338.77,350.63,346.29,349.52,341.33,347.95,346.40,347.88,343.05,389.18,355.12,328.78,327.08,334.66,333.06,340.79,341.12,338.61,333.78,332.06,331.29,336.96,335.87,332.88,312.08
2017-10-29 22:21:05.518000,L8,366.89,328.02,330.95,330.51,336.89,333.79,341.68,344.17,342.24,340.69,335.90,332.40,330.92,331.00,330.13,323.63,335.16,344.52,345.18,349.68,345.31,341.92,345.58,344.57,337.51,331.66,326.62,321.88,322.77,322.00,322.81,329.44,333.94,330.24,335.37,336.66,337.83,347.26,344.31,349.98,339.85,343.35,344.36,344.59,338.88,336.70,331.64,326.25,326.99,331.71,330.14,332.23,334.89,320.25,314.50,311.15,302.47,303.54,303.25,314.64,306.12
2017-11-30 22:20:56.190000,L8,365.13,328.51,331.29,331.91,337.36,332.56,340.70,338.88,341.42,339.15,334.40,331.94,329.62,330.03,328.25,323.00,334.16,344.26,344.43,348.18,344.78,340.52,343.74,343.33,335.60,328.85,325.12,321.91,324.37,323.68,324.77,329.82,333.31,331.46,337.07,338.06,339.04,347.67,346.26,350.49,345.82,346.64,343.23,344.40,340.18,335.50,331.89,327.86,329.50,332.29,331.15,330.93,332.09,317.85,314.45,309.94,303.41,303.19,304.81,315.63,305.76
2017-12-25 22:14:47.702000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.43,330.86,330.10,329.83,335.49,337.62,340.96,341.35,344.85,341.27,,,,320.02,334.61,327.67,323.72,329.85,326.66,339.78,331.20,344.20,338.54,323.78,305.55,358.57,,,,,
2018-01-01 22:20:56.342000,L8,364.18,327.24,328.57,330.34,334.29,330.25,337.76,335.41,338.02,334.29,331.66,327.48,328.36,327.02,323.97,321.37,330.16,345.07,339.96,343.77,341.37,337.58,339.05,339.97,331.32,327.40,323.41,320.32,323.69,323.30,323.48,329.99,332.30,331.13,337.21,338.51,338.32,341.53,346.60,350.02,344.54,344.28,341.05,340.29,337.89,329.81,328.06,326.54,327.32,328.08,327.82,325.32,330.12,314.54,313.82,307.25,301.56,300.51,304.10,315.51,
2018-02-11 22:14:26.201000,L8,364.39,328.11,327.64,329.15,334.08,329.72,335.34,335.66,336.71,333.60,330.40,325.97,327.37,326.05,321.99,321.49,329.16,346.40,338.61,342.35,340.96,336.33,338.63,337.38,330.43,325.68,322.90,319.21,322.41,324.97,323.29,328.93,333.82,333.12,335.09,339.15,338.88,349.39,342.88,347.21,338.01,341.55,339.36,340.64,333.82,328.77,325.94,322.78,323.56,323.55,325.62,325.27,330.29,313.13,310.08,304.42,299.38,300.90,304.45,316.07,306.97
2018-02-27 22:14:19.470000,L8,368.55,326.05,324.12,327.46,331.82,329.30,336.14,335.35,336.19,332.98,329.67,324.28,326.27,325.41,321.65,320.52,327.64,344.09,338.37,341.06,339.10,336.97,340.00,337.58,330.62,325.92,322.96,319.19,320.03,321.80,321.25,327.38,330.02,329.15,333.64,336.87,336.91,349.57,340.78,345.53,339.18,341.54,337.80,338.98,333.41,329.69,325.36,322.86,324.82,324.04,326.10,324.81,329.86,314.42,311.39,305.68,299.65,300.78,302.79,316.51,
2018-03-06 22:20:26.446000,L8,365.75,325.97,325.38,327.43,332.02,328.81,336.06,335.83,336.62,333.53,329.36,325.90,325.78,324.75,322.25,319.91,328.91,343.92,338.25,342.11,339.87,337.04,340.56,339.23,330.95,326.05,323.14,319.02,320.48,321.08,321.25,327.18,331.37,329.74,334.18,336.17,336.25,347.56,340.70,345.84,338.42,341.31,339.39,339.68,331.90,328.39,325.42,321.41,323.58,323.31,323.73,323.75,330.82,315.73,312.61,305.26,299.67,303.95,303.20,313.22,
2018-03-15 22:14:10.086000,L8,368.75,325.93,324.44,326.13,331.85,328.31,326.43,,,,,328.01,325.64,324.74,321.80,319.79,329.11,342.28,338.30,342.15,339.13,336.41,339.74,338.95,331.17,325.36,322.30,317.87,319.50,320.58,320.34,327.59,331.29,329.93,333.49,335.98,335.96,345.58,341.88,346.89,339.63,342.70,339.97,339.78,333.80,328.52,326.45,323.58,348.97,358.68,345.76,285.16,,,,,,,,,
2018-04-16 22:13:54.370000,L8,374.56,327.78,324.58,327.44,332.82,330.00,339.79,338.27,339.41,334.47,332.13,329.16,327.48,327.81,324.01,321.33,331.37,344.44,342.53,346.55,343.90,342.11,344.02,340.93,335.11,327.06,324.61,318.64,319.92,322.79,323.46,330.03,333.54,330.51,335.73,336.48,337.94,348.66,342.38,346.89,344.71,346.47,343.56,342.57,337.86,334.54,328.60,327.70,327.51,328.94,329.86,333.04,335.29,320.59,317.22,310.98,306.94,308.57,309.53,325.63,
2018-07-12 22:19:56.652000,L8,388.95,331.46,321.84,323.68,326.38,327.88,341.86,343.44,341.52,338.88,335.03,330.92,328.13,326.46,322.09,318.23,329.60,348.56,344.82,347.16,344.10,339.33,342.35,336.73,331.00,324.80,322.00,314.07,318.81,318.57,320.90,326.36,331.44,328.82,331.69,335.33,334.77,337.02,339.66,347.93,338.87,343.73,344.06,344.00,337.88,335.32,328.74,327.05,325.26,325.63,324.67,330.67,330.92,319.03,314.55,309.85,303.97,299.04,300.03,321.27,
2018-07-21 22:13:49.390000,L8,,,,,,,323.79,326.03,324.53,322.52,320.77,315.01,308.54,307.42,297.29,,,,,,,,,,,,,,,,308.05,315.79,314.09,314.50,320.90,319.98,325.30,326.67,331.54,316.68,325.07,305.20,333.92,332.53,326.16,323.69,303.53,313.84,312.44,314.84,310.42,315.30,317.59,305.91,297.94,296.86,288.01,272.06,,,
2018-08-29 22:20:19.957000,L8,380.68,325.64,322.86,327.17,328.05,331.29,340.20,342.40,340.60,335.60,332.94,326.98,325.24,323.01,323.10,318.77,328.09,342.58,337.37,344.31,342.34,337.99,342.23,337.67,330.56,324.24,319.88,315.18,316.22,319.04,318.86,326.70,327.00,326.69,330.51,332.09,333.73,335.87,341.16,341.98,337.03,342.77,341.05,341.16,333.52,327.19,322.78,315.90,320.80,323.48,325.95,328.86,326.98,312.98,303.00,304.51,302.25,297.03,296.35,313.53,
2018-09-07 22:14:12.130000,L8,375.40,326.32,324.01,326.92,330.36,330.06,339.41,339.29,341.00,335.74,333.87,330.55,326.93,327.35,325.70,320.97,330.39,343.47,339.94,345.48,342.47,339.14,342.07,336.70,332.14,324.53,319.73,315.26,317.25,319.08,319.66,324.51,328.01,326.45,332.29,335.09,336.38,337.99,340.90,346.01,337.94,343.23,340.34,342.00,333.79,328.33,323.70,320.54,322.83,324.78,326.28,327.73,327.21,312.26,303.63,303.43,301.10,298.73,298.82,313.17,305.81
2018-09-30 22:20:31.646000,L8,365.91,318.98,325.52,326.60,330.91,330.95,340.17,342.08,317.76,339.52,315.91,,,,,,,,336.38,342.57,338.51,339.12,356.66,339.04,333.34,324.77,321.16,317.03,318.59,319.07,321.02,324.94,329.28,326.40,333.54,334.81,334.85,336.42,342.38,347.80,341.06,344.54,341.66,341.64,337.25,329.74,325.25,322.30,325.91,326.84,329.54,328.90,328.38,315.14,308.58,303.67,303.32,301.92,312.38,316.63,
2018-11-10 22:14:32.733000,L8,367.19,327.96,329.44,329.24,334.63,332.05,340.76,341.65,342.27,339.71,335.32,331.75,327.95,329.06,328.94,323.77,333.98,344.13,343.59,346.95,342.64,338.79,344.16,341.96,336.07,327.56,324.23,320.41,320.85,322.46,324.01,328.61,332.51,330.23,336.36,336.80,337.68,339.69,344.74,350.56,344.80,344.09,339.11,341.70,338.11,330.89,327.27,327.83,328.54,330.27,329.78,332.64,330.52,318.06,310.27,307.22,303.72,306.88,309.81,318.17,307.85
2018-12-28 22:14:29.227000,L8,367.04,329.26,331.97,331.26,336.66,333.38,340.44,340.48,341.82,339.11,334.71,331.29,329.61,329.27,328.08,322.74,332.95,345.94,343.94,346.55,344.03,338.76,342.82,340.51,334.17,328.27,326.45,322.86,325.03,326.15,326.48,331.07,334.03,333.12,337.08,339.89,340.01,339.16,348.11,351.71,343.98,343.52,340.28,341.54,337.35,330.99,327.12,325.89,326.92,329.80,331.45,325.77,327.69,317.95,315.06,308.47,301.83,307.06,305.49,316.50,308.93
2019-02-05 22:20:33.244000,L8,368.92,331.64,335.37,333.72,338.36,333.38,340.72,340.06,341.74,340.01,337.05,334.50,329.33,330.45,328.95,323.96,337.92,347.21,346.14,348.17,345.86,338.49,343.75,344.25,337.18,332.27,331.08,327.94,329.03,327.59,328.10,335.03,338.80,336.49,340.76,342.89,342.48,340.39,351.08,354.88,353.18,349.48,347.20,349.34,343.63,338.44,338.18,333.64,330.52,334.45,334.27,335.82,336.39,323.62,323.81,322.87,312.62,312.43,315.64,327.12,307.48
2019-02-14 22:14:21.185000,L8,369.03,328.77,332.40,330.46,336.02,333.15,339.83,340.69,341.21,338.54,335.51,331.66,329.11,329.31,327.08,323.22,333.89,348.83,342.84,344.91,344.47,338.03,342.65,341.73,332.90,328.18,328.19,322.09,324.52,325.63,326.12,331.83,335.06,334.33,337.17,339.90,338.52,336.59,347.17,350.34,345.82,343.74,342.68,342.97,337.94,331.75,331.60,326.41,326.50,328.91,329.93,328.91,328.19,318.11,315.08,315.52,305.53,309.30,308.42,322.51,
2019-02-21 22:20:30.485000,L8,366.32,328.38,331.97,330.13,335.82,333.80,340.10,340.39,340.63,339.30,335.46,331.88,330.14,328.90,327.68,323.38,334.49,347.65,343.99,347.13,344.26,340.52,342.21,341.85,335.00,330.02,324.68,321.75,324.08,325.09,325.58,331.79,335.22,334.41,336.77,340.05,338.80,336.95,347.72,349.51,343.76,343.07,342.80,342.42,338.75,331.20,330.19,325.72,327.20,329.82,327.42,331.28,328.44,319.65,317.79,313.71,307.15,308.60,306.88,320.70,
