dates,satname,nzd0524-0000,nzd0524-0001,nzd0524-0002,nzd0524-0003,nzd0524-0004,nzd0524-0005,nzd0524-0006,nzd0524-0007,nzd0524-0008,nzd0524-0009,nzd0524-0010,nzd0524-0011,nzd0524-0012,nzd0524-0013,nzd0524-0014,nzd0524-0015,nzd0524-0016,nzd0524-0017,nzd0524-0019,nzd0524-0020,nzd0524-0021,nzd0524-0022,nzd0524-0023,nzd0524-0024,nzd0524-0025,nzd0524-0026,nzd0524-0027,nzd0524-0028,nzd0524-0029,nzd0524-0030,nzd0524-0031,nzd0524-0032,nzd0524-0033,nzd0524-0034,nzd0524-0035,nzd0524-0036,nzd0524-0037,nzd0524-0038,nzd0524-0039,nzd0524-0040,nzd0524-0041,nzd0524-0042,nzd0524-0043,nzd0524-0044,nzd0524-0045,nzd0524-0046,nzd0524-0047,nzd0524-0048,nzd0524-0049,nzd0524-0050,nzd0524-0051,nzd0524-0052,nzd0524-0053,nzd0524-0054,nzd0524-0055,nzd0524-0056,nzd0524-0057,nzd0524-0058,nzd0524-0059,nzd0524-0060,nzd0524-0018
2005-06-22 22:08:22.866000,L5,382.58,342.03,337.83,329.05,318.26,344.55,349.62,356.10,355.76,347.93,341.42,340.68,343.32,342.01,321.35,324.48,360.09,339.02,364.14,367.16,359.76,366.94,360.44,351.06,355.26,354.81,347.48,329.80,337.22,331.11,335.21,344.48,352.23,345.48,352.20,355.96,357.40,353.86,367.55,370.84,368.06,364.43,365.57,362.57,359.92,344.98,344.33,332.77,340.49,340.53,364.10,360.84,360.66,350.48,344.16,336.40,332.24,326.04,326.31,352.47,
2005-08-09 22:08:46.932000,L5,384.08,350.42,363.17,363.91,355.01,367.53,362.78,377.78,372.11,372.73,363.76,363.04,358.22,361.51,357.73,350.29,369.26,363.18,368.24,377.03,375.88,372.98,373.63,368.02,364.45,359.10,352.80,347.14,346.87,345.69,351.28,360.21,361.40,357.46,364.60,366.06,372.62,374.63,378.03,378.88,380.07,373.43,378.81,374.95,367.32,357.99,350.78,356.56,362.13,354.94,365.17,378.44,369.19,361.57,363.98,355.17,336.84,331.85,331.57,353.08,348.20
2005-08-25 22:08:52.862000,L5,385.63,359.78,362.04,362.47,356.53,363.77,362.89,365.55,364.91,363.33,357.77,353.03,357.08,354.75,352.47,351.77,371.25,361.94,369.43,375.17,374.93,377.07,372.57,367.58,362.52,359.49,351.89,351.35,346.42,345.79,354.52,353.62,358.66,348.28,356.79,361.29,363.04,366.83,378.11,383.69,375.36,374.86,377.04,379.57,375.38,365.43,357.10,353.89,359.81,358.14,367.19,370.08,352.88,344.93,345.89,339.08,335.46,331.62,331.56,352.27,
2005-09-10 22:08:55.708000,L5,,,,,,,,,,,,,,,394.11,387.75,395.20,398.08,407.83,410.67,403.74,400.74,393.92,389.75,392.67,377.37,382.83,386.46,374.97,380.81,387.36,391.04,391.11,395.89,399.88,384.85,393.37,395.26,401.30,412.59,400.74,401.04,402.80,,,,,,,389.38,393.98,391.49,383.38,373.85,368.03,356.85,356.51,352.74,359.11,365.15,398.38
2005-11-06 22:02:46.848000,L5,370.17,356.60,358.08,360.80,354.73,354.35,357.05,356.21,359.92,365.76,355.64,354.91,350.69,355.49,349.38,348.41,374.59,347.81,369.47,377.13,366.29,361.77,363.34,361.39,356.31,349.21,345.50,341.95,341.37,343.08,343.96,365.98,365.28,362.88,368.64,372.22,379.08,373.98,391.21,391.64,385.17,378.55,370.39,362.30,361.57,356.39,352.52,351.27,346.90,353.47,358.46,373.25,370.60,363.05,360.27,360.43,353.16,353.05,347.33,365.73,342.29
2005-11-13 22:09:08.414000,L5,364.37,339.84,345.99,348.05,338.83,341.26,345.69,350.79,355.27,356.92,355.32,350.58,338.08,341.89,344.18,344.47,367.90,344.23,,345.88,353.11,354.56,352.11,347.68,346.61,331.31,307.32,338.29,326.07,333.97,336.76,353.33,,,,,,,,,328.54,383.42,360.71,351.46,349.46,350.34,347.29,340.86,338.28,333.49,336.68,346.11,348.26,342.04,337.06,329.00,334.90,332.64,,,
2006-02-01 22:11:01.629000,L5,381.20,363.47,361.50,362.39,355.80,358.71,357.93,361.33,369.31,362.90,365.24,365.62,366.51,356.04,353.72,353.77,372.31,364.71,366.62,380.00,375.05,372.20,375.26,369.97,362.34,353.44,344.78,343.78,344.45,341.22,345.14,358.23,358.24,359.81,362.56,363.32,368.54,365.85,382.73,391.28,386.41,375.75,376.60,374.43,364.55,359.96,356.43,353.07,354.51,357.41,363.13,361.23,359.22,346.30,343.99,334.78,331.46,330.76,333.72,348.99,349.24
2006-02-17 22:11:22.491000,L5,365.50,352.00,356.20,356.92,351.00,352.11,356.99,357.44,360.25,358.23,352.38,350.23,348.43,349.91,342.05,339.62,366.34,358.37,362.23,372.33,369.18,366.38,364.09,361.22,358.29,349.04,347.40,343.44,343.49,342.24,342.99,355.03,355.07,349.06,358.19,363.15,362.94,362.09,375.32,382.03,375.40,371.12,371.23,371.53,363.36,358.36,349.70,348.88,350.04,352.38,355.45,354.86,352.69,347.56,343.76,330.79,331.64,330.51,332.74,346.95,320.42
2006-03-14 22:05:42.635000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.34,299.72,320.65,325.17,324.78,327.87,331.02,336.50,335.11,349.63,359.10,354.82,353.43,348.79,347.92,339.57,331.01,333.51,320.85,322.67,322.35,324.04,326.15,327.90,320.73,317.40,311.91,310.59,310.41,309.62,324.24,
2006-04-22 22:12:36.093000,L5,,,,,,,,,,,,,,,389.19,389.29,401.07,394.92,404.50,412.23,411.64,406.97,399.86,394.31,382.17,382.47,380.42,375.73,376.54,379.25,387.01,376.66,376.70,378.51,378.97,388.40,391.91,389.86,404.32,409.79,410.32,406.49,400.53,399.37,390.34,382.32,377.07,382.05,378.43,382.00,383.38,381.30,368.61,358.98,363.10,357.54,352.02,356.80,360.14,374.30,404.07
2006-06-02 22:07:00.083000,L5,292.95,283.83,290.58,286.54,273.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.97,316.72,313.98,312.08,311.41,323.29,294.32,,,,,,,,,,,,,,,,
2006-06-25 22:13:31.961000,L5,372.31,338.82,346.89,326.63,320.94,354.72,358.25,361.33,356.74,350.26,349.05,344.94,342.32,343.96,326.48,324.73,357.34,346.56,363.52,370.00,369.25,369.63,360.97,351.19,353.88,343.83,336.80,323.15,329.33,326.52,335.65,346.08,347.87,340.89,347.55,342.33,352.18,355.83,356.74,365.81,369.44,368.79,359.88,361.99,350.90,333.37,349.23,343.36,347.61,345.72,350.74,358.41,350.60,348.13,335.90,339.04,325.30,327.90,329.13,350.12,
2006-07-27 22:13:58.731000,L5,384.61,338.78,356.78,355.01,349.70,357.59,356.08,354.88,354.72,352.53,349.69,349.78,343.04,343.91,339.47,336.69,368.10,343.35,363.94,374.56,372.98,370.64,366.43,359.53,354.18,344.70,343.41,331.36,337.16,333.60,338.13,349.45,346.40,344.04,345.84,350.62,354.54,351.55,367.35,372.20,371.34,361.31,362.00,362.65,361.78,341.22,354.53,349.19,348.89,352.76,350.58,360.43,353.77,337.45,341.09,331.42,333.51,324.38,331.54,348.69,
2006-08-05 22:07:55.109000,L5,377.79,333.22,350.62,349.78,344.85,353.96,354.18,352.20,353.80,354.76,348.18,348.46,342.38,346.60,348.09,336.62,356.05,299.06,353.81,367.23,367.81,364.98,364.90,360.48,352.09,347.36,341.78,335.78,333.55,334.34,336.06,349.61,347.41,345.37,347.76,346.71,353.97,357.29,365.68,371.03,370.58,362.89,361.59,365.07,356.39,339.97,344.80,352.12,348.26,348.43,354.30,362.06,349.37,342.97,332.61,329.86,323.61,327.06,325.35,340.44,
2006-08-28 22:14:23.601000,L5,398.21,373.43,394.54,387.46,385.14,387.92,384.09,380.88,383.77,,,378.97,370.04,378.89,376.57,380.17,375.99,370.57,378.61,384.48,385.85,384.58,379.60,372.72,368.85,363.67,363.92,365.64,365.91,369.85,364.45,377.01,371.44,364.24,386.09,393.97,387.53,393.52,390.55,394.73,385.17,379.43,378.31,381.07,380.41,359.26,357.01,372.55,380.05,388.47,387.49,393.38,381.62,375.21,361.83,352.80,330.24,334.61,331.40,343.77,367.61
2006-09-13 22:14:35.259000,L5,,,389.71,390.08,381.85,383.78,379.80,380.43,383.41,380.37,370.99,370.46,362.48,369.02,362.53,358.70,375.45,383.75,381.30,386.48,381.97,384.54,383.52,381.54,379.33,372.68,365.98,364.15,388.26,363.64,365.48,377.49,368.95,365.29,362.63,361.90,366.01,370.75,377.13,389.33,382.14,373.31,371.77,375.92,383.67,374.46,377.15,370.86,381.12,379.03,380.54,393.42,379.26,347.77,343.72,332.11,332.42,323.12,322.83,338.43,369.41
2006-10-08 22:08:40.914000,L5,369.63,349.41,355.74,355.68,351.26,351.43,356.58,357.13,359.79,354.50,348.79,350.14,350.81,353.03,353.41,346.01,371.00,348.99,365.72,376.65,374.29,373.19,367.33,361.90,355.97,348.42,344.58,338.91,337.69,340.67,338.15,345.34,346.27,347.92,356.81,362.50,367.42,364.36,381.49,385.76,378.52,375.46,373.76,371.92,357.80,353.44,349.73,349.60,349.45,350.08,354.09,356.44,352.23,348.55,344.37,344.53,337.94,340.20,336.20,355.05,341.03
2006-10-31 22:15:04.884000,L5,352.47,339.44,347.41,344.03,338.19,340.40,342.91,345.38,347.74,345.74,338.90,294.38,,,,,,,369.54,374.56,369.32,372.14,369.69,355.41,346.09,337.58,334.88,330.68,330.41,326.00,325.31,332.66,333.47,329.05,360.47,363.98,371.28,369.73,383.57,386.78,378.58,370.64,374.06,369.89,363.72,347.89,344.88,342.36,341.23,340.17,340.60,347.62,342.82,342.83,344.65,344.64,340.72,340.40,338.98,352.87,362.01
2006-11-25 22:09:07.763000,L5,372.16,358.56,364.71,362.59,355.32,359.27,361.97,364.09,366.77,363.24,355.11,354.51,345.31,346.61,343.61,336.30,360.64,352.35,359.71,368.36,366.75,364.47,366.82,368.54,363.63,355.56,353.40,350.61,349.07,349.43,350.07,357.16,360.09,352.37,352.20,356.77,361.94,357.41,374.07,380.54,371.91,370.13,364.54,363.99,367.43,365.08,360.81,358.45,361.14,359.54,365.12,365.63,354.74,340.00,335.01,329.36,325.65,326.06,322.20,337.20,
2007-09-09 22:07:45.163000,L5,390.86,361.63,373.01,373.80,369.36,365.45,373.90,370.11,373.62,370.40,366.51,363.50,373.84,362.38,366.48,362.62,375.83,372.43,380.84,392.38,384.83,381.22,377.47,373.58,368.94,366.38,359.24,354.61,349.32,349.21,352.82,357.35,360.93,360.63,367.88,372.20,370.80,374.01,385.07,383.80,387.30,382.10,382.67,374.94,366.38,355.83,354.08,355.80,358.84,363.21,365.75,358.44,354.16,346.01,337.41,336.01,339.14,339.75,338.26,353.31,362.17
2007-10-02 22:13:42.645000,L5,365.35,348.56,354.71,355.87,352.71,351.81,354.41,356.36,355.86,353.02,349.83,350.38,349.08,342.75,339.14,331.52,349.84,347.92,352.68,367.70,361.83,356.39,353.45,348.21,352.19,340.52,328.67,328.01,321.84,331.09,335.49,347.87,351.86,346.28,345.92,337.48,338.15,346.47,353.88,356.32,353.89,353.97,355.07,343.96,349.27,339.13,,,,,,,,,,,,,,,
2008-11-14 21:57:52.281000,L5,375.69,360.02,363.59,363.21,354.47,355.35,360.89,362.66,365.67,361.05,352.94,352.24,349.54,349.67,346.59,341.06,362.33,351.79,362.81,372.32,368.76,370.19,367.10,367.03,362.46,353.69,350.54,346.82,344.23,346.10,346.85,356.02,352.76,348.15,353.89,355.03,355.10,354.54,366.89,367.39,367.98,368.96,371.93,369.53,364.39,360.16,354.44,349.84,349.12,352.40,356.87,355.42,350.35,344.70,337.44,332.73,325.78,323.07,327.86,355.21,335.59
2008-12-23 22:05:16.170000,L5,364.09,348.35,352.76,356.02,346.83,347.07,353.41,359.82,363.25,361.35,354.98,355.18,352.95,353.91,350.85,345.02,366.92,351.60,367.25,363.67,363.15,359.57,357.16,355.24,351.56,346.10,342.05,337.53,336.91,337.17,343.42,352.65,357.10,351.94,357.93,362.76,358.72,359.94,372.40,373.25,368.26,355.77,358.83,358.12,352.06,348.23,343.74,335.90,337.45,339.76,353.07,358.79,353.68,348.81,342.85,335.94,324.60,326.51,328.64,335.41,302.10
2009-01-17 21:59:44.398000,L5,343.98,352.08,357.85,353.98,345.45,347.78,351.13,351.42,353.52,351.47,347.86,346.44,343.76,340.19,339.27,339.11,363.76,354.22,362.58,368.67,357.01,366.25,365.25,362.67,357.02,347.67,340.85,335.39,331.99,335.65,319.40,332.53,344.96,344.96,348.16,350.04,350.04,351.38,367.59,372.41,364.67,365.04,368.07,368.74,360.79,358.63,352.12,338.77,337.76,342.83,343.54,343.50,339.09,331.58,324.13,321.78,321.24,319.36,326.34,339.79,352.24
2010-02-05 22:05:29.575000,L5,,,390.47,392.00,386.73,386.66,380.93,383.30,382.36,379.36,373.48,372.82,375.27,374.05,373.17,378.55,391.01,387.79,405.14,405.21,413.20,407.11,398.93,397.52,390.49,379.07,376.43,361.85,365.55,364.26,365.72,370.99,372.15,377.31,380.92,384.32,385.94,395.14,406.69,407.93,411.90,,,,,,,,382.82,386.70,394.58,388.04,373.98,359.96,354.32,354.52,351.04,355.46,360.34,368.73,393.96
2010-10-26 22:10:38.745000,L5,361.56,357.70,368.68,355.35,344.30,347.64,353.31,348.78,348.89,350.64,343.90,344.54,342.18,341.72,342.03,334.93,358.30,340.02,364.49,373.86,369.85,365.76,364.81,361.91,355.46,347.60,345.09,336.01,328.27,330.75,330.23,336.75,342.20,337.93,342.55,341.61,342.19,342.70,368.87,369.10,376.47,374.09,372.34,367.68,361.44,357.87,352.65,348.64,337.21,336.14,340.79,344.93,339.25,332.83,325.31,326.69,333.43,334.29,336.76,353.40,351.08
2010-11-27 22:10:35.713000,L5,377.81,381.62,389.12,384.66,363.06,368.99,356.49,357.82,357.33,352.99,349.11,348.52,348.03,345.32,346.43,340.01,344.96,336.35,375.05,376.98,373.46,369.10,362.96,363.99,363.62,354.42,353.08,351.02,350.26,347.05,339.17,344.88,346.53,343.72,349.42,350.22,352.80,352.43,362.23,365.72,378.79,378.12,376.83,375.12,368.12,366.24,361.54,353.48,358.75,356.81,346.16,346.47,342.67,334.73,333.55,327.80,320.59,332.59,341.30,359.13,330.32
2010-12-22 22:04:29.137000,L5,377.15,371.64,370.04,366.55,361.69,361.28,360.64,364.75,364.27,363.53,359.17,357.78,357.35,356.22,355.54,351.75,372.70,355.52,378.35,383.88,380.21,375.83,374.18,371.70,364.37,359.82,351.41,346.98,347.74,346.31,348.25,355.90,358.48,353.94,358.76,363.14,360.39,369.75,382.19,383.28,381.16,379.54,381.87,379.04,371.40,368.82,363.37,349.26,346.80,353.09,355.03,354.20,354.56,344.09,342.70,346.57,340.46,336.47,342.51,353.15,363.73
2011-02-08 22:04:35.159000,L5,377.30,360.42,370.00,369.20,365.07,370.51,367.87,369.45,370.21,367.27,365.49,362.46,362.30,362.22,359.60,356.55,363.08,356.38,372.12,377.95,374.46,372.68,369.50,365.19,358.80,354.50,356.24,353.12,355.65,355.95,356.15,365.33,366.51,360.24,370.43,372.91,371.60,361.62,372.44,373.85,370.04,367.50,371.30,372.90,363.33,359.38,356.46,362.25,361.08,365.15,367.09,369.73,365.86,358.06,354.47,334.70,327.93,330.51,332.72,345.49,355.51
2011-03-12 22:04:31.079000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.43,330.02,332.77,321.30,322.26,321.97,304.00,,,,,,,,,,,,,,,,,
2013-05-11 22:22:42.945000,L8,383.22,337.39,324.88,326.65,325.77,330.37,341.72,339.81,340.66,336.22,335.66,330.14,329.54,328.14,326.46,320.42,333.01,352.96,351.33,356.92,352.42,349.03,344.81,340.05,333.76,325.62,322.68,317.42,319.81,319.84,322.39,326.78,332.76,330.24,333.29,336.22,336.77,338.36,342.24,349.51,342.61,346.16,345.68,345.12,338.41,333.95,328.97,321.50,321.23,324.14,323.51,330.06,329.29,324.39,312.59,302.82,308.19,306.25,306.23,316.18,
2013-06-05 22:16:38.960000,L8,273.25,283.30,282.37,286.46,295.09,,,,,,,,,,,,,,,,,,,,,,,,,,,304.50,311.07,309.38,318.10,319.07,319.16,318.76,332.92,332.58,331.50,336.44,332.08,328.57,301.62,299.84,294.85,292.97,292.42,306.05,305.08,308.47,312.60,301.51,281.60,281.26,288.12,291.32,291.65,294.70,
2013-06-28 22:22:44.910000,L8,378.17,341.95,326.91,326.29,326.21,330.59,338.89,337.80,337.55,334.27,331.24,329.23,325.51,325.49,319.72,318.08,328.99,348.09,348.78,353.85,350.74,347.60,342.28,335.83,329.96,322.34,319.29,313.21,316.06,316.02,320.45,325.55,330.64,330.99,332.80,335.35,333.74,339.27,344.82,354.52,351.02,365.11,356.75,348.90,340.57,344.28,357.61,337.92,329.34,336.52,362.79,361.29,344.28,344.60,322.80,322.69,,,,,
2013-07-07 22:16:35.929000,L8,386.22,335.83,321.63,323.67,323.23,326.20,339.79,337.80,338.97,334.06,330.65,326.24,326.66,325.04,319.87,316.77,328.68,355.56,348.85,352.08,349.60,348.47,341.91,335.37,329.94,323.12,320.22,314.17,317.08,317.41,319.80,327.04,330.21,327.23,330.67,334.43,334.04,336.70,341.64,347.85,344.07,353.10,346.42,342.50,338.87,330.71,326.34,319.87,322.32,322.73,323.22,335.29,324.32,311.91,302.92,301.53,304.03,298.01,302.75,318.06,
2013-07-23 22:16:34.633000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.97,310.20,309.35,316.23,311.82,315.72,321.71,327.18,327.97,327.90,330.15,327.49,,,287.89,287.56,285.88,286.17,284.63,299.43,311.03,303.51,279.88,268.97,264.50,280.37,268.63,275.48,283.22,
2013-09-25 22:16:28.938000,L8,370.97,326.61,327.21,327.43,327.82,320.37,338.25,337.99,339.19,335.28,330.17,329.30,326.68,325.78,324.95,320.44,328.85,345.76,342.08,344.22,342.71,340.50,342.40,339.30,334.79,324.21,320.61,315.74,316.84,315.93,316.41,327.33,331.86,328.17,331.38,332.23,333.71,336.86,340.57,344.77,342.65,346.03,340.24,336.57,333.56,327.40,324.73,316.53,321.21,323.29,322.60,333.88,320.99,313.70,304.46,300.98,301.08,300.09,305.70,313.10,308.78
2013-10-02 22:22:40.460000,L8,368.76,325.08,327.62,326.86,329.61,323.65,339.30,340.65,339.87,339.68,330.77,329.90,327.47,327.35,327.00,322.30,333.45,345.38,342.66,346.46,342.73,341.14,344.61,341.18,335.37,325.92,322.53,316.99,318.19,316.56,320.25,326.97,332.15,328.87,332.87,333.90,334.07,338.83,343.29,347.26,345.54,349.46,342.59,337.46,336.94,329.85,328.02,317.59,322.92,326.35,326.34,336.56,325.29,319.16,309.34,301.68,302.26,309.74,308.47,315.66,307.58
2013-10-11 22:16:29.291000,L8,361.61,321.00,323.13,322.65,324.74,311.58,330.76,331.70,334.97,330.26,302.90,314.24,295.55,310.62,313.58,295.15,316.16,335.86,337.95,340.77,337.55,334.54,338.37,337.61,330.17,322.50,318.94,314.74,316.69,317.09,318.58,324.54,327.25,324.64,326.25,330.65,329.99,333.67,339.65,341.79,335.90,342.15,339.52,333.21,329.34,325.59,321.25,313.73,316.07,316.71,318.74,330.87,321.85,314.42,308.09,301.33,300.09,302.14,302.00,309.14,311.36
2013-10-18 22:22:37.411000,L8,371.45,326.90,328.87,328.22,332.83,327.37,342.10,342.84,341.36,340.61,332.65,332.32,327.35,328.62,328.44,324.30,335.23,344.88,342.29,347.50,343.05,341.41,345.95,344.65,339.55,330.73,326.19,321.62,325.53,325.36,328.23,332.97,336.57,335.13,336.46,337.54,340.38,341.91,349.29,352.61,347.86,351.68,338.78,329.91,334.34,328.44,324.16,316.76,321.88,324.52,327.33,337.95,326.00,320.91,312.67,309.09,306.67,308.80,306.60,319.03,308.90
2013-11-03 22:22:32.045000,L8,,,,,,,,,,,,,,,,,401.82,402.64,406.15,408.94,399.10,386.09,393.02,391.86,384.76,370.74,367.08,363.03,358.25,363.93,355.06,374.01,368.12,387.61,387.96,381.54,392.15,408.27,,,,,,,,,,,,,,,,,,,,,,,405.02
2013-11-12 22:16:19.914000,L8,374.43,327.12,330.73,329.86,331.84,328.54,339.11,340.14,340.52,338.90,332.74,330.86,328.06,328.61,328.59,322.96,332.61,346.20,344.16,345.91,342.76,338.75,343.42,342.97,335.00,327.27,322.02,319.56,321.25,319.93,322.18,328.52,331.75,330.76,331.83,336.52,335.90,336.53,343.40,349.79,342.32,345.37,340.94,339.79,337.57,329.73,328.89,321.28,323.17,325.34,326.53,336.16,324.30,316.44,309.22,305.97,300.42,301.18,302.06,320.61,309.04
2013-11-19 22:22:25.407000,L8,369.50,326.62,329.55,329.76,331.86,327.43,338.89,338.81,340.05,337.29,332.76,330.78,327.08,327.98,327.43,321.68,330.38,344.21,342.73,345.17,342.29,338.06,342.30,340.44,334.37,326.12,322.32,317.84,320.18,320.33,321.15,328.07,331.69,330.33,332.32,335.55,335.23,337.61,342.83,349.55,343.31,345.44,340.28,338.72,336.93,331.65,328.58,321.48,323.98,325.84,326.57,335.94,326.59,318.72,313.13,308.74,301.04,303.38,304.05,325.66,306.83
2013-12-30 22:16:01.055000,L8,368.51,328.82,333.18,331.82,335.86,334.22,341.01,348.96,361.90,,,373.66,341.07,331.06,330.17,324.65,335.23,347.76,345.74,348.33,343.45,341.49,343.64,342.12,337.44,336.68,329.21,322.87,327.65,326.32,326.87,333.00,337.69,335.20,337.67,341.22,339.35,341.47,351.33,353.96,347.19,345.85,343.88,344.69,340.93,332.97,330.94,323.50,325.03,327.32,330.29,334.99,325.81,318.31,318.17,311.63,300.24,302.21,305.32,312.78,311.54
2014-02-23 22:21:32.043000,L8,364.50,325.41,328.92,328.06,330.49,331.15,337.70,338.42,338.28,336.99,333.26,331.50,328.15,327.61,326.25,322.08,331.23,347.54,342.93,347.08,340.72,337.61,342.34,341.32,334.09,327.24,323.36,319.82,322.42,321.91,321.46,331.78,334.99,332.85,335.84,336.52,337.46,336.10,347.79,350.74,345.73,345.40,341.41,342.79,337.87,329.91,328.90,323.25,322.82,325.27,328.09,328.87,331.15,318.21,316.13,309.97,300.58,300.67,304.14,314.34,309.42
2014-03-11 22:21:19.920000,L8,365.74,326.74,327.11,328.49,329.46,330.80,338.92,337.71,339.44,336.05,333.55,331.08,328.26,328.33,325.65,320.80,329.90,345.89,344.32,346.39,341.76,336.71,342.18,338.93,332.54,326.07,322.96,317.62,320.43,320.89,320.53,327.71,330.80,330.02,333.55,335.99,335.40,336.81,342.32,348.16,343.82,345.23,340.40,341.73,334.66,330.07,328.30,322.79,321.69,323.90,325.62,325.98,318.83,309.95,303.84,295.84,301.60,302.55,303.32,314.96,306.11
2014-03-20 22:15:01.497000,L8,375.49,326.73,328.28,328.62,329.32,330.93,338.85,337.82,338.75,335.82,332.51,329.15,327.62,327.21,323.92,321.19,329.25,346.65,346.05,347.96,342.61,336.98,341.68,339.48,332.86,325.58,322.60,317.12,319.64,320.15,320.46,327.19,329.89,328.77,331.33,335.45,334.76,335.99,342.21,348.13,343.93,344.37,341.38,340.77,335.91,331.56,328.25,322.67,323.69,324.23,327.30,327.31,321.22,313.61,308.48,300.26,301.24,301.58,302.68,315.46,306.32
2014-04-21 22:14:29.865000,L8,373.22,328.96,323.41,324.16,326.12,328.59,339.38,337.44,338.32,334.63,333.91,329.00,327.16,325.19,322.72,319.02,328.42,345.56,350.04,350.72,348.86,338.42,344.25,339.37,332.45,325.10,320.89,314.23,316.38,316.20,316.16,323.98,327.75,327.09,330.77,330.79,331.49,334.41,340.91,345.20,344.16,345.60,343.35,341.49,336.14,332.92,327.95,321.20,322.90,323.21,324.85,330.50,330.42,320.18,315.58,307.82,302.22,303.45,303.85,319.56,304.44
2014-05-30 22:20:22.872000,L8,378.17,331.44,321.34,318.21,320.88,323.87,339.51,334.86,334.85,333.55,330.55,329.49,326.19,321.53,319.68,316.71,327.96,348.46,347.36,348.02,342.01,332.40,341.20,336.84,331.15,321.56,319.29,310.50,313.09,315.14,316.02,323.67,328.57,325.79,326.94,329.58,329.36,334.83,340.32,346.03,341.84,347.00,345.79,340.61,338.41,329.76,327.13,322.20,319.91,324.55,327.06,336.63,320.73,310.84,297.12,298.82,301.10,294.65,295.60,316.50,
2014-07-17 22:20:39.943000,L8,384.79,336.11,324.47,324.02,324.57,328.16,343.12,339.78,339.39,336.04,338.13,335.26,328.04,327.61,323.12,318.40,330.16,364.30,348.20,349.27,344.60,337.49,343.56,340.27,330.98,322.90,320.46,312.63,316.41,317.52,318.79,324.84,330.30,329.09,328.63,332.99,333.11,337.04,341.04,348.43,345.25,348.80,346.27,342.01,339.58,333.73,328.52,322.14,318.24,320.76,324.27,335.75,324.36,318.01,304.21,304.02,304.15,302.14,303.02,320.86,
2014-08-02 22:20:46.799000,L8,,,,,,,304.31,319.91,317.09,251.35,,,,,,,,,,,,,,,,,,,,,,310.68,315.43,312.74,315.64,312.04,317.61,323.85,328.74,331.72,328.18,331.05,325.43,,,,298.27,298.74,292.03,303.81,307.37,312.62,311.21,303.66,287.93,287.77,287.44,286.29,288.63,292.68,
2014-08-11 22:14:39.696000,L8,,328.84,325.45,325.46,327.22,329.49,341.60,339.86,339.10,335.84,333.24,331.92,326.62,327.54,324.68,318.87,331.02,342.04,343.62,345.92,342.88,337.28,341.07,337.91,331.18,323.71,320.21,314.16,315.87,316.38,318.83,324.61,328.67,327.44,328.68,332.08,331.08,336.54,340.75,345.67,344.56,348.43,343.82,342.10,340.30,329.91,325.77,320.48,318.34,323.04,326.36,334.03,329.36,320.42,308.44,309.01,306.66,304.75,303.39,318.73,
2014-08-18 22:20:51.886000,L8,377.77,330.91,324.31,325.21,327.93,331.75,347.12,346.82,343.00,343.90,336.55,338.87,329.20,329.34,324.75,320.92,346.25,346.43,348.07,349.93,345.00,338.13,346.23,350.53,343.97,325.84,343.42,316.95,318.21,316.26,320.84,326.29,329.54,329.52,330.23,335.01,330.85,340.10,341.35,346.20,344.54,347.46,343.61,342.95,339.40,330.39,326.46,321.49,319.33,322.24,327.59,333.58,328.18,321.72,309.47,308.07,306.58,301.60,300.39,353.70,303.36
2014-09-19 22:20:54.477000,L8,366.61,326.26,324.48,323.55,325.97,330.03,339.92,342.67,340.02,335.01,331.54,329.26,326.11,326.36,324.48,319.33,332.56,343.96,341.60,346.59,341.13,335.36,342.17,339.09,333.23,323.92,321.63,315.25,316.44,317.36,317.37,326.20,329.50,329.30,330.05,331.39,333.60,335.62,341.16,346.44,342.45,348.43,340.43,338.39,337.58,329.96,327.06,319.15,321.52,324.48,326.46,331.03,326.64,319.40,309.57,308.03,302.11,304.29,304.03,315.36,
2014-09-28 22:14:44.621000,L8,374.58,325.81,323.86,323.73,325.70,329.04,341.17,343.03,340.25,334.55,331.63,329.07,326.20,326.68,325.69,319.51,328.42,344.04,340.32,344.15,340.77,336.30,343.49,338.74,332.83,324.26,322.07,315.34,316.05,317.32,319.19,324.59,328.59,326.75,329.79,329.94,330.40,335.96,340.88,342.62,340.84,344.35,339.94,337.52,337.53,330.82,326.70,319.83,320.15,324.33,326.58,327.85,321.54,317.19,307.25,307.50,302.68,304.75,304.68,316.86,
2015-01-02 22:14:38.674000,L8,365.25,327.75,330.76,329.54,333.43,331.70,338.74,337.81,340.33,335.95,333.96,329.88,328.12,327.90,325.20,320.08,329.24,344.57,340.62,343.94,340.40,336.71,340.52,339.28,331.58,326.20,322.44,318.10,320.73,320.48,322.13,327.98,330.01,329.05,332.15,336.94,334.78,336.79,344.04,350.23,342.44,342.11,341.38,341.41,333.96,329.53,326.51,321.06,318.94,323.35,327.01,323.23,320.89,313.14,309.70,306.88,298.19,298.11,298.34,309.58,307.86
