dates,satname,nzd0380-0000,nzd0380-0001,nzd0380-0002,nzd0380-0004,nzd0380-0005,nzd0380-0006,nzd0380-0009,nzd0380-0010,nzd0380-0003,nzd0380-0007,nzd0380-0008
1999-10-13 22:06:24.714000,L7,220.24,253.65,275.96,208.15,241.77,310.57,283.15,283.13,,,
2000-03-21 22:06:01.097000,L7,,248.38,276.31,,,,,,246.68,,
2000-09-13 22:04:02.015000,L7,224.64,250.73,279.85,,234.63,207.61,,,255.29,177.93,
2001-01-10 22:10:03.706000,L7,247.71,203.35,287.20,232.47,246.29,216.27,280.24,279.11,267.74,200.53,219.56
2001-11-03 22:01:46.660000,L7,222.37,244.88,276.41,,,,,,,,
2002-02-14 22:08:29.220000,L7,,,,,,,187.87,279.05,,165.81,218.46
2002-08-25 22:07:36.489000,L7,,269.35,286.37,,240.59,303.48,,281.13,261.71,213.00,
2003-08-29 21:50:38.152000,L5,,,,167.63,179.56,280.00,,,,281.09,262.42
2003-09-14 21:50:54.515000,L5,,,,165.77,174.16,273.63,225.80,253.66,,278.85,257.39
2003-11-17 21:51:45.201000,L5,242.06,283.69,285.55,264.77,253.20,281.71,255.72,275.76,252.13,276.29,263.77
2003-12-03 21:51:55.424000,L5,206.03,228.93,226.17,182.56,227.88,275.37,270.11,276.97,225.73,272.90,254.15
2003-12-10 21:58:05.829000,L5,210.92,212.60,226.45,185.00,217.10,279.19,270.67,280.32,220.51,276.46,270.06
2004-01-04 21:52:10.021000,L5,180.53,187.55,224.94,177.40,201.22,281.49,,,216.61,274.05,
2004-02-05 21:52:16.959000,L5,177.78,194.73,219.71,169.08,202.41,277.70,244.15,255.90,217.50,277.16,253.71
2004-04-25 21:53:23.341000,L5,,,,168.74,172.99,277.01,,254.52,,274.33,256.69
2004-05-18 22:00:14.650000,L5,,,,164.14,171.38,274.65,,255.10,,276.68,238.96
2004-08-22 22:02:48.429000,L5,190.51,168.30,228.59,266.02,203.03,282.92,,,262.94,279.05,261.57
2004-09-23 22:03:38.248000,L5,,,,164.14,178.20,276.67,,,,272.40,
2004-11-10 22:04:35.857000,L5,233.28,270.60,277.84,248.44,239.05,290.23,266.67,272.88,245.24,287.13,258.38
2005-02-23 22:00:07.370000,L5,192.56,197.12,231.78,181.97,205.63,283.10,250.37,266.89,230.81,277.95,263.03
2005-03-02 22:06:24.060000,L5,181.48,183.02,226.20,163.55,182.61,265.85,225.54,241.67,229.34,264.92,247.61
