dates,nzd0250-0000,nzd0250-0001,nzd0250-0002,nzd0250-0003,nzd0250-0004,nzd0250-0005,nzd0250-0006,nzd0250-0007,nzd0250-0008,nzd0250-0009,nzd0250-0010,nzd0250-0011,nzd0250-0012,nzd0250-0013,nzd0250-0014,nzd0250-0015,satname
1999-12-25 21:59:16+00:00,,,,,,,,240.42,,,,,,,,266.55,L7
2000-03-14 21:58:59+00:00,251.23,240.22,221.59,184.74,211.91,250.71,248.42,243.61,246.36,237.78,233.82,233.22,256.6,261.15,260.92,263.555,L7
2000-03-30 21:58:33+00:00,253.22,238.405,220.51,185.625,209.515,250.66000000000003,241.45,243.84666666666666,245.08,237.78,233.625,233.22,256.6,261.15,260.92,263.555,L7
2000-11-09 21:56:45+00:00,268.4,256.35,237.15,198.28,232.14,269.93,279.44,267.37,268.92,250.92,257.29,263.17,274.82,279.89,283.48,281.75,L7
2001-03-17 21:56:40+00:00,268.4,256.35,237.15,198.28,249.15,287.51,285.425,278.73,278.47,261.97499999999997,263.345,273.19500000000005,279.79499999999996,287.495,288.135,291.605,L7
2001-09-09 21:54:36+00:00,261.88,249.33,214.41,193.21,236.125,277.835,273.38,271.90999999999997,270.11,253.67,256.965,259.90500000000003,284.77,295.1,292.79,301.46,L7
2001-09-25 21:54:52+00:00,261.88,249.33,214.41,193.21,201.79500000000002,243.85000000000002,250.235,247.72,246.14999999999998,229.07,238.765,232.845,,,,,L7
2002-02-16 21:55:18+00:00,260.65,247.51,221.615,192.28500000000003,209.32000000000002,249.34,251.49666666666667,249.55666666666664,248.66333333333333,234.0666666666667,239.56000000000003,235.9,263.15,267.86,272.58,269.09,L7
2002-10-14 21:54:07+00:00,,,,180.45,204.33,250.68,253.32,246.96,240.94,231.74,239.25,238.75,265.57,272.99,272.39,266.88,L7
2002-12-01 21:54:16+00:00,293.27,281.67,258.26,180.45,204.33,250.68,272.57,246.96,240.94,231.74,257.135,238.75,265.57,286.355,290.28499999999997,285.425,L7
2003-10-25 21:44:04+00:00,,,,176.41,213.36,249.66,244.65,242.38,241.1,216.63,230.87,238.23,255.95,262.21,266.11,266.82,L5
2004-04-18 21:45:49+00:00,,,,175.595,207.99,242.515,238.555,236.19,239.885,223.255,232.515,238.23,255.95,262.21,266.11,266.82,L5
2004-07-23 21:48:56+00:00,,,,175.84,204.735,235.74,232.11,233.425,236.96499999999997,226.495,229.235,,,,,,L5
2005-01-31 21:52:45+00:00,,,,,,,,,,,,,314.18,,,313.99,L5
2005-03-04 21:52:52+00:00,284.0,257.9,240.57,202.5,240.23,,277.35,277.41,,265.92,,,303.83500000000004,292.75,286.27,305.355,L5
2005-04-21 21:53:10+00:00,284.0,257.9,240.57,187.19,223.08499999999998,235.77,260.21000000000004,260.76,238.02,248.28500000000003,227.29,,303.83500000000004,292.75,286.27,305.355,L5
2005-06-08 21:53:56+00:00,284.0,278.91499999999996,240.57,187.19,223.08499999999998,235.77,260.21000000000004,265.3566666666667,238.02,248.28500000000003,227.29,,306.18,292.75,298.735,310.28333333333336,L5
2005-08-27 21:54:31+00:00,284.0,278.91499999999996,240.57,183.42999999999998,214.98666666666668,235.91500000000002,251.74666666666667,258.94,237.345,241.26,228.75,224.59,302.17999999999995,292.75,298.735,308.43,L5
2005-09-12 21:54:34+00:00,286.87,292.17,240.83,173.89499999999998,226.40333333333334,253.67333333333332,252.84333333333333,262.03249999999997,247.69666666666663,241.2733333333333,241.32333333333335,252.28500000000003,300.025,301.36,303.35,308.225,L5
2005-10-30 21:54:27+00:00,282.145,281.86333333333334,248.54000000000002,175.91,250.6266666666667,276.26,270.5933333333333,275.4525,262.83,250.20666666666668,251.9366666666667,260.3233333333333,293.25666666666666,294.72,299.75666666666666,311.7133333333333,L5
2006-02-03 21:56:42+00:00,279.4866666666667,268.12000000000006,246.26,190.185,249.4375,276.03499999999997,271.77,273.745,264.7975,251.91,254.59500000000003,265.7925,286.72333333333336,294.72,294.5433333333333,305.04333333333335,L5
2010-01-13 21:57:13+00:00,,,,,,,,,,,,,,247.74,,,L5
2010-10-28 21:55:51+00:00,,,,,,,,,,,,,255.41,262.82,269.73,267.58,L5
2011-01-16 21:56:21+00:00,278.85,270.66,265.51,,,305.08,296.81,296.99,286.22,276.48,302.84,289.7,274.96,280.49,290.88,289.255,L5
2011-02-17 21:56:00+00:00,278.85,263.89,247.915,215.0,,305.08,296.81,296.99,286.22,276.48,302.84,289.7,274.96,280.49,290.88,289.255,L5
2013-05-29 22:08:29+00:00,280.82,266.37,,,,,273.31,276.14,278.52,261.26,263.31,280.91,286.04,292.4,290.09,,L8
2013-09-02 22:08:28+00:00,284.87,268.015,252.06,,,,273.31,276.14,278.52,261.26,263.31,280.91,286.165,292.81,291.67499999999995,,L8
2013-11-21 22:07:37+00:00,285.2033333333333,271.80333333333334,258.975,212.52,259.2,286.08,278.48,282.275,280.91999999999996,269.67499999999995,267.575,285.19500000000005,289.4533333333333,295.0466666666667,300.22666666666663,305.81,L8
2014-02-25 22:07:08+00:00,277.52666666666664,266.04,248.76999999999998,201.82999999999998,245.235,273.73,269.98,271.22,267.48,263.09,259.705,274.99,283.45666666666665,286.93666666666667,297.2233333333333,286.46000000000004,L8
2014-04-30 22:06:10+00:00,271.83,264.23,247.12499999999997,193.43666666666664,230.12666666666667,262.47666666666663,259.18666666666667,259.48333333333335,256.7833333333333,263.09,259.705,274.99,282.03999999999996,283.79499999999996,299.2049999999999,286.46000000000004,L8
2014-06-01 22:06:02+00:00,257.79,249.08,228.36,182.96,208.88333333333333,250.26666666666665,246.28333333333333,244.0233333333333,241.77999999999997,248.09,247.57,260.5,268.05,268.07,281.08,267.11,L8
2014-11-08 22:06:16+00:00,251.53,245.64,215.49,180.69,211.905,254.82999999999998,251.375,247.91500000000002,244.32,239.06,243.18,271.45,301.49,292.47,285.58,274.64,L8
2015-02-12 22:06:15+00:00,251.53,245.64,215.49,199.015,239.425,270.095,268.865,267.295,265.765,257.885,257.08000000000004,279.65,295.245,294.64,291.28,288.66999999999996,L8
2015-02-28 22:05:48+00:00,258.19,250.98,225.60000000000002,199.58666666666667,240.01333333333332,270.4266666666667,268.9666666666667,266.43,267.0266666666667,257.92,257.2266666666667,279.11333333333334,289.07,292.58,289.4166666666667,286.26666666666665,L8
2015-04-01 22:05:25+00:00,258.19,250.98,225.60000000000002,194.5875,230.0625,262.7475,261.7275,260.72,260.33000000000004,250.8125,250.645,279.11333333333334,289.07,292.58,289.4166666666667,286.26666666666665,L8
2015-06-04 22:05:12+00:00,271.51,252.51999999999998,232.42000000000002,197.04500000000002,227.69,261.87,258.33750000000003,258.7425,259.15250000000003,251.35500000000002,247.245,282.94500000000005,282.86,292.635,291.33500000000004,292.08,L8
2015-07-22 22:05:37+00:00,267.6566666666667,250.6933333333333,231.28,195.126,227.69,260.46799999999996,255.17800000000003,255.902,256.406,251.35500000000002,247.245,282.94500000000005,282.86,292.635,291.33500000000004,292.08,L8
2015-09-24 22:06:01+00:00,269.06,245.70666666666668,226.11333333333332,184.2125,214.65,252.905,245.4825,245.7575,244.815,236.28666666666666,232.79666666666665,259.04,269.86,270.17,280.2,268.97,L8
2016-05-21 22:05:38+00:00,,,,183.03,219.88,237.66,233.28,238.99,238.09,,,,,,,,L8
2016-09-10 22:06:39+00:00,,,,180.16,218.165,244.325,236.8,240.35000000000002,239.35000000000002,221.11,231.79,234.65,260.48,261.83,267.64,258.41,L8
2016-10-12 22:06:21+00:00,,260.93,261.08,180.16,221.51,244.325,246.07333333333335,245.38,243.20666666666668,231.075,237.135,248.44,266.63,268.755,274.245,264.8,L8
2016-12-15 22:06:42+00:00,,260.93,261.08,177.29,222.325,250.99,252.47000000000003,248.575,245.765,231.075,237.135,248.44,264.42,266.1033333333333,270.13,262.65333333333336,L8
2017-05-08 22:05:47+00:00,,,,181.17,199.66,232.12,234.54,237.38,239.75,231.7,225.17,,260.0,260.8,261.9,258.36,L8
2017-11-16 22:06:16+00:00,287.18,292.57,245.91,204.95,,270.03,268.55,270.17,279.17,269.44,264.6,283.64,281.66,294.6,291.09,286.41,L8
